District,Poll Number,Poll Name,Elisabeth Clark,Laurent Filion,Mario Laframboise,David H. McArthur,Michael O'Grady,Claude Sabourin,Yves Sabourin,Rejected Ballots,Total Vote,Electors
Argenteuil--Mirabel/Argenteuil--Mirabel,58,Grenville,7,0,63,23,1,11,68,2,175,328
Argenteuil--Mirabel/Argenteuil--Mirabel,59,Grenville,11,1,69,38,0,10,97,4,230,418
Argenteuil--Mirabel/Argenteuil--Mirabel,60,Harrington,2,2,9,19,0,5,66,1,104,201
Argenteuil--Mirabel/Argenteuil--Mirabel,61,Harrington (Lost River),9,2,45,32,0,17,164,6,275,509
Argenteuil--Mirabel/Argenteuil--Mirabel,62,Lac-des-Seize-Îles,3,1,47,4,0,1,22,2,80,149
Argenteuil--Mirabel/Argenteuil--Mirabel,63,Lac-des-Seize-Îles,Merged with No. 64,,,,,,,,,23
Argenteuil--Mirabel/Argenteuil--Mirabel,64,Wentworth Nord (Laurel),6,0,161,19,0,20,74,13,293,474
Argenteuil--Mirabel/Argenteuil--Mirabel,65,Montfort,4,0,45,9,0,14,61,1,134,231
Argenteuil--Mirabel/Argenteuil--Mirabel,66,Saint-Michel-de-Wentworth,1,0,59,12,0,7,56,1,136,320
Argenteuil--Mirabel/Argenteuil--Mirabel,67,Brownsburg-Chatham (Brownsburg),6,0,79,22,0,14,92,6,219,483
Argenteuil--Mirabel/Argenteuil--Mirabel,68,Brownsburg-Chatham (Saint-Philippe),2,0,70,17,0,10,63,3,165,340
Argenteuil--Mirabel/Argenteuil--Mirabel,69,Brownsburg-Chatham (Saint-Philippe),6,0,62,32,1,5,71,4,181,417
Argenteuil--Mirabel/Argenteuil--Mirabel,70,Brownsburg-Chatham (Saint-Philippe),3,1,87,46,0,10,89,2,238,486
Argenteuil--Mirabel/Argenteuil--Mirabel,71,Brownsburg-Chatham (Saint-Philippe),8,1,118,11,0,10,59,1,208,374
Argenteuil--Mirabel/Argenteuil--Mirabel,72,Brownsburg-Chatham (Saint-Philippe),2,1,101,5,0,9,55,0,173,393
Argenteuil--Mirabel/Argenteuil--Mirabel,73,Brownsburg-Chatham (Brownsburg),6,0,77,37,0,12,77,3,212,441
Argenteuil--Mirabel/Argenteuil--Mirabel,74,Brownsburg-Chatham (Brownsburg),10,0,103,9,0,15,33,4,174,401
Argenteuil--Mirabel/Argenteuil--Mirabel,75,Brownsburg-Chatham (Brownsburg),1,0,94,11,0,2,43,0,151,276
Argenteuil--Mirabel/Argenteuil--Mirabel,76,Brownsburg-Chatham (Brownsburg),6,1,146,8,1,14,60,4,240,481
Argenteuil--Mirabel/Argenteuil--Mirabel,77,Brownsburg-Chatham (Brownsburg),3,0,100,16,0,7,47,8,181,447
Argenteuil--Mirabel/Argenteuil--Mirabel,78A,Brownsburg-Chatham (Brownsburg),5,0,32,13,0,7,55,4,116,260
Argenteuil--Mirabel/Argenteuil--Mirabel,78B,Brownsburg-Chatham (Brownsburg),4,0,37,11,0,8,47,4,111,264
Argenteuil--Mirabel/Argenteuil--Mirabel,79A,Brownsburg-Chatham (Brownsburg),2,0,67,14,0,7,33,2,125,283
Argenteuil--Mirabel/Argenteuil--Mirabel,79B,Brownsburg-Chatham (Brownsburg),1,1,63,9,0,5,42,3,124,271
Argenteuil--Mirabel/Argenteuil--Mirabel,80,Wentworth-Nord (Louisa),5,2,23,39,0,21,131,3,224,333
Argenteuil--Mirabel/Argenteuil--Mirabel,81,Saint-Adolphe-d'Howard,10,2,146,10,0,15,43,3,229,384
Argenteuil--Mirabel/Argenteuil--Mirabel,82A,Saint-Adolphe-d'Howard,6,1,92,8,0,8,44,4,163,282
Argenteuil--Mirabel/Argenteuil--Mirabel,82B,Saint-Adolphe-d'Howard,6,0,83,11,0,7,53,2,162,261
Argenteuil--Mirabel/Argenteuil--Mirabel,83,Saint-Adolphe-d'Howard,8,1,121,13,0,9,81,6,239,387
Argenteuil--Mirabel/Argenteuil--Mirabel,84,Saint-Adolphe-d'Howard,1,0,80,10,0,10,35,1,137,259
Argenteuil--Mirabel/Argenteuil--Mirabel,85,Saint-Adolphe-d'Howard,8,2,118,18,0,17,50,0,213,481
Argenteuil--Mirabel/Argenteuil--Mirabel,86A,Saint-Adolphe-d'Howard,7,0,105,9,0,20,30,2,173,293
Argenteuil--Mirabel/Argenteuil--Mirabel,86B,Saint-Adolphe-d'Howard,6,1,72,10,0,20,36,2,147,271
Argenteuil--Mirabel/Argenteuil--Mirabel,87A,Morin-Heights,13,0,91,9,0,18,77,1,209,364
Argenteuil--Mirabel/Argenteuil--Mirabel,87B,Morin-Heights,7,0,34,6,0,11,52,0,110,219
Argenteuil--Mirabel/Argenteuil--Mirabel,88A,Morin-Heights,7,1,72,7,0,12,54,3,156,301
Argenteuil--Mirabel/Argenteuil--Mirabel,88B,Morin-Heights,12,0,66,9,0,16,45,1,149,275
Argenteuil--Mirabel/Argenteuil--Mirabel,89,Morin-Heights,13,0,78,8,0,9,87,3,198,340
Argenteuil--Mirabel/Argenteuil--Mirabel,90A,Morin-Heights,6,2,38,11,0,15,55,2,129,267
Argenteuil--Mirabel/Argenteuil--Mirabel,90B,Morin-Heights,11,0,41,8,1,9,64,4,138,268
Argenteuil--Mirabel/Argenteuil--Mirabel,91A,Morin-Heights,7,0,53,13,0,23,86,4,186,322
Argenteuil--Mirabel/Argenteuil--Mirabel,91B,Morin-Heights,9,0,58,12,1,16,79,2,177,320
Argenteuil--Mirabel/Argenteuil--Mirabel,92A,Mille-Isles,7,1,57,16,0,9,74,3,167,260
Argenteuil--Mirabel/Argenteuil--Mirabel,92B,Mille-Isles,8,0,54,12,0,14,83,3,174,258
Argenteuil--Mirabel/Argenteuil--Mirabel,93,Mille-Isles,6,0,134,11,0,5,37,4,197,410
Argenteuil--Mirabel/Argenteuil--Mirabel,94,Lakefield--Gore,13,0,94,14,0,24,83,2,230,422
Argenteuil--Mirabel/Argenteuil--Mirabel,95,Lakefield--Gore,7,1,64,15,0,16,65,3,171,332
Argenteuil--Mirabel/Argenteuil--Mirabel,96,Lakefield--Gore,2,0,63,12,1,8,43,4,133,294
Argenteuil--Mirabel/Argenteuil--Mirabel,97A,Lachute,1,0,51,16,1,9,74,3,155,298
Argenteuil--Mirabel/Argenteuil--Mirabel,97B,Lachute,3,0,57,13,1,7,70,4,155,315
Argenteuil--Mirabel/Argenteuil--Mirabel,98,Lachute,3,0,119,10,0,19,136,6,293,523
Argenteuil--Mirabel/Argenteuil--Mirabel,99,Lachute,3,1,122,9,0,15,73,7,230,475
Argenteuil--Mirabel/Argenteuil--Mirabel,100,Lachute,2,0,99,10,1,6,51,2,171,408
Argenteuil--Mirabel/Argenteuil--Mirabel,101,Lachute,2,0,106,10,0,13,72,2,205,477
Argenteuil--Mirabel/Argenteuil--Mirabel,102,Lachute,4,0,108,6,0,17,62,2,199,413
Argenteuil--Mirabel/Argenteuil--Mirabel,103,Lachute,5,0,94,6,0,6,58,5,174,382
Argenteuil--Mirabel/Argenteuil--Mirabel,104,Lachute,0,1,134,12,0,10,73,7,237,435
Argenteuil--Mirabel/Argenteuil--Mirabel,105,Lachute,2,0,77,11,0,4,49,2,145,388
Argenteuil--Mirabel/Argenteuil--Mirabel,106,Lachute,4,0,101,8,0,11,109,4,237,436
Argenteuil--Mirabel/Argenteuil--Mirabel,107,Lachute,3,0,89,9,1,18,64,3,187,481
Argenteuil--Mirabel/Argenteuil--Mirabel,108,Lachute,5,0,71,22,0,21,111,4,234,431
Argenteuil--Mirabel/Argenteuil--Mirabel,109,Lachute,7,0,85,21,2,11,97,4,227,449
Argenteuil--Mirabel/Argenteuil--Mirabel,110,Lachute,4,0,82,11,0,8,111,7,223,448
Argenteuil--Mirabel/Argenteuil--Mirabel,111,Lachute,2,0,82,5,0,9,67,7,172,352
Argenteuil--Mirabel/Argenteuil--Mirabel,112,Lachute,1,2,84,12,0,18,77,9,203,433
Argenteuil--Mirabel/Argenteuil--Mirabel,113,Lachute,5,0,87,2,1,13,61,6,175,494
Argenteuil--Mirabel/Argenteuil--Mirabel,114,Lachute,1,0,113,19,0,11,73,6,223,384
Argenteuil--Mirabel/Argenteuil--Mirabel,115,Lachute,3,0,81,3,0,8,67,1,163,355
Argenteuil--Mirabel/Argenteuil--Mirabel,116,Lachute,4,0,108,9,0,6,81,2,210,403
Argenteuil--Mirabel/Argenteuil--Mirabel,117,Lachute,2,0,140,7,0,10,93,3,255,394
Argenteuil--Mirabel/Argenteuil--Mirabel,118,Lachute,5,1,113,3,0,8,71,5,206,438
Argenteuil--Mirabel/Argenteuil--Mirabel,119,Saint-André-d'Argenteuil (Carillon),8,2,32,11,1,3,21,1,79,284
Argenteuil--Mirabel/Argenteuil--Mirabel,120,Saint-André-d'Argenteuil (Saint-André-Est),3,1,95,12,0,22,86,4,223,413
Argenteuil--Mirabel/Argenteuil--Mirabel,121,Saint-André-d'Argenteuil (Saint-André-Est),7,0,114,8,1,10,61,3,204,348
Argenteuil--Mirabel/Argenteuil--Mirabel,122,Saint-André-d'Argenteuil (Saint-André-Est),6,2,100,5,0,9,70,4,196,344
Argenteuil--Mirabel/Argenteuil--Mirabel,123,Saint-André-d'Argenteuil (Saint-André-Est),4,0,161,26,2,9,46,2,250,461
Argenteuil--Mirabel/Argenteuil--Mirabel,124A,Saint-André-d'Argenteuil (Saint-André-Est),7,0,53,3,0,7,38,1,109,226
Argenteuil--Mirabel/Argenteuil--Mirabel,124B,Saint-André-d'Argenteuil (Saint-André-Est),6,0,103,11,1,12,56,2,191,334
Argenteuil--Mirabel/Argenteuil--Mirabel,125,Saint-Placide,7,1,190,19,0,14,51,5,287,451
Argenteuil--Mirabel/Argenteuil--Mirabel,126,Saint-Placide,5,0,135,10,0,16,36,7,209,354
Argenteuil--Mirabel/Argenteuil--Mirabel,127,Saint-Placide,9,0,177,18,1,12,42,9,268,434
Argenteuil--Mirabel/Argenteuil--Mirabel,128A,Pointe-aux-Anglais--Oka,4,0,75,6,0,5,27,1,118,260
Argenteuil--Mirabel/Argenteuil--Mirabel,128B,Pointe-aux-Anglais--Oka,8,1,89,9,0,5,51,1,164,335
Argenteuil--Mirabel/Argenteuil--Mirabel,129,Oka,10,2,129,20,0,13,57,8,239,436
Argenteuil--Mirabel/Argenteuil--Mirabel,130,Oka,7,0,158,19,0,26,73,15,298,476
Argenteuil--Mirabel/Argenteuil--Mirabel,131,Oka,6,1,116,16,0,8,43,3,193,280
Argenteuil--Mirabel/Argenteuil--Mirabel,132,Oka,5,2,135,9,0,10,51,4,216,292
Argenteuil--Mirabel/Argenteuil--Mirabel,133,Oka,8,1,158,20,1,16,58,3,265,412
Argenteuil--Mirabel/Argenteuil--Mirabel,134,Oka,16,0,165,33,0,13,39,3,269,463
Argenteuil--Mirabel/Argenteuil--Mirabel,135,Saint-Joseph-du-Lac,7,0,121,16,0,11,35,5,195,346
Argenteuil--Mirabel/Argenteuil--Mirabel,136,Saint-Joseph-du-Lac,10,1,118,10,0,17,29,5,190,324
Argenteuil--Mirabel/Argenteuil--Mirabel,137,Saint-Joseph-du-Lac,13,0,199,10,1,19,49,8,299,477
Argenteuil--Mirabel/Argenteuil--Mirabel,138,Saint-Joseph-du-Lac,7,2,158,24,0,14,52,8,265,439
Argenteuil--Mirabel/Argenteuil--Mirabel,139,Saint-Joseph-du-Lac,9,0,117,10,0,7,38,8,189,360
Argenteuil--Mirabel/Argenteuil--Mirabel,140,Saint-Joseph-du-Lac,2,0,150,15,0,8,45,7,227,385
Argenteuil--Mirabel/Argenteuil--Mirabel,141,Saint-Joseph-du-Lac,11,0,229,23,0,8,43,16,330,528
Argenteuil--Mirabel/Argenteuil--Mirabel,142,Saint-Joseph-du-Lac,14,1,143,13,0,6,26,7,210,449
Argenteuil--Mirabel/Argenteuil--Mirabel,143A,Saint-Joseph-du-Lac,4,1,89,3,0,4,15,6,122,262
Argenteuil--Mirabel/Argenteuil--Mirabel,143B,Saint-Joseph-du-Lac,2,0,87,7,0,5,25,8,134,283
Argenteuil--Mirabel/Argenteuil--Mirabel,144,Pointe-Calumet,2,1,155,5,0,7,31,4,205,406
Argenteuil--Mirabel/Argenteuil--Mirabel,145,Pointe-Calumet,10,0,129,8,0,10,24,2,183,332
Argenteuil--Mirabel/Argenteuil--Mirabel,146,Pointe-Calumet,3,0,126,4,0,6,36,0,175,386
Argenteuil--Mirabel/Argenteuil--Mirabel,147,Pointe-Calumet,3,0,126,5,0,4,21,4,163,315
Argenteuil--Mirabel/Argenteuil--Mirabel,148,Pointe-Calumet,11,0,192,17,0,7,24,10,261,478
Argenteuil--Mirabel/Argenteuil--Mirabel,149,Pointe-Calumet,9,2,165,9,0,7,30,6,228,409
Argenteuil--Mirabel/Argenteuil--Mirabel,150,Pointe-Calumet,11,4,137,15,0,5,44,10,226,442
Argenteuil--Mirabel/Argenteuil--Mirabel,151,Pointe-Calumet,9,1,175,10,1,13,51,10,270,505
Argenteuil--Mirabel/Argenteuil--Mirabel,152,Pointe-Calumet,9,3,141,3,1,8,25,11,201,351
Argenteuil--Mirabel/Argenteuil--Mirabel,153,Pointe-Calumet,3,2,149,17,3,9,29,12,224,424
Argenteuil--Mirabel/Argenteuil--Mirabel,154,Pointe-Calumet,6,0,116,8,1,8,32,7,178,344
Argenteuil--Mirabel/Argenteuil--Mirabel,155,Mirabel (Saint-Hermas),4,0,170,18,0,6,54,7,259,454
Argenteuil--Mirabel/Argenteuil--Mirabel,156,Mirabel (Saint-Hermas),4,1,105,8,0,7,30,8,163,257
Argenteuil--Mirabel/Argenteuil--Mirabel,157,Mirabel (Sainte-Monique),11,2,110,16,0,8,13,4,164,289
Argenteuil--Mirabel/Argenteuil--Mirabel,158,Mirabel (Sainte-Scholastique),6,1,118,20,1,9,28,0,183,255
Argenteuil--Mirabel/Argenteuil--Mirabel,159,Mirabel (Sainte-Scholastique),9,1,218,24,0,12,44,4,312,488
Argenteuil--Mirabel/Argenteuil--Mirabel,160,Mirabel (Saint-Augustin),4,0,99,26,0,7,43,7,186,378
Argenteuil--Mirabel/Argenteuil--Mirabel,161A,Mirabel (Parc du Domaine Vert),3,0,81,1,0,3,22,2,112,194
Argenteuil--Mirabel/Argenteuil--Mirabel,161B,Mirabel (Parc du Domaine Vert),6,1,154,10,0,6,40,5,222,404
Argenteuil--Mirabel/Argenteuil--Mirabel,161C,Mirabel (Parc du Domaine Vert),3,0,124,15,0,3,24,3,172,304
Argenteuil--Mirabel/Argenteuil--Mirabel,162A,Mirabel (Parc du Domaine Vert),9,1,197,12,0,5,43,6,273,399
Argenteuil--Mirabel/Argenteuil--Mirabel,162B,Mirabel (Parc du Domaine Vert),8,1,178,12,0,11,40,9,259,409
Argenteuil--Mirabel/Argenteuil--Mirabel,163,Mirabel (Saint-Janvier),9,2,95,14,0,4,26,8,158,297
Argenteuil--Mirabel/Argenteuil--Mirabel,164,Mirabel (Saint-Augustin),4,1,30,2,0,9,18,1,65,129
Argenteuil--Mirabel/Argenteuil--Mirabel,165,Mirabel (Saint-Augustin),14,3,197,23,1,18,48,6,310,504
Argenteuil--Mirabel/Argenteuil--Mirabel,166,Mirabel (Saint-Augustin),5,1,115,22,0,10,33,5,191,345
Argenteuil--Mirabel/Argenteuil--Mirabel,167,Mirabel (Saint-Augustin),3,2,181,19,0,6,27,5,243,397
Argenteuil--Mirabel/Argenteuil--Mirabel,168,Mirabel (Saint-Augustin),5,0,188,19,0,5,35,11,263,394
Argenteuil--Mirabel/Argenteuil--Mirabel,169,Mirabel (Saint-Augustin),7,2,150,12,2,5,37,9,224,385
Argenteuil--Mirabel/Argenteuil--Mirabel,170,Mirabel (Saint-Augustin),8,1,128,12,0,3,21,6,179,303
Argenteuil--Mirabel/Argenteuil--Mirabel,171,Mirabel (Saint-Augustin),2,0,72,4,0,4,20,4,106,194
Argenteuil--Mirabel/Argenteuil--Mirabel,172A,Mirabel (Saint-Augustin),7,0,136,8,0,0,29,5,185,290
Argenteuil--Mirabel/Argenteuil--Mirabel,172B,Mirabel (Saint-Augustin),8,0,149,6,0,4,23,3,193,321
Argenteuil--Mirabel/Argenteuil--Mirabel,173A,Mirabel (Saint-Augustin),2,0,137,4,0,3,15,2,163,274
Argenteuil--Mirabel/Argenteuil--Mirabel,173B,Mirabel (Saint-Augustin),8,0,127,7,0,7,18,6,173,311
Argenteuil--Mirabel/Argenteuil--Mirabel,174A,Mirabel (Saint-Augustin),8,0,123,12,0,12,24,9,188,295
Argenteuil--Mirabel/Argenteuil--Mirabel,174B,Mirabel (Saint-Augustin),4,1,111,7,0,12,30,11,176,294
Argenteuil--Mirabel/Argenteuil--Mirabel,175,Mirabel (Saint-Augustin),8,0,168,12,3,15,39,3,248,490
Argenteuil--Mirabel/Argenteuil--Mirabel,176,Mirabel (Saint-Benoît),5,4,169,25,0,6,55,7,271,444
Argenteuil--Mirabel/Argenteuil--Mirabel,177,Mirabel (Saint-Benoît),12,2,209,23,0,21,67,15,349,518
Argenteuil--Mirabel/Argenteuil--Mirabel,178,Mirabel (Saint-Benoît),7,0,135,14,0,12,29,3,200,335
Argenteuil--Mirabel/Argenteuil--Mirabel,179,Mirabel (Saint-Benoît),11,4,135,17,0,11,42,2,222,372
Argenteuil--Mirabel/Argenteuil--Mirabel,180,Mirabel (Saint-Canut),8,0,149,9,0,8,41,8,223,378
Argenteuil--Mirabel/Argenteuil--Mirabel,181,Mirabel (Saint-Canut),10,0,134,9,1,3,26,7,190,338
Argenteuil--Mirabel/Argenteuil--Mirabel,182,Mirabel (Saint-Canut),7,3,141,19,0,10,43,7,230,413
Argenteuil--Mirabel/Argenteuil--Mirabel,183,Mirabel (Saint-Canut),11,1,197,4,1,11,42,5,272,447
Argenteuil--Mirabel/Argenteuil--Mirabel,184,Mirabel (Saint-Canut),3,2,182,8,1,6,21,4,227,426
Argenteuil--Mirabel/Argenteuil--Mirabel,185,Mirabel (Saint-Canut),8,0,148,14,0,9,23,10,212,492
Argenteuil--Mirabel/Argenteuil--Mirabel,186,Mirabel (Saint-Canut),5,0,203,13,1,7,52,6,287,484
Argenteuil--Mirabel/Argenteuil--Mirabel,187A,Mirabel (Saint-Canut),5,1,112,11,1,8,33,2,173,304
Argenteuil--Mirabel/Argenteuil--Mirabel,187B,Mirabel (Saint-Canut),4,1,125,14,1,4,26,6,181,346
Argenteuil--Mirabel/Argenteuil--Mirabel,187C,Mirabel (Saint-Canut),2,0,84,6,0,4,20,3,119,221
Argenteuil--Mirabel/Argenteuil--Mirabel,188,Mirabel (Saint-Janvier),8,0,174,12,0,4,37,4,239,427
Argenteuil--Mirabel/Argenteuil--Mirabel,189,Mirabel (Saint-Janvier),10,0,158,17,0,9,45,2,241,471
Argenteuil--Mirabel/Argenteuil--Mirabel,190,Mirabel (Saint-Janvier),9,1,167,8,1,13,46,12,257,456
Argenteuil--Mirabel/Argenteuil--Mirabel,191,Mirabel (Saint-Janvier),9,0,174,21,0,12,57,7,280,412
Argenteuil--Mirabel/Argenteuil--Mirabel,192,Mirabel (Saint-Janvier),10,0,124,9,0,4,21,9,177,312
Argenteuil--Mirabel/Argenteuil--Mirabel,193,Mirabel (Saint-Janvier),1,1,131,12,1,12,38,7,203,365
Argenteuil--Mirabel/Argenteuil--Mirabel,194,Mirabel (Saint-Janvier),11,2,160,14,0,12,48,10,257,497
Argenteuil--Mirabel/Argenteuil--Mirabel,195,Mirabel (Saint-Janvier),11,0,191,15,0,10,63,8,298,499
Argenteuil--Mirabel/Argenteuil--Mirabel,196,Mirabel (Saint-Janvier),4,1,147,8,0,13,26,6,205,454
Argenteuil--Mirabel/Argenteuil--Mirabel,197,Mirabel (Saint-Janvier),13,1,191,14,0,11,39,9,278,525
Argenteuil--Mirabel/Argenteuil--Mirabel,198,Mirabel (Saint-Janvier),8,1,88,6,0,7,22,8,140,316
Argenteuil--Mirabel/Argenteuil--Mirabel,199,Mirabel (Saint-Janvier),7,0,112,16,0,7,23,7,172,324
Argenteuil--Mirabel/Argenteuil--Mirabel,200,Mirabel (Saint-Janvier),3,0,101,7,0,5,34,1,151,296
Argenteuil--Mirabel/Argenteuil--Mirabel,201A,Mirabel (Saint-Janvier),2,0,124,9,0,6,24,10,175,352
Argenteuil--Mirabel/Argenteuil--Mirabel,201B,Mirabel (Saint-Janvier),3,0,133,8,0,5,26,8,183,365
Argenteuil--Mirabel/Argenteuil--Mirabel,202,Mirabel (Saint-Janvier),13,2,204,23,0,11,42,9,304,506
Argenteuil--Mirabel/Argenteuil--Mirabel,203,Mirabel (Saint-Janvier),3,3,160,13,0,7,36,4,226,421
