District,Poll Number,Poll Name,Will Arlow,Ken DeVries,Gar Knutson,Tim McCallum,Joe Preston,Julie-Ann Stodolny,Rejected Ballots,Total Vote,Electors
Elgin--Middlesex--London/Elgin--Middlesex--London,84,St. Thomas,0,4,62,17,65,10,0,158,286
Elgin--Middlesex--London/Elgin--Middlesex--London,85,St. Thomas,1,6,101,31,73,12,1,225,393
Elgin--Middlesex--London/Elgin--Middlesex--London,86,St. Thomas,0,3,74,38,72,11,0,198,398
Elgin--Middlesex--London/Elgin--Middlesex--London,87,St. Thomas,0,3,79,29,54,3,1,169,297
Elgin--Middlesex--London/Elgin--Middlesex--London,88,St. Thomas,1,3,28,14,13,2,0,61,274
Elgin--Middlesex--London/Elgin--Middlesex--London,89,St. Thomas,0,2,38,44,38,10,1,133,369
Elgin--Middlesex--London/Elgin--Middlesex--London,90,St. Thomas,0,4,67,24,72,4,0,171,330
Elgin--Middlesex--London/Elgin--Middlesex--London,91,St. Thomas,0,7,52,34,62,12,2,169,296
Elgin--Middlesex--London/Elgin--Middlesex--London,92A,St. Thomas,0,3,50,26,64,9,3,155,279
Elgin--Middlesex--London/Elgin--Middlesex--London,92B,St. Thomas,0,3,49,31,68,14,0,165,289
Elgin--Middlesex--London/Elgin--Middlesex--London,93,Central Elgin,0,1,78,23,89,11,0,202,306
Elgin--Middlesex--London/Elgin--Middlesex--London,94A,Central Elgin,0,4,65,21,85,11,0,186,298
Elgin--Middlesex--London/Elgin--Middlesex--London,94B,Central Elgin,1,5,64,20,86,7,0,183,319
Elgin--Middlesex--London/Elgin--Middlesex--London,95,St. Thomas,0,6,47,39,60,8,1,161,367
Elgin--Middlesex--London/Elgin--Middlesex--London,96A,St. Thomas,1,1,42,22,45,9,0,120,289
Elgin--Middlesex--London/Elgin--Middlesex--London,96B,St. Thomas,0,0,45,23,32,14,2,116,276
Elgin--Middlesex--London/Elgin--Middlesex--London,97,St. Thomas,0,2,46,38,61,7,0,154,407
Elgin--Middlesex--London/Elgin--Middlesex--London,98,St. Thomas,0,5,53,30,42,3,0,133,344
Elgin--Middlesex--London/Elgin--Middlesex--London,99,St. Thomas,0,8,43,24,38,7,2,122,288
Elgin--Middlesex--London/Elgin--Middlesex--London,100,St. Thomas,1,1,59,37,52,9,3,162,341
Elgin--Middlesex--London/Elgin--Middlesex--London,101,St. Thomas,1,5,52,38,45,6,1,148,341
Elgin--Middlesex--London/Elgin--Middlesex--London,102,St. Thomas,1,6,62,33,74,12,0,188,444
Elgin--Middlesex--London/Elgin--Middlesex--London,103,St. Thomas,0,6,40,34,42,7,0,129,323
Elgin--Middlesex--London/Elgin--Middlesex--London,104,St. Thomas,2,6,71,32,56,12,0,179,360
Elgin--Middlesex--London/Elgin--Middlesex--London,105,St. Thomas,0,9,93,32,59,16,0,209,426
Elgin--Middlesex--London/Elgin--Middlesex--London,106,St. Thomas,0,5,77,16,75,14,0,187,307
Elgin--Middlesex--London/Elgin--Middlesex--London,107,St. Thomas,0,3,49,21,55,1,1,130,305
Elgin--Middlesex--London/Elgin--Middlesex--London,108,St. Thomas,1,3,75,31,46,10,2,168,368
Elgin--Middlesex--London/Elgin--Middlesex--London,109,St. Thomas,1,8,72,34,70,11,1,197,393
Elgin--Middlesex--London/Elgin--Middlesex--London,110,St. Thomas,0,0,46,31,45,10,0,132,251
Elgin--Middlesex--London/Elgin--Middlesex--London,111,St. Thomas,1,6,70,27,53,11,1,169,330
Elgin--Middlesex--London/Elgin--Middlesex--London,112,St. Thomas,0,8,52,30,53,8,0,151,316
Elgin--Middlesex--London/Elgin--Middlesex--London,113,St. Thomas,0,13,37,32,57,12,1,152,370
Elgin--Middlesex--London/Elgin--Middlesex--London,114,St. Thomas,0,5,43,45,59,19,1,172,373
Elgin--Middlesex--London/Elgin--Middlesex--London,115,St. Thomas,2,10,60,37,59,22,0,190,353
Elgin--Middlesex--London/Elgin--Middlesex--London,116,St. Thomas,0,3,78,26,89,7,0,203,395
Elgin--Middlesex--London/Elgin--Middlesex--London,117,St. Thomas,2,6,77,27,78,14,2,206,421
Elgin--Middlesex--London/Elgin--Middlesex--London,118,St. Thomas,0,12,71,46,80,9,0,218,435
Elgin--Middlesex--London/Elgin--Middlesex--London,119,St. Thomas,1,7,56,37,67,5,1,174,339
Elgin--Middlesex--London/Elgin--Middlesex--London,120,St. Thomas,0,11,57,30,89,8,1,196,395
Elgin--Middlesex--London/Elgin--Middlesex--London,121,St. Thomas,0,3,96,32,92,15,3,241,491
Elgin--Middlesex--London/Elgin--Middlesex--London,122,St. Thomas,0,8,62,32,73,10,0,185,342
Elgin--Middlesex--London/Elgin--Middlesex--London,123,St. Thomas,1,5,70,22,58,3,0,159,287
Elgin--Middlesex--London/Elgin--Middlesex--London,124,St. Thomas,0,3,58,22,64,0,2,149,316
Elgin--Middlesex--London/Elgin--Middlesex--London,125,St. Thomas,0,2,72,40,54,9,0,177,437
Elgin--Middlesex--London/Elgin--Middlesex--London,126,St. Thomas,0,1,47,21,53,1,2,125,185
Elgin--Middlesex--London/Elgin--Middlesex--London,127,St. Thomas,2,7,60,27,82,10,0,188,360
Elgin--Middlesex--London/Elgin--Middlesex--London,128,St. Thomas,0,7,83,38,82,3,1,214,396
Elgin--Middlesex--London/Elgin--Middlesex--London,129,Central Elgin,0,8,73,28,114,13,3,239,416
Elgin--Middlesex--London/Elgin--Middlesex--London,130,Central Elgin,2,6,80,25,140,11,2,266,441
Elgin--Middlesex--London/Elgin--Middlesex--London,131,St. Thomas,0,11,57,41,73,8,0,190,361
Elgin--Middlesex--London/Elgin--Middlesex--London,132,St. Thomas,1,10,66,39,94,10,1,221,376
Elgin--Middlesex--London/Elgin--Middlesex--London,133,St. Thomas,0,6,81,31,64,8,4,194,351
Elgin--Middlesex--London/Elgin--Middlesex--London,134,St. Thomas,0,8,48,19,70,7,0,152,307
Elgin--Middlesex--London/Elgin--Middlesex--London,135,St. Thomas,0,5,61,40,76,6,1,189,394
Elgin--Middlesex--London/Elgin--Middlesex--London,136,St. Thomas,1,3,82,19,98,5,1,209,334
Elgin--Middlesex--London/Elgin--Middlesex--London,137,St. Thomas,0,11,68,31,90,8,4,212,443
Elgin--Middlesex--London/Elgin--Middlesex--London,138,St. Thomas,0,4,51,23,58,4,2,142,300
Elgin--Middlesex--London/Elgin--Middlesex--London,139,St. Thomas,0,9,72,43,88,8,0,220,359
Elgin--Middlesex--London/Elgin--Middlesex--London,140,St. Thomas,0,2,48,25,48,8,2,133,292
Elgin--Middlesex--London/Elgin--Middlesex--London,141,St. Thomas,0,2,65,15,64,3,1,150,294
Elgin--Middlesex--London/Elgin--Middlesex--London,142,St. Thomas,2,4,62,38,76,18,1,201,369
Elgin--Middlesex--London/Elgin--Middlesex--London,143,St. Thomas,1,10,52,39,56,7,3,168,356
Elgin--Middlesex--London/Elgin--Middlesex--London,144,St. Thomas,0,5,94,32,100,12,0,243,398
Elgin--Middlesex--London/Elgin--Middlesex--London,145,Central Elgin,0,4,63,10,101,9,0,187,322
Elgin--Middlesex--London/Elgin--Middlesex--London,146,St. Thomas,3,6,74,40,69,6,3,201,381
Elgin--Middlesex--London/Elgin--Middlesex--London,147,St. Thomas,1,8,123,24,113,7,2,278,436
Elgin--Middlesex--London/Elgin--Middlesex--London,148,St. Thomas,1,3,47,31,63,3,2,150,322
Elgin--Middlesex--London/Elgin--Middlesex--London,149,St. Thomas,0,1,69,28,66,13,3,180,342
Elgin--Middlesex--London/Elgin--Middlesex--London,150,St. Thomas,0,8,97,27,92,8,2,234,436
Elgin--Middlesex--London/Elgin--Middlesex--London,151,St. Thomas,0,4,86,22,49,4,0,165,357
Elgin--Middlesex--London/Elgin--Middlesex--London,152,St. Thomas,0,3,105,20,79,4,1,212,386
Elgin--Middlesex--London/Elgin--Middlesex--London,153,St. Thomas,0,7,78,20,76,5,0,186,363
Elgin--Middlesex--London/Elgin--Middlesex--London,154,St. Thomas,1,4,72,21,68,11,0,177,356
Elgin--Middlesex--London/Elgin--Middlesex--London,155,Yarmouth,0,3,66,17,123,4,0,213,349
Elgin--Middlesex--London/Elgin--Middlesex--London,156A,Yarmouth,0,3,32,25,90,5,2,157,288
Elgin--Middlesex--London/Elgin--Middlesex--London,156B,Yarmouth,0,4,50,23,78,6,0,161,289
Elgin--Middlesex--London/Elgin--Middlesex--London,157,Yarmouth,0,11,27,15,70,5,1,129,178
Elgin--Middlesex--London/Elgin--Middlesex--London,158A,Yarmouth,0,6,52,33,101,11,3,206,379
Elgin--Middlesex--London/Elgin--Middlesex--London,158B,Yarmouth,0,2,97,22,97,5,3,226,377
Elgin--Middlesex--London/Elgin--Middlesex--London,159,Yarmouth,2,1,29,14,72,2,0,120,219
Elgin--Middlesex--London/Elgin--Middlesex--London,160,Yarmouth,1,3,31,9,71,3,1,119,190
Elgin--Middlesex--London/Elgin--Middlesex--London,161,Malahide,0,3,62,17,94,7,0,183,306
Elgin--Middlesex--London/Elgin--Middlesex--London,162,Yarmouth,0,0,113,44,147,17,2,323,492
Elgin--Middlesex--London/Elgin--Middlesex--London,163,Yarmouth,1,1,67,18,112,7,2,208,302
Elgin--Middlesex--London/Elgin--Middlesex--London,164,Yarmouth,0,5,49,27,71,7,1,160,234
Elgin--Middlesex--London/Elgin--Middlesex--London,165,Yarmouth,0,0,58,15,76,10,0,159,263
Elgin--Middlesex--London/Elgin--Middlesex--London,166,Yarmouth,0,5,36,22,56,12,1,132,201
Elgin--Middlesex--London/Elgin--Middlesex--London,167,Yarmouth,0,5,59,31,84,14,2,195,402
Elgin--Middlesex--London/Elgin--Middlesex--London,168,Malahide,1,0,49,41,91,6,0,188,431
Elgin--Middlesex--London/Elgin--Middlesex--London,169,South Dorchester,2,8,44,15,86,9,0,164,239
Elgin--Middlesex--London/Elgin--Middlesex--London,170,South Dorchester,0,11,59,18,65,9,1,163,240
Elgin--Middlesex--London/Elgin--Middlesex--London,171,South Dorchester,0,12,61,19,88,7,1,188,304
Elgin--Middlesex--London/Elgin--Middlesex--London,172,South Dorchester,1,9,40,18,110,5,1,184,281
Elgin--Middlesex--London/Elgin--Middlesex--London,173,Malahide,0,23,64,32,145,15,3,282,520
Elgin--Middlesex--London/Elgin--Middlesex--London,174,Malahide,4,16,63,31,126,4,1,245,491
Elgin--Middlesex--London/Elgin--Middlesex--London,175A,Springfield,0,11,34,33,71,5,0,154,294
Elgin--Middlesex--London/Elgin--Middlesex--London,175B,Springfield,1,9,29,29,83,7,0,158,291
Elgin--Middlesex--London/Elgin--Middlesex--London,176,Malahide,0,4,12,11,48,4,0,79,248
Elgin--Middlesex--London/Elgin--Middlesex--London,177,Malahide,0,4,35,12,88,3,1,143,198
Elgin--Middlesex--London/Elgin--Middlesex--London,178,Malahide,0,2,19,9,67,0,0,97,169
Elgin--Middlesex--London/Elgin--Middlesex--London,179,Malahide,0,5,30,7,76,9,0,127,246
Elgin--Middlesex--London/Elgin--Middlesex--London,180,Malahide,0,7,33,8,78,3,3,132,242
Elgin--Middlesex--London/Elgin--Middlesex--London,181,Malahide,2,8,35,25,136,3,0,209,436
Elgin--Middlesex--London/Elgin--Middlesex--London,182,Malahide,1,10,29,17,92,4,0,153,293
Elgin--Middlesex--London/Elgin--Middlesex--London,183,Aylmer,0,7,48,29,73,5,0,162,359
Elgin--Middlesex--London/Elgin--Middlesex--London,184,Aylmer,1,14,37,14,62,2,0,130,348
Elgin--Middlesex--London/Elgin--Middlesex--London,185,Aylmer,0,9,53,35,102,8,0,207,452
Elgin--Middlesex--London/Elgin--Middlesex--London,186,Aylmer,2,6,51,25,78,4,0,166,344
Elgin--Middlesex--London/Elgin--Middlesex--London,187A,Aylmer,0,3,60,10,104,7,1,185,356
Elgin--Middlesex--London/Elgin--Middlesex--London,187B,Mobile poll/Bureau itinérant,0,0,23,9,17,2,0,51,77
Elgin--Middlesex--London/Elgin--Middlesex--London,188,Aylmer,1,6,56,22,73,7,4,169,331
Elgin--Middlesex--London/Elgin--Middlesex--London,189,Aylmer,2,3,51,26,73,6,0,161,425
Elgin--Middlesex--London/Elgin--Middlesex--London,190,Aylmer,0,12,51,24,105,5,1,198,354
Elgin--Middlesex--London/Elgin--Middlesex--London,191,Aylmer,0,11,68,16,82,11,1,189,329
Elgin--Middlesex--London/Elgin--Middlesex--London,192,Aylmer,0,10,105,16,128,9,2,270,443
Elgin--Middlesex--London/Elgin--Middlesex--London,193,Aylmer,0,5,53,6,99,8,1,172,267
Elgin--Middlesex--London/Elgin--Middlesex--London,194,Aylmer,2,3,65,21,48,6,1,146,246
Elgin--Middlesex--London/Elgin--Middlesex--London,195,Aylmer,0,5,58,26,63,6,1,159,295
Elgin--Middlesex--London/Elgin--Middlesex--London,196,Aylmer,1,5,46,40,99,5,0,196,495
Elgin--Middlesex--London/Elgin--Middlesex--London,197,Bayham,4,9,52,40,104,13,0,222,365
Elgin--Middlesex--London/Elgin--Middlesex--London,198,Bayham,0,6,36,23,94,5,0,164,359
Elgin--Middlesex--London/Elgin--Middlesex--London,199,Straffordville,1,8,41,34,107,4,1,196,273
Elgin--Middlesex--London/Elgin--Middlesex--London,200,Straffordville,5,7,42,28,104,6,1,193,330
Elgin--Middlesex--London/Elgin--Middlesex--London,201,Straffordville,4,2,37,26,66,3,1,139,204
Elgin--Middlesex--London/Elgin--Middlesex--London,202,Straffordville,0,5,21,13,85,5,0,129,261
Elgin--Middlesex--London/Elgin--Middlesex--London,203,Straffordville,5,9,67,50,130,8,0,269,522
Elgin--Middlesex--London/Elgin--Middlesex--London,204,Bayham,0,2,36,28,73,9,1,149,272
Elgin--Middlesex--London/Elgin--Middlesex--London,205,Vienna,4,0,48,61,67,0,0,180,422
Elgin--Middlesex--London/Elgin--Middlesex--London,206,Port Burwell,1,3,45,36,69,4,1,159,356
Elgin--Middlesex--London/Elgin--Middlesex--London,207,Port Burwell,1,5,55,29,85,8,0,183,336
Elgin--Middlesex--London/Elgin--Middlesex--London,208,Bayham,2,6,35,30,56,5,0,134,245
Elgin--Middlesex--London/Elgin--Middlesex--London,500,Mobile poll/Bureau itinérant,2,3,11,7,8,0,1,32,93
Elgin--Middlesex--London/Elgin--Middlesex--London,501,Mobile poll/Bureau itinérant,0,1,22,2,12,2,1,40,59
Elgin--Middlesex--London/Elgin--Middlesex--London,600,Thames Centre,1,2,33,20,84,7,0,147,
Elgin--Middlesex--London/Elgin--Middlesex--London,601,Lambeth,0,7,123,34,178,7,0,349,
Elgin--Middlesex--London/Elgin--Middlesex--London,602,London,1,3,92,41,77,3,1,218,
Elgin--Middlesex--London/Elgin--Middlesex--London,603,Dorchester,0,10,203,51,261,18,0,543,
Elgin--Middlesex--London/Elgin--Middlesex--London,604,Rodney,1,9,81,32,131,13,0,267,
Elgin--Middlesex--London/Elgin--Middlesex--London,605,Dutton,0,2,45,29,80,2,0,158,
Elgin--Middlesex--London/Elgin--Middlesex--London,606,Southwold,0,5,88,25,147,15,2,282,
Elgin--Middlesex--London/Elgin--Middlesex--London,607,Lynhurst--St. Thomas,0,12,92,45,231,2,5,387,
Elgin--Middlesex--London/Elgin--Middlesex--London,608,St. Thomas,1,8,141,54,230,9,3,446,
Elgin--Middlesex--London/Elgin--Middlesex--London,609,St. Thomas,1,20,257,85,486,21,1,871,
Elgin--Middlesex--London/Elgin--Middlesex--London,610,Central Elgin,0,8,65,25,150,5,0,253,
Elgin--Middlesex--London/Elgin--Middlesex--London,611,Malahide,3,16,40,9,120,4,0,192,
Elgin--Middlesex--London/Elgin--Middlesex--London,612,Aylmer,1,14,139,32,257,16,5,464,
Elgin--Middlesex--London/Elgin--Middlesex--London,613,Bayham,0,7,54,12,113,5,0,191,
Elgin--Middlesex--London/Elgin--Middlesex--London,,Group 1/Groupe 1,0,0,32,11,46,6,1,96,204
Elgin--Middlesex--London/Elgin--Middlesex--London,,Group 2/Groupe 2,1,6,214,52,265,11,1,550,
