District,Poll Number,Poll Name,Raynald Blais,Guy De Coste,Bob Eichenberger,Georges Farrah,Philip Toone,Rejected Ballots,Total Vote,Electors
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,199,L'Étang-du-Nord,108,6,6,121,4,2,247,403
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,200,L'Étang-du-Nord,68,8,2,107,3,4,192,348
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,201,L'Étang-du-Nord,136,6,2,134,3,9,290,499
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,202,Bassin,74,5,2,64,0,3,148,283
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,203,Havre-Aubert,81,5,1,87,0,0,174,241
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,204,Bassin,62,1,4,54,0,1,122,268
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,205,Bassin,54,4,5,48,1,4,116,236
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,206,Bassin,73,2,1,40,2,4,122,246
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,207,Havre-Aubert,37,1,3,42,0,1,84,126
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,208,Havre-Aubert,68,3,4,120,3,2,200,318
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,209,L'Île-d'Entrée,4,8,0,54,6,1,73,114
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,500,Mobile poll/Bureau itinérant,10,11,1,32,0,0,54,90
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,501,Mobile poll/Bureau itinérant,9,8,2,14,1,0,34,73
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,502,Mobile poll/Bureau itinérant,6,4,1,19,1,1,32,85
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,503,Mobile poll/Bureau itinérant,14,3,0,11,1,0,29,80
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,600,Grande-Vallée,19,2,2,11,0,1,35,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,601,Gaspé (Rivière-au-Renard),133,14,1,51,2,1,202,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,602,Gaspé,135,26,5,60,3,2,231,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,603,York Centre,58,17,0,56,4,1,136,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,604,Percé,71,8,0,26,0,0,105,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,605,Grande-Rivière,106,5,0,61,1,1,174,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,606,Chandler,236,20,8,125,3,6,398,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,607,Paspébiac,305,32,3,203,5,5,553,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,608,Bonaventure,125,16,7,95,7,3,253,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,609,New Richmond,137,56,22,131,12,11,369,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,610,Carleton,87,8,9,55,6,2,167,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,611,Pointe-à-la-Croix,47,24,9,42,1,2,125,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,612,L'Étang-du-Nord (I.M.),59,3,0,57,0,2,121,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,613,Île-d'Entrée (I.M.),32,1,1,44,0,1,79,
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,,Group 1/Groupe 1,33,28,7,38,4,0,110,261
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,,Group 2/Groupe 2,35,4,4,10,2,8,63,
