District,Poll Number,Poll Name,Jean Bernatchez,Odina Desrochers,Anicet Gagné,Jean Landry,Rama Borne MacDonald,Rejected Ballots,Total Vote,Electors
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,179,Sainte-Agathe,8,59,40,52,1,4,164,282
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,180,Sainte-Agathe,5,38,23,31,2,6,105,191
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,181,Sainte-Agathe,5,101,41,96,8,6,257,449
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,500,Mobile poll/Bureau itinérant,0,11,20,6,0,1,38,59
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,501,Mobile poll/Bureau itinérant,1,6,11,9,3,1,31,51
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,502,Mobile poll/Bureau itinérant,1,3,19,5,0,0,28,20
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,600,Sainte-Croix,10,92,23,21,6,1,153,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,601,Saint-Apollinaire,7,127,60,63,3,3,263,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,602,Saint-Nicolas,36,395,200,155,20,8,814,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,603,Charny,34,280,256,130,25,6,731,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,604,Saint-Jean-Chrysostome,29,333,143,181,17,12,715,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,605,Sainte-Hélène-de-Breakeyville,7,67,24,24,5,2,129,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,606,Saint-Rédempteur,31,266,139,124,16,22,598,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,607,Saint-Lambert,10,94,48,58,11,3,224,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,608,Sainte-Agathe-de-Lotbinière,3,27,17,16,3,2,68,
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,,Group 1/Groupe 1,6,36,28,49,6,8,133,250
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,,Group 2/Groupe 2,26,157,91,63,13,10,360,
