District,Poll Number,Poll Name,Paul Charbonneau,John McKay,Brenda Thompson,Tom Varesh,Sheila White,Rejected Ballots,Total Vote,Electors
Scarborough--Guildwood/Scarborough--Guildwood,121,Scarborough,12,101,1,66,48,2,230,357
Scarborough--Guildwood/Scarborough--Guildwood,122,Scarborough,2,108,0,55,35,0,200,339
Scarborough--Guildwood/Scarborough--Guildwood,123,Scarborough,9,97,0,45,24,2,177,287
Scarborough--Guildwood/Scarborough--Guildwood,124,Scarborough,7,120,0,44,33,2,206,312
Scarborough--Guildwood/Scarborough--Guildwood,125,Scarborough,3,80,3,50,29,0,165,317
Scarborough--Guildwood/Scarborough--Guildwood,126,Scarborough,11,155,5,86,42,3,302,550
Scarborough--Guildwood/Scarborough--Guildwood,127,Scarborough,9,130,1,69,26,1,236,377
Scarborough--Guildwood/Scarborough--Guildwood,128,Scarborough,8,123,0,81,26,2,240,380
Scarborough--Guildwood/Scarborough--Guildwood,129,Scarborough,12,131,0,55,31,0,229,354
Scarborough--Guildwood/Scarborough--Guildwood,130,Scarborough,8,153,1,80,33,0,275,414
Scarborough--Guildwood/Scarborough--Guildwood,131,Scarborough,9,141,0,49,31,1,231,344
Scarborough--Guildwood/Scarborough--Guildwood,132,Scarborough,8,127,3,62,37,2,239,389
Scarborough--Guildwood/Scarborough--Guildwood,133,Scarborough,11,120,1,51,28,3,214,331
Scarborough--Guildwood/Scarborough--Guildwood,134,Scarborough,9,97,1,80,30,0,217,352
Scarborough--Guildwood/Scarborough--Guildwood,135,Scarborough,16,121,4,80,50,0,271,455
Scarborough--Guildwood/Scarborough--Guildwood,136,Scarborough,7,202,2,72,42,1,326,653
Scarborough--Guildwood/Scarborough--Guildwood,137,Scarborough,6,132,2,52,41,3,236,587
Scarborough--Guildwood/Scarborough--Guildwood,138,Scarborough,8,107,3,40,31,0,189,364
Scarborough--Guildwood/Scarborough--Guildwood,139,Scarborough,5,94,3,24,28,1,155,351
Scarborough--Guildwood/Scarborough--Guildwood,140,Scarborough,3,115,0,33,23,0,174,423
Scarborough--Guildwood/Scarborough--Guildwood,141,Scarborough,5,61,1,36,28,0,131,252
Scarborough--Guildwood/Scarborough--Guildwood,142,Scarborough,6,78,0,45,36,0,165,282
Scarborough--Guildwood/Scarborough--Guildwood,143,Scarborough,9,116,1,68,23,3,220,378
Scarborough--Guildwood/Scarborough--Guildwood,144,Scarborough,2,115,4,40,29,0,190,391
Scarborough--Guildwood/Scarborough--Guildwood,145,Scarborough,0,64,0,18,23,0,105,277
Scarborough--Guildwood/Scarborough--Guildwood,146,Scarborough,11,159,1,55,36,2,264,564
Scarborough--Guildwood/Scarborough--Guildwood,147,Scarborough,3,32,2,24,40,1,102,324
Scarborough--Guildwood/Scarborough--Guildwood,148,Scarborough,6,165,1,26,31,0,229,542
Scarborough--Guildwood/Scarborough--Guildwood,149,Scarborough,3,107,1,52,25,1,189,372
Scarborough--Guildwood/Scarborough--Guildwood,150,Scarborough,9,76,6,45,32,0,168,382
Scarborough--Guildwood/Scarborough--Guildwood,151,Scarborough,5,135,2,57,58,0,257,498
Scarborough--Guildwood/Scarborough--Guildwood,152,Scarborough,6,94,0,37,41,1,179,405
Scarborough--Guildwood/Scarborough--Guildwood,153,Scarborough,7,153,0,38,32,0,230,438
Scarborough--Guildwood/Scarborough--Guildwood,154,Scarborough,13,94,0,72,23,2,204,363
Scarborough--Guildwood/Scarborough--Guildwood,155,Scarborough,10,139,0,71,39,0,259,485
Scarborough--Guildwood/Scarborough--Guildwood,156,Scarborough,8,107,2,65,39,0,221,340
Scarborough--Guildwood/Scarborough--Guildwood,157,Scarborough,14,93,1,80,27,0,215,340
Scarborough--Guildwood/Scarborough--Guildwood,400,Scarborough,1,68,2,24,16,0,111,142
Scarborough--Guildwood/Scarborough--Guildwood,401,Scarborough,1,48,0,7,15,2,73,206
Scarborough--Guildwood/Scarborough--Guildwood,402,Scarborough,4,47,1,17,12,0,81,269
Scarborough--Guildwood/Scarborough--Guildwood,403,Scarborough,1,20,0,14,9,2,46,179
Scarborough--Guildwood/Scarborough--Guildwood,404,Scarborough,0,68,0,5,15,0,88,207
Scarborough--Guildwood/Scarborough--Guildwood,405,Scarborough,1,46,0,6,18,1,72,233
Scarborough--Guildwood/Scarborough--Guildwood,406,Scarborough,5,129,0,31,27,0,192,426
Scarborough--Guildwood/Scarborough--Guildwood,407,Scarborough,1,28,0,5,12,0,46,162
Scarborough--Guildwood/Scarborough--Guildwood,408,Scarborough,1,67,1,11,14,1,95,260
Scarborough--Guildwood/Scarborough--Guildwood,409,Scarborough,3,160,0,68,10,2,243,330
Scarborough--Guildwood/Scarborough--Guildwood,410,Scarborough,7,149,0,62,12,1,231,336
Scarborough--Guildwood/Scarborough--Guildwood,411,Scarborough,3,101,2,6,32,0,144,417
Scarborough--Guildwood/Scarborough--Guildwood,412,Scarborough,2,125,0,24,31,6,188,291
Scarborough--Guildwood/Scarborough--Guildwood,413,Scarborough,6,136,3,27,23,6,201,312
Scarborough--Guildwood/Scarborough--Guildwood,414,Scarborough,9,79,0,25,19,1,133,254
Scarborough--Guildwood/Scarborough--Guildwood,415,Scarborough,6,142,1,71,37,2,259,373
Scarborough--Guildwood/Scarborough--Guildwood,500,Mobile poll/Bureau itinérant,3,29,0,14,10,0,56,163
Scarborough--Guildwood/Scarborough--Guildwood,600,Toronto,8,196,1,102,42,1,350,
Scarborough--Guildwood/Scarborough--Guildwood,601,Toronto,10,155,1,126,72,0,364,
Scarborough--Guildwood/Scarborough--Guildwood,602,Toronto,15,287,1,163,71,1,538,
Scarborough--Guildwood/Scarborough--Guildwood,603,Toronto,5,170,2,100,54,0,331,
Scarborough--Guildwood/Scarborough--Guildwood,604,Toronto,4,97,1,37,33,0,172,
Scarborough--Guildwood/Scarborough--Guildwood,605,Toronto,13,174,2,129,84,0,402,
Scarborough--Guildwood/Scarborough--Guildwood,606,Toronto,7,290,3,166,54,3,523,
Scarborough--Guildwood/Scarborough--Guildwood,607,Toronto,20,278,1,175,80,2,556,
Scarborough--Guildwood/Scarborough--Guildwood,,Group 1/Groupe 1,1,32,1,15,6,5,60,102
Scarborough--Guildwood/Scarborough--Guildwood,,Group 2/Groupe 2,5,206,0,93,59,1,364,
