District,Poll Number,Poll Name,Jean-Sébastien Busque,Sébastien Gagnon,Daniel Giguère,Jocelyne Girard-Bujold,Gilles Lavoie,Michel Perron,François Picard,Rejected Ballots,Total Vote,Electors
Jonquière--Alma/Jonquière--Alma,35,Alma,1,117,37,1,16,0,8,2,182,344
Jonquière--Alma/Jonquière--Alma,36,Alma,0,86,38,1,9,0,16,0,150,292
Jonquière--Alma/Jonquière--Alma,37A,Alma,2,191,74,4,14,0,12,3,300,579
Jonquière--Alma/Jonquière--Alma,37B,Alma,4,100,58,2,2,2,1,5,174,207
Jonquière--Alma/Jonquière--Alma,38,Alma,4,106,36,2,8,0,13,2,171,318
Jonquière--Alma/Jonquière--Alma,39,Alma,4,234,66,3,15,1,16,3,342,596
Jonquière--Alma/Jonquière--Alma,40,Alma,1,124,34,0,5,0,4,1,169,354
Jonquière--Alma/Jonquière--Alma,41,Alma,1,104,36,5,6,2,11,1,166,326
Jonquière--Alma/Jonquière--Alma,42,Alma,4,120,43,1,7,0,4,5,184,347
Jonquière--Alma/Jonquière--Alma,43,Alma,3,151,33,1,7,0,10,0,205,376
Jonquière--Alma/Jonquière--Alma,44,Alma,5,109,19,4,0,0,4,0,141,301
Jonquière--Alma/Jonquière--Alma,45,Alma,3,94,19,1,5,0,10,0,132,367
Jonquière--Alma/Jonquière--Alma,46,Alma,2,118,29,9,7,0,2,3,170,322
Jonquière--Alma/Jonquière--Alma,47A,Alma,4,105,39,2,10,0,4,5,169,327
Jonquière--Alma/Jonquière--Alma,47B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,,,90
Jonquière--Alma/Jonquière--Alma,48,Alma,1,127,35,2,4,0,8,0,177,309
Jonquière--Alma/Jonquière--Alma,49,Alma,2,92,23,2,8,0,13,2,142,290
Jonquière--Alma/Jonquière--Alma,50,Alma,2,143,22,4,10,0,11,0,192,319
Jonquière--Alma/Jonquière--Alma,51,Alma,3,167,35,3,14,0,10,2,234,453
Jonquière--Alma/Jonquière--Alma,52,Alma,1,134,31,3,7,0,8,2,186,329
Jonquière--Alma/Jonquière--Alma,53,Alma,2,104,24,1,13,0,3,1,148,325
Jonquière--Alma/Jonquière--Alma,54,Alma,4,74,30,3,6,0,7,3,127,292
Jonquière--Alma/Jonquière--Alma,55,Alma,4,101,39,2,7,1,10,3,167,371
Jonquière--Alma/Jonquière--Alma,56,Alma,4,99,29,1,3,0,6,3,145,401
Jonquière--Alma/Jonquière--Alma,57,Alma,0,108,46,6,15,0,8,5,188,359
Jonquière--Alma/Jonquière--Alma,58,Alma,4,110,38,4,5,1,11,1,174,343
Jonquière--Alma/Jonquière--Alma,59,Alma,0,130,33,1,5,0,12,3,184,347
Jonquière--Alma/Jonquière--Alma,60A,Alma,1,135,33,2,9,0,7,0,187,333
Jonquière--Alma/Jonquière--Alma,60B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,,,9
Jonquière--Alma/Jonquière--Alma,61,Alma,6,111,29,3,12,2,9,3,175,392
Jonquière--Alma/Jonquière--Alma,62,Alma,1,112,57,3,4,1,8,0,186,382
Jonquière--Alma/Jonquière--Alma,63,Alma,2,171,75,0,10,0,15,2,275,435
Jonquière--Alma/Jonquière--Alma,64,Alma,0,168,35,0,10,0,8,2,223,381
Jonquière--Alma/Jonquière--Alma,65,Alma,5,191,71,1,24,1,11,2,306,461
Jonquière--Alma/Jonquière--Alma,66,Alma,3,127,55,6,6,1,8,4,210,343
Jonquière--Alma/Jonquière--Alma,67,Alma,1,130,37,3,7,2,8,0,188,367
Jonquière--Alma/Jonquière--Alma,68,Alma,2,124,38,2,8,0,7,0,181,369
Jonquière--Alma/Jonquière--Alma,69,Alma,2,153,75,4,16,1,8,3,262,468
Jonquière--Alma/Jonquière--Alma,70,Alma,2,94,48,4,12,2,26,2,190,335
Jonquière--Alma/Jonquière--Alma,71A,Alma,1,114,42,0,15,1,13,2,188,333
Jonquière--Alma/Jonquière--Alma,71B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,,,65
Jonquière--Alma/Jonquière--Alma,72,Alma,3,141,61,4,13,0,13,0,235,355
Jonquière--Alma/Jonquière--Alma,73,Alma,4,182,49,2,21,2,12,8,280,508
Jonquière--Alma/Jonquière--Alma,74,Alma,2,145,49,0,15,0,13,3,227,409
Jonquière--Alma/Jonquière--Alma,75,Alma,1,177,71,7,15,1,4,4,280,516
Jonquière--Alma/Jonquière--Alma,76,Alma,4,155,56,5,8,0,21,8,257,416
Jonquière--Alma/Jonquière--Alma,77,Alma,3,157,45,0,22,0,24,8,259,400
Jonquière--Alma/Jonquière--Alma,78,Alma,3,131,42,3,4,2,8,1,194,352
Jonquière--Alma/Jonquière--Alma,79,Alma,2,166,23,2,11,0,11,1,216,408
Jonquière--Alma/Jonquière--Alma,80,Alma,6,177,64,4,21,1,18,1,292,531
Jonquière--Alma/Jonquière--Alma,81,Alma,3,147,59,4,24,0,9,3,249,446
Jonquière--Alma/Jonquière--Alma,82,Larouche,5,151,53,36,16,0,11,3,275,483
Jonquière--Alma/Jonquière--Alma,83,Larouche,2,125,42,63,10,1,9,2,254,388
Jonquière--Alma/Jonquière--Alma,84,Lac-Kénogami,0,39,20,4,5,1,0,1,70,151
Jonquière--Alma/Jonquière--Alma,85,Lac-Kénogami,5,150,86,22,19,0,5,2,289,529
Jonquière--Alma/Jonquière--Alma,86,Lac-Kénogami,1,146,72,23,19,0,5,0,266,489
Jonquière--Alma/Jonquière--Alma,87,Lac-Kénogami,3,121,108,26,10,0,7,6,281,450
Jonquière--Alma/Jonquière--Alma,88,Lac-Kénogami,0,23,10,7,4,0,1,2,47,64
Jonquière--Alma/Jonquière--Alma,89,Jonquière,4,119,99,24,17,0,11,5,279,573
Jonquière--Alma/Jonquière--Alma,90,Jonquière,2,94,63,16,7,1,1,7,191,354
Jonquière--Alma/Jonquière--Alma,91,Jonquière,3,126,61,20,10,0,9,15,244,478
Jonquière--Alma/Jonquière--Alma,92,Jonquière,1,125,73,14,12,1,7,5,238,456
Jonquière--Alma/Jonquière--Alma,93,Jonquière,1,142,50,10,3,0,11,7,224,397
Jonquière--Alma/Jonquière--Alma,94,Jonquière,1,79,72,13,5,0,4,5,179,325
Jonquière--Alma/Jonquière--Alma,95,Jonquière,2,83,47,9,8,2,0,1,152,330
Jonquière--Alma/Jonquière--Alma,96,Jonquière,1,100,103,9,9,0,4,2,228,379
Jonquière--Alma/Jonquière--Alma,97,Jonquière,4,73,55,23,11,2,6,8,182,307
Jonquière--Alma/Jonquière--Alma,98,Jonquière,4,152,92,31,10,0,9,6,304,573
Jonquière--Alma/Jonquière--Alma,99,Jonquière,2,66,31,11,8,0,1,4,123,332
Jonquière--Alma/Jonquière--Alma,100,Jonquière,2,105,43,9,6,1,6,1,173,322
Jonquière--Alma/Jonquière--Alma,101,Jonquière,3,117,62,21,14,0,4,3,224,413
Jonquière--Alma/Jonquière--Alma,102,Jonquière,2,92,37,16,4,1,3,2,157,319
Jonquière--Alma/Jonquière--Alma,103A,Jonquière,1,54,32,5,2,0,3,5,102,242
Jonquière--Alma/Jonquière--Alma,103B,Jonquière,2,40,97,10,5,0,1,8,163,230
Jonquière--Alma/Jonquière--Alma,104,Jonquière,8,73,51,13,5,0,6,2,158,354
Jonquière--Alma/Jonquière--Alma,105,Jonquière,3,39,38,6,6,0,1,4,97,218
Jonquière--Alma/Jonquière--Alma,106,Jonquière,2,103,60,11,7,0,13,9,205,383
Jonquière--Alma/Jonquière--Alma,107,Jonquière,4,100,85,26,6,0,9,5,235,431
Jonquière--Alma/Jonquière--Alma,108,Jonquière,4,72,54,8,3,1,2,8,152,278
Jonquière--Alma/Jonquière--Alma,109,Jonquière,5,132,92,18,13,0,9,6,275,521
Jonquière--Alma/Jonquière--Alma,110,Jonquière,2,93,70,29,9,1,4,3,211,398
Jonquière--Alma/Jonquière--Alma,111,Jonquière,1,85,64,21,7,1,8,7,194,420
Jonquière--Alma/Jonquière--Alma,112,Jonquière,2,94,43,11,4,1,4,4,163,319
Jonquière--Alma/Jonquière--Alma,113,Jonquière,3,83,82,11,2,0,4,7,192,365
Jonquière--Alma/Jonquière--Alma,114,Jonquière,1,92,58,19,7,0,3,1,181,392
Jonquière--Alma/Jonquière--Alma,115,Jonquière,1,93,69,14,9,1,5,6,198,404
Jonquière--Alma/Jonquière--Alma,116,Jonquière,4,86,60,19,7,0,10,6,192,356
Jonquière--Alma/Jonquière--Alma,117,Jonquière,6,89,70,11,17,0,10,5,208,366
Jonquière--Alma/Jonquière--Alma,118,Jonquière,6,113,80,16,7,0,5,6,233,398
Jonquière--Alma/Jonquière--Alma,119,Jonquière,9,68,70,14,9,1,6,4,181,385
Jonquière--Alma/Jonquière--Alma,120,Jonquière,5,55,37,11,2,0,11,5,126,298
Jonquière--Alma/Jonquière--Alma,121,Jonquière,5,63,56,23,15,0,10,0,172,365
Jonquière--Alma/Jonquière--Alma,122,Jonquière,4,95,61,14,13,2,5,4,198,372
Jonquière--Alma/Jonquière--Alma,123,Jonquière,3,73,66,17,9,1,4,5,178,359
Jonquière--Alma/Jonquière--Alma,124,Jonquière,2,63,66,14,2,1,4,2,154,355
Jonquière--Alma/Jonquière--Alma,125,Jonquière,1,41,31,4,4,0,1,0,82,206
Jonquière--Alma/Jonquière--Alma,126,Jonquière,3,95,52,14,10,1,6,3,184,398
Jonquière--Alma/Jonquière--Alma,127,Jonquière,2,82,67,11,9,0,2,7,180,363
Jonquière--Alma/Jonquière--Alma,128,Jonquière,4,77,52,16,6,0,6,2,163,342
Jonquière--Alma/Jonquière--Alma,129,Jonquière,5,109,71,25,3,0,4,5,222,483
Jonquière--Alma/Jonquière--Alma,130,Jonquière,2,69,44,14,9,0,2,2,142,315
Jonquière--Alma/Jonquière--Alma,131,Jonquière,2,101,67,16,9,3,4,7,209,392
Jonquière--Alma/Jonquière--Alma,132,Jonquière,3,108,88,16,6,1,2,3,227,359
Jonquière--Alma/Jonquière--Alma,133,Jonquière,5,111,136,19,10,1,3,0,285,488
Jonquière--Alma/Jonquière--Alma,134,Shipshaw,5,111,66,16,9,1,14,3,225,354
Jonquière--Alma/Jonquière--Alma,135,Jonquière,6,112,83,8,19,0,18,7,253,410
Jonquière--Alma/Jonquière--Alma,136,Jonquière,6,116,57,15,19,0,6,3,222,404
Jonquière--Alma/Jonquière--Alma,137,Jonquière,11,126,69,17,3,1,19,5,251,387
Jonquière--Alma/Jonquière--Alma,138,Jonquière,2,111,72,28,12,2,9,7,243,403
Jonquière--Alma/Jonquière--Alma,139,Jonquière,5,122,90,19,9,0,4,11,260,478
Jonquière--Alma/Jonquière--Alma,140,Jonquière,4,75,42,10,6,0,3,4,144,260
Jonquière--Alma/Jonquière--Alma,141,Jonquière,2,94,72,14,16,0,11,5,214,336
Jonquière--Alma/Jonquière--Alma,142,Jonquière,3,125,57,21,3,0,6,9,224,396
Jonquière--Alma/Jonquière--Alma,143,Jonquière,5,135,58,17,6,1,14,10,246,422
Jonquière--Alma/Jonquière--Alma,144,Jonquière,1,88,60,17,5,0,4,5,180,299
Jonquière--Alma/Jonquière--Alma,145,Jonquière,3,121,77,23,8,1,13,2,248,475
Jonquière--Alma/Jonquière--Alma,146,Jonquière,2,114,62,16,14,1,3,3,215,343
Jonquière--Alma/Jonquière--Alma,147,Jonquière,0,128,60,11,16,2,5,6,228,348
Jonquière--Alma/Jonquière--Alma,148,Jonquière,2,95,57,14,8,0,8,2,186,311
Jonquière--Alma/Jonquière--Alma,149,Jonquière,3,114,108,19,14,1,4,3,266,401
Jonquière--Alma/Jonquière--Alma,150,Jonquière,6,139,85,15,13,0,9,1,268,409
Jonquière--Alma/Jonquière--Alma,151,Jonquière,2,98,97,14,8,0,8,3,230,416
Jonquière--Alma/Jonquière--Alma,152,Jonquière,5,78,49,17,8,1,5,5,168,295
Jonquière--Alma/Jonquière--Alma,153,Jonquière,1,111,96,13,13,1,5,3,243,400
Jonquière--Alma/Jonquière--Alma,154,Jonquière,4,138,93,16,5,0,13,4,273,448
Jonquière--Alma/Jonquière--Alma,155,Jonquière,1,101,67,23,3,0,4,6,205,411
Jonquière--Alma/Jonquière--Alma,156,Jonquière,2,82,35,21,4,0,9,3,156,398
Jonquière--Alma/Jonquière--Alma,157,Jonquière,0,50,41,17,11,3,7,3,132,285
Jonquière--Alma/Jonquière--Alma,158,Jonquière,1,81,85,15,5,0,4,2,193,382
Jonquière--Alma/Jonquière--Alma,159,Jonquière,2,76,49,6,5,2,3,1,144,239
Jonquière--Alma/Jonquière--Alma,160,Jonquière,9,79,64,18,2,0,1,3,176,375
Jonquière--Alma/Jonquière--Alma,161,Jonquière,3,70,50,18,11,2,5,2,161,368
Jonquière--Alma/Jonquière--Alma,162,Jonquière,2,97,74,12,9,0,3,4,201,398
Jonquière--Alma/Jonquière--Alma,163,Jonquière,0,32,36,8,11,0,0,3,90,277
Jonquière--Alma/Jonquière--Alma,164,Jonquière,2,61,48,10,4,0,1,3,129,290
Jonquière--Alma/Jonquière--Alma,165A,Jonquière,1,61,67,20,1,0,11,2,163,310
Jonquière--Alma/Jonquière--Alma,165B,Mobile poll/Bureau itinérant,Merged with No. 502,,,,,,,,,31
Jonquière--Alma/Jonquière--Alma,166,Jonquière,1,68,44,13,5,1,6,2,140,283
Jonquière--Alma/Jonquière--Alma,167A,Jonquière,1,63,60,10,12,0,2,1,149,263
Jonquière--Alma/Jonquière--Alma,167B,Mobile poll/Bureau itinérant,Merged with No. 502,,,,,,,,,17
Jonquière--Alma/Jonquière--Alma,168,Jonquière,3,58,52,13,1,3,11,2,143,263
Jonquière--Alma/Jonquière--Alma,169,Jonquière,4,88,83,7,7,0,6,2,197,356
Jonquière--Alma/Jonquière--Alma,170,Jonquière,3,82,55,10,10,2,6,3,171,347
Jonquière--Alma/Jonquière--Alma,171A,Jonquière,3,80,59,13,12,0,4,2,173,297
Jonquière--Alma/Jonquière--Alma,171B,Mobile poll/Bureau itinérant,Merged with No. 502,,,,,,,,,45
Jonquière--Alma/Jonquière--Alma,172,Jonquière,3,84,82,17,4,0,6,4,200,440
Jonquière--Alma/Jonquière--Alma,173,Jonquière,2,46,56,17,8,0,2,2,133,296
Jonquière--Alma/Jonquière--Alma,174,Jonquière,4,95,103,12,4,1,4,6,229,415
Jonquière--Alma/Jonquière--Alma,175,Jonquière,1,60,59,9,7,0,2,1,139,257
Jonquière--Alma/Jonquière--Alma,176,Jonquière,3,91,62,20,1,2,7,2,188,323
Jonquière--Alma/Jonquière--Alma,177,Jonquière,4,111,73,21,12,1,5,2,229,407
Jonquière--Alma/Jonquière--Alma,178,Jonquière,2,79,42,21,9,0,4,6,163,313
Jonquière--Alma/Jonquière--Alma,179,Jonquière,3,98,93,19,7,3,5,4,232,409
Jonquière--Alma/Jonquière--Alma,180,Jonquière,3,60,67,19,1,0,4,1,155,327
Jonquière--Alma/Jonquière--Alma,181,Jonquière,1,106,65,5,8,1,3,7,196,344
Jonquière--Alma/Jonquière--Alma,182,Jonquière,2,113,94,22,9,0,1,6,247,402
Jonquière--Alma/Jonquière--Alma,183,Jonquière,4,107,55,20,1,2,7,2,198,409
Jonquière--Alma/Jonquière--Alma,184,Jonquière,2,176,104,11,6,0,4,10,313,571
Jonquière--Alma/Jonquière--Alma,185,Jonquière,3,75,41,14,5,1,5,1,145,266
Jonquière--Alma/Jonquière--Alma,186,Jonquière,6,123,73,41,2,1,8,6,260,487
Jonquière--Alma/Jonquière--Alma,187,Jonquière,4,89,43,18,6,0,5,1,166,308
Jonquière--Alma/Jonquière--Alma,188,Jonquière,1,87,47,20,7,0,8,1,171,330
Jonquière--Alma/Jonquière--Alma,189,Jonquière,6,96,48,19,9,0,11,9,198,343
Jonquière--Alma/Jonquière--Alma,190,Jonquière,2,90,60,14,5,0,16,1,188,325
Jonquière--Alma/Jonquière--Alma,191,Jonquière,10,95,56,18,3,0,7,3,192,364
Jonquière--Alma/Jonquière--Alma,192,Jonquière,4,96,59,14,6,0,4,2,185,313
Jonquière--Alma/Jonquière--Alma,193,Jonquière,7,111,60,12,9,0,6,6,211,372
Jonquière--Alma/Jonquière--Alma,194,Jonquière,3,113,48,21,5,1,5,4,200,313
Jonquière--Alma/Jonquière--Alma,195,Jonquière,4,103,75,27,10,0,6,2,227,377
Jonquière--Alma/Jonquière--Alma,196,Jonquière,2,96,60,15,4,1,4,1,183,300
Jonquière--Alma/Jonquière--Alma,197,Jonquière,1,107,69,31,13,1,5,2,229,396
Jonquière--Alma/Jonquière--Alma,198,Jonquière,7,106,54,9,13,0,12,6,207,371
Jonquière--Alma/Jonquière--Alma,199,Jonquière,1,122,58,10,12,0,10,9,222,343
Jonquière--Alma/Jonquière--Alma,200,Jonquière,6,123,75,12,11,0,3,5,235,414
Jonquière--Alma/Jonquière--Alma,201,Jonquière,3,161,57,13,7,2,6,5,254,468
Jonquière--Alma/Jonquière--Alma,202,Jonquière,2,122,67,15,15,0,4,2,227,360
Jonquière--Alma/Jonquière--Alma,203,Jonquière,1,85,45,16,16,0,5,3,171,255
Jonquière--Alma/Jonquière--Alma,204,Jonquière,4,146,48,16,11,0,6,5,236,505
Jonquière--Alma/Jonquière--Alma,205,Jonquière,7,150,107,40,7,1,10,8,330,577
Jonquière--Alma/Jonquière--Alma,500,Mobile poll/Bureau itinérant,6,144,110,19,32,0,6,7,324,140
Jonquière--Alma/Jonquière--Alma,501,Mobile poll/Bureau itinérant,1,7,19,9,2,1,1,2,42,104
Jonquière--Alma/Jonquière--Alma,502,Mobile poll/Bureau itinérant,1,29,68,25,4,2,0,11,140,183
Jonquière--Alma/Jonquière--Alma,600,Saint-David--Saint-David-de-Falardeau,6,62,37,2,6,0,3,1,117,
Jonquière--Alma/Jonquière--Alma,601,Saint-Ambroise--Saint-Charles-de-Bourget,2,103,51,5,6,0,5,0,172,
Jonquière--Alma/Jonquière--Alma,602,Alma,1,85,19,1,10,0,3,1,120,
Jonquière--Alma/Jonquière--Alma,603,Alma,1,200,73,4,12,0,10,4,304,
Jonquière--Alma/Jonquière--Alma,604,Alma,5,327,162,4,22,0,24,8,552,
Jonquière--Alma/Jonquière--Alma,605,Larouche--Lac-Kégonami ,0,1,64,18,50,7,4,4,148,
Jonquière--Alma/Jonquière--Alma,606,Saguenay,1,117,158,25,16,0,6,4,327,
Jonquière--Alma/Jonquière--Alma,607,Saguenay,1,184,173,18,17,3,11,3,410,
Jonquière--Alma/Jonquière--Alma,608,Saguenay,1,108,84,19,11,0,5,1,229,
Jonquière--Alma/Jonquière--Alma,609,Saguenay,4,116,129,20,16,1,4,2,292,
Jonquière--Alma/Jonquière--Alma,610,Saguenay,5,152,108,33,21,0,16,3,338,
Jonquière--Alma/Jonquière--Alma,611,Saguenay,3,125,96,24,19,0,11,3,281,
Jonquière--Alma/Jonquière--Alma,,Group 1/Groupe 1,5,70,58,3,43,0,6,9,194,475
Jonquière--Alma/Jonquière--Alma,,Group 2/Groupe 2,2,512,309,47,22,0,17,19,928,
