District,Poll Number,Poll Name,Gérard Binet,Marc Boulianne,Alexandre Côté,Yves Mailly,Bruno Vézina,Rejected Ballots,Total Vote,Electors
Mégantic--L'Érable/Mégantic--L'Érable,56,East Broughton,67,83,5,33,7,5,200,330
Mégantic--L'Érable/Mégantic--L'Érable,57,East Broughton,89,107,9,59,4,10,278,393
Mégantic--L'Érable/Mégantic--L'Érable,58,East Broughton,90,68,3,26,13,1,201,368
Mégantic--L'Érable/Mégantic--L'Érable,59,Kinnear's Mills,68,61,8,13,6,0,156,272
Mégantic--L'Érable/Mégantic--L'Érable,60,Pontbriand,96,63,6,28,1,2,196,306
Mégantic--L'Érable/Mégantic--L'Érable,61,Pontbriand,67,88,10,24,3,3,195,314
Mégantic--L'Érable/Mégantic--L'Érable,62,Robertsonville,96,84,9,31,10,3,233,381
Mégantic--L'Érable/Mégantic--L'Érable,63,Robertsonville,62,63,5,29,5,3,167,372
Mégantic--L'Érable/Mégantic--L'Érable,64,Robertsonville,61,56,6,16,4,3,146,287
Mégantic--L'Érable/Mégantic--L'Érable,65,Robertsonville,76,64,4,28,5,1,178,330
Mégantic--L'Érable/Mégantic--L'Érable,66A,Adstock,76,72,6,27,5,0,186,304
Mégantic--L'Érable/Mégantic--L'Érable,66B,Adstock,80,73,12,28,3,3,199,368
Mégantic--L'Érable/Mégantic--L'Érable,67,Adstock (Saint-Méthode),132,43,1,14,6,3,199,289
Mégantic--L'Érable/Mégantic--L'Érable,68,Adstock (Saint-Méthode),159,38,5,24,2,3,231,315
Mégantic--L'Érable/Mégantic--L'Érable,69,Adstock (Saint-Méthode),169,33,5,13,3,2,225,296
Mégantic--L'Érable/Mégantic--L'Érable,70,Adstock (Saint-Daniel),129,77,8,20,8,6,248,345
Mégantic--L'Érable/Mégantic--L'Érable,71,Thetford-Partie-Sud,156,128,16,37,5,8,350,543
Mégantic--L'Érable/Mégantic--L'Érable,72,Thetford-Partie-Sud,71,111,8,30,8,2,230,469
Mégantic--L'Érable/Mégantic--L'Érable,73,Thetford-Partie-Sud,89,90,11,18,10,5,223,381
Mégantic--L'Érable/Mégantic--L'Érable,74,Thetford Mines,83,129,10,11,7,3,243,356
Mégantic--L'Érable/Mégantic--L'Érable,75,Thetford Mines,96,105,4,16,6,2,229,367
Mégantic--L'Érable/Mégantic--L'Érable,76,Thetford Mines,61,84,12,20,5,3,185,383
Mégantic--L'Érable/Mégantic--L'Érable,77,Thetford Mines,80,73,2,8,3,2,168,333
Mégantic--L'Érable/Mégantic--L'Érable,78,Thetford Mines,126,92,8,21,3,5,255,406
Mégantic--L'Érable/Mégantic--L'Érable,79,Thetford Mines,106,82,4,17,3,2,214,329
Mégantic--L'Érable/Mégantic--L'Érable,80,Thetford Mines,111,93,13,20,2,2,241,369
Mégantic--L'Érable/Mégantic--L'Érable,81,Thetford Mines,67,89,12,12,4,7,191,365
Mégantic--L'Érable/Mégantic--L'Érable,82,Thetford Mines,97,85,4,13,6,2,207,357
Mégantic--L'Érable/Mégantic--L'Érable,83,Thetford Mines,96,103,8,6,3,4,220,384
Mégantic--L'Érable/Mégantic--L'Érable,84,Thetford Mines,66,90,9,15,8,3,191,382
Mégantic--L'Érable/Mégantic--L'Érable,85,Thetford Mines,79,76,7,15,8,3,188,331
Mégantic--L'Érable/Mégantic--L'Érable,86,Thetford-Partie-Sud,90,96,6,13,2,4,211,395
Mégantic--L'Érable/Mégantic--L'Érable,87,Thetford-Partie-Sud,81,77,7,34,6,1,206,336
Mégantic--L'Érable/Mégantic--L'Érable,88,Thetford Mines,107,109,9,38,4,7,274,418
Mégantic--L'Érable/Mégantic--L'Érable,89,Thetford Mines,88,128,9,18,4,3,250,362
Mégantic--L'Érable/Mégantic--L'Érable,90,Thetford Mines,73,83,6,9,9,0,180,322
Mégantic--L'Érable/Mégantic--L'Érable,91,Thetford Mines,95,63,7,21,6,2,194,331
Mégantic--L'Érable/Mégantic--L'Érable,92,Thetford Mines,93,103,1,16,4,0,217,382
Mégantic--L'Érable/Mégantic--L'Érable,93,Thetford Mines,85,68,6,6,10,5,180,331
Mégantic--L'Érable/Mégantic--L'Érable,94,Thetford Mines,95,82,4,12,0,2,195,353
Mégantic--L'Érable/Mégantic--L'Érable,95,Thetford Mines,155,85,3,27,3,2,275,444
Mégantic--L'Érable/Mégantic--L'Érable,96,Thetford Mines,101,100,2,21,10,2,236,382
Mégantic--L'Érable/Mégantic--L'Érable,97,Thetford Mines,66,72,9,14,6,2,169,340
Mégantic--L'Érable/Mégantic--L'Érable,98,Thetford Mines,85,80,7,18,3,1,194,378
Mégantic--L'Érable/Mégantic--L'Érable,99,Thetford Mines,58,87,12,11,2,0,170,293
Mégantic--L'Érable/Mégantic--L'Érable,100,Thetford Mines,78,95,3,26,4,3,209,350
Mégantic--L'Érable/Mégantic--L'Érable,101,Thetford Mines,74,81,10,16,5,1,187,368
Mégantic--L'Érable/Mégantic--L'Érable,102,Thetford Mines,98,99,7,16,10,4,234,343
Mégantic--L'Érable/Mégantic--L'Érable,103,Thetford Mines,112,89,8,17,3,1,230,361
Mégantic--L'Érable/Mégantic--L'Érable,104,Thetford Mines,79,124,15,12,5,4,239,373
Mégantic--L'Érable/Mégantic--L'Érable,105,Thetford Mines,81,88,10,25,3,6,213,326
Mégantic--L'Érable/Mégantic--L'Érable,106,Thetford Mines,63,93,11,12,9,1,189,337
Mégantic--L'Érable/Mégantic--L'Érable,107,Thetford Mines,89,106,5,11,2,6,219,387
Mégantic--L'Érable/Mégantic--L'Érable,108,Thetford Mines,75,100,11,13,6,4,209,356
Mégantic--L'Érable/Mégantic--L'Érable,109,Thetford Mines,64,99,5,20,2,0,190,316
Mégantic--L'Érable/Mégantic--L'Érable,110,Thetford-Partie-Sud,100,121,7,33,9,6,276,469
Mégantic--L'Érable/Mégantic--L'Érable,111,Thetford Mines,62,98,4,16,5,2,187,292
Mégantic--L'Érable/Mégantic--L'Érable,112,Thetford Mines,43,89,5,8,10,0,155,377
Mégantic--L'Érable/Mégantic--L'Érable,113,Thetford Mines,57,87,5,16,2,2,169,359
Mégantic--L'Érable/Mégantic--L'Érable,114,Saint-Jean-de-Brébeuf,48,49,4,37,6,3,147,257
Mégantic--L'Érable/Mégantic--L'Érable,115,Saint-Adrien-d'Irlande,52,72,10,24,18,3,179,278
Mégantic--L'Érable/Mégantic--L'Érable,116,Irlande,45,66,2,29,31,2,175,306
Mégantic--L'Érable/Mégantic--L'Érable,117,Irlande,47,57,3,14,24,0,145,284
Mégantic--L'Érable/Mégantic--L'Érable,118,Black Lake,63,94,10,12,14,4,197,406
Mégantic--L'Érable/Mégantic--L'Érable,119,Black Lake,102,103,10,11,4,4,234,410
Mégantic--L'Érable/Mégantic--L'Érable,120,Black Lake,72,101,7,21,7,5,213,358
Mégantic--L'Érable/Mégantic--L'Érable,121,Black Lake,64,89,4,19,6,7,189,330
Mégantic--L'Érable/Mégantic--L'Érable,122,Black Lake,59,83,1,18,9,3,173,390
Mégantic--L'Érable/Mégantic--L'Érable,123,Black Lake,76,107,8,13,7,0,211,389
Mégantic--L'Érable/Mégantic--L'Érable,124,Black Lake,84,83,7,6,6,7,193,357
Mégantic--L'Érable/Mégantic--L'Érable,125,Black Lake,72,95,6,9,7,5,194,300
Mégantic--L'Érable/Mégantic--L'Érable,126,Black Lake,70,103,7,17,8,5,210,436
Mégantic--L'Érable/Mégantic--L'Érable,127,Thetford-Partie-Sud,45,64,10,22,1,3,145,288
Mégantic--L'Érable/Mégantic--L'Érable,128,Saint-Julien,34,97,5,10,23,7,176,287
Mégantic--L'Érable/Mégantic--L'Érable,129,Saint-Joseph-de-Coleraine,56,86,2,13,18,6,181,353
Mégantic--L'Érable/Mégantic--L'Érable,130,Saint-Joseph-de-Coleraine,39,118,5,18,5,4,189,345
Mégantic--L'Érable/Mégantic--L'Érable,131,Saint-Joseph-de-Coleraine,74,77,4,18,4,5,182,376
Mégantic--L'Érable/Mégantic--L'Érable,132,Saint-Joseph-de-Coleraine,68,91,3,12,2,3,179,335
Mégantic--L'Érable/Mégantic--L'Érable,133,Sainte-Praxède,45,62,2,9,4,2,124,200
Mégantic--L'Érable/Mégantic--L'Érable,134,Stratford,55,80,5,19,7,1,167,271
Mégantic--L'Érable/Mégantic--L'Érable,135,Stratford,105,134,5,44,17,9,314,502
Mégantic--L'Érable/Mégantic--L'Érable,136,Garthby,70,114,10,7,4,4,209,390
Mégantic--L'Érable/Mégantic--L'Érable,137,Beaulac,79,83,11,13,8,9,203,363
Mégantic--L'Érable/Mégantic--L'Érable,138,Disraëli,76,91,3,37,7,7,221,448
Mégantic--L'Érable/Mégantic--L'Érable,139,Disraëli,99,86,7,9,5,8,214,357
Mégantic--L'Érable/Mégantic--L'Érable,140,Disraëli,105,111,11,19,5,1,252,442
Mégantic--L'Érable/Mégantic--L'Érable,141,Disraëli,61,105,6,25,7,1,205,433
Mégantic--L'Érable/Mégantic--L'Érable,142,Disraëli,67,104,5,23,9,2,210,420
Mégantic--L'Érable/Mégantic--L'Érable,143,Disraëli,69,131,7,17,9,2,235,472
Mégantic--L'Érable/Mégantic--L'Érable,144,Disraëli,59,104,7,17,8,2,197,419
Mégantic--L'Érable/Mégantic--L'Érable,145,Saint-Jacques-le-Majeur-de-Wolfestown,18,42,3,7,9,0,79,113
Mégantic--L'Érable/Mégantic--L'Érable,146,Saint-Fortunat,58,76,8,10,10,1,163,226
Mégantic--L'Érable/Mégantic--L'Érable,147,Lambton,88,85,3,19,3,3,201,369
Mégantic--L'Érable/Mégantic--L'Érable,148,Courcelles,100,55,5,14,6,0,180,339
Mégantic--L'Érable/Mégantic--L'Érable,149,Courcelles,130,92,0,38,7,5,272,420
Mégantic--L'Érable/Mégantic--L'Érable,150,Saint-Sébastien,80,74,12,35,7,6,214,340
Mégantic--L'Érable/Mégantic--L'Érable,151,Lac-Drolet,85,102,4,36,14,10,251,388
Mégantic--L'Érable/Mégantic--L'Érable,152,Lac-Drolet,89,147,12,39,13,7,307,490
Mégantic--L'Érable/Mégantic--L'Érable,153,Audet,44,57,3,11,8,2,125,238
Mégantic--L'Érable/Mégantic--L'Érable,154,Sainte-Clotilde-de-Beauce,154,86,5,35,7,4,291,434
Mégantic--L'Érable/Mégantic--L'Érable,155,Audet,62,86,6,18,7,1,180,299
Mégantic--L'Érable/Mégantic--L'Érable,156,Frontenac,80,122,9,21,8,8,248,490
Mégantic--L'Érable/Mégantic--L'Érable,157A,Sainte-Cécile-de-Whitton,60,62,3,13,10,5,153,317
Mégantic--L'Érable/Mégantic--L'Érable,157B,Sainte-Cécile-de-Whitton,57,83,5,7,6,2,160,326
Mégantic--L'Érable/Mégantic--L'Érable,158,Saint-Sébastien,64,65,2,13,3,3,150,241
Mégantic--L'Érable/Mégantic--L'Érable,159,Lambton,96,95,1,25,10,5,232,422
Mégantic--L'Érable/Mégantic--L'Érable,160,Lambton,83,88,7,26,9,3,216,409
Mégantic--L'Érable/Mégantic--L'Érable,161,Saint-Romain,65,110,6,28,5,3,217,303
Mégantic--L'Érable/Mégantic--L'Érable,162,Saint-Romain,34,77,4,12,4,2,133,209
Mégantic--L'Érable/Mégantic--L'Érable,163,Stornoway,100,122,7,34,16,6,285,433
Mégantic--L'Érable/Mégantic--L'Érable,164,Nantes,47,68,8,20,5,0,148,268
Mégantic--L'Érable/Mégantic--L'Érable,165,Nantes,38,74,4,13,6,2,137,299
Mégantic--L'Érable/Mégantic--L'Érable,166,Nantes,40,85,5,10,3,2,145,351
Mégantic--L'Érable/Mégantic--L'Érable,167,Lac-Mégantic,83,140,8,14,13,4,262,447
Mégantic--L'Érable/Mégantic--L'Érable,168,Lac-Mégantic,96,98,8,13,6,0,221,462
Mégantic--L'Érable/Mégantic--L'Érable,169,Lac-Mégantic,78,105,7,18,2,4,214,359
Mégantic--L'Érable/Mégantic--L'Érable,170,Lac-Mégantic,71,97,4,12,7,6,197,390
Mégantic--L'Érable/Mégantic--L'Érable,171,Lac-Mégantic,71,97,1,10,5,2,186,366
Mégantic--L'Érable/Mégantic--L'Érable,172,Lac-Mégantic,73,83,2,17,13,4,192,391
Mégantic--L'Érable/Mégantic--L'Érable,173,Lac-Mégantic,60,78,1,8,4,1,152,421
Mégantic--L'Érable/Mégantic--L'Érable,174,Lac-Mégantic,81,61,3,15,5,5,170,356
Mégantic--L'Érable/Mégantic--L'Érable,175,Lac-Mégantic,53,97,0,15,4,4,173,347
Mégantic--L'Érable/Mégantic--L'Érable,176,Lac-Mégantic,57,75,2,9,9,4,156,300
Mégantic--L'Érable/Mégantic--L'Érable,177,Lac-Mégantic,67,122,3,10,7,1,210,389
Mégantic--L'Érable/Mégantic--L'Érable,178,Lac-Mégantic,83,105,3,13,8,0,212,385
Mégantic--L'Érable/Mégantic--L'Érable,179,Milan,24,53,9,16,3,4,109,197
Mégantic--L'Érable/Mégantic--L'Érable,180A,Marsboro,41,65,2,17,7,2,134,282
Mégantic--L'Érable/Mégantic--L'Érable,180B,Marsboro,40,86,7,9,6,3,151,332
Mégantic--L'Érable/Mégantic--L'Érable,181,Frontenac,80,127,5,7,17,4,240,374
Mégantic--L'Érable/Mégantic--L'Érable,182,Frontenac,54,125,4,24,15,8,230,414
Mégantic--L'Érable/Mégantic--L'Érable,183,Saint-Augustin-de-Woburn,30,65,6,14,8,4,127,236
Mégantic--L'Érable/Mégantic--L'Érable,184,Piopolis,63,113,2,7,10,2,197,282
Mégantic--L'Érable/Mégantic--L'Érable,185,Val-Racine,14,20,2,16,3,0,55,81
Mégantic--L'Érable/Mégantic--L'Érable,186,Notre-Dame-des-Bois,87,157,7,84,15,14,364,575
Mégantic--L'Érable/Mégantic--L'Érable,187,Saint-Augustin-de-Woburn,69,61,3,16,5,3,157,315
Mégantic--L'Érable/Mégantic--L'Érable,500,Mobile poll/Bureau itinérant,48,16,2,8,0,4,78,156
Mégantic--L'Érable/Mégantic--L'Érable,501,Mobile poll/Bureau itinérant,45,11,1,3,0,1,61,96
Mégantic--L'Érable/Mégantic--L'Érable,502,Mobile poll/Bureau itinérant,37,24,2,4,0,2,69,134
Mégantic--L'Érable/Mégantic--L'Érable,503,Mobile poll/Bureau itinérant,90,26,0,5,2,2,125,168
Mégantic--L'Érable/Mégantic--L'Érable,504,Mobile poll/Bureau itinérant,61,15,0,4,1,1,82,188
Mégantic--L'Érable/Mégantic--L'Érable,505,Mobile poll/Bureau itinérant,41,20,2,8,2,2,75,119
Mégantic--L'Érable/Mégantic--L'Érable,506,Mobile poll/Bureau itinérant,40,29,2,18,2,2,93,137
Mégantic--L'Érable/Mégantic--L'Érable,600,Princeville,42,130,18,39,9,6,244,
Mégantic--L'Érable/Mégantic--L'Érable,601,Plessisville,33,79,6,10,3,2,133,
Mégantic--L'Érable/Mégantic--L'Érable,602,Plessisville,127,174,16,37,6,7,367,
Mégantic--L'Érable/Mégantic--L'Érable,603,Saint Ferdinand,56,59,4,21,5,3,148,
Mégantic--L'Érable/Mégantic--L'Érable,604,East Broughton,47,59,2,14,6,3,131,
Mégantic--L'Érable/Mégantic--L'Érable,605,Thetford Mines (Sect. Robertsonville),101,66,6,18,3,1,195,
Mégantic--L'Érable/Mégantic--L'Érable,606,Thetford Mines,156,160,6,29,3,2,356,
Mégantic--L'Érable/Mégantic--L'Érable,607,Thetford Mines,180,193,15,42,7,6,443,
Mégantic--L'Érable/Mégantic--L'Érable,608,Thetford Mines (Sect. Black Lake),192,155,14,29,7,2,399,
Mégantic--L'Érable/Mégantic--L'Érable,609,Disraëli,111,155,2,30,7,6,311,
Mégantic--L'Érable/Mégantic--L'Érable,610,Lambton,44,70,2,13,1,7,137,
Mégantic--L'Érable/Mégantic--L'Érable,611,Lac-Mégantic,110,104,5,16,8,5,248,
Mégantic--L'Érable/Mégantic--L'Érable,612,Lac-Mégantic,127,159,8,15,5,6,320,
Mégantic--L'Érable/Mégantic--L'Érable,,Group 1/Groupe 1,29,44,3,29,6,1,112,253
Mégantic--L'Érable/Mégantic--L'Érable,,Group 2/Groupe 2,563,280,20,48,11,4,926,
