District,Poll Number,Poll Name,Paule Brunelle,Jean-Éric Guindon,Linda Lavoie,Jean-Guy Mercier,Marc Tessier,Rejected Ballots,Total Vote,Electors
Trois-Rivières/Trois-Rivières,32,Trois-Rivières,166,91,11,22,9,13,312,470
Trois-Rivières/Trois-Rivières,33,Trois-Rivières,106,36,7,12,7,10,178,334
Trois-Rivières/Trois-Rivières,34,Trois-Rivières,161,43,5,30,7,7,253,395
Trois-Rivières/Trois-Rivières,35,Trois-Rivières,147,46,10,26,3,0,232,368
Trois-Rivières/Trois-Rivières,36,Trois-Rivières,112,62,5,20,9,11,219,384
Trois-Rivières/Trois-Rivières,37,Trois-Rivières,122,48,7,19,5,9,210,343
Trois-Rivières/Trois-Rivières,38,Trois-Rivières,134,42,6,18,7,2,209,318
Trois-Rivières/Trois-Rivières,39,Trois-Rivières,45,25,4,12,3,0,89,296
Trois-Rivières/Trois-Rivières,40,Sainte-Marthe-du-Cap,141,34,1,21,5,5,207,481
Trois-Rivières/Trois-Rivières,41,Sainte-Marthe-du-Cap,182,44,7,25,9,4,271,520
Trois-Rivières/Trois-Rivières,42,Sainte-Marthe-du-Cap,153,58,10,26,12,3,262,462
Trois-Rivières/Trois-Rivières,43,Sainte-Marthe-du-Cap,173,33,3,38,0,7,254,489
Trois-Rivières/Trois-Rivières,44,Sainte-Marthe-du-Cap,162,46,6,42,10,14,280,491
Trois-Rivières/Trois-Rivières,45,Sainte-Marthe-du-Cap,167,51,4,25,1,6,254,455
Trois-Rivières/Trois-Rivières,46,Sainte-Marthe-du-Cap,153,33,4,17,7,28,242,500
Trois-Rivières/Trois-Rivières,47,Sainte-Marthe-du-Cap,205,47,5,36,12,13,318,552
Trois-Rivières/Trois-Rivières,48,Sainte-Marthe-du-Cap,168,60,4,26,3,3,264,475
Trois-Rivières/Trois-Rivières,49,Sainte-Marthe-du-Cap,147,62,12,19,3,9,252,400
Trois-Rivières/Trois-Rivières,50,Cap-de-la-Madeleine,209,61,7,30,2,11,320,520
Trois-Rivières/Trois-Rivières,51,Cap-de-la-Madeleine,210,61,10,43,14,10,348,560
Trois-Rivières/Trois-Rivières,52,Cap-de-la-Madeleine,154,57,6,24,8,4,253,406
Trois-Rivières/Trois-Rivières,53,Cap-de-la-Madeleine,104,44,6,15,4,5,178,360
Trois-Rivières/Trois-Rivières,54,Cap-de-la-Madeleine,215,59,15,32,9,12,342,546
Trois-Rivières/Trois-Rivières,55,Cap-de-la-Madeleine,143,40,3,22,3,9,220,395
Trois-Rivières/Trois-Rivières,56,Cap-de-la-Madeleine,182,65,6,29,9,8,299,432
Trois-Rivières/Trois-Rivières,57,Cap-de-la-Madeleine,103,70,7,29,7,10,226,328
Trois-Rivières/Trois-Rivières,58,Cap-de-la-Madeleine,91,57,2,10,3,10,173,297
Trois-Rivières/Trois-Rivières,59,Cap-de-la-Madeleine,207,61,12,35,16,0,331,606
Trois-Rivières/Trois-Rivières,60,Cap-de-la-Madeleine,113,46,9,21,8,10,207,397
Trois-Rivières/Trois-Rivières,61,Cap-de-la-Madeleine,109,26,3,17,4,4,163,319
Trois-Rivières/Trois-Rivières,62,Cap-de-la-Madeleine,123,40,3,19,3,6,194,368
Trois-Rivières/Trois-Rivières,63,Cap-de-la-Madeleine,107,32,1,12,6,4,162,331
Trois-Rivières/Trois-Rivières,64,Cap-de-la-Madeleine,91,41,4,16,13,6,171,363
Trois-Rivières/Trois-Rivières,65,Cap-de-la-Madeleine,93,51,6,23,9,0,182,330
Trois-Rivières/Trois-Rivières,66,Cap-de-la-Madeleine,141,56,8,24,13,5,247,371
Trois-Rivières/Trois-Rivières,67,Cap-de-la-Madeleine,192,116,4,39,19,9,379,568
Trois-Rivières/Trois-Rivières,68,Cap-de-la-Madeleine,170,58,6,34,13,5,286,452
Trois-Rivières/Trois-Rivières,69,Cap-de-la-Madeleine,88,35,1,12,3,3,142,274
Trois-Rivières/Trois-Rivières,70,Cap-de-la-Madeleine,79,37,5,19,3,6,149,325
Trois-Rivières/Trois-Rivières,71A,Cap-de-la-Madeleine,134,51,3,21,10,7,226,430
Trois-Rivières/Trois-Rivières,71B,Cap-de-la-Madeleine,114,50,8,24,4,9,209,423
Trois-Rivières/Trois-Rivières,72,Cap-de-la-Madeleine,80,37,9,13,6,6,151,393
Trois-Rivières/Trois-Rivières,73,Cap-de-la-Madeleine,98,36,4,6,1,3,148,289
Trois-Rivières/Trois-Rivières,74,Cap-de-la-Madeleine,126,62,7,25,5,9,234,458
Trois-Rivières/Trois-Rivières,75,Cap-de-la-Madeleine,153,47,6,17,11,8,242,424
Trois-Rivières/Trois-Rivières,76,Cap-de-la-Madeleine,114,41,2,7,7,7,178,402
Trois-Rivières/Trois-Rivières,77,Cap-de-la-Madeleine,119,76,1,37,11,5,249,418
Trois-Rivières/Trois-Rivières,78,Cap-de-la-Madeleine,108,58,7,18,7,8,206,452
Trois-Rivières/Trois-Rivières,79,Cap-de-la-Madeleine,161,51,6,32,5,9,264,447
Trois-Rivières/Trois-Rivières,80,Cap-de-la-Madeleine,151,73,10,25,12,7,278,441
Trois-Rivières/Trois-Rivières,81,Cap-de-la-Madeleine,138,62,5,16,5,7,233,482
Trois-Rivières/Trois-Rivières,82,Cap-de-la-Madeleine,86,32,4,14,5,3,144,305
Trois-Rivières/Trois-Rivières,83,Cap-de-la-Madeleine,78,56,3,15,4,5,161,305
Trois-Rivières/Trois-Rivières,84,Cap-de-la-Madeleine,117,41,2,9,6,3,178,327
Trois-Rivières/Trois-Rivières,85,Cap-de-la-Madeleine,113,46,3,35,3,8,208,339
Trois-Rivières/Trois-Rivières,86,Cap-de-la-Madeleine,113,55,6,20,3,7,204,329
Trois-Rivières/Trois-Rivières,87,Cap-de-la-Madeleine,131,53,3,18,11,7,223,333
Trois-Rivières/Trois-Rivières,88,Cap-de-la-Madeleine,125,84,7,20,5,7,248,454
Trois-Rivières/Trois-Rivières,89,Cap-de-la-Madeleine,60,35,1,8,5,4,113,278
Trois-Rivières/Trois-Rivières,90,Cap-de-la-Madeleine,97,46,9,17,5,5,179,381
Trois-Rivières/Trois-Rivières,91,Cap-de-la-Madeleine,92,45,1,10,5,18,171,335
Trois-Rivières/Trois-Rivières,92,Cap-de-la-Madeleine,94,38,4,16,4,3,159,291
Trois-Rivières/Trois-Rivières,93,Cap-de-la-Madeleine,81,44,1,9,5,11,151,323
Trois-Rivières/Trois-Rivières,94,Cap-de-la-Madeleine,164,111,8,15,9,13,320,603
Trois-Rivières/Trois-Rivières,95,Cap-de-la-Madeleine,102,34,5,12,6,2,161,325
Trois-Rivières/Trois-Rivières,96,Cap-de-la-Madeleine,119,39,8,18,3,5,192,355
Trois-Rivières/Trois-Rivières,97,Cap-de-la-Madeleine,103,40,7,9,8,3,170,336
Trois-Rivières/Trois-Rivières,98,Cap-de-la-Madeleine,80,47,3,25,5,0,160,358
Trois-Rivières/Trois-Rivières,99,Cap-de-la-Madeleine,65,21,2,16,0,6,110,244
Trois-Rivières/Trois-Rivières,100,Cap-de-la-Madeleine,116,50,4,13,9,0,192,535
Trois-Rivières/Trois-Rivières,101,Cap-de-la-Madeleine,101,65,5,16,3,6,196,307
Trois-Rivières/Trois-Rivières,102,Cap-de-la-Madeleine,73,34,5,17,4,0,133,281
Trois-Rivières/Trois-Rivières,103,Cap-de-la-Madeleine,96,150,2,25,4,10,287,418
Trois-Rivières/Trois-Rivières,104,Cap-de-la-Madeleine,107,59,7,15,7,1,196,360
Trois-Rivières/Trois-Rivières,105,Cap-de-la-Madeleine,141,54,7,32,6,10,250,399
Trois-Rivières/Trois-Rivières,106,Cap-de-la-Madeleine,124,57,4,6,5,7,203,384
Trois-Rivières/Trois-Rivières,107,Cap-de-la-Madeleine,109,46,2,21,1,7,186,369
Trois-Rivières/Trois-Rivières,108,Cap-de-la-Madeleine,143,53,7,13,4,7,227,368
Trois-Rivières/Trois-Rivières,109,Cap-de-la-Madeleine,89,61,8,23,4,4,189,357
Trois-Rivières/Trois-Rivières,110,Cap-de-la-Madeleine,98,36,12,18,8,2,174,439
Trois-Rivières/Trois-Rivières,111,Cap-de-la-Madeleine,88,37,5,16,6,3,155,335
Trois-Rivières/Trois-Rivières,112,Cap-de-la-Madeleine,100,26,7,18,6,5,162,305
Trois-Rivières/Trois-Rivières,113,Cap-de-la-Madeleine,101,65,5,15,7,0,193,345
Trois-Rivières/Trois-Rivières,114,Cap-de-la-Madeleine,127,52,5,9,7,6,206,407
Trois-Rivières/Trois-Rivières,115,Cap-de-la-Madeleine,100,58,5,11,7,17,198,358
Trois-Rivières/Trois-Rivières,116,Cap-de-la-Madeleine,156,46,7,9,8,5,231,436
Trois-Rivières/Trois-Rivières,117,Trois-Rivières,139,91,7,19,11,8,275,445
Trois-Rivières/Trois-Rivières,118,Trois-Rivières,124,92,14,15,9,9,263,415
Trois-Rivières/Trois-Rivières,119,Trois-Rivières,104,42,5,18,4,6,179,356
Trois-Rivières/Trois-Rivières,120,Trois-Rivières,86,52,3,9,4,3,157,351
Trois-Rivières/Trois-Rivières,121,Trois-Rivières,81,41,4,12,5,10,153,391
Trois-Rivières/Trois-Rivières,122,Trois-Rivières,106,54,11,13,11,0,195,404
Trois-Rivières/Trois-Rivières,123,Trois-Rivières,61,44,8,9,4,2,128,311
Trois-Rivières/Trois-Rivières,124,Trois-Rivières,98,48,5,7,6,7,171,372
Trois-Rivières/Trois-Rivières,125,Trois-Rivières,89,39,4,14,6,7,159,385
Trois-Rivières/Trois-Rivières,126,Trois-Rivières,125,31,14,10,16,5,201,444
Trois-Rivières/Trois-Rivières,127,Trois-Rivières,116,39,7,15,5,5,187,392
Trois-Rivières/Trois-Rivières,128,Trois-Rivières,98,57,8,17,11,7,198,397
Trois-Rivières/Trois-Rivières,129,Trois-Rivières,117,55,7,7,15,4,205,426
Trois-Rivières/Trois-Rivières,130,Trois-Rivières,68,31,9,12,5,5,130,325
Trois-Rivières/Trois-Rivières,131,Trois-Rivières,84,79,3,11,3,3,183,351
Trois-Rivières/Trois-Rivières,132,Trois-Rivières,86,28,6,9,5,13,147,357
Trois-Rivières/Trois-Rivières,133,Trois-Rivières,31,24,5,6,6,2,74,309
Trois-Rivières/Trois-Rivières,134,Trois-Rivières,56,21,15,14,4,4,114,321
Trois-Rivières/Trois-Rivières,135,Trois-Rivières,61,22,13,4,10,3,113,351
Trois-Rivières/Trois-Rivières,136,Trois-Rivières,83,45,11,10,11,7,167,427
Trois-Rivières/Trois-Rivières,137,Trois-Rivières,59,66,6,17,9,4,161,330
Trois-Rivières/Trois-Rivières,138,Trois-Rivières,75,35,7,4,4,4,129,358
Trois-Rivières/Trois-Rivières,139,Trois-Rivières,114,63,4,21,6,3,211,508
Trois-Rivières/Trois-Rivières,140,Trois-Rivières,139,98,12,26,19,5,299,510
Trois-Rivières/Trois-Rivières,141,Trois-Rivières,126,71,9,18,8,1,233,345
Trois-Rivières/Trois-Rivières,142,Trois-Rivières,118,51,7,16,10,0,202,298
Trois-Rivières/Trois-Rivières,143,Trois-Rivières,150,64,7,16,11,3,251,435
Trois-Rivières/Trois-Rivières,144,Trois-Rivières,138,59,7,15,12,8,239,337
Trois-Rivières/Trois-Rivières,145,Trois-Rivières,116,69,12,19,8,10,234,397
Trois-Rivières/Trois-Rivières,146,Trois-Rivières,127,90,13,16,13,5,264,386
Trois-Rivières/Trois-Rivières,147,Trois-Rivières,127,85,9,17,15,3,256,377
Trois-Rivières/Trois-Rivières,148,Trois-Rivières,81,29,6,12,6,1,135,291
Trois-Rivières/Trois-Rivières,149,Trois-Rivières,88,62,3,21,5,6,185,408
Trois-Rivières/Trois-Rivières,150,Trois-Rivières,64,51,4,21,3,2,145,288
Trois-Rivières/Trois-Rivières,151,Trois-Rivières,56,48,6,9,4,4,127,312
Trois-Rivières/Trois-Rivières,152,Trois-Rivières,57,28,4,6,2,2,99,291
Trois-Rivières/Trois-Rivières,153,Trois-Rivières,65,63,2,6,2,6,144,302
Trois-Rivières/Trois-Rivières,154,Trois-Rivières,86,108,6,14,3,9,226,459
Trois-Rivières/Trois-Rivières,155,Trois-Rivières,104,92,10,16,6,10,238,426
Trois-Rivières/Trois-Rivières,156,Trois-Rivières,135,71,7,23,8,6,250,436
Trois-Rivières/Trois-Rivières,157,Trois-Rivières,77,75,2,19,7,8,188,432
Trois-Rivières/Trois-Rivières,158,Trois-Rivières,125,80,4,26,9,7,251,412
Trois-Rivières/Trois-Rivières,159,Trois-Rivières,104,75,5,16,8,4,212,356
Trois-Rivières/Trois-Rivières,160,Trois-Rivières,129,90,3,20,9,5,256,382
Trois-Rivières/Trois-Rivières,161,Trois-Rivières,74,69,8,18,8,3,180,308
Trois-Rivières/Trois-Rivières,162,Trois-Rivières,124,37,3,15,9,4,192,316
Trois-Rivières/Trois-Rivières,163,Trois-Rivières,70,45,6,9,11,3,144,331
Trois-Rivières/Trois-Rivières,164,Trois-Rivières,81,71,5,17,3,8,185,311
Trois-Rivières/Trois-Rivières,165,Trois-Rivières,117,50,14,23,8,5,217,367
Trois-Rivières/Trois-Rivières,166,Trois-Rivières,99,58,12,19,8,8,204,360
Trois-Rivières/Trois-Rivières,167,Trois-Rivières,47,39,4,6,5,7,108,251
Trois-Rivières/Trois-Rivières,168,Trois-Rivières,50,70,3,9,4,2,138,310
Trois-Rivières/Trois-Rivières,169,Trois-Rivières,122,50,12,25,19,4,232,372
Trois-Rivières/Trois-Rivières,170,Trois-Rivières,124,50,14,13,18,8,227,379
Trois-Rivières/Trois-Rivières,171,Trois-Rivières,62,17,7,9,7,5,107,282
Trois-Rivières/Trois-Rivières,172,Trois-Rivières,53,17,5,3,10,2,90,251
Trois-Rivières/Trois-Rivières,173,Trois-Rivières,83,24,7,16,9,2,141,313
Trois-Rivières/Trois-Rivières,174,Trois-Rivières,56,40,4,13,8,4,125,251
Trois-Rivières/Trois-Rivières,175,Trois-Rivières,109,51,6,11,4,6,187,320
Trois-Rivières/Trois-Rivières,176,Trois-Rivières,99,104,9,14,9,3,238,443
Trois-Rivières/Trois-Rivières,177,Trois-Rivières,85,28,3,9,5,4,134,263
Trois-Rivières/Trois-Rivières,178,Trois-Rivières,98,67,5,24,9,1,204,339
Trois-Rivières/Trois-Rivières,179,Trois-Rivières,79,45,4,9,3,0,140,331
Trois-Rivières/Trois-Rivières,180,Trois-Rivières,127,76,8,21,7,13,252,445
Trois-Rivières/Trois-Rivières,181,Trois-Rivières,72,40,4,7,6,5,134,305
Trois-Rivières/Trois-Rivières,182,Trois-Rivières,97,51,3,9,8,5,173,373
Trois-Rivières/Trois-Rivières,183,Trois-Rivières,79,36,4,8,5,0,132,264
Trois-Rivières/Trois-Rivières,184,Trois-Rivières,99,12,7,6,1,0,125,319
Trois-Rivières/Trois-Rivières,185,Trois-Rivières,125,69,5,20,12,19,250,427
Trois-Rivières/Trois-Rivières,186,Trois-Rivières,147,49,9,18,9,5,237,383
Trois-Rivières/Trois-Rivières,187,Trois-Rivières,131,63,17,27,11,9,258,419
Trois-Rivières/Trois-Rivières,188,Trois-Rivières,115,54,6,16,5,0,196,350
Trois-Rivières/Trois-Rivières,189,Trois-Rivières,66,90,7,20,5,6,194,362
Trois-Rivières/Trois-Rivières,190,Trois-Rivières,101,45,6,12,4,1,169,423
Trois-Rivières/Trois-Rivières,191,Trois-Rivières,109,45,3,12,5,0,174,392
Trois-Rivières/Trois-Rivières,192,Trois-Rivières,68,33,5,8,4,6,124,304
Trois-Rivières/Trois-Rivières,193,Trois-Rivières,67,42,8,6,4,6,133,322
Trois-Rivières/Trois-Rivières,194,Trois-Rivières,58,24,4,12,10,5,113,327
Trois-Rivières/Trois-Rivières,195,Trois-Rivières,98,41,11,5,2,7,164,330
Trois-Rivières/Trois-Rivières,500,Mobile poll/Bureau itinérant,43,83,1,12,1,2,142,167
Trois-Rivières/Trois-Rivières,501,Mobile poll/Bureau itinérant,61,88,5,22,10,7,193,253
Trois-Rivières/Trois-Rivières,502,Mobile poll/Bureau itinérant,24,60,2,10,4,3,103,121
Trois-Rivières/Trois-Rivières,503,Mobile poll/Bureau itinérant,28,66,3,12,1,1,111,136
Trois-Rivières/Trois-Rivières,504,Mobile poll/Bureau itinérant,26,32,4,9,0,3,74,91
Trois-Rivières/Trois-Rivières,505,Mobile poll/Bureau itinérant,24,54,7,7,5,5,102,140
Trois-Rivières/Trois-Rivières,506,Mobile poll/Bureau itinérant,28,50,5,13,5,5,106,120
Trois-Rivières/Trois-Rivières,507,Mobile poll/Bureau itinérant,16,26,1,6,0,5,54,97
Trois-Rivières/Trois-Rivières,600,Trois-Rivières,228,70,8,56,12,15,389,
Trois-Rivières/Trois-Rivières,601,Trois-Rivières,304,143,13,50,9,16,535,
Trois-Rivières/Trois-Rivières,602,Trois-Rivières,266,314,15,84,30,23,732,
Trois-Rivières/Trois-Rivières,603,Trois-Rivières,226,152,11,51,14,14,468,
Trois-Rivières/Trois-Rivières,604,Trois-Rivières,141,140,11,29,8,11,340,
Trois-Rivières/Trois-Rivières,605,Trois-Rivières,145,132,12,24,8,5,326,
Trois-Rivières/Trois-Rivières,606,Trois-Rivières,146,108,7,7,10,6,284,
Trois-Rivières/Trois-Rivières,607,Trois-Rivières,106,52,4,16,13,6,197,
Trois-Rivières/Trois-Rivières,608,Trois-Rivières,279,128,8,48,9,8,480,
Trois-Rivières/Trois-Rivières,609,Trois-Rivières,272,169,10,63,14,9,537,
Trois-Rivières/Trois-Rivières,610,Trois-Rivières,213,142,2,46,13,11,427,
Trois-Rivières/Trois-Rivières,611,Trois-Rivières,330,237,3,70,12,9,661,
Trois-Rivières/Trois-Rivières,612,Trois-Rivières,199,78,7,65,5,5,359,
Trois-Rivières/Trois-Rivières,,Group 1/Groupe 1,91,39,9,36,10,5,190,337
Trois-Rivières/Trois-Rivières,,Group 2/Groupe 2,462,258,22,56,28,19,845,
