District,Poll Number,Poll Name,Pierre Chénier,Riina DeFaria,Jim Gill,Albina Guarnieri,Jason Robert Hinchliffe,Andrew Seitz,Sally Wong,Rejected Ballots,Total Vote,Electors
Mississauga East--Cooksville/Mississauga-Est--Cooksville,22,Mississauga,1,72,34,137,5,0,7,3,259,493
Mississauga East--Cooksville/Mississauga-Est--Cooksville,23,Mississauga,0,32,22,65,6,0,4,1,130,379
Mississauga East--Cooksville/Mississauga-Est--Cooksville,24,Mississauga,1,48,29,126,3,1,2,2,212,426
Mississauga East--Cooksville/Mississauga-Est--Cooksville,25,Mississauga,1,33,17,59,7,0,2,0,119,285
Mississauga East--Cooksville/Mississauga-Est--Cooksville,26A,Mississauga,0,23,17,54,5,0,2,0,101,315
Mississauga East--Cooksville/Mississauga-Est--Cooksville,26B,Mississauga,0,35,9,50,3,0,3,0,100,281
Mississauga East--Cooksville/Mississauga-Est--Cooksville,27,Mississauga,3,42,41,137,5,0,6,2,236,519
Mississauga East--Cooksville/Mississauga-Est--Cooksville,28,Mississauga,0,12,12,18,2,0,0,1,45,186
Mississauga East--Cooksville/Mississauga-Est--Cooksville,29A,Mississauga,0,39,18,99,1,0,4,3,164,436
Mississauga East--Cooksville/Mississauga-Est--Cooksville,29B,Mississauga,2,39,23,84,0,3,3,2,156,420
Mississauga East--Cooksville/Mississauga-Est--Cooksville,30,Mississauga,0,36,12,95,7,0,4,0,154,288
Mississauga East--Cooksville/Mississauga-Est--Cooksville,31,Mississauga,0,40,12,68,2,1,1,0,124,201
Mississauga East--Cooksville/Mississauga-Est--Cooksville,32A,Mississauga,0,22,8,51,4,1,3,2,91,274
Mississauga East--Cooksville/Mississauga-Est--Cooksville,32B,Mississauga,2,35,18,57,3,1,3,0,119,301
Mississauga East--Cooksville/Mississauga-Est--Cooksville,33,Mississauga,0,38,8,118,2,0,1,1,168,310
Mississauga East--Cooksville/Mississauga-Est--Cooksville,34,Mississauga,0,70,17,177,11,2,1,0,278,431
Mississauga East--Cooksville/Mississauga-Est--Cooksville,35,Mississauga,0,73,23,107,3,1,1,0,208,358
Mississauga East--Cooksville/Mississauga-Est--Cooksville,36,Mississauga,3,61,14,122,3,2,9,1,215,369
Mississauga East--Cooksville/Mississauga-Est--Cooksville,37,Mississauga,0,56,15,145,10,0,3,2,231,396
Mississauga East--Cooksville/Mississauga-Est--Cooksville,38,Mississauga,0,38,30,69,8,0,3,0,148,422
Mississauga East--Cooksville/Mississauga-Est--Cooksville,39,Mississauga,1,54,45,80,6,0,7,3,196,359
Mississauga East--Cooksville/Mississauga-Est--Cooksville,40,Mississauga,0,75,29,131,6,1,4,2,248,425
Mississauga East--Cooksville/Mississauga-Est--Cooksville,41,Mississauga,0,82,26,143,3,0,13,2,269,437
Mississauga East--Cooksville/Mississauga-Est--Cooksville,42,Mississauga,0,44,22,87,9,0,4,0,166,304
Mississauga East--Cooksville/Mississauga-Est--Cooksville,43,Mississauga,0,101,26,147,5,1,1,1,282,433
Mississauga East--Cooksville/Mississauga-Est--Cooksville,44,Mississauga,0,50,27,67,7,1,3,0,155,463
Mississauga East--Cooksville/Mississauga-Est--Cooksville,45,Mississauga,0,20,19,37,2,0,6,0,84,205
Mississauga East--Cooksville/Mississauga-Est--Cooksville,46A,Mississauga,0,31,8,36,3,0,1,1,80,184
Mississauga East--Cooksville/Mississauga-Est--Cooksville,46B,Mississauga,1,20,12,42,3,0,7,0,85,245
Mississauga East--Cooksville/Mississauga-Est--Cooksville,47,Mississauga,2,81,29,111,5,1,2,2,233,457
Mississauga East--Cooksville/Mississauga-Est--Cooksville,48,Mississauga,0,49,16,165,6,3,7,1,247,472
Mississauga East--Cooksville/Mississauga-Est--Cooksville,49,Mississauga,0,56,13,111,4,0,3,1,188,354
Mississauga East--Cooksville/Mississauga-Est--Cooksville,50,Mississauga,1,59,33,153,5,1,1,0,253,427
Mississauga East--Cooksville/Mississauga-Est--Cooksville,51,Mississauga,0,59,13,127,8,0,7,1,215,386
Mississauga East--Cooksville/Mississauga-Est--Cooksville,52,Mississauga,1,85,20,172,10,0,4,0,292,489
Mississauga East--Cooksville/Mississauga-Est--Cooksville,53,Mississauga,0,68,13,142,7,2,9,1,242,394
Mississauga East--Cooksville/Mississauga-Est--Cooksville,54,Mississauga,0,78,13,109,8,0,2,1,211,348
Mississauga East--Cooksville/Mississauga-Est--Cooksville,55,Mississauga,2,37,12,132,7,1,5,1,197,328
Mississauga East--Cooksville/Mississauga-Est--Cooksville,56,Mississauga,1,37,24,80,3,0,0,3,148,323
Mississauga East--Cooksville/Mississauga-Est--Cooksville,57,Mississauga,1,48,24,113,6,1,3,0,196,379
Mississauga East--Cooksville/Mississauga-Est--Cooksville,58,Mississauga,1,46,17,119,5,3,1,3,195,330
Mississauga East--Cooksville/Mississauga-Est--Cooksville,59,Mississauga,1,50,16,112,1,0,2,2,184,340
Mississauga East--Cooksville/Mississauga-Est--Cooksville,60,Mississauga,1,35,34,116,8,1,8,0,203,342
Mississauga East--Cooksville/Mississauga-Est--Cooksville,61,Mississauga,1,60,23,109,8,1,4,0,206,376
Mississauga East--Cooksville/Mississauga-Est--Cooksville,62,Mississauga,0,56,29,106,3,0,6,2,202,389
Mississauga East--Cooksville/Mississauga-Est--Cooksville,63,Mississauga,0,72,29,121,6,0,9,0,237,447
Mississauga East--Cooksville/Mississauga-Est--Cooksville,64,Mississauga,0,79,34,108,9,1,11,1,243,509
Mississauga East--Cooksville/Mississauga-Est--Cooksville,65,Mississauga,0,58,20,162,3,1,5,0,249,418
Mississauga East--Cooksville/Mississauga-Est--Cooksville,66,Mississauga,0,62,17,133,9,0,8,0,229,374
Mississauga East--Cooksville/Mississauga-Est--Cooksville,67,Mississauga,0,65,23,145,10,0,2,1,246,436
Mississauga East--Cooksville/Mississauga-Est--Cooksville,68,Mississauga,1,48,24,119,8,1,5,0,206,361
Mississauga East--Cooksville/Mississauga-Est--Cooksville,69,Mississauga,0,63,32,104,9,0,2,1,211,402
Mississauga East--Cooksville/Mississauga-Est--Cooksville,70,Mississauga,0,50,37,136,7,0,1,6,237,453
Mississauga East--Cooksville/Mississauga-Est--Cooksville,71,Mississauga,1,65,43,57,2,1,3,0,172,287
Mississauga East--Cooksville/Mississauga-Est--Cooksville,72,Mississauga,1,44,41,80,6,0,1,1,174,455
Mississauga East--Cooksville/Mississauga-Est--Cooksville,73A,Mississauga,0,47,14,96,6,0,1,0,164,321
Mississauga East--Cooksville/Mississauga-Est--Cooksville,73B,Mississauga,1,51,24,69,13,1,5,0,164,348
Mississauga East--Cooksville/Mississauga-Est--Cooksville,73C,Mississauga,27,8,9,0,0,0,0,0,44,137
Mississauga East--Cooksville/Mississauga-Est--Cooksville,74,Mississauga,0,70,28,109,10,0,5,1,223,462
Mississauga East--Cooksville/Mississauga-Est--Cooksville,75,Mississauga,1,68,9,148,5,1,3,4,239,427
Mississauga East--Cooksville/Mississauga-Est--Cooksville,76,Mississauga,1,49,11,145,8,2,1,2,219,328
Mississauga East--Cooksville/Mississauga-Est--Cooksville,77,Mississauga,1,52,8,90,9,1,1,0,162,270
Mississauga East--Cooksville/Mississauga-Est--Cooksville,78,Mississauga,1,61,22,113,9,4,1,2,213,338
Mississauga East--Cooksville/Mississauga-Est--Cooksville,79,Mississauga,0,63,13,140,3,2,2,0,223,329
Mississauga East--Cooksville/Mississauga-Est--Cooksville,80,Mississauga,0,44,18,58,3,0,0,0,123,272
Mississauga East--Cooksville/Mississauga-Est--Cooksville,81,Mississauga,0,25,12,50,2,0,1,2,92,256
Mississauga East--Cooksville/Mississauga-Est--Cooksville,82,Mississauga,0,45,16,52,5,0,1,2,121,308
Mississauga East--Cooksville/Mississauga-Est--Cooksville,83A,Mississauga,1,28,17,74,3,0,5,0,128,374
Mississauga East--Cooksville/Mississauga-Est--Cooksville,83B,Mississauga,0,64,36,98,4,0,6,7,215,445
Mississauga East--Cooksville/Mississauga-Est--Cooksville,84,Mississauga,0,25,34,62,5,0,0,1,127,322
Mississauga East--Cooksville/Mississauga-Est--Cooksville,85,Mississauga,0,47,45,112,8,0,2,2,216,483
Mississauga East--Cooksville/Mississauga-Est--Cooksville,86,Mississauga,0,25,22,44,7,0,2,0,100,293
Mississauga East--Cooksville/Mississauga-Est--Cooksville,87,Mississauga,0,19,24,49,3,1,0,0,96,281
Mississauga East--Cooksville/Mississauga-Est--Cooksville,88A,Mississauga,0,44,15,91,5,0,8,0,163,423
Mississauga East--Cooksville/Mississauga-Est--Cooksville,88B,Mississauga,1,37,25,121,2,0,4,2,192,418
Mississauga East--Cooksville/Mississauga-Est--Cooksville,89,Mississauga,0,5,13,48,2,0,0,0,68,152
Mississauga East--Cooksville/Mississauga-Est--Cooksville,90,Mississauga,1,38,23,103,2,1,7,0,175,346
Mississauga East--Cooksville/Mississauga-Est--Cooksville,91,Mississauga,0,37,35,97,14,0,5,1,189,405
Mississauga East--Cooksville/Mississauga-Est--Cooksville,92,Mississauga,0,28,8,66,1,0,4,2,109,260
Mississauga East--Cooksville/Mississauga-Est--Cooksville,93,Mississauga,0,32,29,100,3,2,7,1,174,439
Mississauga East--Cooksville/Mississauga-Est--Cooksville,94,Mississauga,0,24,7,55,0,0,1,0,87,214
Mississauga East--Cooksville/Mississauga-Est--Cooksville,95A,Mississauga,0,17,4,33,1,0,3,0,58,175
Mississauga East--Cooksville/Mississauga-Est--Cooksville,95B,Mississauga,0,40,22,69,10,0,3,2,146,308
Mississauga East--Cooksville/Mississauga-Est--Cooksville,96,Mississauga,1,53,13,95,4,0,1,0,167,437
Mississauga East--Cooksville/Mississauga-Est--Cooksville,97,Mississauga,0,52,40,128,6,1,3,2,232,548
Mississauga East--Cooksville/Mississauga-Est--Cooksville,98A,Mississauga,0,23,7,48,3,0,4,0,85,163
Mississauga East--Cooksville/Mississauga-Est--Cooksville,98B,Mississauga,5,47,22,95,8,1,0,1,179,269
Mississauga East--Cooksville/Mississauga-Est--Cooksville,99,Mississauga,0,26,15,92,1,0,3,1,138,243
Mississauga East--Cooksville/Mississauga-Est--Cooksville,100,Mississauga,1,53,33,93,8,0,0,2,190,377
Mississauga East--Cooksville/Mississauga-Est--Cooksville,101,Mississauga,0,62,27,141,4,0,5,1,240,455
Mississauga East--Cooksville/Mississauga-Est--Cooksville,102,Mississauga,0,14,8,71,7,1,1,0,102,293
Mississauga East--Cooksville/Mississauga-Est--Cooksville,103,Mississauga,0,24,15,47,2,0,6,1,95,204
Mississauga East--Cooksville/Mississauga-Est--Cooksville,104,Mississauga,0,33,17,54,5,0,1,0,110,276
Mississauga East--Cooksville/Mississauga-Est--Cooksville,105A,Mississauga,0,43,16,78,4,0,4,2,147,309
Mississauga East--Cooksville/Mississauga-Est--Cooksville,105B,Mississauga,1,30,22,76,4,0,2,0,135,290
Mississauga East--Cooksville/Mississauga-Est--Cooksville,106,Mississauga,1,66,31,171,6,0,1,1,277,473
Mississauga East--Cooksville/Mississauga-Est--Cooksville,107,Mississauga,1,57,17,151,8,2,6,0,242,452
Mississauga East--Cooksville/Mississauga-Est--Cooksville,108,Mississauga,0,76,20,172,8,1,5,0,282,539
Mississauga East--Cooksville/Mississauga-Est--Cooksville,109,Mississauga,1,36,10,71,2,0,2,1,123,274
Mississauga East--Cooksville/Mississauga-Est--Cooksville,110A,Mississauga,0,43,5,95,3,0,1,0,147,253
Mississauga East--Cooksville/Mississauga-Est--Cooksville,110B,Mississauga,2,36,24,107,9,0,10,2,190,347
Mississauga East--Cooksville/Mississauga-Est--Cooksville,110C,Mississauga,1,42,24,70,4,0,3,0,144,278
Mississauga East--Cooksville/Mississauga-Est--Cooksville,110D,Mississauga,0,5,7,49,2,0,1,0,64,84
Mississauga East--Cooksville/Mississauga-Est--Cooksville,111,Mississauga,0,41,25,140,3,1,16,0,226,523
Mississauga East--Cooksville/Mississauga-Est--Cooksville,112,Mississauga,Merged with No. 110D,,,,,,,,,53
Mississauga East--Cooksville/Mississauga-Est--Cooksville,113,Mississauga,0,19,15,93,3,0,3,0,133,257
Mississauga East--Cooksville/Mississauga-Est--Cooksville,114,Mississauga,1,51,29,112,2,1,8,1,205,393
Mississauga East--Cooksville/Mississauga-Est--Cooksville,115,Mississauga,0,16,15,72,5,0,2,1,111,203
Mississauga East--Cooksville/Mississauga-Est--Cooksville,116,Mississauga,0,47,27,137,7,0,6,3,227,439
Mississauga East--Cooksville/Mississauga-Est--Cooksville,117A,Mississauga,0,19,14,93,0,0,10,0,136,301
Mississauga East--Cooksville/Mississauga-Est--Cooksville,117B,Mississauga,2,31,9,86,4,0,5,1,138,291
Mississauga East--Cooksville/Mississauga-Est--Cooksville,118,Mississauga,2,49,18,126,3,2,4,1,205,503
Mississauga East--Cooksville/Mississauga-Est--Cooksville,119,Mississauga,1,38,15,128,0,0,0,0,182,472
Mississauga East--Cooksville/Mississauga-Est--Cooksville,120,Mississauga,0,13,12,61,0,1,0,0,87,224
Mississauga East--Cooksville/Mississauga-Est--Cooksville,121,Mississauga,0,44,23,107,5,0,6,3,188,415
Mississauga East--Cooksville/Mississauga-Est--Cooksville,122A,Mississauga,1,39,20,83,4,1,0,2,150,296
Mississauga East--Cooksville/Mississauga-Est--Cooksville,122B,Mississauga,0,33,20,92,3,0,1,0,149,305
Mississauga East--Cooksville/Mississauga-Est--Cooksville,123A,Mississauga,0,24,6,71,2,0,5,0,108,317
Mississauga East--Cooksville/Mississauga-Est--Cooksville,123B,Mississauga,0,52,8,74,4,1,0,1,140,302
Mississauga East--Cooksville/Mississauga-Est--Cooksville,124A,Mississauga,2,44,31,109,5,0,0,3,194,367
Mississauga East--Cooksville/Mississauga-Est--Cooksville,124B,Mississauga,0,45,24,98,5,0,1,1,174,328
Mississauga East--Cooksville/Mississauga-Est--Cooksville,125,Mississauga,0,37,5,79,2,1,5,1,130,265
Mississauga East--Cooksville/Mississauga-Est--Cooksville,126,Mississauga,1,47,33,128,1,1,2,0,213,458
Mississauga East--Cooksville/Mississauga-Est--Cooksville,127,Mississauga,0,72,31,142,6,0,9,1,261,458
Mississauga East--Cooksville/Mississauga-Est--Cooksville,128,Mississauga,0,50,16,52,2,2,4,1,127,327
Mississauga East--Cooksville/Mississauga-Est--Cooksville,129,Mississauga,1,64,25,148,10,0,6,0,254,477
Mississauga East--Cooksville/Mississauga-Est--Cooksville,130,Mississauga,3,25,7,43,1,0,3,0,82,187
Mississauga East--Cooksville/Mississauga-Est--Cooksville,131,Mississauga,1,39,23,140,5,0,4,0,212,427
Mississauga East--Cooksville/Mississauga-Est--Cooksville,132,Mississauga,1,29,23,113,3,0,5,3,177,337
Mississauga East--Cooksville/Mississauga-Est--Cooksville,133A,Mississauga,0,27,18,70,1,0,1,0,117,318
Mississauga East--Cooksville/Mississauga-Est--Cooksville,133B,Mississauga,0,40,18,65,3,1,8,1,136,327
Mississauga East--Cooksville/Mississauga-Est--Cooksville,134A,Mississauga,0,27,13,59,6,0,1,0,106,307
Mississauga East--Cooksville/Mississauga-Est--Cooksville,134B,Mississauga,1,39,7,66,3,0,6,0,122,322
Mississauga East--Cooksville/Mississauga-Est--Cooksville,135,Mississauga,0,22,10,48,3,0,0,0,83,289
Mississauga East--Cooksville/Mississauga-Est--Cooksville,136,Mississauga,0,15,11,35,1,0,1,1,64,272
Mississauga East--Cooksville/Mississauga-Est--Cooksville,137A,Mississauga,0,44,29,92,2,0,3,0,170,307
Mississauga East--Cooksville/Mississauga-Est--Cooksville,137B,Mississauga,0,32,19,92,2,0,2,0,147,312
Mississauga East--Cooksville/Mississauga-Est--Cooksville,138A,Mississauga,0,25,4,98,7,1,5,1,141,297
Mississauga East--Cooksville/Mississauga-Est--Cooksville,138B,Mississauga,0,23,15,82,3,1,6,3,133,270
Mississauga East--Cooksville/Mississauga-Est--Cooksville,139,Mississauga,0,43,15,99,7,0,2,1,167,441
Mississauga East--Cooksville/Mississauga-Est--Cooksville,140,Mississauga,0,42,22,80,9,1,4,1,159,356
Mississauga East--Cooksville/Mississauga-Est--Cooksville,141,Mississauga,0,29,5,66,4,1,4,0,109,276
Mississauga East--Cooksville/Mississauga-Est--Cooksville,142A,Mississauga,1,47,31,98,6,0,2,0,185,414
Mississauga East--Cooksville/Mississauga-Est--Cooksville,142B,Mississauga,1,38,26,140,9,0,5,0,219,437
Mississauga East--Cooksville/Mississauga-Est--Cooksville,143,Mississauga,1,26,13,48,4,1,2,3,98,242
Mississauga East--Cooksville/Mississauga-Est--Cooksville,144,Mississauga,0,34,19,65,1,1,0,1,121,367
Mississauga East--Cooksville/Mississauga-Est--Cooksville,145,Mississauga,0,30,22,95,5,2,1,0,155,353
Mississauga East--Cooksville/Mississauga-Est--Cooksville,146A,Mississauga,0,27,13,34,2,0,3,0,79,282
Mississauga East--Cooksville/Mississauga-Est--Cooksville,146B,Mississauga,2,26,24,30,3,2,2,1,90,273
Mississauga East--Cooksville/Mississauga-Est--Cooksville,147,Mississauga,0,36,12,50,1,0,2,1,102,440
Mississauga East--Cooksville/Mississauga-Est--Cooksville,148,Mississauga,0,37,21,71,0,0,2,0,131,319
Mississauga East--Cooksville/Mississauga-Est--Cooksville,149A,Mississauga,0,33,25,60,4,0,1,0,123,232
Mississauga East--Cooksville/Mississauga-Est--Cooksville,149B,Mississauga,0,17,6,26,2,0,4,1,56,117
Mississauga East--Cooksville/Mississauga-Est--Cooksville,150,Mississauga,0,46,24,102,5,1,1,0,179,377
Mississauga East--Cooksville/Mississauga-Est--Cooksville,151,Mississauga,3,44,9,57,6,0,4,0,123,407
Mississauga East--Cooksville/Mississauga-Est--Cooksville,152,Mississauga,0,15,28,100,5,1,4,0,153,281
Mississauga East--Cooksville/Mississauga-Est--Cooksville,153,Mississauga,1,62,22,167,14,1,1,0,268,570
Mississauga East--Cooksville/Mississauga-Est--Cooksville,154,Mississauga,0,44,30,104,8,1,4,1,192,361
Mississauga East--Cooksville/Mississauga-Est--Cooksville,155,Mississauga,0,50,30,107,10,0,4,2,203,455
Mississauga East--Cooksville/Mississauga-Est--Cooksville,156,Mississauga,0,31,28,161,5,1,3,0,229,490
Mississauga East--Cooksville/Mississauga-Est--Cooksville,157,Mississauga,2,65,21,127,13,1,3,1,233,494
Mississauga East--Cooksville/Mississauga-Est--Cooksville,158,Mississauga,0,32,26,140,2,0,3,2,205,423
Mississauga East--Cooksville/Mississauga-Est--Cooksville,159,Mississauga,2,52,21,127,6,0,6,0,214,424
Mississauga East--Cooksville/Mississauga-Est--Cooksville,160,Mississauga,1,70,23,142,8,1,10,2,257,451
Mississauga East--Cooksville/Mississauga-Est--Cooksville,161,Mississauga,2,42,9,150,5,0,5,2,215,434
Mississauga East--Cooksville/Mississauga-Est--Cooksville,400,Mississauga,2,50,21,121,6,0,1,1,202,314
Mississauga East--Cooksville/Mississauga-Est--Cooksville,401,Mississauga,1,60,5,97,2,0,2,0,167,226
Mississauga East--Cooksville/Mississauga-Est--Cooksville,402,Mississauga,0,52,17,121,3,0,6,3,202,313
Mississauga East--Cooksville/Mississauga-Est--Cooksville,403,Mississauga,0,42,12,100,1,0,0,1,156,199
Mississauga East--Cooksville/Mississauga-Est--Cooksville,404,Mississauga,0,50,28,128,5,0,7,1,219,378
Mississauga East--Cooksville/Mississauga-Est--Cooksville,405,Mississauga,0,45,32,119,5,1,1,0,203,431
Mississauga East--Cooksville/Mississauga-Est--Cooksville,406,Mississauga,0,26,20,114,4,1,0,2,167,323
Mississauga East--Cooksville/Mississauga-Est--Cooksville,407,Mississauga,0,23,17,67,8,2,1,1,119,280
Mississauga East--Cooksville/Mississauga-Est--Cooksville,408,Mississauga,1,75,16,141,7,0,4,0,244,413
Mississauga East--Cooksville/Mississauga-Est--Cooksville,409,Mississauga,0,43,16,96,1,0,0,2,158,342
Mississauga East--Cooksville/Mississauga-Est--Cooksville,410,Mississauga,0,18,11,76,2,0,2,2,111,332
Mississauga East--Cooksville/Mississauga-Est--Cooksville,411,Mississauga,3,61,34,123,6,0,6,2,235,376
Mississauga East--Cooksville/Mississauga-Est--Cooksville,412,Mississauga,0,25,18,61,10,1,1,1,117,329
Mississauga East--Cooksville/Mississauga-Est--Cooksville,413,Mississauga,0,17,10,63,4,0,0,1,95,292
Mississauga East--Cooksville/Mississauga-Est--Cooksville,414,Mississauga,1,64,19,143,8,1,5,3,244,419
Mississauga East--Cooksville/Mississauga-Est--Cooksville,415,Mississauga,3,51,32,121,4,1,4,0,216,416
Mississauga East--Cooksville/Mississauga-Est--Cooksville,416,Mississauga,0,22,18,167,2,0,1,1,211,496
Mississauga East--Cooksville/Mississauga-Est--Cooksville,417,Mississauga,1,38,23,54,7,0,5,5,133,354
Mississauga East--Cooksville/Mississauga-Est--Cooksville,418,Mississauga,0,23,10,48,6,1,0,1,89,249
Mississauga East--Cooksville/Mississauga-Est--Cooksville,419,Mississauga,0,49,9,100,4,0,0,0,162,311
Mississauga East--Cooksville/Mississauga-Est--Cooksville,420,Mississauga,1,51,23,112,5,0,2,0,194,394
Mississauga East--Cooksville/Mississauga-Est--Cooksville,421,Mississauga,2,22,14,97,5,0,2,0,142,315
Mississauga East--Cooksville/Mississauga-Est--Cooksville,422,Mississauga,0,38,18,109,4,1,1,0,171,406
Mississauga East--Cooksville/Mississauga-Est--Cooksville,423,Mississauga,0,38,25,130,4,0,0,3,200,380
Mississauga East--Cooksville/Mississauga-Est--Cooksville,424,Mississauga,0,41,18,103,10,1,5,0,178,421
Mississauga East--Cooksville/Mississauga-Est--Cooksville,425,Mississauga,0,24,6,70,3,0,1,1,105,195
Mississauga East--Cooksville/Mississauga-Est--Cooksville,426,Mississauga,0,57,26,117,5,1,4,1,211,449
Mississauga East--Cooksville/Mississauga-Est--Cooksville,427,Mississauga,1,12,3,3,1,0,0,0,20,91
Mississauga East--Cooksville/Mississauga-Est--Cooksville,500,Mobile poll/Bureau itinérant,1,19,9,28,2,2,2,1,64,142
Mississauga East--Cooksville/Mississauga-Est--Cooksville,600,Mississauga,5,205,69,307,13,3,9,3,614,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,601,Mississauga,0,198,39,256,11,1,15,1,521,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,602,Mississauga,2,113,25,217,9,0,8,2,376,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,603,Mississauga,0,95,40,158,5,1,2,0,301,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,604,Mississauga,1,152,48,297,16,2,5,2,523,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,605,Mississauga,2,45,12,89,4,0,0,3,155,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,606,Mississauga,2,53,15,89,3,0,5,1,168,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,607,Mississauga,1,173,58,306,22,2,1,3,566,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,608,Mississauga,2,93,47,163,11,0,1,1,318,
Mississauga East--Cooksville/Mississauga-Est--Cooksville,,Group 1/Groupe 1,1,14,10,15,4,0,0,2,46,96
Mississauga East--Cooksville/Mississauga-Est--Cooksville,,Group 2/Groupe 2,2,93,26,107,8,0,5,4,245,
