District,Poll Number,Poll Name,Lynn Bowering,Helen-Anne Embry,Barra L. Gots,Greg Martin,Lloyd St. Amand,John C. Turmel,Rejected Ballots,Total Vote,Electors
Brant/Brant,99,Brantford,57,7,5,68,111,0,0,248,409
Brant/Brant,100,Brantford,44,8,1,63,127,1,0,244,426
Brant/Brant,101,Brantford,51,11,2,111,126,0,0,301,470
Brant/Brant,102,Brantford,17,8,2,70,100,0,1,198,341
Brant/Brant,103,Brantford,49,14,1,101,153,0,0,318,519
Brant/Brant,104,Brantford,28,5,0,74,113,2,2,224,364
Brant/Brant,105,Brantford,33,5,0,64,116,2,0,220,340
Brant/Brant,106,Brantford,50,7,1,94,115,2,2,271,384
Brant/Brant,107,Brantford,53,12,0,76,105,0,1,247,378
Brant/Brant,108,Brantford,26,9,0,71,93,0,1,200,347
Brant/Brant,109,Brantford,25,9,1,63,79,1,0,178,304
Brant/Brant,110,Brantford,34,9,1,94,114,1,3,256,427
Brant/Brant,111,Brantford,56,12,1,86,99,2,0,256,466
Brant/Brant,112,Brantford,15,15,2,74,127,0,0,233,380
Brant/Brant,113,Brantford,53,16,1,71,130,0,0,271,439
Brant/Brant,114,Brantford,31,10,2,65,65,0,2,175,294
Brant/Brant,115,Brantford,40,8,2,78,108,0,1,237,403
Brant/Brant,116,Brantford,46,12,2,58,78,1,1,198,347
Brant/Brant,117,Brantford,33,18,4,48,59,1,2,165,343
Brant/Brant,118,Brantford,41,15,0,97,97,2,1,253,466
Brant/Brant,119,Brantford,46,7,2,57,65,0,1,178,376
Brant/Brant,120,Brantford,54,5,1,85,75,2,0,222,464
Brant/Brant,121,Brantford,67,8,0,74,76,0,1,226,403
Brant/Brant,122,Brantford,57,10,1,74,71,1,0,214,478
Brant/Brant,123,Brantford,56,9,4,101,96,4,0,270,471
Brant/Brant,124,Brantford,47,8,1,74,133,0,1,264,442
Brant/Brant,125,Brantford,40,8,3,49,65,1,3,169,282
Brant/Brant,126,Brantford,54,3,1,77,116,0,0,251,374
Brant/Brant,127,Brantford,40,8,0,75,80,0,2,205,358
Brant/Brant,128,Brantford,71,6,0,71,85,2,1,236,418
Brant/Brant,129,Brantford,49,9,4,64,61,0,0,187,419
Brant/Brant,130,Brantford,45,8,5,75,107,3,0,243,389
Brant/Brant,131,Brantford,48,8,3,47,65,1,1,173,357
Brant/Brant,132,Brantford,41,7,5,54,84,1,0,192,372
Brant/Brant,133,Brantford,39,10,5,88,102,5,5,254,483
Brant/Brant,134,Brantford,46,12,1,60,60,0,3,182,377
Brant/Brant,135,Brantford,42,7,4,54,87,1,0,195,358
Brant/Brant,136,Brantford,61,8,0,61,108,1,0,239,407
Brant/Brant,137,Brantford,26,9,1,67,109,1,0,213,374
Brant/Brant,138,Brantford,31,4,0,60,79,1,1,176,440
Brant/Brant,139,Brantford,39,4,1,80,117,1,4,246,429
Brant/Brant,140,Brantford,23,4,3,79,97,0,3,209,327
Brant/Brant,141,Brantford,34,6,1,48,64,1,1,155,291
Brant/Brant,142,Brantford,30,14,0,91,116,0,0,251,416
Brant/Brant,143,Brantford,20,4,0,61,74,0,0,159,261
Brant/Brant,144,Brantford,42,5,2,78,96,1,1,225,427
Brant/Brant,145,Brantford,35,10,1,62,87,1,0,196,368
Brant/Brant,146,Brantford,32,5,1,72,68,0,0,178,296
Brant/Brant,147,Brantford,48,9,1,80,97,2,3,240,356
Brant/Brant,148,Brantford,50,9,6,82,92,3,5,247,389
Brant/Brant,149,Brantford,51,10,2,55,84,2,0,204,368
Brant/Brant,150,Brantford,38,6,0,89,109,1,2,245,379
Brant/Brant,151,Brantford,60,14,5,80,82,3,1,245,425
Brant/Brant,152,Brantford,52,11,3,58,82,0,1,207,397
Brant/Brant,153,Brantford,56,14,0,81,86,4,0,241,393
Brant/Brant,154,Brantford,86,6,4,47,67,1,2,213,424
Brant/Brant,155,Brantford,66,16,4,58,70,2,2,218,439
Brant/Brant,156,Brantford,65,7,2,63,62,3,3,205,427
Brant/Brant,157,Brantford,67,6,1,52,83,1,1,211,369
Brant/Brant,158,Brantford,54,18,6,69,89,2,1,239,437
Brant/Brant,159,Brantford,55,11,1,32,42,1,1,143,336
Brant/Brant,160,Brantford,79,12,1,48,53,2,3,198,413
Brant/Brant,161,Brantford,77,12,7,43,55,1,0,195,394
Brant/Brant,162,Brantford,29,8,1,33,37,2,0,110,276
Brant/Brant,163,Brantford,53,16,2,40,43,1,3,158,369
Brant/Brant,164,Brantford,59,10,2,40,42,0,0,153,461
Brant/Brant,165,Brantford,52,10,3,31,42,3,1,142,362
Brant/Brant,166,Brantford,73,11,3,46,64,4,2,203,407
Brant/Brant,167,Brantford,40,5,0,33,25,0,1,104,266
Brant/Brant,168,Brantford,38,6,5,83,83,1,0,216,393
Brant/Brant,169,Brantford,39,8,3,53,59,0,0,162,460
Brant/Brant,170,Brantford,61,9,2,66,65,1,0,204,398
Brant/Brant,171,Brantford,50,11,5,47,65,3,1,182,390
Brant/Brant,172,Brantford,30,8,3,69,110,3,4,227,357
Brant/Brant,173,Brantford,54,16,2,65,97,1,1,236,397
Brant/Brant,174,Brantford,28,3,1,19,20,1,0,72,278
Brant/Brant,175,Brantford,67,8,3,58,69,0,0,205,385
Brant/Brant,176,Brantford,57,8,4,76,61,1,0,207,375
Brant/Brant,177,Brantford,71,6,2,32,56,1,1,169,408
Brant/Brant,178,Brantford,62,18,3,65,80,2,0,230,426
Brant/Brant,179,Brantford,75,12,1,70,62,1,2,223,420
Brant/Brant,180,Brantford,58,4,5,60,45,3,3,178,371
Brant/Brant,181,Brantford,52,11,0,46,28,2,1,140,367
Brant/Brant,182,Brantford,57,11,4,36,45,1,1,155,354
Brant/Brant,183,Brantford,66,11,4,32,41,1,1,156,394
Brant/Brant,184,Brantford,56,6,1,51,62,4,2,182,426
Brant/Brant,185,Brantford,68,9,1,27,46,2,1,154,386
Brant/Brant,186,Brantford,33,4,5,38,47,0,1,128,305
Brant/Brant,187,Brantford,49,6,3,18,41,5,2,124,326
Brant/Brant,188,Brantford,52,7,2,26,55,4,2,148,372
Brant/Brant,189,Brantford,56,8,0,35,42,2,1,144,395
Brant/Brant,190,Brantford,57,14,2,41,26,2,1,143,344
Brant/Brant,191,Brantford,57,5,0,32,55,2,0,151,338
Brant/Brant,192,Brantford,49,13,1,45,47,0,2,157,341
Brant/Brant,193,Brantford,56,13,2,36,62,5,0,174,364
Brant/Brant,194,Brantford,63,13,1,38,45,2,1,163,340
Brant/Brant,195,Brantford,53,11,3,70,70,0,4,211,407
Brant/Brant,196,Brantford,42,9,7,78,97,1,0,234,369
Brant/Brant,197,Brantford,44,12,2,69,82,0,5,214,391
Brant/Brant,198,Brantford,53,10,0,89,99,1,3,255,467
Brant/Brant,199,Brantford,51,13,3,67,80,10,0,224,436
Brant/Brant,200,Brantford,50,24,2,49,55,2,1,183,419
Brant/Brant,201,Brantford,62,7,1,50,55,0,3,178,384
Brant/Brant,202,Brantford,89,8,8,50,89,2,0,246,377
Brant/Brant,203,Brantford,57,7,3,48,49,2,0,166,308
Brant/Brant,204,Brantford,61,17,3,43,55,0,0,179,340
Brant/Brant,205,Brantford,51,7,1,26,39,2,0,126,366
Brant/Brant,206,Brantford,56,12,1,62,115,4,0,250,391
Brant/Brant,207,Brantford,79,6,2,21,49,2,4,163,355
Brant/Brant,208,Brantford,68,13,5,56,97,3,2,244,453
Brant/Brant,209,Brantford,65,9,3,48,49,4,1,179,351
Brant/Brant,210,Brantford,46,8,0,34,34,0,3,125,306
Brant/Brant,211,Brantford,78,6,2,33,47,2,0,168,406
Brant/Brant,212,Brantford,56,11,2,34,35,4,1,143,360
Brant/Brant,213,Brantford,61,11,8,42,56,1,2,181,311
Brant/Brant,214,Brantford,60,9,2,63,46,0,1,181,363
Brant/Brant,215,Brantford,67,7,1,30,47,4,2,158,344
Brant/Brant,216,Brantford,98,11,3,37,70,1,2,222,430
Brant/Brant,217,Brantford,77,9,0,61,71,2,0,220,392
Brant/Brant,218,Brantford,98,16,3,36,59,5,2,219,500
Brant/Brant,219,Brant-on-the-Grand,53,20,10,119,121,3,3,329,502
Brant/Brant,220,Brant-on-the-Grand,21,10,5,121,80,0,1,238,391
Brant/Brant,221,Brant-on-the-Grand,25,5,3,134,51,1,3,222,289
Brant/Brant,222,Brant-on-the-Grand,62,12,8,169,124,3,0,378,559
Brant/Brant,223,Brant-on-the-Grand,30,11,1,67,46,1,1,157,289
Brant/Brant,224,Brant-on-the-Grand,13,8,4,88,68,1,0,182,261
Brant/Brant,225,Six Nations 40,28,5,0,16,49,0,1,99,102
Brant/Brant,226,Six Nations 40,29,12,1,6,59,0,0,107,750
Brant/Brant,227,Six Nations 40,17,2,1,9,48,0,0,77,88
Brant/Brant,228,Six Nations 40,22,1,0,7,33,1,0,64,183
Brant/Brant,229,New Credit 40A,19,3,1,13,18,1,1,56,142
Brant/Brant,500,Mobile poll/Bureau itinérant,9,1,1,15,12,3,3,44,103
Brant/Brant,501,Mobile poll/Bureau itinérant,15,2,2,24,29,2,3,77,453
Brant/Brant,600,Burford,29,15,4,155,82,2,0,287,
Brant/Brant,601,South Dumfries,33,9,4,190,125,2,1,364,
Brant/Brant,602,Paris,72,16,1,172,182,1,3,447,
Brant/Brant,603,Brantford (Oakland--Scotland),23,11,2,79,73,0,0,188,
Brant/Brant,604,Brantford,74,11,3,157,175,1,0,421,
Brant/Brant,605,Brantford,73,11,1,220,259,2,2,568,
Brant/Brant,606,Brantford,44,12,1,198,218,3,1,477,
Brant/Brant,607,Brantford,95,21,6,209,270,1,2,604,
Brant/Brant,608,Brantford,45,13,3,114,125,1,1,302,
Brant/Brant,609,Brantford,82,13,4,111,111,3,1,325,
Brant/Brant,610,Brantford,59,11,0,80,57,2,2,211,
Brant/Brant,611,Brantford,9,4,1,39,41,1,0,95,
Brant/Brant,612,Six Nations--New Credit,2,0,1,4,11,0,0,18,
Brant/Brant,,Group 1/Groupe 1,22,6,1,42,38,1,6,116,233
Brant/Brant,,Group 2/Groupe 2,96,26,4,194,187,1,9,517,
