District,Poll Number,Poll Name,Jean-Philippe Chartré,Maria Pia Chávez,Jay Dell,Jessica Gal,Rachel Hoffman,Marlene Jennings,William R. McCullock,Earl Wertheimer,Rejected Ballots,Total Vote,Electors
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,400,Montréal,14,13,1,2,0,93,14,0,2,139,360
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,401,Montréal,10,23,0,5,0,113,19,0,0,170,478
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,500A,Mobile poll/Bureau itinérant,16,2,0,3,2,35,10,1,4,73,190
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,500B,Mobile poll/Bureau itinérant,18,4,0,5,0,32,12,0,4,75,7
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,501A,Mobile poll/Bureau itinérant,3,5,0,4,1,60,7,2,2,84,92
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,501B,Mobile poll/Bureau itinérant,2,2,0,2,0,52,7,2,0,67,50
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,600,Pointe-Claire--Dorval,41,37,2,18,1,462,116,2,4,683,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,601,Dorval--Lachine,179,52,4,28,1,317,138,1,9,729,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,602,Montréal,175,11,1,12,1,258,70,0,6,534,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,603,Lachine,109,6,1,6,2,118,42,1,4,289,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,604,Montréal,111,11,3,5,0,139,42,2,7,320,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,605,Montréal-Ouest--Montréal,24,48,5,39,0,389,108,2,3,618,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,606,Montréal,33,56,1,35,1,311,62,0,3,502,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,607,Montréal,65,58,3,27,4,279,45,2,4,487,
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,,Group 1/Groupe 1,17,15,8,9,2,54,19,0,4,128,201
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,,Group 2/Groupe 2,140,64,1,36,1,343,102,2,19,708,
