District,Poll Number,Poll Name,Gilbert Barrette,Bernard Hugues Beauchesne,Marc Lemay,Patrick Rancourt,Dennis Shushack,Rejected Ballots,Total Vote,Electors
Abitibi--Témiscamingue/Abitibi--Témiscamingue,125,Rouyn-Noranda (Lac-Dufault),65,7,134,3,9,6,224,446
Abitibi--Témiscamingue/Abitibi--Témiscamingue,126,Rouyn-Noranda,31,15,96,11,2,8,163,385
Abitibi--Témiscamingue/Abitibi--Témiscamingue,127,Rouyn-Noranda,41,9,109,2,7,6,174,341
Abitibi--Témiscamingue/Abitibi--Témiscamingue,128,Rouyn-Noranda,30,2,97,4,11,3,147,326
Abitibi--Témiscamingue/Abitibi--Témiscamingue,129,Rouyn-Noranda,57,6,143,3,7,5,221,418
Abitibi--Témiscamingue/Abitibi--Témiscamingue,130,Rouyn-Noranda,44,6,107,3,11,1,172,343
Abitibi--Témiscamingue/Abitibi--Témiscamingue,131,Rouyn-Noranda,81,12,104,3,17,1,218,370
Abitibi--Témiscamingue/Abitibi--Témiscamingue,132,Rouyn-Noranda,46,2,100,6,11,2,167,309
Abitibi--Témiscamingue/Abitibi--Témiscamingue,133,Rouyn-Noranda,58,10,119,7,17,8,219,437
Abitibi--Témiscamingue/Abitibi--Témiscamingue,134,Rouyn-Noranda,77,7,120,5,15,3,227,418
Abitibi--Témiscamingue/Abitibi--Témiscamingue,135,Rouyn-Noranda,60,7,103,7,13,5,195,333
Abitibi--Témiscamingue/Abitibi--Témiscamingue,136,Rouyn-Noranda,72,6,98,2,13,3,194,335
Abitibi--Témiscamingue/Abitibi--Témiscamingue,137,Rouyn-Noranda,56,4,78,1,7,4,150,331
Abitibi--Témiscamingue/Abitibi--Témiscamingue,138,Rouyn-Noranda,48,3,74,3,7,5,140,324
Abitibi--Témiscamingue/Abitibi--Témiscamingue,139,Rouyn-Noranda,47,8,110,6,22,7,200,370
Abitibi--Témiscamingue/Abitibi--Témiscamingue,140,Rouyn-Noranda,69,8,59,4,7,1,148,314
Abitibi--Témiscamingue/Abitibi--Témiscamingue,141,Rouyn-Noranda,31,6,91,9,10,1,148,378
Abitibi--Témiscamingue/Abitibi--Témiscamingue,142,Rouyn-Noranda,50,10,128,6,4,1,199,457
Abitibi--Témiscamingue/Abitibi--Témiscamingue,143,Rouyn-Noranda,57,12,98,5,13,3,188,370
Abitibi--Témiscamingue/Abitibi--Témiscamingue,144,Rouyn-Noranda,52,11,72,2,3,3,143,332
Abitibi--Témiscamingue/Abitibi--Témiscamingue,145,Rouyn-Noranda,80,9,97,2,8,5,201,395
Abitibi--Témiscamingue/Abitibi--Témiscamingue,146,Rouyn-Noranda,65,6,71,2,2,5,151,359
Abitibi--Témiscamingue/Abitibi--Témiscamingue,147,Rouyn-Noranda,25,2,54,1,4,1,87,315
Abitibi--Témiscamingue/Abitibi--Témiscamingue,148,Rouyn-Noranda,20,0,56,1,6,1,84,263
Abitibi--Témiscamingue/Abitibi--Témiscamingue,149,Rouyn-Noranda,62,3,92,3,9,2,171,403
Abitibi--Témiscamingue/Abitibi--Témiscamingue,150,Rouyn-Noranda,65,4,83,1,10,3,166,390
Abitibi--Témiscamingue/Abitibi--Témiscamingue,151,Rouyn-Noranda,65,7,94,3,8,2,179,347
Abitibi--Témiscamingue/Abitibi--Témiscamingue,152,Rouyn-Noranda,48,7,89,9,9,4,166,382
Abitibi--Témiscamingue/Abitibi--Témiscamingue,153,Rouyn-Noranda,37,7,56,5,4,5,114,318
Abitibi--Témiscamingue/Abitibi--Témiscamingue,154,Rouyn-Noranda,33,3,90,3,5,7,141,378
Abitibi--Témiscamingue/Abitibi--Témiscamingue,155,Rouyn-Noranda,48,5,87,3,10,7,160,380
Abitibi--Témiscamingue/Abitibi--Témiscamingue,156,Rouyn-Noranda,49,9,106,4,13,2,183,386
Abitibi--Témiscamingue/Abitibi--Témiscamingue,157,Rouyn-Noranda,72,9,163,12,9,5,270,499
Abitibi--Témiscamingue/Abitibi--Témiscamingue,158,Rouyn-Noranda,38,5,81,4,3,1,132,332
Abitibi--Témiscamingue/Abitibi--Témiscamingue,159,Rouyn-Noranda,61,7,78,7,8,4,165,365
Abitibi--Témiscamingue/Abitibi--Témiscamingue,160,Rouyn-Noranda,52,7,98,4,6,3,170,358
Abitibi--Témiscamingue/Abitibi--Témiscamingue,161,Rouyn-Noranda,56,12,100,6,7,4,185,409
Abitibi--Témiscamingue/Abitibi--Témiscamingue,162,Rouyn-Noranda (Granada),47,4,140,4,8,10,213,430
Abitibi--Témiscamingue/Abitibi--Témiscamingue,163,Rouyn-Noranda,79,3,96,3,5,3,189,338
Abitibi--Témiscamingue/Abitibi--Témiscamingue,164,Rouyn-Noranda (Granada),26,8,112,5,3,5,159,302
Abitibi--Témiscamingue/Abitibi--Témiscamingue,165,Rouyn-Noranda (Granada),14,5,49,2,1,3,74,161
Abitibi--Témiscamingue/Abitibi--Témiscamingue,166,Rouyn-Noranda (Granada),15,1,51,0,5,1,73,177
Abitibi--Témiscamingue/Abitibi--Témiscamingue,167A,Rouyn-Noranda (Granada),32,7,111,3,7,1,161,310
Abitibi--Témiscamingue/Abitibi--Témiscamingue,167B,Rouyn-Noranda (Granada),30,9,137,1,5,5,187,350
Abitibi--Témiscamingue/Abitibi--Témiscamingue,168,Rouyn-Noranda (Granada),36,18,145,8,6,4,217,472
Abitibi--Témiscamingue/Abitibi--Témiscamingue,169A,Rouyn-Noranda,71,9,84,3,6,9,182,298
Abitibi--Témiscamingue/Abitibi--Témiscamingue,169B,Rouyn-Noranda,66,11,70,0,4,4,155,277
Abitibi--Témiscamingue/Abitibi--Témiscamingue,170,Rouyn-Noranda,39,9,106,3,9,4,170,350
Abitibi--Témiscamingue/Abitibi--Témiscamingue,171,Rouyn-Noranda,59,4,126,4,9,1,203,401
Abitibi--Témiscamingue/Abitibi--Témiscamingue,172,Rouyn-Noranda,39,13,71,2,3,1,129,326
Abitibi--Témiscamingue/Abitibi--Témiscamingue,173,Rouyn-Noranda,41,9,86,8,4,2,150,296
Abitibi--Témiscamingue/Abitibi--Témiscamingue,174,Rouyn-Noranda,54,12,132,2,7,8,215,375
Abitibi--Témiscamingue/Abitibi--Témiscamingue,175,Rouyn-Noranda,40,3,125,5,3,6,182,354
Abitibi--Témiscamingue/Abitibi--Témiscamingue,176,Rouyn-Noranda,63,8,79,1,5,2,158,363
Abitibi--Témiscamingue/Abitibi--Témiscamingue,177,Rouyn-Noranda,33,7,68,3,9,4,124,306
Abitibi--Témiscamingue/Abitibi--Témiscamingue,178,Rouyn-Noranda,74,14,139,4,9,5,245,471
Abitibi--Témiscamingue/Abitibi--Témiscamingue,179,Rouyn-Noranda,33,4,64,5,3,4,113,294
Abitibi--Témiscamingue/Abitibi--Témiscamingue,180,Rouyn-Noranda,56,4,107,1,10,4,182,353
Abitibi--Témiscamingue/Abitibi--Témiscamingue,181,Rouyn-Noranda,57,10,133,9,6,6,221,446
Abitibi--Témiscamingue/Abitibi--Témiscamingue,182,Rouyn-Noranda,85,6,95,7,7,6,206,422
Abitibi--Témiscamingue/Abitibi--Témiscamingue,183,McWatters,49,12,141,7,20,9,238,531
Abitibi--Témiscamingue/Abitibi--Témiscamingue,184,McWatters,44,14,119,3,8,7,195,431
Abitibi--Témiscamingue/Abitibi--Témiscamingue,185,McWatters,52,9,141,2,14,7,225,430
Abitibi--Témiscamingue/Abitibi--Témiscamingue,186,Cadillac,30,19,73,4,3,5,134,295
Abitibi--Témiscamingue/Abitibi--Témiscamingue,187,Cadillac,45,20,83,3,3,2,156,281
Abitibi--Témiscamingue/Abitibi--Témiscamingue,188,Bellecombe,31,5,62,3,4,3,108,224
Abitibi--Témiscamingue/Abitibi--Témiscamingue,189,Bellecombe,38,10,105,6,9,9,177,329
Abitibi--Témiscamingue/Abitibi--Témiscamingue,190,Nédelec,75,15,54,3,7,2,156,304
Abitibi--Témiscamingue/Abitibi--Témiscamingue,191,Guérin,28,16,52,8,0,2,106,216
Abitibi--Témiscamingue/Abitibi--Témiscamingue,192,Notre-Dame-du-Nord,83,11,75,5,6,0,180,407
Abitibi--Témiscamingue/Abitibi--Témiscamingue,193,Notre-Dame-du-Nord,81,6,7,7,32,1,134,382
Abitibi--Témiscamingue/Abitibi--Témiscamingue,194,Notre-Dame-du-Nord,38,14,52,6,2,1,113,260
Abitibi--Témiscamingue/Abitibi--Témiscamingue,195,Notre-Dame-du-Nord,57,8,58,1,5,2,131,256
Abitibi--Témiscamingue/Abitibi--Témiscamingue,196,Saint-Eugène-de-Guigues,76,11,123,3,7,2,222,365
Abitibi--Témiscamingue/Abitibi--Témiscamingue,197,Angliers,79,8,45,2,4,3,141,252
Abitibi--Témiscamingue/Abitibi--Témiscamingue,198,Moffet,26,3,57,4,7,2,99,203
Abitibi--Témiscamingue/Abitibi--Témiscamingue,199,Laforce,25,5,31,3,2,0,66,143
Abitibi--Témiscamingue/Abitibi--Témiscamingue,200,Winneway,26,1,6,1,0,2,36,145
Abitibi--Témiscamingue/Abitibi--Témiscamingue,201,Laverlochère,29,10,68,9,1,6,123,189
Abitibi--Témiscamingue/Abitibi--Témiscamingue,202,Laverlochère,52,4,113,9,7,6,191,337
Abitibi--Témiscamingue/Abitibi--Témiscamingue,203,Fugèreville,44,14,78,5,6,3,150,262
Abitibi--Témiscamingue/Abitibi--Témiscamingue,204,Latulipe,38,12,56,1,7,2,116,239
Abitibi--Témiscamingue/Abitibi--Témiscamingue,205,Belleterre,38,8,63,3,2,0,114,274
Abitibi--Témiscamingue/Abitibi--Témiscamingue,206,Saint-Bruno-de-Guigues,60,6,113,2,3,2,186,340
Abitibi--Témiscamingue/Abitibi--Témiscamingue,207,Saint-Bruno-de-Guigues,86,19,153,5,4,4,271,468
Abitibi--Témiscamingue/Abitibi--Témiscamingue,208,Duhamel-Ouest,49,6,68,3,2,6,134,265
Abitibi--Témiscamingue/Abitibi--Témiscamingue,209,Duhamel-Ouest,56,15,125,3,4,5,208,367
Abitibi--Témiscamingue/Abitibi--Témiscamingue,210,Lorrainville,39,5,100,2,2,3,151,259
Abitibi--Témiscamingue/Abitibi--Témiscamingue,211,Lorrainville,48,13,122,7,2,4,196,325
Abitibi--Témiscamingue/Abitibi--Témiscamingue,212,Lorrainville,64,18,152,5,9,6,254,451
Abitibi--Témiscamingue/Abitibi--Témiscamingue,213,Ville-Marie,45,3,90,5,0,2,145,262
Abitibi--Témiscamingue/Abitibi--Témiscamingue,214A,Ville-Marie,29,7,65,2,6,2,111,232
Abitibi--Témiscamingue/Abitibi--Témiscamingue,214B,Ville-Marie,35,9,85,2,8,4,143,332
Abitibi--Témiscamingue/Abitibi--Témiscamingue,215,Ville-Marie,55,10,100,5,8,3,181,323
Abitibi--Témiscamingue/Abitibi--Témiscamingue,216,Ville-Marie,43,5,80,2,7,9,146,285
Abitibi--Témiscamingue/Abitibi--Témiscamingue,217,Ville-Marie,46,8,136,6,4,4,204,336
Abitibi--Témiscamingue/Abitibi--Témiscamingue,218,Ville-Marie,61,13,111,7,1,4,197,344
Abitibi--Témiscamingue/Abitibi--Témiscamingue,219,Saint-Placide-de-Béarn,45,7,69,5,2,5,133,280
Abitibi--Témiscamingue/Abitibi--Témiscamingue,220,Saint-Placide-de-Béarn,54,13,91,6,6,6,176,394
Abitibi--Témiscamingue/Abitibi--Témiscamingue,221,Saint-Édouard-de-Fabre,108,14,134,3,9,4,272,509
Abitibi--Témiscamingue/Abitibi--Témiscamingue,222,Témiscaming,84,20,93,5,15,4,221,524
Abitibi--Témiscamingue/Abitibi--Témiscamingue,223,Témiscaming,103,20,37,1,6,5,172,398
Abitibi--Témiscamingue/Abitibi--Témiscamingue,224,Témiscaming,80,20,37,5,10,0,152,324
Abitibi--Témiscamingue/Abitibi--Témiscamingue,225,Témiscaming,90,10,35,6,10,1,152,357
Abitibi--Témiscamingue/Abitibi--Témiscamingue,226,Témiscaming,81,13,24,2,13,1,134,367
Abitibi--Témiscamingue/Abitibi--Témiscamingue,227,Témiscaming,50,9,42,4,7,3,115,307
Abitibi--Témiscamingue/Abitibi--Témiscamingue,228,Tee Lake,46,13,30,3,11,0,103,206
Abitibi--Témiscamingue/Abitibi--Témiscamingue,229,Kipawa,155,16,14,2,14,1,202,412
Abitibi--Témiscamingue/Abitibi--Témiscamingue,230,Laniel,22,3,15,0,0,0,40,63
Abitibi--Témiscamingue/Abitibi--Témiscamingue,500,Mobile poll/Bureau itinérant,28,3,22,1,0,1,55,144
Abitibi--Témiscamingue/Abitibi--Témiscamingue,501,Mobile poll/Bureau itinérant,54,8,25,1,2,4,94,123
Abitibi--Témiscamingue/Abitibi--Témiscamingue,502,Mobile poll/Bureau itinérant,19,3,6,3,1,5,37,83
Abitibi--Témiscamingue/Abitibi--Témiscamingue,503,Mobile poll/Bureau itinérant,23,4,9,1,1,1,39,57
Abitibi--Témiscamingue/Abitibi--Témiscamingue,600,Normétal,12,0,33,0,1,1,47,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,601,La Sarre,227,28,283,8,7,11,564,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,602,Macamic,69,6,46,5,2,1,129,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,603,Duparquet,19,6,28,0,3,0,56,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,604,D'Alembert,17,3,42,1,2,1,66,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,605,Amos,26,9,98,3,3,3,142,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,606,Amos,160,48,353,9,9,5,584,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,607,Rochebaucourt,28,7,48,1,0,0,84,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,608,Évain,57,9,157,3,3,2,231,
Abitibi--Témiscamingue/Abitibi--Témiscamingue,609,Rouyn-Noranda,188,29,307,4,30,4,562,
