District,Poll Number,Poll Name,Gary Goodyear,John G. Gots,Alex W. Gryc,John Oprea,Janko Peric,Gary Price,Gareth M. White,Rejected Ballots,Total Vote,Electors
Cambridge/Cambridge,43,Cambridge,73,0,1,1,95,50,7,6,233,402
Cambridge/Cambridge,44,Cambridge,60,0,0,0,41,27,2,1,131,244
Cambridge/Cambridge,45,Cambridge,49,0,0,0,60,43,1,1,154,297
Cambridge/Cambridge,46,Cambridge,57,0,5,1,45,36,11,0,155,353
Cambridge/Cambridge,47,Cambridge,51,0,0,0,63,21,4,1,140,265
Cambridge/Cambridge,48,Cambridge,73,4,0,1,80,34,7,1,200,458
Cambridge/Cambridge,49,Cambridge,71,3,0,0,74,70,11,2,231,447
Cambridge/Cambridge,50,Cambridge,45,3,0,1,57,51,15,2,174,350
Cambridge/Cambridge,51,Cambridge,66,3,0,1,67,35,12,1,185,321
Cambridge/Cambridge,52,Cambridge,57,0,1,0,78,58,16,0,210,393
Cambridge/Cambridge,53,Cambridge,67,2,0,0,85,64,13,0,231,384
Cambridge/Cambridge,54,Cambridge,116,2,1,0,99,71,12,0,301,510
Cambridge/Cambridge,55,Cambridge,93,1,0,0,88,53,19,3,257,431
Cambridge/Cambridge,56,Cambridge,86,3,0,1,82,45,14,0,231,416
Cambridge/Cambridge,57,Cambridge,67,0,0,1,87,53,11,0,219,416
Cambridge/Cambridge,58,Cambridge,74,2,1,1,78,63,16,2,237,432
Cambridge/Cambridge,59,Cambridge,20,1,0,1,25,35,7,0,89,239
Cambridge/Cambridge,60,Cambridge,44,1,5,0,34,70,13,0,167,421
Cambridge/Cambridge,61,Cambridge,59,1,0,0,31,42,11,1,145,345
Cambridge/Cambridge,62,Cambridge,58,0,0,0,76,60,11,1,206,380
Cambridge/Cambridge,63,Cambridge,60,3,0,0,66,49,14,3,195,399
Cambridge/Cambridge,64,Cambridge,101,2,0,1,98,58,12,0,272,409
Cambridge/Cambridge,65,Cambridge,112,0,1,2,113,46,11,1,286,403
Cambridge/Cambridge,66A,Cambridge,65,1,1,0,94,15,1,2,179,316
Cambridge/Cambridge,66B,Cambridge,22,0,1,1,21,44,3,0,92,295
Cambridge/Cambridge,67,Cambridge,66,0,1,1,109,66,18,3,264,551
Cambridge/Cambridge,68,Cambridge,60,3,0,1,67,40,9,3,183,341
Cambridge/Cambridge,69,Cambridge,66,2,0,1,90,51,13,5,228,394
Cambridge/Cambridge,70,Cambridge,72,3,0,1,79,58,8,0,221,363
Cambridge/Cambridge,71,Cambridge,84,2,0,0,62,56,5,1,210,309
Cambridge/Cambridge,72A,Cambridge,61,1,0,2,77,47,8,0,196,327
Cambridge/Cambridge,72B,Mobile poll/Bureau itinérant,Merged with No. 38B,,,,,,,,,24
Cambridge/Cambridge,73,Cambridge,78,4,0,0,88,46,13,0,229,406
Cambridge/Cambridge,74,Cambridge,90,1,0,0,91,57,18,0,257,467
Cambridge/Cambridge,75,Cambridge,87,0,0,0,78,33,6,0,204,416
Cambridge/Cambridge,76,Cambridge,117,1,0,1,109,61,9,1,299,560
Cambridge/Cambridge,77,Cambridge,87,0,2,1,92,29,6,1,218,408
Cambridge/Cambridge,78,Cambridge,50,2,0,1,54,40,8,0,155,373
Cambridge/Cambridge,79,Cambridge,66,0,0,0,68,27,6,0,167,313
Cambridge/Cambridge,80,Cambridge,67,1,0,0,63,33,11,2,177,294
Cambridge/Cambridge,81,Cambridge,54,1,0,0,36,20,5,0,116,231
Cambridge/Cambridge,82,Cambridge,56,3,0,0,59,39,15,1,173,312
Cambridge/Cambridge,83,Cambridge,36,1,0,0,34,17,1,1,90,185
Cambridge/Cambridge,84,Cambridge,60,0,0,0,50,47,4,0,161,366
Cambridge/Cambridge,85,Cambridge,55,0,0,1,74,56,6,0,192,464
Cambridge/Cambridge,86,Cambridge,48,1,0,0,64,45,13,0,171,373
Cambridge/Cambridge,87,Cambridge,57,0,1,0,70,40,10,1,179,400
Cambridge/Cambridge,88,Cambridge,59,1,0,1,63,56,11,1,192,449
Cambridge/Cambridge,89,Cambridge,57,3,0,0,55,29,7,0,151,298
Cambridge/Cambridge,90,Cambridge,74,3,0,1,79,48,5,2,212,380
Cambridge/Cambridge,91,Cambridge,64,4,1,3,87,46,3,1,209,494
Cambridge/Cambridge,92,Cambridge,96,2,1,1,90,37,12,3,242,394
Cambridge/Cambridge,93,Cambridge,84,0,0,0,76,33,4,0,197,320
Cambridge/Cambridge,94,Cambridge,76,1,0,0,54,37,4,0,172,321
Cambridge/Cambridge,95,Cambridge,66,1,1,0,69,32,6,0,175,276
Cambridge/Cambridge,96,Cambridge,94,3,0,0,99,33,8,4,241,373
Cambridge/Cambridge,97,Cambridge,116,0,0,0,119,23,6,0,264,401
Cambridge/Cambridge,98,Cambridge,35,1,0,0,31,21,1,1,90,216
Cambridge/Cambridge,99,Cambridge,Merged with No. 101,,,,,,,,,95
Cambridge/Cambridge,100,Cambridge,79,0,0,0,105,22,6,2,214,430
Cambridge/Cambridge,101,Cambridge,65,0,0,0,81,19,9,0,174,239
Cambridge/Cambridge,102,Cambridge,90,3,2,0,93,44,14,0,246,447
Cambridge/Cambridge,103,Cambridge,114,1,1,1,151,27,5,3,303,554
Cambridge/Cambridge,104A,Cambridge,66,1,1,0,76,26,8,1,179,355
Cambridge/Cambridge,104B,Cambridge,48,0,1,0,52,36,6,0,143,302
Cambridge/Cambridge,105,Cambridge,79,2,0,1,105,21,5,0,213,421
Cambridge/Cambridge,106,Cambridge,47,0,0,0,60,16,7,1,131,216
Cambridge/Cambridge,107,Cambridge,73,0,1,1,93,29,14,0,211,341
Cambridge/Cambridge,108,Cambridge,79,1,0,0,52,8,1,0,141,241
Cambridge/Cambridge,109,Cambridge,80,0,0,0,126,16,10,0,232,376
Cambridge/Cambridge,110,Cambridge,46,0,0,1,78,16,3,0,144,279
Cambridge/Cambridge,111,Cambridge,136,2,1,0,126,25,9,0,299,525
Cambridge/Cambridge,112,Cambridge,51,0,0,0,73,20,7,1,152,334
Cambridge/Cambridge,113,Cambridge,74,1,0,0,115,20,6,4,220,400
Cambridge/Cambridge,114A,Cambridge,60,0,1,2,132,25,6,0,226,335
Cambridge/Cambridge,114B,Cambridge,76,0,0,0,75,25,9,2,187,354
Cambridge/Cambridge,115,Cambridge,67,1,0,2,123,22,7,2,224,398
Cambridge/Cambridge,116,Cambridge,99,1,0,1,120,39,9,0,269,476
Cambridge/Cambridge,117,Cambridge,83,1,0,1,103,36,7,0,231,412
Cambridge/Cambridge,118,Cambridge,35,1,2,0,70,24,1,0,133,233
Cambridge/Cambridge,119,Cambridge,80,2,0,1,76,14,7,0,180,334
Cambridge/Cambridge,120,Cambridge,82,1,0,0,62,46,10,2,203,309
Cambridge/Cambridge,121,Cambridge,93,1,0,0,79,17,10,1,201,333
Cambridge/Cambridge,122,Cambridge,109,3,0,0,103,39,17,1,272,420
Cambridge/Cambridge,123,Cambridge,158,2,1,0,127,81,10,0,379,550
Cambridge/Cambridge,124,Cambridge,105,2,1,1,78,70,16,0,273,464
Cambridge/Cambridge,125,Cambridge,64,1,0,0,112,50,7,1,235,374
Cambridge/Cambridge,126,Cambridge,78,0,0,0,73,27,15,0,193,333
Cambridge/Cambridge,127,Cambridge,54,1,0,0,78,52,16,1,202,366
Cambridge/Cambridge,128,Cambridge,64,1,0,0,48,59,18,1,191,470
Cambridge/Cambridge,129,Cambridge,53,3,1,0,82,56,6,0,201,416
Cambridge/Cambridge,130,Cambridge,59,0,1,0,63,57,13,0,193,374
Cambridge/Cambridge,131,Cambridge,47,2,2,1,84,59,7,2,204,470
Cambridge/Cambridge,132,Cambridge,65,3,1,1,86,42,7,4,209,455
Cambridge/Cambridge,133,Cambridge,53,1,3,1,115,56,7,4,240,496
Cambridge/Cambridge,134,Cambridge,39,5,0,0,76,35,5,1,161,434
Cambridge/Cambridge,135,Cambridge,49,0,0,1,60,50,6,2,168,421
Cambridge/Cambridge,136,Cambridge,57,7,0,0,94,45,13,0,216,422
Cambridge/Cambridge,137,Cambridge,50,6,1,0,70,51,3,4,185,393
Cambridge/Cambridge,138,Cambridge,61,2,1,1,70,42,9,0,186,389
Cambridge/Cambridge,139,Cambridge,33,2,1,1,45,54,13,0,149,458
Cambridge/Cambridge,140,Cambridge,76,6,0,1,55,56,9,4,207,400
Cambridge/Cambridge,141,Cambridge,72,2,1,0,81,63,7,4,230,434
Cambridge/Cambridge,142,Cambridge,62,3,1,0,60,52,7,0,185,390
Cambridge/Cambridge,143,Cambridge,65,1,3,4,93,80,18,4,268,555
Cambridge/Cambridge,144,Cambridge,94,0,1,0,108,53,21,2,279,466
Cambridge/Cambridge,145,Cambridge,79,5,1,0,73,54,16,0,228,424
Cambridge/Cambridge,146,Cambridge,79,3,0,2,55,67,13,0,219,418
Cambridge/Cambridge,147,Cambridge,79,0,1,0,70,55,9,1,215,405
Cambridge/Cambridge,148,Cambridge,133,1,0,0,117,58,8,1,318,488
Cambridge/Cambridge,149,Cambridge,102,0,1,0,119,37,11,1,271,402
Cambridge/Cambridge,150,Cambridge,60,0,0,0,69,33,13,0,175,285
Cambridge/Cambridge,151A,Cambridge,65,1,1,0,62,35,10,1,175,261
Cambridge/Cambridge,151B,Cambridge,Merged with No. 153,,,,,,,,,67
Cambridge/Cambridge,152,Cambridge,101,8,1,2,68,76,27,3,286,516
Cambridge/Cambridge,153,Cambridge,63,0,0,0,87,44,14,3,211,298
Cambridge/Cambridge,154,Cambridge,74,0,0,0,143,39,18,1,275,411
Cambridge/Cambridge,155,Cambridge,58,2,1,0,66,82,17,0,226,481
Cambridge/Cambridge,156,Cambridge,61,0,0,0,35,49,8,2,155,338
Cambridge/Cambridge,157,Cambridge,69,4,0,2,95,64,6,3,243,395
Cambridge/Cambridge,158,Cambridge,52,0,0,0,36,65,10,0,163,336
Cambridge/Cambridge,159,Cambridge,55,3,1,0,50,86,10,0,205,403
Cambridge/Cambridge,160,Cambridge,59,0,1,0,67,52,11,0,190,422
Cambridge/Cambridge,161,Cambridge,45,0,0,1,49,59,14,0,168,435
Cambridge/Cambridge,162,Cambridge,85,0,0,1,114,74,22,1,297,554
Cambridge/Cambridge,163,Cambridge,130,0,0,0,135,45,19,3,332,500
Cambridge/Cambridge,164,Cambridge,58,3,0,1,103,50,9,1,225,387
Cambridge/Cambridge,165,Cambridge,101,3,1,0,94,63,13,3,278,453
Cambridge/Cambridge,166,Cambridge,32,5,1,0,16,27,1,0,82,329
Cambridge/Cambridge,167A,Cambridge,80,4,0,0,70,60,14,1,229,360
Cambridge/Cambridge,167B,Mobile poll/Bureau itinérant,Merged with No. 501,,,,,,,,,120
Cambridge/Cambridge,168,Cambridge,75,0,1,0,54,47,16,0,193,379
Cambridge/Cambridge,169,Cambridge,18,0,0,0,30,22,6,0,76,133
Cambridge/Cambridge,170,Cambridge,102,2,0,0,105,53,7,0,269,411
Cambridge/Cambridge,171,Cambridge,116,1,0,0,126,62,17,0,322,460
Cambridge/Cambridge,172A,Cambridge,65,2,1,0,54,47,8,0,177,304
Cambridge/Cambridge,172B,Cambridge,48,2,0,0,46,46,7,2,151,284
Cambridge/Cambridge,173,Cambridge,72,1,0,0,78,43,4,0,198,344
Cambridge/Cambridge,174,Cambridge,74,0,0,0,71,28,12,0,185,277
Cambridge/Cambridge,175,Cambridge,39,3,1,1,45,51,16,0,156,396
Cambridge/Cambridge,176,Cambridge,53,6,0,0,59,61,9,0,188,347
Cambridge/Cambridge,177,Cambridge,88,4,1,1,76,88,16,11,285,440
Cambridge/Cambridge,178,Cambridge,55,2,1,0,67,65,6,3,199,398
Cambridge/Cambridge,179,Cambridge,73,0,2,0,90,67,18,0,250,424
Cambridge/Cambridge,180,Cambridge,63,1,0,1,79,46,5,1,196,332
Cambridge/Cambridge,181,Cambridge,71,1,2,1,64,52,8,0,199,415
Cambridge/Cambridge,182,Cambridge,80,3,0,1,45,54,10,2,195,491
Cambridge/Cambridge,183,Cambridge,64,1,2,0,96,50,11,1,225,447
Cambridge/Cambridge,184A,Cambridge,54,2,1,3,92,42,8,3,205,382
Cambridge/Cambridge,184B,Cambridge,77,1,0,2,57,47,15,3,202,389
Cambridge/Cambridge,185,Cambridge,50,2,0,0,61,30,8,1,152,230
Cambridge/Cambridge,186,Cambridge,32,0,0,0,67,25,7,0,131,265
Cambridge/Cambridge,187,Cambridge,51,4,4,0,95,49,3,2,208,425
Cambridge/Cambridge,188,Cambridge,67,3,1,2,72,50,8,3,206,429
Cambridge/Cambridge,189,Cambridge,72,3,2,2,75,21,4,5,184,322
Cambridge/Cambridge,190,Cambridge,52,0,1,1,60,29,2,1,146,294
Cambridge/Cambridge,191,Cambridge,55,1,1,0,65,55,3,0,180,502
Cambridge/Cambridge,192,Cambridge,46,3,0,1,56,58,11,2,177,363
Cambridge/Cambridge,193,Cambridge,24,0,0,0,21,28,3,0,76,295
Cambridge/Cambridge,194,Cambridge,57,5,0,0,53,44,7,0,166,291
Cambridge/Cambridge,195,Cambridge,68,3,0,0,71,55,19,6,222,397
Cambridge/Cambridge,196,Cambridge,104,3,1,1,70,38,2,1,220,387
Cambridge/Cambridge,197,Cambridge,84,1,0,0,84,44,10,3,226,434
Cambridge/Cambridge,198,Cambridge,44,0,0,0,50,23,5,2,124,259
Cambridge/Cambridge,199,Cambridge,86,2,1,0,93,48,8,0,238,430
Cambridge/Cambridge,200,Cambridge,71,0,0,0,61,34,2,0,168,319
Cambridge/Cambridge,201,Cambridge,86,0,3,2,101,62,16,2,272,534
Cambridge/Cambridge,202,Cambridge,99,2,0,1,91,36,8,1,238,454
Cambridge/Cambridge,203,Cambridge,137,1,0,0,138,42,23,1,342,573
Cambridge/Cambridge,204,Cambridge,106,1,0,0,103,31,8,0,249,462
Cambridge/Cambridge,205,Cambridge,53,2,0,0,43,21,3,0,122,253
Cambridge/Cambridge,206,Cambridge,78,5,2,4,87,57,18,2,253,481
Cambridge/Cambridge,207,North Dumfries,133,4,0,0,112,32,13,0,294,448
Cambridge/Cambridge,208,North Dumfries,99,3,0,2,67,25,7,1,204,313
Cambridge/Cambridge,209,North Dumfries,80,0,0,0,118,40,19,0,257,389
Cambridge/Cambridge,210,North Dumfries,122,2,0,0,138,34,23,0,319,531
Cambridge/Cambridge,211,North Dumfries,55,1,0,1,67,34,12,0,170,279
Cambridge/Cambridge,212,North Dumfries,108,2,0,2,121,38,14,2,287,486
Cambridge/Cambridge,213,North Dumfries,34,1,0,0,47,21,6,1,110,199
Cambridge/Cambridge,214,North Dumfries,94,1,0,0,101,32,5,0,233,415
Cambridge/Cambridge,215,North Dumfries,41,0,0,0,27,7,4,0,79,142
Cambridge/Cambridge,216,North Dumfries,56,4,0,2,75,43,8,0,188,335
Cambridge/Cambridge,217,North Dumfries,112,4,0,0,101,38,11,0,266,462
Cambridge/Cambridge,218,North Dumfries,95,4,0,2,87,26,19,1,234,345
Cambridge/Cambridge,219,North Dumfries,104,2,0,1,99,28,10,3,247,421
Cambridge/Cambridge,220,North Dumfries,79,2,0,0,38,44,6,1,170,315
Cambridge/Cambridge,221A,North Dumfries,77,3,1,0,33,25,1,0,140,278
Cambridge/Cambridge,221B,North Dumfries,79,2,0,0,72,35,8,0,196,314
Cambridge/Cambridge,222,North Dumfries,80,0,0,3,57,25,10,0,175,257
Cambridge/Cambridge,223,North Dumfries,115,2,1,0,58,39,5,0,220,318
Cambridge/Cambridge,500,Mobile poll/Bureau itinérant,49,1,3,5,40,11,3,0,112,134
Cambridge/Cambridge,501,Mobile poll/Bureau itinérant,27,2,3,2,35,23,2,1,95,137
Cambridge/Cambridge,600,Cambridge,370,4,0,1,247,105,30,3,760,
Cambridge/Cambridge,601,Cambridge,241,3,0,2,165,104,25,2,542,
Cambridge/Cambridge,602,Cambridge,196,3,1,1,111,52,8,1,373,
Cambridge/Cambridge,603,Cambridge,226,2,0,2,142,90,24,0,486,
Cambridge/Cambridge,604,Cambridge,365,5,1,0,249,62,26,4,712,
Cambridge/Cambridge,605,Cambridge,252,2,1,0,167,95,25,4,546,
Cambridge/Cambridge,606,Cambridge,198,6,2,0,159,77,19,1,462,
Cambridge/Cambridge,607,North Dumfries,166,0,0,0,139,30,14,2,351,
Cambridge/Cambridge,608,North Dumfries,46,0,0,0,13,8,0,0,67,
Cambridge/Cambridge,,Group 1/Groupe 1,32,2,0,0,26,6,6,2,74,180
Cambridge/Cambridge,,Group 2/Groupe 2,279,4,0,1,197,129,27,2,639,
