District,Poll Number,Poll Name,Lise Bissonnette,Marc Bissonnette,Lyse Généreux,Nancy Girard,Serge Ménard,Rejected Ballots,Total Vote,Electors
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,29,Lorraine,7,23,6,89,171,5,301,484
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,30,Lorraine,8,8,7,68,129,2,222,361
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,31,Lorraine,5,8,3,71,82,2,171,287
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,32,Lorraine,20,19,9,88,116,1,253,369
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,33,Lorraine,12,17,14,105,160,6,314,503
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,34,Laval,11,13,3,37,151,3,218,401
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,35,Laval,16,7,11,40,162,5,241,396
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,36,Laval,7,11,14,52,201,9,294,485
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,37,Laval,11,13,9,47,201,7,288,506
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,38,Laval,3,10,5,29,159,12,218,399
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,39,Laval,6,8,9,55,138,7,223,392
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,40,Laval,4,12,9,73,181,8,287,434
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,41,Laval,14,17,9,49,171,8,268,476
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,42A,Laval,9,7,6,47,101,2,172,293
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,42B,Laval,4,10,3,29,96,5,147,306
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,43,Laval,11,10,15,57,193,9,295,432
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,44,Laval,15,27,14,85,236,9,386,558
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,45,Laval,8,27,12,64,217,6,334,470
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,46,Laval,8,16,10,81,211,12,338,513
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,47,Laval,6,22,6,79,201,8,322,469
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,48,Laval,11,19,7,38,137,6,218,464
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,49,Laval,6,17,12,82,176,7,300,502
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,50,Laval,13,11,9,82,206,3,324,497
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,51,Laval,7,14,6,60,141,5,233,412
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,52,Laval,15,21,9,95,162,8,310,475
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,53,Laval,5,11,14,98,218,7,353,528
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,54,Laval,6,15,11,67,113,6,218,361
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,55,Laval,3,3,14,50,170,4,244,338
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,56A,Laval,7,12,9,61,119,2,210,331
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,56B,Laval,11,16,10,70,112,3,222,333
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,57A,Laval,5,12,8,63,106,7,201,310
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,57B,Laval,3,12,7,69,113,11,215,306
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,58,Laval,2,9,10,83,96,6,206,318
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,59,Laval,7,6,13,105,165,7,303,459
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,60,Laval,15,20,7,102,155,8,307,440
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,61,Laval,9,25,10,136,173,8,361,536
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,62,Laval,12,10,15,95,132,4,268,381
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,63,Laval,11,10,12,75,208,11,327,485
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,64,Laval,9,9,9,87,145,3,262,402
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,65,Laval,7,9,15,81,157,5,274,400
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,66,Laval,9,12,7,86,141,4,259,401
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,67,Laval,10,6,15,61,176,7,275,408
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,68,Laval,7,2,4,97,153,0,263,394
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,69,Laval,2,9,12,56,68,2,149,216
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,70,Laval,7,6,4,37,103,2,159,250
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,71,Laval,6,14,3,73,169,3,268,390
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,72,Laval,8,13,5,70,156,3,255,373
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,73,Laval,6,11,17,53,169,3,259,356
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,74,Laval,6,15,5,77,198,3,304,446
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,75,Laval,10,18,12,120,208,5,373,528
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,76,Laval,4,6,10,42,157,2,221,364
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,77,Laval,8,15,15,58,153,8,257,369
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,78,Laval,2,7,2,34,97,1,143,299
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,79,Laval,7,10,13,62,188,10,290,400
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,80,Laval,9,5,5,59,164,5,247,416
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,81,Laval,13,16,10,46,150,5,240,417
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,82,Laval,15,7,8,48,163,8,249,395
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,83,Laval,9,13,10,73,165,6,276,476
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,84,Laval,11,18,7,63,126,4,229,383
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,85,Laval,4,11,3,64,136,3,221,365
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,86,Laval,8,11,9,48,121,3,200,365
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,87,Laval,8,11,6,41,131,3,200,324
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,88,Laval,10,12,10,52,135,9,228,373
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,89,Laval,6,15,9,55,129,4,218,341
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,90,Laval,8,9,13,47,171,11,259,399
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,91,Laval,7,12,6,69,143,0,237,394
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,92,Laval,8,16,10,52,144,4,234,388
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,93,Laval,8,13,10,58,121,4,214,358
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,94,Laval,15,14,15,47,190,7,288,534
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,95,Laval,5,13,14,47,164,4,247,420
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,96,Laval,15,13,13,60,124,3,228,386
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,97,Laval,7,12,9,52,116,0,196,351
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,98,Laval,4,9,5,76,123,2,219,423
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,99,Laval,11,14,16,109,253,10,413,619
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,100,Laval,15,10,18,50,175,4,272,417
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,101,Laval,17,14,5,59,206,10,311,485
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,102,Laval,6,11,7,53,151,3,231,405
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,103,Laval,8,12,15,54,142,3,234,371
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,104,Laval,7,13,10,63,166,4,263,455
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,105,Laval,6,16,4,57,128,7,218,356
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,106,Laval,12,10,7,61,192,8,290,466
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,107,Laval,15,17,14,40,196,4,286,507
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,108,Laval,16,7,12,52,175,7,269,466
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,109,Laval,14,10,12,49,142,0,227,384
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,110,Laval,6,12,9,26,141,3,197,382
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,111,Laval,4,11,8,42,146,2,213,385
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,112A,Laval,8,7,10,43,100,2,170,322
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,112B,Laval,4,8,6,50,88,6,162,342
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,113,Laval,15,12,8,47,175,1,258,421
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,114A,Rosemère,5,19,6,101,87,4,222,358
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,114B,Rosemère,6,21,4,73,71,1,176,309
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,115,Rosemère,15,25,8,123,136,4,311,503
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,116,Rosemère,6,14,1,77,60,0,158,270
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,117,Rosemère,19,33,9,111,163,6,341,558
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,118,Rosemère,13,15,11,91,145,5,280,478
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,119,Rosemère,12,17,13,72,153,7,274,480
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,120,Rosemère,17,18,12,72,121,0,240,367
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,121,Rosemère,25,30,22,142,135,4,358,514
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,122,Rosemère,12,18,11,99,126,3,269,428
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,123,Rosemère,10,25,6,112,111,1,265,381
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,124,Rosemère,12,28,8,127,162,7,344,583
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,125,Rosemère,3,6,5,67,65,3,149,231
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,126,Rosemère,13,8,11,89,135,7,263,361
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,127A,Rosemère,17,9,6,53,104,5,194,313
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,127B,Mobile poll/Bureau itinérant,Merged with No. 176B,,,,,,,84
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,128,Rosemère,13,15,13,75,136,2,254,413
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,129,Rosemère,14,26,18,110,114,2,284,441
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,130A,Rosemère,8,9,9,79,105,6,216,333
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,130B,Rosemère,10,9,3,55,96,3,176,306
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,131A,Rosemère,11,6,6,45,68,1,137,236
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,131B,Rosemère,9,7,12,43,86,2,159,256
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,132,Rosemère,13,18,11,88,100,3,233,343
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,133,Rosemère,8,14,2,76,94,3,197,301
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,134,Rosemère,5,22,2,125,106,6,266,447
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,135,Rosemère,11,16,10,116,87,1,241,394
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,136,Rosemère,11,14,7,93,101,3,229,417
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,137,Rosemère,11,18,2,131,101,6,269,485
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,138,Sainte-Thérèse,6,11,3,45,148,17,230,411
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,139,Sainte-Thérèse,9,10,5,45,117,6,192,470
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,140,Sainte-Thérèse,8,18,6,86,95,4,217,380
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,141A,Sainte-Thérèse,4,11,7,45,109,4,180,299
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,141B,Sainte-Thérèse,4,13,5,41,101,1,165,305
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,142,Sainte-Thérèse,9,14,7,116,175,9,330,534
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,143,Sainte-Thérèse,4,17,12,45,147,2,227,488
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,144,Sainte-Thérèse,4,16,4,54,160,6,244,459
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,145,Sainte-Thérèse,3,15,8,41,119,10,196,359
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,146,Sainte-Thérèse,10,5,6,32,130,8,191,440
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,147,Sainte-Thérèse,8,31,8,47,191,3,288,535
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,148,Sainte-Thérèse,14,10,5,49,132,7,217,425
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,149,Sainte-Thérèse,9,12,4,27,114,8,174,411
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,150,Sainte-Thérèse,7,11,10,24,136,8,196,315
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,151,Sainte-Thérèse,6,12,4,47,112,9,190,358
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,152,Sainte-Thérèse,8,8,4,35,107,8,170,386
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,153,Sainte-Thérèse,14,5,14,26,137,7,203,398
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,154,Sainte-Thérèse,10,11,8,32,120,9,190,339
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,155,Sainte-Thérèse,12,16,5,53,158,7,251,495
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,156,Sainte-Thérèse,8,16,8,37,171,6,246,570
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,157,Sainte-Thérèse,15,11,9,38,117,2,192,438
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,158,Sainte-Thérèse,10,21,7,56,117,4,215,362
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,159,Sainte-Thérèse,11,13,9,54,139,11,237,415
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,160,Sainte-Thérèse,17,16,10,38,164,9,254,469
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,161,Sainte-Thérèse,9,8,3,26,99,4,149,425
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,162,Sainte-Thérèse,9,5,6,64,123,2,209,301
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,163,Sainte-Thérèse,19,16,8,103,245,9,400,581
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,164,Sainte-Thérèse,8,18,12,96,163,4,301,397
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,165,Sainte-Thérèse,12,13,16,129,162,2,334,441
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,166,Sainte-Thérèse,15,18,10,100,178,4,325,491
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,167,Sainte-Thérèse,11,19,7,106,150,1,294,470
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,168,Sainte-Thérèse,12,7,12,82,126,8,247,342
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,169,Sainte-Thérèse,6,12,12,43,114,2,189,297
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,170,Sainte-Thérèse,10,10,13,60,145,4,242,371
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,171A,Sainte-Thérèse,14,21,6,121,111,9,282,378
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,171B,Sainte-Thérèse,11,14,10,124,126,9,294,419
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,172,Sainte-Thérèse,14,22,8,44,121,3,212,350
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,173,Sainte-Thérèse,6,16,11,84,120,6,243,448
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,174,Sainte-Thérèse,5,6,6,42,114,4,177,358
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,175,Sainte-Thérèse,8,17,9,49,144,6,233,410
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,176A,Sainte-Thérèse,5,3,3,11,34,1,57,155
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,176B,Mobile poll/Bureau itinérant,3,13,6,43,48,4,117,142
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,177,Sainte-Thérèse,6,6,10,19,105,2,148,319
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,178,Sainte-Thérèse,10,17,8,27,108,5,175,339
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,179,Sainte-Thérèse,18,8,7,34,125,3,195,362
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,180,Sainte-Thérèse,9,13,5,50,133,12,222,435
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,181,Sainte-Thérèse,12,13,10,55,163,2,255,476
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,182,Sainte-Thérèse,10,16,7,48,180,13,274,542
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,183,Sainte-Thérèse,6,8,8,28,148,8,206,456
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,184A,Sainte-Thérèse,12,13,10,49,132,13,229,428
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,184B,Sainte-Thérèse,6,13,5,70,83,6,183,215
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,400,Laval,1,7,1,62,43,10,124,150
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,401,Sainte-Thérèse,Void,,,,,,,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,500,Mobile poll/Bureau itinérant,4,5,5,16,36,7,73,121
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,501,Mobile poll/Bureau itinérant,3,3,2,26,26,2,62,117
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,502,Mobile poll/Bureau itinérant,4,9,2,59,50,7,131,174
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,600,Bois-des-Filion,15,24,14,47,219,7,326,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,601,Lorraine,10,43,5,150,257,3,468,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,602,Laval,11,60,24,155,409,14,673,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,603,Laval,7,32,14,151,285,5,494,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,604,Laval,6,39,16,96,306,5,468,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,605,Laval,9,34,11,160,247,12,473,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,606,Rosemère,41,76,20,330,353,9,829,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,607,Sainte-Thérèse,14,33,19,133,301,0,500,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,608,Sainte-Thérèse,16,46,21,185,318,15,601,
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,,Group 1/Groupe 1,4,8,3,20,26,4,65,114
Marc-Aurèle-Fortin/Marc-Aurèle-Fortin,,Group 2/Groupe 2,19,85,24,324,516,19,987,
