District,Poll Number,Poll Name,Jim Abbott,Brent Bush,Carmen Gustafson,Ross Priest,Rejected Ballots,Total Vote,Electors
Kootenay--Columbia/Kootenay--Columbia,28,Yoho,23,38,19,27,2,109,159
Kootenay--Columbia/Kootenay--Columbia,29,Parson,72,28,9,25,0,134,135
Kootenay--Columbia/Kootenay--Columbia,30,Edgewood,58,85,23,33,1,200,372
Kootenay--Columbia/Kootenay--Columbia,31,Fauquier,55,50,9,11,0,125,170
Kootenay--Columbia/Kootenay--Columbia,32,Burton,68,62,13,34,2,179,286
Kootenay--Columbia/Kootenay--Columbia,33,Brouse,134,112,30,77,1,354,541
Kootenay--Columbia/Kootenay--Columbia,34,Nakusp,60,46,18,21,0,145,242
Kootenay--Columbia/Kootenay--Columbia,35,Nakusp,69,77,12,64,0,222,352
Kootenay--Columbia/Kootenay--Columbia,36,Nakusp,54,40,8,38,1,141,231
Kootenay--Columbia/Kootenay--Columbia,37,Nakusp,94,65,8,39,0,206,332
Kootenay--Columbia/Kootenay--Columbia,38,Beaton,7,10,6,6,0,29,43
Kootenay--Columbia/Kootenay--Columbia,39,Meadow Creek,64,22,8,31,1,126,191
Kootenay--Columbia/Kootenay--Columbia,40,Brisco,51,29,15,23,0,118,199
Kootenay--Columbia/Kootenay--Columbia,41,Dry Gulch,91,19,15,38,0,163,270
Kootenay--Columbia/Kootenay--Columbia,42,Edgewater,133,60,24,41,0,258,453
Kootenay--Columbia/Kootenay--Columbia,43,Radium Hot Springs,155,60,25,68,4,312,528
Kootenay--Columbia/Kootenay--Columbia,44,Panorama,136,36,16,49,1,238,453
Kootenay--Columbia/Kootenay--Columbia,45,Shuswap,25,10,2,9,0,46,103
Kootenay--Columbia/Kootenay--Columbia,46,Lake Windermere,109,36,17,35,0,197,397
Kootenay--Columbia/Kootenay--Columbia,47A,Invermere,101,33,16,51,0,201,323
Kootenay--Columbia/Kootenay--Columbia,47B,Invermere,96,30,16,57,2,201,323
Kootenay--Columbia/Kootenay--Columbia,48,Invermere,122,60,37,58,0,277,450
Kootenay--Columbia/Kootenay--Columbia,49A,Invermere,76,33,14,35,2,160,305
Kootenay--Columbia/Kootenay--Columbia,49B,Invermere,103,22,13,36,0,174,337
Kootenay--Columbia/Kootenay--Columbia,50A,Windermere,82,24,17,42,1,166,279
Kootenay--Columbia/Kootenay--Columbia,50B,Windermere,91,36,10,44,3,184,292
Kootenay--Columbia/Kootenay--Columbia,51,Windermere,110,21,4,34,0,169,260
Kootenay--Columbia/Kootenay--Columbia,52,Windermere,3,15,5,7,0,30,60
Kootenay--Columbia/Kootenay--Columbia,53,Fairmont,250,31,31,102,1,415,678
Kootenay--Columbia/Kootenay--Columbia,54,Canal Flats,217,42,10,55,1,325,539
Kootenay--Columbia/Kootenay--Columbia,55,Meadowbrook,129,79,18,33,0,259,452
Kootenay--Columbia/Kootenay--Columbia,56,Wasa,205,65,10,44,1,325,496
Kootenay--Columbia/Kootenay--Columbia,57,Skookumchuck,42,13,3,11,1,70,102
Kootenay--Columbia/Kootenay--Columbia,58,Elk Prairie,87,23,4,4,0,118,236
Kootenay--Columbia/Kootenay--Columbia,59,Fording,123,50,5,10,1,189,298
Kootenay--Columbia/Kootenay--Columbia,60,Elkford,144,67,12,27,0,250,383
Kootenay--Columbia/Kootenay--Columbia,61,Elkford,101,57,15,22,1,196,331
Kootenay--Columbia/Kootenay--Columbia,62,Elkford,135,75,7,14,2,233,372
Kootenay--Columbia/Kootenay--Columbia,63,Elkford,141,55,5,16,2,219,339
Kootenay--Columbia/Kootenay--Columbia,64,Sparwood,88,31,3,14,1,137,245
Kootenay--Columbia/Kootenay--Columbia,65,Sparwood,171,57,11,29,0,268,521
Kootenay--Columbia/Kootenay--Columbia,66,Sparwood,136,71,16,34,0,257,490
Kootenay--Columbia/Kootenay--Columbia,67,Sparwood,127,88,9,16,1,241,426
Kootenay--Columbia/Kootenay--Columbia,68,Sparwood,120,64,6,22,0,212,370
Kootenay--Columbia/Kootenay--Columbia,69,Sparwood,112,49,9,26,0,196,362
Kootenay--Columbia/Kootenay--Columbia,70,Sparwood,104,65,5,21,0,195,292
Kootenay--Columbia/Kootenay--Columbia,71,Hosmer,137,70,17,28,2,254,425
Kootenay--Columbia/Kootenay--Columbia,72,Fernie Ski Hill--Cokato,79,52,16,32,0,179,328
Kootenay--Columbia/Kootenay--Columbia,73A,Fernie,77,25,13,27,1,143,304
Kootenay--Columbia/Kootenay--Columbia,73B,Fernie,94,39,14,38,0,185,332
Kootenay--Columbia/Kootenay--Columbia,74,Fernie,131,81,13,69,0,294,510
Kootenay--Columbia/Kootenay--Columbia,75,Fernie,92,71,20,59,0,242,436
Kootenay--Columbia/Kootenay--Columbia,76,Fernie,75,78,19,27,3,202,342
Kootenay--Columbia/Kootenay--Columbia,77,Fernie,59,55,32,27,0,173,296
Kootenay--Columbia/Kootenay--Columbia,78,Fernie,43,35,19,37,0,134,257
Kootenay--Columbia/Kootenay--Columbia,79,Fernie,140,89,37,40,0,306,476
Kootenay--Columbia/Kootenay--Columbia,80,Fernie,135,38,14,54,0,241,401
Kootenay--Columbia/Kootenay--Columbia,81,West Fernie,50,32,13,24,0,119,218
Kootenay--Columbia/Kootenay--Columbia,82,Fort Steele,92,11,10,21,0,134,196
Kootenay--Columbia/Kootenay--Columbia,83,St. Mary's,6,29,9,19,0,63,99
Kootenay--Columbia/Kootenay--Columbia,84,Idlewild,72,14,3,20,0,109,184
Kootenay--Columbia/Kootenay--Columbia,85,Gold Creek Northeast,163,38,9,28,0,238,414
Kootenay--Columbia/Kootenay--Columbia,86,Gold Creek Southwest,202,36,10,45,0,293,521
Kootenay--Columbia/Kootenay--Columbia,87,Moyie,84,22,11,27,0,144,231
Kootenay--Columbia/Kootenay--Columbia,88,Silver Creek--Hidden Valley,173,45,7,51,0,276,447
Kootenay--Columbia/Kootenay--Columbia,89,Jim Smith Lake,174,55,14,48,2,293,513
Kootenay--Columbia/Kootenay--Columbia,90,New Lake,141,33,6,54,2,236,397
Kootenay--Columbia/Kootenay--Columbia,91,Wycliffe,141,39,15,33,1,229,412
Kootenay--Columbia/Kootenay--Columbia,92,Standard Hill,90,22,5,18,0,135,269
Kootenay--Columbia/Kootenay--Columbia,93,Cranbrook,80,16,5,18,1,120,249
Kootenay--Columbia/Kootenay--Columbia,94A,Cranbrook,83,55,9,28,3,178,327
Kootenay--Columbia/Kootenay--Columbia,94B,Cranbrook,87,38,3,23,1,152,297
Kootenay--Columbia/Kootenay--Columbia,95,Cranbrook,138,30,12,64,1,245,393
Kootenay--Columbia/Kootenay--Columbia,96,Cranbrook,129,49,11,55,0,244,390
Kootenay--Columbia/Kootenay--Columbia,97,Cranbrook,152,45,15,41,1,254,424
Kootenay--Columbia/Kootenay--Columbia,98,Cranbrook,101,54,11,30,1,197,366
Kootenay--Columbia/Kootenay--Columbia,99,Cranbrook,91,36,6,42,0,175,334
Kootenay--Columbia/Kootenay--Columbia,100,Cranbrook,130,44,17,68,2,261,454
Kootenay--Columbia/Kootenay--Columbia,101,Cranbrook,170,33,5,74,0,282,446
Kootenay--Columbia/Kootenay--Columbia,102,Cranbrook,158,46,7,65,0,276,434
Kootenay--Columbia/Kootenay--Columbia,103,Cranbrook,140,54,12,47,0,253,426
Kootenay--Columbia/Kootenay--Columbia,104,Cranbrook,142,43,11,60,0,256,426
Kootenay--Columbia/Kootenay--Columbia,105,Cranbrook,127,44,9,62,3,245,468
Kootenay--Columbia/Kootenay--Columbia,106,Cranbrook,150,54,15,67,1,287,465
Kootenay--Columbia/Kootenay--Columbia,107,Cranbrook,160,33,9,78,1,281,448
Kootenay--Columbia/Kootenay--Columbia,108,Cranbrook,147,43,6,55,0,251,424
Kootenay--Columbia/Kootenay--Columbia,109,Cranbrook,116,48,8,52,0,224,372
Kootenay--Columbia/Kootenay--Columbia,110,Cranbrook,124,82,11,39,2,258,521
Kootenay--Columbia/Kootenay--Columbia,111,Cranbrook,88,34,16,56,0,194,372
Kootenay--Columbia/Kootenay--Columbia,112,Cranbrook,103,49,11,48,1,212,379
Kootenay--Columbia/Kootenay--Columbia,113,Cranbrook,89,37,13,45,1,185,370
Kootenay--Columbia/Kootenay--Columbia,114,Cranbrook,73,46,10,37,1,167,417
Kootenay--Columbia/Kootenay--Columbia,115,Cranbrook,112,32,8,33,0,185,251
Kootenay--Columbia/Kootenay--Columbia,116,Cranbrook,Merged with No. 115,,,,,,101
Kootenay--Columbia/Kootenay--Columbia,117,Cranbrook,136,56,18,41,0,251,462
Kootenay--Columbia/Kootenay--Columbia,118,Cranbrook,112,48,14,51,3,228,437
Kootenay--Columbia/Kootenay--Columbia,119,Cranbrook,101,46,9,49,1,206,474
Kootenay--Columbia/Kootenay--Columbia,120,Cranbrook,126,42,5,68,0,241,451
Kootenay--Columbia/Kootenay--Columbia,121,Cranbrook,90,32,9,25,0,156,310
Kootenay--Columbia/Kootenay--Columbia,122,Cranbrook,153,34,10,41,2,240,433
Kootenay--Columbia/Kootenay--Columbia,123,Cranbrook,130,31,3,49,0,213,365
Kootenay--Columbia/Kootenay--Columbia,124,Cranbrook,137,62,7,26,0,232,494
Kootenay--Columbia/Kootenay--Columbia,125,Kimberley,119,81,12,42,1,255,385
Kootenay--Columbia/Kootenay--Columbia,126,Kimberley,111,69,8,36,0,224,369
Kootenay--Columbia/Kootenay--Columbia,127,Kimberley,95,98,15,36,0,244,362
Kootenay--Columbia/Kootenay--Columbia,128,Kimberley,85,58,15,49,0,207,372
Kootenay--Columbia/Kootenay--Columbia,129,Kimberley,110,87,22,31,0,250,381
Kootenay--Columbia/Kootenay--Columbia,130,Kimberley,86,96,29,34,0,245,433
Kootenay--Columbia/Kootenay--Columbia,131,Kimberley,81,47,16,43,0,187,338
Kootenay--Columbia/Kootenay--Columbia,132,Kimberley,62,63,15,21,0,161,268
Kootenay--Columbia/Kootenay--Columbia,133,Kimberley,66,89,20,28,1,204,318
Kootenay--Columbia/Kootenay--Columbia,134,Kimberley,95,65,12,24,0,196,341
Kootenay--Columbia/Kootenay--Columbia,135,Kimberley,104,106,15,51,0,276,428
Kootenay--Columbia/Kootenay--Columbia,136,Porteous,54,25,10,8,0,97,142
Kootenay--Columbia/Kootenay--Columbia,137,Kimberley,133,71,9,27,0,240,341
Kootenay--Columbia/Kootenay--Columbia,138A,Kimberley,143,58,21,36,1,259,427
Kootenay--Columbia/Kootenay--Columbia,138B,Mobile poll/Bureau itinérant,Merged with No. 501,,,,,,4
Kootenay--Columbia/Kootenay--Columbia,139,Fortie's Corner,150,46,15,44,1,256,381
Kootenay--Columbia/Kootenay--Columbia,140,Riondel,89,70,23,22,0,204,281
Kootenay--Columbia/Kootenay--Columbia,141,Crawford Bay,170,177,56,68,3,474,620
Kootenay--Columbia/Kootenay--Columbia,142,Boswell,86,22,13,25,0,146,226
Kootenay--Columbia/Kootenay--Columbia,143,West Creston,104,51,5,33,0,193,354
Kootenay--Columbia/Kootenay--Columbia,144,Wynndel,139,53,15,38,1,246,370
Kootenay--Columbia/Kootenay--Columbia,145A,Wynndel,146,37,12,35,0,230,438
Kootenay--Columbia/Kootenay--Columbia,145B,Wynndel,6,15,3,5,0,29,43
Kootenay--Columbia/Kootenay--Columbia,146,Lister,150,43,12,23,0,228,437
Kootenay--Columbia/Kootenay--Columbia,147,Canyon,166,53,16,29,0,264,413
Kootenay--Columbia/Kootenay--Columbia,148,Erickson,138,45,7,34,2,226,396
Kootenay--Columbia/Kootenay--Columbia,149,Goatfell,77,27,9,15,2,130,278
Kootenay--Columbia/Kootenay--Columbia,150,Canyon,118,35,5,38,0,196,334
Kootenay--Columbia/Kootenay--Columbia,151,Arrow Creek,131,61,28,34,0,254,472
Kootenay--Columbia/Kootenay--Columbia,152,Yahk,104,29,16,21,1,171,280
Kootenay--Columbia/Kootenay--Columbia,153,Creston,168,65,18,30,0,281,601
Kootenay--Columbia/Kootenay--Columbia,154,Creston,109,59,16,31,0,215,417
Kootenay--Columbia/Kootenay--Columbia,155,Creston,125,58,17,49,0,249,443
Kootenay--Columbia/Kootenay--Columbia,156,Creston,90,46,11,32,0,179,326
Kootenay--Columbia/Kootenay--Columbia,157,Creston,146,69,11,50,0,276,560
Kootenay--Columbia/Kootenay--Columbia,158,Creston,109,44,13,26,0,192,351
Kootenay--Columbia/Kootenay--Columbia,159,Creston,92,32,5,38,0,167,355
Kootenay--Columbia/Kootenay--Columbia,160,Creston,94,47,7,41,0,189,326
Kootenay--Columbia/Kootenay--Columbia,161,Creston,90,46,17,29,0,182,326
Kootenay--Columbia/Kootenay--Columbia,162,Erickson,116,34,10,39,0,199,352
Kootenay--Columbia/Kootenay--Columbia,163,Erickson,87,28,12,28,1,156,275
Kootenay--Columbia/Kootenay--Columbia,164,Wardner,126,15,11,26,1,179,288
Kootenay--Columbia/Kootenay--Columbia,165,Jaffray,109,27,2,26,0,164,317
Kootenay--Columbia/Kootenay--Columbia,166,Galloway,159,24,6,5,0,194,332
Kootenay--Columbia/Kootenay--Columbia,167,Elko,77,19,9,14,0,119,179
Kootenay--Columbia/Kootenay--Columbia,168,Baynes Lake,127,43,6,29,0,205,306
Kootenay--Columbia/Kootenay--Columbia,169,Grasmere,48,23,0,13,0,84,137
Kootenay--Columbia/Kootenay--Columbia,170,Tobacco Plains 2,5,18,0,3,0,26,43
Kootenay--Columbia/Kootenay--Columbia,500,Mobile poll/Bureau itinérant,24,17,4,18,1,64,114
Kootenay--Columbia/Kootenay--Columbia,501,Mobile poll/Bureau itinérant,56,29,2,19,1,107,212
Kootenay--Columbia/Kootenay--Columbia,502,Mobile poll/Bureau itinérant,49,18,4,21,1,93,176
Kootenay--Columbia/Kootenay--Columbia,503,Mobile poll/Bureau itinérant,14,18,1,7,5,45,85
Kootenay--Columbia/Kootenay--Columbia,504,Mobile poll/Bureau itinérant,39,11,6,10,3,69,125
Kootenay--Columbia/Kootenay--Columbia,505,Mobile poll/Bureau itinérant,3,0,0,3,1,7,19
Kootenay--Columbia/Kootenay--Columbia,600,Revelstoke,182,175,21,78,3,459,
Kootenay--Columbia/Kootenay--Columbia,601,Golden,137,73,24,46,1,281,
Kootenay--Columbia/Kootenay--Columbia,602,Nakusp,66,35,18,28,0,147,
Kootenay--Columbia/Kootenay--Columbia,603,Invermere,182,41,17,50,0,290,
Kootenay--Columbia/Kootenay--Columbia,604,Wasa--Canal Flats,30,5,2,5,0,42,
Kootenay--Columbia/Kootenay--Columbia,605,Sparwood--Elkford,160,55,13,14,0,242,
Kootenay--Columbia/Kootenay--Columbia,606,Fernie & area,143,71,19,67,0,300,
Kootenay--Columbia/Kootenay--Columbia,607,Cranbrook--Rural,175,43,12,39,0,269,
Kootenay--Columbia/Kootenay--Columbia,608,Cranbrook,388,64,16,111,3,582,
Kootenay--Columbia/Kootenay--Columbia,609,Cranbrook,327,102,23,96,1,549,
Kootenay--Columbia/Kootenay--Columbia,610,Kimberley,247,141,19,70,1,478,
Kootenay--Columbia/Kootenay--Columbia,611,Creston--Rural,203,65,12,29,1,310,
Kootenay--Columbia/Kootenay--Columbia,612,Creston--Erickson,282,89,25,81,1,478,
Kootenay--Columbia/Kootenay--Columbia,613,Jaffray & area,100,16,3,10,0,129,
Kootenay--Columbia/Kootenay--Columbia,,Group 1/Groupe 1,54,14,5,17,1,91,182
Kootenay--Columbia/Kootenay--Columbia,,Group 2/Groupe 2,343,118,34,114,1,610,
