District,Poll Number,Poll Name,Janis Crawford,Marie Henretta,Carole Lavallée,Jean-François Mongeau,Marc Savard,David Vachon,Rejected Ballots,Total Vote,Electors
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,50,Saint-Hubert,8,3,81,8,33,2,1,136,239
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,51,Saint-Hubert,1,4,128,12,55,1,6,207,341
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,52,Saint-Hubert,5,4,121,9,53,1,13,206,340
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,53,Saint-Hubert,8,9,168,15,53,4,4,261,416
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,54,Saint-Hubert,5,9,155,7,45,1,2,224,358
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,55A,Saint-Hubert,5,9,105,6,40,3,7,175,316
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,55B,Saint-Hubert,9,6,143,13,26,1,3,201,316
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,56A,Saint-Hubert,1,9,103,6,58,1,4,182,281
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,56B,Saint-Hubert,4,9,138,16,46,2,2,217,331
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,57A,Saint-Hubert,3,5,108,5,25,1,4,151,237
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,57B,Saint-Hubert,0,9,84,17,43,3,7,163,262
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,58A,Saint-Hubert,4,13,128,4,36,3,2,190,294
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,58B,Saint-Hubert,5,9,90,4,39,3,2,152,240
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,59A,Saint-Hubert,4,4,64,10,40,0,4,126,201
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,59B,Saint-Hubert,3,7,124,6,35,4,5,184,289
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,60A,Saint-Hubert,4,6,113,6,46,2,5,182,269
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,60B,Saint-Hubert,2,3,79,9,15,2,3,113,220
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,61,Saint-Hubert,7,15,126,10,49,5,8,220,411
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,62,Saint-Hubert,5,6,96,15,37,3,7,169,397
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,63,Saint-Hubert,2,6,149,14,43,1,7,222,360
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,64,Saint-Hubert,3,15,143,11,38,5,4,219,386
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,65,Saint-Hubert,2,4,121,14,42,3,1,187,364
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,66,Saint-Hubert,2,6,157,15,66,2,2,250,409
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,67,Saint-Hubert,1,4,103,5,24,3,3,143,225
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,68A,Saint-Hubert,1,5,91,9,28,0,4,138,234
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,68B,Saint-Hubert,5,9,90,5,26,2,2,139,306
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,69,Saint-Hubert,6,11,184,20,67,1,4,293,444
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,70,Saint-Hubert,4,16,110,17,37,2,5,191,339
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,71A,Saint-Hubert,2,8,76,8,18,2,12,126,256
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,71B,Saint-Hubert,2,6,63,16,22,1,4,114,236
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,72A,Saint-Hubert,1,9,132,11,38,3,4,198,331
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,72B,Saint-Hubert,3,3,76,13,38,0,3,136,230
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,73,Saint-Hubert,10,7,268,17,61,11,9,383,599
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,73-1,Saint-Hubert,1,7,126,12,38,3,8,195,317
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,74,Saint-Hubert,8,17,178,15,72,5,7,302,489
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,75,Saint-Hubert,10,7,193,13,45,0,3,271,430
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,76,Saint-Hubert,4,18,228,25,84,5,17,381,721
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,77A,Saint-Hubert,1,7,111,8,61,0,10,198,333
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,77B,Saint-Hubert,3,4,104,13,48,1,6,179,307
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,78,Saint-Hubert,8,7,142,21,76,7,10,271,430
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,79A,Saint-Hubert,10,3,116,9,53,0,3,194,275
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,79B,Saint-Hubert,6,5,132,18,63,2,2,228,351
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,80,Saint-Hubert,5,8,183,10,82,0,6,294,451
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,81,Saint-Hubert,5,10,176,5,93,2,7,298,463
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,82,Saint-Hubert,7,13,205,12,87,4,3,331,501
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,83A,Saint-Hubert,3,8,124,11,59,1,3,209,309
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,83B,Saint-Hubert,1,2,98,14,38,2,2,157,274
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,84A,Saint-Hubert,3,2,86,17,45,1,3,157,249
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,84B,Saint-Hubert,2,13,106,12,45,4,5,187,276
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,85,Saint-Hubert,3,7,176,20,44,3,3,256,453
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,86A,Saint-Hubert,3,10,114,8,53,3,2,193,334
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,86B,Saint-Hubert,2,3,93,12,38,4,1,153,261
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,87,Saint-Hubert,5,8,175,27,48,2,5,270,437
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,88,Saint-Hubert,4,5,173,15,41,4,3,245,428
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,89,Saint-Hubert,2,6,124,15,41,4,9,201,385
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,90,Saint-Hubert,6,10,80,14,39,2,8,159,310
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,91A,Saint-Hubert,2,5,66,4,24,1,3,105,213
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,91B,Saint-Hubert,5,2,82,4,37,1,4,135,239
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,92,Saint-Hubert,7,6,158,15,50,0,4,240,415
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,93,Saint-Hubert,5,9,118,16,57,0,4,209,376
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,94,Saint-Hubert,3,6,134,15,36,4,7,205,350
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,95,Saint-Hubert,6,7,111,13,51,1,2,191,340
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,96,Saint-Hubert,6,11,151,9,59,1,7,244,403
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,97,Saint-Hubert,6,7,141,5,58,1,9,227,374
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,98,Saint-Hubert,3,14,151,10,38,3,3,222,415
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,99,Saint-Hubert,4,12,177,6,48,2,7,256,412
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,100,Saint-Hubert,5,17,124,16,66,3,6,237,399
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,101,Saint-Hubert,2,20,154,19,59,2,4,260,431
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,102,Saint-Hubert,6,7,88,16,51,1,4,173,335
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,103A,Saint-Hubert,6,5,101,9,38,3,3,165,278
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,103B,Saint-Hubert,5,3,104,7,24,2,7,152,242
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,104,Saint-Hubert,11,9,148,9,45,5,7,234,439
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,105A,Saint-Hubert,3,16,93,17,37,2,3,171,385
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,105B,Saint-Hubert,1,2,108,10,37,5,4,167,377
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,106,Saint-Hubert,4,11,127,20,65,3,7,237,379
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,107,Saint-Hubert,10,11,129,12,58,3,5,228,361
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,108,Saint-Hubert,10,7,138,21,70,1,1,248,418
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,109,Saint-Hubert,1,18,130,9,53,0,7,218,387
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,110,Saint-Hubert,3,9,129,14,43,3,10,211,360
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,111,Saint-Hubert,2,9,93,8,55,4,4,175,327
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,112,Saint-Hubert,7,5,106,15,52,1,8,194,354
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,113,Saint-Hubert,0,9,124,18,60,1,9,221,376
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,114,Saint-Hubert,5,11,109,17,32,1,8,183,322
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,115A,Saint-Hubert,3,4,81,5,41,2,4,140,243
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,115B,Saint-Hubert,4,7,97,1,43,1,4,157,278
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,116,Saint-Hubert,5,5,157,14,54,4,2,241,385
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,117,Saint-Hubert,3,16,160,13,60,6,2,260,446
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,118,Saint-Hubert,7,20,161,13,54,6,4,265,452
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,119,Saint-Hubert,Void,,,,,,,,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,120,Saint-Hubert,5,12,133,9,39,5,10,213,372
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,121,Saint-Hubert,2,4,165,16,55,2,8,252,468
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,122A,Saint-Hubert,4,6,65,5,17,3,4,104,247
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,122B,Saint-Hubert,1,5,65,6,43,2,4,126,238
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,123,Saint-Hubert,4,12,127,18,56,4,4,225,399
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,124,Saint-Hubert,3,13,137,10,47,3,9,222,475
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,124-1,Saint-Hubert,5,8,120,7,35,3,4,182,375
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,125A,Saint-Hubert,1,5,85,5,25,2,5,128,299
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,125B,Saint-Hubert,6,8,108,10,27,0,1,160,317
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,126,Saint-Hubert,1,2,77,6,15,4,1,106,167
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,127,Saint-Hubert,5,5,97,10,44,2,8,171,417
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,128,Saint-Hubert,3,4,117,5,39,3,4,175,356
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,129,Saint-Hubert,7,5,97,13,47,5,5,179,420
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,130,Saint-Hubert,3,9,160,17,73,5,10,277,493
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,131,Saint-Hubert,6,7,117,13,34,4,2,183,316
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,132,Saint-Hubert,6,6,140,8,38,5,9,212,390
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,133,Saint-Hubert,4,2,113,8,60,3,6,196,377
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,134,Saint-Hubert,2,7,126,9,40,2,1,187,396
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,135,Saint-Hubert,0,8,94,6,38,1,3,150,382
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,136,Saint-Hubert,7,5,92,10,47,2,7,170,300
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,137,Saint-Hubert,9,8,121,12,77,1,2,230,397
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,138,Saint-Hubert,5,11,134,16,57,2,9,234,430
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,139,Saint-Hubert,8,9,153,13,95,3,6,287,480
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,140,Saint-Hubert,10,14,147,16,78,3,3,271,436
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,141,Saint-Hubert,4,12,132,8,91,2,8,257,396
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,142,Saint-Hubert,7,10,99,21,60,1,8,206,325
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,143,Saint-Hubert,5,7,122,11,66,1,2,214,443
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,144,Saint-Hubert,7,8,94,12,43,4,7,175,397
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,145,Saint-Hubert,4,5,110,11,46,1,7,184,390
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,146,Saint-Hubert,4,4,135,9,46,5,4,207,393
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,147,Saint-Hubert,8,4,128,9,72,5,5,231,427
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,148,Saint-Hubert,7,7,109,9,56,5,9,202,394
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,149,Saint-Hubert,3,9,105,11,48,3,7,186,406
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,150,Saint-Hubert,3,5,99,4,38,2,5,156,410
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,151,Saint-Hubert,5,6,70,15,33,2,5,136,323
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,152,Saint-Hubert,10,10,149,12,36,4,7,228,525
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,153,Saint-Hubert,3,14,98,12,45,2,9,183,335
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,154,Saint-Hubert,3,10,125,8,49,7,3,205,377
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,155,Saint-Hubert,6,9,131,15,52,6,5,224,388
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,156,Saint-Hubert,11,6,131,11,62,4,3,228,367
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,157,Saint-Hubert,1,12,105,29,70,4,8,229,389
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,158,Saint-Hubert,2,7,99,15,63,1,7,194,336
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,159,Saint-Hubert,8,8,103,9,58,4,8,198,357
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,160,Saint-Hubert,1,8,132,7,46,4,5,203,368
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,161,Saint-Hubert,2,9,99,10,51,1,7,179,379
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,162,Saint-Hubert,6,16,120,16,77,5,6,246,447
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,163,Saint-Hubert,4,14,89,21,67,5,7,207,399
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,164,Saint-Hubert,3,10,107,14,60,0,5,199,372
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,165,Saint-Hubert,3,13,124,11,48,0,7,206,390
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,166,Saint-Hubert,8,5,117,19,63,4,5,221,387
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,167,Saint-Hubert,6,7,106,13,55,3,7,197,364
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,168,Saint-Hubert,8,6,115,12,79,0,3,223,408
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,169,Saint-Hubert,4,6,98,13,59,8,2,190,403
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,170,Saint-Hubert,6,8,147,6,71,3,3,244,397
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,171,Saint-Hubert,6,7,80,12,61,1,3,170,381
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,172,Saint-Hubert,2,15,104,16,74,3,3,217,363
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,173,Saint-Hubert,3,13,104,8,84,5,0,217,366
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,174,Saint-Hubert,5,8,92,5,67,0,3,180,334
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,175,Saint-Hubert,12,17,98,6,65,5,9,212,355
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,176A,Saint-Hubert,2,6,72,5,42,0,0,127,245
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,176B,Saint-Hubert,4,11,99,8,52,3,4,181,326
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,177,Saint-Hubert,7,12,99,9,75,1,4,207,423
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,178,Saint-Hubert,9,10,132,5,62,4,2,224,403
