District,Poll Number,Poll Name,Marie-Hélène Brunet,Garnet Colly,Theodore Kouretas,Jean-François Labrecque,Danielle Lustgarten,Andrea Paine,Bernard Patry,Rejected Ballots,Total Vote,Electors
Pierrefonds--Dollard/Pierrefonds--Dollard,98,Dollard-des-Ormeaux,23,2,6,5,7,10,270,2,325,530
Pierrefonds--Dollard/Pierrefonds--Dollard,99,Dollard-des-Ormeaux,23,0,3,4,25,22,202,1,280,487
Pierrefonds--Dollard/Pierrefonds--Dollard,100,Dollard-des-Ormeaux,12,0,2,1,10,19,193,3,240,501
Pierrefonds--Dollard/Pierrefonds--Dollard,101,Dollard-des-Ormeaux,12,0,3,5,8,21,149,0,198,420
Pierrefonds--Dollard/Pierrefonds--Dollard,102,Dollard-des-Ormeaux,18,0,7,4,20,37,151,3,240,487
Pierrefonds--Dollard/Pierrefonds--Dollard,103,Dollard-des-Ormeaux,23,0,9,0,11,20,132,0,195,581
Pierrefonds--Dollard/Pierrefonds--Dollard,104,Dollard-des-Ormeaux,25,0,3,0,9,29,173,4,243,524
Pierrefonds--Dollard/Pierrefonds--Dollard,105,Dollard-des-Ormeaux,22,0,4,3,11,24,156,2,222,410
Pierrefonds--Dollard/Pierrefonds--Dollard,106,Dollard-des-Ormeaux,19,0,9,1,11,19,96,1,156,315
Pierrefonds--Dollard/Pierrefonds--Dollard,107,Dollard-des-Ormeaux,11,0,5,0,4,22,118,1,161,319
Pierrefonds--Dollard/Pierrefonds--Dollard,108,Dollard-des-Ormeaux,20,1,11,7,21,29,152,3,244,433
Pierrefonds--Dollard/Pierrefonds--Dollard,109,Dollard-des-Ormeaux,19,0,4,0,2,43,163,2,233,440
Pierrefonds--Dollard/Pierrefonds--Dollard,110,Dollard-des-Ormeaux,8,1,3,2,18,16,95,1,144,406
Pierrefonds--Dollard/Pierrefonds--Dollard,111,Dollard-des-Ormeaux,16,0,8,1,9,34,142,3,213,415
Pierrefonds--Dollard/Pierrefonds--Dollard,112,Dollard-des-Ormeaux,20,0,1,1,4,24,97,0,147,295
Pierrefonds--Dollard/Pierrefonds--Dollard,113,Dollard-des-Ormeaux,5,0,4,4,7,18,130,1,169,295
Pierrefonds--Dollard/Pierrefonds--Dollard,114,Dollard-des-Ormeaux,9,1,24,1,15,24,177,2,253,484
Pierrefonds--Dollard/Pierrefonds--Dollard,115,Dollard-des-Ormeaux,10,1,8,1,17,21,125,1,184,311
Pierrefonds--Dollard/Pierrefonds--Dollard,116,Dollard-des-Ormeaux,11,0,2,2,10,34,176,3,238,426
Pierrefonds--Dollard/Pierrefonds--Dollard,117,Dollard-des-Ormeaux,4,1,3,0,5,24,229,2,268,456
Pierrefonds--Dollard/Pierrefonds--Dollard,118,Dollard-des-Ormeaux,7,0,9,3,9,38,243,2,311,525
Pierrefonds--Dollard/Pierrefonds--Dollard,119,Dollard-des-Ormeaux,4,0,11,3,4,22,165,2,211,369
Pierrefonds--Dollard/Pierrefonds--Dollard,120,Dollard-des-Ormeaux,7,0,6,3,8,25,228,0,277,538
Pierrefonds--Dollard/Pierrefonds--Dollard,121,Dollard-des-Ormeaux,11,0,16,7,12,37,224,0,307,548
Pierrefonds--Dollard/Pierrefonds--Dollard,122,Dollard-des-Ormeaux,16,1,5,2,8,41,252,1,326,579
Pierrefonds--Dollard/Pierrefonds--Dollard,123,Dollard-des-Ormeaux,11,0,11,2,13,43,167,1,248,411
Pierrefonds--Dollard/Pierrefonds--Dollard,124,Dollard-des-Ormeaux,8,0,4,1,5,19,172,0,209,400
Pierrefonds--Dollard/Pierrefonds--Dollard,125,Dollard-des-Ormeaux,6,0,2,1,5,24,211,1,250,452
Pierrefonds--Dollard/Pierrefonds--Dollard,126,Dollard-des-Ormeaux,12,0,6,4,9,36,216,0,283,660
Pierrefonds--Dollard/Pierrefonds--Dollard,127,Dollard-des-Ormeaux,8,0,6,3,15,19,197,1,249,530
Pierrefonds--Dollard/Pierrefonds--Dollard,128,Dollard-des-Ormeaux,21,0,3,3,15,33,171,5,251,451
Pierrefonds--Dollard/Pierrefonds--Dollard,129,Dollard-des-Ormeaux,8,1,9,1,14,27,244,1,305,536
Pierrefonds--Dollard/Pierrefonds--Dollard,130,Dollard-des-Ormeaux,20,0,9,0,26,30,178,1,264,474
Pierrefonds--Dollard/Pierrefonds--Dollard,131,Dollard-des-Ormeaux,4,1,14,5,17,21,172,3,237,470
Pierrefonds--Dollard/Pierrefonds--Dollard,132,Dollard-des-Ormeaux,16,0,7,6,8,36,253,1,327,586
Pierrefonds--Dollard/Pierrefonds--Dollard,133,Pierrefonds,47,0,4,6,13,27,160,2,259,496
Pierrefonds--Dollard/Pierrefonds--Dollard,134,Pierrefonds,52,0,13,3,23,13,177,1,282,477
Pierrefonds--Dollard/Pierrefonds--Dollard,135,Pierrefonds,24,0,4,3,17,20,182,1,251,478
Pierrefonds--Dollard/Pierrefonds--Dollard,136,Pierrefonds,40,0,15,3,17,32,151,1,259,445
Pierrefonds--Dollard/Pierrefonds--Dollard,137,Pierrefonds,20,0,9,3,21,32,185,1,271,475
Pierrefonds--Dollard/Pierrefonds--Dollard,138,Pierrefonds,28,0,12,2,12,21,127,0,202,359
Pierrefonds--Dollard/Pierrefonds--Dollard,139,Pierrefonds,11,0,4,5,9,10,105,2,146,295
Pierrefonds--Dollard/Pierrefonds--Dollard,140,Pierrefonds,10,0,3,1,16,22,103,0,155,283
Pierrefonds--Dollard/Pierrefonds--Dollard,141,Pierrefonds,Void,,,,,,,,,
Pierrefonds--Dollard/Pierrefonds--Dollard,142,Pierrefonds,24,1,9,1,8,12,113,3,171,389
Pierrefonds--Dollard/Pierrefonds--Dollard,143,Pierrefonds,63,1,3,3,8,16,156,1,251,484
Pierrefonds--Dollard/Pierrefonds--Dollard,144,Pierrefonds,61,0,9,2,18,10,118,2,220,470
Pierrefonds--Dollard/Pierrefonds--Dollard,145A,Pierrefonds,10,1,0,1,3,9,47,0,71,85
Pierrefonds--Dollard/Pierrefonds--Dollard,145B,Pierrefonds,12,0,4,0,6,18,89,0,129,270
Pierrefonds--Dollard/Pierrefonds--Dollard,146,Pierrefonds,53,0,5,3,8,21,148,2,240,528
Pierrefonds--Dollard/Pierrefonds--Dollard,147,Pierrefonds,32,1,12,2,31,28,183,4,293,531
Pierrefonds--Dollard/Pierrefonds--Dollard,148,Pierrefonds,25,0,15,1,10,25,159,0,235,364
Pierrefonds--Dollard/Pierrefonds--Dollard,149,Pierrefonds,24,0,6,2,10,36,143,0,221,357
Pierrefonds--Dollard/Pierrefonds--Dollard,150,Pierrefonds,10,1,8,5,8,30,149,0,211,377
Pierrefonds--Dollard/Pierrefonds--Dollard,151,Pierrefonds,32,1,10,2,28,39,161,2,275,477
Pierrefonds--Dollard/Pierrefonds--Dollard,152,Pierrefonds,26,0,5,5,14,39,165,2,256,408
Pierrefonds--Dollard/Pierrefonds--Dollard,153,Sainte-Geneviève,37,0,3,0,11,20,100,0,171,426
Pierrefonds--Dollard/Pierrefonds--Dollard,154,Sainte-Geneviève,35,0,3,4,2,14,33,1,92,191
Pierrefonds--Dollard/Pierrefonds--Dollard,155,Dollard-des-Ormeaux,12,0,7,2,6,23,114,1,165,338
Pierrefonds--Dollard/Pierrefonds--Dollard,156,Dollard-des-Ormeaux,4,0,2,1,8,20,162,0,197,379
Pierrefonds--Dollard/Pierrefonds--Dollard,157,Dollard-des-Ormeaux,3,2,7,5,5,47,240,0,309,568
Pierrefonds--Dollard/Pierrefonds--Dollard,158,Dollard-des-Ormeaux,6,0,6,2,14,31,216,2,277,580
Pierrefonds--Dollard/Pierrefonds--Dollard,159,Dollard-des-Ormeaux,8,0,13,2,10,39,203,3,278,491
Pierrefonds--Dollard/Pierrefonds--Dollard,160,Dollard-des-Ormeaux,0,0,2,1,12,16,115,1,147,275
Pierrefonds--Dollard/Pierrefonds--Dollard,161,Dollard-des-Ormeaux,9,0,5,1,11,14,127,0,167,339
Pierrefonds--Dollard/Pierrefonds--Dollard,162,Dollard-des-Ormeaux,9,0,1,0,13,34,238,0,295,567
Pierrefonds--Dollard/Pierrefonds--Dollard,163,Dollard-des-Ormeaux,8,0,9,4,3,25,196,1,246,517
Pierrefonds--Dollard/Pierrefonds--Dollard,164,Dollard-des-Ormeaux,23,0,5,0,6,22,147,4,207,418
Pierrefonds--Dollard/Pierrefonds--Dollard,165,Dollard-des-Ormeaux,8,1,7,0,14,22,178,0,230,453
Pierrefonds--Dollard/Pierrefonds--Dollard,166A,Dollard-des-Ormeaux,17,1,3,0,8,13,96,3,141,398
Pierrefonds--Dollard/Pierrefonds--Dollard,166B,Mobile poll/Bureau itinérant,Merged with No. 502,,,,,,,,,99
Pierrefonds--Dollard/Pierrefonds--Dollard,167,Dollard-des-Ormeaux,6,0,3,4,14,25,119,0,171,354
Pierrefonds--Dollard/Pierrefonds--Dollard,168,Dollard-des-Ormeaux,16,0,4,3,12,17,153,0,205,415
Pierrefonds--Dollard/Pierrefonds--Dollard,169,Dollard-des-Ormeaux,16,0,11,0,15,12,137,2,193,433
Pierrefonds--Dollard/Pierrefonds--Dollard,170,Dollard-des-Ormeaux,9,1,6,1,25,18,196,5,261,514
Pierrefonds--Dollard/Pierrefonds--Dollard,171,Dollard-des-Ormeaux,15,0,3,2,18,22,114,1,175,531
Pierrefonds--Dollard/Pierrefonds--Dollard,172,Dollard-des-Ormeaux,13,1,11,5,11,26,176,1,244,406
Pierrefonds--Dollard/Pierrefonds--Dollard,173,Dollard-des-Ormeaux,13,1,9,1,24,24,185,1,258,413
Pierrefonds--Dollard/Pierrefonds--Dollard,174,Dollard-des-Ormeaux,11,0,7,0,9,19,151,2,199,386
Pierrefonds--Dollard/Pierrefonds--Dollard,175,Dollard-des-Ormeaux,28,2,5,6,13,21,187,1,263,440
Pierrefonds--Dollard/Pierrefonds--Dollard,176,Dollard-des-Ormeaux,33,0,6,4,17,49,182,0,291,572
Pierrefonds--Dollard/Pierrefonds--Dollard,177,Dollard-des-Ormeaux,20,0,7,0,18,32,147,0,224,390
Pierrefonds--Dollard/Pierrefonds--Dollard,178,Dollard-des-Ormeaux,18,0,9,4,18,25,174,2,250,399
Pierrefonds--Dollard/Pierrefonds--Dollard,179,Dollard-des-Ormeaux,19,0,14,3,14,21,167,2,240,362
Pierrefonds--Dollard/Pierrefonds--Dollard,180,Dollard-des-Ormeaux,25,0,14,2,14,23,191,2,271,428
Pierrefonds--Dollard/Pierrefonds--Dollard,181,Dollard-des-Ormeaux,22,0,11,2,17,32,178,2,264,429
Pierrefonds--Dollard/Pierrefonds--Dollard,182,Dollard-des-Ormeaux,8,0,7,3,12,22,187,0,239,382
Pierrefonds--Dollard/Pierrefonds--Dollard,183,Dollard-des-Ormeaux,9,0,13,5,11,40,193,1,272,447
Pierrefonds--Dollard/Pierrefonds--Dollard,184,Dollard-des-Ormeaux,16,0,4,5,11,25,195,1,257,425
Pierrefonds--Dollard/Pierrefonds--Dollard,185,Dollard-des-Ormeaux,15,0,4,2,16,19,145,1,202,391
Pierrefonds--Dollard/Pierrefonds--Dollard,500,Mobile poll/Bureau itinérant,7,0,0,0,1,4,31,2,45,143
Pierrefonds--Dollard/Pierrefonds--Dollard,501,Mobile poll/Bureau itinérant,11,0,0,0,1,2,40,1,55,77
Pierrefonds--Dollard/Pierrefonds--Dollard,502,Mobile poll/Bureau itinérant,10,2,1,4,4,13,111,2,147,180
Pierrefonds--Dollard/Pierrefonds--Dollard,600,Montréal,180,2,9,1,18,64,253,6,533,
Pierrefonds--Dollard/Pierrefonds--Dollard,601,Montréal,72,0,11,3,23,68,225,3,405,
Pierrefonds--Dollard/Pierrefonds--Dollard,602,Montréal,44,1,14,7,18,72,244,2,402,
Pierrefonds--Dollard/Pierrefonds--Dollard,603,Montréal,54,0,9,3,22,123,357,4,572,
Pierrefonds--Dollard/Pierrefonds--Dollard,604,Montréal,22,0,17,6,23,131,542,2,743,
Pierrefonds--Dollard/Pierrefonds--Dollard,605,Montréal,107,1,21,1,27,67,239,0,463,
Pierrefonds--Dollard/Pierrefonds--Dollard,606,Montréal,73,1,8,5,20,43,231,1,382,
Pierrefonds--Dollard/Pierrefonds--Dollard,607,St. Raphael,28,0,19,4,22,70,333,4,480,
Pierrefonds--Dollard/Pierrefonds--Dollard,,Group 1/Groupe 1,17,0,2,4,8,22,52,5,110,188
Pierrefonds--Dollard/Pierrefonds--Dollard,,Group 2/Groupe 2,102,1,14,4,41,87,416,6,671,
