District,Poll Number,Poll Name,Dean Allison,David Bylsma,Tom Ferguson,Dave Heatley,Phil Rose,Debbie Zimmerman,Rejected Ballots,Total Vote,Electors
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,18,Glanbrook,77,4,9,33,0,46,5,174,327
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,19,Glanbrook,119,3,8,45,1,50,3,229,353
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,20,Glanbrook,95,1,7,56,2,80,1,242,393
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,21,Glanbrook,71,1,6,49,0,56,1,184,397
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,22,Glanbrook,91,3,6,73,0,126,2,301,496
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,23,Glanbrook,84,1,13,35,1,81,2,217,340
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,24,Glanbrook,78,4,2,25,0,42,3,154,260
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,25,Glanbrook,91,6,3,51,1,77,1,230,376
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,26,Glanbrook,87,11,22,41,0,72,1,234,377
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,27,Hamilton,29,0,6,17,1,49,2,104,208
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,28A,Stoney Creek,73,3,8,40,1,98,0,223,408
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,28B,Stoney Creek,30,3,5,20,1,26,1,86,168
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,29,Stoney Creek,65,5,6,27,0,86,1,190,351
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,30,Stoney Creek,47,1,4,27,0,95,0,174,304
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,31,Stoney Creek,87,2,8,78,1,92,2,270,478
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,32,Stoney Creek,105,2,6,60,2,151,0,326,559
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,33,Stoney Creek,73,4,13,76,1,125,6,298,429
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,34,Stoney Creek,97,2,9,52,0,165,4,329,498
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,35,Stoney Creek,93,3,9,47,1,118,2,273,447
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,36,Stoney Creek,65,2,10,64,0,71,0,212,411
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,37A,Stoney Creek,54,0,6,52,2,69,3,186,342
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,37B,Stoney Creek,45,1,8,36,1,74,2,167,302
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,38A,Stoney Creek,78,1,3,55,0,105,0,242,445
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,38B,Stoney Creek,69,2,5,46,0,120,3,245,492
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,39,Stoney Creek,89,3,8,52,0,115,4,271,492
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,40,Stoney Creek,93,2,6,53,0,112,2,268,461
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,41,Stoney Creek,80,2,6,63,0,112,1,264,466
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,42,Stoney Creek,52,2,5,41,0,122,0,222,340
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,43,Stoney Creek,63,2,3,91,0,87,1,247,455
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,44,Stoney Creek,63,1,6,79,3,107,7,266,467
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,45,Stoney Creek,89,2,12,76,2,65,1,247,433
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,46,Stoney Creek,55,8,1,46,1,45,0,156,316
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,47,Stoney Creek,110,3,20,68,2,99,1,303,455
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,48,Stoney Creek,58,6,4,93,0,102,4,267,448
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,49,Stoney Creek,46,2,3,33,1,75,3,163,371
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,50,Stoney Creek,91,2,9,69,1,114,1,287,556
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,51,Stoney Creek,57,1,6,62,1,85,3,215,387
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,52,Stoney Creek,30,0,2,60,0,40,2,134,393
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,53,Stoney Creek,76,3,6,55,2,81,3,226,398
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,54,Stoney Creek,67,3,6,39,1,75,0,191,342
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,55,Stoney Creek,70,1,5,42,0,103,4,225,391
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,56,Stoney Creek,60,4,21,36,2,115,1,239,401
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,57,Stoney Creek,Void,,,,,,,,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,58,Fulton,92,8,7,43,0,100,0,250,438
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,59,Smithville,88,0,2,20,2,54,0,166,264
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,60,Fulton,112,10,9,30,0,65,1,227,364
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,61,Smithville,157,11,13,46,1,97,0,325,580
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,62,Kimbo,77,5,9,16,1,58,2,168,275
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,63A,Smithville,105,2,8,35,0,60,0,210,379
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,63B,Smithville,67,5,3,16,0,45,1,137,250
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,64,Smithville,126,4,12,27,0,60,0,229,396
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,65,Smithville,130,12,3,41,0,60,0,246,376
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,66,Smithville,132,13,7,23,3,69,0,247,516
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,67,Smithville,87,3,5,13,0,29,0,137,258
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,68,West Lincoln,82,9,12,46,0,60,1,210,350
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,69,West Lincoln,118,11,1,46,1,53,3,233,426
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,70,Abingdon,92,4,10,40,0,71,0,217,345
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,71,Caistorville,107,1,13,33,0,81,0,235,358
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,72,West Lincoln,127,11,8,44,0,84,0,274,414
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,73,Grimsby,87,1,12,46,0,107,4,257,443
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,74,Grimsby,71,0,6,32,0,109,3,221,361
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,75,Grimsby,68,2,15,30,2,89,2,208,346
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,76,Grimsby,89,0,9,28,5,98,0,229,347
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,77,Grimsby,70,2,11,38,7,95,1,224,354
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,78,Grimsby,65,2,10,50,0,90,2,219,358
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,79,Grimsby,94,4,12,35,1,108,2,256,386
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,80,Grimsby,62,0,7,34,0,75,2,180,351
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,81,Grimsby,77,2,10,53,2,96,0,240,379
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,82,Grimsby,89,4,12,39,0,92,0,236,354
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,83,Grimsby,115,2,11,36,0,154,3,321,549
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,84A,Grimsby,59,4,9,31,0,100,1,204,360
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,84B,Grimsby,46,1,7,24,0,84,1,163,257
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,85,Grimsby,61,2,14,25,2,93,0,197,312
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,86,Grimsby,71,3,5,31,1,89,2,202,358
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,87,Grimsby,81,3,14,31,0,132,0,261,440
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,88,Grimsby,90,1,5,45,4,95,1,241,408
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,89,Grimsby,100,2,13,42,2,129,1,289,501
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,90,Grimsby,116,4,18,37,4,106,5,290,483
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,91,Grimsby,102,3,9,31,2,72,1,220,362
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,92,Grimsby,131,4,8,27,3,120,1,294,464
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,93,Grimsby,99,1,11,31,0,168,0,310,438
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,94,Grimsby,119,1,9,20,1,156,1,307,452
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,95,Grimsby,Merged with No. 96,,,,,,,,171
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,96,Grimsby,166,10,18,72,2,130,3,401,463
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,97,Grimsby,62,2,11,46,1,82,2,206,340
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,98,Grimsby,73,3,16,46,4,100,3,245,392
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,99,Grimsby,73,2,11,31,2,133,1,253,435
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,100,Grimsby,114,1,11,31,3,109,1,270,431
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,101,Grimsby,81,11,7,38,0,144,1,282,423
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,102,Grimsby,150,6,7,47,1,136,2,349,554
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,103,Grimsby,114,3,10,38,1,104,2,272,467
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,104,Grimsby,87,3,14,30,1,107,1,243,395
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,105,Grimsby,82,2,6,22,1,107,0,220,318
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,106,Grimsby,80,6,5,24,4,137,3,259,411
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,107,Grimsby,76,1,2,21,2,105,0,207,330
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,108,Grimsby,83,0,11,28,4,137,1,264,437
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,109,Grimsby,90,2,6,23,2,124,0,247,389
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,110,Grimsby,102,2,19,39,0,157,2,321,503
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,111,Grimsby,149,23,7,24,3,133,2,341,506
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,112,Grimsby,107,2,6,34,1,98,6,254,391
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,113,Grimsby,78,5,8,19,0,75,0,185,313
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,114,Lincoln,113,7,5,17,2,88,1,233,414
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,115,Lincoln,114,6,13,27,0,79,0,239,423
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,116,Lincoln,123,4,9,16,0,98,0,250,393
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,117,Lincoln,151,5,11,41,4,168,0,380,596
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,118,Lincoln,114,6,11,45,1,131,1,309,482
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,119,Lincoln,156,8,19,49,3,137,3,375,651
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,120,Lincoln,134,8,17,38,1,79,2,279,450
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,121,Lincoln,130,5,12,42,0,111,1,301,467
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,122A,Lincoln,78,1,8,25,1,89,1,203,345
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,122B,Lincoln,86,1,3,39,1,79,0,209,326
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,123A,Lincoln,78,15,7,27,1,52,0,180,360
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,123B,Lincoln,51,5,5,30,1,45,0,137,303
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,124,Lincoln,121,14,11,49,1,79,1,276,540
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,125,Lincoln,108,3,9,35,6,69,0,230,395
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,126,Lincoln,93,10,12,47,3,87,1,253,423
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,127A,Lincoln,74,4,6,15,0,58,1,158,261
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,127B,Lincoln,115,6,8,21,0,79,0,229,383
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,128,Lincoln,55,5,7,22,0,82,2,173,263
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,129,Lincoln,134,8,14,10,0,40,1,207,344
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,130,Lincoln,95,9,11,15,0,43,0,173,297
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,131,Lincoln,73,6,6,66,1,64,1,217,388
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,132,Lincoln,133,7,12,22,0,71,0,245,385
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,133,Lincoln,140,8,13,29,3,122,0,315,531
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,134,Lincoln,98,20,16,20,0,51,2,207,341
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,135,Lincoln,144,13,14,26,1,81,0,279,415
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,136,Lincoln,89,4,10,16,1,87,0,207,331
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,137,Lincoln,106,20,8,24,0,56,0,214,361
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,138,Lincoln,103,18,7,21,1,74,0,224,342
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,139,Lincoln,126,7,4,20,0,124,1,282,396
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,140,Lincoln,75,3,6,21,0,90,1,196,300
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,141,Lincoln,156,10,14,22,0,111,0,313,476
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,142,Lincoln,148,11,12,16,2,114,1,304,430
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,143,Lincoln,121,9,14,14,1,83,0,242,341
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,144,Lincoln,178,12,10,32,0,108,0,340,504
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,145,Lincoln,146,11,15,19,0,132,0,323,451
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,146,Lincoln,123,12,6,21,0,69,0,231,321
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,147,Lincoln,137,10,5,25,1,98,0,276,383
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,148,Bismarck,207,28,14,44,0,86,1,380,597
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,149,Vaughan,112,20,6,12,0,51,1,202,308
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,150,Elcho,105,18,7,18,0,42,1,191,316
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,151,Wellandport,120,21,5,22,0,71,0,239,335
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,152,St. Anns,130,37,7,35,1,67,0,277,495
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,153,Silverdale,128,29,10,28,0,48,0,243,394
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,154,Boyle,155,21,3,28,0,38,0,245,403
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,155,Pelham,100,3,11,35,0,80,0,229,342
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,156,Pelham,88,5,12,35,0,51,2,193,299
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,157,Pelham,125,6,15,31,0,112,0,289,421
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,158,Pelham,92,5,4,38,0,53,1,193,287
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,159A,Pelham,97,1,2,24,1,73,2,200,351
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,159B,Pelham,90,3,17,25,1,78,0,214,337
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,160,Pelham,96,0,4,31,1,91,2,225,367
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,161,Pelham,88,9,9,42,0,81,1,230,361
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,162,Pelham,109,4,9,59,0,81,2,264,441
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,163,Pelham,106,2,2,47,0,86,0,243,373
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,164,Pelham,73,4,5,28,0,63,2,175,288
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,165,Pelham,102,3,7,28,1,65,1,207,320
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,166,Pelham,106,2,7,27,0,143,2,287,550
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,167,Pelham,74,1,3,34,0,95,0,207,351
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,168,Pelham,68,4,10,47,0,99,0,228,363
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,169,Pelham,80,1,6,27,0,97,1,212,345
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,170A,Pelham,72,0,2,21,0,104,0,199,331
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,170B,Pelham,49,4,13,17,0,95,1,179,290
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,171,Pelham,69,2,5,7,0,96,1,180,285
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,172,Pelham,46,0,8,28,1,84,4,171,286
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,173,Pelham,77,0,4,37,0,129,1,248,439
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,174,Pelham,108,1,10,42,0,109,3,273,450
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,175,Pelham,82,3,6,31,0,90,2,214,360
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,176,Pelham,83,3,2,32,1,104,2,227,388
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,177,Pelham,86,3,4,30,0,138,0,261,440
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,178,Pelham,74,1,4,21,1,129,0,230,349
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,179,Pelham,91,5,11,31,0,157,0,295,462
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,180,Pelham,62,2,8,34,0,169,3,278,439
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,181,Pelham,71,4,3,23,0,117,0,218,360
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,182,Pelham,98,4,1,23,0,144,0,270,421
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,183,Pelham,50,3,5,14,0,113,1,186,315
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,184,Pelham,44,2,4,16,0,85,1,152,233
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,185,Pelham,67,2,2,28,0,87,0,186,349
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,400,Stoney Creek,8,0,2,8,0,11,4,33,103
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,401,Stoney Creek,26,3,0,17,1,33,2,82,126
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,402,Grimsby,31,20,0,1,0,6,1,59,100
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,403,Lincoln,23,2,3,6,1,49,1,85,236
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,404,Pelham,8,1,2,8,0,12,0,31,117
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,500,Mobile poll/Bureau itinérant,20,1,0,9,0,28,2,60,110
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,501,Mobile poll/Bureau itinérant,36,7,1,8,2,30,0,84,129
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,600,Glanbrook,325,11,14,79,1,207,1,638,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,601,Stoney Creek,228,2,20,102,2,203,2,559,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,602,Smithville,201,5,7,23,0,92,1,329,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,603,Grimsby,243,3,20,40,1,210,0,517,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,604,Grimsby,330,3,32,51,4,293,4,717,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,605,Beamsville--Lincoln,393,18,15,58,0,235,2,721,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,606,Vineland--Lincoln,297,8,11,33,1,152,1,503,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,607,Vaughan,109,12,7,16,0,29,3,176,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,608,Pelham,145,6,5,35,0,94,0,285,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,609,Fonthill,372,7,14,50,0,340,4,787,
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,,Group 1/Groupe 1,13,0,6,9,0,17,3,48,147
Niagara West--Glanbrook/Niagara-Ouest--Glanbrook,,Group 2/Groupe 2,121,5,6,40,1,114,1,288,
