Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Thom Chapman,Olivia Chow,Sam Goldstein,Asif Hossain,Tony Ianno,Nick Lin,John Riddell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Trinity--Spadina/Trinity--Spadina"," 37","Toronto",16,115,7,1,71,0,1,2,213,379
"Trinity--Spadina/Trinity--Spadina"," 38","Toronto",5,107,6,0,61,0,1,0,180,264
"Trinity--Spadina/Trinity--Spadina"," 39","Toronto",10,115,17,0,87,1,0,0,230,351
"Trinity--Spadina/Trinity--Spadina"," 40","Toronto",16,156,18,1,132,0,3,0,326,485
"Trinity--Spadina/Trinity--Spadina"," 41","Toronto",8,97,17,2,71,0,0,0,195,274
"Trinity--Spadina/Trinity--Spadina"," 42","Toronto",14,130,24,2,105,0,0,1,276,443
"Trinity--Spadina/Trinity--Spadina"," 43","Toronto",12,120,16,4,124,0,0,0,276,410
"Trinity--Spadina/Trinity--Spadina"," 44","Toronto",12,80,39,1,95,1,1,1,230,355
"Trinity--Spadina/Trinity--Spadina"," 45","Toronto",12,81,24,0,114,0,1,0,232,357
"Trinity--Spadina/Trinity--Spadina"," 46","Toronto",9,64,38,0,83,0,0,0,194,327
"Trinity--Spadina/Trinity--Spadina"," 47","Toronto",3,54,32,2,100,0,0,0,191,324
"Trinity--Spadina/Trinity--Spadina"," 48","Toronto",6,68,45,1,87,0,0,0,207,344
"Trinity--Spadina/Trinity--Spadina"," 49","Toronto",11,112,24,0,79,0,0,0,226,385
"Trinity--Spadina/Trinity--Spadina"," 50A","Toronto",5,85,25,0,69,0,1,1,186,305
"Trinity--Spadina/Trinity--Spadina"," 50B","Toronto",8,105,22,1,80,2,1,0,219,324
"Trinity--Spadina/Trinity--Spadina"," 51","Toronto",5,112,39,2,124,0,0,1,283,462
"Trinity--Spadina/Trinity--Spadina"," 52","Toronto",8,68,49,1,127,0,0,0,253,396
"Trinity--Spadina/Trinity--Spadina"," 53","Toronto",4,71,28,1,74,0,0,0,178,318
"Trinity--Spadina/Trinity--Spadina"," 54A","Toronto",5,88,16,4,48,1,0,1,163,284
"Trinity--Spadina/Trinity--Spadina"," 54B","Toronto",2,39,8,0,22,0,0,0,71,72
"Trinity--Spadina/Trinity--Spadina"," 54C","Toronto",10,70,8,0,42,0,0,0,130,148
"Trinity--Spadina/Trinity--Spadina"," 54D","Toronto",1,32,7,1,24,0,0,0,65,66
"Trinity--Spadina/Trinity--Spadina"," 54E","Toronto",6,44,9,2,42,0,0,0,103,106
"Trinity--Spadina/Trinity--Spadina"," 55A","Toronto",4,94,13,1,47,1,0,1,161,192
"Trinity--Spadina/Trinity--Spadina"," 55B","Toronto",4,85,14,2,45,1,0,0,151,181
"Trinity--Spadina/Trinity--Spadina"," 55C","Toronto",6,102,14,1,57,0,0,0,180,205
"Trinity--Spadina/Trinity--Spadina"," 55D","Toronto",10,104,16,2,65,0,0,0,197,234
"Trinity--Spadina/Trinity--Spadina"," 56","Toronto",12,145,25,2,130,0,1,2,317,532
"Trinity--Spadina/Trinity--Spadina"," 57","Toronto",11,155,12,2,137,3,2,4,326,529
"Trinity--Spadina/Trinity--Spadina"," 58","Toronto",6,122,7,3,99,0,0,0,237,336
"Trinity--Spadina/Trinity--Spadina"," 59","Toronto",10,173,9,4,172,0,0,2,370,558
"Trinity--Spadina/Trinity--Spadina"," 60","Toronto",8,140,14,2,116,0,0,0,280,449
"Trinity--Spadina/Trinity--Spadina"," 61","Toronto",14,159,14,0,141,0,1,1,330,503
"Trinity--Spadina/Trinity--Spadina"," 62","Toronto",5,106,8,2,93,0,2,0,216,318
"Trinity--Spadina/Trinity--Spadina"," 63","Toronto",8,122,11,0,115,1,0,1,258,394
"Trinity--Spadina/Trinity--Spadina"," 64","Toronto",8,137,15,1,159,1,0,1,322,505
"Trinity--Spadina/Trinity--Spadina"," 65","Toronto",11,128,7,0,77,1,0,0,224,338
"Trinity--Spadina/Trinity--Spadina"," 66","Toronto",10,119,6,0,83,1,0,0,219,360
"Trinity--Spadina/Trinity--Spadina"," 67","Toronto",14,114,12,3,156,1,1,3,304,521
"Trinity--Spadina/Trinity--Spadina"," 68","Toronto",4,87,3,1,104,0,0,0,199,295
"Trinity--Spadina/Trinity--Spadina"," 69","Toronto",13,92,8,0,71,0,0,1,185,279
"Trinity--Spadina/Trinity--Spadina"," 70","Toronto",12,152,17,5,88,0,0,2,276,435
"Trinity--Spadina/Trinity--Spadina"," 71","Toronto",8,103,8,2,62,0,1,0,184,305
"Trinity--Spadina/Trinity--Spadina"," 72","Toronto",8,124,17,1,81,1,0,2,234,368
"Trinity--Spadina/Trinity--Spadina"," 73","Toronto",13,117,23,0,73,0,0,3,229,395
"Trinity--Spadina/Trinity--Spadina"," 74","Toronto",12,195,27,0,110,0,0,0,344,541
"Trinity--Spadina/Trinity--Spadina"," 75","Toronto",7,76,14,0,37,0,0,0,134,260
"Trinity--Spadina/Trinity--Spadina"," 76","Toronto",11,75,8,0,51,0,0,1,146,233
"Trinity--Spadina/Trinity--Spadina"," 77","Toronto",7,77,8,0,58,1,0,0,151,255
"Trinity--Spadina/Trinity--Spadina"," 78","Toronto",9,130,20,1,84,1,0,0,245,448
"Trinity--Spadina/Trinity--Spadina"," 79","Toronto",6,115,9,0,66,0,0,0,196,335
"Trinity--Spadina/Trinity--Spadina"," 80","Toronto",5,149,9,1,74,0,0,0,238,405
"Trinity--Spadina/Trinity--Spadina"," 81","Toronto",10,119,7,0,77,0,0,2,215,324
"Trinity--Spadina/Trinity--Spadina"," 82","Toronto",6,90,7,0,60,0,0,0,163,263
"Trinity--Spadina/Trinity--Spadina"," 83","Toronto",3,111,7,1,57,1,0,3,183,298
"Trinity--Spadina/Trinity--Spadina"," 84","Toronto",3,93,7,0,31,0,0,0,134,235
"Trinity--Spadina/Trinity--Spadina"," 85","Toronto",13,140,9,1,80,0,0,0,243,308
"Trinity--Spadina/Trinity--Spadina"," 86A","Toronto",1,25,7,1,12,0,1,1,48,72
"Trinity--Spadina/Trinity--Spadina"," 86B","Toronto",11,130,14,1,89,0,0,0,245,367
"Trinity--Spadina/Trinity--Spadina"," 87","Toronto",9,97,12,1,64,0,0,3,186,283
"Trinity--Spadina/Trinity--Spadina"," 88","Toronto",6,184,13,1,115,2,0,2,323,448
"Trinity--Spadina/Trinity--Spadina"," 89","Toronto",19,116,16,0,73,1,0,0,225,342
"Trinity--Spadina/Trinity--Spadina"," 90","Toronto",10,162,15,1,84,1,1,3,277,437
"Trinity--Spadina/Trinity--Spadina"," 91","Toronto",16,148,19,1,71,1,0,0,256,320
"Trinity--Spadina/Trinity--Spadina"," 92","Toronto",7,139,16,1,147,1,0,6,317,533
"Trinity--Spadina/Trinity--Spadina"," 93","Toronto",10,133,20,5,127,3,0,3,301,515
"Trinity--Spadina/Trinity--Spadina"," 94A","Toronto",7,96,7,3,93,0,0,1,207,337
"Trinity--Spadina/Trinity--Spadina"," 94B","Toronto",9,83,8,2,76,0,0,0,178,301
"Trinity--Spadina/Trinity--Spadina"," 95A","Toronto",5,107,10,2,77,3,1,2,207,325
"Trinity--Spadina/Trinity--Spadina"," 95B","Toronto",2,92,16,1,106,2,1,3,223,323
"Trinity--Spadina/Trinity--Spadina"," 96","Toronto",13,115,14,0,73,2,1,3,221,405
"Trinity--Spadina/Trinity--Spadina"," 97","Toronto",7,157,15,4,109,0,1,1,294,459
"Trinity--Spadina/Trinity--Spadina"," 98","Toronto",6,153,33,2,126,1,0,2,323,513
"Trinity--Spadina/Trinity--Spadina"," 99","Toronto",12,120,13,1,143,2,1,1,293,470
"Trinity--Spadina/Trinity--Spadina"," 100","Toronto",5,142,9,4,119,0,0,0,279,502
"Trinity--Spadina/Trinity--Spadina"," 101","Toronto",6,105,12,0,121,1,0,5,250,432
"Trinity--Spadina/Trinity--Spadina"," 102","Toronto",13,128,12,1,96,2,0,2,254,382
"Trinity--Spadina/Trinity--Spadina"," 103","Toronto",12,124,8,2,98,1,0,0,245,403
"Trinity--Spadina/Trinity--Spadina"," 104","Toronto",13,157,6,1,100,2,0,2,281,528
"Trinity--Spadina/Trinity--Spadina"," 105","Toronto",12,143,16,1,150,0,0,1,323,521
"Trinity--Spadina/Trinity--Spadina"," 106","Toronto",9,89,9,1,133,1,0,3,245,412
"Trinity--Spadina/Trinity--Spadina"," 107","Toronto",12,129,14,0,97,1,0,1,254,412
"Trinity--Spadina/Trinity--Spadina"," 108","Toronto",5,61,7,0,72,0,5,1,151,266
"Trinity--Spadina/Trinity--Spadina"," 109","Toronto",12,86,5,2,105,2,0,4,216,361
"Trinity--Spadina/Trinity--Spadina"," 110","Toronto",10,93,8,1,103,0,0,2,217,401
"Trinity--Spadina/Trinity--Spadina"," 111","Toronto",9,166,13,1,122,4,4,2,321,533
"Trinity--Spadina/Trinity--Spadina"," 112","Toronto",6,89,17,2,127,2,0,1,244,452
"Trinity--Spadina/Trinity--Spadina"," 113","Toronto",9,127,10,1,143,1,0,0,291,487
"Trinity--Spadina/Trinity--Spadina"," 114","Toronto",8,128,15,1,106,1,0,5,264,519
"Trinity--Spadina/Trinity--Spadina"," 115","Toronto",5,145,7,1,134,2,0,2,296,475
"Trinity--Spadina/Trinity--Spadina"," 116","Toronto",7,197,14,0,72,0,1,1,292,517
"Trinity--Spadina/Trinity--Spadina"," 117","Toronto",9,106,13,1,137,0,0,0,266,417
"Trinity--Spadina/Trinity--Spadina"," 118","Toronto",15,176,17,0,112,1,0,2,323,466
"Trinity--Spadina/Trinity--Spadina"," 119","Toronto",15,215,8,1,100,0,0,2,341,510
"Trinity--Spadina/Trinity--Spadina"," 120","Toronto",10,117,15,2,76,0,0,2,222,399
"Trinity--Spadina/Trinity--Spadina"," 121","Toronto",6,66,16,0,68,1,0,0,157,366
"Trinity--Spadina/Trinity--Spadina"," 122","Toronto",16,98,35,6,123,0,0,2,280,494
"Trinity--Spadina/Trinity--Spadina"," 123","Toronto",18,102,43,3,125,0,0,1,292,453
"Trinity--Spadina/Trinity--Spadina"," 124A","Toronto",1,32,7,0,40,0,1,0,81,113
"Trinity--Spadina/Trinity--Spadina"," 124B","Toronto",20,101,45,3,160,1,0,0,330,556
"Trinity--Spadina/Trinity--Spadina"," 125","Toronto",11,119,16,1,77,1,0,3,228,394
"Trinity--Spadina/Trinity--Spadina"," 126","Toronto",19,150,12,2,123,1,1,0,308,542
"Trinity--Spadina/Trinity--Spadina"," 127","Toronto",11,160,3,0,64,0,0,1,239,411
"Trinity--Spadina/Trinity--Spadina"," 128","Toronto",9,158,11,0,70,1,0,0,249,389
"Trinity--Spadina/Trinity--Spadina"," 129","Toronto",4,132,10,1,114,1,2,2,266,465
"Trinity--Spadina/Trinity--Spadina"," 130","Toronto",6,98,9,1,129,1,0,0,244,401
"Trinity--Spadina/Trinity--Spadina"," 131","Toronto",9,100,14,2,92,3,0,2,222,414
"Trinity--Spadina/Trinity--Spadina"," 132","Toronto",2,83,19,0,159,0,0,1,264,509
"Trinity--Spadina/Trinity--Spadina"," 133","Toronto",1,88,10,3,116,5,0,10,233,369
"Trinity--Spadina/Trinity--Spadina"," 134","Toronto",11,104,12,2,168,1,1,4,303,521
"Trinity--Spadina/Trinity--Spadina"," 135","Toronto",4,106,15,0,78,1,0,1,205,362
"Trinity--Spadina/Trinity--Spadina"," 136","Toronto",6,78,7,2,117,1,0,1,212,414
"Trinity--Spadina/Trinity--Spadina"," 137A","Toronto",3,116,12,0,81,1,0,0,213,342
"Trinity--Spadina/Trinity--Spadina"," 137B","Toronto",16,52,6,0,63,0,0,0,137,260
"Trinity--Spadina/Trinity--Spadina"," 138","Toronto",10,79,36,0,131,1,0,1,258,296
"Trinity--Spadina/Trinity--Spadina"," 139","Toronto",21,128,12,0,79,1,0,1,242,354
"Trinity--Spadina/Trinity--Spadina"," 140","Toronto",3,101,16,5,165,3,1,3,297,484
"Trinity--Spadina/Trinity--Spadina"," 141","Toronto",15,136,23,0,106,0,0,0,280,503
"Trinity--Spadina/Trinity--Spadina"," 142A","Toronto",12,81,30,3,96,0,0,1,223,393
"Trinity--Spadina/Trinity--Spadina"," 142B","Toronto",10,77,13,1,69,2,0,1,173,327
"Trinity--Spadina/Trinity--Spadina"," 143","Toronto",Merged with No. 138/Fusionné avec le nº 138,,,,,,,,,175
"Trinity--Spadina/Trinity--Spadina"," 144A","Toronto",7,83,30,1,111,0,2,1,235,383
"Trinity--Spadina/Trinity--Spadina"," 144B","Toronto",4,59,16,1,43,0,0,0,123,127
"Trinity--Spadina/Trinity--Spadina"," 144C","Toronto",4,61,25,3,35,0,0,0,128,144
"Trinity--Spadina/Trinity--Spadina"," 145","Toronto",0,7,6,1,9,0,0,0,23,155
"Trinity--Spadina/Trinity--Spadina"," 146","Toronto",9,67,31,3,49,0,0,1,160,302
"Trinity--Spadina/Trinity--Spadina"," 147","Toronto",10,130,17,3,66,2,0,2,230,448
"Trinity--Spadina/Trinity--Spadina"," 148","Toronto",5,41,9,0,34,0,0,0,89,194
"Trinity--Spadina/Trinity--Spadina"," 149","Toronto",9,73,20,1,77,0,0,0,180,273
"Trinity--Spadina/Trinity--Spadina"," 150A","Toronto",5,92,31,4,109,0,0,1,242,393
"Trinity--Spadina/Trinity--Spadina"," 150B","Toronto",6,88,17,3,118,0,0,0,232,377
"Trinity--Spadina/Trinity--Spadina"," 151","Toronto",7,89,12,1,81,0,0,2,192,330
"Trinity--Spadina/Trinity--Spadina"," 152","Toronto",13,113,15,6,115,0,1,0,263,516
"Trinity--Spadina/Trinity--Spadina"," 153","Toronto",16,111,13,1,102,1,1,2,247,435
"Trinity--Spadina/Trinity--Spadina"," 154","Toronto",13,81,21,1,92,0,0,1,209,330
"Trinity--Spadina/Trinity--Spadina"," 155","Toronto",6,109,38,3,155,0,1,1,313,468
"Trinity--Spadina/Trinity--Spadina"," 156","Toronto",22,215,38,4,167,0,2,0,448,643
"Trinity--Spadina/Trinity--Spadina"," 157A","Toronto",13,113,23,1,62,0,0,0,212,350
"Trinity--Spadina/Trinity--Spadina"," 157B","Toronto",10,92,30,1,76,1,0,1,211,344
"Trinity--Spadina/Trinity--Spadina"," 158","Toronto",14,124,33,1,126,0,1,1,300,502
"Trinity--Spadina/Trinity--Spadina"," 159","Toronto",7,142,33,2,161,0,2,1,348,467
"Trinity--Spadina/Trinity--Spadina"," 160","Toronto",7,63,4,1,48,0,0,0,123,220
"Trinity--Spadina/Trinity--Spadina"," 161","Toronto",8,87,25,4,94,1,0,1,220,324
"Trinity--Spadina/Trinity--Spadina"," 162","Toronto",21,148,28,2,141,0,0,2,342,532
"Trinity--Spadina/Trinity--Spadina"," 163","Toronto",7,56,17,2,105,0,0,0,187,291
"Trinity--Spadina/Trinity--Spadina"," 164","Toronto",6,59,5,0,43,1,0,0,114,199
"Trinity--Spadina/Trinity--Spadina"," 165","Toronto",19,139,47,1,130,0,0,1,337,540
"Trinity--Spadina/Trinity--Spadina"," 166","Toronto",9,110,26,1,119,1,0,1,267,423
"Trinity--Spadina/Trinity--Spadina"," 167A","Toronto",18,133,22,2,128,0,0,1,304,382
"Trinity--Spadina/Trinity--Spadina"," 167B","Toronto",14,74,11,1,40,1,2,2,145,283
"Trinity--Spadina/Trinity--Spadina"," 167C","Toronto",10,98,17,3,86,1,0,0,215,338
"Trinity--Spadina/Trinity--Spadina"," 167D","Toronto",15,180,68,1,147,0,4,4,419,578
"Trinity--Spadina/Trinity--Spadina"," 167E","Toronto",11,53,21,0,55,0,1,0,141,237
"Trinity--Spadina/Trinity--Spadina"," 168","Toronto",10,62,21,3,82,1,0,2,181,250
"Trinity--Spadina/Trinity--Spadina"," 169A","Toronto",18,66,25,0,87,0,2,0,198,354
"Trinity--Spadina/Trinity--Spadina"," 169B","Toronto",4,15,10,1,31,1,0,0,62,86
"Trinity--Spadina/Trinity--Spadina"," 169C","Toronto",14,66,36,2,114,0,0,0,232,314
"Trinity--Spadina/Trinity--Spadina"," 169D","Toronto",6,65,62,3,130,0,0,0,266,431
"Trinity--Spadina/Trinity--Spadina"," 169E","Toronto",5,20,20,1,33,0,0,0,79,102
"Trinity--Spadina/Trinity--Spadina"," 169F","Toronto",7,83,44,2,115,1,0,1,253,317
"Trinity--Spadina/Trinity--Spadina"," 169G","Toronto",4,25,12,3,32,0,0,0,76,88
"Trinity--Spadina/Trinity--Spadina"," 170","Toronto",Void/Supprimé,,,,,,,,,
"Trinity--Spadina/Trinity--Spadina"," 171A","Toronto",3,43,41,2,58,0,0,0,147,349
"Trinity--Spadina/Trinity--Spadina"," 171B","Toronto",12,73,44,2,104,0,1,2,238,378
"Trinity--Spadina/Trinity--Spadina"," 171C","Toronto",8,66,19,1,53,0,0,1,148,257
"Trinity--Spadina/Trinity--Spadina"," 172","Toronto",8,128,11,1,82,1,1,1,233,383
"Trinity--Spadina/Trinity--Spadina"," 173","Toronto",8,119,21,2,74,0,0,0,224,323
"Trinity--Spadina/Trinity--Spadina"," 174","Toronto",5,206,17,2,80,2,0,0,312,466
"Trinity--Spadina/Trinity--Spadina"," 175","Toronto",16,269,25,0,43,0,0,2,355,509
"Trinity--Spadina/Trinity--Spadina"," 400","Toronto",3,38,8,0,79,1,0,0,129,222
"Trinity--Spadina/Trinity--Spadina"," 401","Toronto",Merged with No. 47/Fusionné avec le nº 47,,,,,,,,,31
"Trinity--Spadina/Trinity--Spadina"," 402","Toronto",5,127,15,5,138,0,1,1,292,439
"Trinity--Spadina/Trinity--Spadina"," 403","Toronto",3,107,13,2,99,0,2,1,227,354
"Trinity--Spadina/Trinity--Spadina"," 404","Toronto",0,16,5,0,24,1,0,1,47,110
"Trinity--Spadina/Trinity--Spadina"," 405","Toronto",Void/Supprimé,,,,,,,,,
"Trinity--Spadina/Trinity--Spadina"," 406","Toronto",11,81,40,0,97,0,0,1,230,335
"Trinity--Spadina/Trinity--Spadina"," 407","Toronto",2,9,32,2,40,0,0,0,85,168
"Trinity--Spadina/Trinity--Spadina"," 408","Toronto",8,56,31,3,76,1,0,0,175,238
"Trinity--Spadina/Trinity--Spadina"," 409","Toronto",7,83,16,2,109,1,1,1,220,299
"Trinity--Spadina/Trinity--Spadina"," 410","Toronto",7,89,20,2,81,0,0,0,199,285
"Trinity--Spadina/Trinity--Spadina"," 411","Toronto",4,101,29,5,95,0,0,0,234,342
"Trinity--Spadina/Trinity--Spadina"," 412","Toronto",4,60,33,0,89,0,0,0,186,257
"Trinity--Spadina/Trinity--Spadina"," 413","Toronto",5,84,35,3,122,0,0,1,250,352
"Trinity--Spadina/Trinity--Spadina"," 414","Toronto",Merged with No. 168/Fusionné avec le nº 168,,,,,,,,,102
"Trinity--Spadina/Trinity--Spadina"," 415","Toronto",Merged with No. 430/Fusionné avec le nº 430,,,,,,,,,194
"Trinity--Spadina/Trinity--Spadina"," 416","Toronto",8,106,44,1,131,0,0,0,290,407
"Trinity--Spadina/Trinity--Spadina"," 417","Toronto",6,73,32,1,115,0,0,0,227,323
"Trinity--Spadina/Trinity--Spadina"," 418","Toronto",4,54,29,2,84,0,0,2,175,241
"Trinity--Spadina/Trinity--Spadina"," 419","Toronto",1,26,22,3,35,0,0,0,87,83
"Trinity--Spadina/Trinity--Spadina"," 420","Toronto",Merged with No. 419/Fusionné avec le nº 419,,,,,,,,,46
"Trinity--Spadina/Trinity--Spadina"," 421","Toronto",2,40,24,0,99,0,0,1,166,254
"Trinity--Spadina/Trinity--Spadina"," 422","Toronto",5,55,23,1,74,1,0,0,159,241
"Trinity--Spadina/Trinity--Spadina"," 423","Toronto",8,51,18,2,80,0,0,0,159,262
"Trinity--Spadina/Trinity--Spadina"," 424","Toronto",6,63,28,2,74,0,0,0,173,245
"Trinity--Spadina/Trinity--Spadina"," 425","Toronto",Void/Supprimé,,,,,,,,,
"Trinity--Spadina/Trinity--Spadina"," 426","Toronto",8,52,72,3,91,0,0,0,226,230
"Trinity--Spadina/Trinity--Spadina"," 427","Toronto",Merged with No. 426/Fusionné avec le nº 426,,,,,,,,,122
"Trinity--Spadina/Trinity--Spadina"," 428","Toronto",8,65,38,3,132,1,0,0,247,322
"Trinity--Spadina/Trinity--Spadina"," 429","Toronto",7,77,39,3,103,0,0,0,229,312
"Trinity--Spadina/Trinity--Spadina"," 430","Toronto",8,118,54,4,156,0,0,0,340,264
"Trinity--Spadina/Trinity--Spadina"," 431","Toronto",11,88,26,0,63,1,1,0,190,321
"Trinity--Spadina/Trinity--Spadina"," 432","Toronto",8,79,36,3,87,2,0,0,215,304
"Trinity--Spadina/Trinity--Spadina"," 433","Toronto",8,42,28,1,127,1,0,0,207,284
"Trinity--Spadina/Trinity--Spadina"," 434","Toronto",16,91,69,4,135,0,0,2,317,478
"Trinity--Spadina/Trinity--Spadina"," 435","Toronto",5,44,55,3,85,0,0,0,192,323
"Trinity--Spadina/Trinity--Spadina"," 436","Toronto",2,33,14,0,34,0,0,3,86,132
"Trinity--Spadina/Trinity--Spadina"," 437","Toronto",3,44,16,0,27,0,0,0,90,123
"Trinity--Spadina/Trinity--Spadina"," 438","Toronto",10,94,57,2,164,0,0,2,329,424
"Trinity--Spadina/Trinity--Spadina"," 439","Toronto",7,60,27,1,70,0,0,0,165,249
"Trinity--Spadina/Trinity--Spadina"," 440","Toronto",10,47,36,1,74,0,0,0,168,268
"Trinity--Spadina/Trinity--Spadina"," 441","Toronto",6,77,51,2,145,1,0,0,282,160
"Trinity--Spadina/Trinity--Spadina"," 442","Toronto",Merged with No. 441/Fusionné avec le nº 441,,,,,,,,,153
"Trinity--Spadina/Trinity--Spadina"," 443","Toronto",Void/Supprimé,,,,,,,,,
"Trinity--Spadina/Trinity--Spadina"," 444","Toronto",6,101,70,2,137,0,0,3,319,486
"Trinity--Spadina/Trinity--Spadina"," 445","Toronto",13,108,73,3,210,1,0,1,409,591
"Trinity--Spadina/Trinity--Spadina"," 446","Toronto",1,63,64,1,97,0,1,0,227,390
"Trinity--Spadina/Trinity--Spadina"," 447","Toronto",14,70,53,3,105,0,1,0,246,354
"Trinity--Spadina/Trinity--Spadina"," 448","Toronto",15,56,60,3,117,0,0,2,253,423
"Trinity--Spadina/Trinity--Spadina"," 449","Toronto",10,60,73,1,132,0,0,1,277,450
"Trinity--Spadina/Trinity--Spadina"," 450","Toronto",5,68,61,0,107,0,1,2,244,352
"Trinity--Spadina/Trinity--Spadina"," 500","Mobile poll/Bureau itinérant",0,9,3,1,16,2,0,3,34,56
"Trinity--Spadina/Trinity--Spadina"," 501","Mobile poll/Bureau itinérant",0,16,15,3,45,1,2,4,86,59
"Trinity--Spadina/Trinity--Spadina"," 502","Mobile poll/Bureau itinérant",1,29,12,1,28,1,1,6,79,177
"Trinity--Spadina/Trinity--Spadina"," 503","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,,5
"Trinity--Spadina/Trinity--Spadina"," 504","Mobile poll/Bureau itinérant",3,17,12,1,14,0,0,0,47,134
"Trinity--Spadina/Trinity--Spadina"," 600","Toronto",17,430,24,2,178,1,0,3,655,
"Trinity--Spadina/Trinity--Spadina"," 601","Toronto",17,194,30,2,107,0,0,1,351,
"Trinity--Spadina/Trinity--Spadina"," 602","Toronto",10,220,60,2,193,0,0,2,487,
"Trinity--Spadina/Trinity--Spadina"," 603","Toronto",14,248,14,1,139,0,0,1,417,
"Trinity--Spadina/Trinity--Spadina"," 604","Toronto",20,297,17,2,157,1,1,0,495,
"Trinity--Spadina/Trinity--Spadina"," 605","Toronto",21,336,35,7,232,2,1,1,635,
