Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Valérie Giguère,Richard Marceau,Isabelle Martineau,Les Parsons,Daniel Pelletier,Daniel Petit,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 16","Lac-Saint-Charles",3,54,3,3,7,89,3,162,325
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 17","Lac-Saint-Charles",7,52,0,3,5,71,2,140,313
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 18","Lac-Saint-Charles",6,80,18,4,12,140,9,269,606
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 19","Lac-Saint-Charles",10,74,15,2,7,123,2,233,461
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 20","Lac-Saint-Charles",4,69,9,6,1,80,3,172,350
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 21","Charlesbourg",21,96,19,13,8,94,1,252,479
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 22","Charlesbourg",14,120,15,14,12,160,3,338,569
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 23","Charlesbourg",16,98,14,4,7,94,3,236,429
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 24","Charlesbourg",14,115,13,6,17,94,2,261,453
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 25","Charlesbourg",21,85,10,6,11,108,3,244,465
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 26A","Charlesbourg",14,83,14,4,7,105,2,229,444
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 26B","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,,28
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 27","Charlesbourg",22,100,13,9,7,113,3,267,528
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 28","Saint-Émile",18,127,25,12,5,155,0,342,610
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 29","Saint-Émile",9,88,17,2,5,156,1,278,501
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 30","Saint-Émile",2,80,15,7,8,72,4,188,318
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 31","Saint-Émile",9,73,11,2,8,101,2,206,380
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 32","Saint-Émile",15,80,9,9,8,95,5,221,415
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 33","Saint-Émile",13,123,36,13,8,173,3,369,579
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 34A","Saint-Émile",10,92,8,8,7,129,1,255,452
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 34B","Saint-Émile",11,110,11,2,3,161,2,300,483
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 35","Saint-Émile",5,96,16,2,9,109,1,238,434
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 36","Saint-Émile",8,125,16,7,9,147,0,312,525
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 37","Saint-Émile",11,73,8,3,7,93,1,196,368
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 38","Saint-Émile",9,117,18,5,2,100,0,251,410
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 39","Saint-Émile",5,92,14,1,11,122,3,248,461
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 40","Saint-Émile",12,101,9,3,5,126,4,260,437
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 41","Saint-Émile",11,96,16,16,6,83,5,233,404
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 42","Saint-Émile",3,49,5,1,5,85,0,148,265
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 43","Saint-Émile",4,61,10,6,10,75,2,168,320
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 44","Saint-Émile",9,80,16,3,11,107,1,227,409
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 45","Saint-Émile",13,96,18,3,14,164,6,314,576
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 46","Saint-Émile",8,85,18,3,5,86,1,206,412
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 47","Saint-Émile",10,88,8,2,5,88,3,204,372
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 48","Charlesbourg",23,99,18,14,2,107,2,265,417
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 49","Charlesbourg",16,98,13,5,6,113,3,254,447
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 50","Charlesbourg",14,92,12,9,10,84,4,225,396
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 51","Charlesbourg",8,88,7,6,6,108,2,225,361
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 52","Charlesbourg",11,92,22,9,15,144,5,298,468
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 53","Charlesbourg",12,135,12,11,11,107,1,289,450
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 54A","Charlesbourg",12,169,20,6,6,116,0,329,530
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 54B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,42
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 55","Charlesbourg",23,113,13,5,6,110,3,273,418
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 56","Charlesbourg",10,52,9,8,5,73,1,158,343
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 57","Charlesbourg",16,38,11,3,3,57,3,131,275
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 58","Charlesbourg",24,79,18,6,14,92,3,236,439
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 59","Charlesbourg",11,95,24,11,9,107,2,259,484
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 60","Charlesbourg",20,61,7,4,10,68,3,173,330
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 61","Charlesbourg",11,88,8,3,7,81,1,199,336
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 62","Charlesbourg",9,113,36,11,14,94,2,279,440
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 63","Charlesbourg",17,130,30,12,9,101,1,300,453
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 64","Charlesbourg",8,93,17,5,4,70,1,198,324
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 65","Charlesbourg",16,62,8,2,6,92,2,188,391
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 66","Charlesbourg",15,68,5,7,7,81,3,186,393
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 67","Charlesbourg",15,64,15,5,6,77,3,185,394
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 68","Charlesbourg",10,63,12,6,6,60,2,159,364
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 69","Charlesbourg",12,81,18,7,9,84,1,212,393
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 70","Charlesbourg",6,73,16,5,9,86,2,197,354
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 71","Charlesbourg",12,129,30,19,12,101,7,310,498
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 72","Charlesbourg",14,167,38,7,5,138,5,374,576
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 73","Charlesbourg",10,111,26,17,10,102,2,278,421
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 74","Charlesbourg",3,94,22,10,3,112,0,244,460
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75","Charlesbourg",15,172,15,10,13,147,4,376,632
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 76","Charlesbourg",8,56,12,5,6,75,1,163,358
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 77","Charlesbourg",14,94,16,1,8,72,2,207,353
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 78","Charlesbourg",27,106,21,4,8,88,2,256,404
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 79","Charlesbourg",10,56,9,5,9,58,5,152,383
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 80","Charlesbourg",6,47,11,3,4,47,2,120,279
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 81","Charlesbourg",8,83,9,5,12,69,0,186,330
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 82","Charlesbourg",17,81,15,6,3,70,3,195,310
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 83","Charlesbourg",19,83,16,4,0,72,2,196,327
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 84","Charlesbourg",14,79,15,2,4,83,4,201,331
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 85","Charlesbourg",18,77,15,8,12,90,1,221,348
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 86","Charlesbourg",17,80,12,5,5,75,2,196,325
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 87","Charlesbourg",18,54,10,3,9,73,4,171,381
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 88","Charlesbourg",27,56,6,0,3,82,1,175,334
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 89","Charlesbourg",10,81,10,4,0,64,0,169,361
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 90","Charlesbourg",17,58,9,4,9,71,5,173,296
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 91","Charlesbourg",35,71,14,5,7,100,5,237,460
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 92","Charlesbourg",17,76,14,10,4,74,2,197,375
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 93","Charlesbourg",20,110,24,10,2,113,2,281,560
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 94","Charlesbourg",18,100,6,6,3,100,1,234,362
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 95","Charlesbourg",15,117,18,5,3,93,0,251,384
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 96","Charlesbourg",15,102,12,7,8,103,2,249,407
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 97","Charlesbourg",6,87,22,12,3,101,2,233,387
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 98","Charlesbourg",18,101,22,6,7,96,4,254,483
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 99","Charlesbourg",24,92,18,6,12,74,0,226,319
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 100","Charlesbourg",19,109,19,14,11,131,1,304,462
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 101","Charlesbourg",20,112,17,14,10,141,2,316,487
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102","Charlesbourg",28,146,17,11,11,263,2,478,743
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 103","Charlesbourg",16,88,10,1,6,71,0,192,383
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104","Charlesbourg",27,133,11,5,4,128,1,309,597
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 105","Charlesbourg",11,84,9,4,5,101,1,215,437
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 106","Charlesbourg",25,85,19,6,4,89,0,228,377
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 107","Charlesbourg",22,121,15,12,5,85,1,261,370
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 108","Charlesbourg",19,99,14,8,3,100,2,245,394
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 109","Charlesbourg",27,99,21,7,10,102,5,271,431
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 110","Charlesbourg",26,63,5,7,12,91,2,206,346
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 111","Charlesbourg",23,87,15,6,8,77,0,216,347
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 112","Charlesbourg",17,82,11,9,8,106,3,236,409
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 113","Charlesbourg",17,92,35,7,11,73,1,236,326
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 114","Charlesbourg",31,79,15,1,3,73,1,203,308
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 115","Charlesbourg",17,67,12,5,6,75,2,184,301
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 116","Charlesbourg",21,91,10,9,10,71,3,215,337
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 117","Charlesbourg",21,84,22,11,4,83,0,225,354
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 118","Charlesbourg",17,54,12,3,8,41,5,140,273
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 119","Charlesbourg",19,89,15,6,5,77,0,211,393
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 120","Charlesbourg",46,94,9,5,7,79,3,243,421
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 121","Charlesbourg",29,65,12,7,4,63,6,186,341
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 122","Charlesbourg",19,72,17,6,4,71,1,190,342
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 123","Charlesbourg",28,88,10,10,8,96,3,243,438
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 124","Charlesbourg",10,80,13,8,5,66,3,185,300
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125","Charlesbourg",28,117,16,9,10,141,1,322,533
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 126","Charlesbourg",22,82,11,11,7,65,2,200,327
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 127","Charlesbourg",26,107,27,9,13,135,1,318,463
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 128","Charlesbourg",34,62,26,6,6,130,3,267,398
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 129","Charlesbourg",25,89,17,1,2,79,1,214,311
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 130","Charlesbourg",24,63,18,7,4,75,1,192,320
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 131","Charlesbourg",19,83,23,4,14,65,1,209,389
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 132","Charlesbourg",29,61,17,0,1,86,1,195,294
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 133","Charlesbourg",6,72,16,4,4,71,1,174,344
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 134","Charlesbourg",18,105,17,15,9,84,1,249,362
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 135","Charlesbourg",26,85,11,5,1,76,2,206,354
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 136","Charlesbourg",17,76,10,4,4,67,3,181,310
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 137","Charlesbourg",5,55,10,0,4,54,1,129,381
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 138","Charlesbourg",18,96,10,4,2,67,2,199,292
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 139","Charlesbourg",11,78,13,7,1,95,0,205,307
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 140","Charlesbourg",18,94,21,10,8,90,2,243,348
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 141","Charlesbourg",21,73,17,7,5,96,2,221,361
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 142","Charlesbourg",26,99,19,6,2,93,3,248,381
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 143","Charlesbourg",20,76,18,2,7,72,4,199,427
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 144","Charlesbourg",8,69,7,5,1,63,2,155,371
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 145","Charlesbourg",29,92,24,6,7,101,3,262,646
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 146","Charlesbourg",18,66,24,5,9,61,3,186,400
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 147","Charlesbourg",13,66,15,4,2,61,0,161,327
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 148","Charlesbourg",20,90,13,4,5,91,2,225,389
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 149","Charlesbourg",29,90,19,6,3,75,1,223,311
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 150","Charlesbourg",27,82,14,3,4,99,2,231,318
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 151","Charlesbourg",14,100,13,5,5,89,0,226,340
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 152","Charlesbourg",16,93,15,8,7,68,2,209,369
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 153","Charlesbourg",20,73,11,4,11,78,0,197,325
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 154","Charlesbourg",16,79,17,9,4,67,2,194,363
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 155","Charlesbourg",33,78,21,6,1,97,1,237,349
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 156","Charlesbourg",14,74,17,5,5,65,2,182,327
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 157","Charlesbourg",9,69,10,2,8,86,2,186,345
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 158","Charlesbourg",17,62,5,14,7,67,2,174,359
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 159","Charlesbourg",27,50,12,2,8,50,2,151,402
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 160","Charlesbourg",Void/Supprimé,,,,,,,,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161A","Charlesbourg",36,84,16,6,9,91,3,245,540
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161B","Charlesbourg",24,100,16,3,6,95,1,245,537
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 162","Charlesbourg",21,77,8,1,5,62,0,174,296
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 163","Charlesbourg",11,67,15,9,2,60,1,165,328
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 164","Charlesbourg",9,53,9,9,7,52,2,141,288
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 165","Charlesbourg",22,87,10,6,6,79,2,212,505
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 166","Charlesbourg",32,97,12,5,2,63,1,212,509
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 167","Charlesbourg",18,63,12,1,6,56,2,158,339
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 168","Charlesbourg",5,47,4,6,6,43,0,111,342
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 169","Charlesbourg",18,65,23,7,13,75,1,202,366
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 170","Charlesbourg",13,62,10,7,5,73,6,176,328
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 171","Charlesbourg",15,75,9,1,3,68,2,173,315
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 172","Charlesbourg",23,42,6,2,5,65,3,146,325
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 173","Charlesbourg",15,45,4,6,2,73,3,148,392
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 174","Charlesbourg",26,63,9,7,8,55,4,172,374
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 175","Charlesbourg",13,61,17,6,9,70,2,178,370
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 176","Charlesbourg",18,82,12,4,5,67,2,190,419
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 177","Charlesbourg",15,50,9,10,1,66,1,152,370
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 178","Charlesbourg",11,68,12,3,7,63,3,167,385
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 179","Charlesbourg",14,86,15,4,4,120,0,243,382
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 180","Charlesbourg",63,78,16,3,7,145,7,319,446
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 181A","Charlesbourg",71,104,12,3,16,164,9,379,622
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 181B","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,,188
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 182","Charlesbourg",35,73,14,8,6,80,3,219,467
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 183","Charlesbourg",26,54,15,3,6,79,7,190,352
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 184","Charlesbourg",9,97,9,8,8,95,0,226,443
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 185","Charlesbourg",11,62,12,7,10,78,3,183,421
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 186","Charlesbourg",12,59,11,3,5,69,2,161,440
