Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Navdeep Bains,Nirvan Balkissoon,Arnjeet Sangha,Tim Sullivan,Grace Yogaretnam,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 64","Mississauga",54,23,50,0,18,0,145,300
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 65","Mississauga",124,38,117,4,10,1,294,484
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 66","Mississauga",100,22,77,2,8,3,212,398
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 67","Mississauga",187,28,99,1,10,1,326,548
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 68","Mississauga",148,24,75,1,11,4,263,534
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 69A","Mississauga",99,19,54,0,7,0,179,336
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 69B","Mississauga",95,17,63,2,9,1,187,398
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 70","Mississauga",104,13,42,1,6,2,168,377
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 71","Mississauga",149,35,59,0,13,1,257,509
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 72","Mississauga",73,19,64,1,8,0,165,361
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 73","Mississauga",136,27,92,2,10,0,267,445
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 74","Mississauga",128,19,83,0,15,0,245,443
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 75","Mississauga",170,28,98,2,13,4,315,575
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 76A","Mississauga",94,20,56,0,5,0,175,336
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 76B","Mississauga",108,16,44,1,9,2,180,402
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 77A","Mississauga",88,30,39,3,10,1,171,418
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 77B","Mississauga",68,24,20,2,3,4,121,217
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 78","Mississauga",179,45,85,1,14,5,329,650
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 79","Mississauga",119,27,62,0,3,3,214,581
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 80","Mississauga",81,26,56,3,9,0,175,369
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 81","Mississauga",45,18,43,0,10,0,116,202
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 82","Mississauga",80,43,70,0,15,0,208,413
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 83A","Mississauga",73,17,30,0,5,0,125,270
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 83B","Mississauga",93,18,56,1,15,3,186,324
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 84","Mississauga",77,20,41,1,8,0,147,277
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85","Mississauga",149,30,87,0,12,1,279,474
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 86","Mississauga",164,21,93,1,12,1,292,516
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 87","Mississauga",Merged with No. 84/Fusionné avec le nº 84,,,,,,,2
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 88A","Mississauga",104,16,70,2,6,3,201,373
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 88B","Mississauga",89,20,49,2,2,2,164,401
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89A","Mississauga",112,15,55,1,4,1,188,354
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89B","Mississauga",126,22,66,0,5,0,219,414
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89-1","Mississauga",169,26,107,1,14,3,320,581
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89-2","Mississauga",184,30,71,1,20,4,310,658
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 90","Mississauga",188,25,97,2,11,3,326,570
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 91","Mississauga",154,26,86,6,3,1,276,476
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 92","Mississauga",162,27,76,0,4,0,269,506
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 93A","Mississauga",95,31,45,1,3,1,176,342
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 93B","Mississauga",102,24,60,1,5,1,193,372
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94A","Mississauga",96,25,53,0,10,1,185,282
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94B","Mississauga",64,14,47,1,5,1,132,289
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94C","Mississauga",73,17,29,1,3,0,123,276
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94D","Mississauga",90,13,73,0,6,2,184,389
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94-1","Mississauga",166,31,154,3,12,0,366,564
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 95","Mississauga",86,22,87,2,10,0,207,390
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 96A","Mississauga",81,17,74,1,7,1,181,327
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 96B","Mississauga",102,14,87,1,5,0,209,346
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 97","Mississauga",102,12,63,1,11,0,189,283
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98A","Mississauga",74,20,43,1,9,0,147,308
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98B","Mississauga",113,17,32,0,4,1,167,323
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98C","Mississauga",86,15,52,1,7,0,161,323
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98D","Mississauga",75,15,29,0,2,0,121,287
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 99","Mississauga",154,30,132,2,10,0,328,535
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 100","Mississauga",108,21,85,0,14,0,228,404
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 101","Mississauga",82,28,89,3,21,0,223,461
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 102","Mississauga",79,24,61,2,10,0,176,349
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 103","Mississauga",95,13,84,0,11,0,203,384
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 104","Mississauga",66,18,61,0,12,0,157,328
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 105","Mississauga",128,22,88,1,5,0,244,407
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 106","Mississauga",109,29,89,1,7,2,237,364
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 107","Mississauga",124,32,88,0,8,4,256,402
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 108","Mississauga",133,40,131,1,20,3,328,556
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 109","Mississauga",82,6,71,1,7,0,167,276
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 110","Mississauga",149,30,92,1,21,1,294,525
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 111A","Mississauga",159,30,77,5,9,5,285,552
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 111B","Mississauga",110,28,60,0,3,4,205,403
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 111C","Mississauga",46,17,16,0,2,0,81,140
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 112","Mississauga",81,8,42,0,0,0,131,313
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 113","Mississauga",152,25,65,1,10,3,256,438
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 114","Mississauga",149,25,69,0,5,2,250,501
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 115","Mississauga",104,17,74,1,5,1,202,411
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 116","Mississauga",57,9,55,0,1,1,123,283
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 117","Mississauga",127,32,87,3,12,1,262,599
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 118","Mississauga",69,14,32,1,9,0,125,325
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 119","Mississauga",110,13,76,0,10,1,210,390
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 120","Mississauga",64,13,35,1,6,0,119,306
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 121","Mississauga",67,29,51,1,7,0,155,344
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 122","Mississauga",130,25,74,0,9,2,240,597
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 123A","Mississauga",113,17,34,3,4,2,173,344
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 123B","Mississauga",77,11,51,1,2,0,142,323
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 124","Mississauga",134,34,69,1,13,3,254,505
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 125A","Mississauga",73,25,37,1,9,1,146,317
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 125B","Mississauga",111,24,25,1,4,1,166,317
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 126","Mississauga",130,17,41,0,16,2,206,404
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 127A","Mississauga",103,13,42,2,5,0,165,306
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 127B","Mississauga",113,16,39,2,6,3,179,306
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 128","Mississauga",150,33,60,1,15,0,259,479
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 129","Mississauga",192,25,68,6,5,0,296,561
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 130","Mississauga",136,22,73,0,6,0,237,445
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 131","Mississauga",123,18,57,0,8,1,207,341
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 132","Mississauga",98,18,57,0,7,2,182,318
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 133","Mississauga",168,33,62,3,9,2,277,506
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 134A","Mississauga",89,13,40,0,8,1,151,321
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 134B","Mississauga",94,24,61,1,4,0,184,327
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 135","Mississauga",105,30,66,0,6,0,207,406
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 136","Mississauga",141,21,47,0,5,0,214,471
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 137A","Mississauga",87,25,46,0,9,1,168,377
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 137B","Mississauga",104,30,50,0,10,1,195,356
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 138","Mississauga",120,17,65,2,5,3,212,407
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 139","Mississauga",138,21,52,1,11,0,223,472
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 140","Mississauga",144,13,37,2,9,2,207,462
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 141","Mississauga",126,12,44,4,8,1,195,435
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 142","Mississauga",172,33,56,1,16,2,280,573
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 143A","Mississauga",70,15,31,1,4,2,123,320
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 143B","Mississauga",106,15,26,0,2,0,149,306
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 144","Mississauga",137,47,76,1,7,2,270,494
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 145A","Mississauga",72,33,39,2,6,0,152,304
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 145B","Mississauga",62,26,34,0,4,1,127,313
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 145C","Mississauga",74,27,58,1,10,1,171,346
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 146","Mississauga",97,32,26,1,6,0,162,338
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 147","Mississauga",99,25,46,1,11,0,182,410
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 148","Mississauga",104,29,62,2,9,1,207,537
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 149","Mississauga",126,33,67,1,8,3,238,529
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 150","Mississauga",126,28,77,2,4,0,237,447
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 151","Mississauga",149,34,87,3,17,0,290,521
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 152","Mississauga",127,18,62,0,4,4,215,417
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 153","Mississauga",68,10,26,3,3,1,111,220
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 154","Mississauga",110,20,79,1,14,2,226,397
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155A","Mississauga",125,32,43,0,4,1,205,399
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155B","Mississauga",122,18,67,1,3,0,211,374
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155C","Mississauga",108,15,67,2,5,0,197,353
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155D","Mississauga",77,12,58,1,9,1,158,317
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 156","Mississauga",92,22,29,1,2,2,148,326
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 157","Mississauga",150,40,76,3,8,1,278,606
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 158","Mississauga",61,14,50,0,7,0,132,349
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 159","Mississauga",83,14,49,1,6,3,156,340
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 160","Mississauga",144,33,69,4,15,1,266,600
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 161","Mississauga",114,22,58,2,7,1,204,380
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 162","Mississauga",107,16,48,1,6,1,179,353
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 163","Mississauga",59,12,24,1,4,0,100,210
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 164","Mississauga",118,24,42,0,5,2,191,370
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 165","Mississauga",104,21,60,0,16,2,203,371
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 166","Mississauga",136,31,58,0,9,0,234,406
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 167","Mississauga",157,35,64,4,16,1,277,551
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 168","Mississauga",80,22,33,1,10,0,146,252
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 169","Mississauga",137,27,54,0,2,0,220,427
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 170","Mississauga",181,25,79,3,6,2,296,649
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 171","Mississauga",166,39,71,1,9,0,286,676
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 400","Brampton",92,12,46,1,3,3,157,338
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 401","Brampton",51,23,43,1,2,1,121,255
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 402","Mississauga",142,30,120,4,6,2,304,502
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 403","Mississauga",125,21,84,0,5,1,236,452
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 404","Mississauga",141,20,71,2,4,0,238,507
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 405","Mississauga",164,37,113,4,11,0,329,534
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 406","Mobile poll/Bureau itinérant",53,18,36,4,2,4,117,109
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 600","Brampton--Mississauga",596,53,328,2,21,10,1010,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 601","Mississauga",589,96,405,5,30,5,1130,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 602","Mississauga",238,26,131,2,7,0,404,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 603","Mississauga",587,107,308,2,28,10,1042,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 604","Brampton",389,64,230,2,20,3,708,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 605","Mississauga",363,55,211,7,22,1,659,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 606","Mississauga",335,33,209,4,25,4,610,
"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 607","Brampton",431,71,340,3,29,3,877,
"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 1/Groupe 1,22,8,9,0,0,1,40,92
"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 2/Groupe 2,381,68,205,3,20,27,704,
