Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Blaikie,Tanja Hutter,Tanya Parks,Robert Scott,Linda West,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Elmwood--Transcona/Elmwood--Transcona"," 40","Winnipeg",72,7,20,1,41,0,141,363
"Elmwood--Transcona/Elmwood--Transcona"," 41","Winnipeg",67,6,16,1,32,1,123,324
"Elmwood--Transcona/Elmwood--Transcona"," 42","Winnipeg",90,13,12,5,42,1,163,282
"Elmwood--Transcona/Elmwood--Transcona"," 43","Winnipeg",87,5,32,0,45,0,169,318
"Elmwood--Transcona/Elmwood--Transcona"," 44","Winnipeg",108,7,36,2,54,0,207,406
"Elmwood--Transcona/Elmwood--Transcona"," 45","Winnipeg",95,3,33,0,79,0,210,439
"Elmwood--Transcona/Elmwood--Transcona"," 46","Winnipeg",108,7,21,2,77,1,216,367
"Elmwood--Transcona/Elmwood--Transcona"," 47","Winnipeg",101,8,33,1,55,1,199,360
"Elmwood--Transcona/Elmwood--Transcona"," 48","Winnipeg",103,3,22,3,48,1,180,313
"Elmwood--Transcona/Elmwood--Transcona"," 49","Winnipeg",117,10,37,1,75,0,240,426
"Elmwood--Transcona/Elmwood--Transcona"," 50","Winnipeg",54,9,17,1,36,0,117,296
"Elmwood--Transcona/Elmwood--Transcona"," 51","Winnipeg",120,11,21,4,50,1,207,327
"Elmwood--Transcona/Elmwood--Transcona"," 52","Winnipeg",90,8,19,0,44,1,162,270
"Elmwood--Transcona/Elmwood--Transcona"," 53","Winnipeg",101,4,18,2,39,1,165,377
"Elmwood--Transcona/Elmwood--Transcona"," 54","Winnipeg",67,4,7,0,37,1,116,197
"Elmwood--Transcona/Elmwood--Transcona"," 55","Winnipeg",76,2,19,1,64,0,162,342
"Elmwood--Transcona/Elmwood--Transcona"," 56A","Winnipeg",38,0,11,1,17,1,68,291
"Elmwood--Transcona/Elmwood--Transcona"," 56B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,141
"Elmwood--Transcona/Elmwood--Transcona"," 57A","Winnipeg",90,6,18,4,53,0,171,381
"Elmwood--Transcona/Elmwood--Transcona"," 57B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,64
"Elmwood--Transcona/Elmwood--Transcona"," 58","Winnipeg",113,5,31,4,62,0,215,447
"Elmwood--Transcona/Elmwood--Transcona"," 59","Winnipeg",86,9,22,3,56,1,177,317
"Elmwood--Transcona/Elmwood--Transcona"," 60","Winnipeg",144,6,34,2,85,1,272,462
"Elmwood--Transcona/Elmwood--Transcona"," 61","Winnipeg",77,9,22,4,39,0,151,339
"Elmwood--Transcona/Elmwood--Transcona"," 62","Winnipeg",177,12,81,4,186,3,463,814
"Elmwood--Transcona/Elmwood--Transcona"," 63","Winnipeg",34,2,17,2,44,0,99,182
"Elmwood--Transcona/Elmwood--Transcona"," 64","Winnipeg",122,15,20,5,93,1,256,424
"Elmwood--Transcona/Elmwood--Transcona"," 65","Winnipeg",92,9,19,2,74,0,196,331
"Elmwood--Transcona/Elmwood--Transcona"," 66","Winnipeg",114,16,22,0,48,0,200,388
"Elmwood--Transcona/Elmwood--Transcona"," 67","Winnipeg",101,6,15,2,59,0,183,331
"Elmwood--Transcona/Elmwood--Transcona"," 68","Winnipeg",57,7,37,4,33,1,139,315
"Elmwood--Transcona/Elmwood--Transcona"," 69","Winnipeg",82,9,26,2,53,0,172,414
"Elmwood--Transcona/Elmwood--Transcona"," 70","Winnipeg",87,12,10,0,36,0,145,371
"Elmwood--Transcona/Elmwood--Transcona"," 71","Winnipeg",68,6,29,0,20,1,124,316
"Elmwood--Transcona/Elmwood--Transcona"," 72","Winnipeg",44,5,16,1,27,0,93,253
"Elmwood--Transcona/Elmwood--Transcona"," 73","Winnipeg",45,7,15,0,34,0,101,230
"Elmwood--Transcona/Elmwood--Transcona"," 74","Winnipeg",86,5,26,0,35,1,153,323
"Elmwood--Transcona/Elmwood--Transcona"," 75","Winnipeg",82,5,24,0,35,0,146,373
"Elmwood--Transcona/Elmwood--Transcona"," 76","Winnipeg",75,4,19,4,36,2,140,319
"Elmwood--Transcona/Elmwood--Transcona"," 77","Winnipeg",87,1,24,1,33,0,146,395
"Elmwood--Transcona/Elmwood--Transcona"," 78","Winnipeg",55,8,22,3,18,0,106,321
"Elmwood--Transcona/Elmwood--Transcona"," 79","Winnipeg",40,3,23,0,28,2,96,283
"Elmwood--Transcona/Elmwood--Transcona"," 80","Winnipeg",57,8,17,1,27,0,110,257
"Elmwood--Transcona/Elmwood--Transcona"," 81","Winnipeg",59,10,18,1,46,2,136,300
"Elmwood--Transcona/Elmwood--Transcona"," 82","Winnipeg",54,2,10,0,29,0,95,246
"Elmwood--Transcona/Elmwood--Transcona"," 83","Winnipeg",81,1,10,2,35,0,129,297
"Elmwood--Transcona/Elmwood--Transcona"," 84","Winnipeg",97,1,22,4,51,1,176,355
"Elmwood--Transcona/Elmwood--Transcona"," 85","Winnipeg",76,7,27,0,37,0,147,305
"Elmwood--Transcona/Elmwood--Transcona"," 86","Winnipeg",88,7,16,1,39,0,151,341
"Elmwood--Transcona/Elmwood--Transcona"," 87","Winnipeg",101,11,28,2,55,0,197,348
"Elmwood--Transcona/Elmwood--Transcona"," 88","Winnipeg",66,3,13,1,51,1,135,286
"Elmwood--Transcona/Elmwood--Transcona"," 89","Winnipeg",91,7,31,1,49,2,181,325
"Elmwood--Transcona/Elmwood--Transcona"," 90","Winnipeg",95,4,15,1,40,1,156,340
"Elmwood--Transcona/Elmwood--Transcona"," 91","Winnipeg",93,9,33,1,54,0,190,353
"Elmwood--Transcona/Elmwood--Transcona"," 92","Winnipeg",63,0,11,0,37,0,111,250
"Elmwood--Transcona/Elmwood--Transcona"," 93","Winnipeg",105,4,23,0,44,1,177,376
"Elmwood--Transcona/Elmwood--Transcona"," 94","Winnipeg",111,5,33,3,57,0,209,435
"Elmwood--Transcona/Elmwood--Transcona"," 95","Winnipeg",92,9,21,1,60,0,183,296
"Elmwood--Transcona/Elmwood--Transcona"," 96","Winnipeg",78,8,24,1,50,0,161,260
"Elmwood--Transcona/Elmwood--Transcona"," 97","Winnipeg",71,1,23,0,18,1,114,353
"Elmwood--Transcona/Elmwood--Transcona"," 98","Winnipeg",49,1,28,3,25,0,106,343
"Elmwood--Transcona/Elmwood--Transcona"," 99","Winnipeg",56,1,15,1,35,0,108,329
"Elmwood--Transcona/Elmwood--Transcona"," 100","Winnipeg",95,5,28,1,37,1,167,411
"Elmwood--Transcona/Elmwood--Transcona"," 101","Winnipeg",62,4,17,1,31,0,115,215
"Elmwood--Transcona/Elmwood--Transcona"," 102","Winnipeg",93,7,23,1,56,1,181,414
"Elmwood--Transcona/Elmwood--Transcona"," 103","Winnipeg",99,2,28,3,48,1,181,375
"Elmwood--Transcona/Elmwood--Transcona"," 104","Winnipeg",139,8,34,11,103,1,296,481
"Elmwood--Transcona/Elmwood--Transcona"," 105","Winnipeg",138,7,36,8,127,1,317,528
"Elmwood--Transcona/Elmwood--Transcona"," 106","Winnipeg",150,8,22,9,104,1,294,453
"Elmwood--Transcona/Elmwood--Transcona"," 107","Winnipeg",146,8,46,8,96,2,306,488
"Elmwood--Transcona/Elmwood--Transcona"," 108","Winnipeg",88,5,24,6,89,1,213,499
"Elmwood--Transcona/Elmwood--Transcona"," 109","Winnipeg",94,4,14,1,30,0,143,225
"Elmwood--Transcona/Elmwood--Transcona"," 110","Winnipeg",76,6,19,6,56,0,163,251
"Elmwood--Transcona/Elmwood--Transcona"," 111","Winnipeg",64,7,18,2,56,0,147,271
"Elmwood--Transcona/Elmwood--Transcona"," 112","Winnipeg",99,8,28,0,56,0,191,318
"Elmwood--Transcona/Elmwood--Transcona"," 113","Winnipeg",95,5,7,0,31,0,138,286
"Elmwood--Transcona/Elmwood--Transcona"," 114","Winnipeg",102,7,17,6,49,0,181,293
"Elmwood--Transcona/Elmwood--Transcona"," 115","Winnipeg",100,10,12,2,47,0,171,358
"Elmwood--Transcona/Elmwood--Transcona"," 116","Winnipeg",103,11,19,2,35,0,170,320
"Elmwood--Transcona/Elmwood--Transcona"," 117","Winnipeg",93,7,15,5,67,0,187,309
"Elmwood--Transcona/Elmwood--Transcona"," 118","Winnipeg",86,8,26,1,49,0,170,320
"Elmwood--Transcona/Elmwood--Transcona"," 119","Winnipeg",112,5,9,3,45,1,175,342
"Elmwood--Transcona/Elmwood--Transcona"," 120","Winnipeg",81,4,15,3,47,0,150,391
"Elmwood--Transcona/Elmwood--Transcona"," 121","Winnipeg",72,4,20,2,36,0,134,337
"Elmwood--Transcona/Elmwood--Transcona"," 122","Winnipeg",87,5,17,3,72,0,184,374
"Elmwood--Transcona/Elmwood--Transcona"," 123","Winnipeg",134,6,24,5,92,1,262,488
"Elmwood--Transcona/Elmwood--Transcona"," 124","Winnipeg",110,8,31,4,79,1,233,441
"Elmwood--Transcona/Elmwood--Transcona"," 125","Winnipeg",115,10,31,1,117,3,277,444
"Elmwood--Transcona/Elmwood--Transcona"," 126","Winnipeg",85,9,23,1,68,0,186,300
"Elmwood--Transcona/Elmwood--Transcona"," 127","Winnipeg",76,9,21,2,76,0,184,295
"Elmwood--Transcona/Elmwood--Transcona"," 128","Winnipeg",145,6,29,4,74,1,259,406
"Elmwood--Transcona/Elmwood--Transcona"," 129","Winnipeg",94,10,21,2,70,0,197,387
"Elmwood--Transcona/Elmwood--Transcona"," 130","Winnipeg",90,6,13,1,55,0,165,346
"Elmwood--Transcona/Elmwood--Transcona"," 131","Winnipeg",117,9,27,3,67,2,225,425
"Elmwood--Transcona/Elmwood--Transcona"," 132","Winnipeg",119,11,24,3,49,0,206,389
"Elmwood--Transcona/Elmwood--Transcona"," 133","Winnipeg",146,5,26,1,72,0,250,433
"Elmwood--Transcona/Elmwood--Transcona"," 134","Winnipeg",117,11,23,0,76,1,228,386
"Elmwood--Transcona/Elmwood--Transcona"," 135","Winnipeg",130,10,22,2,66,1,231,376
"Elmwood--Transcona/Elmwood--Transcona"," 136","Winnipeg",76,4,19,1,49,0,149,314
"Elmwood--Transcona/Elmwood--Transcona"," 137","Winnipeg",101,2,18,1,51,0,173,291
"Elmwood--Transcona/Elmwood--Transcona"," 138","Winnipeg",124,9,11,1,43,2,190,326
"Elmwood--Transcona/Elmwood--Transcona"," 139","Winnipeg",132,7,26,1,52,3,221,383
"Elmwood--Transcona/Elmwood--Transcona"," 140","Winnipeg",131,6,13,1,72,0,223,367
"Elmwood--Transcona/Elmwood--Transcona"," 141","Winnipeg",105,5,16,0,49,2,177,322
"Elmwood--Transcona/Elmwood--Transcona"," 142","Winnipeg",89,4,15,2,66,1,177,281
"Elmwood--Transcona/Elmwood--Transcona"," 143","Winnipeg",117,6,16,4,70,3,216,406
"Elmwood--Transcona/Elmwood--Transcona"," 144","Winnipeg",113,8,17,3,63,1,205,396
"Elmwood--Transcona/Elmwood--Transcona"," 145","Winnipeg",112,9,25,2,58,0,206,394
"Elmwood--Transcona/Elmwood--Transcona"," 146","Winnipeg",119,8,26,1,66,1,221,406
"Elmwood--Transcona/Elmwood--Transcona"," 147","Winnipeg",104,3,24,1,68,2,202,345
"Elmwood--Transcona/Elmwood--Transcona"," 148","Winnipeg",127,4,20,2,69,2,224,365
"Elmwood--Transcona/Elmwood--Transcona"," 149","Winnipeg",105,5,10,0,34,0,154,255
"Elmwood--Transcona/Elmwood--Transcona"," 150","Winnipeg",101,7,18,3,60,0,189,363
"Elmwood--Transcona/Elmwood--Transcona"," 151","Winnipeg",129,5,18,0,62,0,214,393
"Elmwood--Transcona/Elmwood--Transcona"," 152","Winnipeg",94,11,18,2,70,1,196,360
"Elmwood--Transcona/Elmwood--Transcona"," 153","Winnipeg",65,2,18,5,42,1,133,257
"Elmwood--Transcona/Elmwood--Transcona"," 154","Winnipeg",110,8,26,0,66,1,211,425
"Elmwood--Transcona/Elmwood--Transcona"," 155","Winnipeg",84,3,18,3,66,0,174,321
"Elmwood--Transcona/Elmwood--Transcona"," 156","Winnipeg",125,3,29,0,63,0,220,413
"Elmwood--Transcona/Elmwood--Transcona"," 157","Winnipeg",65,6,13,2,66,0,152,337
"Elmwood--Transcona/Elmwood--Transcona"," 158","Winnipeg",99,10,20,1,51,0,181,376
"Elmwood--Transcona/Elmwood--Transcona"," 159","Winnipeg",115,1,14,2,100,0,232,418
"Elmwood--Transcona/Elmwood--Transcona"," 160","Winnipeg",81,4,22,2,33,1,143,323
"Elmwood--Transcona/Elmwood--Transcona"," 161","Winnipeg",80,6,20,4,64,2,176,343
"Elmwood--Transcona/Elmwood--Transcona"," 162","Winnipeg",113,6,19,2,72,0,212,404
"Elmwood--Transcona/Elmwood--Transcona"," 163","Winnipeg",128,9,52,4,158,0,351,604
"Elmwood--Transcona/Elmwood--Transcona"," 500","Mobile poll/Bureau itinérant",106,5,40,2,68,0,221,246
"Elmwood--Transcona/Elmwood--Transcona"," 501","Mobile poll/Bureau itinérant",96,3,23,1,25,2,150,216
"Elmwood--Transcona/Elmwood--Transcona"," 502","Mobile poll/Bureau itinérant",71,2,13,3,33,6,128,197
"Elmwood--Transcona/Elmwood--Transcona"," 600","Winnipeg",178,9,42,1,165,2,397,
"Elmwood--Transcona/Elmwood--Transcona"," 601","Winnipeg",158,10,46,2,117,2,335,
"Elmwood--Transcona/Elmwood--Transcona"," 602","Winnipeg",162,5,51,7,141,3,369,
"Elmwood--Transcona/Elmwood--Transcona"," 603","Winnipeg",69,10,30,2,70,0,181,
"Elmwood--Transcona/Elmwood--Transcona"," 604","Winnipeg",137,5,39,3,96,1,281,
"Elmwood--Transcona/Elmwood--Transcona"," 605","Winnipeg",170,9,31,7,102,0,319,
"Elmwood--Transcona/Elmwood--Transcona"," 606","Winnipeg",162,15,33,5,149,1,365,
"Elmwood--Transcona/Elmwood--Transcona"," 607","Winnipeg",160,11,34,6,145,2,358,
"Elmwood--Transcona/Elmwood--Transcona",,Group 1/Groupe 1,21,3,31,0,22,3,80,162
"Elmwood--Transcona/Elmwood--Transcona",,Group 2/Groupe 2,402,13,75,6,224,12,732,
