Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garnet Colly,Denis Martel,Bernard Patry,Don Rae,Shameem Siddiqui,Leo Williams,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 65","Pierrefonds",1,28,107,22,6,7,4,175,496
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 66","Pierrefonds",0,25,62,35,19,11,4,156,356
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 67","Pierrefonds",0,20,74,35,18,14,1,162,292
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 68","Pierrefonds",3,18,97,17,14,1,0,150,267
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 69","Pierrefonds",0,8,61,26,17,6,2,120,252
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 70","Pierrefonds",1,23,73,30,18,2,0,147,462
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 71","Roxboro",0,69,59,42,16,9,2,197,380
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 72","Roxboro",0,30,95,46,13,16,2,202,339
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 73","Roxboro",1,34,100,50,31,18,0,234,438
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 74","Roxboro",0,35,105,32,25,21,1,219,337
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 75","Roxboro",0,20,78,47,15,19,1,180,306
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 76","Roxboro",0,47,86,40,28,21,3,225,363
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 77","Roxboro",1,36,115,50,44,21,4,271,462
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 78","Roxboro",0,68,189,94,51,45,1,448,673
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 79","Dollard-des-Ormeaux",0,14,80,41,23,9,0,167,387
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 80","Dollard-des-Ormeaux",0,11,146,71,9,12,0,249,441
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 81","Dollard-des-Ormeaux",1,13,107,48,21,9,3,202,404
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 82","Dollard-des-Ormeaux",3,15,122,40,21,6,1,208,360
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 83","Dollard-des-Ormeaux",1,16,148,56,17,7,0,245,412
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 84","Dollard-des-Ormeaux",1,23,142,47,19,5,0,237,441
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 85","Dollard-des-Ormeaux",1,14,63,23,15,6,1,123,276
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 86","Dollard-des-Ormeaux",0,13,62,23,8,6,0,112,223
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 87","Dollard-des-Ormeaux",0,17,103,38,18,8,1,185,455
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 88","Dollard-des-Ormeaux",1,33,155,54,28,10,2,283,562
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 89","Dollard-des-Ormeaux",2,15,136,33,22,7,3,218,522
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 90","Dollard-des-Ormeaux",0,19,123,45,24,6,3,220,498
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 91","Dollard-des-Ormeaux",1,18,181,56,20,6,3,285,594
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 92","Dollard-des-Ormeaux",0,17,112,36,17,10,0,192,572
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 93","Dollard-des-Ormeaux",1,13,149,38,33,11,0,245,546
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 94","Dollard-des-Ormeaux",0,10,92,59,29,7,2,199,429
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 95","Dollard-des-Ormeaux",0,11,83,45,22,8,0,169,280
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 96","Dollard-des-Ormeaux",0,5,129,29,20,10,0,193,465
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 97","Dollard-des-Ormeaux",1,12,160,57,16,7,2,255,505
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 98","Dollard-des-Ormeaux",0,15,175,47,17,19,2,275,491
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 99","Dollard-des-Ormeaux",0,31,169,69,29,7,1,306,514
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 100","Dollard-des-Ormeaux",1,11,165,50,21,9,1,258,495
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 101","Dollard-des-Ormeaux",0,11,127,54,12,9,3,216,433
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 102","Dollard-des-Ormeaux",0,16,107,51,25,14,2,215,473
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 103","Dollard-des-Ormeaux",0,13,128,27,22,13,0,203,590
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 104","Dollard-des-Ormeaux",0,20,130,68,10,11,2,241,523
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 105","Dollard-des-Ormeaux",0,17,129,57,14,17,4,238,389
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 106","Dollard-des-Ormeaux",0,9,83,43,13,14,0,162,313
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 107","Dollard-des-Ormeaux",1,11,90,34,9,10,0,155,310
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 108","Dollard-des-Ormeaux",0,17,106,57,30,24,1,235,439
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 109","Dollard-des-Ormeaux",0,11,114,67,16,8,1,217,436
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 110","Dollard-des-Ormeaux",0,8,72,20,13,8,0,121,400
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 111","Dollard-des-Ormeaux",0,16,117,50,14,1,0,198,426
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 112","Dollard-des-Ormeaux",0,18,57,40,14,5,0,134,295
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 113","Dollard-des-Ormeaux",0,7,105,40,6,6,0,164,288
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 114","Dollard-des-Ormeaux",0,9,143,67,17,20,2,258,475
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 115","Dollard-des-Ormeaux",0,10,103,61,21,4,0,199,309
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 116","Dollard-des-Ormeaux",0,2,144,76,11,16,0,249,465
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 117","Dollard-des-Ormeaux",0,1,156,63,12,11,0,243,433
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 118","Dollard-des-Ormeaux",1,4,184,66,16,22,1,294,490
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 119","Dollard-des-Ormeaux",0,4,113,51,9,18,1,196,364
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 120","Dollard-des-Ormeaux",0,5,181,69,10,16,1,282,550
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 121","Dollard-des-Ormeaux",1,7,194,80,15,24,1,322,559
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 122","Dollard-des-Ormeaux",0,8,199,74,11,16,0,308,581
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 123","Dollard-des-Ormeaux",1,6,127,63,19,17,0,233,406
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 124","Dollard-des-Ormeaux",0,5,141,44,9,7,0,206,398
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 125","Dollard-des-Ormeaux",1,0,164,61,17,14,0,257,487
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 126","Dollard-des-Ormeaux",3,8,190,85,18,14,4,322,680
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 127","Dollard-des-Ormeaux",0,2,159,47,19,12,0,239,532
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 128","Dollard-des-Ormeaux",2,12,134,56,21,14,0,239,452
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 129","Dollard-des-Ormeaux",0,3,190,51,18,15,2,279,565
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 130","Dollard-des-Ormeaux",1,17,117,57,22,14,1,229,450
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 131","Dollard-des-Ormeaux",1,5,152,62,17,19,1,257,489
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 132","Dollard-des-Ormeaux",2,18,285,91,29,22,3,450,778
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 133","Pierrefonds",1,43,136,71,22,24,2,299,495
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 134","Pierrefonds",2,37,128,49,35,34,0,285,476
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 135","Pierrefonds",0,18,168,45,14,7,2,254,476
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 136","Pierrefonds",0,34,128,54,22,16,2,256,420
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 137","Pierrefonds",1,17,131,60,29,16,3,257,449
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 138","Pierrefonds",0,21,83,47,19,8,1,179,361
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 139","Pierrefonds",0,7,91,30,17,8,1,154,285
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 140","Pierrefonds",1,7,84,31,16,2,1,142,271
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 141","Pierrefonds",Void/Supprimé,,,,,,,,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 142","Pierrefonds",1,31,131,55,15,11,1,245,574
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 143","Pierrefonds",0,43,121,72,17,7,3,263,539
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 144","Pierrefonds",1,45,103,37,15,14,3,218,490
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 145","Pierrefonds",0,3,29,5,5,1,0,43,93
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 146","Pierrefonds",0,29,171,80,19,12,0,311,734
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 147","Pierrefonds",0,17,113,68,15,16,4,233,433
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 148","Pierrefonds",0,15,103,55,19,24,0,216,345
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 149","Pierrefonds",0,17,113,49,21,12,1,213,352
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 150","Pierrefonds",1,9,102,40,18,8,5,183,362
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 151","Pierrefonds",1,27,107,62,18,30,2,247,487
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 152","Pierrefonds",0,32,121,54,15,14,1,237,410
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 153","Ste-Geneviève",0,30,61,35,14,13,2,155,373
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 154","Ste-Geneviève",0,14,24,21,7,2,0,68,165
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 155","Dollard-des-Ormeaux",0,8,112,53,7,10,0,190,356
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 156","Dollard-des-Ormeaux",0,3,118,74,10,7,0,212,381
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 157","Dollard-des-Ormeaux",0,2,177,98,9,7,1,294,566
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 158","Dollard-des-Ormeaux",0,3,155,50,21,8,1,238,588
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 159","Dollard-des-Ormeaux",0,4,141,59,15,17,2,238,471
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 160","Dollard-des-Ormeaux",0,1,96,42,16,9,0,164,289
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 161","Dollard-des-Ormeaux",1,10,101,36,12,4,0,164,345
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 162","Dollard-des-Ormeaux",1,3,203,73,14,4,0,298,589
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 163","Dollard-des-Ormeaux",1,23,194,98,17,11,2,346,641
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 164","Dollard-des-Ormeaux",0,16,133,57,12,8,3,229,434
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 165","Dollard-des-Ormeaux",1,9,154,77,21,14,1,277,598
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 166A","Dollard-des-Ormeaux",0,12,62,22,5,9,1,111,363
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 166B","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,125
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 167","Dollard-des-Ormeaux",1,2,96,41,18,9,0,167,340
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 168","Dollard-des-Ormeaux",0,19,105,39,24,12,1,200,405
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 169","Dollard-des-Ormeaux",0,9,104,38,21,13,1,186,423
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 170","Dollard-des-Ormeaux",0,5,160,44,26,6,3,244,502
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 171","Dollard-des-Ormeaux",0,8,106,37,18,14,0,183,509
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 172","Dollard-des-Ormeaux",0,6,125,45,28,14,1,219,377
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 173","Dollard-des-Ormeaux",0,9,124,53,25,11,1,223,407
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 174","Dollard-des-Ormeaux",2,9,116,54,18,7,1,207,411
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 175","Dollard-des-Ormeaux",0,27,161,68,14,19,0,289,577
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 176","Dollard-des-Ormeaux",0,17,119,56,22,9,3,226,416
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 177","Dollard-des-Ormeaux",0,18,91,62,16,13,0,200,378
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 178","Dollard-des-Ormeaux",1,13,123,71,27,18,1,254,397
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 179","Dollard-des-Ormeaux",0,12,135,47,27,13,0,234,351
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 180","Dollard-des-Ormeaux",0,10,141,48,36,19,0,254,412
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 181","Dollard-des-Ormeaux",0,22,124,54,26,13,1,240,414
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 182","Dollard-des-Ormeaux",0,5,149,54,16,7,0,231,371
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 183","Dollard-des-Ormeaux",0,10,146,80,21,13,1,271,437
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 184","Dollard-des-Ormeaux",1,11,138,70,22,10,0,252,429
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 185","Dollard-des-Ormeaux",1,16,139,45,21,8,0,230,397
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 500A","Mobile poll/Bureau itinérant",0,1,15,5,0,0,0,21,59
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 500B","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,,41
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 501","Mobile poll/Bureau itinérant",0,9,32,8,0,0,0,49,84
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 502A","Mobile poll/Bureau itinérant",2,11,77,30,5,3,0,128,100
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 502B","Mobile poll/Bureau itinérant",0,4,49,24,4,3,3,87,85
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 600","Montréal",0,108,113,96,8,20,0,345,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 601","Montréal",1,75,136,106,11,15,6,350,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 602","Montréal",2,45,287,138,21,33,1,527,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 603","Montréal",2,28,309,140,16,27,0,522,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 604","Montréal",1,37,185,109,17,17,0,366,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 605","Montréal",1,26,221,139,16,20,2,425,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 606","Montréal",0,8,290,118,17,20,2,455,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 607","Montréal",0,6,248,107,17,9,3,390,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 608","Montréal",1,94,247,140,35,43,3,563,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 609","Montréal",0,24,113,53,15,14,0,219,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 610","Montréal",0,40,71,36,14,5,0,166,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 611","Montréal",0,13,172,45,23,16,2,271,
"Pierrefonds--Dollard/Pierrefonds--Dollard"," 612","Montréal",0,9,124,78,20,4,0,235,
"Pierrefonds--Dollard/Pierrefonds--Dollard",,Group 1/Groupe 1,1,13,59,27,3,6,6,115,191
"Pierrefonds--Dollard/Pierrefonds--Dollard",,Group 2/Groupe 2,1,122,804,206,54,47,17,1251,
