Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jim Jacuta,Ben Morrison Pettit,James Rajotte,Martin Rybiak,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Edmonton--Leduc/Edmonton--Leduc"," 44","Edmonton",70,23,114,62,1,270,399
"Edmonton--Leduc/Edmonton--Leduc"," 45A","Edmonton",47,11,106,44,0,208,355
"Edmonton--Leduc/Edmonton--Leduc"," 45B","Edmonton",56,18,101,37,0,212,326
"Edmonton--Leduc/Edmonton--Leduc"," 46","Edmonton",48,14,155,18,1,236,387
"Edmonton--Leduc/Edmonton--Leduc"," 47","Edmonton",44,12,163,23,0,242,401
"Edmonton--Leduc/Edmonton--Leduc"," 48","Edmonton",54,15,103,43,0,215,478
"Edmonton--Leduc/Edmonton--Leduc"," 49","Edmonton",43,23,67,39,1,173,445
"Edmonton--Leduc/Edmonton--Leduc"," 50","Edmonton",19,14,70,23,0,126,362
"Edmonton--Leduc/Edmonton--Leduc"," 51A","Edmonton",49,13,130,45,0,237,393
"Edmonton--Leduc/Edmonton--Leduc"," 51B","Edmonton",31,18,83,29,0,161,312
"Edmonton--Leduc/Edmonton--Leduc"," 52","Edmonton",35,9,71,23,1,139,327
"Edmonton--Leduc/Edmonton--Leduc"," 53","Edmonton",53,16,105,41,0,215,348
"Edmonton--Leduc/Edmonton--Leduc"," 54","Edmonton",18,17,91,36,0,162,264
"Edmonton--Leduc/Edmonton--Leduc"," 55","Edmonton",49,11,124,31,0,215,396
"Edmonton--Leduc/Edmonton--Leduc"," 56","Edmonton",34,14,85,38,0,171,322
"Edmonton--Leduc/Edmonton--Leduc"," 57","Edmonton",47,15,87,14,0,163,236
"Edmonton--Leduc/Edmonton--Leduc"," 58","Edmonton",35,10,155,29,0,229,376
"Edmonton--Leduc/Edmonton--Leduc"," 59","Edmonton",33,17,136,24,1,211,374
"Edmonton--Leduc/Edmonton--Leduc"," 60","Edmonton",40,7,80,8,0,135,258
"Edmonton--Leduc/Edmonton--Leduc"," 61","Edmonton",49,23,129,36,0,237,470
"Edmonton--Leduc/Edmonton--Leduc"," 62","Edmonton",36,20,51,42,0,149,351
"Edmonton--Leduc/Edmonton--Leduc"," 63","Edmonton",36,7,126,32,1,202,305
"Edmonton--Leduc/Edmonton--Leduc"," 64","Edmonton",51,10,114,31,0,206,323
"Edmonton--Leduc/Edmonton--Leduc"," 65","Edmonton",38,18,130,39,0,225,359
"Edmonton--Leduc/Edmonton--Leduc"," 66","Edmonton",44,15,71,57,1,188,396
"Edmonton--Leduc/Edmonton--Leduc"," 67","Edmonton",28,11,68,48,0,155,307
"Edmonton--Leduc/Edmonton--Leduc"," 68","Edmonton",39,18,84,59,1,201,322
"Edmonton--Leduc/Edmonton--Leduc"," 69","Edmonton",29,16,128,37,0,210,289
"Edmonton--Leduc/Edmonton--Leduc"," 70","Edmonton",61,17,122,46,1,247,358
"Edmonton--Leduc/Edmonton--Leduc"," 71","Edmonton",47,11,122,59,0,239,344
"Edmonton--Leduc/Edmonton--Leduc"," 72","Edmonton",55,19,128,66,0,268,380
"Edmonton--Leduc/Edmonton--Leduc"," 73","Edmonton",47,37,155,56,1,296,419
"Edmonton--Leduc/Edmonton--Leduc"," 74","Edmonton",45,26,116,45,0,232,340
"Edmonton--Leduc/Edmonton--Leduc"," 75","Edmonton",58,18,125,40,0,241,370
"Edmonton--Leduc/Edmonton--Leduc"," 76","Edmonton",50,21,140,29,0,240,359
"Edmonton--Leduc/Edmonton--Leduc"," 77","Edmonton",64,12,150,43,0,269,385
"Edmonton--Leduc/Edmonton--Leduc"," 78","Edmonton",51,14,97,43,1,206,356
"Edmonton--Leduc/Edmonton--Leduc"," 79","Edmonton",52,17,112,49,2,232,396
"Edmonton--Leduc/Edmonton--Leduc"," 80","Edmonton",41,8,71,40,0,160,357
"Edmonton--Leduc/Edmonton--Leduc"," 81","Edmonton",54,8,128,34,1,225,338
"Edmonton--Leduc/Edmonton--Leduc"," 82","Edmonton",40,14,129,41,1,225,354
"Edmonton--Leduc/Edmonton--Leduc"," 83","Edmonton",27,16,58,29,0,130,255
"Edmonton--Leduc/Edmonton--Leduc"," 84","Edmonton",30,11,109,46,0,196,359
"Edmonton--Leduc/Edmonton--Leduc"," 85","Edmonton",43,11,115,26,0,195,332
"Edmonton--Leduc/Edmonton--Leduc"," 86","Edmonton",46,9,131,52,1,239,402
"Edmonton--Leduc/Edmonton--Leduc"," 87","Edmonton",38,8,72,27,0,145,305
"Edmonton--Leduc/Edmonton--Leduc"," 88","Edmonton",22,13,64,23,0,122,328
"Edmonton--Leduc/Edmonton--Leduc"," 89","Edmonton",74,8,92,42,0,216,422
"Edmonton--Leduc/Edmonton--Leduc"," 90","Edmonton",53,19,124,65,0,261,391
"Edmonton--Leduc/Edmonton--Leduc"," 91","Edmonton",37,6,147,62,0,252,388
"Edmonton--Leduc/Edmonton--Leduc"," 92","Edmonton",52,9,122,34,1,218,309
"Edmonton--Leduc/Edmonton--Leduc"," 93","Edmonton",42,25,139,56,0,262,349
"Edmonton--Leduc/Edmonton--Leduc"," 94","Edmonton",44,25,65,27,0,161,276
"Edmonton--Leduc/Edmonton--Leduc"," 95","Edmonton",56,22,106,58,0,242,361
"Edmonton--Leduc/Edmonton--Leduc"," 96","Edmonton",100,7,156,48,0,311,461
"Edmonton--Leduc/Edmonton--Leduc"," 97","Edmonton",75,14,133,42,0,264,400
"Edmonton--Leduc/Edmonton--Leduc"," 98","Edmonton",63,21,121,58,0,263,300
"Edmonton--Leduc/Edmonton--Leduc"," 99","Edmonton",Merged with No. 98/Fusionné avec le nº 98,,,,,,139
"Edmonton--Leduc/Edmonton--Leduc"," 100","Edmonton",Void/Supprimé,,,,,,
"Edmonton--Leduc/Edmonton--Leduc"," 101A","Edmonton",74,9,137,27,1,248,434
"Edmonton--Leduc/Edmonton--Leduc"," 101B","Edmonton",63,11,107,30,0,211,399
"Edmonton--Leduc/Edmonton--Leduc"," 102","Edmonton",26,6,66,17,0,115,320
"Edmonton--Leduc/Edmonton--Leduc"," 103A","Edmonton",38,18,90,33,0,179,309
"Edmonton--Leduc/Edmonton--Leduc"," 103B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,45
"Edmonton--Leduc/Edmonton--Leduc"," 103C","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,7
"Edmonton--Leduc/Edmonton--Leduc"," 104","Edmonton",46,16,116,44,1,223,405
"Edmonton--Leduc/Edmonton--Leduc"," 105","Edmonton",29,18,117,42,0,206,510
"Edmonton--Leduc/Edmonton--Leduc"," 106","Edmonton",27,12,88,33,2,162,396
"Edmonton--Leduc/Edmonton--Leduc"," 107","Edmonton",63,12,121,43,1,240,448
"Edmonton--Leduc/Edmonton--Leduc"," 108","Edmonton",49,10,107,13,1,180,336
"Edmonton--Leduc/Edmonton--Leduc"," 109","Edmonton",44,23,159,74,1,301,504
"Edmonton--Leduc/Edmonton--Leduc"," 110","Edmonton",30,21,126,27,1,205,347
"Edmonton--Leduc/Edmonton--Leduc"," 111","Edmonton",42,17,150,36,2,247,354
"Edmonton--Leduc/Edmonton--Leduc"," 112","Edmonton",71,16,138,54,1,280,545
"Edmonton--Leduc/Edmonton--Leduc"," 113","Edmonton",63,12,120,38,0,233,384
"Edmonton--Leduc/Edmonton--Leduc"," 114","Edmonton",42,17,165,35,0,259,406
"Edmonton--Leduc/Edmonton--Leduc"," 115","Edmonton",65,9,148,51,0,273,461
"Edmonton--Leduc/Edmonton--Leduc"," 116A","Edmonton",24,9,119,32,0,184,286
"Edmonton--Leduc/Edmonton--Leduc"," 116B","Edmonton",60,13,118,30,0,221,321
"Edmonton--Leduc/Edmonton--Leduc"," 117","Edmonton",103,6,178,21,0,308,530
"Edmonton--Leduc/Edmonton--Leduc"," 118A","Edmonton",66,6,154,26,0,252,433
"Edmonton--Leduc/Edmonton--Leduc"," 118B","Edmonton",62,15,176,29,3,285,481
"Edmonton--Leduc/Edmonton--Leduc"," 118C","Edmonton",49,2,147,22,0,220,416
"Edmonton--Leduc/Edmonton--Leduc"," 119A","Edmonton",46,14,121,15,0,196,346
"Edmonton--Leduc/Edmonton--Leduc"," 119B","Edmonton",42,12,95,26,1,176,307
"Edmonton--Leduc/Edmonton--Leduc"," 120A","Edmonton",32,19,117,41,1,210,360
"Edmonton--Leduc/Edmonton--Leduc"," 120B","Edmonton",25,20,107,21,0,173,295
"Edmonton--Leduc/Edmonton--Leduc"," 121A","Edmonton",42,12,159,45,0,258,483
"Edmonton--Leduc/Edmonton--Leduc"," 121B","Edmonton",61,21,155,41,0,278,483
"Edmonton--Leduc/Edmonton--Leduc"," 121C","Edmonton",66,18,125,40,0,249,558
"Edmonton--Leduc/Edmonton--Leduc"," 121D","Edmonton",47,14,151,26,0,238,445
"Edmonton--Leduc/Edmonton--Leduc"," 121E","Edmonton",40,8,91,25,0,164,310
"Edmonton--Leduc/Edmonton--Leduc"," 122","Edmonton",50,15,166,33,1,265,502
"Edmonton--Leduc/Edmonton--Leduc"," 123","Edmonton",80,20,191,28,0,319,523
"Edmonton--Leduc/Edmonton--Leduc"," 124","Edmonton",45,7,112,29,1,194,349
"Edmonton--Leduc/Edmonton--Leduc"," 125","Edmonton",48,4,122,25,0,199,367
"Edmonton--Leduc/Edmonton--Leduc"," 126","Edmonton",39,10,146,17,0,212,368
"Edmonton--Leduc/Edmonton--Leduc"," 127","Edmonton",57,8,132,21,0,218,421
"Edmonton--Leduc/Edmonton--Leduc"," 128","Edmonton",56,17,175,36,1,285,456
"Edmonton--Leduc/Edmonton--Leduc"," 129","Edmonton",72,16,153,42,1,284,521
"Edmonton--Leduc/Edmonton--Leduc"," 130","Edmonton",56,13,126,18,3,216,358
"Edmonton--Leduc/Edmonton--Leduc"," 131","Edmonton",54,12,128,39,0,233,271
"Edmonton--Leduc/Edmonton--Leduc"," 132","Edmonton",Merged with No. 131/Fusionné avec le nº 131,,,,,,150
"Edmonton--Leduc/Edmonton--Leduc"," 133","Edmonton",26,4,84,18,0,132,253
"Edmonton--Leduc/Edmonton--Leduc"," 134","Edmonton",42,16,89,26,0,173,373
"Edmonton--Leduc/Edmonton--Leduc"," 135A","Edmonton",63,22,165,46,0,296,549
"Edmonton--Leduc/Edmonton--Leduc"," 135B","Edmonton",68,22,168,51,1,310,584
"Edmonton--Leduc/Edmonton--Leduc"," 135C","Edmonton",61,13,165,35,0,274,453
"Edmonton--Leduc/Edmonton--Leduc"," 135D","Edmonton",59,15,167,42,0,283,498
"Edmonton--Leduc/Edmonton--Leduc"," 135E","Edmonton",60,14,223,36,3,336,612
"Edmonton--Leduc/Edmonton--Leduc"," 135F","Edmonton",81,7,216,42,0,346,624
"Edmonton--Leduc/Edmonton--Leduc"," 135G","Edmonton",70,18,202,49,1,340,601
"Edmonton--Leduc/Edmonton--Leduc"," 135H","Edmonton",45,18,171,18,0,252,452
"Edmonton--Leduc/Edmonton--Leduc"," 135I","Edmonton",32,7,89,29,0,157,293
"Edmonton--Leduc/Edmonton--Leduc"," 135J","Edmonton",61,8,124,17,0,210,390
"Edmonton--Leduc/Edmonton--Leduc"," 136A","Edmonton",25,12,83,16,0,136,251
"Edmonton--Leduc/Edmonton--Leduc"," 136B","Edmonton",12,7,58,10,0,87,162
"Edmonton--Leduc/Edmonton--Leduc"," 137A","Edmonton",50,11,125,26,0,212,417
"Edmonton--Leduc/Edmonton--Leduc"," 137B","Edmonton",26,7,133,23,0,189,362
"Edmonton--Leduc/Edmonton--Leduc"," 138","Devon",17,31,161,31,1,241,468
"Edmonton--Leduc/Edmonton--Leduc"," 139","Devon",21,32,173,35,1,262,529
"Edmonton--Leduc/Edmonton--Leduc"," 140","Devon",21,25,178,33,0,257,454
"Edmonton--Leduc/Edmonton--Leduc"," 141","Devon",19,37,151,27,1,235,417
"Edmonton--Leduc/Edmonton--Leduc"," 142","Devon",28,15,148,25,0,216,371
"Edmonton--Leduc/Edmonton--Leduc"," 143A","Devon",15,17,108,17,1,158,300
"Edmonton--Leduc/Edmonton--Leduc"," 143B","Devon",8,9,90,25,0,132,246
"Edmonton--Leduc/Edmonton--Leduc"," 144A","Devon",26,28,193,34,0,281,521
"Edmonton--Leduc/Edmonton--Leduc"," 144B","Devon",17,10,176,30,0,233,466
"Edmonton--Leduc/Edmonton--Leduc"," 145A","Devon",14,9,124,23,0,170,305
"Edmonton--Leduc/Edmonton--Leduc"," 145B","Devon",21,6,146,20,0,193,312
"Edmonton--Leduc/Edmonton--Leduc"," 146","Nisku",15,5,140,13,0,173,261
"Edmonton--Leduc/Edmonton--Leduc"," 147","Ireton",13,10,163,10,0,196,347
"Edmonton--Leduc/Edmonton--Leduc"," 148","Leduc",20,22,176,37,0,255,443
"Edmonton--Leduc/Edmonton--Leduc"," 149A","Leduc",29,17,213,33,0,292,526
"Edmonton--Leduc/Edmonton--Leduc"," 149B","Leduc",28,13,221,28,0,290,535
"Edmonton--Leduc/Edmonton--Leduc"," 150","Leduc",21,15,118,31,2,187,374
"Edmonton--Leduc/Edmonton--Leduc"," 151","Leduc",21,9,100,11,0,141,350
"Edmonton--Leduc/Edmonton--Leduc"," 152","Leduc",19,13,138,29,1,200,411
"Edmonton--Leduc/Edmonton--Leduc"," 153","Leduc",29,6,188,32,0,255,565
"Edmonton--Leduc/Edmonton--Leduc"," 154","Leduc",20,9,131,25,0,185,496
"Edmonton--Leduc/Edmonton--Leduc"," 155","Leduc",13,9,109,20,0,151,406
"Edmonton--Leduc/Edmonton--Leduc"," 156","Leduc",14,10,112,17,3,156,330
"Edmonton--Leduc/Edmonton--Leduc"," 157","Leduc",20,17,173,50,0,260,429
"Edmonton--Leduc/Edmonton--Leduc"," 158","Leduc",21,19,225,29,2,296,463
"Edmonton--Leduc/Edmonton--Leduc"," 159","Leduc",11,7,109,7,0,134,208
"Edmonton--Leduc/Edmonton--Leduc"," 160A","Leduc",19,6,182,19,0,226,374
"Edmonton--Leduc/Edmonton--Leduc"," 160B","Leduc",14,8,148,23,0,193,350
"Edmonton--Leduc/Edmonton--Leduc"," 161","Leduc",27,15,175,29,0,246,419
"Edmonton--Leduc/Edmonton--Leduc"," 162","Leduc",17,18,150,21,0,206,362
"Edmonton--Leduc/Edmonton--Leduc"," 163","Leduc",38,15,155,26,0,234,395
"Edmonton--Leduc/Edmonton--Leduc"," 164","Leduc",17,7,166,20,2,212,445
"Edmonton--Leduc/Edmonton--Leduc"," 165","Leduc",15,15,175,17,0,222,395
"Edmonton--Leduc/Edmonton--Leduc"," 166","Leduc",26,13,176,32,1,248,448
"Edmonton--Leduc/Edmonton--Leduc"," 167","Leduc",26,11,203,33,0,273,490
"Edmonton--Leduc/Edmonton--Leduc"," 168","Leduc",23,17,198,32,0,270,438
"Edmonton--Leduc/Edmonton--Leduc"," 169A","Leduc",16,10,136,27,0,189,318
"Edmonton--Leduc/Edmonton--Leduc"," 169B","Leduc",11,14,80,14,1,120,254
"Edmonton--Leduc/Edmonton--Leduc"," 170","Leduc",15,25,181,37,1,259,444
"Edmonton--Leduc/Edmonton--Leduc"," 171","Leduc",29,17,211,34,0,291,460
"Edmonton--Leduc/Edmonton--Leduc"," 172","Leduc",16,10,93,25,2,146,298
"Edmonton--Leduc/Edmonton--Leduc"," 173","Leduc",22,12,181,30,0,245,458
"Edmonton--Leduc/Edmonton--Leduc"," 174","Leduc",17,16,218,27,0,278,445
"Edmonton--Leduc/Edmonton--Leduc"," 175","Leduc",11,18,226,18,0,273,452
"Edmonton--Leduc/Edmonton--Leduc"," 176A","Leduc",29,23,208,24,1,285,373
"Edmonton--Leduc/Edmonton--Leduc"," 176B","Leduc",13,13,147,16,0,189,188
"Edmonton--Leduc/Edmonton--Leduc"," 177","Leduc",Merged with No. 176B/Fusionné avec le nº 176B,,,,,,125
"Edmonton--Leduc/Edmonton--Leduc"," 400","Edmonton",Merged with No. 401/Fusionné avec le nº 401,,,,,,79
"Edmonton--Leduc/Edmonton--Leduc"," 401","Edmonton",40,6,80,28,0,154,164
"Edmonton--Leduc/Edmonton--Leduc"," 402","Edmonton",9,1,22,7,2,41,71
"Edmonton--Leduc/Edmonton--Leduc"," 500","Mobile poll/Bureau itinérant",26,8,101,11,3,149,261
"Edmonton--Leduc/Edmonton--Leduc"," 501","Mobile poll/Bureau itinérant",47,12,65,21,2,147,269
"Edmonton--Leduc/Edmonton--Leduc"," 502","Mobile poll/Bureau itinérant",37,7,145,17,0,206,256
"Edmonton--Leduc/Edmonton--Leduc"," 600","Brander Gardens",99,33,312,47,0,491,
"Edmonton--Leduc/Edmonton--Leduc"," 601","Riverbend",127,15,340,38,1,521,
"Edmonton--Leduc/Edmonton--Leduc"," 602","Whitemud",145,35,443,48,1,672,
"Edmonton--Leduc/Edmonton--Leduc"," 603","Aspen--Blue Quill",103,23,299,80,1,506,
"Edmonton--Leduc/Edmonton--Leduc"," 604","Petrolia",112,24,295,89,1,521,
"Edmonton--Leduc/Edmonton--Leduc"," 605","Duggan",97,25,243,60,0,425,
"Edmonton--Leduc/Edmonton--Leduc"," 606","Bearspaw",129,24,337,51,1,542,
"Edmonton--Leduc/Edmonton--Leduc"," 607","Terwiliger",152,29,440,47,1,669,
"Edmonton--Leduc/Edmonton--Leduc"," 608","Devon",35,30,327,37,0,429,
"Edmonton--Leduc/Edmonton--Leduc"," 609","Leduc",43,30,414,41,0,528,
"Edmonton--Leduc/Edmonton--Leduc"," 610","Leduc",36,20,448,41,2,547,
"Edmonton--Leduc/Edmonton--Leduc"," 611","Twin Brooks",127,21,325,44,0,517,
"Edmonton--Leduc/Edmonton--Leduc"," 612","Ellerslie",132,36,460,71,0,699,
"Edmonton--Leduc/Edmonton--Leduc",,Group 1/Groupe 1,22,11,45,8,5,91,156
"Edmonton--Leduc/Edmonton--Leduc",,Group 2/Groupe 2,202,48,924,119,14,1307,
