Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Graham,Anne-Marie Guertin,Andrea Paine,Daniel Quinn,Francis Scarpaleggia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Lac-Saint-Louis/Lac-Saint-Louis"," 32","Pierrefonds",10,13,52,13,102,2,192,502
"Lac-Saint-Louis/Lac-Saint-Louis"," 33","Pierrefonds",4,19,67,17,125,3,235,450
"Lac-Saint-Louis/Lac-Saint-Louis"," 34","Pierrefonds",9,12,35,10,64,3,133,242
"Lac-Saint-Louis/Lac-Saint-Louis"," 35","Pierrefonds",14,14,66,20,147,2,263,383
"Lac-Saint-Louis/Lac-Saint-Louis"," 36","Pierrefonds",9,33,73,33,100,2,250,434
"Lac-Saint-Louis/Lac-Saint-Louis"," 37","Pierrefonds",19,29,55,31,115,0,249,375
"Lac-Saint-Louis/Lac-Saint-Louis"," 38","Pierrefonds",11,36,76,22,100,0,245,427
"Lac-Saint-Louis/Lac-Saint-Louis"," 39","Pierrefonds",13,24,72,22,113,3,247,466
"Lac-Saint-Louis/Lac-Saint-Louis"," 40","Kirkland",17,14,88,26,151,3,299,547
"Lac-Saint-Louis/Lac-Saint-Louis"," 41","Kirkland",18,15,93,32,165,0,323,534
"Lac-Saint-Louis/Lac-Saint-Louis"," 42","Kirkland",11,15,77,27,118,2,250,429
"Lac-Saint-Louis/Lac-Saint-Louis"," 43A","Kirkland",3,8,60,15,107,1,194,374
"Lac-Saint-Louis/Lac-Saint-Louis"," 43B","Kirkland",9,11,64,18,117,1,220,416
"Lac-Saint-Louis/Lac-Saint-Louis"," 44A","Kirkland",7,2,54,12,116,2,193,307
"Lac-Saint-Louis/Lac-Saint-Louis"," 44B","Kirkland",9,2,53,15,99,2,180,335
"Lac-Saint-Louis/Lac-Saint-Louis"," 45","Kirkland",7,11,67,17,127,1,230,399
"Lac-Saint-Louis/Lac-Saint-Louis"," 46","Pointe-Claire",15,9,52,30,105,1,212,423
"Lac-Saint-Louis/Lac-Saint-Louis"," 47","Pointe-Claire",10,11,53,33,145,0,252,470
"Lac-Saint-Louis/Lac-Saint-Louis"," 48","Pointe-Claire",10,7,31,21,117,2,188,326
"Lac-Saint-Louis/Lac-Saint-Louis"," 49A","Pointe-Claire",18,7,46,40,123,0,234,344
"Lac-Saint-Louis/Lac-Saint-Louis"," 49B","Pointe-Claire",7,8,89,17,176,5,302,387
"Lac-Saint-Louis/Lac-Saint-Louis"," 50","Kirkland",4,0,29,11,43,0,87,164
"Lac-Saint-Louis/Lac-Saint-Louis"," 51A","Kirkland",12,12,58,19,147,0,248,401
"Lac-Saint-Louis/Lac-Saint-Louis"," 51B","Kirkland",9,15,53,16,121,0,214,373
"Lac-Saint-Louis/Lac-Saint-Louis"," 52","Kirkland",19,16,97,32,155,0,319,502
"Lac-Saint-Louis/Lac-Saint-Louis"," 53","Kirkland",15,21,92,34,128,2,292,466
"Lac-Saint-Louis/Lac-Saint-Louis"," 54","Kirkland",20,6,50,23,131,1,231,399
"Lac-Saint-Louis/Lac-Saint-Louis"," 55","Kirkland",12,5,52,24,163,2,258,401
"Lac-Saint-Louis/Lac-Saint-Louis"," 56","Pointe-Claire",11,6,69,26,132,0,244,541
"Lac-Saint-Louis/Lac-Saint-Louis"," 57","Pointe-Claire",9,6,54,15,108,0,192,451
"Lac-Saint-Louis/Lac-Saint-Louis"," 58","Pointe-Claire",27,19,61,38,160,4,309,534
"Lac-Saint-Louis/Lac-Saint-Louis"," 59","Pointe-Claire",7,3,35,21,80,2,148,406
"Lac-Saint-Louis/Lac-Saint-Louis"," 60","Pointe-Claire",12,10,45,34,63,0,164,410
"Lac-Saint-Louis/Lac-Saint-Louis"," 61","Pointe-Claire",14,12,64,51,113,1,255,376
"Lac-Saint-Louis/Lac-Saint-Louis"," 62","Pointe-Claire",31,13,69,36,131,0,280,391
"Lac-Saint-Louis/Lac-Saint-Louis"," 63","Kirkland",17,12,59,29,113,2,232,402
"Lac-Saint-Louis/Lac-Saint-Louis"," 64","Kirkland",21,15,76,22,129,0,263,454
"Lac-Saint-Louis/Lac-Saint-Louis"," 65","Kirkland",23,11,60,32,151,1,278,450
"Lac-Saint-Louis/Lac-Saint-Louis"," 66","Kirkland",8,18,62,13,108,2,211,329
"Lac-Saint-Louis/Lac-Saint-Louis"," 67A","Kirkland",11,7,61,17,145,1,242,368
"Lac-Saint-Louis/Lac-Saint-Louis"," 67B","Kirkland",17,6,69,22,135,1,250,397
"Lac-Saint-Louis/Lac-Saint-Louis"," 68A","Kirkland",8,17,59,17,128,1,230,371
"Lac-Saint-Louis/Lac-Saint-Louis"," 68B","Kirkland",3,14,72,22,125,1,237,341
"Lac-Saint-Louis/Lac-Saint-Louis"," 69A","Kirkland",3,13,65,20,107,0,208,360
"Lac-Saint-Louis/Lac-Saint-Louis"," 69B","Kirkland",8,9,51,18,112,1,199,342
"Lac-Saint-Louis/Lac-Saint-Louis"," 70","Kirkland",13,11,60,33,114,1,232,423
"Lac-Saint-Louis/Lac-Saint-Louis"," 71","Kirkland",13,27,82,18,132,0,272,405
"Lac-Saint-Louis/Lac-Saint-Louis"," 72","Kirkland",9,18,30,26,144,1,228,393
"Lac-Saint-Louis/Lac-Saint-Louis"," 73","Kirkland",16,12,66,16,113,4,227,467
"Lac-Saint-Louis/Lac-Saint-Louis"," 74","Kirkland",17,11,53,27,128,2,238,448
"Lac-Saint-Louis/Lac-Saint-Louis"," 75","Kirkland",15,15,62,20,110,0,222,400
"Lac-Saint-Louis/Lac-Saint-Louis"," 76A","Kirkland",12,12,60,14,109,2,209,356
"Lac-Saint-Louis/Lac-Saint-Louis"," 76B","Kirkland",7,6,62,8,86,2,171,270
"Lac-Saint-Louis/Lac-Saint-Louis"," 77","Kirkland",12,21,117,26,179,0,355,542
"Lac-Saint-Louis/Lac-Saint-Louis"," 78","Kirkland",18,11,59,8,169,2,267,475
"Lac-Saint-Louis/Lac-Saint-Louis"," 79","Kirkland",22,6,95,27,135,0,285,450
"Lac-Saint-Louis/Lac-Saint-Louis"," 80A","Kirkland",10,9,47,18,93,0,177,364
"Lac-Saint-Louis/Lac-Saint-Louis"," 80B","Kirkland",10,7,40,15,89,0,161,294
"Lac-Saint-Louis/Lac-Saint-Louis"," 81","Kirkland",22,11,62,26,110,2,233,412
"Lac-Saint-Louis/Lac-Saint-Louis"," 82","Kirkland",19,4,102,34,181,1,341,499
"Lac-Saint-Louis/Lac-Saint-Louis"," 83","Senneville",30,21,68,14,105,0,238,391
"Lac-Saint-Louis/Lac-Saint-Louis"," 84A","Sainte-Anne-de-Bellevue",14,20,63,16,91,1,205,346
"Lac-Saint-Louis/Lac-Saint-Louis"," 84B","Sainte-Anne-de-Bellevue",21,30,55,31,102,1,240,343
"Lac-Saint-Louis/Lac-Saint-Louis"," 85","Sainte-Anne-de-Bellevue",18,53,115,43,154,5,388,582
"Lac-Saint-Louis/Lac-Saint-Louis"," 86","Baie-d'Urfé",27,16,86,36,181,2,348,559
"Lac-Saint-Louis/Lac-Saint-Louis"," 87","Baie-d'Urfé",13,7,76,28,100,0,224,372
"Lac-Saint-Louis/Lac-Saint-Louis"," 88","Baie-d'Urfé",13,9,82,19,111,2,236,391
"Lac-Saint-Louis/Lac-Saint-Louis"," 89","Baie-d'Urfé",11,10,61,17,107,1,207,304
"Lac-Saint-Louis/Lac-Saint-Louis"," 90","Baie-d'Urfé",37,1,82,32,136,0,288,477
"Lac-Saint-Louis/Lac-Saint-Louis"," 91","Baie-d'Urfé",18,16,85,31,140,1,291,456
"Lac-Saint-Louis/Lac-Saint-Louis"," 92","Baie-d'Urfé",30,16,51,45,106,5,253,410
"Lac-Saint-Louis/Lac-Saint-Louis"," 93","Sainte-Anne-de-Bellevue",13,11,18,29,42,0,113,236
"Lac-Saint-Louis/Lac-Saint-Louis"," 94","Sainte-Anne-de-Bellevue",21,21,30,34,70,0,176,335
"Lac-Saint-Louis/Lac-Saint-Louis"," 95","Sainte-Anne-de-Bellevue",30,26,42,45,74,2,219,377
"Lac-Saint-Louis/Lac-Saint-Louis"," 96","Sainte-Anne-de-Bellevue",17,43,36,30,56,0,182,321
"Lac-Saint-Louis/Lac-Saint-Louis"," 97","Sainte-Anne-de-Bellevue",23,42,16,27,38,0,146,311
"Lac-Saint-Louis/Lac-Saint-Louis"," 98","Sainte-Anne-de-Bellevue",29,86,73,55,105,3,351,617
"Lac-Saint-Louis/Lac-Saint-Louis"," 99","Senneville",16,16,63,26,83,0,204,367
"Lac-Saint-Louis/Lac-Saint-Louis"," 100","Beaconsfield",25,5,83,11,109,0,233,410
"Lac-Saint-Louis/Lac-Saint-Louis"," 101A","Beaconsfield",8,2,75,13,97,0,195,327
"Lac-Saint-Louis/Lac-Saint-Louis"," 101B","Beaconsfield",11,10,75,16,90,0,202,314
"Lac-Saint-Louis/Lac-Saint-Louis"," 102","Beaconsfield",17,17,80,31,157,3,305,512
"Lac-Saint-Louis/Lac-Saint-Louis"," 103","Beaconsfield",23,8,106,22,137,0,296,501
"Lac-Saint-Louis/Lac-Saint-Louis"," 104","Beaconsfield",27,8,77,39,141,1,293,430
"Lac-Saint-Louis/Lac-Saint-Louis"," 105","Beaconsfield",21,21,62,29,123,0,256,447
"Lac-Saint-Louis/Lac-Saint-Louis"," 106","Beaconsfield",21,7,74,35,120,0,257,420
"Lac-Saint-Louis/Lac-Saint-Louis"," 107","Beaconsfield",33,19,73,38,153,1,317,458
"Lac-Saint-Louis/Lac-Saint-Louis"," 108","Beaconsfield",24,4,68,20,102,2,220,341
"Lac-Saint-Louis/Lac-Saint-Louis"," 109","Beaconsfield",13,15,101,25,109,1,264,390
"Lac-Saint-Louis/Lac-Saint-Louis"," 110","Beaconsfield",21,10,75,21,148,1,276,478
"Lac-Saint-Louis/Lac-Saint-Louis"," 111","Beaconsfield",19,8,57,35,116,0,235,416
"Lac-Saint-Louis/Lac-Saint-Louis"," 112","Beaconsfield",22,11,65,18,89,0,205,352
"Lac-Saint-Louis/Lac-Saint-Louis"," 113","Beaconsfield",15,12,60,24,79,1,191,309
"Lac-Saint-Louis/Lac-Saint-Louis"," 114","Beaconsfield",26,8,72,35,163,2,306,466
"Lac-Saint-Louis/Lac-Saint-Louis"," 115","Beaconsfield",26,7,89,32,115,1,270,478
"Lac-Saint-Louis/Lac-Saint-Louis"," 116","Beaconsfield",13,8,105,38,139,0,303,457
"Lac-Saint-Louis/Lac-Saint-Louis"," 117A","Beaconsfield",10,14,77,19,106,0,226,386
"Lac-Saint-Louis/Lac-Saint-Louis"," 117B","Beaconsfield",12,5,74,17,102,1,211,352
"Lac-Saint-Louis/Lac-Saint-Louis"," 118","Beaconsfield",26,11,68,33,95,0,233,395
"Lac-Saint-Louis/Lac-Saint-Louis"," 119","Beaconsfield",23,26,66,45,131,0,291,461
"Lac-Saint-Louis/Lac-Saint-Louis"," 120","Beaconsfield",21,10,73,30,119,1,254,403
"Lac-Saint-Louis/Lac-Saint-Louis"," 121","Beaconsfield",17,8,92,27,121,0,265,455
"Lac-Saint-Louis/Lac-Saint-Louis"," 122","Beaconsfield",21,24,93,35,130,3,306,496
"Lac-Saint-Louis/Lac-Saint-Louis"," 123","Beaconsfield",20,16,90,42,122,0,290,503
"Lac-Saint-Louis/Lac-Saint-Louis"," 124","Beaconsfield",29,12,59,35,124,0,259,425
"Lac-Saint-Louis/Lac-Saint-Louis"," 125","Pointe-Claire",28,35,49,39,89,0,240,407
"Lac-Saint-Louis/Lac-Saint-Louis"," 126","Pointe-Claire",7,18,48,15,121,0,209,414
"Lac-Saint-Louis/Lac-Saint-Louis"," 127","Pointe-Claire",31,39,65,52,146,1,334,465
"Lac-Saint-Louis/Lac-Saint-Louis"," 128","Pointe-Claire",29,13,73,64,120,0,299,457
"Lac-Saint-Louis/Lac-Saint-Louis"," 129","Pointe-Claire",27,20,86,32,130,1,296,454
"Lac-Saint-Louis/Lac-Saint-Louis"," 130","Pointe-Claire",30,16,81,30,167,1,325,533
"Lac-Saint-Louis/Lac-Saint-Louis"," 131","Pointe-Claire",20,14,70,38,139,0,281,428
"Lac-Saint-Louis/Lac-Saint-Louis"," 132","Pointe-Claire",30,20,67,61,116,1,295,489
"Lac-Saint-Louis/Lac-Saint-Louis"," 133","Pointe-Claire",20,66,39,28,83,5,241,419
"Lac-Saint-Louis/Lac-Saint-Louis"," 134","Beaconsfield",17,39,59,36,126,0,277,414
"Lac-Saint-Louis/Lac-Saint-Louis"," 135","Beaconsfield",19,11,67,30,152,0,279,453
"Lac-Saint-Louis/Lac-Saint-Louis"," 136","Beaconsfield",18,10,104,10,127,0,269,480
"Lac-Saint-Louis/Lac-Saint-Louis"," 137","Beaconsfield",23,20,64,32,109,0,248,426
"Lac-Saint-Louis/Lac-Saint-Louis"," 138","Beaconsfield",30,13,68,33,149,2,295,474
"Lac-Saint-Louis/Lac-Saint-Louis"," 139","Beaconsfield",21,6,77,40,130,0,274,405
"Lac-Saint-Louis/Lac-Saint-Louis"," 140","Beaconsfield",10,12,90,18,108,0,238,433
"Lac-Saint-Louis/Lac-Saint-Louis"," 141","Pointe-Claire",16,13,39,33,84,2,187,409
"Lac-Saint-Louis/Lac-Saint-Louis"," 142","Pointe-Claire",22,15,57,28,129,1,252,501
"Lac-Saint-Louis/Lac-Saint-Louis"," 143","Pointe-Claire",10,4,34,11,66,1,126,181
"Lac-Saint-Louis/Lac-Saint-Louis"," 144A","Pointe-Claire",12,15,53,20,93,2,195,344
"Lac-Saint-Louis/Lac-Saint-Louis"," 144B","Pointe-Claire",10,15,54,19,108,2,208,363
"Lac-Saint-Louis/Lac-Saint-Louis"," 145A","Pointe-Claire",16,12,36,24,106,2,196,326
"Lac-Saint-Louis/Lac-Saint-Louis"," 145B","Pointe-Claire",13,16,66,13,96,0,204,384
"Lac-Saint-Louis/Lac-Saint-Louis"," 146","Pointe-Claire",15,13,34,32,76,3,173,325
"Lac-Saint-Louis/Lac-Saint-Louis"," 147","Pointe-Claire",26,22,79,44,104,1,276,422
"Lac-Saint-Louis/Lac-Saint-Louis"," 148","Pointe-Claire",33,13,68,27,139,0,280,474
"Lac-Saint-Louis/Lac-Saint-Louis"," 149","Pointe-Claire",28,11,61,14,107,4,225,389
"Lac-Saint-Louis/Lac-Saint-Louis"," 150","Pointe-Claire",33,21,61,42,119,0,276,432
"Lac-Saint-Louis/Lac-Saint-Louis"," 151","Pointe-Claire",23,13,50,41,123,0,250,384
"Lac-Saint-Louis/Lac-Saint-Louis"," 152","Pointe-Claire",28,11,66,46,127,0,278,454
"Lac-Saint-Louis/Lac-Saint-Louis"," 153","Pointe-Claire",49,11,64,48,140,0,312,470
"Lac-Saint-Louis/Lac-Saint-Louis"," 154","Pointe-Claire",30,19,65,65,125,1,305,431
"Lac-Saint-Louis/Lac-Saint-Louis"," 155","Pointe-Claire",46,18,55,43,100,0,262,391
"Lac-Saint-Louis/Lac-Saint-Louis"," 156","Pointe-Claire",14,14,49,20,102,2,201,410
"Lac-Saint-Louis/Lac-Saint-Louis"," 157","Pointe-Claire",14,14,73,23,127,0,251,480
"Lac-Saint-Louis/Lac-Saint-Louis"," 158","Pointe-Claire",13,23,45,19,96,1,197,373
"Lac-Saint-Louis/Lac-Saint-Louis"," 159","Pointe-Claire",16,13,52,40,150,3,274,499
"Lac-Saint-Louis/Lac-Saint-Louis"," 160","Pointe-Claire",4,5,37,11,123,0,180,411
"Lac-Saint-Louis/Lac-Saint-Louis"," 161","Pointe-Claire",19,14,53,41,100,0,227,348
"Lac-Saint-Louis/Lac-Saint-Louis"," 162","Pointe-Claire",19,29,70,33,128,1,280,463
"Lac-Saint-Louis/Lac-Saint-Louis"," 163","Pointe-Claire",16,17,74,43,139,0,289,456
"Lac-Saint-Louis/Lac-Saint-Louis"," 164","Pointe-Claire",10,9,65,42,128,0,254,380
"Lac-Saint-Louis/Lac-Saint-Louis"," 165","Pointe-Claire",34,10,57,42,118,0,261,376
"Lac-Saint-Louis/Lac-Saint-Louis"," 166","Pointe-Claire",45,21,64,71,125,0,326,484
"Lac-Saint-Louis/Lac-Saint-Louis"," 167","Pointe-Claire",20,17,107,54,135,0,333,494
"Lac-Saint-Louis/Lac-Saint-Louis"," 168","Pointe-Claire",7,5,19,17,30,0,78,128
"Lac-Saint-Louis/Lac-Saint-Louis"," 169","Pointe-Claire",44,22,89,39,121,0,315,483
"Lac-Saint-Louis/Lac-Saint-Louis"," 170","Pointe-Claire",17,14,40,13,63,0,147,315
"Lac-Saint-Louis/Lac-Saint-Louis"," 171A","Pointe-Claire",5,7,33,9,68,0,122,329
"Lac-Saint-Louis/Lac-Saint-Louis"," 171B","Pointe-Claire",10,4,41,11,86,1,153,332
"Lac-Saint-Louis/Lac-Saint-Louis"," 172","Pointe-Claire",10,6,37,19,72,2,146,304
"Lac-Saint-Louis/Lac-Saint-Louis"," 173","Pointe-Claire",28,35,55,41,113,1,273,491
"Lac-Saint-Louis/Lac-Saint-Louis"," 400A","Sainte-Anne-de-Bellevue",3,10,12,6,41,2,74,156
"Lac-Saint-Louis/Lac-Saint-Louis"," 400B","Sainte-Anne-de-Bellevue",1,8,9,2,36,0,56,134
"Lac-Saint-Louis/Lac-Saint-Louis"," 400C","Sainte-Anne-de-Bellevue",2,11,8,4,45,0,70,170
"Lac-Saint-Louis/Lac-Saint-Louis"," 500A","Mobile poll/Bureau itinérant",3,5,15,7,38,14,82,82
"Lac-Saint-Louis/Lac-Saint-Louis"," 500B","Mobile poll/Bureau itinérant",2,3,2,1,25,3,36,67
"Lac-Saint-Louis/Lac-Saint-Louis"," 501A","Mobile poll/Bureau itinérant",1,4,5,1,14,0,25,80
"Lac-Saint-Louis/Lac-Saint-Louis"," 501B","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,47
"Lac-Saint-Louis/Lac-Saint-Louis"," 502A","Mobile poll/Bureau itinérant",1,2,8,2,28,1,42,108
"Lac-Saint-Louis/Lac-Saint-Louis"," 502B","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,58
"Lac-Saint-Louis/Lac-Saint-Louis"," 600","Montréal",37,86,190,60,300,0,673,
"Lac-Saint-Louis/Lac-Saint-Louis"," 601","Montréal",19,75,112,15,182,5,408,
"Lac-Saint-Louis/Lac-Saint-Louis"," 602","Montréal",28,21,208,40,410,1,708,
"Lac-Saint-Louis/Lac-Saint-Louis"," 603","Montréal",41,17,211,27,320,1,617,
"Lac-Saint-Louis/Lac-Saint-Louis"," 604","Montréal",32,56,205,37,276,4,610,
"Lac-Saint-Louis/Lac-Saint-Louis"," 605","Montréal",28,14,221,47,289,3,602,
"Lac-Saint-Louis/Lac-Saint-Louis"," 606","Montréal",55,39,279,63,463,5,904,
"Lac-Saint-Louis/Lac-Saint-Louis"," 607","Montréal",49,49,249,85,525,6,963,
"Lac-Saint-Louis/Lac-Saint-Louis"," 608","Montréal",24,20,95,30,201,0,370,
"Lac-Saint-Louis/Lac-Saint-Louis",,Group 1/Groupe 1,8,9,26,13,46,4,106,193
"Lac-Saint-Louis/Lac-Saint-Louis",,Group 2/Groupe 2,51,40,258,96,662,12,1119,
