Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Neil Adair,John Baird,Randy Bens,Lee Farnworth,John Pacheco,Marlene Rivier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Ottawa",13,111,0,79,0,55,0,258,343
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",17,93,0,83,7,40,1,241,336
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",21,86,2,72,2,90,2,275,501
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",10,106,1,54,2,26,0,199,350
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",6,88,1,78,6,28,3,210,406
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",8,67,0,44,1,29,0,149,266
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",10,66,0,42,0,46,0,164,369
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Ottawa",8,60,0,47,3,27,0,145,266
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99","Ottawa",9,77,0,66,4,41,2,199,331
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",12,92,1,53,1,35,0,194,307
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",12,81,0,93,4,56,0,246,419
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",11,81,0,52,1,26,1,172,297
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",16,95,2,73,2,44,2,234,406
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",28,150,1,79,3,42,2,305,493
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",12,63,2,91,2,47,0,217,425
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",11,83,0,42,1,46,0,183,351
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107A","Ottawa",19,86,0,68,2,54,0,229,482
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107B","Ottawa",19,50,0,47,1,23,3,143,236
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",18,90,1,72,2,31,0,214,312
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",15,86,0,71,3,59,0,234,378
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",14,65,0,58,4,31,0,172,364
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",6,59,0,53,4,24,0,146,262
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Ottawa",8,42,3,77,7,55,3,195,309
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Ottawa",18,68,0,68,4,28,0,186,374
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Ottawa",13,76,0,69,1,33,0,192,314
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Ottawa",18,114,1,63,4,40,0,240,388
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Ottawa",14,75,0,84,1,43,0,217,434
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Ottawa",10,45,0,96,0,44,1,196,524
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Ottawa",8,49,1,53,3,37,0,151,337
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Ottawa",2,10,0,60,1,15,2,90,205
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Ottawa",7,67,1,122,3,61,0,261,634
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Ottawa",18,155,2,149,5,75,5,409,625
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Ottawa",18,104,1,157,1,37,3,321,504
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Ottawa",8,64,0,77,0,46,1,196,313
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Ottawa",21,90,1,125,1,59,6,303,520
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Ottawa",12,76,0,58,0,53,0,199,390
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Ottawa",14,85,0,63,4,51,2,219,349
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",9,66,0,72,1,30,1,179,313
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",12,75,0,84,3,47,1,222,371
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129","Ottawa",7,54,0,50,2,72,0,185,333
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",5,193,1,118,12,34,4,367,534
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",7,79,1,65,1,28,3,184,308
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Ottawa",13,45,0,57,10,35,0,160,278
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Ottawa",6,119,0,83,8,29,0,245,387
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Ottawa",13,78,1,67,2,35,0,196,287
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Ottawa",6,92,0,64,8,38,0,208,329
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Ottawa",15,77,0,77,2,35,1,207,405
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Ottawa",12,114,1,64,3,32,0,226,334
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Ottawa",19,95,1,81,5,50,0,251,473
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Nepean",12,96,2,98,5,25,1,239,345
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Nepean",18,115,0,103,3,43,3,285,396
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Nepean",13,70,3,105,3,21,1,216,336
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Nepean",15,45,0,60,0,57,1,178,378
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Nepean",10,51,0,52,1,36,0,150,334
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Nepean",5,39,2,52,1,23,1,123,257
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Nepean",14,64,0,83,3,74,1,239,404
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Nepean",2,39,1,37,2,26,1,108,279
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Nepean",8,68,1,66,6,38,1,188,370
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148","Nepean",34,86,0,95,1,50,2,268,499
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Nepean",17,76,2,86,3,43,2,229,415
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Nepean",23,100,0,61,2,28,3,217,384
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Nepean",6,80,0,94,8,31,0,219,399
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Nepean",9,75,0,109,6,42,0,241,398
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Nepean",22,101,0,80,10,36,2,251,404
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Nepean",11,124,0,82,6,28,1,252,396
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Nepean",6,45,0,77,1,35,0,164,338
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Nepean",5,29,0,60,0,15,1,110,267
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157A","Nepean",5,92,2,92,3,25,1,220,310
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157B","Nepean",4,81,0,50,6,17,0,158,392
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Nepean",8,70,0,101,8,61,0,248,455
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Nepean",11,82,1,80,4,33,0,211,372
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Nepean",13,111,0,56,3,26,0,209,358
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Nepean",10,113,0,81,2,29,0,235,398
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Nepean",16,111,0,73,7,26,0,233,385
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Nepean",11,124,0,75,6,37,1,254,404
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Nepean",14,113,0,69,7,25,1,229,375
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Nepean",7,77,0,67,6,31,0,188,392
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Nepean",8,80,0,80,11,38,0,217,353
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Nepean",35,134,0,151,4,168,2,494,853
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Nepean",19,56,0,45,1,44,0,165,281
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Ottawa",13,44,0,63,3,64,0,187,372
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Nepean",2,91,0,50,4,16,0,163,221
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 171","Nepean",17,98,0,91,2,55,0,263,390
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 172","Nepean",11,67,0,87,3,27,0,195,358
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 173","Nepean",9,127,0,143,10,37,1,327,530
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 174","Nepean",7,124,0,62,3,10,0,206,290
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 175","Nepean",12,88,1,59,3,24,0,187,329
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 176","Nepean",10,109,0,97,9,21,0,246,397
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 177","Nepean",16,92,1,95,5,53,2,264,455
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 178","Nepean",10,122,0,114,8,27,1,282,465
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 179","Nepean",14,167,1,97,1,34,0,314,424
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 180","Nepean",12,117,0,103,6,24,1,263,411
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 181","Nepean",10,139,0,102,2,12,0,265,401
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 182","Nepean",10,138,1,68,9,30,0,256,419
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 183","Nepean",10,100,0,95,8,24,1,238,392
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 184","Nepean",14,90,1,77,13,40,1,236,379
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 185","Nepean",11,69,0,68,2,32,0,182,315
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 186","Nepean",9,128,1,80,12,23,0,253,380
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 187","Nepean",15,91,0,55,4,29,3,197,342
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 188","Nepean",5,86,1,60,5,31,1,189,324
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 189","Nepean",8,81,1,66,5,28,4,193,327
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 190","Nepean",7,85,0,53,1,29,0,175,373
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 191","Nepean",9,89,0,77,1,25,1,202,340
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 192","Nepean",8,69,0,60,4,28,0,169,252
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 193","Nepean",10,88,0,93,6,37,1,235,363
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 194","Nepean",12,108,0,85,4,34,1,244,388
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 195","Nepean",18,111,1,120,5,42,5,302,422
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 196","Nepean",7,68,0,60,4,20,0,159,276
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 197","Nepean",6,87,0,87,5,34,0,219,385
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 198","Nepean",11,102,2,77,6,30,3,231,369
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 199","Nepean",18,105,1,86,5,38,2,255,433
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 200","Nepean",12,104,0,107,7,38,1,269,438
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 201","Nepean",3,54,0,47,2,5,1,112,225
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 202","Nepean",10,95,0,93,1,38,0,237,386
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",6,97,0,83,3,21,0,210,305
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",8,69,1,66,7,42,0,193,291
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",7,95,0,76,1,25,1,205,307
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",17,82,0,65,5,40,2,211,249
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",15,87,0,56,4,31,2,195,265
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",Void/Supprimé,,,,,,,,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",4,71,0,64,3,19,2,163,228
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",6,109,1,77,3,35,0,231,312
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",2,24,0,28,1,14,2,71,108
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",6,108,0,77,3,45,1,240,306
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",2,82,0,66,3,39,1,193,283
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",2,54,0,59,1,43,0,159,243
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",7,106,0,63,5,36,0,217,301
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",8,131,0,62,6,23,2,232,302
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",3,80,1,96,6,31,0,217,293
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",8,77,0,67,3,39,0,194,316
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",13,141,0,94,6,46,2,302,437
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Nepean",1,61,1,23,2,3,2,93,135
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",15,82,0,100,4,40,3,244,360
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Ottawa",4,92,1,58,2,20,1,178,227
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",11,62,0,50,6,40,0,169,236
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",Void/Supprimé,,,,,,,,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",Void/Supprimé,,,,,,,,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Ottawa",Void/Supprimé,,,,,,,,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 424","Ottawa",0,94,0,66,1,24,0,185,238
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 425","Nepean",7,84,0,54,2,28,0,175,252
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 426","Ottawa",4,61,1,57,3,34,1,161,244
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 500","Mobile poll/Bureau itinérant",3,46,0,42,2,10,4,107,180
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 501","Mobile poll/Bureau itinérant",2,82,1,46,0,6,1,138,234
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502","Mobile poll/Bureau itinérant",6,108,1,58,3,13,4,193,445
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 503","Mobile poll/Bureau itinérant",1,35,2,29,2,13,2,84,240
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 600","Nepean",25,444,0,189,8,51,2,719,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 601","Ottawa",19,182,0,86,1,60,0,348,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 602","Ottawa",23,308,1,158,10,58,4,562,
