Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre Chénier,Carl DeFaria,Mohamed Elrofaie,Jim Gill,Albina Guarnieri,Richard Pietro,Sally Wong,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 28","Mississauga",0,12,0,11,25,3,0,1,52,188
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 29","Mississauga",1,124,1,47,205,12,4,2,396,894
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 30","Mississauga",0,44,0,18,88,12,1,1,164,291
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 31","Mississauga",0,50,0,10,60,2,2,2,126,206
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 32","Mississauga",0,50,0,22,58,6,3,2,141,389
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 33","Mississauga",0,56,1,22,112,4,1,1,197,433
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 34","Mississauga",1,94,1,18,125,11,0,0,250,407
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 35","Mississauga",0,89,0,16,102,7,8,1,223,374
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 36","Mississauga",1,78,1,12,108,5,9,2,216,361
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 37","Mississauga",0,86,2,24,127,12,4,0,255,402
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 38","Mississauga",0,67,3,37,76,11,3,0,197,426
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 39","Mississauga",0,71,0,43,92,6,3,1,216,365
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 40","Mississauga",1,98,1,39,114,8,2,1,264,426
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 41","Mississauga",0,111,0,27,153,8,4,1,304,452
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 42","Mississauga",3,52,2,21,92,8,3,3,184,300
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 43","Mississauga",1,136,0,26,112,8,4,0,287,430
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 44","Mississauga",0,70,0,25,101,10,2,0,208,459
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 45","Mississauga",1,34,1,17,35,2,0,1,91,210
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 46","Mississauga",4,57,1,18,85,0,7,2,174,415
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 47","Mississauga",2,84,0,30,94,5,1,1,217,448
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 48","Mississauga",1,55,0,28,165,7,8,0,264,429
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 49","Mississauga",3,62,0,17,111,6,0,0,199,346
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 50","Mississauga",0,77,1,28,139,9,2,1,257,422
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 51","Mississauga",0,86,0,20,130,10,6,1,253,384
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 52","Mississauga",2,115,0,33,133,11,4,1,299,486
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 53","Mississauga",1,96,0,44,90,7,3,0,241,391
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 54","Mississauga",1,108,0,16,84,8,3,1,221,329
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 55","Mississauga",0,49,1,24,99,7,2,0,182,310
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 56","Mississauga",0,47,1,18,71,6,0,2,145,304
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 57","Mississauga",1,38,2,29,115,4,2,2,193,383
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 58","Mississauga",0,78,0,27,117,2,2,0,226,329
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 59","Mississauga",0,79,1,13,94,8,0,2,197,342
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 60","Mississauga",0,67,1,33,106,8,2,1,218,359
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 61","Mississauga",0,81,0,28,109,7,1,2,228,391
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 62","Mississauga",1,83,1,29,101,6,2,2,225,386
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 63","Mississauga",0,80,0,31,114,18,4,3,250,447
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 64","Mississauga",1,122,1,43,98,5,7,1,278,497
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 65","Mississauga",0,81,1,13,161,7,2,1,266,429
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 66","Mississauga",2,86,0,29,137,14,5,0,273,407
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 67","Mississauga",0,78,3,29,120,15,5,1,251,434
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 68","Mississauga",1,78,1,28,103,11,5,1,228,350
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 69","Mississauga",3,93,0,32,100,10,1,1,240,401
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 70","Mississauga",0,82,0,25,146,8,9,3,273,466
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 71","Mississauga",2,71,1,31,57,4,3,1,170,286
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 72A","Mississauga",3,42,2,35,74,3,2,3,164,456
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 72B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,108
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 73","Mississauga",2,110,2,53,158,10,4,0,339,658
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 74","Mississauga",0,100,2,33,154,9,1,2,301,573
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 75","Mississauga",0,88,0,21,163,5,0,5,282,463
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 76","Mississauga",0,79,1,22,112,6,1,0,221,334
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 77","Mississauga",0,68,0,10,90,11,0,0,179,279
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 78","Mississauga",1,74,1,32,101,9,1,0,219,333
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 79","Mississauga",2,95,0,23,113,5,0,2,240,342
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 80","Mississauga",2,52,1,18,48,4,1,1,127,264
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 81","Mississauga",0,23,5,11,46,2,0,1,88,229
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 82","Mississauga",1,66,4,21,82,5,2,1,182,377
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 83A","Mississauga",2,71,1,41,109,8,0,0,232,559
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 83B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,125
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 84","Mississauga",1,50,5,17,81,3,0,0,157,325
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 85","Mississauga",0,52,0,11,110,10,5,1,189,485
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 86","Mississauga",0,36,0,24,37,4,3,1,105,266
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 87","Mississauga",1,33,3,18,48,2,0,0,105,267
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 88","Mississauga",0,92,0,34,137,7,2,1,273,543
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 89","Mississauga",0,8,0,8,30,1,1,2,50,130
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 90","Mississauga",0,41,4,19,106,2,3,0,175,349
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 91","Mississauga",2,69,1,22,120,5,5,0,224,412
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 92","Mississauga",1,40,4,11,71,3,1,0,131,233
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 93","Mississauga",1,49,7,20,104,6,5,0,192,456
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 94","Mississauga",0,40,1,20,96,0,3,1,161,230
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 95","Mississauga",2,48,5,31,114,8,2,6,216,563
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 96","Mississauga",2,62,1,26,97,1,1,0,190,472
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 97","Mississauga",2,65,3,52,166,9,2,0,299,715
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 98","Mississauga",0,54,4,33,107,7,2,1,208,476
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 99","Mississauga",0,80,2,37,115,10,4,1,249,402
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 100","Mississauga",2,68,1,45,86,10,1,3,216,390
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 101","Mississauga",0,55,0,27,131,9,3,2,227,437
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 102","Mississauga",0,27,5,15,70,3,4,0,124,315
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 103","Mississauga",0,33,2,20,57,7,1,0,120,213
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 104","Mississauga",0,41,0,18,72,5,1,0,137,280
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 105","Mississauga",1,95,2,27,167,10,3,2,307,596
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 106","Mississauga",2,75,3,31,165,5,0,1,282,470
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 107","Mississauga",1,80,0,26,128,4,2,1,242,465
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 108","Mississauga",2,94,4,35,150,14,4,1,304,557
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 109","Mississauga",0,33,3,11,67,5,0,0,119,294
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 110","Mississauga",1,160,6,40,251,21,5,0,484,1024
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 111","Mississauga",0,68,4,28,156,4,3,2,265,524
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 112","Mississauga",0,5,0,8,19,1,1,0,34,54
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 113","Mississauga",1,20,0,8,102,0,0,0,131,257
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 114","Mississauga",0,59,0,27,118,7,3,0,214,406
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 115","Mississauga",0,36,0,9,69,5,0,0,119,211
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 116","Mississauga",1,54,1,21,141,11,1,4,234,439
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 117","Mississauga",1,76,2,14,141,5,6,1,246,594
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 118","Mississauga",1,52,6,30,111,7,2,2,211,521
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 119","Mississauga",1,43,1,18,118,8,0,1,190,471
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 120","Mississauga",1,26,0,9,54,2,0,0,92,239
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 121","Mississauga",0,60,5,18,116,5,4,1,209,435
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 122","Mississauga",1,99,1,37,166,6,1,5,316,612
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 123","Mississauga",2,104,2,32,152,8,3,0,303,663
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 124","Mississauga",2,161,4,49,196,7,5,1,425,740
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 125","Mississauga",0,47,0,23,78,3,0,0,151,285
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 126","Mississauga",1,70,3,39,169,4,4,0,290,473
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 127","Mississauga",1,154,2,53,192,6,1,1,410,732
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 128","Mississauga",0,64,1,19,54,3,0,1,142,329
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 129","Mississauga",0,79,1,23,178,10,4,0,295,547
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 130","Mississauga",0,24,1,16,50,1,1,0,93,208
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 131","Mississauga",0,44,0,28,141,4,2,2,221,445
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 132","Mississauga",0,40,2,19,103,6,2,0,172,357
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 133","Mississauga",1,100,10,46,127,11,2,0,297,660
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134A","Mississauga",0,68,2,27,109,10,2,1,219,328
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134B","Mississauga",1,93,8,30,120,3,1,2,258,718
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134C","Mississauga",0,72,2,42,106,2,2,2,228,453
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134D","Mississauga",1,29,0,19,73,3,1,0,126,213
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 135","Mississauga",0,31,0,11,45,1,0,0,88,290
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 136","Mississauga",0,32,2,16,40,3,1,0,94,281
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 137A","Mississauga",3,143,3,57,182,19,2,0,409,664
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 137B","Mississauga",0,88,1,40,164,5,3,0,301,680
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 138","Mississauga",0,69,3,26,192,9,6,4,309,559
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 139","Mississauga",0,49,2,15,113,8,1,4,192,453
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 140","Mississauga",0,45,1,20,74,4,1,0,145,361
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 141","Mississauga",1,33,4,16,61,3,2,0,120,257
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 142","Mississauga",2,129,11,63,258,6,3,4,476,881
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 143","Mississauga",3,38,2,8,29,3,0,1,84,207
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 144","Mississauga",0,41,6,10,87,6,1,4,155,346
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 145","Mississauga",2,45,0,15,78,5,2,4,151,335
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 146","Mississauga",1,54,0,25,62,5,1,0,148,462
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 147","Mississauga",0,40,1,10,77,1,3,1,133,405
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 148","Mississauga",0,42,3,22,73,3,0,1,144,331
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 149","Mississauga",0,53,3,23,86,2,0,0,167,300
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 150","Mississauga",1,64,2,31,122,11,1,0,232,376
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 151","Mississauga",0,64,1,16,60,12,3,3,159,433
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 152","Mississauga",0,18,0,24,132,1,1,0,176,295
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 153","Mississauga",0,65,1,24,166,7,3,0,266,553
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 154","Mississauga",1,71,0,39,91,13,3,2,220,371
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 155","Mississauga",1,81,1,29,130,14,2,1,259,475
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 156","Mississauga",0,61,3,22,180,1,1,1,269,480
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 157","Mississauga",2,79,1,27,146,9,0,0,264,494
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 158","Mississauga",0,58,2,27,140,7,2,2,238,434
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 159","Mississauga",0,67,0,20,120,6,0,0,213,422
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 160","Mississauga",2,103,3,19,142,17,1,1,288,465
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 161","Mississauga",4,51,1,30,165,4,5,2,262,456
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 400","Mississauga",0,75,0,26,112,5,2,2,222,323
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 401","Mississauga",0,80,0,5,85,2,0,2,174,239
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 402","Mississauga",2,70,2,17,101,6,4,1,203,305
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 403","Mississauga",0,46,0,13,91,3,1,1,155,193
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 404","Mississauga",0,60,9,22,132,6,0,1,230,396
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 405","Mississauga",0,81,3,42,115,4,3,2,250,450
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 406","Mississauga",1,38,13,22,112,5,1,1,193,327
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 407","Mississauga",0,43,2,14,59,7,0,1,126,263
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 408","Mississauga",0,98,1,17,123,4,2,0,245,426
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 409","Mississauga",0,41,1,10,77,1,2,1,133,338
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 410","Mississauga",1,22,2,10,60,5,1,0,101,330
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 411","Mississauga",2,81,8,26,123,5,2,2,249,363
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 412","Mississauga",0,36,5,34,75,7,0,1,158,323
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 413","Mississauga",0,30,0,14,42,3,0,2,91,326
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 414","Mississauga",2,75,5,19,139,7,4,0,251,429
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 415","Mississauga",2,69,3,35,142,3,6,0,260,437
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 416","Mississauga",2,27,7,26,171,4,2,1,240,507
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 417","Mississauga",0,1,49,31,61,8,5,0,155,342
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 418","Mississauga",0,28,0,16,53,4,0,1,102,248
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 419","Mississauga",0,54,0,17,85,6,1,1,164,323
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 420","Mississauga",0,55,21,35,118,6,0,1,236,411
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 421","Mississauga",1,40,2,26,91,3,1,1,165,351
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 422","Mississauga",0,55,14,24,112,7,0,1,213,393
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 423","Mississauga",0,58,7,32,151,7,1,2,258,378
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 424","Mississauga",0,58,6,27,124,12,1,0,228,458
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 425","Mississauga",0,31,0,15,59,0,1,4,110,180
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 426","Mississauga",0,76,8,22,111,9,0,2,228,431
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 427","Mississauga",2,11,0,3,15,1,1,1,34,63
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 500","Mobile poll/Bureau itinérant",1,47,3,20,83,9,4,4,171,101
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 600","Mississauga",8,336,9,75,464,25,5,5,927,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 601","Mississauga",0,244,0,36,294,19,4,4,601,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 602","Mississauga",1,219,3,38,283,23,7,1,575,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 603","Mississauga",2,176,9,33,212,14,2,1,449,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 604","Mississauga",5,226,3,51,353,14,3,1,656,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 605","Mississauga",0,73,0,25,143,5,2,1,249,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 606","Mississauga",0,96,1,24,163,12,2,0,298,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 607","Mississauga",1,280,13,72,529,20,2,0,917,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 608","Mississauga",3,125,6,43,199,13,3,0,392,
"Mississauga East--Cooksville/Mississauga-Est--Cooksville",,Group 1/Groupe 1,0,9,0,12,36,5,0,1,63,118
"Mississauga East--Cooksville/Mississauga-Est--Cooksville",,Group 2/Groupe 2,1,138,19,42,281,9,5,2,497,
