Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dorian Baxter,Lois Brown,Ed Chudak,Glenn Hubbers,Peter Maloney,Belinda Stronach,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Newmarket--Aurora/Newmarket--Aurora"," 17B","Newmarket",1,65,16,6,0,112,0,200,338
"Newmarket--Aurora/Newmarket--Aurora"," 18A","Newmarket",1,68,12,6,0,84,0,171,290
"Newmarket--Aurora/Newmarket--Aurora"," 18B","Newmarket",2,60,16,10,2,101,0,191,333
"Newmarket--Aurora/Newmarket--Aurora"," 19","Newmarket",3,146,23,18,1,198,0,389,597
"Newmarket--Aurora/Newmarket--Aurora"," 20","Newmarket",5,100,36,6,0,110,2,259,417
"Newmarket--Aurora/Newmarket--Aurora"," 21A","Newmarket",1,89,17,9,1,132,0,249,344
"Newmarket--Aurora/Newmarket--Aurora"," 21B","Newmarket",3,69,10,9,0,103,0,194,324
"Newmarket--Aurora/Newmarket--Aurora"," 22","Newmarket",8,117,32,13,0,188,4,362,570
"Newmarket--Aurora/Newmarket--Aurora"," 23","Newmarket",5,104,31,12,1,123,1,277,426
"Newmarket--Aurora/Newmarket--Aurora"," 24","Newmarket",1,107,35,14,0,139,1,297,461
"Newmarket--Aurora/Newmarket--Aurora"," 25","Newmarket",3,136,38,17,0,129,0,323,459
"Newmarket--Aurora/Newmarket--Aurora"," 26","Newmarket",0,113,25,19,0,157,0,314,464
"Newmarket--Aurora/Newmarket--Aurora"," 27","Newmarket",3,115,19,8,0,128,1,274,409
"Newmarket--Aurora/Newmarket--Aurora"," 28","Newmarket",2,116,25,20,1,151,0,315,492
"Newmarket--Aurora/Newmarket--Aurora"," 29","Newmarket",2,123,31,19,1,118,1,295,437
"Newmarket--Aurora/Newmarket--Aurora"," 30","Newmarket",4,75,20,6,0,70,2,177,254
"Newmarket--Aurora/Newmarket--Aurora"," 31","Newmarket",1,93,26,9,1,123,0,253,374
"Newmarket--Aurora/Newmarket--Aurora"," 32","Newmarket",12,94,36,16,0,92,0,250,423
"Newmarket--Aurora/Newmarket--Aurora"," 33","Newmarket",1,124,47,9,0,110,0,291,426
"Newmarket--Aurora/Newmarket--Aurora"," 34","Newmarket",2,100,22,15,0,124,2,265,394
"Newmarket--Aurora/Newmarket--Aurora"," 35","Newmarket",0,83,32,9,0,103,1,228,357
"Newmarket--Aurora/Newmarket--Aurora"," 36","Newmarket",5,64,32,8,0,62,2,173,378
"Newmarket--Aurora/Newmarket--Aurora"," 37","Newmarket",6,58,19,10,0,58,0,151,301
"Newmarket--Aurora/Newmarket--Aurora"," 38","Newmarket",8,94,31,13,2,102,0,250,476
"Newmarket--Aurora/Newmarket--Aurora"," 39","Newmarket",3,49,19,3,0,46,2,122,314
"Newmarket--Aurora/Newmarket--Aurora"," 40","Newmarket",4,54,34,8,0,47,1,148,330
"Newmarket--Aurora/Newmarket--Aurora"," 41","Newmarket",10,64,41,13,6,62,1,197,394
"Newmarket--Aurora/Newmarket--Aurora"," 42","Newmarket",5,45,20,10,1,77,1,159,275
"Newmarket--Aurora/Newmarket--Aurora"," 43","Newmarket",1,103,23,9,0,95,1,232,335
"Newmarket--Aurora/Newmarket--Aurora"," 44","Newmarket",2,150,33,16,1,160,1,363,529
"Newmarket--Aurora/Newmarket--Aurora"," 45","Newmarket",6,153,23,21,0,154,2,359,503
"Newmarket--Aurora/Newmarket--Aurora"," 46","Newmarket",3,56,20,15,0,96,0,190,305
"Newmarket--Aurora/Newmarket--Aurora"," 47","Newmarket",5,78,31,12,1,81,0,208,395
"Newmarket--Aurora/Newmarket--Aurora"," 48","Newmarket",1,85,39,10,0,96,0,231,353
"Newmarket--Aurora/Newmarket--Aurora"," 49","Newmarket",5,92,33,8,0,79,0,217,396
"Newmarket--Aurora/Newmarket--Aurora"," 50","Newmarket",7,92,45,13,1,96,1,255,428
"Newmarket--Aurora/Newmarket--Aurora"," 51","Newmarket",2,64,20,1,0,57,1,145,284
"Newmarket--Aurora/Newmarket--Aurora"," 52","Newmarket",9,79,30,20,0,120,0,258,438
"Newmarket--Aurora/Newmarket--Aurora"," 53","Newmarket",4,75,39,13,0,80,0,211,362
"Newmarket--Aurora/Newmarket--Aurora"," 54","Newmarket",5,77,36,12,0,115,0,245,426
"Newmarket--Aurora/Newmarket--Aurora"," 55","Newmarket",3,35,17,5,0,64,0,124,230
"Newmarket--Aurora/Newmarket--Aurora"," 56","Newmarket",4,118,31,30,1,135,1,320,533
"Newmarket--Aurora/Newmarket--Aurora"," 57","Newmarket",1,105,23,18,0,141,0,288,427
"Newmarket--Aurora/Newmarket--Aurora"," 58","Newmarket",3,107,29,11,2,91,1,244,401
"Newmarket--Aurora/Newmarket--Aurora"," 59","Newmarket",3,85,20,11,0,103,1,223,376
"Newmarket--Aurora/Newmarket--Aurora"," 60","Newmarket",2,90,23,9,2,86,0,212,329
"Newmarket--Aurora/Newmarket--Aurora"," 61","Newmarket",2,76,27,1,0,110,0,216,317
"Newmarket--Aurora/Newmarket--Aurora"," 62","Newmarket",5,61,25,8,0,106,0,205,350
"Newmarket--Aurora/Newmarket--Aurora"," 63","Newmarket",7,74,26,14,2,78,0,201,309
"Newmarket--Aurora/Newmarket--Aurora"," 64","Newmarket",4,31,16,3,0,48,0,102,229
"Newmarket--Aurora/Newmarket--Aurora"," 65","Newmarket",9,63,31,9,1,98,2,213,388
"Newmarket--Aurora/Newmarket--Aurora"," 66","Newmarket",4,78,33,10,1,82,2,210,380
"Newmarket--Aurora/Newmarket--Aurora"," 67","Newmarket",9,88,26,9,1,105,3,241,411
"Newmarket--Aurora/Newmarket--Aurora"," 68","Newmarket",1,63,16,12,0,66,0,158,263
"Newmarket--Aurora/Newmarket--Aurora"," 69","Newmarket",1,73,35,14,1,81,0,205,340
"Newmarket--Aurora/Newmarket--Aurora"," 70","Newmarket",2,71,17,10,0,73,0,173,294
"Newmarket--Aurora/Newmarket--Aurora"," 71","Newmarket",0,78,26,10,0,102,0,216,352
"Newmarket--Aurora/Newmarket--Aurora"," 72","Newmarket",0,60,8,4,0,56,0,128,268
"Newmarket--Aurora/Newmarket--Aurora"," 73","Newmarket",2,46,30,6,1,74,1,160,336
"Newmarket--Aurora/Newmarket--Aurora"," 74","Newmarket",2,52,33,11,0,86,1,185,365
"Newmarket--Aurora/Newmarket--Aurora"," 75","Newmarket",5,71,47,15,0,92,0,230,436
"Newmarket--Aurora/Newmarket--Aurora"," 76","Newmarket",3,45,29,22,0,54,1,154,327
"Newmarket--Aurora/Newmarket--Aurora"," 77","Newmarket",2,77,39,22,0,120,0,260,377
"Newmarket--Aurora/Newmarket--Aurora"," 78","Newmarket",2,59,22,18,0,86,1,188,290
"Newmarket--Aurora/Newmarket--Aurora"," 79","Newmarket",4,69,15,9,0,103,0,200,329
"Newmarket--Aurora/Newmarket--Aurora"," 80","Newmarket",3,101,44,8,2,141,2,301,449
"Newmarket--Aurora/Newmarket--Aurora"," 81","Newmarket",1,87,27,14,0,115,2,246,417
"Newmarket--Aurora/Newmarket--Aurora"," 82","Newmarket",4,79,28,7,1,111,0,230,373
"Newmarket--Aurora/Newmarket--Aurora"," 83","Newmarket",5,96,24,15,1,106,1,248,394
"Newmarket--Aurora/Newmarket--Aurora"," 84","Newmarket",2,76,32,16,0,114,1,241,374
"Newmarket--Aurora/Newmarket--Aurora"," 85","Newmarket",10,98,37,17,0,113,2,277,376
"Newmarket--Aurora/Newmarket--Aurora"," 86","Newmarket",0,65,25,5,0,71,3,169,246
"Newmarket--Aurora/Newmarket--Aurora"," 87","Newmarket",2,95,37,11,0,83,0,228,369
"Newmarket--Aurora/Newmarket--Aurora"," 88","Newmarket",1,72,24,16,0,113,0,226,327
"Newmarket--Aurora/Newmarket--Aurora"," 89","Newmarket",2,118,36,8,0,108,0,272,418
"Newmarket--Aurora/Newmarket--Aurora"," 90","Newmarket",4,85,46,12,0,75,0,222,346
"Newmarket--Aurora/Newmarket--Aurora"," 91","Newmarket",10,109,38,15,0,156,2,330,544
"Newmarket--Aurora/Newmarket--Aurora"," 92","Newmarket",0,64,17,15,0,121,0,217,362
"Newmarket--Aurora/Newmarket--Aurora"," 93","Newmarket",1,73,16,7,1,156,2,256,410
"Newmarket--Aurora/Newmarket--Aurora"," 94A","Newmarket",2,89,18,9,0,109,0,227,326
"Newmarket--Aurora/Newmarket--Aurora"," 94B","Newmarket",2,74,13,5,0,101,2,197,315
"Newmarket--Aurora/Newmarket--Aurora"," 95","Newmarket",6,81,24,15,0,156,0,282,445
"Newmarket--Aurora/Newmarket--Aurora"," 96","Newmarket",2,98,33,8,0,127,1,269,404
"Newmarket--Aurora/Newmarket--Aurora"," 97","Newmarket",3,99,47,30,1,127,0,307,541
"Newmarket--Aurora/Newmarket--Aurora"," 98","Newmarket",6,98,34,10,0,113,0,261,391
"Newmarket--Aurora/Newmarket--Aurora"," 99","Newmarket",4,104,24,16,0,124,1,273,414
"Newmarket--Aurora/Newmarket--Aurora"," 100","Newmarket",7,97,54,11,0,116,0,285,492
"Newmarket--Aurora/Newmarket--Aurora"," 101","Newmarket",3,93,24,6,0,99,1,226,374
"Newmarket--Aurora/Newmarket--Aurora"," 102","Newmarket",9,97,21,14,0,126,0,267,416
"Newmarket--Aurora/Newmarket--Aurora"," 103","Newmarket",3,98,37,14,0,125,0,277,393
"Newmarket--Aurora/Newmarket--Aurora"," 104","Newmarket",8,125,23,6,1,86,2,251,380
"Newmarket--Aurora/Newmarket--Aurora"," 105","Newmarket",4,87,26,8,0,100,1,226,341
"Newmarket--Aurora/Newmarket--Aurora"," 106","Newmarket",4,80,34,13,0,112,1,244,408
"Newmarket--Aurora/Newmarket--Aurora"," 107","Newmarket",5,118,34,8,0,168,2,335,543
"Newmarket--Aurora/Newmarket--Aurora"," 108","Newmarket",1,77,21,11,0,89,3,202,348
"Newmarket--Aurora/Newmarket--Aurora"," 109","Newmarket",2,80,29,11,0,81,2,205,384
"Newmarket--Aurora/Newmarket--Aurora"," 110","Newmarket",2,152,25,6,0,143,1,329,503
"Newmarket--Aurora/Newmarket--Aurora"," 111","Newmarket",4,135,15,13,0,158,0,325,501
"Newmarket--Aurora/Newmarket--Aurora"," 112","Newmarket",0,108,11,6,0,88,1,214,350
"Newmarket--Aurora/Newmarket--Aurora"," 113A","Newmarket",0,57,22,8,0,112,3,202,329
"Newmarket--Aurora/Newmarket--Aurora"," 113B","Newmarket",8,57,21,6,1,107,0,200,333
"Newmarket--Aurora/Newmarket--Aurora"," 114","Newmarket",8,86,23,4,0,117,0,238,402
"Newmarket--Aurora/Newmarket--Aurora"," 115","Newmarket",2,97,13,8,0,96,0,216,346
"Newmarket--Aurora/Newmarket--Aurora"," 116A","Newmarket",1,86,14,9,0,131,0,241,363
"Newmarket--Aurora/Newmarket--Aurora"," 116B","Newmarket",3,101,8,12,0,133,0,257,361
"Newmarket--Aurora/Newmarket--Aurora"," 117","Newmarket",5,133,9,2,0,143,1,293,442
"Newmarket--Aurora/Newmarket--Aurora"," 118","Newmarket",2,97,14,10,0,132,1,256,370
"Newmarket--Aurora/Newmarket--Aurora"," 119","Newmarket",3,117,18,10,1,116,0,265,474
"Newmarket--Aurora/Newmarket--Aurora"," 120A","Aurora",2,89,13,4,0,91,0,199,321
"Newmarket--Aurora/Newmarket--Aurora"," 120B","Aurora",0,86,6,6,0,83,0,181,300
"Newmarket--Aurora/Newmarket--Aurora"," 121","Aurora",1,98,8,14,0,127,0,248,378
"Newmarket--Aurora/Newmarket--Aurora"," 122","Aurora",1,67,13,10,0,103,0,194,302
"Newmarket--Aurora/Newmarket--Aurora"," 123","Aurora",1,91,14,13,0,122,0,241,385
"Newmarket--Aurora/Newmarket--Aurora"," 124","Aurora",0,100,26,4,0,139,0,269,402
"Newmarket--Aurora/Newmarket--Aurora"," 125","Aurora",2,73,21,16,0,125,1,238,395
"Newmarket--Aurora/Newmarket--Aurora"," 126A","Aurora",2,44,24,6,0,82,0,158,241
"Newmarket--Aurora/Newmarket--Aurora"," 126B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,24
"Newmarket--Aurora/Newmarket--Aurora"," 126C","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,59
"Newmarket--Aurora/Newmarket--Aurora"," 127","Aurora",5,83,32,16,0,152,0,288,436
"Newmarket--Aurora/Newmarket--Aurora"," 128","Aurora",1,123,27,14,0,150,2,317,464
"Newmarket--Aurora/Newmarket--Aurora"," 129","Aurora",5,117,30,18,0,130,0,300,441
"Newmarket--Aurora/Newmarket--Aurora"," 130","Aurora",7,103,24,25,0,132,0,291,429
"Newmarket--Aurora/Newmarket--Aurora"," 131","Aurora",1,69,28,27,0,78,0,203,303
"Newmarket--Aurora/Newmarket--Aurora"," 132","Aurora",0,64,23,5,0,104,0,196,309
"Newmarket--Aurora/Newmarket--Aurora"," 133","Aurora",3,69,17,20,0,95,4,208,319
"Newmarket--Aurora/Newmarket--Aurora"," 134","Aurora",0,66,36,20,0,102,2,226,391
"Newmarket--Aurora/Newmarket--Aurora"," 135","Aurora",7,89,38,24,0,112,3,273,450
"Newmarket--Aurora/Newmarket--Aurora"," 136","Aurora",1,121,30,17,0,163,0,332,472
"Newmarket--Aurora/Newmarket--Aurora"," 137","Aurora",2,113,25,15,0,142,1,298,479
"Newmarket--Aurora/Newmarket--Aurora"," 138","Aurora",3,61,26,13,0,113,0,216,469
"Newmarket--Aurora/Newmarket--Aurora"," 139A","Aurora",1,33,11,4,0,53,2,104,214
"Newmarket--Aurora/Newmarket--Aurora"," 139B","Aurora",4,29,10,4,4,48,2,101,155
"Newmarket--Aurora/Newmarket--Aurora"," 140","Aurora",3,80,25,17,1,110,0,236,416
"Newmarket--Aurora/Newmarket--Aurora"," 141","Aurora",4,125,25,14,0,181,1,350,573
"Newmarket--Aurora/Newmarket--Aurora"," 142","Aurora",1,141,16,16,0,173,1,348,557
"Newmarket--Aurora/Newmarket--Aurora"," 143","Aurora",3,69,10,11,0,106,0,199,338
"Newmarket--Aurora/Newmarket--Aurora"," 144","Aurora",5,120,12,14,2,150,3,306,477
"Newmarket--Aurora/Newmarket--Aurora"," 145","Aurora",0,83,23,8,1,153,1,269,381
"Newmarket--Aurora/Newmarket--Aurora"," 146","Aurora",1,98,12,8,0,136,1,256,427
"Newmarket--Aurora/Newmarket--Aurora"," 147","Aurora",2,80,6,13,0,104,0,205,312
"Newmarket--Aurora/Newmarket--Aurora"," 148A","Aurora",1,101,8,9,0,93,0,212,332
"Newmarket--Aurora/Newmarket--Aurora"," 148B","Aurora",1,105,10,9,0,94,0,219,354
"Newmarket--Aurora/Newmarket--Aurora"," 149","Aurora",6,78,28,22,0,159,1,294,434
"Newmarket--Aurora/Newmarket--Aurora"," 150","Aurora",4,64,44,14,0,115,1,242,428
"Newmarket--Aurora/Newmarket--Aurora"," 151","Aurora",1,93,45,26,0,122,2,289,505
"Newmarket--Aurora/Newmarket--Aurora"," 152","Aurora",3,72,39,23,0,112,0,249,481
"Newmarket--Aurora/Newmarket--Aurora"," 153","Aurora",1,68,40,15,0,90,0,214,374
"Newmarket--Aurora/Newmarket--Aurora"," 154","Aurora",2,103,38,14,0,124,2,283,414
"Newmarket--Aurora/Newmarket--Aurora"," 155","Aurora",2,59,23,15,0,87,0,186,266
"Newmarket--Aurora/Newmarket--Aurora"," 156","Aurora",4,126,25,10,0,159,1,325,480
"Newmarket--Aurora/Newmarket--Aurora"," 157","Aurora",1,106,31,10,0,118,0,266,381
"Newmarket--Aurora/Newmarket--Aurora"," 158","Aurora",3,128,25,22,0,139,1,318,469
"Newmarket--Aurora/Newmarket--Aurora"," 159","Aurora",2,143,25,17,0,201,0,388,558
"Newmarket--Aurora/Newmarket--Aurora"," 160","Aurora",4,119,20,10,0,167,2,322,442
"Newmarket--Aurora/Newmarket--Aurora"," 161","Aurora",3,77,24,15,0,104,0,223,359
"Newmarket--Aurora/Newmarket--Aurora"," 162","Aurora",1,112,41,16,0,135,2,307,444
"Newmarket--Aurora/Newmarket--Aurora"," 163","Aurora",1,55,7,11,0,77,1,152,251
"Newmarket--Aurora/Newmarket--Aurora"," 164","Aurora",2,135,25,12,1,176,2,353,505
"Newmarket--Aurora/Newmarket--Aurora"," 165","Aurora",4,92,17,11,0,135,1,260,415
"Newmarket--Aurora/Newmarket--Aurora"," 166","Aurora",1,92,19,9,0,108,0,229,401
"Newmarket--Aurora/Newmarket--Aurora"," 167","Aurora",3,62,17,12,1,112,0,207,314
"Newmarket--Aurora/Newmarket--Aurora"," 168","Aurora",2,113,27,12,0,135,1,290,429
"Newmarket--Aurora/Newmarket--Aurora"," 169","Aurora",5,109,31,39,0,152,0,336,517
"Newmarket--Aurora/Newmarket--Aurora"," 170","Aurora",2,68,17,17,1,128,0,233,358
"Newmarket--Aurora/Newmarket--Aurora"," 171","Aurora",4,68,20,34,0,118,0,244,403
"Newmarket--Aurora/Newmarket--Aurora"," 172A","Aurora",0,87,11,6,0,89,0,193,296
"Newmarket--Aurora/Newmarket--Aurora"," 172B","Aurora",4,77,6,6,0,125,0,218,323
"Newmarket--Aurora/Newmarket--Aurora"," 173A","Aurora",0,85,28,10,0,143,0,266,411
"Newmarket--Aurora/Newmarket--Aurora"," 173B","Aurora",3,80,25,13,0,143,0,264,395
"Newmarket--Aurora/Newmarket--Aurora"," 174","Aurora",1,59,27,9,0,99,1,196,320
"Newmarket--Aurora/Newmarket--Aurora"," 175","Aurora",1,91,47,16,0,155,1,311,504
"Newmarket--Aurora/Newmarket--Aurora"," 176","Aurora",4,106,27,28,0,145,0,310,515
"Newmarket--Aurora/Newmarket--Aurora"," 177","Aurora",2,76,29,24,0,113,0,244,484
"Newmarket--Aurora/Newmarket--Aurora"," 178","Aurora",5,52,25,13,0,114,0,209,369
"Newmarket--Aurora/Newmarket--Aurora"," 179","Aurora",1,56,12,5,0,112,2,188,361
"Newmarket--Aurora/Newmarket--Aurora"," 180","Aurora",2,108,17,3,1,202,1,334,587
"Newmarket--Aurora/Newmarket--Aurora"," 181A","Aurora",1,75,11,14,1,101,0,203,316
"Newmarket--Aurora/Newmarket--Aurora"," 181B","Aurora",2,36,13,7,0,96,0,154,294
"Newmarket--Aurora/Newmarket--Aurora"," 182","Aurora",3,80,18,16,2,120,2,241,454
"Newmarket--Aurora/Newmarket--Aurora"," 183","Aurora",2,101,24,14,0,184,0,325,492
"Newmarket--Aurora/Newmarket--Aurora"," 184","Aurora",4,120,26,13,1,161,1,326,471
"Newmarket--Aurora/Newmarket--Aurora"," 185","Aurora",4,63,16,37,0,101,0,221,395
"Newmarket--Aurora/Newmarket--Aurora"," 186","Aurora",3,79,39,18,0,158,4,301,458
"Newmarket--Aurora/Newmarket--Aurora"," 187","Aurora",4,98,20,23,0,117,1,263,415
"Newmarket--Aurora/Newmarket--Aurora"," 188","Aurora",2,84,27,15,0,141,1,270,392
"Newmarket--Aurora/Newmarket--Aurora"," 189","Aurora",0,119,17,9,0,125,0,270,536
"Newmarket--Aurora/Newmarket--Aurora"," 190","Aurora",3,62,6,7,0,48,0,126,321
"Newmarket--Aurora/Newmarket--Aurora"," 191","Aurora",2,112,21,4,0,129,2,270,478
"Newmarket--Aurora/Newmarket--Aurora"," 400","Aurora",3,37,19,6,0,59,0,124,274
"Newmarket--Aurora/Newmarket--Aurora"," 500","Mobile poll/Bureau itinérant",3,66,23,3,0,83,2,180,225
"Newmarket--Aurora/Newmarket--Aurora"," 501","Mobile poll/Bureau itinérant",2,41,7,1,1,41,0,93,213
"Newmarket--Aurora/Newmarket--Aurora"," 502","Mobile poll/Bureau itinérant",8,24,14,2,3,41,5,97,170
"Newmarket--Aurora/Newmarket--Aurora"," 503","Mobile poll/Bureau itinérant",9,21,14,1,1,40,0,86,70
"Newmarket--Aurora/Newmarket--Aurora"," 600","Newmarket",6,302,29,23,2,262,0,624,
"Newmarket--Aurora/Newmarket--Aurora"," 601","Newmarket",6,248,31,9,0,194,0,488,
"Newmarket--Aurora/Newmarket--Aurora"," 602","Newmarket",10,453,52,25,1,331,2,874,
"Newmarket--Aurora/Newmarket--Aurora"," 603","Newmarket",7,355,63,25,3,373,1,827,
"Newmarket--Aurora/Newmarket--Aurora"," 604","Newmarket",7,469,58,33,0,318,8,893,
"Newmarket--Aurora/Newmarket--Aurora"," 605","Aurora",12,317,32,19,0,287,0,667,
"Newmarket--Aurora/Newmarket--Aurora"," 606","Aurora",3,369,46,31,2,365,0,816,
"Newmarket--Aurora/Newmarket--Aurora"," 607","Aurora",9,352,37,41,2,413,6,860,
"Newmarket--Aurora/Newmarket--Aurora"," 608","Aurora",6,339,27,20,1,279,4,676,
"Newmarket--Aurora/Newmarket--Aurora",,Group 1/Groupe 1,1,32,13,9,0,39,0,94,163
"Newmarket--Aurora/Newmarket--Aurora",,Group 2/Groupe 2,15,774,128,58,1,689,11,1676,
