Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charles Doucet,David Hackett,Camille Labchuk,Brian Murphy,Ron Pomerleau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 17","Moncton",84,50,6,129,2,3,274,555
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 18","Moncton",56,45,4,97,1,4,207,406
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 19","Moncton",103,36,4,160,0,0,303,551
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 20","Moncton",65,68,1,74,2,1,211,337
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 21","Moncton",135,33,5,150,0,2,325,461
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 22","Moncton",Merged with No. 23/Fusionné avec le nº 23,,,,,,,225
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 23","Moncton",65,61,11,102,1,0,240,287
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 24","Moncton",110,44,9,137,0,1,301,459
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 25","Moncton",111,53,4,168,1,0,337,536
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 26","Moncton",55,40,6,96,2,3,202,419
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 27","Moncton",81,36,10,61,2,1,191,364
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 28","Moncton",49,28,7,87,0,2,173,372
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 29","Moncton",37,40,3,58,1,0,139,349
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 30","Moncton",43,40,3,56,0,0,142,277
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 31","Moncton",60,13,3,51,0,1,128,315
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 32","Moncton",63,48,3,76,2,2,194,409
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 33","Moncton",98,58,9,85,6,3,259,255
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 34A","Moncton",50,35,6,113,0,1,205,402
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 34B","Moncton",76,50,6,79,0,0,211,453
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 35","Moncton",88,69,7,166,0,1,331,543
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 36","Moncton",56,51,5,83,0,1,196,346
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 37","Moncton",54,40,0,87,0,3,184,353
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 38","Moncton",43,60,6,104,2,2,217,411
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 39","Moncton",87,38,4,135,4,1,269,396
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 40","Moncton",31,48,10,95,0,3,187,295
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 41","Moncton",55,42,2,113,0,7,219,423
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 42","Moncton",48,41,5,68,0,1,163,334
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 43","Moncton",29,48,10,114,0,0,201,351
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 44","Moncton",41,35,5,88,0,0,169,331
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 45","Moncton",38,47,2,82,2,1,172,363
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 46","Moncton",25,33,10,82,1,2,153,287
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 47","Moncton",32,54,15,63,0,2,166,352
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 48","Moncton",55,90,7,112,0,0,264,454
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 49","Moncton",39,38,4,101,0,3,185,332
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 50","Moncton",28,43,8,70,0,0,149,326
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 51","Moncton",51,42,14,84,0,0,191,307
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 52","Moncton",35,53,12,119,0,1,220,393
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 53","Moncton",50,73,7,146,2,2,280,518
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 54","Moncton",51,57,13,102,1,1,225,519
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 55","Moncton",94,42,8,98,1,0,243,441
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 56","Moncton",117,49,11,164,1,2,344,534
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 57","Moncton",80,76,5,135,1,4,301,552
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 58","Moncton",67,67,2,140,5,10,291,531
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 59A","Moncton",44,35,4,84,0,2,169,313
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 59B","Moncton",65,57,4,75,1,2,204,335
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 60","Moncton",62,40,5,94,1,1,203,425
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 61","Moncton",135,70,10,138,3,3,359,563
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 62","Moncton",101,37,9,160,0,1,308,482
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 63A","Moncton",63,43,8,113,1,0,228,331
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 63B","Moncton",71,36,6,115,0,1,229,329
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 64","Moncton",75,41,7,108,0,1,232,382
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 65","Moncton",71,77,4,107,2,2,263,467
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 66","Moncton",24,22,3,46,0,1,96,270
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 67","Moncton",31,43,9,103,0,1,187,344
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 68","Moncton",57,48,9,135,2,0,251,478
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 69","Moncton",40,26,8,103,0,0,177,275
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 70","Moncton",78,39,2,118,4,3,244,361
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 71","Moncton",39,22,5,89,0,0,155,271
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 72","Moncton",31,27,9,96,3,1,167,306
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 73A","Moncton",22,39,2,56,0,4,123,279
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 73B","Moncton",29,39,7,62,0,2,139,297
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 74","Moncton",53,26,8,141,1,4,233,501
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 75","Moncton",30,55,4,82,0,5,176,391
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 76","Moncton",37,54,5,81,0,6,183,400
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 77","Moncton",58,39,7,83,1,2,190,364
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 78","Moncton",52,44,10,101,0,1,208,467
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 79","Moncton",42,41,13,94,0,3,193,296
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 80","Moncton",55,57,4,106,0,0,222,381
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 81","Moncton",59,82,9,127,2,4,283,292
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 82","Moncton",Merged with No. 81/Fusionné avec le nº 81,,,,,,,253
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 83","Moncton",49,37,2,105,1,1,195,384
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 84","Moncton",40,43,7,120,0,5,215,379
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 85","Moncton",68,51,9,98,0,1,227,324
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 86","Moncton",62,98,13,147,0,1,321,506
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 87","Moncton",72,48,14,104,1,3,242,420
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 88","Moncton",67,27,2,96,1,0,193,310
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 89","Moncton",64,59,2,107,1,2,235,371
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 90","Moncton",142,57,4,85,0,0,288,421
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 91","Moncton",70,50,5,36,1,4,166,376
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 92","Moncton",113,42,7,76,0,2,240,355
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 93","Moncton",83,46,6,81,0,0,216,408
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 94","Moncton",92,52,4,70,1,3,222,385
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 95","Moncton",104,26,11,126,0,1,268,418
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 96","Moncton",53,34,9,73,0,0,169,336
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 97","Moncton",53,55,8,105,2,1,224,460
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 98","Moncton",46,35,5,86,0,0,172,349
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 99","Moncton",49,60,6,136,1,4,256,509
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 100","Moncton",37,44,8,109,0,1,199,406
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 101","Moncton",33,56,12,95,0,2,198,384
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 102","Moncton",34,41,9,56,0,0,140,368
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 103","Moncton",38,36,19,89,0,0,182,341
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 104","Moncton",36,49,10,97,0,1,193,354
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 105","Moncton",17,48,5,74,0,1,145,304
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 106","Moncton",36,33,8,77,1,2,157,347
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 107","Moncton",18,45,3,50,1,0,117,272
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 108","Moncton",16,24,2,46,0,0,88,243
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 109","Moncton",32,22,2,60,1,0,117,288
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 110","Moncton",23,65,8,83,1,0,180,397
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 111","Moncton",28,37,7,89,0,0,161,370
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 112","Moncton",42,47,10,108,0,0,207,409
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 113","Moncton",62,45,12,118,1,2,240,466
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 114","Moncton",76,20,5,93,0,1,195,371
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 115","Moncton",52,44,8,73,0,3,180,413
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 116","Moncton",56,41,7,69,0,0,173,364
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 117","Moncton",86,44,17,84,1,3,235,476
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 118","Moncton",57,27,8,115,0,0,207,369
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 119","Moncton",70,31,7,86,0,0,194,339
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 120","Moncton",Merged with No. 121/Fusionné avec le nº 121,,,,,,,190
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 121","Moncton",143,33,8,120,0,2,306,320
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 122","Moncton",124,28,6,130,0,0,288,462
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123","Moncton",134,51,10,134,2,1,332,561
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124A","Moncton",59,32,6,78,0,0,175,277
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124B","Moncton",82,37,1,82,0,0,202,293
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 125","Moncton",65,46,10,94,1,1,217,365
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 126","Moncton",34,34,4,90,0,1,163,336
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 127","Riverview",113,65,8,96,3,2,287,552
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128","Riverview",109,60,9,152,0,2,332,544
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 129","Riverview",75,36,4,62,2,1,180,327
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 130","Riverview",70,55,7,62,1,1,196,372
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 131","Riverview",79,39,2,73,1,1,195,297
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 132","Riverview",99,47,4,74,0,0,224,340
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 133","Riverview",105,50,8,83,1,1,248,526
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 134","Riverview",Merged with No. 137/Fusionné avec le nº 137,,,,,,,219
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 135","Riverview",107,61,13,112,3,0,296,475
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 136","Riverview",77,38,7,78,0,0,200,329
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 137","Riverview",94,57,6,113,0,1,271,286
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 138","Riverview",108,60,5,108,0,0,281,426
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 139","Riverview",85,48,3,65,0,0,201,357
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 140","Riverview",77,60,11,69,0,2,219,418
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 141","Riverview",136,39,14,110,0,1,300,476
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 142","Riverview",90,24,4,74,0,0,192,324
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 143","Riverview",106,38,5,85,1,2,237,368
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 144","Riverview",92,35,2,56,0,1,186,329
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 145","Riverview",103,47,14,84,1,1,250,417
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 146","Riverview",81,47,8,85,0,0,221,384
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 147","Dieppe",51,44,8,115,1,4,223,413
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 148","Dieppe",34,50,13,130,0,7,234,390
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 149","Dieppe",Merged with No. 150/Fusionné avec le nº 150,,,,,,,240
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 150","Dieppe",61,56,12,194,0,1,324,314
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 151","Dieppe",62,67,6,170,0,0,305,497
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152A","Dieppe",54,42,7,175,0,0,278,421
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152B","Dieppe",54,53,11,166,1,3,288,423
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 153","Dieppe",72,46,6,187,3,6,320,505
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 154","Dieppe",76,56,14,174,1,6,327,505
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155","Dieppe",80,51,6,217,5,1,360,550
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156A","Dieppe",40,20,2,72,2,5,141,276
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156B","Dieppe",35,36,7,56,0,2,136,305
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 157","Dieppe",46,27,6,107,0,2,188,372
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 158","Dieppe",65,45,8,186,0,4,308,330
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 159","Dieppe",Merged with No. 158/Fusionné avec le nº 158,,,,,,,222
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 160","Dieppe",31,51,11,184,1,2,280,403
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161A","Dieppe",60,65,8,172,2,0,307,473
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161B","Dieppe",51,64,14,178,0,2,309,472
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162A","Dieppe",59,57,5,114,1,2,238,392
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162B","Dieppe",46,43,15,133,0,0,237,373
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163A","Dieppe",44,58,9,122,1,1,235,352
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163B","Dieppe",39,44,7,127,2,3,222,313
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 164","Dieppe",68,57,14,166,0,3,308,450
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165A","Dieppe",89,46,4,187,0,6,332,465
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165B","Dieppe",69,47,12,205,2,7,342,479
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166A","Dieppe",56,47,7,123,1,6,240,360
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166B","Dieppe",48,53,4,112,0,1,218,336
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 167","Dieppe",69,54,5,156,1,2,287,458
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 168","Dieppe",51,66,5,105,1,0,228,358
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 169","Dieppe",36,43,3,98,0,4,184,326
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 400","Moncton",116,43,8,125,2,4,298,378
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 500","Mobile poll/Bureau itinérant",28,14,0,45,2,1,90,146
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 501","Mobile poll/Bureau itinérant",20,11,1,42,2,2,78,147
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 502","Mobile poll/Bureau itinérant",22,4,1,65,0,5,97,145
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 503","Mobile poll/Bureau itinérant",33,3,2,71,1,2,112,131
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 504","Mobile poll/Bureau itinérant",23,10,0,33,2,1,69,213
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 505","Mobile poll/Bureau itinérant",15,5,3,42,0,1,66,134
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 506","Mobile poll/Bureau itinérant",37,7,0,52,1,4,101,153
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 507","Mobile poll/Bureau itinérant",48,13,1,58,0,2,122,160
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 600","Moncton",419,119,19,421,2,5,985,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 601","Moncton",228,83,14,300,1,4,630,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 602","Moncton",185,103,14,399,1,4,706,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 603","Moncton",350,162,20,594,5,13,1144,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 604","Moncton",360,113,26,442,2,3,946,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 605","Riverview",362,119,21,322,1,5,830,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 606","Dieppe",256,149,24,768,4,1,1202,
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,Group 1/Groupe 1,59,17,5,69,0,6,156,354
"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe",,Group 2/Groupe 2,308,128,23,561,3,24,1047,
