Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mathieu Allard,Ken Cooper,Jane MacDiarmid,Marc Payette,Raymond Simard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Saint Boniface/Saint-Boniface"," 63","Winnipeg",52,58,3,10,80,0,203,325
"Saint Boniface/Saint-Boniface"," 64","Winnipeg",65,35,1,10,70,0,181,353
"Saint Boniface/Saint-Boniface"," 65","Winnipeg",87,50,1,20,95,0,253,429
"Saint Boniface/Saint-Boniface"," 66","Winnipeg",48,47,0,10,70,1,176,287
"Saint Boniface/Saint-Boniface"," 67","Winnipeg",61,55,0,16,78,0,210,368
"Saint Boniface/Saint-Boniface"," 68","Winnipeg",64,60,1,20,82,0,227,351
"Saint Boniface/Saint-Boniface"," 69","Winnipeg",59,58,1,10,64,0,192,348
"Saint Boniface/Saint-Boniface"," 70","Winnipeg",86,74,1,16,77,0,254,390
"Saint Boniface/Saint-Boniface"," 71","Winnipeg",58,62,2,15,67,0,204,358
"Saint Boniface/Saint-Boniface"," 72","Winnipeg",57,72,3,7,61,2,202,375
"Saint Boniface/Saint-Boniface"," 73","Winnipeg",52,81,3,13,70,2,221,427
"Saint Boniface/Saint-Boniface"," 74","Winnipeg",59,65,2,12,79,0,217,369
"Saint Boniface/Saint-Boniface"," 75","Winnipeg",80,86,0,28,83,0,277,410
"Saint Boniface/Saint-Boniface"," 76","Winnipeg",76,93,4,22,96,2,293,442
"Saint Boniface/Saint-Boniface"," 77","Winnipeg",43,99,0,9,91,0,242,370
"Saint Boniface/Saint-Boniface"," 78","Winnipeg",19,49,0,13,53,0,134,195
"Saint Boniface/Saint-Boniface"," 79","Winnipeg",63,72,3,12,63,1,214,448
"Saint Boniface/Saint-Boniface"," 80","Winnipeg",64,69,1,18,74,2,228,442
"Saint Boniface/Saint-Boniface"," 81","Winnipeg",43,32,0,6,41,1,123,280
"Saint Boniface/Saint-Boniface"," 82","Winnipeg",85,78,3,5,109,2,282,404
"Saint Boniface/Saint-Boniface"," 83","Winnipeg",34,55,1,5,67,0,162,360
"Saint Boniface/Saint-Boniface"," 84","Winnipeg",24,10,0,1,36,0,71,234
"Saint Boniface/Saint-Boniface"," 85","Winnipeg",47,48,0,17,63,3,178,352
"Saint Boniface/Saint-Boniface"," 86","Winnipeg",76,68,0,17,73,0,234,382
"Saint Boniface/Saint-Boniface"," 87","Winnipeg",31,60,0,2,52,0,145,295
"Saint Boniface/Saint-Boniface"," 88","Winnipeg",43,75,4,13,65,1,201,330
"Saint Boniface/Saint-Boniface"," 89A","Winnipeg",40,49,2,1,36,1,129,270
"Saint Boniface/Saint-Boniface"," 89B","Winnipeg",30,52,1,5,38,1,127,284
"Saint Boniface/Saint-Boniface"," 90","Winnipeg",58,64,1,5,72,0,200,343
"Saint Boniface/Saint-Boniface"," 91","Winnipeg",63,74,3,6,62,1,209,341
"Saint Boniface/Saint-Boniface"," 92","Winnipeg",31,118,0,7,100,0,256,360
"Saint Boniface/Saint-Boniface"," 93","Winnipeg",62,69,1,9,66,1,208,350
"Saint Boniface/Saint-Boniface"," 94","Winnipeg",71,89,1,14,63,0,238,402
"Saint Boniface/Saint-Boniface"," 95","Winnipeg",84,54,2,15,75,1,231,387
"Saint Boniface/Saint-Boniface"," 96","Winnipeg",86,87,0,10,106,3,292,531
"Saint Boniface/Saint-Boniface"," 97","Winnipeg",51,43,0,1,50,0,145,271
"Saint Boniface/Saint-Boniface"," 98","Winnipeg",60,72,8,7,60,0,207,495
"Saint Boniface/Saint-Boniface"," 99","Winnipeg",40,67,2,5,74,0,188,326
"Saint Boniface/Saint-Boniface"," 100","Winnipeg",46,39,0,1,46,1,133,271
"Saint Boniface/Saint-Boniface"," 101","Winnipeg",49,75,2,7,81,1,215,332
"Saint Boniface/Saint-Boniface"," 102","Winnipeg",49,57,2,11,76,1,196,316
"Saint Boniface/Saint-Boniface"," 103","Winnipeg",25,79,0,2,64,0,170,250
"Saint Boniface/Saint-Boniface"," 104","Winnipeg",39,96,0,7,64,0,206,298
"Saint Boniface/Saint-Boniface"," 105","Winnipeg",55,63,2,8,64,0,192,288
"Saint Boniface/Saint-Boniface"," 106","Winnipeg",44,87,2,9,94,1,237,367
"Saint Boniface/Saint-Boniface"," 107","Winnipeg",65,58,5,3,72,1,204,413
"Saint Boniface/Saint-Boniface"," 108","Winnipeg",65,95,1,5,68,1,235,428
"Saint Boniface/Saint-Boniface"," 109","Winnipeg",66,91,3,6,89,4,259,472
"Saint Boniface/Saint-Boniface"," 110","Winnipeg",49,88,1,9,88,2,237,374
"Saint Boniface/Saint-Boniface"," 111","Winnipeg",44,60,1,6,64,1,176,394
"Saint Boniface/Saint-Boniface"," 112","Winnipeg",6,8,0,2,11,0,27,169
"Saint Boniface/Saint-Boniface"," 113","Winnipeg",57,30,0,3,44,0,134,328
"Saint Boniface/Saint-Boniface"," 114A","Winnipeg",42,34,1,7,41,0,125,348
"Saint Boniface/Saint-Boniface"," 114B","Winnipeg",46,32,3,7,35,0,123,324
"Saint Boniface/Saint-Boniface"," 115","Winnipeg",30,32,0,7,45,0,114,326
"Saint Boniface/Saint-Boniface"," 116","Winnipeg",32,43,0,5,58,1,139,323
"Saint Boniface/Saint-Boniface"," 117","Winnipeg",46,40,0,6,41,2,135,238
"Saint Boniface/Saint-Boniface"," 118","Winnipeg",56,50,0,12,74,0,192,383
"Saint Boniface/Saint-Boniface"," 119","Winnipeg",51,74,1,12,101,0,239,355
"Saint Boniface/Saint-Boniface"," 120","Winnipeg",66,119,2,10,115,0,312,449
"Saint Boniface/Saint-Boniface"," 121","Winnipeg",29,72,0,3,41,1,146,249
"Saint Boniface/Saint-Boniface"," 122","Winnipeg",69,73,4,10,78,0,234,397
"Saint Boniface/Saint-Boniface"," 123","Winnipeg",68,119,2,9,105,0,303,485
"Saint Boniface/Saint-Boniface"," 124","Winnipeg",53,96,2,8,103,0,262,440
"Saint Boniface/Saint-Boniface"," 125","Winnipeg",68,106,4,12,101,0,291,504
"Saint Boniface/Saint-Boniface"," 126","Winnipeg",35,21,0,0,31,0,87,171
"Saint Boniface/Saint-Boniface"," 127","Winnipeg",54,92,1,14,103,0,264,433
"Saint Boniface/Saint-Boniface"," 128","Winnipeg",50,92,0,6,90,1,239,388
"Saint Boniface/Saint-Boniface"," 129","Winnipeg",67,79,1,10,74,0,231,329
"Saint Boniface/Saint-Boniface"," 130","Winnipeg",61,105,0,5,102,2,275,459
"Saint Boniface/Saint-Boniface"," 131","Winnipeg",57,83,2,6,100,0,248,410
"Saint Boniface/Saint-Boniface"," 132","Winnipeg",24,30,0,1,47,1,103,183
"Saint Boniface/Saint-Boniface"," 133","Winnipeg",69,112,0,5,70,0,256,434
"Saint Boniface/Saint-Boniface"," 134","Winnipeg",74,94,2,16,139,0,325,508
"Saint Boniface/Saint-Boniface"," 135A","Winnipeg",30,73,2,3,62,0,170,288
"Saint Boniface/Saint-Boniface"," 135B","Winnipeg",37,84,6,3,52,1,183,333
"Saint Boniface/Saint-Boniface"," 136","Winnipeg",59,65,0,5,58,0,187,303
"Saint Boniface/Saint-Boniface"," 137","Winnipeg",35,114,0,9,104,0,262,404
"Saint Boniface/Saint-Boniface"," 138","Winnipeg",24,156,0,8,98,0,286,465
"Saint Boniface/Saint-Boniface"," 139A","Winnipeg",29,65,3,1,53,3,154,266
"Saint Boniface/Saint-Boniface"," 139B","Winnipeg",29,79,3,8,57,1,177,293
"Saint Boniface/Saint-Boniface"," 140","Winnipeg",47,50,3,8,61,1,170,403
"Saint Boniface/Saint-Boniface"," 141","Winnipeg",34,81,1,5,79,1,201,393
"Saint Boniface/Saint-Boniface"," 142","Winnipeg",45,100,1,2,122,2,272,438
"Saint Boniface/Saint-Boniface"," 143","Winnipeg",26,92,1,8,98,2,227,335
"Saint Boniface/Saint-Boniface"," 144","Winnipeg",48,68,2,5,74,1,198,315
"Saint Boniface/Saint-Boniface"," 145","Winnipeg",43,95,0,6,105,1,250,384
"Saint Boniface/Saint-Boniface"," 146","Winnipeg",27,108,1,9,69,1,215,341
"Saint Boniface/Saint-Boniface"," 147","Winnipeg",40,84,2,4,92,0,222,360
"Saint Boniface/Saint-Boniface"," 148","Winnipeg",65,96,0,8,137,0,306,462
"Saint Boniface/Saint-Boniface"," 149","Winnipeg",43,85,0,9,114,0,251,484
"Saint Boniface/Saint-Boniface"," 150","Winnipeg",38,77,0,1,121,1,238,402
"Saint Boniface/Saint-Boniface"," 151","Winnipeg",16,92,0,6,73,2,189,251
"Saint Boniface/Saint-Boniface"," 152","Winnipeg",38,124,1,12,115,1,291,489
"Saint Boniface/Saint-Boniface"," 153","Winnipeg",24,102,1,13,71,0,211,342
"Saint Boniface/Saint-Boniface"," 154","Winnipeg",24,143,1,6,117,0,291,528
"Saint Boniface/Saint-Boniface"," 155","Winnipeg",29,131,1,7,80,1,249,451
"Saint Boniface/Saint-Boniface"," 156","Winnipeg",45,150,4,8,94,0,301,501
"Saint Boniface/Saint-Boniface"," 157","Winnipeg",34,95,4,4,96,0,233,409
"Saint Boniface/Saint-Boniface"," 158","Winnipeg",11,53,0,1,47,2,114,245
"Saint Boniface/Saint-Boniface"," 159","Winnipeg",67,116,1,10,107,0,301,525
"Saint Boniface/Saint-Boniface"," 160","Winnipeg",24,130,0,5,68,1,228,381
"Saint Boniface/Saint-Boniface"," 161","Winnipeg",16,116,3,7,88,0,230,407
"Saint Boniface/Saint-Boniface"," 162A","Winnipeg",47,155,2,6,136,1,347,566
"Saint Boniface/Saint-Boniface"," 162B","Winnipeg",34,154,1,10,130,1,330,539
"Saint Boniface/Saint-Boniface"," 163","Winnipeg",37,58,2,5,74,1,177,344
"Saint Boniface/Saint-Boniface"," 164","Winnipeg",19,82,1,5,60,0,167,264
"Saint Boniface/Saint-Boniface"," 165","Winnipeg",25,91,1,5,84,1,207,339
"Saint Boniface/Saint-Boniface"," 166","Winnipeg",30,128,0,3,46,0,207,359
"Saint Boniface/Saint-Boniface"," 167","Winnipeg",56,119,2,8,111,1,297,479
"Saint Boniface/Saint-Boniface"," 168A","Winnipeg",21,85,2,5,66,4,183,288
"Saint Boniface/Saint-Boniface"," 168B","Winnipeg",28,102,1,3,71,0,205,330
"Saint Boniface/Saint-Boniface"," 169A","Winnipeg",31,147,4,6,85,0,273,420
"Saint Boniface/Saint-Boniface"," 169B","Winnipeg",34,106,2,3,96,2,243,427
"Saint Boniface/Saint-Boniface"," 400","Winnipeg",42,63,1,3,88,0,197,266
"Saint Boniface/Saint-Boniface"," 401","Winnipeg",47,56,4,5,84,0,196,254
"Saint Boniface/Saint-Boniface"," 600","Winnipeg",57,92,1,12,314,4,480,
"Saint Boniface/Saint-Boniface"," 601","Winnipeg",119,334,3,19,263,2,740,
"Saint Boniface/Saint-Boniface"," 602","Winnipeg",96,93,2,15,157,4,367,
"Saint Boniface/Saint-Boniface"," 603","Winnipeg",100,313,2,23,162,2,602,
"Saint Boniface/Saint-Boniface"," 604","Winnipeg",67,184,2,4,123,0,380,
"Saint Boniface/Saint-Boniface"," 605","Winnipeg",60,139,1,3,100,0,303,
"Saint Boniface/Saint-Boniface"," 606","Winnipeg",126,703,9,38,426,3,1305,
"Saint Boniface/Saint-Boniface",,Group 1/Groupe 1,14,33,1,8,44,1,101,196
"Saint Boniface/Saint-Boniface",,Group 2/Groupe 2,255,489,6,49,848,28,1675,
