Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Art Hanger,Jaswinder S. Johal,Trung Nguyen,Tyler Ragan,Ron Sanderson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Calgary Northeast/Calgary-Nord-Est"," 25B","Calgary",119,58,3,16,2,1,199,425
"Calgary Northeast/Calgary-Nord-Est"," 26A","Calgary",80,68,3,11,0,0,162,317
"Calgary Northeast/Calgary-Nord-Est"," 26B","Calgary",74,29,4,8,1,0,116,322
"Calgary Northeast/Calgary-Nord-Est"," 27A","Calgary",66,38,2,12,0,0,118,341
"Calgary Northeast/Calgary-Nord-Est"," 27B","Calgary",76,48,5,13,1,0,143,326
"Calgary Northeast/Calgary-Nord-Est"," 28","Calgary",73,21,1,5,0,0,100,271
"Calgary Northeast/Calgary-Nord-Est"," 28-1","Calgary",136,41,7,18,0,2,204,400
"Calgary Northeast/Calgary-Nord-Est"," 29","Calgary",35,9,1,7,0,0,52,147
"Calgary Northeast/Calgary-Nord-Est"," 29-1A","Calgary",45,57,7,13,0,3,125,362
"Calgary Northeast/Calgary-Nord-Est"," 29-1B","Calgary",40,80,3,13,0,0,136,345
"Calgary Northeast/Calgary-Nord-Est"," 29-2","Calgary",108,64,4,12,2,0,190,412
"Calgary Northeast/Calgary-Nord-Est"," 30","Calgary",119,63,10,17,4,0,213,511
"Calgary Northeast/Calgary-Nord-Est"," 31A","Calgary",93,51,7,13,1,1,166,351
"Calgary Northeast/Calgary-Nord-Est"," 31B","Calgary",107,44,5,13,1,1,171,353
"Calgary Northeast/Calgary-Nord-Est"," 32","Calgary",89,19,3,20,1,0,132,253
"Calgary Northeast/Calgary-Nord-Est"," 33","Calgary",108,44,11,6,2,0,171,337
"Calgary Northeast/Calgary-Nord-Est"," 34","Calgary",102,41,7,12,4,0,166,299
"Calgary Northeast/Calgary-Nord-Est"," 35A","Calgary",100,39,11,12,1,1,164,338
"Calgary Northeast/Calgary-Nord-Est"," 35B","Calgary",119,33,11,12,1,0,176,337
"Calgary Northeast/Calgary-Nord-Est"," 36","Calgary",144,48,14,14,3,3,226,521
"Calgary Northeast/Calgary-Nord-Est"," 37","Calgary",98,48,5,12,1,5,169,444
"Calgary Northeast/Calgary-Nord-Est"," 38","Calgary",133,49,13,15,3,4,217,471
"Calgary Northeast/Calgary-Nord-Est"," 39","Calgary",110,50,7,19,2,1,189,423
"Calgary Northeast/Calgary-Nord-Est"," 40","Calgary",111,31,6,13,1,0,162,368
"Calgary Northeast/Calgary-Nord-Est"," 41","Calgary",86,20,5,12,0,0,123,291
"Calgary Northeast/Calgary-Nord-Est"," 42","Calgary",99,45,2,5,1,0,152,356
"Calgary Northeast/Calgary-Nord-Est"," 43","Calgary",131,39,12,21,0,1,204,491
"Calgary Northeast/Calgary-Nord-Est"," 44","Calgary",130,44,3,13,2,1,193,463
"Calgary Northeast/Calgary-Nord-Est"," 45","Calgary",138,34,5,16,5,3,201,466
"Calgary Northeast/Calgary-Nord-Est"," 46A","Calgary",73,75,5,12,0,1,166,338
"Calgary Northeast/Calgary-Nord-Est"," 46B","Calgary",103,67,5,14,0,1,190,362
"Calgary Northeast/Calgary-Nord-Est"," 47","Calgary",136,24,12,7,0,1,180,364
"Calgary Northeast/Calgary-Nord-Est"," 48","Calgary",194,38,10,24,2,0,268,542
"Calgary Northeast/Calgary-Nord-Est"," 49A","Calgary",98,28,6,10,0,0,142,318
"Calgary Northeast/Calgary-Nord-Est"," 49B","Calgary",127,30,7,11,1,1,177,341
"Calgary Northeast/Calgary-Nord-Est"," 49-1A","Calgary",126,34,8,11,1,0,180,346
"Calgary Northeast/Calgary-Nord-Est"," 49-1B","Calgary",113,31,1,12,2,1,160,357
"Calgary Northeast/Calgary-Nord-Est"," 50A","Calgary",92,98,8,2,0,3,203,413
"Calgary Northeast/Calgary-Nord-Est"," 50B","Calgary",88,82,6,4,0,3,183,393
"Calgary Northeast/Calgary-Nord-Est"," 51A","Calgary",92,29,8,13,2,0,144,303
"Calgary Northeast/Calgary-Nord-Est"," 51B","Calgary",70,42,8,7,0,4,131,303
"Calgary Northeast/Calgary-Nord-Est"," 52","Calgary",106,70,4,11,1,0,192,448
"Calgary Northeast/Calgary-Nord-Est"," 53","Calgary",125,87,13,13,0,0,238,493
"Calgary Northeast/Calgary-Nord-Est"," 54","Calgary",122,108,3,15,0,2,250,548
"Calgary Northeast/Calgary-Nord-Est"," 54-1","Calgary",154,78,6,12,2,1,253,470
"Calgary Northeast/Calgary-Nord-Est"," 55","Calgary",92,132,8,15,3,5,255,509
"Calgary Northeast/Calgary-Nord-Est"," 56","Calgary",59,20,5,7,0,0,91,296
"Calgary Northeast/Calgary-Nord-Est"," 57","Calgary",112,21,10,14,0,0,157,380
"Calgary Northeast/Calgary-Nord-Est"," 58","Calgary",121,47,11,13,2,0,194,428
"Calgary Northeast/Calgary-Nord-Est"," 59","Calgary",119,44,9,15,2,1,190,425
"Calgary Northeast/Calgary-Nord-Est"," 60","Calgary",80,52,7,14,2,1,156,347
"Calgary Northeast/Calgary-Nord-Est"," 61","Calgary",107,34,8,15,0,1,165,402
"Calgary Northeast/Calgary-Nord-Est"," 62","Calgary",102,27,4,27,2,3,165,361
"Calgary Northeast/Calgary-Nord-Est"," 63","Calgary",165,49,8,13,1,0,236,469
"Calgary Northeast/Calgary-Nord-Est"," 64","Calgary",106,58,8,17,0,2,191,421
"Calgary Northeast/Calgary-Nord-Est"," 65","Calgary",112,57,7,11,3,1,191,418
"Calgary Northeast/Calgary-Nord-Est"," 66","Calgary",89,51,6,6,2,1,155,335
"Calgary Northeast/Calgary-Nord-Est"," 67","Calgary",94,51,7,11,2,0,165,397
"Calgary Northeast/Calgary-Nord-Est"," 68","Calgary",77,41,2,12,1,1,134,339
"Calgary Northeast/Calgary-Nord-Est"," 69","Calgary",118,123,8,11,0,0,260,486
"Calgary Northeast/Calgary-Nord-Est"," 70","Calgary",86,36,5,15,1,2,145,333
"Calgary Northeast/Calgary-Nord-Est"," 71","Calgary",120,39,15,10,1,0,185,436
"Calgary Northeast/Calgary-Nord-Est"," 72","Calgary",128,43,6,21,4,2,204,509
"Calgary Northeast/Calgary-Nord-Est"," 73","Calgary",75,47,5,9,2,0,138,244
"Calgary Northeast/Calgary-Nord-Est"," 74","Calgary",69,21,2,10,0,0,102,226
"Calgary Northeast/Calgary-Nord-Est"," 75","Calgary",93,28,5,12,1,0,139,344
"Calgary Northeast/Calgary-Nord-Est"," 76","Calgary",170,35,15,22,5,3,250,561
"Calgary Northeast/Calgary-Nord-Est"," 77","Calgary",82,16,5,9,1,1,114,258
"Calgary Northeast/Calgary-Nord-Est"," 78","Calgary",92,59,10,10,1,0,172,376
"Calgary Northeast/Calgary-Nord-Est"," 79","Calgary",81,18,2,6,1,1,109,246
"Calgary Northeast/Calgary-Nord-Est"," 80","Calgary",126,33,11,19,2,3,194,492
"Calgary Northeast/Calgary-Nord-Est"," 81","Calgary",97,42,9,13,2,1,164,420
"Calgary Northeast/Calgary-Nord-Est"," 82","Calgary",89,76,6,16,1,2,190,487
"Calgary Northeast/Calgary-Nord-Est"," 83","Calgary",121,83,7,15,2,0,228,526
"Calgary Northeast/Calgary-Nord-Est"," 84","Calgary",94,37,13,17,2,0,163,399
"Calgary Northeast/Calgary-Nord-Est"," 85","Calgary",64,41,6,7,2,3,123,311
"Calgary Northeast/Calgary-Nord-Est"," 86","Calgary",100,82,7,14,0,2,205,448
"Calgary Northeast/Calgary-Nord-Est"," 87","Calgary",129,47,4,8,0,2,190,375
"Calgary Northeast/Calgary-Nord-Est"," 88","Calgary",106,41,11,13,3,1,175,343
"Calgary Northeast/Calgary-Nord-Est"," 89A","Calgary",105,64,12,13,1,0,195,420
"Calgary Northeast/Calgary-Nord-Est"," 89B","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,153
"Calgary Northeast/Calgary-Nord-Est"," 90A","Calgary",77,37,7,8,0,0,129,298
"Calgary Northeast/Calgary-Nord-Est"," 90B","Calgary",79,31,8,12,1,1,132,312
"Calgary Northeast/Calgary-Nord-Est"," 91","Calgary",152,48,15,15,3,1,234,492
"Calgary Northeast/Calgary-Nord-Est"," 92","Calgary",122,51,13,16,2,2,206,390
"Calgary Northeast/Calgary-Nord-Est"," 93","Calgary",68,38,2,6,0,1,115,299
"Calgary Northeast/Calgary-Nord-Est"," 94","Calgary",66,50,5,8,4,2,135,362
"Calgary Northeast/Calgary-Nord-Est"," 95","Calgary",137,35,9,12,0,2,195,434
"Calgary Northeast/Calgary-Nord-Est"," 96","Calgary",99,44,10,9,1,1,164,347
"Calgary Northeast/Calgary-Nord-Est"," 97","Calgary",144,66,8,13,1,1,233,467
"Calgary Northeast/Calgary-Nord-Est"," 98","Calgary",171,56,11,13,2,0,253,501
"Calgary Northeast/Calgary-Nord-Est"," 99","Calgary",120,12,6,8,2,1,149,329
"Calgary Northeast/Calgary-Nord-Est"," 100","Calgary",94,28,4,6,2,1,135,350
"Calgary Northeast/Calgary-Nord-Est"," 101","Calgary",141,45,5,15,1,0,207,405
"Calgary Northeast/Calgary-Nord-Est"," 102A","Calgary",105,21,3,4,1,0,134,291
"Calgary Northeast/Calgary-Nord-Est"," 102B","Calgary",97,25,5,21,1,0,149,267
"Calgary Northeast/Calgary-Nord-Est"," 103","Calgary",105,23,10,9,4,0,151,307
"Calgary Northeast/Calgary-Nord-Est"," 104","Calgary",146,39,8,12,0,0,205,431
"Calgary Northeast/Calgary-Nord-Est"," 105","Calgary",51,27,5,22,0,0,105,304
"Calgary Northeast/Calgary-Nord-Est"," 106","Calgary",120,27,4,10,1,0,162,351
"Calgary Northeast/Calgary-Nord-Est"," 107","Calgary",178,37,6,16,2,1,240,467
"Calgary Northeast/Calgary-Nord-Est"," 108","Calgary",90,61,11,15,4,0,181,350
"Calgary Northeast/Calgary-Nord-Est"," 109","Calgary",106,47,15,19,2,0,189,355
"Calgary Northeast/Calgary-Nord-Est"," 110","Calgary",108,58,7,22,1,1,197,409
"Calgary Northeast/Calgary-Nord-Est"," 111","Calgary",76,40,14,16,5,2,153,342
"Calgary Northeast/Calgary-Nord-Est"," 112","Calgary",146,46,16,25,1,0,234,446
"Calgary Northeast/Calgary-Nord-Est"," 113","Calgary",124,49,8,26,2,0,209,416
"Calgary Northeast/Calgary-Nord-Est"," 114","Calgary",136,37,9,17,2,1,202,450
"Calgary Northeast/Calgary-Nord-Est"," 115","Calgary",178,49,11,17,1,2,258,517
"Calgary Northeast/Calgary-Nord-Est"," 116","Calgary",123,26,14,14,5,0,182,352
"Calgary Northeast/Calgary-Nord-Est"," 117","Calgary",132,46,6,19,0,1,204,374
"Calgary Northeast/Calgary-Nord-Est"," 118","Calgary",101,45,6,6,0,0,158,412
"Calgary Northeast/Calgary-Nord-Est"," 119","Calgary",113,38,8,8,2,3,172,496
"Calgary Northeast/Calgary-Nord-Est"," 120","Calgary",111,58,3,15,1,3,191,487
"Calgary Northeast/Calgary-Nord-Est"," 121A","Calgary",75,39,2,5,0,0,121,291
"Calgary Northeast/Calgary-Nord-Est"," 121B","Calgary",59,30,1,14,1,1,106,312
"Calgary Northeast/Calgary-Nord-Est"," 122","Calgary",107,57,5,14,0,0,183,387
"Calgary Northeast/Calgary-Nord-Est"," 123","Calgary",96,37,4,24,2,0,163,381
"Calgary Northeast/Calgary-Nord-Est"," 124A","Calgary",62,44,1,9,0,1,117,291
"Calgary Northeast/Calgary-Nord-Est"," 124B","Calgary",74,58,2,7,0,2,143,318
"Calgary Northeast/Calgary-Nord-Est"," 125","Calgary",121,33,13,10,0,0,177,367
"Calgary Northeast/Calgary-Nord-Est"," 126","Calgary",209,20,17,22,7,0,275,377
"Calgary Northeast/Calgary-Nord-Est"," 127","Calgary",68,22,13,18,5,0,126,333
"Calgary Northeast/Calgary-Nord-Est"," 128","Calgary",127,24,13,31,1,0,196,488
"Calgary Northeast/Calgary-Nord-Est"," 129","Calgary",87,20,9,10,2,0,128,371
"Calgary Northeast/Calgary-Nord-Est"," 130","Calgary",131,84,16,16,3,4,254,512
"Calgary Northeast/Calgary-Nord-Est"," 131","Calgary",113,25,6,18,5,0,167,356
"Calgary Northeast/Calgary-Nord-Est"," 132","Calgary",122,45,11,12,3,0,193,439
"Calgary Northeast/Calgary-Nord-Est"," 133","Calgary",165,29,14,19,1,2,230,432
"Calgary Northeast/Calgary-Nord-Est"," 134A","Calgary",109,27,6,11,0,0,153,300
"Calgary Northeast/Calgary-Nord-Est"," 134B","Calgary",76,25,8,18,1,0,128,266
"Calgary Northeast/Calgary-Nord-Est"," 135","Calgary",151,30,10,10,1,2,204,372
"Calgary Northeast/Calgary-Nord-Est"," 136","Calgary",141,34,14,27,6,0,222,517
"Calgary Northeast/Calgary-Nord-Est"," 137","Calgary",49,13,1,7,0,0,70,286
"Calgary Northeast/Calgary-Nord-Est"," 138","Calgary",61,26,6,10,1,0,104,261
"Calgary Northeast/Calgary-Nord-Est"," 139","Calgary",38,14,3,18,0,0,73,238
"Calgary Northeast/Calgary-Nord-Est"," 140","Calgary",76,66,9,13,2,1,167,370
"Calgary Northeast/Calgary-Nord-Est"," 141","Calgary",124,32,2,5,2,2,167,326
"Calgary Northeast/Calgary-Nord-Est"," 142","Calgary",169,51,12,23,1,1,257,510
"Calgary Northeast/Calgary-Nord-Est"," 143","Calgary",140,37,11,23,2,0,213,475
"Calgary Northeast/Calgary-Nord-Est"," 144","Calgary",103,69,6,16,0,1,195,447
"Calgary Northeast/Calgary-Nord-Est"," 145","Calgary",105,58,11,31,1,2,208,440
"Calgary Northeast/Calgary-Nord-Est"," 146","Calgary",165,37,17,19,1,2,241,445
"Calgary Northeast/Calgary-Nord-Est"," 147","Calgary",117,23,6,19,1,0,166,362
"Calgary Northeast/Calgary-Nord-Est"," 148","Calgary",149,28,6,12,1,1,197,399
"Calgary Northeast/Calgary-Nord-Est"," 149","Calgary",112,42,6,14,1,0,175,365
"Calgary Northeast/Calgary-Nord-Est"," 150","Calgary",104,16,11,9,4,0,144,353
"Calgary Northeast/Calgary-Nord-Est"," 151","Calgary",112,22,9,19,2,0,164,364
"Calgary Northeast/Calgary-Nord-Est"," 152A","Calgary",123,33,14,25,2,0,197,395
"Calgary Northeast/Calgary-Nord-Est"," 152B","Calgary",77,11,7,6,1,0,102,233
"Calgary Northeast/Calgary-Nord-Est"," 152C","Mobile poll/Bureau itinérant",Merged with No. 500C/Fusionné avec le nº 500C,,,,,,,143
"Calgary Northeast/Calgary-Nord-Est"," 153","Calgary",106,44,9,15,3,0,177,373
"Calgary Northeast/Calgary-Nord-Est"," 154","Calgary",153,64,20,23,1,1,262,488
"Calgary Northeast/Calgary-Nord-Est"," 155A","Calgary",90,24,10,11,4,0,139,341
"Calgary Northeast/Calgary-Nord-Est"," 155B","Mobile poll/Bureau itinérant",Merged with No. 500C/Fusionné avec le nº 500C,,,,,,,28
"Calgary Northeast/Calgary-Nord-Est"," 156","Calgary",86,48,8,8,1,0,151,408
"Calgary Northeast/Calgary-Nord-Est"," 157","Calgary",69,27,12,14,3,0,125,316
"Calgary Northeast/Calgary-Nord-Est"," 158","Calgary",122,26,5,25,3,0,181,398
"Calgary Northeast/Calgary-Nord-Est"," 159","Calgary",121,50,6,13,0,3,193,432
"Calgary Northeast/Calgary-Nord-Est"," 160","Calgary",71,40,9,9,0,0,129,340
"Calgary Northeast/Calgary-Nord-Est"," 161","Calgary",169,42,13,30,1,0,255,417
"Calgary Northeast/Calgary-Nord-Est"," 162","Calgary",134,13,8,11,1,0,167,309
"Calgary Northeast/Calgary-Nord-Est"," 163","Calgary",169,25,12,11,0,0,217,386
"Calgary Northeast/Calgary-Nord-Est"," 164","Calgary",137,71,7,11,1,2,229,456
"Calgary Northeast/Calgary-Nord-Est"," 165","Calgary",104,111,9,16,0,1,241,519
"Calgary Northeast/Calgary-Nord-Est"," 166","Calgary",131,32,4,13,2,1,183,325
"Calgary Northeast/Calgary-Nord-Est"," 167","Calgary",217,46,4,19,2,2,290,472
"Calgary Northeast/Calgary-Nord-Est"," 168A","Calgary",88,67,5,19,1,1,181,311
"Calgary Northeast/Calgary-Nord-Est"," 168B","Calgary",69,59,4,6,1,0,139,330
"Calgary Northeast/Calgary-Nord-Est"," 169","Calgary",126,73,13,20,0,0,232,542
"Calgary Northeast/Calgary-Nord-Est"," 170","Calgary",90,49,7,3,1,0,150,282
"Calgary Northeast/Calgary-Nord-Est"," 170-1","Calgary",68,44,11,4,0,0,127,337
"Calgary Northeast/Calgary-Nord-Est"," 500A","Mobile poll/Bureau itinérant",108,30,4,7,5,9,163,0
"Calgary Northeast/Calgary-Nord-Est"," 500B","Mobile poll/Bureau itinérant",104,33,4,9,1,1,152,62
"Calgary Northeast/Calgary-Nord-Est"," 500C","Mobile poll/Bureau itinérant",116,27,2,12,1,2,160,87
"Calgary Northeast/Calgary-Nord-Est"," 600","Calgary",277,39,23,25,0,0,364,
"Calgary Northeast/Calgary-Nord-Est"," 601","Calgary",211,81,11,20,1,0,324,
"Calgary Northeast/Calgary-Nord-Est"," 602","Calgary",150,41,11,16,1,0,219,
"Calgary Northeast/Calgary-Nord-Est"," 603","Calgary",168,76,14,18,1,1,278,
"Calgary Northeast/Calgary-Nord-Est"," 604","Calgary",198,69,12,23,1,0,303,
"Calgary Northeast/Calgary-Nord-Est"," 605","Calgary",171,29,10,12,2,1,225,
"Calgary Northeast/Calgary-Nord-Est"," 606","Calgary",169,84,9,19,2,0,283,
"Calgary Northeast/Calgary-Nord-Est",,Group 1/Groupe 1,40,32,9,7,0,2,90,125
"Calgary Northeast/Calgary-Nord-Est",,Group 2/Groupe 2,518,180,20,48,3,19,788,
