Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michel Champagne,Heward Grafftey,Josianne Jetté,David Marler,Christian Ouellet,Denis Paradis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Brome--Missisquoi/Brome--Missisquoi"," 16","Saint-Armand",14,20,19,57,65,107,3,285,450
"Brome--Missisquoi/Brome--Missisquoi"," 17A","Saint-Armand",5,8,12,26,48,43,0,142,207
"Brome--Missisquoi/Brome--Missisquoi"," 17B","Mobile poll/Bureau itinérant",Merged with No. 8B/Fusionné avec le nº 8B,,,,,,,,20
"Brome--Missisquoi/Brome--Missisquoi"," 18","Saint-Armand",10,10,5,41,43,89,2,200,306
"Brome--Missisquoi/Brome--Missisquoi"," 19","Sainte-Sabine",7,10,32,54,115,50,7,275,429
"Brome--Missisquoi/Brome--Missisquoi"," 20","Sainte-Sabine",6,9,15,50,106,36,1,223,342
"Brome--Missisquoi/Brome--Missisquoi"," 21","Saint-Ignace-de-Stanbridge",9,10,15,25,61,33,3,156,230
"Brome--Missisquoi/Brome--Missisquoi"," 22","Saint-Ignace-de-Stanbridge",5,8,12,50,69,36,2,182,255
"Brome--Missisquoi/Brome--Missisquoi"," 23","Bedford",4,14,11,45,82,49,0,205,321
"Brome--Missisquoi/Brome--Missisquoi"," 24","Bedford",10,4,6,36,47,40,1,144,292
"Brome--Missisquoi/Brome--Missisquoi"," 25A","Bedford",4,4,15,47,84,54,4,212,388
"Brome--Missisquoi/Brome--Missisquoi"," 25B","Mobile poll/Bureau itinérant",Merged with No. 25C/Fusionné avec le nº 25C,,,,,,,,30
"Brome--Missisquoi/Brome--Missisquoi"," 25C","Mobile poll/Bureau itinérant",1,4,2,4,5,19,0,35,48
"Brome--Missisquoi/Brome--Missisquoi"," 26A","Bedford",4,9,9,33,40,39,2,136,294
"Brome--Missisquoi/Brome--Missisquoi"," 26B","Mobile poll/Bureau itinérant",0,3,0,2,2,3,0,10,55
"Brome--Missisquoi/Brome--Missisquoi"," 27","Bedford",5,7,17,55,60,65,0,209,375
"Brome--Missisquoi/Brome--Missisquoi"," 28","Bedford",6,10,15,34,56,60,2,183,369
"Brome--Missisquoi/Brome--Missisquoi"," 29","Bedford",8,12,10,42,83,68,1,224,359
"Brome--Missisquoi/Brome--Missisquoi"," 30A","Bedford",8,10,9,39,24,62,2,154,250
"Brome--Missisquoi/Brome--Missisquoi"," 30B","Mobile poll/Bureau itinérant",Merged with No. 26B/Fusionné avec le nº 26B,,,,,,,,11
"Brome--Missisquoi/Brome--Missisquoi"," 31","Stanbridge East",7,8,15,48,44,119,0,241,343
"Brome--Missisquoi/Brome--Missisquoi"," 32","Stanbridge East",6,7,18,38,50,114,0,233,335
"Brome--Missisquoi/Brome--Missisquoi"," 33","Dunham",11,10,32,38,108,91,0,290,440
"Brome--Missisquoi/Brome--Missisquoi"," 34A","Dunham",8,11,17,65,135,74,4,314,505
"Brome--Missisquoi/Brome--Missisquoi"," 34B","Mobile poll/Bureau itinérant",Merged with No. 106B/Fusionné avec le nº 106B,,,,,,,,18
"Brome--Missisquoi/Brome--Missisquoi"," 35","Dunham",10,13,30,74,134,79,2,342,535
"Brome--Missisquoi/Brome--Missisquoi"," 36","Dunham",14,6,31,58,120,107,1,337,538
"Brome--Missisquoi/Brome--Missisquoi"," 37","Dunham",14,9,19,52,135,122,4,355,609
"Brome--Missisquoi/Brome--Missisquoi"," 38","Frelighsburg",21,8,27,37,111,71,2,277,436
"Brome--Missisquoi/Brome--Missisquoi"," 39","Frelighsburg",12,7,19,39,113,101,3,294,448
"Brome--Missisquoi/Brome--Missisquoi"," 40","Farnham",2,17,10,46,106,27,1,209,433
"Brome--Missisquoi/Brome--Missisquoi"," 41","Farnham",8,9,10,60,112,28,2,229,452
"Brome--Missisquoi/Brome--Missisquoi"," 42","Farnham",6,18,17,66,143,71,4,325,527
"Brome--Missisquoi/Brome--Missisquoi"," 43","Farnham",8,13,13,38,94,37,5,208,373
"Brome--Missisquoi/Brome--Missisquoi"," 44A","Farnham",4,16,13,46,114,50,4,247,474
"Brome--Missisquoi/Brome--Missisquoi"," 44B","Mobile poll/Bureau itinérant",Merged with No. 50B/Fusionné avec le nº 50B,,,,,,,,25
"Brome--Missisquoi/Brome--Missisquoi"," 45","Farnham",7,8,13,43,84,18,5,178,433
"Brome--Missisquoi/Brome--Missisquoi"," 46","Farnham",6,4,10,26,80,25,2,153,370
"Brome--Missisquoi/Brome--Missisquoi"," 47","Farnham",3,13,11,32,90,25,7,181,495
"Brome--Missisquoi/Brome--Missisquoi"," 48","Farnham",9,18,8,44,83,38,2,202,363
"Brome--Missisquoi/Brome--Missisquoi"," 49","Farnham",5,14,18,53,101,43,6,240,398
"Brome--Missisquoi/Brome--Missisquoi"," 50A","Farnham",4,13,6,42,68,27,2,162,298
"Brome--Missisquoi/Brome--Missisquoi"," 50B","Mobile poll/Bureau itinérant",0,1,1,4,7,10,0,23,76
"Brome--Missisquoi/Brome--Missisquoi"," 51","Farnham",2,11,7,24,54,22,4,124,315
"Brome--Missisquoi/Brome--Missisquoi"," 52","Farnham",8,10,12,25,82,19,3,159,329
"Brome--Missisquoi/Brome--Missisquoi"," 53","Farnham",10,16,18,48,119,47,4,262,395
"Brome--Missisquoi/Brome--Missisquoi"," 54","Farnham",12,19,21,60,144,53,5,314,502
"Brome--Missisquoi/Brome--Missisquoi"," 55","Brigham",5,14,23,40,105,31,1,219,334
"Brome--Missisquoi/Brome--Missisquoi"," 56","Brigham",4,17,15,47,107,58,3,251,403
"Brome--Missisquoi/Brome--Missisquoi"," 57","Brigham",8,15,32,62,180,100,3,400,570
"Brome--Missisquoi/Brome--Missisquoi"," 58","East Farnham",9,18,25,71,101,86,7,317,420
"Brome--Missisquoi/Brome--Missisquoi"," 59","Brigham",8,12,7,44,96,71,2,240,456
"Brome--Missisquoi/Brome--Missisquoi"," 60","Bromont",23,25,24,71,167,72,4,386,611
"Brome--Missisquoi/Brome--Missisquoi"," 61","Bromont",12,13,22,71,147,55,3,323,583
"Brome--Missisquoi/Brome--Missisquoi"," 62","Bromont",6,3,5,21,32,24,1,92,182
"Brome--Missisquoi/Brome--Missisquoi"," 63A","Bromont",13,4,15,54,86,44,3,219,414
"Brome--Missisquoi/Brome--Missisquoi"," 63B","Bromont",9,8,16,49,96,63,2,243,429
"Brome--Missisquoi/Brome--Missisquoi"," 64","Bromont",20,7,20,54,127,40,4,272,549
"Brome--Missisquoi/Brome--Missisquoi"," 65","Bromont",10,4,12,25,80,44,3,178,325
"Brome--Missisquoi/Brome--Missisquoi"," 66","Bromont",10,4,24,37,78,38,3,194,399
"Brome--Missisquoi/Brome--Missisquoi"," 67","Bromont",26,5,32,41,135,43,1,283,493
"Brome--Missisquoi/Brome--Missisquoi"," 68","Bromont",19,8,33,56,137,82,2,337,576
"Brome--Missisquoi/Brome--Missisquoi"," 69","Cowansville",9,4,26,56,115,84,6,300,520
"Brome--Missisquoi/Brome--Missisquoi"," 70","Cowansville",9,12,18,73,145,75,2,334,536
"Brome--Missisquoi/Brome--Missisquoi"," 71","Cowansville",9,9,12,51,99,42,2,224,439
"Brome--Missisquoi/Brome--Missisquoi"," 72","Cowansville",8,15,21,27,98,37,0,206,445
"Brome--Missisquoi/Brome--Missisquoi"," 73A","Cowansville",4,11,11,57,89,35,2,209,423
"Brome--Missisquoi/Brome--Missisquoi"," 73B","Mobile poll/Bureau itinérant",Merged with No. 83B/Fusionné avec le nº 83B,,,,,,,,25
"Brome--Missisquoi/Brome--Missisquoi"," 74","Cowansville",4,8,10,28,56,45,4,155,413
"Brome--Missisquoi/Brome--Missisquoi"," 75","Cowansville",11,11,9,59,103,80,0,273,470
"Brome--Missisquoi/Brome--Missisquoi"," 76","Cowansville",9,11,13,44,85,61,5,228,425
"Brome--Missisquoi/Brome--Missisquoi"," 77","Cowansville",6,23,15,60,134,64,4,306,499
"Brome--Missisquoi/Brome--Missisquoi"," 78","Cowansville",9,9,5,29,84,56,3,195,408
"Brome--Missisquoi/Brome--Missisquoi"," 79","Cowansville",7,6,15,40,91,59,3,221,433
"Brome--Missisquoi/Brome--Missisquoi"," 80","Cowansville",7,6,15,35,86,68,3,220,413
"Brome--Missisquoi/Brome--Missisquoi"," 81","Cowansville",6,3,7,17,61,45,3,142,313
"Brome--Missisquoi/Brome--Missisquoi"," 82","Cowansville",12,8,13,54,99,82,1,269,537
"Brome--Missisquoi/Brome--Missisquoi"," 83A","Cowansville",5,15,14,33,79,97,6,249,456
"Brome--Missisquoi/Brome--Missisquoi"," 83B","Mobile poll/Bureau itinérant",0,6,0,5,3,13,0,27,145
"Brome--Missisquoi/Brome--Missisquoi"," 84","Cowansville",5,8,13,47,95,76,1,245,432
"Brome--Missisquoi/Brome--Missisquoi"," 85","Cowansville",13,14,14,36,79,65,2,223,455
"Brome--Missisquoi/Brome--Missisquoi"," 86","Cowansville",10,15,21,52,146,87,1,332,577
"Brome--Missisquoi/Brome--Missisquoi"," 87","Cowansville",12,6,11,56,63,91,1,240,406
"Brome--Missisquoi/Brome--Missisquoi"," 88","Cowansville",7,5,10,55,88,66,5,236,432
"Brome--Missisquoi/Brome--Missisquoi"," 89","Cowansville",5,11,14,30,128,43,5,236,400
"Brome--Missisquoi/Brome--Missisquoi"," 90","Lac-Brome",8,5,14,53,60,108,2,250,511
"Brome--Missisquoi/Brome--Missisquoi"," 91","Lac-Brome",18,4,9,72,90,139,1,333,544
"Brome--Missisquoi/Brome--Missisquoi"," 92","Lac-Brome",14,6,12,58,60,99,2,251,442
"Brome--Missisquoi/Brome--Missisquoi"," 93","Bolton-Ouest",2,1,9,20,20,38,2,92,159
"Brome--Missisquoi/Brome--Missisquoi"," 94","Bolton-Ouest",11,5,12,42,36,116,0,222,441
"Brome--Missisquoi/Brome--Missisquoi"," 95","Lac-Brome",16,4,8,49,16,98,1,192,451
"Brome--Missisquoi/Brome--Missisquoi"," 96","Lac-Brome",8,1,13,40,13,157,0,232,442
"Brome--Missisquoi/Brome--Missisquoi"," 97","Lac-Brome",23,8,22,75,95,154,8,385,688
"Brome--Missisquoi/Brome--Missisquoi"," 98A","Lac-Brome",4,3,10,33,16,112,0,178,341
"Brome--Missisquoi/Brome--Missisquoi"," 98B","Lac-Brome",12,2,10,34,22,109,0,189,360
"Brome--Missisquoi/Brome--Missisquoi"," 98C","Mobile poll/Bureau itinérant",Merged with No. 98D/Fusionné avec le nº 98D,,,,,,,,39
"Brome--Missisquoi/Brome--Missisquoi"," 98D","Mobile poll/Bureau itinérant",2,0,2,15,1,39,2,61,65
"Brome--Missisquoi/Brome--Missisquoi"," 99","Brome",3,3,2,24,11,74,1,118,239
"Brome--Missisquoi/Brome--Missisquoi"," 100","Lac-Brome",7,1,11,29,24,79,5,156,319
"Brome--Missisquoi/Brome--Missisquoi"," 101","Lac-Brome",3,6,13,29,37,72,4,164,353
"Brome--Missisquoi/Brome--Missisquoi"," 102","Sutton",13,8,31,53,92,145,4,346,569
"Brome--Missisquoi/Brome--Missisquoi"," 103","Abercorn",10,2,9,45,52,66,0,184,293
"Brome--Missisquoi/Brome--Missisquoi"," 104","Sutton",14,6,19,38,72,74,1,224,416
"Brome--Missisquoi/Brome--Missisquoi"," 105","Sutton",15,5,25,51,61,113,2,272,449
"Brome--Missisquoi/Brome--Missisquoi"," 106A","Sutton",7,8,24,65,90,108,3,305,472
"Brome--Missisquoi/Brome--Missisquoi"," 106B","Mobile poll/Bureau itinérant",2,2,1,3,4,11,1,24,35
"Brome--Missisquoi/Brome--Missisquoi"," 107","Sutton",16,3,16,43,72,126,3,279,460
"Brome--Missisquoi/Brome--Missisquoi"," 108","Sutton",20,5,37,66,94,141,2,365,667
"Brome--Missisquoi/Brome--Missisquoi"," 109","Potton",8,7,7,36,35,40,0,133,248
"Brome--Missisquoi/Brome--Missisquoi"," 110","Potton",5,10,4,41,28,61,1,150,277
"Brome--Missisquoi/Brome--Missisquoi"," 111","Potton",2,6,5,56,30,63,3,165,274
"Brome--Missisquoi/Brome--Missisquoi"," 112","Potton",3,8,4,42,54,89,0,200,350
"Brome--Missisquoi/Brome--Missisquoi"," 113","Potton",6,3,12,46,41,88,1,197,373
"Brome--Missisquoi/Brome--Missisquoi"," 114","Stukely-Sud",11,8,8,35,101,30,0,193,326
"Brome--Missisquoi/Brome--Missisquoi"," 115","Stukely-Sud",10,3,13,45,95,77,5,248,455
"Brome--Missisquoi/Brome--Missisquoi"," 116","Eastman",18,12,24,66,161,40,6,327,554
"Brome--Missisquoi/Brome--Missisquoi"," 117A","Orford",7,11,23,40,90,35,0,206,360
"Brome--Missisquoi/Brome--Missisquoi"," 117B","Orford",13,5,23,54,88,17,0,200,354
"Brome--Missisquoi/Brome--Missisquoi"," 118A","Orford",7,7,9,35,105,25,2,190,370
"Brome--Missisquoi/Brome--Missisquoi"," 118B","Orford",6,4,15,36,96,24,3,184,368
"Brome--Missisquoi/Brome--Missisquoi"," 119","Orford",3,1,0,8,11,9,1,33,65
"Brome--Missisquoi/Brome--Missisquoi"," 120","Orford",3,1,5,12,40,7,2,70,118
"Brome--Missisquoi/Brome--Missisquoi"," 121","Orford",24,14,37,77,206,62,2,422,698
"Brome--Missisquoi/Brome--Missisquoi"," 122","Magog",4,7,18,41,145,37,1,253,470
"Brome--Missisquoi/Brome--Missisquoi"," 123","Omerville",7,10,16,85,140,45,2,305,546
"Brome--Missisquoi/Brome--Missisquoi"," 124","Omerville",12,10,8,55,188,44,9,326,587
"Brome--Missisquoi/Brome--Missisquoi"," 125A","Omerville",2,8,10,33,125,27,4,209,388
"Brome--Missisquoi/Brome--Missisquoi"," 125B","Omerville",4,11,8,36,117,25,3,204,372
"Brome--Missisquoi/Brome--Missisquoi"," 126","Magog",12,14,13,50,87,25,3,204,365
"Brome--Missisquoi/Brome--Missisquoi"," 127","Magog",10,10,21,60,134,49,4,288,462
"Brome--Missisquoi/Brome--Missisquoi"," 128A","Magog",11,5,17,54,98,29,1,215,417
"Brome--Missisquoi/Brome--Missisquoi"," 128B","Magog",16,5,18,52,90,32,1,214,423
"Brome--Missisquoi/Brome--Missisquoi"," 129","Magog",16,8,10,62,106,51,2,255,467
"Brome--Missisquoi/Brome--Missisquoi"," 130","Magog",14,3,13,71,104,46,0,251,438
"Brome--Missisquoi/Brome--Missisquoi"," 131","Magog",9,4,17,56,121,35,0,242,412
"Brome--Missisquoi/Brome--Missisquoi"," 132","Austin",11,12,26,96,156,63,7,371,689
"Brome--Missisquoi/Brome--Missisquoi"," 133","Eastman",14,10,15,45,142,51,3,280,464
"Brome--Missisquoi/Brome--Missisquoi"," 134","Eastman",7,6,9,35,87,31,1,176,265
"Brome--Missisquoi/Brome--Missisquoi"," 135","Saint-Étienne-de-Bolton",12,11,26,33,128,32,2,244,392
"Brome--Missisquoi/Brome--Missisquoi"," 136","Bolton-Est",15,8,29,68,92,132,6,350,620
"Brome--Missisquoi/Brome--Missisquoi"," 137","Austin",7,10,9,89,65,88,3,271,396
"Brome--Missisquoi/Brome--Missisquoi"," 138A","Magog",14,6,10,57,50,45,4,186,359
"Brome--Missisquoi/Brome--Missisquoi"," 138B","Magog",10,3,13,44,58,54,1,183,335
"Brome--Missisquoi/Brome--Missisquoi"," 139","Magog",6,9,17,77,138,37,1,285,671
"Brome--Missisquoi/Brome--Missisquoi"," 140","Magog",17,9,23,77,101,47,2,276,487
"Brome--Missisquoi/Brome--Missisquoi"," 141","Magog",10,10,13,62,112,42,0,249,449
"Brome--Missisquoi/Brome--Missisquoi"," 142A","Magog",5,3,13,49,65,47,5,187,348
"Brome--Missisquoi/Brome--Missisquoi"," 142B","Mobile poll/Bureau itinérant",2,5,0,6,9,21,1,44,138
"Brome--Missisquoi/Brome--Missisquoi"," 143","Magog",8,10,17,64,165,47,3,314,621
"Brome--Missisquoi/Brome--Missisquoi"," 144","Magog",12,9,26,55,134,72,5,313,507
"Brome--Missisquoi/Brome--Missisquoi"," 145","Magog",7,9,8,57,112,40,3,236,407
"Brome--Missisquoi/Brome--Missisquoi"," 146","Magog",9,8,13,53,153,50,0,286,530
"Brome--Missisquoi/Brome--Missisquoi"," 147","Magog",11,20,14,68,148,47,12,320,583
"Brome--Missisquoi/Brome--Missisquoi"," 148","Magog",5,6,8,36,119,34,4,212,534
"Brome--Missisquoi/Brome--Missisquoi"," 149","Magog",7,6,8,58,85,40,5,209,443
"Brome--Missisquoi/Brome--Missisquoi"," 150","Magog",15,7,25,62,152,49,5,315,477
"Brome--Missisquoi/Brome--Missisquoi"," 151","Magog",5,14,6,33,94,26,4,182,325
"Brome--Missisquoi/Brome--Missisquoi"," 152","Magog",11,3,6,35,82,45,0,182,354
"Brome--Missisquoi/Brome--Missisquoi"," 153","Magog",9,5,11,38,89,19,6,177,422
"Brome--Missisquoi/Brome--Missisquoi"," 154","Magog",6,7,12,51,84,36,6,202,335
"Brome--Missisquoi/Brome--Missisquoi"," 155","Magog",6,5,5,43,101,41,2,203,423
"Brome--Missisquoi/Brome--Missisquoi"," 156A","Magog",5,5,14,13,80,10,6,133,321
"Brome--Missisquoi/Brome--Missisquoi"," 156B","Mobile poll/Bureau itinérant",Merged with No. 142B/Fusionné avec le nº 142B,,,,,,,,48
"Brome--Missisquoi/Brome--Missisquoi"," 157","Magog",11,5,10,16,70,15,0,127,341
"Brome--Missisquoi/Brome--Missisquoi"," 158A","Magog",3,6,3,22,39,20,2,95,239
"Brome--Missisquoi/Brome--Missisquoi"," 158B","Mobile poll/Bureau itinérant",0,0,0,4,10,14,1,29,68
"Brome--Missisquoi/Brome--Missisquoi"," 159","Magog",2,4,6,31,90,36,3,172,338
"Brome--Missisquoi/Brome--Missisquoi"," 160","Magog",8,7,12,41,96,35,6,205,395
"Brome--Missisquoi/Brome--Missisquoi"," 161A","Magog",5,6,7,32,60,25,1,136,341
"Brome--Missisquoi/Brome--Missisquoi"," 161B","Mobile poll/Bureau itinérant",Merged with No. 158B/Fusionné avec le nº 158B,,,,,,,,28
"Brome--Missisquoi/Brome--Missisquoi"," 162A","Magog",4,10,8,39,89,40,5,195,432
"Brome--Missisquoi/Brome--Missisquoi"," 162B","Mobile poll/Bureau itinérant",Merged with No. 158B/Fusionné avec le nº 158B,,,,,,,,49
"Brome--Missisquoi/Brome--Missisquoi"," 163","Magog",10,6,12,40,121,27,3,219,429
"Brome--Missisquoi/Brome--Missisquoi"," 164","Magog",10,7,24,80,170,51,2,344,609
"Brome--Missisquoi/Brome--Missisquoi"," 165","Magog",19,8,40,71,192,58,4,392,696
"Brome--Missisquoi/Brome--Missisquoi"," 166","Magog",11,5,23,99,163,77,2,380,589
"Brome--Missisquoi/Brome--Missisquoi"," 167","Magog",7,6,11,59,81,47,1,212,378
"Brome--Missisquoi/Brome--Missisquoi"," 600","Venise-en-Québec",14,29,17,72,140,161,5,438,
"Brome--Missisquoi/Brome--Missisquoi"," 601","Bedford",11,30,29,103,165,239,3,580,
"Brome--Missisquoi/Brome--Missisquoi"," 602","Farnham",8,56,23,139,210,227,10,673,
"Brome--Missisquoi/Brome--Missisquoi"," 603","Bromont",22,12,29,107,169,131,1,471,
"Brome--Missisquoi/Brome--Missisquoi"," 604","Cowansville",15,39,31,180,325,383,8,981,
"Brome--Missisquoi/Brome--Missisquoi"," 605","Lac-Brome",15,25,43,199,145,538,2,967,
"Brome--Missisquoi/Brome--Missisquoi"," 606","Orford",17,25,24,132,228,114,4,544,
"Brome--Missisquoi/Brome--Missisquoi"," 607","Magog",18,50,34,216,314,232,6,870,
"Brome--Missisquoi/Brome--Missisquoi"," 608","Magog",19,61,22,160,239,202,15,718,
"Brome--Missisquoi/Brome--Missisquoi",,Group 1/Groupe 1,9,5,0,18,21,28,3,84,178
"Brome--Missisquoi/Brome--Missisquoi",,Group 2/Groupe 2,19,41,43,202,461,926,28,1720,
