Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Deslauriers,Rachel Hoffman,Marlene Jennings,Alexandre Lambert,Allen F. Mackenzie,Pierre-Albert Sévigny,Earl Wertheimer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 46","Lachine",42,0,100,69,38,31,1,3,284,425
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 47","Lachine",37,0,87,89,64,23,0,0,300,425
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 48","Lachine",35,0,78,58,42,10,0,1,224,313
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 49","Lachine",28,0,106,56,40,11,0,1,242,459
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 50","Lachine",20,0,77,59,44,17,0,0,217,423
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 51","Lachine",26,0,92,68,23,17,0,2,228,375
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 52","Lachine",39,0,88,58,44,19,0,3,251,474
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 53","Lachine",20,0,107,46,38,5,0,3,219,356
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 54","Lachine",20,0,71,60,27,6,0,2,186,303
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 55","Lachine",21,1,81,94,67,18,0,6,288,452
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 56","Lachine",28,0,91,84,54,14,0,4,275,527
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 57","Lachine",9,1,59,34,28,5,0,0,136,343
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 58","Lachine",21,0,58,16,36,5,1,4,141,303
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 59","Lachine",10,0,40,13,21,5,0,1,90,271
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 60","Lachine",22,1,89,72,34,13,0,7,238,533
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 61","Lachine",15,0,63,69,39,9,0,3,198,337
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 62","Lachine",32,1,67,51,38,4,2,0,195,308
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 63","Lachine",26,1,66,75,31,10,0,1,210,428
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 64","Lachine",15,0,72,31,19,11,0,2,150,393
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 65","Lachine",11,0,87,23,30,1,2,1,155,389
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 66","Lachine",11,0,87,29,44,5,1,2,179,455
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 67A","Mobile poll/Bureau itinérant",Merged with No. 68/Fusionné avec le nº 68,,,,,,,,,200
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 67B","Mobile poll/Bureau itinérant",Merged with No. 500C/Fusionné avec le nº 500C,,,,,,,,,144
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 67C","Mobile poll/Bureau itinérant",5,1,19,14,8,3,0,3,53,90
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 67D","Mobile poll/Bureau itinérant",Merged with No. 67C/Fusionné avec le nº 67C,,,,,,,,,26
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 68","Lachine",15,0,127,86,36,11,1,4,280,373
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 69","Lachine",18,1,49,131,31,14,0,6,250,504
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 70","Lachine",7,0,59,69,46,9,0,2,192,408
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 71","Lachine",15,0,85,100,41,21,3,0,265,457
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 72","Lachine",16,0,81,92,38,9,0,2,238,572
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 73","Lachine",9,1,51,56,21,4,1,1,144,297
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 74","Lachine",Merged with No. 73/Fusionné avec le nº 73,,,,,,,,,119
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 75","Lachine",9,2,56,59,24,6,1,4,161,369
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 76A","Lachine",9,0,43,74,22,2,0,1,151,341
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 76B","Mobile poll/Bureau itinérant",Merged with No. 500D/Fusionné avec le nº 500D,,,,,,,,,113
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 77","Lachine",14,1,37,143,39,4,3,7,248,389
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 78","Lachine",30,3,75,70,36,19,1,2,236,353
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 79","Lachine",23,2,73,73,38,11,3,3,226,406
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 80","Lachine",17,0,64,81,28,8,2,4,204,420
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 81","Lachine",27,1,64,78,33,10,0,2,215,439
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 82A","Lachine",20,0,42,142,35,17,0,5,261,464
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 82B","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,,,69
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 83","Lachine",12,1,52,117,41,5,0,2,230,361
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 84","Lachine",Merged with No. 83/Fusionné avec le nº 83,,,,,,,,,198
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 85","Lachine",10,1,40,122,34,11,0,3,221,416
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 86","Lachine",16,0,32,93,30,5,0,2,178,360
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 87","Lachine",6,0,24,110,23,6,0,0,169,339
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 88","Lachine",21,0,41,104,27,12,0,1,206,424
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 89","Lachine",19,0,32,123,27,7,0,2,210,465
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 90","Lachine",18,0,58,122,38,10,1,5,252,358
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 91","Lachine",4,0,28,105,17,4,0,2,160,346
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 92","Lachine",20,0,47,102,36,9,0,3,217,415
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 93A","Lachine",21,1,59,95,33,14,1,5,229,405
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 93B","Mobile poll/Bureau itinérant",Merged with No. 500D/Fusionné avec le nº 500D,,,,,,,,,34
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 94","Lachine",12,0,50,124,19,5,1,3,214,374
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 95","Lachine",21,0,43,99,37,5,0,2,207,381
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 96","Lachine",12,1,57,114,28,3,0,4,219,390
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 97","Lachine",13,0,42,131,36,8,0,5,235,463
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 98","Lachine",17,1,51,87,29,11,0,0,196,410
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 99","Lachine",13,0,45,110,29,7,0,8,212,371
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 100","Lachine",14,2,47,147,31,11,0,2,254,456
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 101","Lachine",19,0,37,99,31,3,0,1,190,335
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 102","Lachine",21,1,54,97,32,5,3,5,218,419
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 103","Lachine",10,1,34,107,19,8,0,6,185,383
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 104","Lachine",17,0,47,119,28,8,2,2,223,524
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 105","Saint-Pierre",34,0,100,28,31,21,2,1,217,403
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 106","Saint-Pierre",7,0,56,49,19,1,2,5,139,296
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 107","Saint-Pierre",15,0,35,119,34,6,0,2,211,428
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 108","Saint-Pierre",7,0,26,70,28,6,0,0,137,336
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 109","Saint-Pierre",10,0,43,104,30,3,0,8,198,465
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 110","Saint-Pierre",13,0,33,66,27,11,0,4,154,296
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 111","Saint-Pierre",14,0,41,85,15,3,0,4,162,310
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 112","Saint-Pierre",7,2,45,73,20,4,0,3,154,330
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 113","Saint-Pierre",21,1,82,132,26,10,1,5,278,280
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 114","Saint-Pierre",Merged with No. 113/Fusionné avec le nº 113,,,,,,,,,257
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 115","Montréal",17,2,116,12,40,12,1,0,200,382
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 116","Montréal",13,0,115,11,32,7,0,2,180,329
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 117","Montréal",25,1,145,19,34,14,4,1,243,514
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 118","Montréal-Ouest",24,1,140,8,29,17,2,0,221,361
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 119","Montréal-Ouest",25,0,154,0,28,13,3,3,226,364
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 120","Montréal",35,0,103,8,21,25,0,0,192,357
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 121","Montréal",46,0,112,11,28,19,1,0,217,380
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 122","Montréal",36,1,93,11,26,9,0,1,177,303
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 123","Montréal",42,2,104,13,33,15,1,2,212,398
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 124","Montréal-Ouest",41,0,121,8,52,22,0,1,245,432
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 125","Montréal-Ouest",15,0,129,3,41,13,3,0,204,340
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 126","Montréal-Ouest",73,0,133,4,80,27,1,1,319,486
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 127","Montréal",31,0,104,10,24,11,1,0,181,313
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 128","Montréal",27,1,102,10,45,15,0,0,200,352
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 129","Montréal",76,1,151,30,60,32,0,2,352,508
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 130","Montréal-Ouest",37,2,128,9,68,27,1,0,272,444
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 131","Montréal-Ouest",61,0,112,7,44,29,1,0,254,383
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 132","Montréal-Ouest",43,0,103,7,33,26,0,0,212,371
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 133","Montréal-Ouest",64,0,140,15,47,28,1,0,295,389
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 134","Montréal-Ouest",35,0,135,8,52,22,1,0,253,407
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 135","Montréal",Merged with No. 137A/Fusionné avec le nº 137A,,,,,,,,,269
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 136","Montréal",38,0,128,17,35,17,0,0,235,446
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 137A","Montréal",67,1,143,21,45,29,1,2,309,295
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 137B","Mobile poll/Bureau itinérant",Merged with No. 501A/Fusionné avec le nº 501A,,,,,,,,,80
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 138","Montréal",29,1,101,19,36,13,0,1,200,520
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 139","Montréal",33,0,117,25,23,14,0,3,215,480
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 140","Montréal",35,1,190,16,26,10,3,4,285,663
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 141","Montréal",20,2,125,4,34,11,1,1,198,364
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 142","Montréal",11,1,151,6,38,6,1,2,216,464
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 143","Montréal",Merged with No. 146/Fusionné avec le nº 146,,,,,,,,,214
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 144","Montréal",18,1,142,9,22,13,1,0,206,365
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 145","Montréal",16,1,122,18,23,6,0,0,186,486
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 146","Montréal",24,3,138,5,35,12,1,2,220,291
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 147","Montréal",19,2,134,6,28,13,1,3,206,435
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 148","Montréal",31,0,136,16,47,10,1,3,244,479
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 149","Montréal",31,1,116,7,18,11,2,1,187,374
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 150","Montréal",24,1,104,8,36,9,2,4,188,419
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 151","Montréal",20,1,94,3,22,10,0,1,151,311
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 152","Montréal",32,0,118,13,29,16,2,3,213,448
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 153","Montréal",33,2,104,12,33,13,2,0,199,356
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 154","Montréal",43,2,126,19,52,12,3,3,260,473
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 155","Montréal",20,0,92,21,31,14,0,2,180,313
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 156","Montréal",43,0,88,20,27,15,1,1,195,333
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 157A","Montréal",51,2,124,16,51,24,0,4,272,423
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 157B","Mobile poll/Bureau itinérant",Merged with No. 501B/Fusionné avec le nº 501B,,,,,,,,,35
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 158","Montréal",42,0,114,27,51,27,0,2,263,416
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 159","Montréal",Merged with No. 161/Fusionné avec le nº 161,,,,,,,,,272
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 160","Montréal",41,0,122,20,27,28,0,1,239,488
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 161","Montréal",38,1,111,21,36,22,0,0,229,277
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 162","Montréal",35,1,106,18,36,11,1,1,209,463
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 163","Montréal",33,2,76,10,18,4,4,1,148,334
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 164","Montréal",42,3,100,20,24,17,0,0,206,404
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 165","Montréal",Merged with No. 169/Fusionné avec le nº 169,,,,,,,,,229
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 166","Montréal",11,1,126,7,23,7,1,2,178,404
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 167","Montréal",19,0,110,13,23,11,2,0,178,416
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 168","Montréal",10,0,110,14,33,14,1,0,182,348
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 169","Montréal",58,2,124,44,41,31,0,2,302,320
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 170","Montréal",24,0,101,19,48,17,0,0,209,414
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 171","Montréal",16,0,124,8,29,11,0,3,191,354
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 172","Montréal",25,0,102,5,22,14,2,1,171,324
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 173","Montréal",39,2,92,22,26,15,0,0,196,394
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 174","Montréal",38,1,120,30,38,18,0,1,246,404
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 175A","Montréal",24,1,89,22,21,14,0,0,171,345
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 175B","Mobile poll/Bureau itinérant",Merged with No. 501B/Fusionné avec le nº 501B,,,,,,,,,16
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 176","Montréal",40,0,63,39,18,23,0,2,185,311
"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 177","Montréal",48,0,97,41,29,18,0,2,235,424
