Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Joslin,Ben Lobb,Grant Robertson,Victoria Serda,Paul Steckle,Dennis Valenta,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Huron--Bruce/Huron--Bruce"," 47","Kincardine",4,62,52,7,107,0,0,232,423
"Huron--Bruce/Huron--Bruce"," 48","Millarton",2,57,22,9,44,0,0,134,241
"Huron--Bruce/Huron--Bruce"," 49","Huron",1,42,11,5,60,1,0,120,362
"Huron--Bruce/Huron--Bruce"," 50","Huron",0,55,18,5,96,1,0,175,348
"Huron--Bruce/Huron--Bruce"," 51","Pine River",2,62,21,5,72,0,0,162,300
"Huron--Bruce/Huron--Bruce"," 52","Huron",2,73,46,9,109,1,1,241,373
"Huron--Bruce/Huron--Bruce"," 53","Point Clark",2,97,44,8,99,1,1,252,431
"Huron--Bruce/Huron--Bruce"," 54","Chepstow",13,84,29,5,114,4,2,251,404
"Huron--Bruce/Huron--Bruce"," 55","Riversdale",17,68,17,6,82,1,1,192,304
"Huron--Bruce/Huron--Bruce"," 56","Eden Grove",4,123,37,4,63,2,1,234,397
"Huron--Bruce/Huron--Bruce"," 57","Cargill Siding",4,74,9,2,59,4,0,152,247
"Huron--Bruce/Huron--Bruce"," 58","Dunkeld",8,100,21,4,75,5,0,213,338
"Huron--Bruce/Huron--Bruce"," 59","Walkerton",1,56,45,15,114,2,0,233,463
"Huron--Bruce/Huron--Bruce"," 60","Walkerton",0,64,44,6,66,2,1,183,373
"Huron--Bruce/Huron--Bruce"," 61","Walkerton",3,52,25,5,92,2,0,179,322
"Huron--Bruce/Huron--Bruce"," 62","Walkerton",2,56,52,6,77,0,1,194,375
"Huron--Bruce/Huron--Bruce"," 63","Walkerton",9,64,41,11,121,4,4,254,442
"Huron--Bruce/Huron--Bruce"," 64","Walkerton",3,58,43,5,107,1,0,217,420
"Huron--Bruce/Huron--Bruce"," 65","Walkerton",5,60,42,8,83,1,0,199,366
"Huron--Bruce/Huron--Bruce"," 66","Walkerton",2,63,36,4,85,0,2,192,346
"Huron--Bruce/Huron--Bruce"," 67","Walkerton",6,113,38,10,129,4,0,300,528
"Huron--Bruce/Huron--Bruce"," 68","Maple Hill",17,80,42,13,100,7,1,260,496
"Huron--Bruce/Huron--Bruce"," 69","Lake Rosalind",3,70,13,4,37,4,0,131,253
"Huron--Bruce/Huron--Bruce"," 70","Brant",5,44,38,13,73,0,2,175,403
"Huron--Bruce/Huron--Bruce"," 71","Ambleside",9,63,56,5,101,1,0,235,379
"Huron--Bruce/Huron--Bruce"," 72","Otter Creek",3,67,27,10,59,1,0,167,284
"Huron--Bruce/Huron--Bruce"," 73","Carlsruhe",17,59,26,4,66,3,1,176,264
"Huron--Bruce/Huron--Bruce"," 74","Mildmay",9,55,32,7,77,2,1,183,259
"Huron--Bruce/Huron--Bruce"," 75","Mildmay",4,61,42,8,102,1,1,219,349
"Huron--Bruce/Huron--Bruce"," 76","Mildmay",9,48,27,11,47,1,0,143,234
"Huron--Bruce/Huron--Bruce"," 77","Ambleside",Merged with No. 99/Fusionné avec le nº 99,,,,,,,,118
"Huron--Bruce/Huron--Bruce"," 78","Ambleside",3,60,32,6,87,6,1,195,299
"Huron--Bruce/Huron--Bruce"," 79","Deemerton",6,56,35,4,65,1,0,167,253
"Huron--Bruce/Huron--Bruce"," 80","Huron",7,63,34,4,68,0,0,176,263
"Huron--Bruce/Huron--Bruce"," 81","Ripley",2,85,50,9,135,2,0,283,541
"Huron--Bruce/Huron--Bruce"," 82","Kinlough",4,54,26,1,45,0,1,131,289
"Huron--Bruce/Huron--Bruce"," 83","Holyrood",3,46,23,0,39,0,0,111,215
"Huron--Bruce/Huron--Bruce"," 84","Langside",10,54,32,1,70,2,1,170,250
"Huron--Bruce/Huron--Bruce"," 85","Lucknow",3,70,43,7,75,1,1,200,361
"Huron--Bruce/Huron--Bruce"," 86","Lucknow",1,54,24,4,63,0,0,146,268
"Huron--Bruce/Huron--Bruce"," 87A","Lucknow",3,84,27,4,94,0,0,212,333
"Huron--Bruce/Huron--Bruce"," 87B","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,61
"Huron--Bruce/Huron--Bruce"," 88","Kintail",12,113,54,11,118,0,0,308,544
"Huron--Bruce/Huron--Bruce"," 89","St. Helens",3,42,14,6,46,0,0,111,273
"Huron--Bruce/Huron--Bruce"," 90","Dungannon",4,77,38,9,65,0,1,194,323
"Huron--Bruce/Huron--Bruce"," 91","St. Augustine",5,56,38,6,46,0,1,152,269
"Huron--Bruce/Huron--Bruce"," 92","Salem",1,62,41,4,53,2,0,163,213
"Huron--Bruce/Huron--Bruce"," 93","Formosa",3,47,32,1,79,1,1,164,271
"Huron--Bruce/Huron--Bruce"," 94","Culross",10,93,31,7,112,1,0,254,381
"Huron--Bruce/Huron--Bruce"," 95","Teeswater",4,80,40,7,125,4,0,260,373
"Huron--Bruce/Huron--Bruce"," 96","Teeswater",6,114,31,3,83,4,0,241,386
"Huron--Bruce/Huron--Bruce"," 97","Lower Wingham",13,78,21,9,53,0,0,174,341
"Huron--Bruce/Huron--Bruce"," 98","Turnberry",7,55,29,2,68,0,0,161,264
"Huron--Bruce/Huron--Bruce"," 99","Lakelet",13,87,36,11,83,0,0,230,341
"Huron--Bruce/Huron--Bruce"," 100","Wingham",2,77,31,6,67,0,2,185,367
"Huron--Bruce/Huron--Bruce"," 101","Wingham",6,119,54,8,127,2,0,316,528
"Huron--Bruce/Huron--Bruce"," 102","Wingham",1,22,12,9,42,0,2,88,170
"Huron--Bruce/Huron--Bruce"," 103","Wingham",1,41,23,8,39,0,0,112,203
"Huron--Bruce/Huron--Bruce"," 104","Wingham",4,67,25,6,78,0,0,180,320
"Huron--Bruce/Huron--Bruce"," 105","Wingham",7,54,29,3,70,1,0,164,302
"Huron--Bruce/Huron--Bruce"," 106","Wingham",5,74,48,9,100,0,0,236,389
"Huron--Bruce/Huron--Bruce"," 107","Turnberry",5,89,35,9,77,1,0,216,418
"Huron--Bruce/Huron--Bruce"," 108","Wroxeter",8,129,55,13,104,3,0,312,533
"Huron--Bruce/Huron--Bruce"," 109","Gorrie",12,103,52,6,98,0,0,271,417
"Huron--Bruce/Huron--Bruce"," 110","Howick",23,114,30,5,72,0,0,244,421
"Huron--Bruce/Huron--Bruce"," 111A","Howick",10,75,44,6,92,3,0,230,359
"Huron--Bruce/Huron--Bruce"," 111B","Howick",14,98,36,15,58,1,0,222,356
"Huron--Bruce/Huron--Bruce"," 112","East Wawanosh",1,91,24,12,99,2,0,229,410
"Huron--Bruce/Huron--Bruce"," 113","Morris",5,88,23,9,58,0,2,185,309
"Huron--Bruce/Huron--Bruce"," 114","Westfield",18,69,23,6,92,5,2,215,308
"Huron--Bruce/Huron--Bruce"," 115","Blyth",15,129,28,9,97,1,0,279,403
"Huron--Bruce/Huron--Bruce"," 116","Blyth",3,135,28,8,97,3,2,276,391
"Huron--Bruce/Huron--Bruce"," 117","Belgrave",6,134,36,8,86,2,0,272,441
"Huron--Bruce/Huron--Bruce"," 118","Morris",12,102,25,22,79,1,0,241,369
"Huron--Bruce/Huron--Bruce"," 119","Brussels",8,105,40,10,84,3,0,250,394
"Huron--Bruce/Huron--Bruce"," 120","Brussels",3,137,48,6,99,0,1,294,458
"Huron--Bruce/Huron--Bruce"," 121","Grey",4,60,21,7,50,0,0,142,244
"Huron--Bruce/Huron--Bruce"," 122","Grey",5,72,34,4,78,0,0,193,361
"Huron--Bruce/Huron--Bruce"," 123","Port Albert",9,67,43,2,56,0,0,177,312
"Huron--Bruce/Huron--Bruce"," 124","Ashfield",5,63,31,6,34,0,2,141,224
"Huron--Bruce/Huron--Bruce"," 125","Carlow",3,95,44,9,52,1,0,204,370
"Huron--Bruce/Huron--Bruce"," 126","Colborne",3,213,87,15,132,1,1,452,707
"Huron--Bruce/Huron--Bruce"," 127","Meneset",0,110,32,1,78,1,0,222,482
"Huron--Bruce/Huron--Bruce"," 128","Goderich",4,54,52,5,60,1,1,177,379
"Huron--Bruce/Huron--Bruce"," 129","Goderich",3,60,43,7,84,2,2,201,317
"Huron--Bruce/Huron--Bruce"," 130","Goderich",3,56,49,6,53,2,0,169,346
"Huron--Bruce/Huron--Bruce"," 131","Goderich",1,47,44,9,67,0,0,168,341
"Huron--Bruce/Huron--Bruce"," 132","Goderich",1,30,52,10,75,0,0,168,335
"Huron--Bruce/Huron--Bruce"," 133","Goderich",5,47,56,7,40,1,3,159,378
"Huron--Bruce/Huron--Bruce"," 134","Goderich",1,45,67,14,55,1,0,183,367
"Huron--Bruce/Huron--Bruce"," 135","Goderich",2,79,35,7,103,2,1,229,372
"Huron--Bruce/Huron--Bruce"," 136","Goderich",1,67,58,11,63,0,0,200,338
"Huron--Bruce/Huron--Bruce"," 137","Goderich",3,54,46,6,52,2,0,163,308
"Huron--Bruce/Huron--Bruce"," 138","Goderich",5,61,34,8,61,1,1,171,328
"Huron--Bruce/Huron--Bruce"," 139","Goderich",2,107,55,6,103,1,0,274,456
"Huron--Bruce/Huron--Bruce"," 140","Goderich",1,51,59,5,44,2,1,163,320
"Huron--Bruce/Huron--Bruce"," 141","Goderich",2,108,48,3,91,2,0,254,411
"Huron--Bruce/Huron--Bruce"," 142A","Goderich",2,86,49,7,108,0,1,253,384
"Huron--Bruce/Huron--Bruce"," 142B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,34
"Huron--Bruce/Huron--Bruce"," 143","Goderich",6,132,67,12,131,0,0,348,620
"Huron--Bruce/Huron--Bruce"," 144","Goderich",5,92,48,9,52,0,0,206,397
"Huron--Bruce/Huron--Bruce"," 145","Holmesville",13,107,33,13,87,1,0,254,441
"Huron--Bruce/Huron--Bruce"," 146","Goderich",Merged with No. 147/Fusionné avec le nº 147,,,,,,,,96
"Huron--Bruce/Huron--Bruce"," 147","Holmesville",9,120,50,14,68,1,1,263,291
"Huron--Bruce/Huron--Bruce"," 148","Summerhill",6,89,42,7,51,1,1,197,234
"Huron--Bruce/Huron--Bruce"," 149","Londesborough",24,121,25,3,112,2,0,287,446
"Huron--Bruce/Huron--Bruce"," 150","Kinburn",5,88,20,5,59,1,0,178,276
"Huron--Bruce/Huron--Bruce"," 151","Goderich",2,100,58,10,87,1,0,258,508
"Huron--Bruce/Huron--Bruce"," 152","Goderich",6,117,50,11,81,5,0,270,478
"Huron--Bruce/Huron--Bruce"," 153","Clinton ",9,80,42,6,91,3,0,231,414
"Huron--Bruce/Huron--Bruce"," 154","Kinburn",8,50,11,5,41,0,0,115,204
"Huron--Bruce/Huron--Bruce"," 155","Clinton ",1,91,37,8,73,2,0,212,356
"Huron--Bruce/Huron--Bruce"," 156A","Clinton ",6,107,35,2,72,2,1,225,407
"Huron--Bruce/Huron--Bruce"," 156B","Mobile poll/Bureau itinérant",Merged with No. 504B/Fusionné avec le nº 504B,,,,,,,,11
"Huron--Bruce/Huron--Bruce"," 157","Clinton ",6,100,29,8,65,0,2,210,337
"Huron--Bruce/Huron--Bruce"," 158","Clinton ",4,51,13,2,27,0,0,97,186
"Huron--Bruce/Huron--Bruce"," 159","Clinton ",10,57,19,6,62,1,1,156,225
"Huron--Bruce/Huron--Bruce"," 160","Clinton ",4,110,41,6,46,2,1,210,354
"Huron--Bruce/Huron--Bruce"," 161","Bayfield",1,76,45,14,105,1,0,242,386
"Huron--Bruce/Huron--Bruce"," 162","Bayfield",2,159,77,22,138,0,2,400,579
"Huron--Bruce/Huron--Bruce"," 163","Stanley",0,106,48,8,100,1,0,263,478
"Huron--Bruce/Huron--Bruce"," 164","Stanley",5,103,29,4,62,0,0,203,322
"Huron--Bruce/Huron--Bruce"," 165","Stanley",3,117,42,5,63,1,0,231,430
"Huron--Bruce/Huron--Bruce"," 166","Tuckersmith",4,89,90,7,89,1,2,282,469
"Huron--Bruce/Huron--Bruce"," 167","Tuckersmith",1,69,27,5,61,1,0,164,275
"Huron--Bruce/Huron--Bruce"," 168","Grey",7,71,45,10,71,3,0,207,344
"Huron--Bruce/Huron--Bruce"," 169","Grey",6,65,22,2,78,0,0,173,298
"Huron--Bruce/Huron--Bruce"," 170","McKillop",7,80,28,5,45,1,0,166,279
"Huron--Bruce/Huron--Bruce"," 171","McKillop",3,71,26,6,63,0,0,169,283
"Huron--Bruce/Huron--Bruce"," 172","McKillop",4,52,20,6,68,1,2,153,305
"Huron--Bruce/Huron--Bruce"," 173","Seaforth",0,59,27,9,68,1,0,164,274
"Huron--Bruce/Huron--Bruce"," 174","Seaforth",4,40,27,5,53,1,0,130,264
"Huron--Bruce/Huron--Bruce"," 175","Seaforth",3,75,38,9,113,0,1,239,421
"Huron--Bruce/Huron--Bruce"," 176","Seaforth",5,67,30,7,59,1,0,169,321
"Huron--Bruce/Huron--Bruce"," 177","Seaforth",2,61,43,11,67,1,0,185,417
"Huron--Bruce/Huron--Bruce"," 178","Tuckersmith",4,95,30,14,91,1,2,237,463
"Huron--Bruce/Huron--Bruce"," 179","Tuckersmith",3,83,32,6,76,1,0,201,355
"Huron--Bruce/Huron--Bruce"," 180","Tuckersmith",3,77,22,7,52,2,4,167,271
"Huron--Bruce/Huron--Bruce"," 181A","Hay",6,96,30,6,91,0,0,229,394
"Huron--Bruce/Huron--Bruce"," 181B","Hay",8,92,24,10,102,0,0,236,400
"Huron--Bruce/Huron--Bruce"," 181C","Hay",3,90,29,11,80,1,2,216,352
"Huron--Bruce/Huron--Bruce"," 181D","Mobile poll/Bureau itinérant",Merged with No. 505B/Fusionné avec le nº 505B,,,,,,,,85
"Huron--Bruce/Huron--Bruce"," 182","Zurich",5,100,19,6,123,1,0,254,351
"Huron--Bruce/Huron--Bruce"," 183","Zurich",1,81,22,9,112,0,1,226,331
"Huron--Bruce/Huron--Bruce"," 184","Hay",5,81,22,4,62,2,0,176,275
"Huron--Bruce/Huron--Bruce"," 185","Hensall",2,101,38,9,83,1,1,235,418
"Huron--Bruce/Huron--Bruce"," 186","Hensall",4,111,32,22,83,0,0,252,409
"Huron--Bruce/Huron--Bruce"," 187","Stephen",1,118,38,13,140,1,3,314,474
"Huron--Bruce/Huron--Bruce"," 188","Stephen",1,107,61,6,111,1,2,289,430
"Huron--Bruce/Huron--Bruce"," 189","Stephen",1,91,36,5,84,0,1,218,337
"Huron--Bruce/Huron--Bruce"," 190","Stephen",5,72,11,2,60,0,3,153,248
"Huron--Bruce/Huron--Bruce"," 191","Stephen",2,96,44,8,95,0,2,247,394
"Huron--Bruce/Huron--Bruce"," 192","Stephen",0,38,10,4,26,0,0,78,131
"Huron--Bruce/Huron--Bruce"," 193","Exeter",3,64,28,2,47,0,0,144,265
"Huron--Bruce/Huron--Bruce"," 194","Exeter",6,99,21,9,66,0,2,203,373
"Huron--Bruce/Huron--Bruce"," 195","Exeter",1,101,31,8,72,1,1,215,407
"Huron--Bruce/Huron--Bruce"," 196","Exeter",0,103,43,8,81,2,0,237,378
"Huron--Bruce/Huron--Bruce"," 197","Exeter",2,105,15,5,89,0,0,216,404
"Huron--Bruce/Huron--Bruce"," 198","Exeter",7,108,17,5,87,0,2,226,362
"Huron--Bruce/Huron--Bruce"," 199","Exeter",5,131,60,3,78,0,2,279,525
"Huron--Bruce/Huron--Bruce"," 200","Exeter",2,89,26,4,61,1,1,184,340
"Huron--Bruce/Huron--Bruce"," 201","Exeter",4,153,17,6,89,1,2,272,469
"Huron--Bruce/Huron--Bruce"," 202","Usborne",4,91,23,8,57,1,2,186,295
"Huron--Bruce/Huron--Bruce"," 203","Usborne",1,108,27,6,56,0,1,199,344
"Huron--Bruce/Huron--Bruce"," 204","Usborne",3,118,40,8,66,2,1,238,338
"Huron--Bruce/Huron--Bruce"," 205","Stephen",10,48,30,4,22,0,0,114,251
"Huron--Bruce/Huron--Bruce"," 206","Stephen",4,43,43,2,33,1,2,128,269
"Huron--Bruce/Huron--Bruce"," 207","Stephen",3,60,31,1,41,4,1,141,276
"Huron--Bruce/Huron--Bruce"," 500","Mobile poll/Bureau itinérant",0,37,3,2,62,0,1,105,153
"Huron--Bruce/Huron--Bruce"," 501","Mobile poll/Bureau itinérant",1,5,2,1,20,1,2,32,44
"Huron--Bruce/Huron--Bruce"," 502A","Mobile poll/Bureau itinérant",0,26,8,3,43,1,4,85,72
"Huron--Bruce/Huron--Bruce"," 502B","Mobile poll/Bureau itinérant",1,16,4,0,23,0,0,44,74
"Huron--Bruce/Huron--Bruce"," 503","Mobile poll/Bureau itinérant",1,30,3,1,41,0,6,82,88
"Huron--Bruce/Huron--Bruce"," 504A","Mobile poll/Bureau itinérant",0,24,5,3,41,0,0,73,143
"Huron--Bruce/Huron--Bruce"," 504B","Mobile poll/Bureau itinérant",1,38,2,1,31,1,0,74,73
"Huron--Bruce/Huron--Bruce"," 505A","Mobile poll/Bureau itinérant",3,30,4,1,42,1,0,81,97
"Huron--Bruce/Huron--Bruce"," 505B","Mobile poll/Bureau itinérant",0,21,5,0,51,3,0,80,79
"Huron--Bruce/Huron--Bruce"," 506","Mobile poll/Bureau itinérant",2,42,12,1,71,3,2,133,147
"Huron--Bruce/Huron--Bruce"," 600","Port Elgin",10,486,140,53,628,6,0,1323,
"Huron--Bruce/Huron--Bruce"," 601","Kincardine",9,466,162,27,696,8,4,1372,
"Huron--Bruce/Huron--Bruce"," 602","Walkerton",24,305,105,20,329,4,4,791,
"Huron--Bruce/Huron--Bruce"," 603","Lucknow",6,131,52,6,157,0,1,353,
"Huron--Bruce/Huron--Bruce"," 604","Wingham",10,336,80,10,299,2,1,738,
"Huron--Bruce/Huron--Bruce"," 605","Goderich",7,477,199,31,495,4,1,1214,
"Huron--Bruce/Huron--Bruce"," 606","Clinton ",4,390,95,23,282,1,1,796,
"Huron--Bruce/Huron--Bruce"," 607","Seaforth",6,210,62,21,225,1,0,525,
"Huron--Bruce/Huron--Bruce"," 608","Exeter",6,421,88,29,306,1,1,852,
"Huron--Bruce/Huron--Bruce",,Group 1/Groupe 1,2,37,5,5,29,0,1,79,211
"Huron--Bruce/Huron--Bruce",,Group 2/Groupe 2,10,618,213,48,835,1,26,1751,
