Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Geneviève Boivin,Paule Brunelle,Martine Girard,Paul Giroux,Linda Lavoie,Luc Ménard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Trois-Rivières/Trois-Rivières"," 82","Cap-de-la-Madeleine",11,65,15,2,5,47,0,145,304
"Trois-Rivières/Trois-Rivières"," 83","Cap-de-la-Madeleine",1,76,18,3,5,43,1,147,314
"Trois-Rivières/Trois-Rivières"," 84","Cap-de-la-Madeleine",13,80,17,1,7,51,4,173,323
"Trois-Rivières/Trois-Rivières"," 85","Cap-de-la-Madeleine",10,83,13,0,3,82,1,192,335
"Trois-Rivières/Trois-Rivières"," 86","Cap-de-la-Madeleine",21,87,21,2,3,53,3,190,307
"Trois-Rivières/Trois-Rivières"," 87","Cap-de-la-Madeleine",16,88,9,1,9,83,5,211,331
"Trois-Rivières/Trois-Rivières"," 88","Cap-de-la-Madeleine",12,104,26,0,10,92,3,247,458
"Trois-Rivières/Trois-Rivières"," 89","Cap-de-la-Madeleine",4,47,14,1,6,33,1,106,255
"Trois-Rivières/Trois-Rivières"," 90","Cap-de-la-Madeleine",19,105,19,2,5,46,0,196,380
"Trois-Rivières/Trois-Rivières"," 91","Cap-de-la-Madeleine",11,94,14,3,6,52,5,185,338
"Trois-Rivières/Trois-Rivières"," 92","Cap-de-la-Madeleine",8,85,17,4,2,62,1,179,298
"Trois-Rivières/Trois-Rivières"," 93","Cap-de-la-Madeleine",18,71,13,1,3,55,5,166,316
"Trois-Rivières/Trois-Rivières"," 94","Cap-de-la-Madeleine",20,139,50,2,4,105,9,329,624
"Trois-Rivières/Trois-Rivières"," 95","Cap-de-la-Madeleine",10,101,14,3,2,45,3,178,341
"Trois-Rivières/Trois-Rivières"," 96","Cap-de-la-Madeleine",8,76,14,6,8,74,0,186,342
"Trois-Rivières/Trois-Rivières"," 97","Cap-de-la-Madeleine",15,73,13,4,10,49,3,167,340
"Trois-Rivières/Trois-Rivières"," 98","Cap-de-la-Madeleine",0,85,14,5,6,59,4,173,353
"Trois-Rivières/Trois-Rivières"," 99","Cap-de-la-Madeleine",8,64,11,0,4,49,0,136,270
"Trois-Rivières/Trois-Rivières"," 100","Cap-de-la-Madeleine",9,108,12,3,5,52,2,191,510
"Trois-Rivières/Trois-Rivières"," 101","Cap-de-la-Madeleine",13,74,20,1,3,66,1,178,308
"Trois-Rivières/Trois-Rivières"," 102","Cap-de-la-Madeleine",8,66,18,2,6,33,1,134,283
"Trois-Rivières/Trois-Rivières"," 103","Cap-de-la-Madeleine",19,93,73,0,7,87,1,280,381
"Trois-Rivières/Trois-Rivières"," 104","Cap-de-la-Madeleine",13,89,30,2,7,74,4,219,363
"Trois-Rivières/Trois-Rivières"," 105","Cap-de-la-Madeleine",17,113,18,0,4,85,6,243,387
"Trois-Rivières/Trois-Rivières"," 106","Cap-de-la-Madeleine",12,99,32,3,4,62,3,215,389
"Trois-Rivières/Trois-Rivières"," 107","Cap-de-la-Madeleine",15,87,17,3,8,60,2,192,336
"Trois-Rivières/Trois-Rivières"," 108","Cap-de-la-Madeleine",16,81,8,2,7,92,1,207,360
"Trois-Rivières/Trois-Rivières"," 109","Cap-de-la-Madeleine",10,95,18,0,7,46,3,179,342
"Trois-Rivières/Trois-Rivières"," 110","Cap-de-la-Madeleine",15,73,13,5,4,53,1,164,351
"Trois-Rivières/Trois-Rivières"," 111","Cap-de-la-Madeleine",14,88,18,3,4,64,1,192,319
"Trois-Rivières/Trois-Rivières"," 112","Cap-de-la-Madeleine",12,95,8,4,4,45,4,172,304
"Trois-Rivières/Trois-Rivières"," 113","Cap-de-la-Madeleine",12,83,23,1,4,53,5,181,343
"Trois-Rivières/Trois-Rivières"," 114","Cap-de-la-Madeleine",15,110,28,2,4,58,5,222,413
"Trois-Rivières/Trois-Rivières"," 115","Cap-de-la-Madeleine",14,105,20,2,8,50,2,201,350
"Trois-Rivières/Trois-Rivières"," 116","Cap-de-la-Madeleine",22,121,15,3,8,69,1,239,425
"Trois-Rivières/Trois-Rivières"," 117","Trois-Rivières",25,105,22,1,14,94,0,261,450
"Trois-Rivières/Trois-Rivières"," 118","Trois-Rivières",27,116,30,1,16,81,2,273,412
"Trois-Rivières/Trois-Rivières"," 119","Trois-Rivières",9,64,23,1,5,57,4,163,339
"Trois-Rivières/Trois-Rivières"," 120","Trois-Rivières",13,87,18,6,2,48,1,175,364
"Trois-Rivières/Trois-Rivières"," 121","Trois-Rivières",9,71,20,0,5,38,6,149,378
"Trois-Rivières/Trois-Rivières"," 122","Trois-Rivières",19,101,16,3,14,46,6,205,401
"Trois-Rivières/Trois-Rivières"," 123","Trois-Rivières",9,59,23,3,6,39,2,141,319
"Trois-Rivières/Trois-Rivières"," 124","Trois-Rivières",15,106,18,3,7,24,6,179,396
"Trois-Rivières/Trois-Rivières"," 125","Trois-Rivières",5,76,21,1,7,30,5,145,371
"Trois-Rivières/Trois-Rivières"," 126","Trois-Rivières",22,102,11,2,9,38,2,186,433
"Trois-Rivières/Trois-Rivières"," 127","Trois-Rivières",21,113,13,1,8,31,4,191,374
"Trois-Rivières/Trois-Rivières"," 128","Trois-Rivières",16,74,29,3,6,45,1,174,378
"Trois-Rivières/Trois-Rivières"," 129","Trois-Rivières",15,106,20,2,12,52,2,209,400
"Trois-Rivières/Trois-Rivières"," 130","Trois-Rivières",11,74,14,0,3,28,1,131,311
"Trois-Rivières/Trois-Rivières"," 131","Trois-Rivières",14,67,29,4,1,39,0,154,326
"Trois-Rivières/Trois-Rivières"," 132","Trois-Rivières",14,93,14,2,9,44,1,177,368
"Trois-Rivières/Trois-Rivières"," 133","Trois-Rivières",6,39,12,1,1,14,2,75,307
"Trois-Rivières/Trois-Rivières"," 134","Trois-Rivières",9,57,13,0,7,38,2,126,315
"Trois-Rivières/Trois-Rivières"," 135","Trois-Rivières",14,73,9,2,5,33,2,138,300
"Trois-Rivières/Trois-Rivières"," 136","Trois-Rivières",14,66,7,0,5,33,3,128,434
"Trois-Rivières/Trois-Rivières"," 137","Trois-Rivières",10,65,32,1,7,54,1,170,336
"Trois-Rivières/Trois-Rivières"," 138","Trois-Rivières",10,63,22,3,5,25,0,128,323
"Trois-Rivières/Trois-Rivières"," 139","Trois-Rivières",27,95,23,1,12,39,4,201,503
"Trois-Rivières/Trois-Rivières"," 140","Trois-Rivières",33,112,31,0,11,101,4,292,485
"Trois-Rivières/Trois-Rivières"," 141","Trois-Rivières",15,91,31,0,7,64,1,209,333
"Trois-Rivières/Trois-Rivières"," 142","Trois-Rivières",23,95,14,0,14,49,4,199,301
"Trois-Rivières/Trois-Rivières"," 143","Trois-Rivières",14,121,21,0,8,60,6,230,406
"Trois-Rivières/Trois-Rivières"," 144","Trois-Rivières",19,106,21,0,6,74,5,231,328
"Trois-Rivières/Trois-Rivières"," 145","Trois-Rivières",30,106,35,4,14,56,5,250,379
"Trois-Rivières/Trois-Rivières"," 146","Trois-Rivières",16,104,27,1,14,78,5,245,371
"Trois-Rivières/Trois-Rivières"," 147","Trois-Rivières",23,93,35,2,9,77,1,240,364
"Trois-Rivières/Trois-Rivières"," 148","Trois-Rivières",16,65,18,1,12,39,0,151,311
"Trois-Rivières/Trois-Rivières"," 149","Trois-Rivières",11,72,20,1,6,43,2,155,391
"Trois-Rivières/Trois-Rivières"," 150","Trois-Rivières",11,63,11,1,8,47,3,144,281
"Trois-Rivières/Trois-Rivières"," 151","Trois-Rivières",11,56,15,0,2,36,2,122,297
"Trois-Rivières/Trois-Rivières"," 152","Trois-Rivières",10,50,17,1,3,11,4,96,281
"Trois-Rivières/Trois-Rivières"," 153","Trois-Rivières",4,53,29,0,2,45,2,135,291
"Trois-Rivières/Trois-Rivières"," 154","Trois-Rivières",14,62,61,1,2,72,6,218,469
"Trois-Rivières/Trois-Rivières"," 155","Trois-Rivières",25,71,30,0,10,71,7,214,411
"Trois-Rivières/Trois-Rivières"," 156","Trois-Rivières",18,81,20,3,5,87,4,218,408
"Trois-Rivières/Trois-Rivières"," 157","Trois-Rivières",18,70,18,2,4,84,1,197,395
"Trois-Rivières/Trois-Rivières"," 158","Trois-Rivières",19,78,18,1,11,85,5,217,394
"Trois-Rivières/Trois-Rivières"," 159","Trois-Rivières",17,84,30,0,2,67,4,204,348
"Trois-Rivières/Trois-Rivières"," 160","Trois-Rivières",27,73,27,2,4,107,4,244,379
"Trois-Rivières/Trois-Rivières"," 161","Trois-Rivières",12,41,20,0,5,56,2,136,290
"Trois-Rivières/Trois-Rivières"," 162","Trois-Rivières",6,103,12,0,9,67,1,198,303
"Trois-Rivières/Trois-Rivières"," 163","Trois-Rivières",11,72,12,3,11,51,2,162,317
"Trois-Rivières/Trois-Rivières"," 164","Trois-Rivières",18,62,19,1,7,66,2,175,309
"Trois-Rivières/Trois-Rivières"," 165","Trois-Rivières",16,96,17,1,6,77,5,218,375
"Trois-Rivières/Trois-Rivières"," 166","Trois-Rivières",17,86,21,0,7,71,2,204,359
"Trois-Rivières/Trois-Rivières"," 167A","Trois-Rivières",6,49,22,2,5,24,3,111,236
"Trois-Rivières/Trois-Rivières"," 167B","Mobile poll/Bureau itinérant",Merged with No. 501A/Fusionné avec le nº 501A,,,,,,,,67
"Trois-Rivières/Trois-Rivières"," 168","Trois-Rivières",11,37,58,2,5,64,3,180,359
"Trois-Rivières/Trois-Rivières"," 169","Trois-Rivières",33,101,25,3,11,59,3,235,369
"Trois-Rivières/Trois-Rivières"," 170","Trois-Rivières",29,119,19,2,12,42,0,223,376
"Trois-Rivières/Trois-Rivières"," 171","Trois-Rivières",11,54,5,1,7,35,1,114,274
"Trois-Rivières/Trois-Rivières"," 172","Trois-Rivières",7,64,7,1,6,24,2,111,251
"Trois-Rivières/Trois-Rivières"," 173","Trois-Rivières",7,75,13,1,6,38,1,141,305
"Trois-Rivières/Trois-Rivières"," 174","Trois-Rivières",17,55,8,2,7,44,0,133,259
"Trois-Rivières/Trois-Rivières"," 175","Trois-Rivières",15,81,24,2,10,40,0,172,328
"Trois-Rivières/Trois-Rivières"," 176","Trois-Rivières",12,65,13,2,6,53,2,153,308
"Trois-Rivières/Trois-Rivières"," 177","Trois-Rivières",20,67,17,1,8,34,3,150,278
"Trois-Rivières/Trois-Rivières"," 178","Trois-Rivières",21,89,22,1,9,61,1,204,333
"Trois-Rivières/Trois-Rivières"," 179","Trois-Rivières",8,67,22,1,5,43,1,147,315
"Trois-Rivières/Trois-Rivières"," 180","Trois-Rivières",11,105,32,4,5,67,6,230,427
"Trois-Rivières/Trois-Rivières"," 181","Trois-Rivières",12,65,22,1,4,43,7,154,292
"Trois-Rivières/Trois-Rivières"," 182","Trois-Rivières",11,78,12,1,5,46,3,156,307
"Trois-Rivières/Trois-Rivières"," 183","Trois-Rivières",6,66,14,2,6,27,2,123,240
"Trois-Rivières/Trois-Rivières"," 184","Trois-Rivières",14,61,8,0,4,32,1,120,269
"Trois-Rivières/Trois-Rivières"," 185","Trois-Rivières",25,121,32,1,6,78,7,270,441
"Trois-Rivières/Trois-Rivières"," 186","Trois-Rivières",17,116,16,2,5,64,2,222,372
"Trois-Rivières/Trois-Rivières"," 187","Trois-Rivières",25,116,28,1,6,72,4,252,419
"Trois-Rivières/Trois-Rivières"," 188","Trois-Rivières",19,86,20,4,8,58,4,199,341
"Trois-Rivières/Trois-Rivières"," 189","Trois-Rivières",15,60,28,0,4,57,2,166,354
"Trois-Rivières/Trois-Rivières"," 190","Trois-Rivières",18,71,14,0,10,50,5,168,412
"Trois-Rivières/Trois-Rivières"," 191","Trois-Rivières",23,117,15,2,8,34,1,200,393
"Trois-Rivières/Trois-Rivières"," 192","Trois-Rivières",9,68,13,1,4,25,1,121,289
"Trois-Rivières/Trois-Rivières"," 193","Trois-Rivières",13,73,20,0,11,30,6,153,321
"Trois-Rivières/Trois-Rivières"," 194","Trois-Rivières",11,55,15,1,3,38,5,128,328
"Trois-Rivières/Trois-Rivières"," 195","Trois-Rivières",17,95,28,5,5,25,6,181,336
"Trois-Rivières/Trois-Rivières"," 500","Mobile poll/Bureau itinérant",2,28,52,2,3,56,2,145,163
"Trois-Rivières/Trois-Rivières"," 501A","Mobile poll/Bureau itinérant",10,56,58,2,4,67,4,201,175
"Trois-Rivières/Trois-Rivières"," 501B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,,127
"Trois-Rivières/Trois-Rivières"," 502","Mobile poll/Bureau itinérant",5,26,29,0,4,28,1,93,123
"Trois-Rivières/Trois-Rivières"," 503","Mobile poll/Bureau itinérant",4,25,31,7,4,49,6,126,144
"Trois-Rivières/Trois-Rivières"," 504","Mobile poll/Bureau itinérant",5,23,29,2,3,15,1,78,146
"Trois-Rivières/Trois-Rivières"," 505","Mobile poll/Bureau itinérant",4,27,26,2,0,29,8,96,186
"Trois-Rivières/Trois-Rivières"," 506","Mobile poll/Bureau itinérant",7,30,30,1,1,32,3,104,120
"Trois-Rivières/Trois-Rivières"," 507","Mobile poll/Bureau itinérant",2,22,24,3,2,21,2,76,100
"Trois-Rivières/Trois-Rivières"," 600","Trois-Rivières",17,225,30,3,14,131,8,428,
"Trois-Rivières/Trois-Rivières"," 601","Trois-Rivières",34,244,52,4,7,168,5,514,
"Trois-Rivières/Trois-Rivières"," 602","Trois-Rivières",39,282,174,4,8,268,15,790,
"Trois-Rivières/Trois-Rivières"," 603","Trois-Rivières",30,172,55,1,15,164,2,439,
"Trois-Rivières/Trois-Rivières"," 604","Trois-Rivières",17,136,93,8,12,94,2,362,
"Trois-Rivières/Trois-Rivières"," 605","Trois-Rivières",16,117,76,1,12,75,4,301,
"Trois-Rivières/Trois-Rivières"," 606","Trois-Rivières",15,122,50,1,2,93,1,284,
"Trois-Rivières/Trois-Rivières"," 607","Trois-Rivières",8,68,26,3,2,39,3,149,
"Trois-Rivières/Trois-Rivières"," 608","Trois-Rivières",34,289,73,1,10,219,6,632,
"Trois-Rivières/Trois-Rivières"," 609","Trois-Rivières",32,244,116,3,8,211,2,616,
"Trois-Rivières/Trois-Rivières"," 610","Trois-Rivières",21,217,87,6,5,175,4,515,
"Trois-Rivières/Trois-Rivières"," 611","Trois-Rivières",28,237,151,4,8,193,8,629,
"Trois-Rivières/Trois-Rivières"," 612","Trois-Rivières",19,196,52,3,5,141,4,420,
"Trois-Rivières/Trois-Rivières",,Group 1/Groupe 1,9,70,24,7,8,39,7,164,321
"Trois-Rivières/Trois-Rivières",,Group 2/Groupe 2,44,614,329,10,17,257,34,1305,
