Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre-Olivier Brunelle,Liza Frulla,Claude William Genest,Matthew McLauchlin,Thierry St-Cyr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Jeanne-Le Ber/Jeanne-Le Ber"," 24","Montréal",28,76,10,21,78,9,222,447
"Jeanne-Le Ber/Jeanne-Le Ber"," 25","Montréal",29,54,3,10,118,7,221,465
"Jeanne-Le Ber/Jeanne-Le Ber"," 26","Montréal",12,33,10,16,57,1,129,234
"Jeanne-Le Ber/Jeanne-Le Ber"," 27","Montréal",10,49,7,17,45,4,132,327
"Jeanne-Le Ber/Jeanne-Le Ber"," 28","Montréal",18,39,9,19,77,4,166,389
"Jeanne-Le Ber/Jeanne-Le Ber"," 29","Montréal",12,50,12,26,71,7,178,353
"Jeanne-Le Ber/Jeanne-Le Ber"," 30","Montréal",20,47,6,21,61,4,159,324
"Jeanne-Le Ber/Jeanne-Le Ber"," 31","Montréal",15,86,9,44,101,2,257,482
"Jeanne-Le Ber/Jeanne-Le Ber"," 32","Montréal",19,54,10,24,52,2,161,318
"Jeanne-Le Ber/Jeanne-Le Ber"," 33","Montréal",26,97,18,19,44,5,209,519
"Jeanne-Le Ber/Jeanne-Le Ber"," 34","Montréal",22,84,7,24,54,4,195,348
"Jeanne-Le Ber/Jeanne-Le Ber"," 35","Montréal",15,53,5,20,41,6,140,309
"Jeanne-Le Ber/Jeanne-Le Ber"," 36","Montréal",14,65,11,28,65,1,184,329
"Jeanne-Le Ber/Jeanne-Le Ber"," 37","Montréal",23,68,9,18,60,1,179,336
"Jeanne-Le Ber/Jeanne-Le Ber"," 38","Montréal",20,64,12,24,80,2,202,395
"Jeanne-Le Ber/Jeanne-Le Ber"," 39","Montréal",14,41,12,28,122,6,223,384
"Jeanne-Le Ber/Jeanne-Le Ber"," 40","Montréal",15,45,9,19,101,0,189,385
"Jeanne-Le Ber/Jeanne-Le Ber"," 41","Montréal",30,53,18,39,91,2,233,491
"Jeanne-Le Ber/Jeanne-Le Ber"," 42","Montréal",28,98,8,22,86,2,244,450
"Jeanne-Le Ber/Jeanne-Le Ber"," 43","Montréal",37,81,19,33,108,0,278,538
"Jeanne-Le Ber/Jeanne-Le Ber"," 44","Montréal",21,102,16,43,57,3,242,538
"Jeanne-Le Ber/Jeanne-Le Ber"," 45","Montréal",13,62,20,48,59,2,204,415
"Jeanne-Le Ber/Jeanne-Le Ber"," 46","Montréal",16,80,15,27,43,1,182,345
"Jeanne-Le Ber/Jeanne-Le Ber"," 47A","Montréal",8,45,10,14,49,1,127,321
"Jeanne-Le Ber/Jeanne-Le Ber"," 47B","Montréal",19,67,14,21,59,3,183,406
"Jeanne-Le Ber/Jeanne-Le Ber"," 48","Montréal",18,76,13,25,113,4,249,559
"Jeanne-Le Ber/Jeanne-Le Ber"," 49","Montréal",10,47,6,20,81,3,167,334
"Jeanne-Le Ber/Jeanne-Le Ber"," 50","Montréal",13,48,19,45,108,1,234,409
"Jeanne-Le Ber/Jeanne-Le Ber"," 51","Montréal",11,47,21,45,117,3,244,464
"Jeanne-Le Ber/Jeanne-Le Ber"," 52","Montréal",11,59,14,36,117,4,241,540
"Jeanne-Le Ber/Jeanne-Le Ber"," 53","Montréal",17,81,21,42,109,4,274,576
"Jeanne-Le Ber/Jeanne-Le Ber"," 54","Montréal",25,61,11,24,101,2,224,524
"Jeanne-Le Ber/Jeanne-Le Ber"," 55","Montréal",23,54,5,22,122,2,228,443
"Jeanne-Le Ber/Jeanne-Le Ber"," 56","Montréal",6,40,20,19,85,3,173,308
"Jeanne-Le Ber/Jeanne-Le Ber"," 57","Montréal",14,28,15,25,101,3,186,453
"Jeanne-Le Ber/Jeanne-Le Ber"," 58","Montréal",29,111,30,49,165,2,386,702
"Jeanne-Le Ber/Jeanne-Le Ber"," 59","Montréal",11,40,10,43,148,3,255,529
"Jeanne-Le Ber/Jeanne-Le Ber"," 60","Montréal",14,54,11,21,96,1,197,312
"Jeanne-Le Ber/Jeanne-Le Ber"," 61","Montréal",15,28,18,25,116,5,207,439
"Jeanne-Le Ber/Jeanne-Le Ber"," 62","Montréal",18,58,19,39,158,2,294,613
"Jeanne-Le Ber/Jeanne-Le Ber"," 63","Montréal",21,66,24,20,91,2,224,532
"Jeanne-Le Ber/Jeanne-Le Ber"," 64","Montréal",19,79,9,23,100,9,239,472
"Jeanne-Le Ber/Jeanne-Le Ber"," 65","Montréal",19,50,7,8,49,2,135,242
"Jeanne-Le Ber/Jeanne-Le Ber"," 66","Montréal",22,44,5,21,56,4,152,374
"Jeanne-Le Ber/Jeanne-Le Ber"," 67","Montréal",12,58,10,21,119,3,223,490
"Jeanne-Le Ber/Jeanne-Le Ber"," 68","Montréal",21,42,8,14,84,0,169,367
"Jeanne-Le Ber/Jeanne-Le Ber"," 69","Montréal",10,29,4,7,59,5,114,320
"Jeanne-Le Ber/Jeanne-Le Ber"," 70","Montréal",18,33,10,21,134,1,217,377
"Jeanne-Le Ber/Jeanne-Le Ber"," 71","Montréal",8,28,4,11,107,2,160,252
"Jeanne-Le Ber/Jeanne-Le Ber"," 72","Montréal",23,42,3,16,156,2,242,385
"Jeanne-Le Ber/Jeanne-Le Ber"," 73","Montréal",11,35,2,10,127,4,189,348
"Jeanne-Le Ber/Jeanne-Le Ber"," 74","Montréal",23,63,13,16,130,6,251,400
"Jeanne-Le Ber/Jeanne-Le Ber"," 75","Montréal",21,59,1,21,80,2,184,337
"Jeanne-Le Ber/Jeanne-Le Ber"," 76","Montréal",15,68,9,14,69,2,177,311
"Jeanne-Le Ber/Jeanne-Le Ber"," 77","Montréal",17,34,6,23,75,0,155,289
"Jeanne-Le Ber/Jeanne-Le Ber"," 78","Verdun",23,76,12,17,79,0,207,349
"Jeanne-Le Ber/Jeanne-Le Ber"," 79","Verdun",5,42,3,9,62,1,122,289
"Jeanne-Le Ber/Jeanne-Le Ber"," 80","Verdun",25,61,4,14,101,3,208,488
"Jeanne-Le Ber/Jeanne-Le Ber"," 81","Verdun",13,48,4,11,60,4,140,278
"Jeanne-Le Ber/Jeanne-Le Ber"," 82","Verdun",22,29,10,12,63,1,137,264
"Jeanne-Le Ber/Jeanne-Le Ber"," 83","Verdun",28,63,17,36,130,5,279,515
"Jeanne-Le Ber/Jeanne-Le Ber"," 84","Verdun",18,52,8,16,78,1,173,293
"Jeanne-Le Ber/Jeanne-Le Ber"," 85","Verdun",18,45,4,12,83,2,164,402
"Jeanne-Le Ber/Jeanne-Le Ber"," 86","Verdun",20,67,6,9,75,0,177,392
"Jeanne-Le Ber/Jeanne-Le Ber"," 87","Verdun",14,40,4,13,90,1,162,337
"Jeanne-Le Ber/Jeanne-Le Ber"," 88","Verdun",21,38,5,31,104,3,202,337
"Jeanne-Le Ber/Jeanne-Le Ber"," 89","Verdun",56,110,15,28,138,5,352,678
"Jeanne-Le Ber/Jeanne-Le Ber"," 90","Verdun",8,29,6,17,88,2,150,317
"Jeanne-Le Ber/Jeanne-Le Ber"," 91","Verdun",16,30,6,10,89,2,153,305
"Jeanne-Le Ber/Jeanne-Le Ber"," 92","Verdun",17,27,4,22,82,0,152,358
"Jeanne-Le Ber/Jeanne-Le Ber"," 93","Verdun",11,40,7,16,54,1,129,325
"Jeanne-Le Ber/Jeanne-Le Ber"," 94","Verdun",32,72,16,29,188,4,341,577
"Jeanne-Le Ber/Jeanne-Le Ber"," 95","Verdun",36,77,9,14,124,1,261,461
"Jeanne-Le Ber/Jeanne-Le Ber"," 96","Verdun",7,43,13,12,94,7,176,319
"Jeanne-Le Ber/Jeanne-Le Ber"," 97","Verdun",7,32,8,22,73,7,149,343
"Jeanne-Le Ber/Jeanne-Le Ber"," 98","Verdun",13,41,8,10,75,2,149,381
"Jeanne-Le Ber/Jeanne-Le Ber"," 99","Verdun",15,38,4,20,74,2,153,303
"Jeanne-Le Ber/Jeanne-Le Ber"," 100","Verdun",38,84,9,19,73,6,229,433
"Jeanne-Le Ber/Jeanne-Le Ber"," 101","Verdun",16,83,6,18,74,1,198,393
"Jeanne-Le Ber/Jeanne-Le Ber"," 102","Verdun",10,76,11,28,85,3,213,422
"Jeanne-Le Ber/Jeanne-Le Ber"," 103","Verdun",20,65,9,7,79,6,186,414
"Jeanne-Le Ber/Jeanne-Le Ber"," 104","Verdun",21,62,6,38,90,2,219,463
"Jeanne-Le Ber/Jeanne-Le Ber"," 105","Verdun",18,33,16,15,94,8,184,332
"Jeanne-Le Ber/Jeanne-Le Ber"," 106","Verdun",13,50,4,18,101,4,190,350
"Jeanne-Le Ber/Jeanne-Le Ber"," 107","Verdun",18,42,8,23,111,4,206,430
"Jeanne-Le Ber/Jeanne-Le Ber"," 108","Verdun",11,35,12,22,90,4,174,356
"Jeanne-Le Ber/Jeanne-Le Ber"," 109","Verdun",10,39,5,14,93,2,163,301
"Jeanne-Le Ber/Jeanne-Le Ber"," 110","Verdun",28,59,12,37,109,3,248,495
"Jeanne-Le Ber/Jeanne-Le Ber"," 111","Verdun",15,44,10,22,79,1,171,433
"Jeanne-Le Ber/Jeanne-Le Ber"," 112","Verdun",25,59,10,29,92,2,217,468
"Jeanne-Le Ber/Jeanne-Le Ber"," 113","Verdun",12,24,13,13,85,11,158,339
"Jeanne-Le Ber/Jeanne-Le Ber"," 114","Verdun",9,23,10,15,56,1,114,265
"Jeanne-Le Ber/Jeanne-Le Ber"," 115","Verdun",15,41,19,15,97,3,190,356
"Jeanne-Le Ber/Jeanne-Le Ber"," 116","Verdun",8,26,3,14,69,6,126,261
"Jeanne-Le Ber/Jeanne-Le Ber"," 117","Verdun",18,29,7,18,94,2,168,327
"Jeanne-Le Ber/Jeanne-Le Ber"," 118","Verdun",14,62,12,20,78,12,198,386
"Jeanne-Le Ber/Jeanne-Le Ber"," 119","Verdun",16,32,4,12,65,0,129,308
"Jeanne-Le Ber/Jeanne-Le Ber"," 120","Verdun",18,40,10,18,101,6,193,408
"Jeanne-Le Ber/Jeanne-Le Ber"," 121","Verdun",14,50,3,19,78,3,167,382
"Jeanne-Le Ber/Jeanne-Le Ber"," 122","Verdun",14,77,10,12,115,5,233,476
"Jeanne-Le Ber/Jeanne-Le Ber"," 123","Verdun",21,34,10,23,105,0,193,416
"Jeanne-Le Ber/Jeanne-Le Ber"," 124","Verdun",60,125,19,23,78,2,307,587
"Jeanne-Le Ber/Jeanne-Le Ber"," 125","Verdun",45,76,11,11,66,1,210,414
"Jeanne-Le Ber/Jeanne-Le Ber"," 126","Verdun",66,92,25,21,121,1,326,574
"Jeanne-Le Ber/Jeanne-Le Ber"," 127A","Verdun",31,75,8,12,54,1,181,288
"Jeanne-Le Ber/Jeanne-Le Ber"," 127B","Verdun",62,102,6,16,96,1,283,448
"Jeanne-Le Ber/Jeanne-Le Ber"," 128A","Verdun",32,69,5,13,42,0,161,366
"Jeanne-Le Ber/Jeanne-Le Ber"," 128B","Verdun",28,66,4,11,38,0,147,447
"Jeanne-Le Ber/Jeanne-Le Ber"," 128-1","Verdun",50,116,22,23,96,1,308,562
"Jeanne-Le Ber/Jeanne-Le Ber"," 129","Verdun",44,91,13,20,67,1,236,491
"Jeanne-Le Ber/Jeanne-Le Ber"," 130","Verdun",25,69,5,19,48,1,167,383
"Jeanne-Le Ber/Jeanne-Le Ber"," 131","Verdun",52,63,7,1,44,0,167,384
"Jeanne-Le Ber/Jeanne-Le Ber"," 132","Verdun",11,32,2,2,27,0,74,162
"Jeanne-Le Ber/Jeanne-Le Ber"," 133","Verdun",65,88,12,14,60,0,239,573
"Jeanne-Le Ber/Jeanne-Le Ber"," 134","Verdun",37,35,4,3,40,1,120,202
"Jeanne-Le Ber/Jeanne-Le Ber"," 135","Verdun",47,84,4,12,76,1,224,479
"Jeanne-Le Ber/Jeanne-Le Ber"," 136","Verdun",23,54,6,9,59,0,151,294
"Jeanne-Le Ber/Jeanne-Le Ber"," 137","Verdun",25,77,8,17,64,1,192,405
"Jeanne-Le Ber/Jeanne-Le Ber"," 138","Verdun",32,58,10,19,64,0,183,365
"Jeanne-Le Ber/Jeanne-Le Ber"," 139","Verdun",43,86,19,12,54,0,214,396
"Jeanne-Le Ber/Jeanne-Le Ber"," 140","Verdun",24,63,10,11,43,3,154,318
"Jeanne-Le Ber/Jeanne-Le Ber"," 141","Verdun",31,68,15,12,57,0,183,402
"Jeanne-Le Ber/Jeanne-Le Ber"," 142","Verdun",27,79,9,14,61,1,191,426
"Jeanne-Le Ber/Jeanne-Le Ber"," 143","Verdun",37,73,19,17,73,4,223,471
"Jeanne-Le Ber/Jeanne-Le Ber"," 144","Verdun",48,94,7,27,57,1,234,450
"Jeanne-Le Ber/Jeanne-Le Ber"," 145","Verdun",36,55,6,11,50,1,159,271
"Jeanne-Le Ber/Jeanne-Le Ber"," 146","Verdun",37,67,13,8,54,1,180,420
"Jeanne-Le Ber/Jeanne-Le Ber"," 147A","Verdun",100,164,23,28,127,2,444,648
"Jeanne-Le Ber/Jeanne-Le Ber"," 147B","Verdun",89,164,9,13,78,1,354,634
"Jeanne-Le Ber/Jeanne-Le Ber"," 148","Verdun",13,26,9,17,100,0,165,410
"Jeanne-Le Ber/Jeanne-Le Ber"," 149","Verdun",11,36,12,22,77,2,160,398
"Jeanne-Le Ber/Jeanne-Le Ber"," 150","Verdun",8,33,9,29,89,1,169,349
"Jeanne-Le Ber/Jeanne-Le Ber"," 151","Verdun",12,51,8,30,77,4,182,386
"Jeanne-Le Ber/Jeanne-Le Ber"," 152","Verdun",11,35,7,20,62,0,135,340
"Jeanne-Le Ber/Jeanne-Le Ber"," 153","Verdun",18,33,10,14,59,4,138,321
"Jeanne-Le Ber/Jeanne-Le Ber"," 154","Verdun",9,27,10,16,73,0,135,279
"Jeanne-Le Ber/Jeanne-Le Ber"," 155","Verdun",7,36,5,13,78,1,140,310
"Jeanne-Le Ber/Jeanne-Le Ber"," 156","Verdun",7,30,10,20,73,2,142,305
"Jeanne-Le Ber/Jeanne-Le Ber"," 157","Verdun",13,47,4,17,69,2,152,298
"Jeanne-Le Ber/Jeanne-Le Ber"," 158","Verdun",7,33,6,10,72,0,128,275
"Jeanne-Le Ber/Jeanne-Le Ber"," 159","Verdun",24,25,7,17,86,1,160,302
"Jeanne-Le Ber/Jeanne-Le Ber"," 160","Verdun",15,39,8,14,86,4,166,304
"Jeanne-Le Ber/Jeanne-Le Ber"," 161","Verdun",16,47,7,20,68,2,160,564
"Jeanne-Le Ber/Jeanne-Le Ber"," 162","Verdun",19,47,6,28,83,1,184,355
"Jeanne-Le Ber/Jeanne-Le Ber"," 163","Verdun",18,52,7,20,65,0,162,338
"Jeanne-Le Ber/Jeanne-Le Ber"," 164","Verdun",14,44,6,19,119,4,206,404
"Jeanne-Le Ber/Jeanne-Le Ber"," 165","Verdun",21,44,13,15,84,2,179,329
"Jeanne-Le Ber/Jeanne-Le Ber"," 166A","Verdun",6,33,2,8,22,4,75,150
"Jeanne-Le Ber/Jeanne-Le Ber"," 166B","Verdun",16,59,2,3,22,6,108,166
"Jeanne-Le Ber/Jeanne-Le Ber"," 167","Verdun",19,71,6,26,107,2,231,374
"Jeanne-Le Ber/Jeanne-Le Ber"," 168","Verdun",9,52,9,15,97,4,186,330
"Jeanne-Le Ber/Jeanne-Le Ber"," 169","Verdun",12,25,7,13,79,3,139,291
"Jeanne-Le Ber/Jeanne-Le Ber"," 170","Verdun",12,27,7,28,105,4,183,414
"Jeanne-Le Ber/Jeanne-Le Ber"," 171","Verdun",20,41,12,19,78,2,172,352
"Jeanne-Le Ber/Jeanne-Le Ber"," 172","Verdun",9,47,17,10,83,3,169,326
"Jeanne-Le Ber/Jeanne-Le Ber"," 173","Verdun",10,43,4,14,85,4,160,321
"Jeanne-Le Ber/Jeanne-Le Ber"," 174","Verdun",18,35,4,14,92,3,166,336
"Jeanne-Le Ber/Jeanne-Le Ber"," 175","Verdun",25,36,5,20,52,3,141,291
"Jeanne-Le Ber/Jeanne-Le Ber"," 176","Verdun",16,50,8,15,41,5,135,313
"Jeanne-Le Ber/Jeanne-Le Ber"," 177","Verdun",19,47,5,14,81,2,168,339
"Jeanne-Le Ber/Jeanne-Le Ber"," 178","Verdun",11,55,12,10,49,1,138,325
"Jeanne-Le Ber/Jeanne-Le Ber"," 179","Verdun",33,56,4,15,97,4,209,403
"Jeanne-Le Ber/Jeanne-Le Ber"," 180","Verdun",28,52,4,20,100,2,206,456
"Jeanne-Le Ber/Jeanne-Le Ber"," 181","Verdun",11,46,2,17,87,2,165,300
"Jeanne-Le Ber/Jeanne-Le Ber"," 182","Verdun",12,44,6,11,58,0,131,243
"Jeanne-Le Ber/Jeanne-Le Ber"," 183","Verdun",21,80,7,13,98,3,222,312
"Jeanne-Le Ber/Jeanne-Le Ber"," 184","Verdun",13,58,2,10,58,1,142,220
"Jeanne-Le Ber/Jeanne-Le Ber"," 185","Verdun",21,65,7,9,73,3,178,292
"Jeanne-Le Ber/Jeanne-Le Ber"," 186","Verdun",24,63,7,22,108,3,227,467
"Jeanne-Le Ber/Jeanne-Le Ber"," 187","Verdun",8,38,7,17,74,2,146,282
"Jeanne-Le Ber/Jeanne-Le Ber"," 188","Verdun",32,52,6,5,57,0,152,283
"Jeanne-Le Ber/Jeanne-Le Ber"," 189","Verdun",31,81,5,15,107,1,240,417
"Jeanne-Le Ber/Jeanne-Le Ber"," 190","Verdun",32,84,13,21,76,1,227,362
"Jeanne-Le Ber/Jeanne-Le Ber"," 191","Verdun",26,69,18,11,118,6,248,420
"Jeanne-Le Ber/Jeanne-Le Ber"," 192","Verdun",31,41,8,16,124,1,221,381
"Jeanne-Le Ber/Jeanne-Le Ber"," 193","Verdun",13,61,2,9,64,7,156,285
"Jeanne-Le Ber/Jeanne-Le Ber"," 194","Verdun",29,81,4,14,107,4,239,377
"Jeanne-Le Ber/Jeanne-Le Ber"," 195","Verdun",16,78,3,8,82,6,193,353
"Jeanne-Le Ber/Jeanne-Le Ber"," 196","Verdun",15,54,7,11,68,3,158,305
"Jeanne-Le Ber/Jeanne-Le Ber"," 197","Verdun",32,82,11,9,58,0,192,332
"Jeanne-Le Ber/Jeanne-Le Ber"," 198","Verdun",29,109,7,15,54,3,217,346
"Jeanne-Le Ber/Jeanne-Le Ber"," 199","Verdun",15,47,5,10,82,4,163,259
"Jeanne-Le Ber/Jeanne-Le Ber"," 200","Verdun",30,54,5,9,66,2,166,283
"Jeanne-Le Ber/Jeanne-Le Ber"," 201","Verdun",30,110,4,6,68,4,222,403
"Jeanne-Le Ber/Jeanne-Le Ber"," 202","Verdun",20,43,5,8,72,3,151,274
"Jeanne-Le Ber/Jeanne-Le Ber"," 203","Verdun",26,52,9,10,71,5,173,323
"Jeanne-Le Ber/Jeanne-Le Ber"," 204","Verdun",11,40,5,12,72,5,145,319
"Jeanne-Le Ber/Jeanne-Le Ber"," 205","Verdun",35,93,14,36,123,2,303,438
"Jeanne-Le Ber/Jeanne-Le Ber"," 206","Verdun",36,90,19,27,105,4,281,394
"Jeanne-Le Ber/Jeanne-Le Ber"," 207","Verdun",29,67,11,38,105,2,252,371
"Jeanne-Le Ber/Jeanne-Le Ber"," 208","Verdun",35,85,10,22,116,0,268,419
"Jeanne-Le Ber/Jeanne-Le Ber"," 500","Mobile poll/Bureau itinérant",27,49,13,4,30,20,143,508
"Jeanne-Le Ber/Jeanne-Le Ber"," 501","Mobile poll/Bureau itinérant",9,39,6,2,13,5,74,166
"Jeanne-Le Ber/Jeanne-Le Ber"," 502","Mobile poll/Bureau itinérant",19,53,11,12,26,8,129,535
"Jeanne-Le Ber/Jeanne-Le Ber"," 600","Montréal",72,257,23,45,137,2,536,
"Jeanne-Le Ber/Jeanne-Le Ber"," 601","Montréal",67,173,21,18,179,4,462,
"Jeanne-Le Ber/Jeanne-Le Ber"," 602","Montréal",59,200,26,57,239,7,588,
"Jeanne-Le Ber/Jeanne-Le Ber"," 603","Montréal",52,130,4,13,103,5,307,
"Jeanne-Le Ber/Jeanne-Le Ber"," 604","Montréal",72,160,17,29,200,4,482,
"Jeanne-Le Ber/Jeanne-Le Ber"," 605","Montréal",61,136,13,36,201,4,451,
"Jeanne-Le Ber/Jeanne-Le Ber"," 606","Montréal",136,252,21,20,127,2,558,
"Jeanne-Le Ber/Jeanne-Le Ber"," 607","Montréal",84,134,5,14,85,2,324,
"Jeanne-Le Ber/Jeanne-Le Ber"," 608","Montréal",119,215,20,23,107,2,486,
"Jeanne-Le Ber/Jeanne-Le Ber"," 609","Montréal",47,168,13,12,160,7,407,
"Jeanne-Le Ber/Jeanne-Le Ber"," 610","Montréal",53,185,18,14,181,10,461,
"Jeanne-Le Ber/Jeanne-Le Ber"," 611","Montréal",67,282,11,33,229,12,634,
"Jeanne-Le Ber/Jeanne-Le Ber",,Group 1/Groupe 1,23,70,11,12,61,17,194,284
"Jeanne-Le Ber/Jeanne-Le Ber",,Group 2/Groupe 2,153,908,47,97,628,21,1854,
