Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lise Bissonnette,Martin Duplantis,Renée Gagné,Serge Ménard,Claude Moreau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 25","Lorraine",16,17,44,74,49,2,202,345
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 26","Lorraine",13,25,22,114,64,2,240,414
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 27","Lorraine",14,10,41,73,82,0,220,394
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 28","Lorraine",14,15,31,112,57,0,229,338
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 29","Lorraine",19,17,46,137,86,2,307,489
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 30","Lorraine",10,29,36,104,47,2,228,365
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 31","Lorraine",11,14,30,78,33,1,167,280
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 32","Lorraine",22,16,34,79,58,3,212,353
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 33","Lorraine",25,21,52,101,80,2,281,500
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 34","Laval",11,23,34,149,57,6,280,493
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 35","Laval",21,16,32,147,40,4,260,397
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 36","Laval",10,26,46,178,36,3,299,496
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 37","Laval",15,11,19,180,47,2,274,524
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 38","Laval",12,7,9,151,33,4,216,389
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 39","Laval",6,17,45,127,40,1,236,393
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 40","Laval",5,19,55,155,38,2,274,428
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 41","Laval",4,20,35,123,39,4,225,464
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 42A","Laval",6,22,21,106,31,3,189,342
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 42B","Laval",9,19,30,104,33,2,197,353
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 43","Laval",17,22,40,180,43,2,304,452
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 44","Laval",15,21,55,192,74,6,363,551
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 45","Laval",12,37,42,170,60,4,325,476
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 46A","Laval",7,9,33,111,35,8,203,313
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 46B","Laval",11,18,48,103,43,6,229,350
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 47","Laval",10,30,38,152,65,2,297,438
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 48","Laval",6,20,27,119,36,4,212,471
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 49","Laval",8,26,61,144,39,3,281,473
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 50","Laval",14,24,48,186,76,3,351,502
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 51","Laval",13,37,53,193,73,1,370,569
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 52","Laval",20,24,52,134,67,6,303,466
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 53","Laval",15,27,65,178,69,2,356,525
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 54","Laval",4,19,39,103,42,2,209,357
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 55","Laval",9,19,24,137,39,5,233,339
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 56A","Laval",4,20,41,104,56,5,230,351
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 56B","Laval",9,15,33,99,51,0,207,329
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57A","Laval",4,16,46,89,30,2,187,287
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57B","Laval",3,22,46,91,41,5,208,291
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 58","Laval",12,15,41,103,53,8,232,331
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 59","Laval",12,21,70,168,59,1,331,470
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 60","Laval",12,35,63,138,61,3,312,438
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 61","Laval",8,29,105,183,71,7,403,570
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 62","Laval",11,27,63,125,40,5,271,378
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 63","Laval",12,31,29,187,78,10,347,485
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 64","Laval",14,40,42,129,67,2,294,413
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 65","Laval",17,32,46,144,55,0,294,401
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 66","Laval",11,28,72,155,61,3,330,461
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 67","Laval",20,26,19,179,41,2,287,407
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 68","Laval",8,18,38,146,57,3,270,402
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 69","Laval",8,17,31,74,38,4,172,248
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 70","Laval",9,13,30,91,30,3,176,259
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 71","Laval",11,28,43,136,61,4,283,398
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 72","Laval",10,28,40,136,64,2,280,361
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 73","Laval",11,18,34,141,40,0,244,340
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 74","Laval",11,15,26,170,65,2,289,438
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 75","Laval",26,27,68,219,86,5,431,668
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 76","Laval",10,21,46,158,43,5,283,436
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 77","Laval",6,34,30,141,30,6,247,354
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 78","Laval",7,18,20,109,22,0,176,318
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 79","Laval",14,20,33,157,37,5,266,382
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 80","Laval",10,19,47,156,38,6,276,418
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 81","Laval",7,17,21,116,33,8,202,391
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 82","Laval",10,16,30,127,29,3,215,401
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 83","Laval",19,13,48,138,39,4,261,482
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 84","Laval",7,14,34,96,33,3,187,354
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 85","Laval",12,11,38,118,48,0,227,367
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 86","Laval",10,18,22,107,40,2,199,355
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 87","Laval",13,11,24,108,36,2,194,309
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 88","Laval",8,15,23,101,43,3,193,360
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 89","Laval",10,14,40,116,40,2,222,346
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 90","Laval",13,28,29,141,44,6,261,401
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 91","Laval",12,21,29,119,59,5,245,375
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 92","Laval",8,22,23,104,39,5,201,350
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 93","Laval",5,22,31,108,28,1,195,346
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 94","Laval",16,31,28,162,54,2,293,527
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 95","Laval",9,33,23,138,32,3,238,408
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 96","Laval",18,21,46,102,49,1,237,408
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 97","Laval",15,13,36,118,30,2,214,386
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 98","Laval",9,27,56,165,54,1,312,567
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99A","Laval",9,24,64,136,31,4,268,425
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99B","Laval",11,36,51,109,44,6,257,414
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 100","Laval",11,20,15,177,28,6,257,388
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 101","Laval",8,18,26,187,49,8,296,470
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 102","Laval",19,18,19,143,33,3,235,428
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 103","Laval",3,24,25,112,66,2,232,383
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 104","Laval",21,26,55,173,52,2,329,514
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 105","Laval",11,18,36,127,66,1,259,425
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 106","Laval",16,26,34,165,47,2,290,487
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 107","Laval",13,22,28,151,39,3,256,466
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 108","Laval",19,22,29,177,35,4,286,436
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 109","Laval",13,24,32,124,25,3,221,372
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 110","Laval",11,19,8,101,25,1,165,373
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 111A","Laval",13,21,27,118,39,5,223,375
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 111B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,22
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 112A","Laval",15,17,29,95,27,3,186,312
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 112B","Laval",8,15,33,98,43,2,199,342
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 113","Laval",19,23,17,140,41,4,244,423
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 114A","Rosemère",8,14,58,68,76,3,227,366
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 114B","Rosemère",6,15,40,61,66,0,188,327
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 115","Rosemère",18,25,71,105,79,1,299,492
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 116","Rosemère",9,6,43,59,76,2,195,287
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 117","Rosemère",18,27,49,152,86,6,338,559
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 118","Rosemère",22,23,43,119,79,3,289,513
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 119","Rosemère",28,16,27,144,40,7,262,473
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 120","Rosemère",19,29,38,89,61,2,238,365
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 121","Rosemère",29,33,78,85,92,2,319,503
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 122","Rosemère",18,27,59,97,61,0,262,414
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 123","Rosemère",17,16,71,78,66,3,251,403
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 124","Rosemère",24,33,63,134,95,4,353,560
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 125","Rosemère",10,14,25,58,32,2,141,230
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 126","Rosemère",21,26,37,112,44,1,241,361
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 127A","Rosemère",18,15,21,99,32,0,185,311
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 127B","Mobile poll/Bureau itinérant",Merged with No. 176B/Fusionné avec le nº 176B,,,,,,,51
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 128","Rosemère",19,21,33,131,53,0,257,414
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 129","Rosemère",22,23,48,112,53,2,260,436
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 130A","Rosemère",10,19,54,106,43,3,235,376
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 130B","Rosemère",17,18,32,83,48,1,199,324
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 131","Rosemère",24,29,46,139,55,9,302,472
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 132","Rosemère",20,31,38,93,32,0,214,334
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 133","Rosemère",12,12,44,86,36,1,191,303
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 134","Rosemère",16,17,40,98,70,4,245,448
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 135","Rosemère",17,22,54,76,64,4,237,399
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 136","Rosemère",9,15,61,63,45,2,195,405
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 137","Rosemère",12,23,54,84,63,2,238,505
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 138","Sainte-Thérèse",6,19,30,134,50,7,246,395
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 139","Sainte-Thérèse",8,22,35,120,38,7,230,475
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 140","Sainte-Thérèse",17,15,47,77,41,2,199,378
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 141","Sainte-Thérèse",20,26,38,199,56,8,347,581
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142","Sainte-Thérèse",15,32,58,162,97,3,367,644
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 143","Sainte-Thérèse",13,19,22,144,35,5,238,514
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 144","Sainte-Thérèse",8,14,22,104,37,2,187,417
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 145","Sainte-Thérèse",6,12,18,115,39,6,196,353
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 146","Sainte-Thérèse",9,20,16,151,28,5,229,458
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 147","Sainte-Thérèse",12,25,15,182,48,3,285,537
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 148","Sainte-Thérèse",13,18,24,125,35,6,221,427
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 149","Sainte-Thérèse",15,15,19,104,29,2,184,378
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 150","Sainte-Thérèse",8,15,10,114,34,5,186,308
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 151","Sainte-Thérèse",10,14,17,113,21,1,176,373
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 152","Sainte-Thérèse",7,10,16,111,27,2,173,386
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 153","Sainte-Thérèse",16,17,9,95,23,1,161,391
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 154","Sainte-Thérèse",19,15,20,143,60,6,263,446
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 155","Sainte-Thérèse",13,19,31,143,46,5,257,522
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 156","Sainte-Thérèse",14,16,16,173,30,3,252,581
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 157","Sainte-Thérèse",13,19,20,130,35,6,223,434
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 158","Sainte-Thérèse",12,10,28,106,41,5,202,379
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 159","Sainte-Thérèse",11,14,37,117,38,4,221,399
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 160","Sainte-Thérèse",8,20,18,159,61,4,270,440
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 161","Sainte-Thérèse",5,10,16,94,20,5,150,402
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 162","Sainte-Thérèse",12,15,24,113,51,2,217,299
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 163","Sainte-Thérèse",26,37,54,176,94,2,389,578
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 164","Sainte-Thérèse",12,18,40,123,99,2,294,403
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 165","Sainte-Thérèse",20,26,42,144,69,2,303,422
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 166","Sainte-Thérèse",24,27,28,163,85,1,328,480
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 167","Sainte-Thérèse",16,12,43,146,82,3,302,469
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 168","Sainte-Thérèse",17,35,29,109,59,3,252,338
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 169","Sainte-Thérèse",10,13,16,106,37,3,185,283
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 170","Sainte-Thérèse",13,21,25,133,45,0,237,361
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171A","Sainte-Thérèse",9,15,27,100,68,2,221,401
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171B","Sainte-Thérèse",5,7,34,33,28,6,113,149
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171C","Sainte-Thérèse",1,9,45,34,48,0,137,156
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171D","Sainte-Thérèse",4,6,54,49,35,3,151,179
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 172","Sainte-Thérèse",16,9,14,114,40,2,195,344
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 173","Sainte-Thérèse",4,19,42,105,67,3,240,439
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 174","Sainte-Thérèse",15,15,21,108,24,3,186,353
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 175","Sainte-Thérèse",14,19,27,112,36,3,211,409
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 176A","Sainte-Thérèse",2,8,6,37,5,2,60,161
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 176B","Mobile poll/Bureau itinérant",2,5,33,33,13,2,88,164
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 177","Sainte-Thérèse",11,13,3,89,17,1,134,301
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 178","Sainte-Thérèse",9,17,15,96,26,2,165,347
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 179","Sainte-Thérèse",20,11,19,112,31,3,196,363
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 180","Sainte-Thérèse",11,9,26,114,36,4,200,411
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 181","Sainte-Thérèse",15,25,22,153,42,1,258,496
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 182","Sainte-Thérèse",6,16,29,144,52,6,253,514
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 183","Sainte-Thérèse",6,15,17,125,28,7,198,462
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 184A","Sainte-Thérèse",16,16,24,117,42,10,225,431
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 184B","Sainte-Thérèse",7,8,44,74,39,7,179,212
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 400","Laval",1,8,41,46,31,2,129,161
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 401","Sainte-Thérèse",Void/Supprimé,,,,,,,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 500","Mobile poll/Bureau itinérant",4,6,18,39,6,9,82,97
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 501","Mobile poll/Bureau itinérant",3,5,11,12,9,1,41,89
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 502","Mobile poll/Bureau itinérant",3,9,42,38,34,3,129,170
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 600","Bois-des-Filion",12,25,43,239,81,6,406,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 601","Lorraine",33,37,120,260,190,6,646,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 602","Laval",23,51,126,360,186,12,758,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 603","Laval",14,44,87,200,122,4,471,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 604","Laval",19,36,91,261,134,11,552,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 605","Laval",22,36,87,249,99,10,503,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 606","Rosemère",54,55,269,313,268,8,967,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 607","Sainte-Thérèse",19,36,86,268,113,12,534,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 608","Sainte-Thérèse",22,35,136,262,155,11,621,
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin",,Group 1/Groupe 1,1,1,13,34,11,9,69,121
"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin",,Group 2/Groupe 2,37,61,421,635,208,40,1402,
