Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean Crowder,Jack East,Harold Henn,Brian Scott,Norm Sowden,Jeff Warr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 33A","Nanaimo",51,1,6,19,59,0,0,136,273
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 33B","Nanaimo",59,0,11,22,34,2,0,128,240
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 34","Nanaimo",58,0,4,32,74,1,0,169,257
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 35","Nanaimo",113,1,21,41,83,2,1,262,435
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 36","Nanaimo",142,1,11,32,61,1,0,248,485
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 37","Nanaimo",125,1,11,43,74,1,0,255,439
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 38","Nanaimo",90,0,13,21,30,0,0,154,291
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 39","Nanaimo",112,1,12,42,64,1,0,232,462
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 40","Nanaimo",126,1,12,35,59,1,1,235,408
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 41","Nanaimo",99,3,16,24,32,0,0,174,344
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 42","Nanaimo",142,2,28,27,53,1,0,253,486
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 43","Nanaimo",131,1,20,36,41,6,0,235,444
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 44","Nanaimo",110,1,14,33,31,2,0,191,389
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 45","Nanaimo",62,0,9,16,47,0,0,134,292
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 46A","Nanaimo",67,1,6,24,38,1,0,137,291
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 46B","Nanaimo",80,1,7,17,26,0,0,131,249
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 47","Nanaimo",85,0,11,35,64,2,0,197,312
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 48","Nanaimo",116,0,12,46,56,4,1,235,396
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 49A","Nanaimo",56,1,6,38,67,1,0,169,285
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 49B","Nanaimo",73,0,9,43,43,0,0,168,272
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 50A","Nanaimo",77,0,5,24,46,0,0,152,233
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 50B","Nanaimo",79,0,9,27,42,1,0,158,256
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 51","Nanaimo",91,1,19,29,56,0,0,196,401
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 52","Nanaimo",112,1,11,36,62,1,0,223,382
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 53","Nanaimo",75,1,6,16,24,0,0,122,247
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 54","Nanaimo",60,1,9,32,52,0,0,154,239
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 55","Nanaimo",115,1,16,45,89,4,1,271,452
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 56","Nanaimo",61,0,11,34,61,0,0,167,250
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 57","Nanaimo",118,2,9,45,83,0,0,257,442
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 58","Nanaimo",120,0,16,34,55,1,0,226,464
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 59","Nanaimo",82,0,9,30,55,1,0,177,344
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 60","Nanaimo",115,0,17,17,35,0,0,184,271
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 61A","Nanaimo",71,0,3,19,25,0,0,118,241
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 61B","Nanaimo",63,0,9,28,22,0,1,123,277
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 62","Nanaimo",120,0,21,41,31,0,2,215,475
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 63A","Nanaimo",29,0,4,14,46,0,1,94,288
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 63B","Nanaimo",50,1,7,20,33,1,0,112,324
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 64A","Nanaimo",57,1,9,18,19,1,0,105,267
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 64B","Nanaimo",52,2,11,22,16,1,0,104,252
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 65A","Nanaimo",70,0,4,19,57,0,0,150,273
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 65B","Nanaimo",89,0,9,20,45,1,0,164,276
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 66","Nanaimo",150,1,7,47,75,1,0,281,491
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 67","Nanaimo",115,1,7,23,40,0,0,186,371
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 68","Nanaimo",97,0,8,34,41,0,2,182,319
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 69","Nanaimo",123,3,8,19,50,3,0,206,426
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 70","Nanaimo",142,0,12,28,28,1,0,211,417
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 71","Nanaimo",154,1,20,42,42,3,1,263,421
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 72","Nanaimo",120,1,16,25,32,0,0,194,336
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 73","Nanaimo",136,0,13,36,46,1,0,232,442
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 74","Nanaimo",97,0,10,28,49,2,0,186,291
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 75A","Nanaimo",107,2,11,31,37,1,0,189,321
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 75B","Nanaimo",96,0,5,31,48,1,0,181,286
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 76A","Nanaimo",95,0,9,17,45,1,1,168,310
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 76B","Nanaimo",84,0,3,19,44,0,0,150,265
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 77","Nanaimo",151,0,14,35,52,0,1,253,485
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 78","Nanaimo",91,1,11,35,32,0,0,170,380
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 79","Nanaimo",118,0,14,27,31,0,1,191,475
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 80","Nanaimo",75,0,0,3,0,0,0,78,184
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 81A","Nanaimo",65,0,4,29,37,1,0,136,266
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 81B","Nanaimo",77,0,11,30,48,1,1,168,272
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 82","Nanaimo",63,0,6,15,47,1,0,132,201
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 83","Nanaimo",91,1,4,31,65,0,0,192,318
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 84","Nanaimo",76,0,3,25,32,0,0,136,277
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 85A","Nanaimo",66,0,8,28,39,2,0,143,298
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 85B","Nanaimo",72,1,9,38,44,0,0,164,319
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 86","Nanaimo",123,0,15,40,122,0,0,300,427
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 87","Nanaimo",77,1,4,37,62,1,0,182,280
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 88A","Nanaimo",81,0,8,32,48,2,0,171,261
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 88B","Nanaimo",58,0,5,24,66,0,0,153,260
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 89A","Gabriola Island 5",85,0,16,36,45,1,0,183,311
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 89B","Gabriola Island 5",101,0,14,27,31,1,0,174,309
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 90A","Gabriola Island ",91,0,20,20,48,4,0,183,317
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 90B","Gabriola Island ",134,0,22,20,40,1,1,218,362
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 91A","Gabriola Island ",106,0,20,36,33,6,1,202,342
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 91B","Gabriola Island ",106,1,15,29,40,5,1,197,319
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 92A","Gabriola Island ",102,0,19,19,38,6,0,184,293
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 92B","Gabriola Island ",106,1,17,23,31,11,0,189,295
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 93","Gabriola Island ",153,0,44,50,62,7,3,319,520
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 94","Lyacksun 3",Merged with No. 93/Fusionné avec le nº 93,,,,,,,,58
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 95","Thetis Island",90,0,37,17,102,2,0,248,342
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 96","Bush Creek",90,0,12,19,59,1,0,181,311
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 97A","Michael & Manana Lakes",76,1,16,29,43,2,0,167,265
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 97B","Michael & Manana Lakes",85,0,9,32,65,1,0,192,301
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 98A","Yellow Point",124,1,20,43,78,3,2,271,374
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 98B","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,,52
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 99","Chemainus 13",169,0,0,3,5,1,0,178,342
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 100A","Ladysmith",123,2,14,32,63,0,0,234,491
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 100B","Ladysmith",96,1,9,27,64,3,1,201,257
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 101A","Ladysmith",115,3,10,29,87,0,0,244,366
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 101B","Ladysmith",82,0,14,30,77,1,0,204,330
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 102","Ladysmith",101,0,8,47,76,0,0,232,365
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 103A","Ladysmith",72,0,4,15,41,0,1,133,238
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 103B","Ladysmith",59,0,10,20,44,1,2,136,255
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 104","Ladysmith",163,1,19,28,66,4,2,283,463
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 105","Ladysmith",114,1,16,30,44,2,0,207,359
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 106A","Ladysmith",66,0,6,32,42,0,1,147,262
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 106B","Ladysmith",68,0,7,26,48,1,1,151,280
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 107A","Ladysmith",87,1,13,12,46,2,0,161,241
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 107B","Ladysmith",83,1,11,17,56,2,0,170,280
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 108","Ladysmith",138,0,10,38,104,1,1,292,455
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 109","Ladysmith",110,2,10,32,96,0,1,251,439
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 110","Ladysmith",94,0,6,50,107,3,1,261,400
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 111","Saltair",98,0,12,41,71,0,1,223,372
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 112","Saltair",104,0,14,38,81,0,2,239,377
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 113","Saltair",129,1,10,30,117,0,1,288,463
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 114","Saltair",105,0,10,20,83,1,1,220,333
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 115A","North Cowichan",88,1,9,28,96,0,0,222,444
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 115B","North Cowichan",74,0,6,33,83,0,0,196,231
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 116","North Cowichan",138,0,14,44,105,0,0,301,445
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 117A","Chemainus",99,1,6,24,68,1,0,199,313
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 117B","Chemainus",104,0,9,24,75,0,0,212,295
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 118A","Chemainus",87,0,4,30,50,0,0,171,252
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 118B","Chemainus",79,0,9,33,48,2,0,171,248
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 118C","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,42
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 119A","Osborn Bay",67,0,17,22,72,0,1,179,273
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 119B","Osborn Bay",61,0,7,31,60,0,1,160,255
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 120","Osborn Bay",142,0,21,29,81,1,1,275,493
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 121","North Cowichan",111,0,10,36,106,0,0,263,442
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 122","Somenos",108,1,22,50,116,1,2,300,453
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 123","Westholme",116,1,8,35,86,1,1,248,398
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 124","Tent Island 8",29,0,0,2,1,0,0,32,74
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 125","Crofton",140,0,21,49,112,0,1,323,504
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 126","Crofton",135,4,16,25,92,0,2,274,430
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 127A","Crofton",88,0,8,17,86,3,0,202,269
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 127B","Crofton",83,0,8,38,76,2,1,208,319
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 128A","North Cowichan",85,1,6,22,58,0,1,173,284
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 128B","North Cowichan",79,1,4,16,62,0,0,162,249
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 129","Somenos",115,0,14,36,93,2,2,262,425
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 130A","Somenos",80,1,1,26,52,0,0,160,277
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 130B","Somenos",93,1,6,23,47,0,1,171,283
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 131A","Somenos",72,1,5,29,85,0,0,192,288
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 131B","Somenos",66,1,11,29,84,1,0,192,277
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 132A","Somenos",70,0,3,27,81,0,0,181,268
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 132B","Somenos",68,0,11,28,59,0,0,166,271
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 133","Hayward",79,1,2,16,30,1,1,130,242
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 134A","Hayward",61,0,3,9,37,3,2,115,265
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 134B","Hayward",75,0,1,19,34,0,0,129,279
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 135","Hayward",108,1,9,49,85,0,0,252,395
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 136A","North Cowichan",68,0,3,23,77,0,0,171,262
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 136B","North Cowichan",81,0,5,22,49,1,0,158,246
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 137A","Maple Bay",71,0,8,27,54,0,0,160,255
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 137B","Maple Bay",71,0,7,24,52,1,0,155,244
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 138","North Cowichan",73,0,4,38,104,0,0,219,354
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 139","North Cowichan",101,0,16,51,101,1,0,270,372
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 140A","North Cowichan",65,0,2,24,75,0,0,166,312
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 140B","North Cowichan",80,1,10,33,53,0,0,177,281
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 141","North Cowichan",34,0,5,4,32,0,0,75,155
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 142","North Cowichan",105,1,2,51,102,0,0,261,419
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 143","North Cowichan",59,0,2,19,54,0,0,134,209
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 144","North Cowichan",66,3,5,36,104,3,0,217,370
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 145","North Cowichan",80,0,7,47,76,0,1,211,363
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 146A","North Cowichan",60,0,7,26,65,0,0,158,262
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 146B","North Cowichan",52,0,2,30,69,1,0,154,241
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 147","Maple Bay",94,0,24,50,92,1,0,261,439
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 148","Paldi",93,1,13,15,69,0,0,191,326
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 149A","Sahtlam",83,0,6,19,68,2,0,178,274
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 149B","Sahtlam",94,0,6,19,68,0,0,187,296
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 150A","Hayward",54,0,6,16,43,0,1,120,241
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 150B","Hayward",84,0,2,15,42,0,1,144,262
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 151A","Hayward",73,0,3,14,38,0,0,128,241
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 151B","Hayward",89,1,10,25,42,0,0,167,288
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 152","Hayward",133,0,7,29,61,1,1,232,452
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 153","Hayward",74,1,8,43,68,2,0,196,409
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 154","Hayward",116,0,9,24,68,3,3,223,438
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 155","Hayward",97,1,8,18,60,1,1,186,364
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 156A","Hayward",95,1,6,25,41,2,1,171,316
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 156B","Hayward",94,0,6,24,43,0,1,168,285
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 157","Hayward",98,5,10,35,60,3,0,211,402
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 158","Duncan",114,1,9,35,78,1,0,238,380
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 159","Duncan",144,0,5,35,57,0,0,241,488
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 160","Hayward",99,0,12,30,63,1,0,205,344
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 161","Hayward",86,0,9,27,70,0,0,192,321
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 162","Hayward",101,0,5,24,37,1,0,168,307
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 163","Hayward",88,0,9,29,59,1,0,186,295
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 164","Cowichan 1",Merged with No. 165/Fusionné avec le nº 165,,,,,,,,83
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 165","Cowichan 1",95,0,2,13,17,0,0,127,195
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 166","Duncan",119,0,13,35,83,0,0,250,569
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 167A","Duncan",74,0,5,23,33,1,1,137,322
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 167B","Duncan",56,0,4,16,29,1,0,106,188
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 168","Duncan",98,0,12,16,79,0,0,205,404
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 169","Duncan",88,0,10,28,34,1,0,161,323
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 170","Duncan",84,0,5,28,62,0,0,179,424
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 171A","Duncan",72,0,1,36,47,0,0,156,316
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 171B","Duncan",82,0,5,31,36,1,2,157,321
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 172","Cowichan 1",5,0,0,1,3,0,0,9,27
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 173","Eagle Heights",119,1,9,35,83,3,0,250,466
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 174","Cowichan 1",79,0,3,22,40,0,0,144,276
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 175","Duncan",121,0,11,32,66,0,2,232,431
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 176","Cowichan 1",Merged with No. 177/Fusionné avec le nº 177,,,,,,,,102
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 177","Cowichan 1",46,0,0,9,6,0,0,61,178
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 178","Deerholme",104,0,15,39,66,1,0,225,361
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 179","Cowichan 1",48,0,1,10,4,1,0,64,195
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 180","Cowichan 1",44,0,1,2,6,0,1,54,162
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 181","Eagle Heights",Merged with No. 182A/Fusionné avec le nº 182A,,,,,,,,21
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 182A","Eagle Heights",69,1,7,24,49,0,0,150,265
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 182B","Eagle Heights",79,0,6,16,48,1,1,151,258
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 183","Cowichan Station",136,0,26,54,100,2,0,318,466
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 184","Cowichan Station",113,0,8,35,54,3,1,214,368
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 185","Cowichan Bay",66,0,12,34,45,1,0,158,253
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 186","Cowichan Bay",Merged with No. 185/Fusionné avec le nº 185,,,,,,,,2
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 187","Cowichan Bay",113,0,11,35,72,1,0,232,372
"Nanaimo--Cowichan/Nanaimo--Cowichan"," 188","Cowichan Station",123,0,19,41,79,0,0,262,406
