Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Greg Agar,Pat Davidson,Gary De Boer,John Elliott,Roger Gallaway,Mike Jacobs,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Sarnia--Lambton/Sarnia--Lambton"," 40","Sarnia",50,99,6,0,88,5,1,249,378
"Sarnia--Lambton/Sarnia--Lambton"," 41","Sarnia",57,81,3,2,106,8,3,260,392
"Sarnia--Lambton/Sarnia--Lambton"," 42","Sarnia",35,91,8,0,123,11,1,269,419
"Sarnia--Lambton/Sarnia--Lambton"," 43","Sarnia",38,92,3,1,97,10,1,242,383
"Sarnia--Lambton/Sarnia--Lambton"," 44","Sarnia",37,62,2,2,118,3,1,225,365
"Sarnia--Lambton/Sarnia--Lambton"," 45","Sarnia",65,108,4,3,126,4,0,310,504
"Sarnia--Lambton/Sarnia--Lambton"," 46","Sarnia",49,135,7,2,110,13,1,317,559
"Sarnia--Lambton/Sarnia--Lambton"," 47","Sarnia",75,70,9,2,78,14,4,252,473
"Sarnia--Lambton/Sarnia--Lambton"," 48","Sarnia",41,41,2,0,46,1,1,132,314
"Sarnia--Lambton/Sarnia--Lambton"," 49","Sarnia",29,88,3,0,93,4,0,217,349
"Sarnia--Lambton/Sarnia--Lambton"," 50","Sarnia",57,62,2,1,87,6,4,219,359
"Sarnia--Lambton/Sarnia--Lambton"," 51","Sarnia",64,74,1,2,102,3,1,247,397
"Sarnia--Lambton/Sarnia--Lambton"," 52","Sarnia",81,81,6,4,71,8,0,251,471
"Sarnia--Lambton/Sarnia--Lambton"," 53","Sarnia",31,53,9,0,103,3,3,202,358
"Sarnia--Lambton/Sarnia--Lambton"," 54","Sarnia",39,52,7,2,50,6,1,157,326
"Sarnia--Lambton/Sarnia--Lambton"," 55","Sarnia",43,70,5,3,84,10,1,216,383
"Sarnia--Lambton/Sarnia--Lambton"," 56","Sarnia",43,95,12,1,95,8,1,255,437
"Sarnia--Lambton/Sarnia--Lambton"," 57","Sarnia",61,72,8,2,79,6,1,229,494
"Sarnia--Lambton/Sarnia--Lambton"," 58","Sarnia",46,49,2,3,76,12,0,188,367
"Sarnia--Lambton/Sarnia--Lambton"," 59","Sarnia",42,59,5,2,70,16,1,195,347
"Sarnia--Lambton/Sarnia--Lambton"," 60","Sarnia",60,59,4,3,76,3,1,206,418
"Sarnia--Lambton/Sarnia--Lambton"," 61","Sarnia",72,53,5,0,72,4,0,206,534
"Sarnia--Lambton/Sarnia--Lambton"," 62","Sarnia",61,59,11,4,85,6,0,226,384
"Sarnia--Lambton/Sarnia--Lambton"," 63","Sarnia",59,73,8,2,46,13,3,204,347
"Sarnia--Lambton/Sarnia--Lambton"," 64","Sarnia",37,77,13,0,58,4,1,190,258
"Sarnia--Lambton/Sarnia--Lambton"," 65","Sarnia",52,62,18,0,59,7,3,201,360
"Sarnia--Lambton/Sarnia--Lambton"," 66","Sarnia",45,83,19,0,68,11,0,226,384
"Sarnia--Lambton/Sarnia--Lambton"," 67","Sarnia",77,68,3,0,75,8,0,231,479
"Sarnia--Lambton/Sarnia--Lambton"," 68","Sarnia",65,68,3,4,88,8,1,237,456
"Sarnia--Lambton/Sarnia--Lambton"," 69","Sarnia",55,84,1,1,94,7,2,244,417
"Sarnia--Lambton/Sarnia--Lambton"," 70","Sarnia",65,102,10,0,97,7,0,281,553
"Sarnia--Lambton/Sarnia--Lambton"," 71A","Sarnia",32,94,2,0,65,3,0,196,328
"Sarnia--Lambton/Sarnia--Lambton"," 71B","Sarnia",37,84,5,1,64,0,0,191,333
"Sarnia--Lambton/Sarnia--Lambton"," 72","Sarnia",27,56,2,0,42,6,1,134,211
"Sarnia--Lambton/Sarnia--Lambton"," 73","Sarnia",57,90,4,2,83,8,1,245,397
"Sarnia--Lambton/Sarnia--Lambton"," 74A","Sarnia",68,77,5,2,72,9,1,234,396
"Sarnia--Lambton/Sarnia--Lambton"," 74B","Sarnia",Merged with No. 85B/Fusionné avec le nº 85B,,,,,,,,132
"Sarnia--Lambton/Sarnia--Lambton"," 75","Sarnia",71,71,2,0,86,6,5,241,399
"Sarnia--Lambton/Sarnia--Lambton"," 76","Sarnia",50,54,9,1,48,11,2,175,369
"Sarnia--Lambton/Sarnia--Lambton"," 77","Sarnia",74,47,4,0,47,7,1,180,441
"Sarnia--Lambton/Sarnia--Lambton"," 78","Sarnia",34,65,4,1,76,2,1,183,335
"Sarnia--Lambton/Sarnia--Lambton"," 79","Sarnia",46,54,6,0,58,4,1,169,323
"Sarnia--Lambton/Sarnia--Lambton"," 80","Sarnia",64,73,5,2,65,5,0,214,390
"Sarnia--Lambton/Sarnia--Lambton"," 81","Sarnia",52,72,4,0,61,4,1,194,392
"Sarnia--Lambton/Sarnia--Lambton"," 82","Sarnia",31,74,4,0,57,5,0,171,337
"Sarnia--Lambton/Sarnia--Lambton"," 83","Sarnia",49,75,5,2,78,5,1,215,354
"Sarnia--Lambton/Sarnia--Lambton"," 84","Sarnia",58,88,3,1,59,6,0,215,373
"Sarnia--Lambton/Sarnia--Lambton"," 85A","Sarnia",37,33,2,2,43,1,0,118,322
"Sarnia--Lambton/Sarnia--Lambton"," 85B","Sarnia",52,54,0,1,48,6,1,162,269
"Sarnia--Lambton/Sarnia--Lambton"," 86","Sarnia",33,64,3,1,88,5,0,194,360
"Sarnia--Lambton/Sarnia--Lambton"," 87","Sarnia",42,63,7,1,89,13,0,215,374
"Sarnia--Lambton/Sarnia--Lambton"," 88","Sarnia",61,81,1,3,66,11,1,224,433
"Sarnia--Lambton/Sarnia--Lambton"," 89","Sarnia",52,42,0,2,55,8,0,159,305
"Sarnia--Lambton/Sarnia--Lambton"," 90","Sarnia",47,56,2,1,60,12,0,178,311
"Sarnia--Lambton/Sarnia--Lambton"," 91","Sarnia",52,41,6,0,45,6,1,151,303
"Sarnia--Lambton/Sarnia--Lambton"," 92","Sarnia",65,89,5,1,83,9,0,252,399
"Sarnia--Lambton/Sarnia--Lambton"," 93","Sarnia",37,89,8,1,65,4,2,206,328
"Sarnia--Lambton/Sarnia--Lambton"," 94","Sarnia",63,62,11,1,67,4,2,210,365
"Sarnia--Lambton/Sarnia--Lambton"," 95","Sarnia",40,47,3,3,50,5,2,150,283
"Sarnia--Lambton/Sarnia--Lambton"," 96","Sarnia",56,36,5,6,40,3,1,147,341
"Sarnia--Lambton/Sarnia--Lambton"," 97","Sarnia",66,50,4,1,53,8,2,184,349
"Sarnia--Lambton/Sarnia--Lambton"," 98","Sarnia",45,60,2,1,57,3,1,169,329
"Sarnia--Lambton/Sarnia--Lambton"," 99","Sarnia",83,81,7,3,99,15,1,289,510
"Sarnia--Lambton/Sarnia--Lambton"," 100","Sarnia",47,34,4,1,69,13,1,169,342
"Sarnia--Lambton/Sarnia--Lambton"," 101","Sarnia",34,40,1,0,71,9,0,155,364
"Sarnia--Lambton/Sarnia--Lambton"," 102","Sarnia",77,57,7,2,67,9,2,221,486
"Sarnia--Lambton/Sarnia--Lambton"," 103","Sarnia",34,62,4,4,75,9,1,189,374
"Sarnia--Lambton/Sarnia--Lambton"," 104","Sarnia",34,50,1,0,62,4,0,151,302
"Sarnia--Lambton/Sarnia--Lambton"," 105","Sarnia",44,43,4,3,42,5,1,142,331
"Sarnia--Lambton/Sarnia--Lambton"," 106","Sarnia",52,49,1,4,54,5,3,168,406
"Sarnia--Lambton/Sarnia--Lambton"," 107","Sarnia",82,78,5,1,81,10,0,257,447
"Sarnia--Lambton/Sarnia--Lambton"," 108","Sarnia",82,62,4,1,55,7,0,211,419
"Sarnia--Lambton/Sarnia--Lambton"," 109","Sarnia",65,87,4,1,76,6,2,241,436
"Sarnia--Lambton/Sarnia--Lambton"," 110","Sarnia",61,71,4,1,63,4,3,207,383
"Sarnia--Lambton/Sarnia--Lambton"," 111","Sarnia",58,46,3,1,63,9,0,180,360
"Sarnia--Lambton/Sarnia--Lambton"," 112","Sarnia",70,43,2,0,44,7,0,166,497
"Sarnia--Lambton/Sarnia--Lambton"," 113A","Sarnia",46,57,0,0,60,5,1,169,316
"Sarnia--Lambton/Sarnia--Lambton"," 113B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,95
"Sarnia--Lambton/Sarnia--Lambton"," 114","Sarnia",60,45,0,4,55,2,0,166,361
"Sarnia--Lambton/Sarnia--Lambton"," 115","Sarnia",71,49,2,0,71,6,0,199,377
"Sarnia--Lambton/Sarnia--Lambton"," 116","Sarnia",54,57,4,0,43,8,0,166,383
"Sarnia--Lambton/Sarnia--Lambton"," 117","Sarnia",59,60,3,3,52,5,0,182,405
"Sarnia--Lambton/Sarnia--Lambton"," 118","Sarnia",53,37,1,0,42,2,5,140,345
"Sarnia--Lambton/Sarnia--Lambton"," 119","Sarnia",49,33,2,3,50,7,1,145,354
"Sarnia--Lambton/Sarnia--Lambton"," 120","Sarnia 45",36,37,2,1,156,4,1,237,578
"Sarnia--Lambton/Sarnia--Lambton"," 121","Sarnia",29,97,4,1,98,6,0,235,317
"Sarnia--Lambton/Sarnia--Lambton"," 122","Sarnia",21,113,4,3,83,11,0,235,384
"Sarnia--Lambton/Sarnia--Lambton"," 123A","Sarnia",33,140,2,2,113,8,0,298,509
"Sarnia--Lambton/Sarnia--Lambton"," 123B","Sarnia",Merged with No. 121/Fusionné avec le nº 121,,,,,,,,86
"Sarnia--Lambton/Sarnia--Lambton"," 124","Sarnia",45,109,1,1,120,14,0,290,493
"Sarnia--Lambton/Sarnia--Lambton"," 125","Sarnia",37,95,1,0,75,13,1,222,341
"Sarnia--Lambton/Sarnia--Lambton"," 126","Sarnia",30,69,1,2,83,9,2,196,310
"Sarnia--Lambton/Sarnia--Lambton"," 127A","Sarnia",47,48,0,3,68,10,0,176,304
"Sarnia--Lambton/Sarnia--Lambton"," 127B","Sarnia",34,59,3,2,73,5,0,176,317
"Sarnia--Lambton/Sarnia--Lambton"," 128","Sarnia",40,111,2,1,102,17,0,273,408
"Sarnia--Lambton/Sarnia--Lambton"," 129","Sarnia",46,85,3,0,97,11,0,242,417
"Sarnia--Lambton/Sarnia--Lambton"," 130A","Sarnia",33,94,0,0,77,4,0,208,354
"Sarnia--Lambton/Sarnia--Lambton"," 130B","Sarnia",14,93,0,0,65,3,0,175,282
"Sarnia--Lambton/Sarnia--Lambton"," 131A","Sarnia",18,78,6,3,99,17,0,221,368
"Sarnia--Lambton/Sarnia--Lambton"," 131B","Sarnia",Merged with No. 132/Fusionné avec le nº 132,,,,,,,,174
"Sarnia--Lambton/Sarnia--Lambton"," 132","Sarnia",38,90,12,1,81,8,0,230,202
"Sarnia--Lambton/Sarnia--Lambton"," 133","Sarnia",26,97,9,0,83,6,1,222,361
"Sarnia--Lambton/Sarnia--Lambton"," 134A","Sarnia",52,95,8,0,70,2,1,228,418
"Sarnia--Lambton/Sarnia--Lambton"," 134B","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,56
"Sarnia--Lambton/Sarnia--Lambton"," 135A","Sarnia",45,74,5,0,54,5,1,184,308
"Sarnia--Lambton/Sarnia--Lambton"," 135B","Sarnia",22,48,2,0,34,5,0,111,197
"Sarnia--Lambton/Sarnia--Lambton"," 136A","Sarnia",29,108,2,1,78,5,0,223,385
"Sarnia--Lambton/Sarnia--Lambton"," 136B","Sarnia",37,92,5,1,55,8,1,199,307
"Sarnia--Lambton/Sarnia--Lambton"," 137","Sarnia",27,106,10,3,47,3,1,197,294
"Sarnia--Lambton/Sarnia--Lambton"," 138","Sarnia",31,128,7,0,59,9,2,236,410
"Sarnia--Lambton/Sarnia--Lambton"," 139","Plympton",19,86,7,0,61,8,0,181,302
"Sarnia--Lambton/Sarnia--Lambton"," 140","Plympton",25,74,2,1,61,8,0,171,255
"Sarnia--Lambton/Sarnia--Lambton"," 141","Plympton",46,141,3,4,117,6,2,319,444
"Sarnia--Lambton/Sarnia--Lambton"," 142","Plympton",53,99,6,7,83,7,0,255,377
"Sarnia--Lambton/Sarnia--Lambton"," 143A","Plympton",47,94,8,4,74,11,0,238,360
"Sarnia--Lambton/Sarnia--Lambton"," 143B","Plympton",Merged with No. 144B/Fusionné avec le nº 144B,,,,,,,,249
"Sarnia--Lambton/Sarnia--Lambton"," 144A","Plympton",41,95,10,3,43,8,0,200,328
"Sarnia--Lambton/Sarnia--Lambton"," 144B","Plympton",39,156,8,5,53,14,1,276,183
"Sarnia--Lambton/Sarnia--Lambton"," 145","Plympton",35,126,14,2,46,9,1,233,344
"Sarnia--Lambton/Sarnia--Lambton"," 146","Plympton",24,86,12,0,33,4,0,159,280
"Sarnia--Lambton/Sarnia--Lambton"," 147","Plympton",17,70,19,4,28,4,1,143,241
"Sarnia--Lambton/Sarnia--Lambton"," 148","Wyoming",23,168,14,1,75,7,2,290,443
"Sarnia--Lambton/Sarnia--Lambton"," 149","Wyoming",17,114,19,0,38,2,1,191,347
"Sarnia--Lambton/Sarnia--Lambton"," 150","Wyoming",22,122,12,1,45,4,0,206,407
"Sarnia--Lambton/Sarnia--Lambton"," 151","Wyoming",63,141,8,1,42,6,0,261,471
"Sarnia--Lambton/Sarnia--Lambton"," 152","Plympton",28,164,20,1,62,62,0,337,444
"Sarnia--Lambton/Sarnia--Lambton"," 153","Enniskillen",41,97,5,2,30,4,2,181,303
"Sarnia--Lambton/Sarnia--Lambton"," 154","Petrolia",57,111,6,1,41,0,0,216,390
"Sarnia--Lambton/Sarnia--Lambton"," 155","Petrolia",50,184,5,2,71,8,0,320,509
"Sarnia--Lambton/Sarnia--Lambton"," 156A","Enniskillen",40,126,3,2,57,4,1,233,389
"Sarnia--Lambton/Sarnia--Lambton"," 156B","Enniskillen",43,117,8,0,48,4,0,220,354
"Sarnia--Lambton/Sarnia--Lambton"," 156C","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,52
"Sarnia--Lambton/Sarnia--Lambton"," 157","Petrolia",60,126,8,2,57,10,2,265,417
"Sarnia--Lambton/Sarnia--Lambton"," 158","Petrolia",Void/Supprimé,,,,,,,,
"Sarnia--Lambton/Sarnia--Lambton"," 159","Petrolia",45,146,2,0,63,7,2,265,437
"Sarnia--Lambton/Sarnia--Lambton"," 160","Petrolia",56,91,2,0,43,4,0,196,393
"Sarnia--Lambton/Sarnia--Lambton"," 161A","Petrolia",41,81,5,0,42,6,1,176,359
"Sarnia--Lambton/Sarnia--Lambton"," 161B","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,37
"Sarnia--Lambton/Sarnia--Lambton"," 161C","Mobile poll/Bureau itinérant",Merged with No. 503A/Fusionné avec le nº 503A,,,,,,,,7
"Sarnia--Lambton/Sarnia--Lambton"," 162","Petrolia",50,117,5,2,86,14,1,275,468
"Sarnia--Lambton/Sarnia--Lambton"," 163","Petrolia",Void/Supprimé,,,,,,,,
"Sarnia--Lambton/Sarnia--Lambton"," 164","Petrolia",72,173,7,1,62,5,1,321,517
"Sarnia--Lambton/Sarnia--Lambton"," 165","Petrolia",Void/Supprimé,,,,,,,,
"Sarnia--Lambton/Sarnia--Lambton"," 166","Enniskillen",Void/Supprimé,,,,,,,,
"Sarnia--Lambton/Sarnia--Lambton"," 167","Enniskillen",40,168,7,1,58,10,1,285,425
"Sarnia--Lambton/Sarnia--Lambton"," 168","Enniskillen",43,114,3,0,29,6,2,197,316
"Sarnia--Lambton/Sarnia--Lambton"," 169","Enniskillen",66,141,8,3,58,6,1,283,476
"Sarnia--Lambton/Sarnia--Lambton"," 170","Oil Springs",49,136,7,1,22,1,0,216,297
"Sarnia--Lambton/Sarnia--Lambton"," 171","Oil Springs",32,106,3,0,40,5,1,187,259
"Sarnia--Lambton/Sarnia--Lambton"," 172","Enniskillen",Void/Supprimé,,,,,,,,
"Sarnia--Lambton/Sarnia--Lambton"," 173","Moore",59,94,3,1,81,5,2,245,397
"Sarnia--Lambton/Sarnia--Lambton"," 174","Moore",54,100,2,0,83,5,2,246,439
"Sarnia--Lambton/Sarnia--Lambton"," 175","Moore",57,82,1,1,74,7,0,222,360
"Sarnia--Lambton/Sarnia--Lambton"," 176","Moore",15,36,0,0,49,6,0,106,209
"Sarnia--Lambton/Sarnia--Lambton"," 177","Moore",67,77,4,0,73,3,0,224,382
"Sarnia--Lambton/Sarnia--Lambton"," 178","Moore",83,93,0,1,81,2,1,261,428
"Sarnia--Lambton/Sarnia--Lambton"," 179A","Moore",46,69,2,0,49,2,0,168,298
"Sarnia--Lambton/Sarnia--Lambton"," 179B","Moore",60,48,2,0,46,2,0,158,307
"Sarnia--Lambton/Sarnia--Lambton"," 180","Moore",77,108,1,4,75,8,2,275,453
"Sarnia--Lambton/Sarnia--Lambton"," 181A","Moore",51,74,2,0,58,7,2,194,317
"Sarnia--Lambton/Sarnia--Lambton"," 181B","Moore",46,58,5,2,59,4,1,175,279
"Sarnia--Lambton/Sarnia--Lambton"," 182A","Corunna",46,112,2,3,76,5,0,244,342
"Sarnia--Lambton/Sarnia--Lambton"," 182B","Corunna",26,103,5,0,56,8,0,198,351
"Sarnia--Lambton/Sarnia--Lambton"," 183","Mooretown",32,73,1,0,64,6,0,176,296
"Sarnia--Lambton/Sarnia--Lambton"," 184","Courtright",47,107,2,4,47,5,1,213,362
"Sarnia--Lambton/Sarnia--Lambton"," 185","Courtright",80,89,2,1,52,1,0,225,397
"Sarnia--Lambton/Sarnia--Lambton"," 186","Corunna",69,150,5,1,69,6,0,300,474
"Sarnia--Lambton/Sarnia--Lambton"," 187","Moore",49,149,10,1,69,9,3,290,476
"Sarnia--Lambton/Sarnia--Lambton"," 188","Courtright",40,75,4,1,33,7,0,160,274
"Sarnia--Lambton/Sarnia--Lambton"," 189","Brigden",51,139,5,0,63,3,0,261,389
"Sarnia--Lambton/Sarnia--Lambton"," 190","Brigden",59,139,3,2,72,4,1,280,421
"Sarnia--Lambton/Sarnia--Lambton"," 191","Sombra",47,128,2,2,54,5,0,238,338
"Sarnia--Lambton/Sarnia--Lambton"," 192","Sombra",51,131,3,0,48,5,0,238,365
"Sarnia--Lambton/Sarnia--Lambton"," 193","Sombra",41,119,4,2,84,4,3,257,434
"Sarnia--Lambton/Sarnia--Lambton"," 194","Sombra",52,57,8,2,26,5,0,150,202
"Sarnia--Lambton/Sarnia--Lambton"," 195","Sombra",42,131,5,0,68,5,0,251,383
"Sarnia--Lambton/Sarnia--Lambton"," 196","Sombra",64,139,4,2,69,4,0,282,404
"Sarnia--Lambton/Sarnia--Lambton"," 197","Sombra",53,154,3,0,84,12,2,308,506
"Sarnia--Lambton/Sarnia--Lambton"," 198","Sombra",44,113,3,1,46,5,1,213,306
"Sarnia--Lambton/Sarnia--Lambton"," 500","Mobile poll/Bureau itinérant",22,48,5,4,77,1,6,163,335
"Sarnia--Lambton/Sarnia--Lambton"," 501","Mobile poll/Bureau itinérant",16,31,5,6,34,3,2,97,113
"Sarnia--Lambton/Sarnia--Lambton"," 502","Mobile poll/Bureau itinérant",17,37,3,0,68,5,1,131,288
"Sarnia--Lambton/Sarnia--Lambton"," 503A","Mobile poll/Bureau itinérant",3,39,2,2,29,3,7,85,131
"Sarnia--Lambton/Sarnia--Lambton"," 503B","Mobile poll/Bureau itinérant",17,90,6,3,43,1,6,166,125
"Sarnia--Lambton/Sarnia--Lambton"," 600","Sarnia",83,488,16,2,269,23,8,889,
"Sarnia--Lambton/Sarnia--Lambton"," 601","Sarnia",76,284,11,2,184,21,0,578,
"Sarnia--Lambton/Sarnia--Lambton"," 602","Sarnia",91,241,4,4,201,14,4,559,
"Sarnia--Lambton/Sarnia--Lambton"," 603","Sarnia",87,144,6,2,155,14,5,413,
"Sarnia--Lambton/Sarnia--Lambton"," 604","Sarnia",77,284,15,2,168,11,2,559,
"Sarnia--Lambton/Sarnia--Lambton"," 605","Sarnia",63,368,14,2,237,17,2,703,
"Sarnia--Lambton/Sarnia--Lambton"," 606","Plympton",49,332,23,2,125,8,2,541,
"Sarnia--Lambton/Sarnia--Lambton"," 607","Petrolia",68,376,14,1,135,23,1,618,
"Sarnia--Lambton/Sarnia--Lambton"," 608","St. Clair",77,322,9,0,148,11,3,570,
"Sarnia--Lambton/Sarnia--Lambton",,Group 1/Groupe 1,17,43,0,3,69,7,2,141,257
"Sarnia--Lambton/Sarnia--Lambton",,Group 2/Groupe 2,237,1148,45,10,817,90,28,2375,
