Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Julian Ichim,Edwin Laryea,Ajmer Mandur,Ciprian Mihalcea,Pauline Richards,Andrew Telegdi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Kitchener--Waterloo/Kitchener--Waterloo"," 21A","Waterloo",0,21,64,0,16,95,1,197,301
"Kitchener--Waterloo/Kitchener--Waterloo"," 21B","Waterloo",0,25,71,0,16,92,0,204,315
"Kitchener--Waterloo/Kitchener--Waterloo"," 22","Waterloo",0,37,87,1,10,126,1,262,414
"Kitchener--Waterloo/Kitchener--Waterloo"," 23","Waterloo",0,19,65,1,13,99,0,197,299
"Kitchener--Waterloo/Kitchener--Waterloo"," 24","Waterloo",1,44,125,0,19,156,1,346,534
"Kitchener--Waterloo/Kitchener--Waterloo"," 25","Waterloo",0,55,99,2,19,151,2,328,455
"Kitchener--Waterloo/Kitchener--Waterloo"," 26","Waterloo",0,35,67,0,11,93,0,206,382
"Kitchener--Waterloo/Kitchener--Waterloo"," 27","Waterloo",0,58,97,0,16,99,1,271,422
"Kitchener--Waterloo/Kitchener--Waterloo"," 28","Waterloo",1,59,70,2,18,112,1,263,413
"Kitchener--Waterloo/Kitchener--Waterloo"," 29","Waterloo",0,28,70,1,13,116,0,228,333
"Kitchener--Waterloo/Kitchener--Waterloo"," 30","Waterloo",3,38,80,0,15,117,0,253,395
"Kitchener--Waterloo/Kitchener--Waterloo"," 31","Waterloo",0,48,51,0,20,114,0,233,397
"Kitchener--Waterloo/Kitchener--Waterloo"," 32","Waterloo",0,29,71,0,9,80,2,191,325
"Kitchener--Waterloo/Kitchener--Waterloo"," 33","Waterloo",0,37,71,1,22,123,1,255,390
"Kitchener--Waterloo/Kitchener--Waterloo"," 34","Waterloo",0,61,52,0,23,105,1,242,407
"Kitchener--Waterloo/Kitchener--Waterloo"," 35","Waterloo",1,52,55,1,23,125,0,257,414
"Kitchener--Waterloo/Kitchener--Waterloo"," 36","Waterloo",0,39,50,0,13,66,0,168,344
"Kitchener--Waterloo/Kitchener--Waterloo"," 37","Waterloo",0,50,71,2,28,101,4,256,390
"Kitchener--Waterloo/Kitchener--Waterloo"," 38","Waterloo",1,39,81,1,25,119,0,266,408
"Kitchener--Waterloo/Kitchener--Waterloo"," 39","Waterloo",0,49,65,0,14,131,0,259,400
"Kitchener--Waterloo/Kitchener--Waterloo"," 40","Waterloo",1,41,83,0,14,96,0,235,337
"Kitchener--Waterloo/Kitchener--Waterloo"," 41","Waterloo",2,47,52,2,14,127,0,244,341
"Kitchener--Waterloo/Kitchener--Waterloo"," 42","Waterloo",0,27,46,1,9,79,0,162,324
"Kitchener--Waterloo/Kitchener--Waterloo"," 43","Waterloo",1,23,46,0,7,59,0,136,329
"Kitchener--Waterloo/Kitchener--Waterloo"," 44A","Waterloo",1,20,86,1,7,93,1,209,325
"Kitchener--Waterloo/Kitchener--Waterloo"," 44B","Waterloo",1,27,69,0,10,91,1,199,334
"Kitchener--Waterloo/Kitchener--Waterloo"," 45","Waterloo",1,25,33,0,12,72,0,143,397
"Kitchener--Waterloo/Kitchener--Waterloo"," 46","Waterloo",0,27,71,0,6,105,0,209,359
"Kitchener--Waterloo/Kitchener--Waterloo"," 47","Waterloo",0,30,43,0,12,84,0,169,330
"Kitchener--Waterloo/Kitchener--Waterloo"," 48","Waterloo",0,28,92,0,19,203,1,343,523
"Kitchener--Waterloo/Kitchener--Waterloo"," 49","Waterloo",0,14,87,2,11,95,2,211,334
"Kitchener--Waterloo/Kitchener--Waterloo"," 50","Waterloo",0,33,68,0,10,116,0,227,348
"Kitchener--Waterloo/Kitchener--Waterloo"," 51","Waterloo",0,31,22,0,8,51,3,115,217
"Kitchener--Waterloo/Kitchener--Waterloo"," 52","Waterloo",2,58,74,0,13,161,0,308,462
"Kitchener--Waterloo/Kitchener--Waterloo"," 53","Waterloo",0,29,54,0,6,102,2,193,353
"Kitchener--Waterloo/Kitchener--Waterloo"," 54","Waterloo",0,19,97,1,16,125,0,258,393
"Kitchener--Waterloo/Kitchener--Waterloo"," 55","Waterloo",0,19,94,0,5,113,0,231,395
"Kitchener--Waterloo/Kitchener--Waterloo"," 56A","Waterloo",1,27,43,2,16,67,3,159,360
"Kitchener--Waterloo/Kitchener--Waterloo"," 56B","Mobile poll/Bureau itinérant",2,11,31,1,6,64,5,120,114
"Kitchener--Waterloo/Kitchener--Waterloo"," 57","Waterloo",0,32,63,0,18,100,2,215,362
"Kitchener--Waterloo/Kitchener--Waterloo"," 58","Waterloo",0,39,40,0,15,64,0,158,249
"Kitchener--Waterloo/Kitchener--Waterloo"," 59","Waterloo",0,47,91,2,11,149,1,301,453
"Kitchener--Waterloo/Kitchener--Waterloo"," 60A","Waterloo",0,19,90,0,8,89,1,207,326
"Kitchener--Waterloo/Kitchener--Waterloo"," 60B","Waterloo",1,20,71,0,9,102,0,203,335
"Kitchener--Waterloo/Kitchener--Waterloo"," 61A","Waterloo",0,31,75,0,18,89,0,213,328
"Kitchener--Waterloo/Kitchener--Waterloo"," 61B","Waterloo",1,36,79,2,25,120,2,265,423
"Kitchener--Waterloo/Kitchener--Waterloo"," 61C","Waterloo",0,33,84,0,19,137,1,274,397
"Kitchener--Waterloo/Kitchener--Waterloo"," 61D","Mobile poll/Bureau itinérant",Merged with No. 106B/Fusionné avec le nº 106B,,,,,,,,81
"Kitchener--Waterloo/Kitchener--Waterloo"," 62A","Waterloo",0,25,76,1,17,97,1,217,336
"Kitchener--Waterloo/Kitchener--Waterloo"," 62B","Waterloo",0,34,74,0,12,124,0,244,375
"Kitchener--Waterloo/Kitchener--Waterloo"," 63","Waterloo",0,32,100,2,10,128,0,272,397
"Kitchener--Waterloo/Kitchener--Waterloo"," 64A","Waterloo",1,23,83,2,7,94,0,210,338
"Kitchener--Waterloo/Kitchener--Waterloo"," 64B","Waterloo",0,21,55,0,6,91,1,174,319
"Kitchener--Waterloo/Kitchener--Waterloo"," 65","Waterloo",0,32,92,0,19,137,2,282,423
"Kitchener--Waterloo/Kitchener--Waterloo"," 66","Waterloo",2,109,65,0,28,167,2,373,581
"Kitchener--Waterloo/Kitchener--Waterloo"," 67","Waterloo",1,54,28,0,12,77,0,172,370
"Kitchener--Waterloo/Kitchener--Waterloo"," 68","Waterloo",0,47,41,1,20,98,0,207,352
"Kitchener--Waterloo/Kitchener--Waterloo"," 69","Waterloo",0,36,61,0,20,43,0,160,305
"Kitchener--Waterloo/Kitchener--Waterloo"," 70","Waterloo",0,45,22,0,5,66,0,138,286
"Kitchener--Waterloo/Kitchener--Waterloo"," 71","Waterloo",0,34,44,0,16,81,1,176,317
"Kitchener--Waterloo/Kitchener--Waterloo"," 72","Waterloo",0,61,43,0,21,91,1,217,340
"Kitchener--Waterloo/Kitchener--Waterloo"," 73","Waterloo",0,52,35,0,32,104,1,224,439
"Kitchener--Waterloo/Kitchener--Waterloo"," 74","Waterloo",1,57,43,2,20,117,1,241,399
"Kitchener--Waterloo/Kitchener--Waterloo"," 75","Waterloo",0,47,30,1,7,79,0,164,319
"Kitchener--Waterloo/Kitchener--Waterloo"," 76","Waterloo",0,31,22,0,13,49,0,115,178
"Kitchener--Waterloo/Kitchener--Waterloo"," 77","Waterloo",0,52,53,0,9,125,1,240,353
"Kitchener--Waterloo/Kitchener--Waterloo"," 78","Waterloo",1,116,80,0,34,260,2,493,710
"Kitchener--Waterloo/Kitchener--Waterloo"," 79","Waterloo",1,60,119,0,12,170,1,363,568
"Kitchener--Waterloo/Kitchener--Waterloo"," 80","Waterloo",0,8,59,0,16,84,0,167,264
"Kitchener--Waterloo/Kitchener--Waterloo"," 81","Waterloo",3,146,66,1,40,227,2,485,621
"Kitchener--Waterloo/Kitchener--Waterloo"," 82","Waterloo",2,45,58,2,17,156,0,280,462
"Kitchener--Waterloo/Kitchener--Waterloo"," 83","Waterloo",0,48,46,0,6,83,0,183,285
"Kitchener--Waterloo/Kitchener--Waterloo"," 84","Waterloo",0,48,57,0,20,143,1,269,390
"Kitchener--Waterloo/Kitchener--Waterloo"," 85","Waterloo",2,54,106,1,25,186,0,374,543
"Kitchener--Waterloo/Kitchener--Waterloo"," 86","Waterloo",2,45,92,2,20,190,1,352,651
"Kitchener--Waterloo/Kitchener--Waterloo"," 87","Waterloo",1,130,96,2,36,178,2,445,594
"Kitchener--Waterloo/Kitchener--Waterloo"," 88","Waterloo",1,125,80,1,46,252,3,508,534
"Kitchener--Waterloo/Kitchener--Waterloo"," 89","Waterloo",0,63,42,0,18,146,2,271,429
"Kitchener--Waterloo/Kitchener--Waterloo"," 90","Waterloo",0,28,55,0,18,107,0,208,287
"Kitchener--Waterloo/Kitchener--Waterloo"," 91","Waterloo",0,26,93,0,15,157,2,293,498
"Kitchener--Waterloo/Kitchener--Waterloo"," 92","Waterloo",0,33,65,0,10,143,0,251,354
"Kitchener--Waterloo/Kitchener--Waterloo"," 93","Waterloo",0,46,74,0,16,200,1,337,504
"Kitchener--Waterloo/Kitchener--Waterloo"," 94","Waterloo",0,58,44,0,12,86,2,202,311
"Kitchener--Waterloo/Kitchener--Waterloo"," 95","Waterloo",1,64,47,1,19,152,0,284,496
"Kitchener--Waterloo/Kitchener--Waterloo"," 96","Waterloo",0,65,39,0,18,81,0,203,315
"Kitchener--Waterloo/Kitchener--Waterloo"," 97","Waterloo",0,39,35,0,17,62,0,153,303
"Kitchener--Waterloo/Kitchener--Waterloo"," 98","Waterloo",0,25,58,1,10,83,0,177,302
"Kitchener--Waterloo/Kitchener--Waterloo"," 99","Waterloo",1,41,48,0,26,69,2,187,289
"Kitchener--Waterloo/Kitchener--Waterloo"," 100","Waterloo",0,32,29,2,10,98,2,173,338
"Kitchener--Waterloo/Kitchener--Waterloo"," 101","Waterloo",1,93,57,1,18,171,0,341,499
"Kitchener--Waterloo/Kitchener--Waterloo"," 102","Waterloo",1,163,124,2,44,289,0,623,760
"Kitchener--Waterloo/Kitchener--Waterloo"," 103","Waterloo",0,31,45,0,17,103,0,196,277
"Kitchener--Waterloo/Kitchener--Waterloo"," 104","Waterloo",2,33,51,1,21,122,0,230,386
"Kitchener--Waterloo/Kitchener--Waterloo"," 105","Waterloo",5,32,107,1,12,194,4,355,448
"Kitchener--Waterloo/Kitchener--Waterloo"," 106A","Waterloo",0,62,22,0,23,54,0,161,213
"Kitchener--Waterloo/Kitchener--Waterloo"," 106B","Mobile poll/Bureau itinérant",1,6,28,2,5,81,2,125,125
"Kitchener--Waterloo/Kitchener--Waterloo"," 107","Waterloo",0,25,13,0,11,52,1,102,262
"Kitchener--Waterloo/Kitchener--Waterloo"," 108","Waterloo",0,144,80,0,48,226,1,499,663
"Kitchener--Waterloo/Kitchener--Waterloo"," 109","Waterloo",0,30,112,0,15,168,1,326,473
"Kitchener--Waterloo/Kitchener--Waterloo"," 110A","Waterloo",1,44,99,0,17,150,0,311,460
"Kitchener--Waterloo/Kitchener--Waterloo"," 110B","Waterloo",0,35,103,1,17,156,1,313,479
"Kitchener--Waterloo/Kitchener--Waterloo"," 111","Waterloo",1,52,111,1,11,187,0,363,529
"Kitchener--Waterloo/Kitchener--Waterloo"," 112","Waterloo",0,39,111,1,23,184,2,360,559
"Kitchener--Waterloo/Kitchener--Waterloo"," 113A","Waterloo",1,27,65,0,17,96,0,206,321
"Kitchener--Waterloo/Kitchener--Waterloo"," 113B","Waterloo",0,32,67,3,17,78,0,197,312
"Kitchener--Waterloo/Kitchener--Waterloo"," 114","Waterloo",1,32,45,1,14,89,0,182,312
"Kitchener--Waterloo/Kitchener--Waterloo"," 115","Waterloo",0,54,84,0,12,134,4,288,483
"Kitchener--Waterloo/Kitchener--Waterloo"," 116","Waterloo",1,37,84,0,8,117,0,247,402
"Kitchener--Waterloo/Kitchener--Waterloo"," 117","Waterloo",0,49,57,0,10,94,2,212,350
"Kitchener--Waterloo/Kitchener--Waterloo"," 118","Waterloo",0,48,33,0,15,81,0,177,302
"Kitchener--Waterloo/Kitchener--Waterloo"," 119","Waterloo",1,45,83,1,11,143,2,286,371
"Kitchener--Waterloo/Kitchener--Waterloo"," 120","Waterloo",1,64,70,1,16,161,2,315,474
"Kitchener--Waterloo/Kitchener--Waterloo"," 121","Waterloo",0,53,58,0,13,88,0,212,405
"Kitchener--Waterloo/Kitchener--Waterloo"," 122","Waterloo",0,46,27,0,13,69,0,155,291
"Kitchener--Waterloo/Kitchener--Waterloo"," 123","Waterloo",0,43,79,0,19,133,2,276,424
"Kitchener--Waterloo/Kitchener--Waterloo"," 124","Waterloo",1,37,78,0,12,116,1,245,357
"Kitchener--Waterloo/Kitchener--Waterloo"," 125","Waterloo",0,55,58,1,19,124,2,259,407
"Kitchener--Waterloo/Kitchener--Waterloo"," 126","Waterloo",0,44,62,1,5,95,0,207,296
"Kitchener--Waterloo/Kitchener--Waterloo"," 127","Waterloo",0,40,49,0,8,67,0,164,275
"Kitchener--Waterloo/Kitchener--Waterloo"," 128","Waterloo",1,44,44,2,15,109,0,215,329
"Kitchener--Waterloo/Kitchener--Waterloo"," 129","Waterloo",0,33,65,0,8,106,1,213,307
"Kitchener--Waterloo/Kitchener--Waterloo"," 130","Waterloo",0,54,28,0,22,70,0,174,280
"Kitchener--Waterloo/Kitchener--Waterloo"," 131","Waterloo",0,136,58,1,36,175,1,407,565
"Kitchener--Waterloo/Kitchener--Waterloo"," 132","Waterloo",0,66,74,0,14,126,1,281,391
"Kitchener--Waterloo/Kitchener--Waterloo"," 133","Waterloo",0,43,25,1,25,57,2,153,317
"Kitchener--Waterloo/Kitchener--Waterloo"," 134","Waterloo",0,54,58,1,23,100,1,237,329
"Kitchener--Waterloo/Kitchener--Waterloo"," 135","Waterloo",0,54,35,0,31,94,0,214,307
"Kitchener--Waterloo/Kitchener--Waterloo"," 136","Waterloo",1,102,57,1,29,158,1,349,572
"Kitchener--Waterloo/Kitchener--Waterloo"," 137","Waterloo",2,62,50,0,14,121,1,250,407
"Kitchener--Waterloo/Kitchener--Waterloo"," 138","Waterloo",0,22,105,0,12,169,3,311,413
"Kitchener--Waterloo/Kitchener--Waterloo"," 139","Waterloo",0,61,35,0,16,100,0,212,305
"Kitchener--Waterloo/Kitchener--Waterloo"," 140","Waterloo",0,63,49,2,27,120,1,262,435
"Kitchener--Waterloo/Kitchener--Waterloo"," 141","Waterloo",1,53,34,1,13,125,2,229,344
"Kitchener--Waterloo/Kitchener--Waterloo"," 142","Waterloo",2,53,63,1,19,85,2,225,422
"Kitchener--Waterloo/Kitchener--Waterloo"," 143","Waterloo",1,65,55,1,21,104,0,247,399
"Kitchener--Waterloo/Kitchener--Waterloo"," 144","Waterloo",0,76,58,0,28,142,0,304,418
"Kitchener--Waterloo/Kitchener--Waterloo"," 145A","Waterloo",3,96,41,1,33,152,1,327,509
"Kitchener--Waterloo/Kitchener--Waterloo"," 145B","Mobile poll/Bureau itinérant",Merged with No. 56B/Fusionné avec le nº 56B,,,,,,,,52
"Kitchener--Waterloo/Kitchener--Waterloo"," 146","Waterloo",0,44,35,0,28,86,1,194,288
"Kitchener--Waterloo/Kitchener--Waterloo"," 147","Waterloo",0,71,44,0,20,114,0,249,367
"Kitchener--Waterloo/Kitchener--Waterloo"," 148","Waterloo",1,67,50,0,23,86,1,228,398
"Kitchener--Waterloo/Kitchener--Waterloo"," 149","Waterloo",0,73,68,1,21,128,0,291,444
"Kitchener--Waterloo/Kitchener--Waterloo"," 150","Waterloo",1,33,76,0,9,176,0,295,440
"Kitchener--Waterloo/Kitchener--Waterloo"," 151","Waterloo",0,26,102,4,21,201,1,355,560
"Kitchener--Waterloo/Kitchener--Waterloo"," 152","Waterloo",0,50,105,0,26,113,1,295,459
"Kitchener--Waterloo/Kitchener--Waterloo"," 153","Waterloo",0,43,63,0,10,130,2,248,382
"Kitchener--Waterloo/Kitchener--Waterloo"," 154","Waterloo",3,37,90,0,14,135,1,280,461
"Kitchener--Waterloo/Kitchener--Waterloo"," 155","Waterloo",1,31,58,0,16,118,1,225,204
"Kitchener--Waterloo/Kitchener--Waterloo"," 156A","Waterloo",Merged with No. 155/Fusionné avec le nº 155,,,,,,,,177
"Kitchener--Waterloo/Kitchener--Waterloo"," 156B","Mobile poll/Bureau itinérant",Merged with No. 56B/Fusionné avec le nº 56B,,,,,,,,49
"Kitchener--Waterloo/Kitchener--Waterloo"," 157","Waterloo",0,35,61,0,13,131,0,240,353
"Kitchener--Waterloo/Kitchener--Waterloo"," 158","Waterloo",1,27,47,1,10,88,0,174,297
"Kitchener--Waterloo/Kitchener--Waterloo"," 159","Waterloo",0,37,32,2,9,104,0,184,273
"Kitchener--Waterloo/Kitchener--Waterloo"," 160","Waterloo",0,35,56,0,22,137,0,250,344
"Kitchener--Waterloo/Kitchener--Waterloo"," 161","Waterloo",3,58,113,0,12,169,0,355,475
"Kitchener--Waterloo/Kitchener--Waterloo"," 162","Waterloo",0,50,41,1,14,152,2,260,373
"Kitchener--Waterloo/Kitchener--Waterloo"," 163","Waterloo",1,44,61,0,11,110,0,227,357
"Kitchener--Waterloo/Kitchener--Waterloo"," 164","Waterloo",2,34,70,0,14,78,1,199,347
"Kitchener--Waterloo/Kitchener--Waterloo"," 165","Waterloo",0,10,43,0,14,118,0,185,309
"Kitchener--Waterloo/Kitchener--Waterloo"," 166","Waterloo",0,69,83,1,25,148,0,326,517
"Kitchener--Waterloo/Kitchener--Waterloo"," 167","Waterloo",3,86,88,1,20,153,0,351,501
"Kitchener--Waterloo/Kitchener--Waterloo"," 168","Kitchener",0,15,85,1,8,127,1,237,385
"Kitchener--Waterloo/Kitchener--Waterloo"," 169A","Kitchener",0,23,78,0,2,73,0,176,297
"Kitchener--Waterloo/Kitchener--Waterloo"," 169B","Kitchener",0,28,61,0,3,62,1,155,303
"Kitchener--Waterloo/Kitchener--Waterloo"," 170","Kitchener",1,25,70,0,9,147,1,253,409
"Kitchener--Waterloo/Kitchener--Waterloo"," 171","Kitchener",0,60,86,3,14,126,4,293,457
"Kitchener--Waterloo/Kitchener--Waterloo"," 172","Kitchener",1,32,54,0,14,88,0,189,379
"Kitchener--Waterloo/Kitchener--Waterloo"," 173","Kitchener",0,45,61,3,30,139,0,278,489
"Kitchener--Waterloo/Kitchener--Waterloo"," 174A","Kitchener",0,20,89,0,9,103,0,221,374
"Kitchener--Waterloo/Kitchener--Waterloo"," 174B","Kitchener",0,28,87,0,10,114,1,240,394
"Kitchener--Waterloo/Kitchener--Waterloo"," 175","Kitchener",0,24,104,1,12,159,3,303,471
"Kitchener--Waterloo/Kitchener--Waterloo"," 176","Kitchener",0,27,87,0,16,168,0,298,415
"Kitchener--Waterloo/Kitchener--Waterloo"," 177","Kitchener",1,45,104,1,11,126,0,288,563
"Kitchener--Waterloo/Kitchener--Waterloo"," 178A","Kitchener",1,30,75,2,1,73,1,183,308
"Kitchener--Waterloo/Kitchener--Waterloo"," 178B","Kitchener",3,29,45,3,10,101,2,193,333
"Kitchener--Waterloo/Kitchener--Waterloo"," 179","Kitchener",0,32,63,2,5,69,1,172,381
"Kitchener--Waterloo/Kitchener--Waterloo"," 180","Kitchener",1,51,106,0,14,123,3,298,530
"Kitchener--Waterloo/Kitchener--Waterloo"," 181","Kitchener",0,55,56,0,8,91,0,210,410
"Kitchener--Waterloo/Kitchener--Waterloo"," 182A","Kitchener",1,28,53,0,13,59,0,154,328
"Kitchener--Waterloo/Kitchener--Waterloo"," 182B","Kitchener",0,37,43,1,3,65,2,151,289
"Kitchener--Waterloo/Kitchener--Waterloo"," 182C","Mobile poll/Bureau itinérant",Merged with No. 1E/Fusionné avec le nº 1E,,,,,,,,60
"Kitchener--Waterloo/Kitchener--Waterloo"," 183","Kitchener",0,24,52,0,17,109,1,203,283
"Kitchener--Waterloo/Kitchener--Waterloo"," 184","Kitchener",1,49,44,1,36,114,0,245,350
"Kitchener--Waterloo/Kitchener--Waterloo"," 185","Kitchener",0,39,80,1,16,124,0,260,366
"Kitchener--Waterloo/Kitchener--Waterloo"," 186","Kitchener",0,54,43,2,22,78,0,199,284
"Kitchener--Waterloo/Kitchener--Waterloo"," 187","Kitchener",3,44,43,0,15,85,0,190,316
"Kitchener--Waterloo/Kitchener--Waterloo"," 188","Kitchener",0,79,39,1,27,82,0,228,379
"Kitchener--Waterloo/Kitchener--Waterloo"," 189","Kitchener",0,62,70,1,26,117,1,277,475
"Kitchener--Waterloo/Kitchener--Waterloo"," 190","Kitchener",0,63,30,1,17,101,0,212,345
"Kitchener--Waterloo/Kitchener--Waterloo"," 191","Kitchener",2,59,22,0,15,76,0,174,244
"Kitchener--Waterloo/Kitchener--Waterloo"," 192","Kitchener",1,68,22,1,24,98,1,215,360
"Kitchener--Waterloo/Kitchener--Waterloo"," 193","Kitchener",1,51,48,2,20,71,1,194,324
"Kitchener--Waterloo/Kitchener--Waterloo"," 194","Kitchener",0,45,85,1,22,132,0,285,448
"Kitchener--Waterloo/Kitchener--Waterloo"," 195A","Kitchener",0,18,66,0,16,71,2,173,313
"Kitchener--Waterloo/Kitchener--Waterloo"," 195B","Kitchener",0,20,55,2,16,79,0,172,321
"Kitchener--Waterloo/Kitchener--Waterloo"," 195C","Kitchener",1,17,85,1,12,62,0,178,289
"Kitchener--Waterloo/Kitchener--Waterloo"," 196","Kitchener",1,54,64,1,17,69,1,207,378
"Kitchener--Waterloo/Kitchener--Waterloo"," 197","Kitchener",0,49,74,0,17,70,0,210,358
"Kitchener--Waterloo/Kitchener--Waterloo"," 198","Kitchener",3,85,103,0,32,114,1,338,561
"Kitchener--Waterloo/Kitchener--Waterloo"," 199","Kitchener",0,23,34,0,11,25,1,94,229
"Kitchener--Waterloo/Kitchener--Waterloo"," 200","Kitchener",0,32,43,0,21,80,1,177,361
"Kitchener--Waterloo/Kitchener--Waterloo"," 201","Kitchener",0,64,72,0,20,103,1,260,349
"Kitchener--Waterloo/Kitchener--Waterloo"," 202","Kitchener",2,65,55,0,9,104,0,235,368
"Kitchener--Waterloo/Kitchener--Waterloo"," 203","Kitchener",0,62,42,0,12,59,2,177,358
"Kitchener--Waterloo/Kitchener--Waterloo"," 204","Kitchener",0,39,39,1,10,60,0,149,298
"Kitchener--Waterloo/Kitchener--Waterloo"," 205","Kitchener",0,49,53,0,10,98,0,210,366
"Kitchener--Waterloo/Kitchener--Waterloo"," 206","Kitchener",1,33,54,1,12,102,0,203,322
"Kitchener--Waterloo/Kitchener--Waterloo"," 207","Kitchener",0,55,59,1,19,87,0,221,378
"Kitchener--Waterloo/Kitchener--Waterloo"," 208","Kitchener",1,63,51,1,27,97,1,241,419
"Kitchener--Waterloo/Kitchener--Waterloo"," 209","Kitchener",2,52,38,1,19,69,1,182,326
"Kitchener--Waterloo/Kitchener--Waterloo"," 210","Kitchener",1,59,40,2,14,88,0,204,349
"Kitchener--Waterloo/Kitchener--Waterloo"," 211","Kitchener",0,55,43,0,11,73,0,182,331
"Kitchener--Waterloo/Kitchener--Waterloo"," 212","Kitchener",3,46,49,2,11,87,0,198,342
"Kitchener--Waterloo/Kitchener--Waterloo"," 213","Kitchener",1,60,54,1,30,65,1,212,372
"Kitchener--Waterloo/Kitchener--Waterloo"," 214","Kitchener",0,61,48,2,17,69,1,198,363
"Kitchener--Waterloo/Kitchener--Waterloo"," 400","Waterloo",0,69,60,0,19,119,2,269,442
"Kitchener--Waterloo/Kitchener--Waterloo"," 401","Kitchener",2,34,46,4,18,74,0,178,272
"Kitchener--Waterloo/Kitchener--Waterloo"," 402","Kitchener",1,34,65,0,10,82,0,192,294
"Kitchener--Waterloo/Kitchener--Waterloo"," 403","Kitchener",0,37,60,2,8,108,0,215,277
"Kitchener--Waterloo/Kitchener--Waterloo"," 600","Waterloo",1,104,407,3,27,490,1,1033,
"Kitchener--Waterloo/Kitchener--Waterloo"," 601","Waterloo",1,72,326,1,35,234,5,674,
"Kitchener--Waterloo/Kitchener--Waterloo"," 602","Waterloo",1,87,407,3,49,392,6,945,
"Kitchener--Waterloo/Kitchener--Waterloo"," 603","Waterloo",1,57,116,0,16,145,0,335,
