Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
35097,Scarborough--Rouge Park,Ontario,35,2.8,00000,Female,53010,8005,35965,9035,1135,53305,8730,37335,7235,975,100,15.1,67.8,17,2.1,100,16.4,70,13.6,1.8,-0.6,-8.3,-3.7,24.9,16.4
35098,Scarborough Southwest,Ontario,35,3.9,00000,Both sexes,110280,18675,75105,16495,2700,106730,18450,73850,14430,2385,100,16.9,68.1,15,2.4,100,17.3,69.2,13.5,2.2,3.3,1.2,1.7,14.3,13.2
35098,Scarborough Southwest,Ontario,35,3.9,00000,Male,53215,9495,36705,7020,885,51360,9410,35935,6015,735,100,17.8,69,13.2,1.7,100,18.3,70,11.7,1.4,3.6,0.9,2.1,16.7,20.4
35098,Scarborough Southwest,Ontario,35,3.9,00000,Female,57060,9180,38405,9475,1815,55370,9040,37915,8415,1655,100,16.1,67.3,16.6,3.2,100,16.3,68.5,15.2,3,3.1,1.5,1.3,12.6,9.7
35099,Simcoe--Grey,Ontario,35,4.7,00000,Both sexes,129945,20060,81945,27935,2990,116305,18725,75920,21670,2160,100,15.4,63.1,21.5,2.3,100,16.1,65.3,18.6,1.9,11.7,7.1,7.9,28.9,38.4
35099,Simcoe--Grey,Ontario,35,4.7,00000,Male,64200,10175,40965,13060,1170,57395,9575,37705,10115,755,100,15.8,63.8,20.3,1.8,100,16.7,65.7,17.6,1.3,11.9,6.3,8.6,29.1,55
35099,Simcoe--Grey,Ontario,35,4.7,00000,Female,65745,9885,40985,14875,1820,58910,9145,38210,11555,1405,100,15,62.3,22.6,2.8,100,15.5,64.9,19.6,2.4,11.6,8.1,7.3,28.7,29.5
35100,Simcoe North,Ontario,35,4.4,00000,Both sexes,111330,15125,69970,26235,3255,108700,15535,71145,22020,2870,100,13.6,62.8,23.6,2.9,100,14.3,65.5,20.3,2.6,2.4,-2.6,-1.7,19.1,13.4
35100,Simcoe North,Ontario,35,4.4,00000,Male,54570,7885,34395,12290,1165,53060,8090,34950,10010,950,100,14.4,63,22.5,2.1,100,15.2,65.9,18.9,1.8,2.8,-2.5,-1.6,22.8,22.6
35100,Simcoe North,Ontario,35,4.4,00000,Female,56765,7240,35575,13950,2090,55645,7445,36195,12005,1925,100,12.8,62.7,24.6,3.7,100,13.4,65,21.6,3.5,2,-2.8,-1.7,16.2,8.6
35101,Spadina--Fort York,Ontario,35,5.2,00100,Both sexes,115505,7380,99765,8360,825,82475,5670,70295,6520,640,100,6.4,86.4,7.2,0.7,100,6.9,85.2,7.9,0.8,40,30.2,41.9,28.2,28.9
35101,Spadina--Fort York,Ontario,35,5.2,00100,Male,57815,3770,50380,3670,315,41135,2875,35405,2850,225,100,6.5,87.1,6.3,0.5,100,7,86.1,6.9,0.5,40.5,31.1,42.3,28.8,40
35101,Spadina--Fort York,Ontario,35,5.2,00100,Female,57690,3615,49385,4690,510,41345,2790,34885,3670,415,100,6.3,85.6,8.1,0.9,100,6.7,84.4,8.9,1,39.5,29.6,41.6,27.8,22.9
35102,Stormont--Dundas--South Glengarry,Ontario,35,4.5,00000,Both sexes,103320,16340,64750,22225,2855,100915,15810,66465,18635,2425,100,15.8,62.7,21.5,2.8,100,15.7,65.9,18.5,2.4,2.4,3.4,-2.6,19.3,17.7
35102,Stormont--Dundas--South Glengarry,Ontario,35,4.5,00000,Male,50600,8360,32005,10235,985,49260,8060,32790,8405,775,100,16.5,63.3,20.2,1.9,100,16.4,66.6,17.1,1.6,2.7,3.7,-2.4,21.8,27.1
35102,Stormont--Dundas--South Glengarry,Ontario,35,4.5,00000,Female,52720,7985,32750,11995,1875,51655,7750,33675,10235,1650,100,15.1,62.1,22.8,3.6,100,15,65.2,19.8,3.2,2.1,3,-2.7,17.2,13.6
35103,Sudbury,Ontario,35,4.9,00000,Both sexes,91530,13020,59755,18755,3005,92040,12970,62115,16960,2365,100,14.2,65.3,20.5,3.3,100,14.1,67.5,18.4,2.6,-0.6,0.4,-3.8,10.6,27.1
35103,Sudbury,Ontario,35,4.9,00000,Male,43865,6580,29295,7995,955,44120,6600,30390,7140,755,100,15,66.8,18.2,2.2,100,15,68.9,16.2,1.7,-0.6,-0.3,-3.6,12,26.5
35103,Sudbury,Ontario,35,4.9,00000,Female,47665,6445,30460,10760,2045,47920,6370,31725,9820,1610,100,13.5,63.9,22.6,4.3,100,13.3,66.2,20.5,3.4,-0.5,1.2,-4,9.6,27
35104,Thornhill,Ontario,35,2.3,00000,Both sexes,112720,18130,75400,19190,2545,110425,19130,76750,14550,1960,100,16.1,66.9,17,2.3,100,17.3,69.5,13.2,1.8,2.1,-5.2,-1.8,31.9,29.8
35104,Thornhill,Ontario,35,2.3,00000,Male,54180,9235,36180,8760,970,53265,9800,36970,6490,755,100,17,66.8,16.2,1.8,100,18.4,69.4,12.2,1.4,1.7,-5.8,-2.1,35,28.5
35104,Thornhill,Ontario,35,2.3,00000,Female,58540,8890,39220,10430,1575,57165,9330,39785,8055,1210,100,15.2,67,17.8,2.7,100,16.3,69.6,14.1,2.1,2.4,-4.7,-1.4,29.5,30.2
35105,Thunder Bay--Rainy River,Ontario,35,5.2,00000,Both sexes,82805,12865,53825,16120,2290,82990,13045,56030,13915,1965,100,15.5,65,19.5,2.8,100,15.7,67.5,16.8,2.4,-0.2,-1.4,-3.9,15.8,16.5
35105,Thunder Bay--Rainy River,Ontario,35,5.2,00000,Male,40990,6625,26855,7505,825,40750,6630,27860,6265,650,100,16.2,65.5,18.3,2,100,16.3,68.4,15.4,1.6,0.6,-0.1,-3.6,19.8,26.9
35105,Thunder Bay--Rainy River,Ontario,35,5.2,00000,Female,41815,6240,26970,8610,1460,42240,6420,28170,7650,1315,100,14.9,64.5,20.6,3.5,100,15.2,66.7,18.1,3.1,-1,-2.8,-4.3,12.5,11
35106,Thunder Bay--Superior North,Ontario,35,5.5,00000,Both sexes,82650,12285,54330,16045,2210,82825,12650,56245,13930,2030,100,14.9,65.7,19.4,2.7,100,15.3,67.9,16.8,2.5,-0.2,-2.9,-3.4,15.2,8.9
35106,Thunder Bay--Superior North,Ontario,35,5.5,00000,Male,40930,6370,27190,7375,750,40780,6505,27985,6290,650,100,15.6,66.4,18,1.8,100,16,68.6,15.4,1.6,0.4,-2.1,-2.8,17.2,15.4
35106,Thunder Bay--Superior North,Ontario,35,5.5,00000,Female,41720,5915,27140,8670,1460,42045,6140,28260,7645,1380,100,14.2,65.1,20.8,3.5,100,14.6,67.2,18.2,3.3,-0.8,-3.7,-4,13.4,5.8
35107,Timmins--James Bay,Ontario,35,5.9,00000,Both sexes,83255,14850,54660,13750,1500,83105,14520,56110,12475,1430,100,17.8,65.7,16.5,1.8,100,17.5,67.5,15,1.7,0.2,2.3,-2.6,10.2,4.9
35107,Timmins--James Bay,Ontario,35,5.9,00000,Male,41610,7555,27605,6450,515,41425,7490,28250,5680,445,100,18.2,66.3,15.5,1.2,100,18.1,68.2,13.7,1.1,0.4,0.9,-2.3,13.6,15.7
35107,Timmins--James Bay,Ontario,35,5.9,00000,Female,41655,7295,27055,7300,985,41680,7035,27855,6790,990,100,17.5,65,17.5,2.4,100,16.9,66.8,16.3,2.4,-0.1,3.7,-2.9,7.5,-0.5
35108,Toronto Centre,Ontario,35,6.9,00100,Both sexes,103805,8385,84670,10750,1055,93970,8485,76900,8580,805,100,8.1,81.6,10.4,1,100,9,81.8,9.1,0.9,10.5,-1.2,10.1,25.3,31.1
35108,Toronto Centre,Ontario,35,6.9,00100,Male,55880,4235,46275,5365,385,50885,4270,42505,4120,250,100,7.6,82.8,9.6,0.7,100,8.4,83.5,8.1,0.5,9.8,-0.8,8.9,30.2,54
35108,Toronto Centre,Ontario,35,6.9,00100,Female,47925,4150,38390,5390,670,43085,4220,34400,4460,560,100,8.7,80.1,11.2,1.4,100,9.8,79.8,10.4,1.3,11.2,-1.7,11.6,20.9,19.6
35109,Toronto--Danforth,Ontario,35,3.7,00000,Both sexes,106875,16730,75400,14745,1965,104015,15500,75525,12995,1600,100,15.7,70.5,13.8,1.8,100,14.9,72.6,12.5,1.5,2.7,7.9,-0.2,13.5,22.8
35109,Toronto--Danforth,Ontario,35,3.7,00000,Male,52320,8645,36935,6740,730,50870,7930,37165,5780,535,100,16.5,70.6,12.9,1.4,100,15.6,73.1,11.4,1.1,2.9,9,-0.6,16.6,36.4
35109,Toronto--Danforth,Ontario,35,3.7,00000,Female,54555,8080,38465,8005,1235,53145,7565,38360,7215,1065,100,14.8,70.5,14.7,2.3,100,14.2,72.2,13.6,2,2.7,6.8,0.3,10.9,16
35110,University--Rosedale,Ontario,35,5.8,00100,Both sexes,104310,9250,77315,17745,2915,98610,8610,74440,15555,2375,100,8.9,74.1,17,2.8,100,8.7,75.5,15.8,2.4,5.8,7.4,3.9,14.1,22.7
35110,University--Rosedale,Ontario,35,5.8,00100,Male,49785,4640,37375,7770,1060,47410,4285,36360,6765,765,100,9.3,75.1,15.6,2.1,100,9,76.7,14.3,1.6,5,8.3,2.8,14.9,38.6
35110,University--Rosedale,Ontario,35,5.8,00100,Female,54525,4610,39940,9975,1855,51195,4330,38080,8785,1605,100,8.5,73.3,18.3,3.4,100,8.5,74.4,17.2,3.1,6.5,6.5,4.9,13.5,15.6
35111,Vaughan--Woodbridge,Ontario,35,2.3,00000,Both sexes,105225,18340,69485,17400,1930,105450,20950,70820,13675,1265,100,17.4,66,16.5,1.8,100,19.9,67.2,13,1.2,-0.2,-12.5,-1.9,27.2,52.6
35111,Vaughan--Woodbridge,Ontario,35,2.3,00000,Male,51490,9425,33755,8305,795,51760,10695,34410,6650,440,100,18.3,65.6,16.1,1.5,100,20.7,66.5,12.8,0.9,-0.5,-11.9,-1.9,24.9,80.7
35111,Vaughan--Woodbridge,Ontario,35,2.3,00000,Female,53735,8910,35730,9095,1140,53690,10255,36410,7025,820,100,16.6,66.5,16.9,2.1,100,19.1,67.8,13.1,1.5,0.1,-13.1,-1.9,29.5,39
35112,Waterloo,Ontario,35,4.0,00000,Both sexes,110135,17500,76955,15685,2320,103195,17690,72690,12810,1775,100,15.9,69.9,14.2,2.1,100,17.1,70.4,12.4,1.7,6.7,-1.1,5.9,22.4,30.7
35112,Waterloo,Ontario,35,4.0,00000,Male,55105,8955,38875,7270,1020,51120,9020,36460,5640,575,100,16.3,70.5,13.2,1.9,100,17.6,71.3,11,1.1,7.8,-0.7,6.6,28.9,77.4
35112,Waterloo,Ontario,35,4.0,00000,Female,55035,8535,38080,8415,1305,52070,8675,36230,7165,1205,100,15.5,69.2,15.3,2.4,100,16.7,69.6,13.8,2.3,5.7,-1.6,5.1,17.4,8.3
35113,Wellington--Halton Hills,Ontario,35,3.2,00000,Both sexes,120980,21210,80325,19445,2235,115880,22015,77840,16020,1685,100,17.5,66.4,16.1,1.8,100,19,67.2,13.8,1.5,4.4,-3.7,3.2,21.4,32.6
35113,Wellington--Halton Hills,Ontario,35,3.2,00000,Male,60175,11025,40080,9075,860,57535,11245,38815,7475,545,100,18.3,66.6,15.1,1.4,100,19.5,67.5,13,0.9,4.6,-2,3.3,21.4,57.8
35113,Wellington--Halton Hills,Ontario,35,3.2,00000,Female,60805,10185,40250,10370,1375,58350,10775,39030,8540,1145,100,16.8,66.2,17.1,2.3,100,18.5,66.9,14.6,2,4.2,-5.5,3.1,21.4,20.1
35114,Whitby,Ontario,35,2.8,00000,Both sexes,128375,25535,86315,16525,2155,122025,25345,84090,12590,1560,100,19.9,67.2,12.9,1.7,100,20.8,68.9,10.3,1.3,5.2,0.7,2.6,31.3,38.1
35114,Whitby,Ontario,35,2.8,00000,Male,62535,13115,42095,7320,735,59415,12975,40965,5470,485,100,21,67.3,11.7,1.2,100,21.8,68.9,9.2,0.8,5.3,1.1,2.8,33.8,51.5
35114,Whitby,Ontario,35,2.8,00000,Female,65840,12415,44215,9215,1415,62605,12370,43120,7120,1075,100,18.9,67.2,14,2.1,100,19.8,68.9,11.4,1.7,5.2,0.4,2.5,29.4,31.6
35115,Willowdale,Ontario,35,3.6,00000,Both sexes,118800,13580,86435,18790,3130,109680,12605,80875,16205,2620,100,11.4,72.8,15.8,2.6,100,11.5,73.7,14.8,2.4,8.3,7.7,6.9,16,19.5
35115,Willowdale,Ontario,35,3.6,00000,Male,55980,7040,40845,8095,1135,51945,6495,38555,6900,910,100,12.6,73,14.5,2,100,12.5,74.2,13.3,1.8,7.8,8.4,5.9,17.3,24.7
35115,Willowdale,Ontario,35,3.6,00000,Female,62820,6540,45590,10695,1995,57730,6110,42320,9300,1715,100,10.4,72.6,17,3.2,100,10.6,73.3,16.1,3,8.8,7,7.7,15,16.3
35116,Windsor--Tecumseh,Ontario,35,3.2,00000,Both sexes,117430,18555,76150,22720,2955,115525,19065,77790,18675,2430,100,15.8,64.8,19.3,2.5,100,16.5,67.3,16.2,2.1,1.6,-2.7,-2.1,21.7,21.6
35116,Windsor--Tecumseh,Ontario,35,3.2,00000,Male,56555,9535,36975,10040,980,55540,9825,37580,8140,775,100,16.9,65.4,17.8,1.7,100,17.7,67.7,14.7,1.4,1.8,-3,-1.6,23.3,26.5
35116,Windsor--Tecumseh,Ontario,35,3.2,00000,Female,60875,9020,39175,12680,1975,59985,9240,40205,10530,1655,100,14.8,64.4,20.8,3.2,100,15.4,67,17.6,2.8,1.5,-2.4,-2.6,20.4,19.3
35117,Windsor West,Ontario,35,4.0,00000,Both sexes,122985,20395,82560,20035,3205,118975,20930,79990,18050,2660,100,16.6,67.1,16.3,2.6,100,17.6,67.2,15.2,2.2,3.4,-2.6,3.2,11,20.5
35117,Windsor West,Ontario,35,4.0,00000,Male,60755,10375,41520,8860,1080,58350,10705,39810,7830,855,100,17.1,68.3,14.6,1.8,100,18.3,68.2,13.4,1.5,4.1,-3.1,4.3,13.2,26.3
35117,Windsor West,Ontario,35,4.0,00000,Female,62235,10020,41045,11175,2120,60620,10220,40180,10220,1800,100,16.1,66,18,3.4,100,16.9,66.3,16.9,3,2.7,-2,2.2,9.3,17.8
35118,York Centre,Ontario,35,3.3,00000,Both sexes,104320,15755,70870,17695,3180,100280,16130,67340,16805,2875,100,15.1,67.9,17,3,100,16.1,67.2,16.8,2.9,4,-2.3,5.2,5.3,10.6
35118,York Centre,Ontario,35,3.3,00000,Male,49205,8185,33480,7540,1135,47305,8365,31895,7050,1095,100,16.6,68,15.3,2.3,100,17.7,67.4,14.9,2.3,4,-2.2,5,7,3.7
35118,York Centre,Ontario,35,3.3,00000,Female,55120,7565,37395,10160,2040,52970,7770,35450,9750,1785,100,13.7,67.8,18.4,3.7,100,14.7,66.9,18.4,3.4,4.1,-2.6,5.5,4.2,14.3
35119,York--Simcoe,Ontario,35,3.3,00000,Both sexes,104010,18440,71270,14300,1595,94615,16935,66685,11000,1155,100,17.7,68.5,13.7,1.5,100,17.9,70.5,11.6,1.2,9.9,8.9,6.9,30,38.1
35119,York--Simcoe,Ontario,35,3.3,00000,Male,51640,9340,35575,6730,570,47145,8595,33480,5075,400,100,18.1,68.9,13,1.1,100,18.2,71,10.8,0.8,9.5,8.7,6.3,32.6,42.5
35119,York--Simcoe,Ontario,35,3.3,00000,Female,52370,9095,35700,7575,1030,47470,8335,33205,5920,755,100,17.4,68.2,14.5,2,100,17.6,69.9,12.5,1.6,10.3,9.1,7.5,28,36.4
35120,York South--Weston,Ontario,35,4.2,00000,Both sexes,116685,19580,79630,17475,2665,116605,21125,79015,16465,2105,100,16.8,68.2,15,2.3,100,18.1,67.8,14.1,1.8,0.1,-7.3,0.8,6.1,26.6
35120,York South--Weston,Ontario,35,4.2,00000,Male,55325,9930,38055,7350,940,55260,10760,37610,6895,685,100,17.9,68.8,13.3,1.7,100,19.5,68.1,12.5,1.2,0.1,-7.7,1.2,6.6,37.2
35120,York South--Weston,Ontario,35,4.2,00000,Female,61355,9655,41580,10130,1725,61345,10360,41405,9575,1420,100,15.7,67.8,16.5,2.8,100,16.9,67.5,15.6,2.3,0,-6.8,0.4,5.8,21.5
35121,Humber River--Black Creek,Ontario,35,3.7,00000,Both sexes,108035,20085,72325,15630,1975,108200,21605,72220,14370,1290,100,18.6,66.9,14.5,1.8,100,20,66.7,13.3,1.2,-0.2,-7,0.1,8.8,53.1
35121,Humber River--Black Creek,Ontario,35,3.7,00000,Male,51725,10145,34695,6890,860,51870,10955,34430,6480,520,100,19.6,67.1,13.3,1.7,100,21.1,66.4,12.5,1,-0.3,-7.4,0.8,6.3,65.4
35121,Humber River--Black Creek,Ontario,35,3.7,00000,Female,56310,9940,37625,8740,1105,56330,10650,37785,7885,770,100,17.7,66.8,15.5,2,100,18.9,67.1,14,1.4,0,-6.7,-0.4,10.8,43.5
46001,Brandon--Souris,Manitoba,46,4.3,00000,Both sexes,88170,16885,55860,15425,2690,83815,15395,54830,13585,2390,100,19.2,63.4,17.5,3.1,100,18.4,65.4,16.2,2.9,5.2,9.7,1.9,13.5,12.6
46001,Brandon--Souris,Manitoba,46,4.3,00000,Male,43275,8700,27740,6835,945,41010,7830,27260,5915,800,100,20.1,64.1,15.8,2.2,100,19.1,66.5,14.4,2,5.5,11.1,1.8,15.6,18.1
46001,Brandon--Souris,Manitoba,46,4.3,00000,Female,44895,8185,28120,8590,1750,42805,7560,27570,7675,1595,100,18.2,62.6,19.1,3.9,100,17.7,64.4,17.9,3.7,4.9,8.3,2,11.9,9.7
46002,Charleswood--St. James--Assiniboia--Headingley,Manitoba,46,3.7,00000,Both sexes,82570,12320,53180,17080,2665,81860,12010,54470,15380,2465,100,14.9,64.4,20.7,3.2,100,14.7,66.5,18.8,3,0.9,2.6,-2.4,11.1,8.1
46002,Charleswood--St. James--Assiniboia--Headingley,Manitoba,46,3.7,00000,Male,40075,6280,26310,7485,965,39355,6130,26560,6670,790,100,15.7,65.7,18.7,2.4,100,15.6,67.5,16.9,2,1.8,2.4,-0.9,12.2,22.2
46002,Charleswood--St. James--Assiniboia--Headingley,Manitoba,46,3.7,00000,Female,42500,6045,26865,9590,1700,42505,5880,27915,8710,1675,100,14.2,63.2,22.6,4,100,13.8,65.7,20.5,3.9,0,2.8,-3.8,10.1,1.5
46003,Churchill--Keewatinook Aski,Manitoba,46,9.7,00100,Both sexes,87025,26375,54295,6360,445,85145,26390,53625,5130,400,100,30.3,62.4,7.3,0.5,100,31,63,6,0.5,2.2,-0.1,1.2,24,11.3
46003,Churchill--Keewatinook Aski,Manitoba,46,9.7,00100,Male,43995,13445,27330,3225,165,43170,13495,27220,2460,135,100,30.6,62.1,7.3,0.4,100,31.3,63.1,5.7,0.3,1.9,-0.4,0.4,31.1,22.2
46003,Churchill--Keewatinook Aski,Manitoba,46,9.7,00100,Female,43035,12930,26965,3135,275,41975,12895,26410,2670,265,100,30,62.7,7.3,0.6,100,30.7,62.9,6.4,0.6,2.5,0.3,2.1,17.4,3.8
46004,Dauphin--Swan River--Neepawa,Manitoba,46,5.8,00000,Both sexes,87525,17545,52185,17795,2930,87375,17425,53455,16490,2875,100,20,59.6,20.3,3.3,100,19.9,61.2,18.9,3.3,0.2,0.7,-2.4,7.9,1.9
46004,Dauphin--Swan River--Neepawa,Manitoba,46,5.8,00000,Male,43555,9020,26255,8285,1070,43505,8930,26950,7625,1005,100,20.7,60.3,19,2.5,100,20.5,61.9,17.5,2.3,0.1,1,-2.6,8.7,6.5
46004,Dauphin--Swan River--Neepawa,Manitoba,46,5.8,00000,Female,43970,8530,25930,9510,1860,43870,8495,26510,8865,1870,100,19.4,59,21.6,4.2,100,19.4,60.4,20.2,4.3,0.2,0.4,-2.2,7.3,-0.5
46005,Elmwood--Transcona,Manitoba,46,2.9,00000,Both sexes,92735,17085,62835,12815,1990,85910,15515,59165,11225,1705,100,18.4,67.8,13.8,2.1,100,18.1,68.9,13.1,2,7.9,10.1,6.2,14.2,16.7
46005,Elmwood--Transcona,Manitoba,46,2.9,00000,Male,45585,8860,31225,5500,615,42015,7945,29260,4815,530,100,19.4,68.5,12.1,1.3,100,18.9,69.6,11.5,1.3,8.5,11.5,6.7,14.2,16
46005,Elmwood--Transcona,Manitoba,46,2.9,00000,Female,47150,8225,31605,7320,1375,43890,7570,29910,6415,1175,100,17.4,67,15.5,2.9,100,17.2,68.1,14.6,2.7,7.4,8.7,5.7,14.1,17
46006,Kildonan--St. Paul,Manitoba,46,2.4,00000,Both sexes,84080,13560,54810,15705,2515,81790,13420,54520,13855,2240,100,16.1,65.2,18.7,3,100,16.4,66.7,16.9,2.7,2.8,1,0.5,13.4,12.3
46006,Kildonan--St. Paul,Manitoba,46,2.4,00000,Male,40385,6950,26875,6560,765,39125,6885,26630,5615,665,100,17.2,66.5,16.2,1.9,100,17.6,68.1,14.4,1.7,3.2,0.9,0.9,16.8,15
46006,Kildonan--St. Paul,Manitoba,46,2.4,00000,Female,43690,6610,27940,9140,1750,42665,6540,27890,8240,1580,100,15.1,64,20.9,4,100,15.3,65.4,19.3,3.7,2.4,1.1,0.2,10.9,10.8
46007,Portage--Lisgar,Manitoba,46,4.3,00000,Both sexes,97355,22765,60515,14075,2160,91020,21315,57065,12645,2130,100,23.4,62.2,14.5,2.2,100,23.4,62.7,13.9,2.3,7,6.8,6,11.3,1.4
46007,Portage--Lisgar,Manitoba,46,4.3,00000,Male,48550,11730,30415,6405,710,45250,11065,28585,5605,700,100,24.2,62.6,13.2,1.5,100,24.5,63.2,12.4,1.5,7.3,6,6.4,14.3,1.4
46007,Portage--Lisgar,Manitoba,46,4.3,00000,Female,48805,11035,30100,7675,1450,45770,10245,28480,7040,1430,100,22.6,61.7,15.7,3,100,22.4,62.2,15.4,3.1,6.6,7.7,5.7,9,1.4
46008,Provencher,Manitoba,46,4.0,00000,Both sexes,99945,23190,64170,12585,1395,88640,20645,57730,10260,1220,100,23.2,64.2,12.6,1.4,100,23.3,65.1,11.6,1.4,12.8,12.3,11.2,22.7,14.3
46008,Provencher,Manitoba,46,4.0,00000,Male,50435,11830,32375,6220,550,44720,10540,29215,4965,425,100,23.5,64.2,12.3,1.1,100,23.6,65.3,11.1,1,12.8,12.2,10.8,25.3,29.4
46008,Provencher,Manitoba,46,4.0,00000,Female,49510,11360,31790,6360,845,43920,10105,28520,5300,795,100,22.9,64.2,12.8,1.7,100,23,64.9,12.1,1.8,12.7,12.4,11.5,20,6.3
46009,Saint Boniface--Saint Vital,Manitoba,46,3.2,00000,Both sexes,89820,14765,59280,15775,2370,84325,13690,56520,14115,2130,100,16.4,66,17.6,2.6,100,16.2,67,16.7,2.5,6.5,7.9,4.9,11.8,11.3
46009,Saint Boniface--Saint Vital,Manitoba,46,3.2,00000,Male,43305,7470,29125,6715,805,40575,6955,27795,5820,600,100,17.2,67.3,15.5,1.9,100,17.1,68.5,14.3,1.5,6.7,7.4,4.8,15.4,34.2
46009,Saint Boniface--Saint Vital,Manitoba,46,3.2,00000,Female,46515,7300,30150,9060,1565,43750,6730,28720,8295,1535,100,15.7,64.8,19.5,3.4,100,15.4,65.6,19,3.5,6.3,8.5,5,9.2,2
46010,Selkirk--Interlake--Eastman,Manitoba,46,5.2,00000,Both sexes,94780,15270,60045,19465,2045,91465,15265,59680,16525,1920,100,16.1,63.4,20.5,2.2,100,16.7,65.2,18.1,2.1,3.6,0,0.6,17.8,6.5
46010,Selkirk--Interlake--Eastman,Manitoba,46,5.2,00000,Male,47815,7840,30550,9425,780,46130,7935,30285,7915,650,100,16.4,63.9,19.7,1.6,100,17.2,65.7,17.2,1.4,3.7,-1.2,0.9,19.1,20
46010,Selkirk--Interlake--Eastman,Manitoba,46,5.2,00000,Female,46960,7425,29500,10040,1260,45335,7330,29390,8610,1270,100,15.8,62.8,21.4,2.7,100,16.2,64.8,19,2.8,3.6,1.3,0.4,16.6,-0.8
46011,Winnipeg Centre,Manitoba,46,5.3,00000,Both sexes,85950,14600,61235,10110,1565,82025,13820,59230,8975,1505,100,17,71.2,11.8,1.8,100,16.8,72.2,10.9,1.8,4.8,5.6,3.4,12.6,4
46011,Winnipeg Centre,Manitoba,46,5.3,00000,Male,43095,7465,31360,4270,445,41350,7105,30585,3665,405,100,17.3,72.8,9.9,1,100,17.2,74,8.9,1,4.2,5.1,2.5,16.5,9.9
46011,Winnipeg Centre,Manitoba,46,5.3,00000,Female,42855,7135,29880,5840,1115,40675,6720,28640,5315,1095,100,16.6,69.7,13.6,2.6,100,16.5,70.4,13.1,2.7,5.4,6.2,4.3,9.9,1.8
46012,Winnipeg North,Manitoba,46,3.0,00000,Both sexes,95675,19835,64590,11250,1425,88615,18695,60520,9400,1465,100,20.7,67.5,11.8,1.5,100,21.1,68.3,10.6,1.7,8,6.1,6.7,19.7,-2.7
46012,Winnipeg North,Manitoba,46,3.0,00000,Male,47265,10340,32070,4855,395,43315,9580,29795,3945,395,100,21.9,67.9,10.3,0.8,100,22.1,68.8,9.1,0.9,9.1,7.9,7.6,23.1,0
46012,Winnipeg North,Manitoba,46,3.0,00000,Female,48410,9485,32525,6400,1025,45300,9115,30725,5460,1065,100,19.6,67.2,13.2,2.1,100,20.1,67.8,12.1,2.4,6.9,4.1,5.9,17.2,-3.8
46013,Winnipeg South,Manitoba,46,2.7,00000,Both sexes,99675,17205,69745,12730,1445,85565,15085,61175,9300,1075,100,17.3,70,12.8,1.4,100,17.6,71.5,10.9,1.3,16.5,14.1,14,36.9,34.4
46013,Winnipeg South,Manitoba,46,2.7,00000,Male,49510,8850,34800,5855,475,41895,7805,29950,4135,310,100,17.9,70.3,11.8,1,100,18.6,71.5,9.9,0.7,18.2,13.4,16.2,41.6,53.2
46013,Winnipeg South,Manitoba,46,2.7,00000,Female,50170,8350,34945,6875,970,43675,7285,31225,5170,765,100,16.6,69.7,13.7,1.9,100,16.7,71.5,11.8,1.8,14.9,14.6,11.9,33,26.8
46014,Winnipeg South Centre,Manitoba,46,3.5,00000,Both sexes,93055,12420,62830,17805,3570,90710,12495,62665,15550,3140,100,13.3,67.5,19.1,3.8,100,13.8,69.1,17.1,3.5,2.6,-0.6,0.3,14.5,13.7
46014,Winnipeg South Centre,Manitoba,46,3.5,00000,Male,44545,6325,30835,7390,1130,43135,6425,30560,6140,925,100,14.2,69.2,16.6,2.5,100,14.9,70.8,14.2,2.1,3.3,-1.6,0.9,20.4,22.2
46014,Winnipeg South Centre,Manitoba,46,3.5,00000,Female,48505,6095,31995,10420,2445,47580,6070,32100,9405,2215,100,12.6,66,21.5,5,100,12.8,67.5,19.8,4.7,1.9,0.4,-0.3,10.8,10.4
