Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Francis Arsenault,Robert Aubin,Paule Brunelle,Marc-André Fortin,Louis Lacroix,Pierre Lacroix,Patrice Mangin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24072,"Trois-Rivières/Trois-Rivières"," 50-1","Trois-Rivières",0,116,26,0,2,25,9,0,178,369
24072,"Trois-Rivières/Trois-Rivières"," 51","Trois-Rivières",1,213,75,0,8,33,15,5,350,608
24072,"Trois-Rivières/Trois-Rivières"," 52","Trois-Rivières",2,129,75,2,5,37,20,3,273,409
24072,"Trois-Rivières/Trois-Rivières"," 53","Trois-Rivières",2,88,33,1,2,11,5,2,144,331
24072,"Trois-Rivières/Trois-Rivières"," 54","Trois-Rivières",1,123,34,1,2,30,15,0,206,363
24072,"Trois-Rivières/Trois-Rivières"," 54-1","Trois-Rivières",1,115,43,1,2,21,5,4,192,342
24072,"Trois-Rivières/Trois-Rivières"," 55","Trois-Rivières",0,122,60,0,2,23,2,10,219,391
24072,"Trois-Rivières/Trois-Rivières"," 56","Trois-Rivières",1,150,60,2,5,32,12,7,269,408
24072,"Trois-Rivières/Trois-Rivières"," 57","Trois-Rivières",1,82,37,1,1,25,18,1,166,305
24072,"Trois-Rivières/Trois-Rivières"," 58","Trois-Rivières",1,95,40,0,5,18,20,2,181,293
24072,"Trois-Rivières/Trois-Rivières"," 59","Trois-Rivières",2,130,68,3,4,35,11,4,257,502
24072,"Trois-Rivières/Trois-Rivières"," 59-1","Trois-Rivières",1,122,30,0,3,34,10,4,204,330
24072,"Trois-Rivières/Trois-Rivières"," 60","Trois-Rivières",1,128,60,2,6,24,8,4,233,387
24072,"Trois-Rivières/Trois-Rivières"," 61","Trois-Rivières",2,75,40,3,0,13,4,3,140,298
24072,"Trois-Rivières/Trois-Rivières"," 62","Trois-Rivières",1,113,42,5,2,23,6,4,196,383
24072,"Trois-Rivières/Trois-Rivières"," 63","Trois-Rivières",1,108,26,3,4,14,5,1,162,388
24072,"Trois-Rivières/Trois-Rivières"," 64","Trois-Rivières",0,68,27,2,2,15,2,6,122,320
24072,"Trois-Rivières/Trois-Rivières"," 65A","Trois-Rivières",0,141,42,1,2,18,16,1,221,360
24072,"Trois-Rivières/Trois-Rivières"," 65B","Trois-Rivières",1,115,51,3,6,26,12,0,214,365
24072,"Trois-Rivières/Trois-Rivières"," 66","Trois-Rivières",2,139,51,1,7,16,16,2,234,368
24072,"Trois-Rivières/Trois-Rivières"," 67","Trois-Rivières",1,172,44,0,2,32,20,4,275,452
24072,"Trois-Rivières/Trois-Rivières"," 67-1","Trois-Rivières",1,86,23,0,2,28,11,3,154,236
24072,"Trois-Rivières/Trois-Rivières"," 68","Trois-Rivières",0,144,70,0,4,49,25,2,294,452
24072,"Trois-Rivières/Trois-Rivières"," 69","Trois-Rivières",0,98,31,1,1,21,9,4,165,290
24072,"Trois-Rivières/Trois-Rivières"," 70","Trois-Rivières",0,69,40,3,3,22,7,3,147,330
24072,"Trois-Rivières/Trois-Rivières"," 71","Trois-Rivières",0,165,48,1,1,49,26,7,297,596
24072,"Trois-Rivières/Trois-Rivières"," 71-1","Trois-Rivières",0,159,57,0,7,37,13,5,278,562
24072,"Trois-Rivières/Trois-Rivières"," 72","Trois-Rivières",3,82,49,0,4,19,5,6,168,408
24072,"Trois-Rivières/Trois-Rivières"," 73","Trois-Rivières",0,57,38,1,2,11,1,5,115,298
24072,"Trois-Rivières/Trois-Rivières"," 74","Trois-Rivières",1,100,65,1,3,25,24,5,224,429
24072,"Trois-Rivières/Trois-Rivières"," 75","Trois-Rivières",0,144,39,2,4,30,16,4,239,384
24072,"Trois-Rivières/Trois-Rivières"," 76","Trois-Rivières",0,68,30,1,3,20,7,5,134,352
24072,"Trois-Rivières/Trois-Rivières"," 77","Trois-Rivières",1,126,38,1,1,28,24,2,221,384
24072,"Trois-Rivières/Trois-Rivières"," 78","Trois-Rivières",0,85,40,1,5,28,10,1,170,377
24072,"Trois-Rivières/Trois-Rivières"," 79","Trois-Rivières",1,195,67,0,3,26,22,5,319,499
24072,"Trois-Rivières/Trois-Rivières"," 80","Trois-Rivières",0,143,44,3,1,25,10,2,228,376
24072,"Trois-Rivières/Trois-Rivières"," 81","Trois-Rivières",2,116,39,1,1,21,7,9,196,402
24072,"Trois-Rivières/Trois-Rivières"," 82","Trois-Rivières",1,66,29,0,3,19,4,0,122,277
24072,"Trois-Rivières/Trois-Rivières"," 83","Trois-Rivières",0,90,39,2,4,20,6,2,163,324
24072,"Trois-Rivières/Trois-Rivières"," 84","Trois-Rivières",3,89,39,1,4,11,12,6,165,311
24072,"Trois-Rivières/Trois-Rivières"," 85","Trois-Rivières",1,106,47,1,1,18,3,1,178,337
24072,"Trois-Rivières/Trois-Rivières"," 86","Trois-Rivières",1,109,38,0,4,25,8,10,195,340
24072,"Trois-Rivières/Trois-Rivières"," 87","Trois-Rivières",0,124,39,4,5,19,6,3,200,314
24072,"Trois-Rivières/Trois-Rivières"," 88","Trois-Rivières",1,105,50,3,5,30,12,4,210,415
24072,"Trois-Rivières/Trois-Rivières"," 89","Trois-Rivières",1,51,18,1,4,12,10,2,99,253
24072,"Trois-Rivières/Trois-Rivières"," 90","Trois-Rivières",0,65,56,1,7,21,9,1,160,366
24072,"Trois-Rivières/Trois-Rivières"," 91","Trois-Rivières",2,77,43,2,1,11,7,10,153,337
24072,"Trois-Rivières/Trois-Rivières"," 92","Trois-Rivières",1,81,28,1,4,30,8,4,157,295
24072,"Trois-Rivières/Trois-Rivières"," 93","Trois-Rivières",1,76,35,0,2,16,6,6,142,283
24072,"Trois-Rivières/Trois-Rivières"," 94","Trois-Rivières",0,117,47,2,1,30,30,1,228,403
24072,"Trois-Rivières/Trois-Rivières"," 94-1","Trois-Rivières",0,53,28,0,4,13,6,3,107,257
24072,"Trois-Rivières/Trois-Rivières"," 95","Trois-Rivières",1,86,39,2,5,11,4,4,152,312
24072,"Trois-Rivières/Trois-Rivières"," 96","Trois-Rivières",1,112,51,1,5,19,4,2,195,353
24072,"Trois-Rivières/Trois-Rivières"," 97","Trois-Rivières",1,69,47,0,2,14,4,1,138,336
24072,"Trois-Rivières/Trois-Rivières"," 98","Trois-Rivières",4,77,41,1,2,30,6,2,163,347
24072,"Trois-Rivières/Trois-Rivières"," 99","Trois-Rivières",1,112,52,0,5,25,9,3,207,468
24072,"Trois-Rivières/Trois-Rivières"," 100","Trois-Rivières",2,86,46,2,2,10,8,3,159,376
24072,"Trois-Rivières/Trois-Rivières"," 101","Trois-Rivières",0,98,39,0,2,16,3,5,163,305
24072,"Trois-Rivières/Trois-Rivières"," 102","Trois-Rivières",1,62,35,5,6,11,4,1,125,290
24072,"Trois-Rivières/Trois-Rivières"," 103","Trois-Rivières",2,77,46,2,4,24,19,6,180,271
24072,"Trois-Rivières/Trois-Rivières"," 104","Trois-Rivières",5,97,35,2,6,39,13,7,204,358
24072,"Trois-Rivières/Trois-Rivières"," 105","Trois-Rivières",3,131,51,2,3,37,11,3,241,374
24072,"Trois-Rivières/Trois-Rivières"," 106","Trois-Rivières",0,104,50,1,4,13,8,8,188,393
24072,"Trois-Rivières/Trois-Rivières"," 107","Trois-Rivières",0,73,55,0,4,17,5,0,154,334
24072,"Trois-Rivières/Trois-Rivières"," 108","Trois-Rivières",1,132,46,1,4,23,17,0,224,360
24072,"Trois-Rivières/Trois-Rivières"," 109","Trois-Rivières",2,85,39,3,6,25,10,4,174,354
24072,"Trois-Rivières/Trois-Rivières"," 110","Trois-Rivières",1,97,38,0,5,11,8,6,166,372
24072,"Trois-Rivières/Trois-Rivières"," 111","Trois-Rivières",1,94,35,2,8,30,20,3,193,332
24072,"Trois-Rivières/Trois-Rivières"," 112","Trois-Rivières",1,82,35,1,4,16,3,0,142,287
24072,"Trois-Rivières/Trois-Rivières"," 113","Trois-Rivières",0,75,40,2,3,21,12,10,163,334
24072,"Trois-Rivières/Trois-Rivières"," 114","Trois-Rivières",1,103,38,3,5,25,15,3,193,430
24072,"Trois-Rivières/Trois-Rivières"," 115","Trois-Rivières",1,110,37,0,4,18,12,4,186,404
24072,"Trois-Rivières/Trois-Rivières"," 116","Trois-Rivières",0,104,51,0,5,36,7,4,207,406
24072,"Trois-Rivières/Trois-Rivières"," 117","Trois-Rivières",0,143,47,1,4,20,10,0,225,418
24072,"Trois-Rivières/Trois-Rivières"," 118","Trois-Rivières",3,144,54,1,5,18,18,1,244,378
24072,"Trois-Rivières/Trois-Rivières"," 119","Trois-Rivières",1,62,28,3,3,22,6,4,129,327
24072,"Trois-Rivières/Trois-Rivières"," 120","Trois-Rivières",0,80,39,1,3,13,7,3,146,346
24072,"Trois-Rivières/Trois-Rivières"," 121","Trois-Rivières",0,68,40,0,6,7,12,8,141,338
24072,"Trois-Rivières/Trois-Rivières"," 122","Trois-Rivières",0,87,49,1,8,23,9,3,180,410
24072,"Trois-Rivières/Trois-Rivières"," 123","Trois-Rivières",0,56,20,2,1,11,7,1,98,295
24072,"Trois-Rivières/Trois-Rivières"," 124","Trois-Rivières",1,71,39,1,4,14,4,4,138,374
24072,"Trois-Rivières/Trois-Rivières"," 125","Trois-Rivières",3,58,36,0,3,4,6,3,113,349
24072,"Trois-Rivières/Trois-Rivières"," 126","Trois-Rivières",6,97,41,1,4,11,4,2,166,390
24072,"Trois-Rivières/Trois-Rivières"," 127","Trois-Rivières",1,87,38,2,3,6,3,3,143,360
24072,"Trois-Rivières/Trois-Rivières"," 128","Trois-Rivières",0,63,44,1,5,10,10,0,133,328
24072,"Trois-Rivières/Trois-Rivières"," 129","Trois-Rivières",3,87,60,2,3,11,17,3,186,409
24072,"Trois-Rivières/Trois-Rivières"," 130","Trois-Rivières",1,43,34,1,6,6,8,0,99,282
24072,"Trois-Rivières/Trois-Rivières"," 131","Trois-Rivières",0,54,33,0,2,11,7,2,109,237
24072,"Trois-Rivières/Trois-Rivières"," 132","Trois-Rivières",0,94,41,0,5,15,7,6,168,345
24072,"Trois-Rivières/Trois-Rivières"," 133","Trois-Rivières",1,37,25,2,1,5,4,2,77,339
24072,"Trois-Rivières/Trois-Rivières"," 134","Trois-Rivières",1,93,34,0,6,14,14,3,165,373
24072,"Trois-Rivières/Trois-Rivières"," 135","Trois-Rivières",0,64,45,1,0,7,5,2,124,277
24072,"Trois-Rivières/Trois-Rivières"," 136","Trois-Rivières",2,68,41,0,3,7,3,4,128,327
24072,"Trois-Rivières/Trois-Rivières"," 137","Trois-Rivières",1,86,37,1,7,17,8,4,161,443
24072,"Trois-Rivières/Trois-Rivières"," 138","Trois-Rivières",Void/Supprimé,,,,,,,,,
24072,"Trois-Rivières/Trois-Rivières"," 139","Trois-Rivières",1,91,52,2,2,17,15,1,181,482
24072,"Trois-Rivières/Trois-Rivières"," 140","Trois-Rivières",1,144,60,0,3,19,12,0,239,419
24072,"Trois-Rivières/Trois-Rivières"," 141","Trois-Rivières",2,133,54,0,1,18,20,3,231,413
24072,"Trois-Rivières/Trois-Rivières"," 142","Trois-Rivières",2,105,47,0,3,19,11,2,189,295
24072,"Trois-Rivières/Trois-Rivières"," 143","Trois-Rivières",0,148,54,0,4,13,15,0,234,411
24072,"Trois-Rivières/Trois-Rivières"," 144","Trois-Rivières",1,127,47,0,1,20,12,5,213,302
24072,"Trois-Rivières/Trois-Rivières"," 145","Trois-Rivières",1,109,48,1,5,7,18,0,189,348
24072,"Trois-Rivières/Trois-Rivières"," 146","Trois-Rivières",0,134,56,0,6,22,19,2,239,370
24072,"Trois-Rivières/Trois-Rivières"," 147","Trois-Rivières",1,130,41,0,4,24,14,0,214,357
24072,"Trois-Rivières/Trois-Rivières"," 148","Trois-Rivières",1,78,33,0,1,18,7,3,141,317
24072,"Trois-Rivières/Trois-Rivières"," 149","Trois-Rivières",3,90,36,0,3,14,20,5,171,363
24072,"Trois-Rivières/Trois-Rivières"," 150","Trois-Rivières",0,59,24,0,2,26,5,4,120,279
24072,"Trois-Rivières/Trois-Rivières"," 151","Trois-Rivières",0,53,22,0,3,16,11,1,106,292
24072,"Trois-Rivières/Trois-Rivières"," 152","Trois-Rivières",1,33,26,0,3,5,6,1,75,260
24072,"Trois-Rivières/Trois-Rivières"," 153","Trois-Rivières",0,66,38,0,1,11,10,2,128,282
24072,"Trois-Rivières/Trois-Rivières"," 154","Trois-Rivières",2,47,24,4,3,17,9,3,109,159
24072,"Trois-Rivières/Trois-Rivières"," 155","Trois-Rivières",2,85,36,0,3,16,11,5,158,368
24072,"Trois-Rivières/Trois-Rivières"," 156","Trois-Rivières",0,102,53,1,2,20,6,8,192,391
24072,"Trois-Rivières/Trois-Rivières"," 157","Trois-Rivières",1,108,34,2,3,25,6,4,183,374
24072,"Trois-Rivières/Trois-Rivières"," 158","Trois-Rivières",0,116,46,0,3,25,12,4,206,398
24072,"Trois-Rivières/Trois-Rivières"," 159","Trois-Rivières",0,55,15,0,0,14,12,1,97,312
24072,"Trois-Rivières/Trois-Rivières"," 160","Trois-Rivières",1,149,33,2,4,14,20,3,226,377
24072,"Trois-Rivières/Trois-Rivières"," 161","Trois-Rivières",0,60,9,0,3,8,4,1,85,260
24072,"Trois-Rivières/Trois-Rivières"," 162","Trois-Rivières",0,99,41,1,2,19,8,1,171,334
24072,"Trois-Rivières/Trois-Rivières"," 163","Trois-Rivières",0,64,18,0,2,6,6,0,96,258
24072,"Trois-Rivières/Trois-Rivières"," 164","Trois-Rivières",0,78,23,0,1,27,9,1,139,291
24072,"Trois-Rivières/Trois-Rivières"," 165","Trois-Rivières",3,104,61,3,2,32,16,3,224,412
24072,"Trois-Rivières/Trois-Rivières"," 166","Trois-Rivières",2,104,42,1,2,12,11,5,179,353
24072,"Trois-Rivières/Trois-Rivières"," 167","Trois-Rivières",0,57,17,0,0,12,8,2,96,225
24072,"Trois-Rivières/Trois-Rivières"," 168","Trois-Rivières",1,64,29,0,2,11,11,0,118,278
24072,"Trois-Rivières/Trois-Rivières"," 169","Trois-Rivières",3,134,51,1,4,9,15,2,219,352
24072,"Trois-Rivières/Trois-Rivières"," 170","Trois-Rivières",2,119,42,1,7,10,15,5,201,366
24072,"Trois-Rivières/Trois-Rivières"," 171","Trois-Rivières",1,48,21,0,3,13,8,1,95,284
24072,"Trois-Rivières/Trois-Rivières"," 172","Trois-Rivières",0,51,15,1,6,3,6,2,84,260
24072,"Trois-Rivières/Trois-Rivières"," 173","Trois-Rivières",3,83,36,1,3,7,5,3,141,286
24072,"Trois-Rivières/Trois-Rivières"," 174","Trois-Rivières",0,70,24,0,3,20,6,2,125,245
24072,"Trois-Rivières/Trois-Rivières"," 175","Trois-Rivières",0,98,53,0,2,19,8,1,181,361
24072,"Trois-Rivières/Trois-Rivières"," 176","Trois-Rivières",0,75,29,1,6,25,29,4,169,350
24072,"Trois-Rivières/Trois-Rivières"," 177","Trois-Rivières",3,56,23,1,2,7,7,2,101,210
24072,"Trois-Rivières/Trois-Rivières"," 178","Trois-Rivières",0,100,48,0,4,18,18,3,191,320
24072,"Trois-Rivières/Trois-Rivières"," 179","Trois-Rivières",0,99,36,0,2,13,9,4,163,318
24072,"Trois-Rivières/Trois-Rivières"," 180","Trois-Rivières",1,118,55,1,11,21,14,10,231,418
24072,"Trois-Rivières/Trois-Rivières"," 181","Trois-Rivières",0,53,28,0,2,20,4,5,112,288
24072,"Trois-Rivières/Trois-Rivières"," 182","Trois-Rivières",0,58,28,1,3,15,16,4,125,281
24072,"Trois-Rivières/Trois-Rivières"," 183","Trois-Rivières",1,62,31,0,3,11,11,1,120,264
24072,"Trois-Rivières/Trois-Rivières"," 184","Trois-Rivières",2,59,35,1,1,8,7,4,117,285
24072,"Trois-Rivières/Trois-Rivières"," 185","Trois-Rivières",0,134,53,2,3,27,10,8,237,391
24072,"Trois-Rivières/Trois-Rivières"," 186","Trois-Rivières",1,100,67,5,4,20,12,4,213,393
24072,"Trois-Rivières/Trois-Rivières"," 187","Trois-Rivières",1,127,63,1,4,27,9,3,235,389
24072,"Trois-Rivières/Trois-Rivières"," 188","Trois-Rivières",0,80,44,0,8,27,20,4,183,347
24072,"Trois-Rivières/Trois-Rivières"," 189","Trois-Rivières",1,48,25,0,6,10,8,0,98,232
24072,"Trois-Rivières/Trois-Rivières"," 190","Trois-Rivières",1,93,31,3,2,15,5,0,150,400
24072,"Trois-Rivières/Trois-Rivières"," 191","Trois-Rivières",1,73,50,2,6,19,5,5,161,385
24072,"Trois-Rivières/Trois-Rivières"," 192","Trois-Rivières",1,59,28,3,4,8,4,0,107,285
24072,"Trois-Rivières/Trois-Rivières"," 193","Trois-Rivières",0,47,32,3,2,11,1,2,98,288
24072,"Trois-Rivières/Trois-Rivières"," 194","Trois-Rivières",0,54,37,2,3,17,1,1,115,287
24072,"Trois-Rivières/Trois-Rivières"," 195","Trois-Rivières",3,55,45,2,3,14,6,2,130,306
24072,"Trois-Rivières/Trois-Rivières"," 400","Trois-Rivières",0,42,23,1,6,27,37,2,138,165
24072,"Trois-Rivières/Trois-Rivières"," 500","Mobile poll/Bureau itinérant",0,18,12,2,1,4,12,2,51,77
24072,"Trois-Rivières/Trois-Rivières"," 501","Mobile poll/Bureau itinérant",0,27,19,2,1,13,20,7,89,118
24072,"Trois-Rivières/Trois-Rivières"," 502","Mobile poll/Bureau itinérant",1,21,14,2,2,11,17,7,75,106
24072,"Trois-Rivières/Trois-Rivières"," 503","Mobile poll/Bureau itinérant",3,47,35,4,6,29,17,4,145,147
24072,"Trois-Rivières/Trois-Rivières"," 504","Mobile poll/Bureau itinérant",0,6,15,0,3,8,6,2,40,130
24072,"Trois-Rivières/Trois-Rivières"," 505","Mobile poll/Bureau itinérant",0,25,11,3,0,6,7,0,52,66
24072,"Trois-Rivières/Trois-Rivières"," 506","Mobile poll/Bureau itinérant",2,8,15,2,3,8,4,3,45,128
24072,"Trois-Rivières/Trois-Rivières"," 507","Mobile poll/Bureau itinérant",2,20,37,1,2,9,16,9,96,271
24072,"Trois-Rivières/Trois-Rivières"," 508","Mobile poll/Bureau itinérant",1,86,41,0,13,44,41,5,231,305
24072,"Trois-Rivières/Trois-Rivières"," 509","Mobile poll/Bureau itinérant",2,65,38,4,4,25,37,3,178,252
24072,"Trois-Rivières/Trois-Rivières"," 510","Mobile poll/Bureau itinérant",0,48,20,0,3,21,29,3,124,179
24072,"Trois-Rivières/Trois-Rivières"," 511","Mobile poll/Bureau itinérant",3,29,12,4,3,12,16,1,80,115
24072,"Trois-Rivières/Trois-Rivières"," 512","Mobile poll/Bureau itinérant",1,50,26,6,4,27,31,6,151,182
24072,"Trois-Rivières/Trois-Rivières"," 513","Mobile poll/Bureau itinérant",0,39,9,0,3,17,32,3,103,177
24072,"Trois-Rivières/Trois-Rivières"," 514","Mobile poll/Bureau itinérant",1,12,19,1,2,16,20,8,79,144
24072,"Trois-Rivières/Trois-Rivières"," 600","Trois-Rivières",4,373,176,0,14,94,34,3,698,
24072,"Trois-Rivières/Trois-Rivières"," 601","Trois-Rivières",2,337,185,4,5,109,62,4,708,
24072,"Trois-Rivières/Trois-Rivières"," 602","Trois-Rivières",5,378,179,12,15,111,91,17,808,
24072,"Trois-Rivières/Trois-Rivières"," 603","Trois-Rivières",2,355,180,1,9,76,98,11,732,
24072,"Trois-Rivières/Trois-Rivières"," 604","Trois-Rivières",3,254,141,2,7,74,71,2,554,
24072,"Trois-Rivières/Trois-Rivières"," 605","Trois-Rivières",3,170,133,4,12,37,59,8,426,
24072,"Trois-Rivières/Trois-Rivières"," 606","Trois-Rivières",1,171,131,3,8,54,57,5,430,
24072,"Trois-Rivières/Trois-Rivières"," 607","Trois-Rivières",0,125,90,3,6,40,21,7,292,
24072,"Trois-Rivières/Trois-Rivières"," 608","Trois-Rivières",1,417,203,1,14,106,50,16,808,
24072,"Trois-Rivières/Trois-Rivières"," 609","Trois-Rivières",4,374,196,4,10,91,78,9,766,
24072,"Trois-Rivières/Trois-Rivières"," 610","Trois-Rivières",1,249,124,7,10,75,52,2,520,
24072,"Trois-Rivières/Trois-Rivières"," 611","Trois-Rivières",2,277,174,6,8,93,48,7,615,
24072,"Trois-Rivières/Trois-Rivières"," 612","Trois-Rivières",3,350,170,5,15,93,40,7,683,
24072,"Trois-Rivières/Trois-Rivières"," 613","Trois-Rivières",1,341,187,5,8,117,102,22,783,
24072,"Trois-Rivières/Trois-Rivières"," 614","Trois-Rivières",2,137,81,3,7,40,25,2,297,
24072,"Trois-Rivières/Trois-Rivières",,Group 1/Groupe 1,3,38,49,0,3,66,26,3,188,334
24072,"Trois-Rivières/Trois-Rivières",,Group 2/Groupe 2,4,214,394,7,17,169,95,25,925,
