Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Cailin Bartlett,Geoffrey Capp,Michael Cormican,Jim Hillyer,Mark Sandilands,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48019,"Lethbridge/Lethbridge"," 28","Coaldale",12,15,9,120,39,1,196,487
48019,"Lethbridge/Lethbridge"," 29","Coaldale",11,8,6,113,27,5,170,305
48019,"Lethbridge/Lethbridge"," 29-1","Coaldale",10,17,13,100,37,0,177,362
48019,"Lethbridge/Lethbridge"," 30","Coaldale",9,20,11,116,48,1,205,423
48019,"Lethbridge/Lethbridge"," 31","Coaldale",3,4,11,62,33,0,113,203
48019,"Lethbridge/Lethbridge"," 32","Coaldale",18,14,18,161,34,1,246,451
48019,"Lethbridge/Lethbridge"," 33A","Coaldale",8,12,4,94,17,1,136,264
48019,"Lethbridge/Lethbridge"," 33B","Coaldale",4,14,6,69,23,0,116,240
48019,"Lethbridge/Lethbridge"," 34","Coaldale",11,15,9,111,29,3,178,378
48019,"Lethbridge/Lethbridge"," 35","Coaldale",8,20,12,91,36,0,167,334
48019,"Lethbridge/Lethbridge"," 35-1","Coaldale",7,55,13,96,24,1,196,292
48019,"Lethbridge/Lethbridge"," 35-2","Coaldale",7,9,3,89,32,0,140,235
48019,"Lethbridge/Lethbridge"," 36A","Lethbridge",8,5,9,66,42,1,131,305
48019,"Lethbridge/Lethbridge"," 36B","Lethbridge",3,3,9,72,58,0,145,306
48019,"Lethbridge/Lethbridge"," 36-1","Lethbridge",6,3,4,69,33,0,115,265
48019,"Lethbridge/Lethbridge"," 36-2A","Lethbridge",6,11,7,98,49,0,171,397
48019,"Lethbridge/Lethbridge"," 36-2B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,49
48019,"Lethbridge/Lethbridge"," 37","Lethbridge",14,4,15,88,45,2,168,449
48019,"Lethbridge/Lethbridge"," 37-1","Lethbridge",10,11,13,110,49,0,193,451
48019,"Lethbridge/Lethbridge"," 38A","Lethbridge",11,1,17,81,40,0,150,337
48019,"Lethbridge/Lethbridge"," 38B","Lethbridge",5,5,6,77,19,0,112,310
48019,"Lethbridge/Lethbridge"," 38-1","Lethbridge",6,3,14,108,63,0,194,484
48019,"Lethbridge/Lethbridge"," 39","Lethbridge",10,10,12,95,27,1,155,326
48019,"Lethbridge/Lethbridge"," 39-1","Lethbridge",3,4,12,57,28,0,104,311
48019,"Lethbridge/Lethbridge"," 40A","Lethbridge",8,7,5,62,28,1,111,278
48019,"Lethbridge/Lethbridge"," 40B","Lethbridge",4,0,6,57,37,0,104,206
48019,"Lethbridge/Lethbridge"," 41","Lethbridge",3,4,5,62,41,0,115,369
48019,"Lethbridge/Lethbridge"," 42","Lethbridge",3,0,21,78,58,1,161,361
48019,"Lethbridge/Lethbridge"," 43","Lethbridge",11,6,9,120,73,2,221,461
48019,"Lethbridge/Lethbridge"," 44","Lethbridge",6,3,7,66,47,2,131,279
48019,"Lethbridge/Lethbridge"," 45","Lethbridge",4,4,10,85,39,0,142,363
48019,"Lethbridge/Lethbridge"," 46","Lethbridge",3,6,7,34,24,1,75,244
48019,"Lethbridge/Lethbridge"," 47","Lethbridge",6,2,9,50,35,1,103,257
48019,"Lethbridge/Lethbridge"," 48","Lethbridge",6,2,8,68,37,0,121,383
48019,"Lethbridge/Lethbridge"," 49","Lethbridge",7,4,10,83,53,0,157,406
48019,"Lethbridge/Lethbridge"," 50","Lethbridge",4,4,17,85,50,0,160,353
48019,"Lethbridge/Lethbridge"," 51","Lethbridge",8,8,11,75,38,0,140,363
48019,"Lethbridge/Lethbridge"," 52","Lethbridge",4,0,14,71,46,5,140,376
48019,"Lethbridge/Lethbridge"," 53","Lethbridge",4,3,18,115,62,0,202,467
48019,"Lethbridge/Lethbridge"," 54","Lethbridge",8,5,22,110,75,10,230,433
48019,"Lethbridge/Lethbridge"," 55","Lethbridge",5,4,14,78,54,1,156,346
48019,"Lethbridge/Lethbridge"," 56","Lethbridge",3,1,6,39,30,0,79,198
48019,"Lethbridge/Lethbridge"," 57","Lethbridge",11,2,10,77,35,2,137,317
48019,"Lethbridge/Lethbridge"," 58","Lethbridge",5,6,17,81,53,0,162,321
48019,"Lethbridge/Lethbridge"," 59","Lethbridge",7,6,8,88,43,5,157,414
48019,"Lethbridge/Lethbridge"," 60","Lethbridge",9,7,15,78,44,0,153,314
48019,"Lethbridge/Lethbridge"," 60-1A","Lethbridge",8,2,12,47,59,0,128,329
48019,"Lethbridge/Lethbridge"," 60-1B","Lethbridge",5,2,8,62,45,2,124,279
48019,"Lethbridge/Lethbridge"," 61","Lethbridge",9,3,10,53,41,0,116,303
48019,"Lethbridge/Lethbridge"," 62","Lethbridge",11,3,14,73,53,1,155,413
48019,"Lethbridge/Lethbridge"," 63","Lethbridge",4,2,15,54,44,0,119,293
48019,"Lethbridge/Lethbridge"," 64","Lethbridge",4,5,10,51,30,0,100,275
48019,"Lethbridge/Lethbridge"," 65","Lethbridge",9,5,8,110,36,0,168,367
48019,"Lethbridge/Lethbridge"," 66","Lethbridge",3,3,15,81,34,1,137,333
48019,"Lethbridge/Lethbridge"," 67","Lethbridge",4,3,7,88,55,0,157,388
48019,"Lethbridge/Lethbridge"," 68","Lethbridge",6,6,13,109,45,2,181,381
48019,"Lethbridge/Lethbridge"," 69","Lethbridge",6,4,16,59,54,0,139,438
48019,"Lethbridge/Lethbridge"," 70A","Lethbridge",5,0,8,33,40,1,87,240
48019,"Lethbridge/Lethbridge"," 70B","Lethbridge",6,1,3,52,37,3,102,246
48019,"Lethbridge/Lethbridge"," 71","Lethbridge",9,0,14,90,63,2,178,459
48019,"Lethbridge/Lethbridge"," 72","Lethbridge",9,0,10,61,43,0,123,346
48019,"Lethbridge/Lethbridge"," 73","Lethbridge",8,5,14,74,63,0,164,430
48019,"Lethbridge/Lethbridge"," 74","Lethbridge",8,2,18,61,36,0,125,319
48019,"Lethbridge/Lethbridge"," 75","Lethbridge",15,3,12,66,61,1,158,448
48019,"Lethbridge/Lethbridge"," 76","Lethbridge",3,0,5,30,32,0,70,284
48019,"Lethbridge/Lethbridge"," 77","Lethbridge",7,2,8,71,53,1,142,367
48019,"Lethbridge/Lethbridge"," 77-1","Lethbridge",8,1,8,39,52,0,108,355
48019,"Lethbridge/Lethbridge"," 78","Lethbridge",6,1,6,61,70,0,144,353
48019,"Lethbridge/Lethbridge"," 78-1","Lethbridge",1,3,8,102,68,1,183,414
48019,"Lethbridge/Lethbridge"," 79A","Lethbridge",9,1,14,78,70,2,174,401
48019,"Lethbridge/Lethbridge"," 79B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,10
48019,"Lethbridge/Lethbridge"," 79-1","Lethbridge",10,3,14,82,64,5,178,385
48019,"Lethbridge/Lethbridge"," 79-2","Lethbridge",2,2,10,51,29,0,94,208
48019,"Lethbridge/Lethbridge"," 80","Lethbridge",5,2,6,82,57,4,156,341
48019,"Lethbridge/Lethbridge"," 80-1","Lethbridge",5,0,5,63,32,2,107,278
48019,"Lethbridge/Lethbridge"," 81","Lethbridge",9,3,8,76,71,0,167,344
48019,"Lethbridge/Lethbridge"," 82","Lethbridge",4,2,17,87,63,4,177,312
48019,"Lethbridge/Lethbridge"," 82-1","Lethbridge",7,2,17,102,69,0,197,367
48019,"Lethbridge/Lethbridge"," 83","Lethbridge",4,2,16,64,64,0,150,372
48019,"Lethbridge/Lethbridge"," 84","Lethbridge",15,3,25,107,66,0,216,436
48019,"Lethbridge/Lethbridge"," 85","Lethbridge",7,4,19,58,49,1,138,356
48019,"Lethbridge/Lethbridge"," 85-1","Lethbridge",13,7,14,72,61,2,169,393
48019,"Lethbridge/Lethbridge"," 86","Lethbridge",9,6,30,99,110,4,258,463
48019,"Lethbridge/Lethbridge"," 87","Lethbridge",5,3,19,114,55,1,197,383
48019,"Lethbridge/Lethbridge"," 87-1","Lethbridge",10,4,20,90,78,1,203,391
48019,"Lethbridge/Lethbridge"," 88","Lethbridge",5,6,15,127,58,2,213,410
48019,"Lethbridge/Lethbridge"," 88-1A","Lethbridge",9,2,11,55,42,0,119,261
48019,"Lethbridge/Lethbridge"," 88-1B","Lethbridge",1,3,9,49,33,0,95,214
48019,"Lethbridge/Lethbridge"," 89","Lethbridge",11,2,18,94,66,0,191,400
48019,"Lethbridge/Lethbridge"," 90","Lethbridge",5,4,37,107,63,1,217,411
48019,"Lethbridge/Lethbridge"," 91","Lethbridge",10,0,37,97,70,1,215,388
48019,"Lethbridge/Lethbridge"," 92","Lethbridge",4,2,7,33,33,1,80,244
48019,"Lethbridge/Lethbridge"," 93","Lethbridge",8,5,14,102,64,3,196,292
48019,"Lethbridge/Lethbridge"," 94","Lethbridge",9,6,10,48,52,0,125,294
48019,"Lethbridge/Lethbridge"," 95","Lethbridge",7,4,17,55,89,1,173,341
48019,"Lethbridge/Lethbridge"," 96","Lethbridge",9,5,23,75,47,1,160,369
48019,"Lethbridge/Lethbridge"," 97","Lethbridge",9,3,25,75,77,1,190,383
48019,"Lethbridge/Lethbridge"," 98","Lethbridge",9,5,19,84,49,2,168,343
48019,"Lethbridge/Lethbridge"," 99","Lethbridge",12,5,12,77,47,0,153,280
48019,"Lethbridge/Lethbridge"," 100","Lethbridge",7,8,25,76,55,1,172,348
48019,"Lethbridge/Lethbridge"," 101","Lethbridge",7,1,19,77,88,3,195,386
48019,"Lethbridge/Lethbridge"," 102","Lethbridge",6,4,18,75,99,3,205,388
48019,"Lethbridge/Lethbridge"," 103","Lethbridge",8,0,13,39,69,2,131,265
48019,"Lethbridge/Lethbridge"," 104","Lethbridge",9,6,19,45,101,2,182,330
48019,"Lethbridge/Lethbridge"," 105","Lethbridge",12,4,14,51,76,2,159,363
48019,"Lethbridge/Lethbridge"," 106","Lethbridge",7,1,14,42,70,0,134,329
48019,"Lethbridge/Lethbridge"," 107","Lethbridge",6,3,18,62,74,1,164,376
48019,"Lethbridge/Lethbridge"," 108","Lethbridge",8,1,10,37,54,1,111,274
48019,"Lethbridge/Lethbridge"," 109","Lethbridge",4,1,6,51,112,0,174,363
48019,"Lethbridge/Lethbridge"," 110","Lethbridge",17,6,15,53,69,2,162,311
48019,"Lethbridge/Lethbridge"," 111","Lethbridge",4,2,12,60,44,0,122,292
48019,"Lethbridge/Lethbridge"," 112","Lethbridge",6,2,10,59,58,0,135,229
48019,"Lethbridge/Lethbridge"," 113","Lethbridge",12,9,23,86,62,2,194,391
48019,"Lethbridge/Lethbridge"," 114","Lethbridge",12,7,26,100,82,2,229,453
48019,"Lethbridge/Lethbridge"," 115","Lethbridge",7,3,34,109,73,0,226,410
48019,"Lethbridge/Lethbridge"," 116","Lethbridge",7,0,37,89,71,1,205,370
48019,"Lethbridge/Lethbridge"," 117","Lethbridge",3,3,20,82,41,3,152,294
48019,"Lethbridge/Lethbridge"," 118A","Lethbridge",9,2,12,80,47,1,151,295
48019,"Lethbridge/Lethbridge"," 118B","Lethbridge",6,0,14,53,31,0,104,214
48019,"Lethbridge/Lethbridge"," 119","Lethbridge",5,1,17,64,43,1,131,306
48019,"Lethbridge/Lethbridge"," 120","Lethbridge",9,1,21,85,42,2,160,340
48019,"Lethbridge/Lethbridge"," 121","Lethbridge",5,3,15,65,43,1,132,268
48019,"Lethbridge/Lethbridge"," 122","Lethbridge",16,0,24,106,70,1,217,409
48019,"Lethbridge/Lethbridge"," 123","Lethbridge",8,3,15,94,69,0,189,365
48019,"Lethbridge/Lethbridge"," 124","Lethbridge",14,3,16,51,60,0,144,274
48019,"Lethbridge/Lethbridge"," 125","Lethbridge",7,2,26,78,44,3,160,322
48019,"Lethbridge/Lethbridge"," 126","Lethbridge",11,2,15,81,45,1,155,366
48019,"Lethbridge/Lethbridge"," 127","Lethbridge",7,1,18,88,64,1,179,368
48019,"Lethbridge/Lethbridge"," 128","Lethbridge",7,4,18,79,66,1,175,340
48019,"Lethbridge/Lethbridge"," 129","Lethbridge",15,14,34,93,56,1,213,404
48019,"Lethbridge/Lethbridge"," 130","Lethbridge",13,7,23,111,51,0,205,373
48019,"Lethbridge/Lethbridge"," 131","Lethbridge",8,6,34,95,69,2,214,432
48019,"Lethbridge/Lethbridge"," 132","Lethbridge",4,1,16,95,38,1,155,328
48019,"Lethbridge/Lethbridge"," 133","Lethbridge",8,4,17,55,46,0,130,312
48019,"Lethbridge/Lethbridge"," 134","Lethbridge",8,2,14,67,55,1,147,349
48019,"Lethbridge/Lethbridge"," 135","Lethbridge",8,2,26,75,44,0,155,322
48019,"Lethbridge/Lethbridge"," 136","Lethbridge",5,1,22,119,53,0,200,386
48019,"Lethbridge/Lethbridge"," 137","Lethbridge",7,4,26,126,74,1,238,443
48019,"Lethbridge/Lethbridge"," 138","Lethbridge",5,2,10,59,27,1,104,254
48019,"Lethbridge/Lethbridge"," 139A","Lethbridge",3,2,20,99,30,3,157,312
48019,"Lethbridge/Lethbridge"," 139B","Lethbridge",2,3,21,83,19,2,130,272
48019,"Lethbridge/Lethbridge"," 139-1","Lethbridge",4,1,19,113,51,2,190,323
48019,"Lethbridge/Lethbridge"," 139-2","Lethbridge",14,4,23,119,47,1,208,440
48019,"Lethbridge/Lethbridge"," 139-3A","Lethbridge",6,5,16,140,44,0,211,381
48019,"Lethbridge/Lethbridge"," 139-3B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,1
48019,"Lethbridge/Lethbridge"," 140A","Lethbridge",3,7,28,110,31,3,182,306
48019,"Lethbridge/Lethbridge"," 140B","Lethbridge",7,4,16,105,26,4,162,270
48019,"Lethbridge/Lethbridge"," 141","Lethbridge",2,0,5,29,8,0,44,150
48019,"Lethbridge/Lethbridge"," 141-1","Lethbridge",5,4,15,74,18,1,117,236
48019,"Lethbridge/Lethbridge"," 141-2A","Lethbridge",7,3,21,137,41,1,210,282
48019,"Lethbridge/Lethbridge"," 141-2B","Lethbridge",6,6,21,112,51,0,196,274
48019,"Lethbridge/Lethbridge"," 142","Lethbridge",13,3,41,113,51,2,223,400
48019,"Lethbridge/Lethbridge"," 143","Lethbridge",4,7,50,118,58,5,242,450
48019,"Lethbridge/Lethbridge"," 144","Lethbridge",3,1,8,32,17,1,62,281
48019,"Lethbridge/Lethbridge"," 145","Lethbridge",4,3,4,50,64,0,125,343
48019,"Lethbridge/Lethbridge"," 145-1","Lethbridge",5,2,14,53,60,0,134,341
48019,"Lethbridge/Lethbridge"," 146","Lethbridge",4,2,2,23,31,1,63,181
48019,"Lethbridge/Lethbridge"," 147","Lethbridge",4,1,26,112,87,2,232,433
48019,"Lethbridge/Lethbridge"," 147-1","Lethbridge",9,3,19,139,55,1,226,467
48019,"Lethbridge/Lethbridge"," 147-2","Lethbridge",7,0,13,55,54,0,129,262
48019,"Lethbridge/Lethbridge"," 147-3","Lethbridge",7,1,11,39,42,1,101,206
48019,"Lethbridge/Lethbridge"," 148","Lethbridge",6,0,13,91,54,1,165,382
48019,"Lethbridge/Lethbridge"," 148-1","Lethbridge",3,0,6,23,34,0,66,219
48019,"Lethbridge/Lethbridge"," 148-2","Lethbridge",10,7,18,76,59,4,174,411
48019,"Lethbridge/Lethbridge"," 148-3A","Lethbridge",5,6,24,100,77,2,214,530
48019,"Lethbridge/Lethbridge"," 148-3B","Lethbridge",12,2,19,99,80,3,215,461
48019,"Lethbridge/Lethbridge"," 149","Lethbridge",4,3,8,37,39,2,93,261
48019,"Lethbridge/Lethbridge"," 150","Lethbridge",8,2,9,64,86,1,170,384
48019,"Lethbridge/Lethbridge"," 151","Lethbridge",4,3,10,49,69,0,135,250
48019,"Lethbridge/Lethbridge"," 152","Lethbridge",9,4,13,55,77,1,159,333
48019,"Lethbridge/Lethbridge"," 153","Lethbridge",2,3,16,78,72,0,171,368
48019,"Lethbridge/Lethbridge"," 154","Lethbridge",2,1,8,35,36,2,84,197
48019,"Lethbridge/Lethbridge"," 155","Lethbridge",7,3,7,40,53,0,110,258
48019,"Lethbridge/Lethbridge"," 156","Lethbridge",7,3,15,59,69,2,155,267
48019,"Lethbridge/Lethbridge"," 157","Lethbridge",10,8,25,93,88,0,224,404
48019,"Lethbridge/Lethbridge"," 158","Lethbridge",9,4,23,76,68,1,181,302
48019,"Lethbridge/Lethbridge"," 159","Lethbridge",9,2,14,69,59,0,153,308
48019,"Lethbridge/Lethbridge"," 160","Lethbridge",7,6,15,65,70,2,165,348
48019,"Lethbridge/Lethbridge"," 161","Lethbridge",10,4,18,70,69,1,172,349
48019,"Lethbridge/Lethbridge"," 162","Lethbridge",5,1,15,62,83,1,167,400
48019,"Lethbridge/Lethbridge"," 163","Lethbridge",13,4,8,69,70,0,164,340
48019,"Lethbridge/Lethbridge"," 164","Lethbridge",5,2,15,48,69,0,139,342
48019,"Lethbridge/Lethbridge"," 165","Lethbridge",9,6,23,114,60,1,213,436
48019,"Lethbridge/Lethbridge"," 165-1","Lethbridge",8,7,18,87,64,3,187,341
48019,"Lethbridge/Lethbridge"," 165-2","Lethbridge",8,1,31,110,88,2,240,455
48019,"Lethbridge/Lethbridge"," 166","Lethbridge",5,6,23,77,56,1,168,341
48019,"Lethbridge/Lethbridge"," 166-1","Lethbridge",2,2,9,61,39,0,113,231
48019,"Lethbridge/Lethbridge"," 167","Lethbridge",2,1,9,74,57,0,143,285
48019,"Lethbridge/Lethbridge"," 167-1A","Lethbridge",7,5,12,63,37,0,124,226
48019,"Lethbridge/Lethbridge"," 167-1B","Lethbridge",8,0,16,56,36,2,118,246
48019,"Lethbridge/Lethbridge"," 168","Waterton Park",11,1,26,24,3,0,65,105
48019,"Lethbridge/Lethbridge"," 169","Mountain View",3,0,1,188,15,2,209,328
48019,"Lethbridge/Lethbridge"," 170","Leavitt",1,0,2,140,8,0,151,296
48019,"Lethbridge/Lethbridge"," 171","Aetna",2,1,3,152,6,1,165,331
48019,"Lethbridge/Lethbridge"," 172","Cardston",Merged with No. 172-1B/Fusionné avec le nº 172-1B,,,,,,,70
48019,"Lethbridge/Lethbridge"," 172-1A","Cardston",5,2,1,125,7,1,141,265
48019,"Lethbridge/Lethbridge"," 172-1B","Cardston",2,1,6,139,4,0,152,246
48019,"Lethbridge/Lethbridge"," 173","Cardston",4,0,2,194,12,0,212,446
48019,"Lethbridge/Lethbridge"," 174","Cardston",1,1,4,124,6,0,136,304
48019,"Lethbridge/Lethbridge"," 175A","Cardston",2,0,0,33,10,0,45,334
48019,"Lethbridge/Lethbridge"," 175B","Cardston",2,1,3,29,12,0,47,275
48019,"Lethbridge/Lethbridge"," 175-1","Cardston",Void/Supprimé,,,,,,,
48019,"Lethbridge/Lethbridge"," 176","Cardston",2,0,1,37,8,1,49,157
48019,"Lethbridge/Lethbridge"," 177","Cardston",4,1,2,142,8,0,157,338
48019,"Lethbridge/Lethbridge"," 178A","Cardston",4,0,6,150,10,0,170,430
48019,"Lethbridge/Lethbridge"," 178B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,20
48019,"Lethbridge/Lethbridge"," 179","Jefferson",2,0,1,93,6,0,102,273
48019,"Lethbridge/Lethbridge"," 180","Spring Coulee",2,0,1,50,4,0,57,350
48019,"Lethbridge/Lethbridge"," 181","Magrath",6,5,5,138,22,2,178,391
48019,"Lethbridge/Lethbridge"," 182","Magrath",10,5,10,180,23,1,229,373
48019,"Lethbridge/Lethbridge"," 183","Magrath",7,0,5,136,35,1,184,338
48019,"Lethbridge/Lethbridge"," 184","Magrath",5,3,12,228,26,2,276,474
48019,"Lethbridge/Lethbridge"," 185","Magrath",1,4,7,76,13,0,101,206
48019,"Lethbridge/Lethbridge"," 186","Welling",2,1,4,106,15,0,128,275
48019,"Lethbridge/Lethbridge"," 187A","Raymond",8,3,8,78,4,2,103,267
48019,"Lethbridge/Lethbridge"," 187B","Raymond",3,0,8,91,10,0,112,244
48019,"Lethbridge/Lethbridge"," 188","Raymond",8,1,4,136,27,1,177,355
48019,"Lethbridge/Lethbridge"," 189","Raymond",3,3,12,97,30,0,145,294
48019,"Lethbridge/Lethbridge"," 190","Raymond",5,2,6,157,36,0,206,474
48019,"Lethbridge/Lethbridge"," 191A","Raymond",7,1,0,68,15,0,91,294
48019,"Lethbridge/Lethbridge"," 191B","Raymond",5,2,3,53,10,0,73,197
48019,"Lethbridge/Lethbridge"," 192A","Raymond",1,2,4,132,13,1,153,333
48019,"Lethbridge/Lethbridge"," 192B","Mobile poll/Bureau itinérant",Merged with No. 508/Fusionné avec le nº 508,,,,,,,2
48019,"Lethbridge/Lethbridge"," 193","Raymond",6,4,9,143,23,2,187,342
48019,"Lethbridge/Lethbridge"," 193-1","Raymond",5,2,3,93,19,0,122,226
48019,"Lethbridge/Lethbridge"," 194","Stirling",15,4,4,181,45,1,250,459
48019,"Lethbridge/Lethbridge"," 194-1","Stirling",6,5,4,106,26,1,148,243
48019,"Lethbridge/Lethbridge"," 195","Stirling",6,5,7,118,24,1,161,481
48019,"Lethbridge/Lethbridge"," 196","Conrad",2,1,0,76,2,2,83,278
48019,"Lethbridge/Lethbridge"," 197","Warner",11,2,1,132,26,0,172,298
48019,"Lethbridge/Lethbridge"," 198","Warner",4,4,1,54,5,0,68,345
48019,"Lethbridge/Lethbridge"," 199","Del Bonita",3,3,2,44,6,1,59,146
48019,"Lethbridge/Lethbridge"," 200","Milk River",6,3,5,86,21,1,122,211
48019,"Lethbridge/Lethbridge"," 201","Milk River",5,5,12,101,15,0,138,358
48019,"Lethbridge/Lethbridge"," 202","Milk River",7,1,4,107,16,0,135,275
48019,"Lethbridge/Lethbridge"," 203","Coutts",8,2,1,131,10,0,152,260
48019,"Lethbridge/Lethbridge"," 204","Allerston",3,1,3,89,6,0,102,257
48019,"Lethbridge/Lethbridge"," 400","Lethbridge",4,7,18,168,55,0,252,345
48019,"Lethbridge/Lethbridge"," 401","Lethbridge",8,8,6,100,16,1,139,182
48019,"Lethbridge/Lethbridge"," 402","Lethbridge",0,3,8,79,30,4,124,157
48019,"Lethbridge/Lethbridge"," 403","Lethbridge",Merged with No. 93/Fusionné avec le nº 93,,,,,,,215
48019,"Lethbridge/Lethbridge"," 500","Mobile poll/Bureau itinérant",8,3,14,45,8,3,81,121
48019,"Lethbridge/Lethbridge"," 501","Mobile poll/Bureau itinérant",2,1,8,56,15,0,82,148
48019,"Lethbridge/Lethbridge"," 502","Mobile poll/Bureau itinérant",4,6,16,94,21,2,143,220
48019,"Lethbridge/Lethbridge"," 503","Mobile poll/Bureau itinérant",2,1,11,76,27,0,117,165
48019,"Lethbridge/Lethbridge"," 504","Mobile poll/Bureau itinérant",1,2,10,54,11,1,79,129
48019,"Lethbridge/Lethbridge"," 505","Mobile poll/Bureau itinérant",3,1,11,41,10,3,69,155
48019,"Lethbridge/Lethbridge"," 506","Mobile poll/Bureau itinérant",2,1,3,75,6,2,89,123
48019,"Lethbridge/Lethbridge"," 507","Mobile poll/Bureau itinérant",1,4,12,100,24,2,143,260
48019,"Lethbridge/Lethbridge"," 508","Mobile poll/Bureau itinérant",1,1,2,23,1,0,28,28
48019,"Lethbridge/Lethbridge"," 509","Mobile poll/Bureau itinérant",2,2,6,18,3,0,31,52
48019,"Lethbridge/Lethbridge"," 600","Lethbridge County--Picture Butte",6,15,11,104,24,0,160,
48019,"Lethbridge/Lethbridge"," 601","Lethbridge",5,2,17,159,87,0,270,
48019,"Lethbridge/Lethbridge"," 602","Lethbridge",10,5,32,261,119,1,428,
48019,"Lethbridge/Lethbridge"," 603","Lethbridge",18,6,32,214,98,0,368,
48019,"Lethbridge/Lethbridge"," 604","Lethbridge",20,3,43,192,94,4,356,
48019,"Lethbridge/Lethbridge"," 605","Lethbridge",20,3,47,192,152,3,417,
48019,"Lethbridge/Lethbridge"," 606","Lethbridge",17,8,45,155,103,1,329,
48019,"Lethbridge/Lethbridge"," 607","Lethbridge",12,3,40,175,71,1,302,
48019,"Lethbridge/Lethbridge"," 608","Lethbridge",13,11,32,143,84,0,283,
