Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Baranyi,Ralph Lee,Scott Reid,David Remington,Doug Smyth,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 37","Glen Tay",7,3,152,25,26,0,213,441
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 38","Christie Lake",16,1,59,13,14,0,103,181
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 39","Scotch Line",18,3,179,39,41,0,280,497
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 40","Stanleyville",9,0,110,24,31,0,174,270
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 41","Elm Grove--Narrows Locks",8,0,104,16,16,0,144,323
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 41-1","Narrows Locks",29,2,203,37,54,2,327,589
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 42","Maberly",38,1,179,45,58,2,323,524
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 42-1","Tay Valley",5,0,93,17,19,0,134,211
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 43","Ashton Station",10,3,91,9,32,0,145,274
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 44","Ashton Station",24,1,159,27,40,1,252,489
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 45","Prospect",3,1,89,16,35,0,144,284
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 45-1","Beckwith",9,2,108,13,26,0,158,299
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 46","Beckwith",12,2,186,23,45,0,268,462
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 46-1","Franktown",8,1,120,23,42,1,195,363
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 47","Carleton Place",8,0,92,18,31,1,150,293
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 48","Blacks Corners",6,1,154,22,46,0,229,419
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 48-1","Blacks Corners",10,4,139,22,59,0,234,458
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 48-2","Blacks Corners",1,3,47,6,6,1,64,146
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 49","McDiarmid's Shore",4,0,85,10,30,0,129,268
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 50","Beckwith",5,0,175,16,36,0,232,439
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 51","Beckwith",6,3,118,13,47,1,188,357
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 51-1","Beckwith",4,1,125,16,19,0,165,332
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 52","Coleman's Shore",20,1,129,13,45,0,208,363
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 52-1","Beckwith",5,2,110,13,29,1,160,309
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 53","Innisville",10,4,203,25,72,0,314,620
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 54","Montague",11,3,170,35,64,0,283,481
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 55","Numogate",2,2,118,10,35,0,167,321
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 56","Nolans Corners",12,3,212,21,67,0,315,508
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 57","Kilmarnock",6,0,114,10,37,1,168,393
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 58","Numogate",3,2,77,8,20,0,110,198
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 59","Montague",3,0,108,15,27,0,153,383
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 60","Montague",3,3,97,4,31,2,140,345
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 61","Ferguson Falls",15,6,194,37,46,0,298,559
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 62","McNaughton Shore",10,2,175,22,42,0,251,454
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 63","Drummond",8,0,94,5,23,1,131,266
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 64","Glenview",20,9,174,34,49,1,287,424
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 65","North Elmsley",7,0,119,13,46,0,185,363
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 66","Armstrongs Corners",12,2,126,26,39,0,205,399
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 66-1","Drummond Centre",5,0,82,15,23,0,125,243
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 67","Drummond",12,1,147,12,35,1,208,434
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 68","Port Elmsley",6,1,134,16,26,0,183,274
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 68-1","Drummond/North Elmsley",5,0,130,22,36,0,193,296
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 69","North Elmsley",13,1,161,18,44,0,237,441
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 70","Elmgrove",27,0,143,65,43,0,278,496
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 71","Elmgrove",15,1,155,23,37,0,231,370
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 72","Carleton Place",12,2,127,25,36,0,202,393
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 73","Carleton Place",16,3,144,29,36,1,229,416
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 74","Carleton Place",13,1,225,28,55,0,322,580
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 75","Carleton Place",17,3,118,16,29,0,183,377
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 76","Carleton Place",11,2,77,8,23,0,121,312
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 77","Carleton Place",9,1,139,26,62,0,237,489
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 78","Carleton Place",7,0,86,18,36,0,147,315
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 79","Carleton Place",2,0,85,23,37,0,147,294
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 80","Carleton Place",6,5,140,27,55,0,233,428
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 81","Carleton Place",17,7,178,25,32,0,259,462
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 82","Carleton Place",13,3,177,25,51,0,269,495
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 83","Carleton Place",8,0,91,20,27,0,146,312
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 84","Carleton Place",6,0,141,39,54,1,241,444
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 85","Carleton Place",17,3,110,20,39,0,189,360
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 86","Carleton Place",15,3,179,25,53,2,277,480
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 87","Carleton Place",7,1,116,24,34,0,182,329
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 88","Carleton Place",9,1,145,16,37,0,208,381
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 89","Smiths Falls",2,3,99,11,29,2,146,324
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 90","Smiths Falls",15,2,102,13,53,1,186,381
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 91","Smiths Falls",6,1,52,10,40,1,110,297
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 92","Smiths Falls",3,0,84,21,52,1,161,405
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 93","Smiths Falls",5,2,96,13,36,1,153,392
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 94","Smiths Falls",6,2,99,19,46,3,175,409
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 95","Smiths Falls",8,0,101,7,25,2,143,325
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 96","Smiths Falls",7,1,78,26,51,1,164,348
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 97","Smiths Falls",14,0,88,19,40,0,161,399
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 98","Smiths Falls",6,1,98,7,47,1,160,382
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 99","Smiths Falls",3,2,79,20,40,1,145,292
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 100","Smiths Falls",8,1,124,25,52,1,211,428
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 101","Smiths Falls",6,3,96,24,42,1,172,338
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 102","Smiths Falls",1,1,157,17,23,1,200,401
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 102-1","Smiths Falls",4,1,76,12,27,1,121,247
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 103","Smiths Falls",3,1,78,24,27,0,133,291
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 104","Smiths Falls",4,4,145,47,40,0,240,446
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 105","Smiths Falls",7,3,176,37,60,0,283,543
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 106","Perth",8,1,83,20,22,0,134,215
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 107","Perth",14,0,176,59,39,2,290,535
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 108","Perth",28,1,116,22,33,0,200,388
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 109","Perth",12,2,72,25,32,0,143,318
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 110","Perth",1,0,60,16,20,0,97,201
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 111","Perth",5,1,86,11,20,0,123,341
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 111-1","Perth",Void/Supprimé,,,,,,,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 112","Perth",7,0,87,21,19,0,134,283
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 113","Perth",7,1,65,14,27,0,114,290
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 114","Perth",6,2,67,33,29,1,138,319
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 115","Perth",15,6,104,41,42,1,209,429
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 116","Perth",21,1,79,26,39,0,166,377
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 117","Perth",15,2,91,31,42,1,182,406
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 118","Perth",6,2,112,18,31,1,170,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 119","Perth",11,1,156,36,39,2,245,451
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 120","Erinsville",11,2,150,53,70,0,286,424
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 121","Tamworth",9,2,153,61,81,0,306,523
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 122","Bellheck",15,1,107,57,63,1,244,367
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 123","Chippewa",12,0,83,23,53,0,171,271
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 124","Enterprise",5,1,89,29,43,2,169,325
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 125","Croydon",13,2,105,33,44,0,197,387
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 126","Milsap",4,4,99,40,70,0,217,452
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 127","Stone Mills",8,0,89,27,38,0,162,330
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 128","Moscow",7,0,124,64,68,0,263,471
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 129","Colebrook",15,0,121,41,56,0,233,390
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 130","Yarker",12,1,92,48,76,1,230,362
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 131","Camden East",13,1,103,43,52,0,212,367
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 132","Camden East",6,0,77,62,59,0,204,311
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 133","Newburgh",23,0,56,36,41,1,157,288
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 134","Newburgh",6,3,52,36,40,0,137,235
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 135","Strathcona",4,1,74,21,35,0,135,238
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 136","Glendower",7,4,98,45,73,0,227,494
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 137","Bedford",15,1,138,38,36,1,229,320
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 137-1","Perth Road",5,1,31,17,14,0,68,147
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 138","Bellrock",6,3,70,35,45,0,159,329
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 139","Verona",10,0,55,27,24,0,116,265
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 139-1","South Frontenac",1,0,57,19,25,0,102,216
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 140","South Frontenac",6,0,76,15,25,0,122,233
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 141","Holleford",4,2,53,31,36,0,126,286
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 142","Piccadilly",7,2,68,24,40,0,141,288
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 142-1","South Frontenac",10,0,64,33,43,0,150,263
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 143","Desert Lake",8,2,88,47,39,0,184,423
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 144","Raymond's Corners",12,0,163,69,77,1,322,495
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 144-1","Perth Road Village",9,1,58,28,21,0,117,202
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 145","Keelerville",16,0,118,64,72,1,271,516
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 146","Battersea",8,0,75,31,39,0,153,300
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 147","South Frontenac",3,0,48,27,37,0,115,206
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 148","Loughborough",10,1,86,43,41,2,183,333
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 149","Missouri",8,0,83,36,37,1,165,352
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 150","Moons Corners",5,0,132,40,51,1,229,476
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 151","Sydenham",11,1,41,12,32,0,97,246
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 151-1","South Frontenac",7,3,62,31,29,0,132,296
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 152","South Frontenac",17,0,91,54,62,2,226,417
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 152-1","South Frontenac",7,0,42,21,19,0,89,152
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 153","Hartington",5,0,84,25,33,0,147,232
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 154","Harrowsmith",3,0,76,22,44,0,145,243
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 155","Harrowsmith",7,1,90,26,50,0,174,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 156","Petworth",17,1,105,35,65,1,224,439
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 157","Star Corners",7,0,117,43,54,1,222,445
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 158","Murvale",6,0,83,48,68,0,205,399
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 159","Raiton",15,2,117,42,73,0,249,492
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 160","Raiton",13,0,92,60,47,4,216,444
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 161","Davidsons Beach",1,0,101,48,64,0,214,430
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 162","Inverary",20,0,112,42,41,0,215,385
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 163","Latimer",16,0,157,80,96,0,349,570
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 164","Sunbury",6,0,71,35,24,0,136,297
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 164-1","South Frontenac",4,0,60,47,30,0,141,278
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 165","Milburn",3,0,71,24,51,0,149,331
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 165-1","South Frontenac",8,1,85,51,61,0,206,448
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 166","Ida Hill",6,1,104,38,49,1,199,448
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 167","Greater Napanee",6,1,135,14,55,1,212,413
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 168","Greater Napanee",9,0,152,36,40,0,237,428
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 169","Greater Napanee",12,2,118,24,57,0,213,363
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 170","Greater Napanee",7,1,86,22,47,0,163,375
