Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Serge Cardin,Éric Deslauriers,Pierre-Luc Dusseault,Pierre Harvey,Jacques Laberge,Crédible Berlingot Landry,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24070,"Sherbrooke/Sherbrooke"," 67-1A","Fleurimont",60,13,86,13,1,1,4,178,384
24070,"Sherbrooke/Sherbrooke"," 67-1B","Mobile poll/Bureau itinérant",Merged with No. 508/Fusionné avec le nº 508,,,,,,,,59
24070,"Sherbrooke/Sherbrooke"," 67-2","Fleurimont",49,5,67,18,2,0,1,142,255
24070,"Sherbrooke/Sherbrooke"," 68","Fleurimont",Void/Supprimé,,,,,,,,
24070,"Sherbrooke/Sherbrooke"," 69","Fleurimont",91,7,120,26,6,0,7,257,500
24070,"Sherbrooke/Sherbrooke"," 69-1","Fleurimont",65,18,126,27,3,0,1,240,401
24070,"Sherbrooke/Sherbrooke"," 70A","Fleurimont",75,18,129,25,2,0,4,253,442
24070,"Sherbrooke/Sherbrooke"," 70B","Fleurimont",71,8,134,20,4,1,4,242,475
24070,"Sherbrooke/Sherbrooke"," 71","Fleurimont",84,13,121,5,2,1,2,228,408
24070,"Sherbrooke/Sherbrooke"," 72","Fleurimont",81,14,106,21,1,2,4,229,435
24070,"Sherbrooke/Sherbrooke"," 73","Fleurimont",68,12,96,21,4,2,4,207,366
24070,"Sherbrooke/Sherbrooke"," 74","Fleurimont",74,14,91,28,1,0,6,214,428
24070,"Sherbrooke/Sherbrooke"," 75","Fleurimont",111,10,139,18,3,1,1,283,462
24070,"Sherbrooke/Sherbrooke"," 76","Fleurimont",44,10,72,12,1,0,2,141,235
24070,"Sherbrooke/Sherbrooke"," 76-1","Fleurimont",82,22,122,16,0,1,3,246,415
24070,"Sherbrooke/Sherbrooke"," 77","Fleurimont",85,31,75,25,5,0,3,224,363
24070,"Sherbrooke/Sherbrooke"," 78","Fleurimont",76,22,130,16,6,1,6,257,367
24070,"Sherbrooke/Sherbrooke"," 78-1","Fleurimont",74,13,158,24,7,0,1,277,407
24070,"Sherbrooke/Sherbrooke"," 79","Fleurimont",127,21,162,13,1,1,1,326,556
24070,"Sherbrooke/Sherbrooke"," 80","Fleurimont",72,7,85,14,7,0,1,186,295
24070,"Sherbrooke/Sherbrooke"," 80-1","Fleurimont",123,12,139,11,3,2,1,291,418
24070,"Sherbrooke/Sherbrooke"," 81","Fleurimont",87,16,158,21,4,0,1,287,426
24070,"Sherbrooke/Sherbrooke"," 81-1","Fleurimont",41,14,65,10,1,0,0,131,196
24070,"Sherbrooke/Sherbrooke"," 82","Fleurimont",Void/Supprimé,,,,,,,,
24070,"Sherbrooke/Sherbrooke"," 83","Fleurimont",91,15,103,28,2,1,0,240,349
24070,"Sherbrooke/Sherbrooke"," 83-1","Fleurimont",56,8,105,11,1,1,0,182,264
24070,"Sherbrooke/Sherbrooke"," 84","Sherbrooke",55,13,26,77,3,1,0,175,353
24070,"Sherbrooke/Sherbrooke"," 85","Sherbrooke",104,18,93,18,4,0,2,239,406
24070,"Sherbrooke/Sherbrooke"," 86","Sherbrooke",75,16,78,4,6,2,2,183,401
24070,"Sherbrooke/Sherbrooke"," 87","Sherbrooke",14,4,11,22,2,0,0,53,224
24070,"Sherbrooke/Sherbrooke"," 88","Sherbrooke",46,5,41,1,4,1,4,102,263
24070,"Sherbrooke/Sherbrooke"," 89","Sherbrooke",72,5,74,11,4,0,4,170,370
24070,"Sherbrooke/Sherbrooke"," 90","Sherbrooke",67,15,79,13,6,0,1,181,319
24070,"Sherbrooke/Sherbrooke"," 91","Sherbrooke",49,9,79,14,2,0,3,156,329
24070,"Sherbrooke/Sherbrooke"," 92","Sherbrooke",59,15,69,3,2,1,0,149,422
24070,"Sherbrooke/Sherbrooke"," 93","Sherbrooke",55,10,46,12,2,0,2,127,287
24070,"Sherbrooke/Sherbrooke"," 94","Sherbrooke",37,8,60,7,6,0,1,119,294
24070,"Sherbrooke/Sherbrooke"," 95","Sherbrooke",65,9,53,10,3,0,2,142,337
24070,"Sherbrooke/Sherbrooke"," 96","Sherbrooke",66,5,61,11,5,1,2,151,354
24070,"Sherbrooke/Sherbrooke"," 97","Sherbrooke",46,13,70,13,1,1,3,147,382
24070,"Sherbrooke/Sherbrooke"," 98","Sherbrooke",38,9,49,4,1,0,1,102,288
24070,"Sherbrooke/Sherbrooke"," 99","Sherbrooke",59,10,61,9,1,0,2,142,390
24070,"Sherbrooke/Sherbrooke"," 100","Sherbrooke",81,26,114,23,3,0,4,251,408
24070,"Sherbrooke/Sherbrooke"," 101","Sherbrooke",44,9,71,18,9,1,0,152,442
24070,"Sherbrooke/Sherbrooke"," 102","Sherbrooke",48,11,100,9,6,2,1,177,468
24070,"Sherbrooke/Sherbrooke"," 103","Sherbrooke",Void/Supprimé,,,,,,,,
24070,"Sherbrooke/Sherbrooke"," 104","Sherbrooke",94,24,125,29,5,0,5,282,624
24070,"Sherbrooke/Sherbrooke"," 105","Sherbrooke",83,38,81,10,4,0,2,218,366
24070,"Sherbrooke/Sherbrooke"," 106","Sherbrooke",90,13,74,18,1,1,3,200,242
24070,"Sherbrooke/Sherbrooke"," 107","Sherbrooke",73,19,114,18,1,0,1,226,413
24070,"Sherbrooke/Sherbrooke"," 108","Sherbrooke",78,26,86,7,10,1,3,211,438
24070,"Sherbrooke/Sherbrooke"," 109","Sherbrooke",70,6,65,14,4,1,2,162,359
24070,"Sherbrooke/Sherbrooke"," 110","Sherbrooke",68,18,85,4,6,0,0,181,330
24070,"Sherbrooke/Sherbrooke"," 111","Sherbrooke",78,19,102,16,4,0,2,221,357
24070,"Sherbrooke/Sherbrooke"," 112","Sherbrooke",101,15,104,10,4,1,0,235,399
24070,"Sherbrooke/Sherbrooke"," 113","Sherbrooke",67,25,64,7,6,4,3,176,376
24070,"Sherbrooke/Sherbrooke"," 114","Sherbrooke",73,22,57,7,7,1,1,168,302
24070,"Sherbrooke/Sherbrooke"," 115","Sherbrooke",67,7,58,11,11,3,0,157,318
24070,"Sherbrooke/Sherbrooke"," 116","Sherbrooke",47,14,54,4,6,1,4,130,286
24070,"Sherbrooke/Sherbrooke"," 117","Sherbrooke",62,11,68,12,4,3,3,163,283
24070,"Sherbrooke/Sherbrooke"," 118","Sherbrooke",40,18,43,7,4,1,0,113,322
24070,"Sherbrooke/Sherbrooke"," 119","Sherbrooke",44,9,53,7,8,2,1,124,374
24070,"Sherbrooke/Sherbrooke"," 120","Sherbrooke",53,3,63,2,1,6,0,128,326
24070,"Sherbrooke/Sherbrooke"," 121","Sherbrooke",52,7,59,7,4,2,0,131,343
24070,"Sherbrooke/Sherbrooke"," 122","Sherbrooke",57,15,80,10,11,1,4,178,458
24070,"Sherbrooke/Sherbrooke"," 123","Sherbrooke",64,6,61,4,3,1,0,139,334
24070,"Sherbrooke/Sherbrooke"," 124","Sherbrooke",54,7,70,10,3,1,1,146,332
24070,"Sherbrooke/Sherbrooke"," 125","Sherbrooke",72,12,78,4,2,1,0,169,352
24070,"Sherbrooke/Sherbrooke"," 126","Sherbrooke",69,10,70,8,6,1,2,166,337
24070,"Sherbrooke/Sherbrooke"," 127","Sherbrooke",50,8,49,11,1,1,2,122,328
24070,"Sherbrooke/Sherbrooke"," 128","Sherbrooke",52,12,84,6,4,2,2,162,358
24070,"Sherbrooke/Sherbrooke"," 129","Sherbrooke",63,7,62,10,0,2,3,147,319
24070,"Sherbrooke/Sherbrooke"," 130","Sherbrooke",59,7,85,14,2,3,0,170,370
24070,"Sherbrooke/Sherbrooke"," 131","Sherbrooke",73,7,92,14,2,0,4,192,374
24070,"Sherbrooke/Sherbrooke"," 132","Sherbrooke",55,8,59,11,2,1,0,136,308
24070,"Sherbrooke/Sherbrooke"," 133","Sherbrooke",48,7,58,16,2,0,2,133,282
24070,"Sherbrooke/Sherbrooke"," 134","Sherbrooke",40,9,54,11,4,0,2,120,300
24070,"Sherbrooke/Sherbrooke"," 135","Sherbrooke",39,8,46,4,1,1,1,100,315
24070,"Sherbrooke/Sherbrooke"," 136","Sherbrooke",36,4,42,8,2,0,0,92,219
24070,"Sherbrooke/Sherbrooke"," 137","Sherbrooke",64,13,75,12,0,0,1,165,412
24070,"Sherbrooke/Sherbrooke"," 138","Sherbrooke",38,6,45,6,0,1,0,96,293
24070,"Sherbrooke/Sherbrooke"," 139","Sherbrooke",81,9,93,11,0,0,3,197,344
24070,"Sherbrooke/Sherbrooke"," 140","Sherbrooke",69,25,134,21,3,5,5,262,577
24070,"Sherbrooke/Sherbrooke"," 141","Sherbrooke",55,71,13,12,4,1,0,156,371
24070,"Sherbrooke/Sherbrooke"," 142","Sherbrooke",62,10,77,10,5,1,2,167,414
24070,"Sherbrooke/Sherbrooke"," 143","Sherbrooke",60,15,84,28,4,0,0,191,334
24070,"Sherbrooke/Sherbrooke"," 144","Sherbrooke",28,5,25,5,1,0,1,65,239
24070,"Sherbrooke/Sherbrooke"," 145","Sherbrooke",47,16,42,12,4,0,0,121,277
24070,"Sherbrooke/Sherbrooke"," 146","Sherbrooke",65,16,72,11,1,0,3,168,331
24070,"Sherbrooke/Sherbrooke"," 147","Sherbrooke",74,28,72,14,5,0,3,196,387
24070,"Sherbrooke/Sherbrooke"," 148","Sherbrooke",76,9,90,9,4,1,2,191,435
24070,"Sherbrooke/Sherbrooke"," 149","Sherbrooke",60,20,74,23,3,1,0,181,321
24070,"Sherbrooke/Sherbrooke"," 150","Sherbrooke",109,13,144,34,6,1,5,312,595
24070,"Sherbrooke/Sherbrooke"," 151","Sherbrooke",48,8,92,14,4,0,4,170,287
24070,"Sherbrooke/Sherbrooke"," 152","Sherbrooke",107,24,128,24,3,2,2,290,452
24070,"Sherbrooke/Sherbrooke"," 153","Sherbrooke",90,9,111,31,3,0,4,248,378
24070,"Sherbrooke/Sherbrooke"," 154","Sherbrooke",74,10,89,13,6,2,6,200,325
24070,"Sherbrooke/Sherbrooke"," 155","Sherbrooke",73,10,60,10,6,1,2,162,344
24070,"Sherbrooke/Sherbrooke"," 156","Sherbrooke",60,6,60,9,1,0,4,140,321
24070,"Sherbrooke/Sherbrooke"," 157","Sherbrooke",75,12,73,8,3,2,1,174,315
24070,"Sherbrooke/Sherbrooke"," 158","Sherbrooke",59,4,57,14,4,2,0,140,275
24070,"Sherbrooke/Sherbrooke"," 159","Sherbrooke",68,20,65,17,1,0,3,174,328
24070,"Sherbrooke/Sherbrooke"," 160","Sherbrooke",37,6,53,7,3,2,3,111,287
24070,"Sherbrooke/Sherbrooke"," 161","Sherbrooke",73,10,73,7,6,3,1,173,379
24070,"Sherbrooke/Sherbrooke"," 162","Sherbrooke",61,12,69,15,6,2,4,169,431
24070,"Sherbrooke/Sherbrooke"," 163","Sherbrooke",41,7,73,10,1,1,2,135,347
24070,"Sherbrooke/Sherbrooke"," 164","Sherbrooke",74,6,92,12,4,0,2,190,343
24070,"Sherbrooke/Sherbrooke"," 165","Sherbrooke",75,10,58,16,6,1,4,170,287
24070,"Sherbrooke/Sherbrooke"," 166","Sherbrooke",53,9,52,18,3,1,3,139,366
24070,"Sherbrooke/Sherbrooke"," 167","Sherbrooke",52,12,50,8,1,1,2,126,395
24070,"Sherbrooke/Sherbrooke"," 168","Sherbrooke",57,3,40,9,1,1,2,113,312
24070,"Sherbrooke/Sherbrooke"," 169","Sherbrooke",52,7,54,5,4,1,3,126,349
24070,"Sherbrooke/Sherbrooke"," 170","Sherbrooke",77,10,65,13,3,1,4,173,288
24070,"Sherbrooke/Sherbrooke"," 171","Sherbrooke",54,8,55,29,5,1,2,154,349
24070,"Sherbrooke/Sherbrooke"," 172","Sherbrooke",58,9,77,10,6,1,3,164,359
24070,"Sherbrooke/Sherbrooke"," 173","Sherbrooke",66,8,66,8,5,0,5,158,348
24070,"Sherbrooke/Sherbrooke"," 174","Sherbrooke",77,19,108,21,11,0,6,242,535
24070,"Sherbrooke/Sherbrooke"," 175","Sherbrooke",40,6,39,21,1,0,0,107,246
24070,"Sherbrooke/Sherbrooke"," 176","Sherbrooke",31,6,44,0,0,2,0,83,257
24070,"Sherbrooke/Sherbrooke"," 177","Sherbrooke",93,25,135,22,3,2,2,282,471
24070,"Sherbrooke/Sherbrooke"," 178","Sherbrooke",83,17,114,28,5,4,2,253,378
24070,"Sherbrooke/Sherbrooke"," 179","Sherbrooke",75,37,88,19,5,1,3,228,331
24070,"Sherbrooke/Sherbrooke"," 180","Sherbrooke",64,15,88,18,3,0,2,190,341
24070,"Sherbrooke/Sherbrooke"," 181","Sherbrooke",68,16,82,15,6,0,3,190,352
24070,"Sherbrooke/Sherbrooke"," 182","Sherbrooke",54,6,41,10,5,2,6,124,257
24070,"Sherbrooke/Sherbrooke"," 183","Sherbrooke",66,21,77,20,5,0,0,189,291
24070,"Sherbrooke/Sherbrooke"," 184","Sherbrooke",90,23,92,16,3,0,5,229,345
24070,"Sherbrooke/Sherbrooke"," 185","Sherbrooke",72,16,72,13,8,0,2,183,322
24070,"Sherbrooke/Sherbrooke"," 186","Sherbrooke",48,19,75,6,1,1,2,152,319
24070,"Sherbrooke/Sherbrooke"," 187","Sherbrooke",64,18,82,9,3,2,0,178,284
24070,"Sherbrooke/Sherbrooke"," 188","Sherbrooke",43,15,77,8,1,0,0,144,284
24070,"Sherbrooke/Sherbrooke"," 189","Sherbrooke",71,15,89,10,5,0,2,192,351
24070,"Sherbrooke/Sherbrooke"," 190","Sherbrooke",23,19,48,20,1,0,3,114,394
24070,"Sherbrooke/Sherbrooke"," 191","Sherbrooke",64,7,63,9,0,0,1,144,284
24070,"Sherbrooke/Sherbrooke"," 192","Sherbrooke",85,13,89,9,8,1,2,207,342
24070,"Sherbrooke/Sherbrooke"," 193","Sherbrooke",32,7,47,10,3,0,1,100,220
24070,"Sherbrooke/Sherbrooke"," 194","Sherbrooke",57,4,47,9,5,2,4,128,250
24070,"Sherbrooke/Sherbrooke"," 195","Sherbrooke",65,1,88,8,6,1,4,173,337
24070,"Sherbrooke/Sherbrooke"," 196","Sherbrooke",58,7,59,10,7,0,5,146,296
24070,"Sherbrooke/Sherbrooke"," 197","Sherbrooke",28,12,53,12,1,1,1,108,225
24070,"Sherbrooke/Sherbrooke"," 400","Sherbrooke",12,6,14,3,1,1,2,39,136
24070,"Sherbrooke/Sherbrooke"," 401","Sherbrooke",16,12,10,5,1,0,0,44,209
24070,"Sherbrooke/Sherbrooke"," 402","Sherbrooke",17,9,14,7,3,0,2,52,250
24070,"Sherbrooke/Sherbrooke"," 403","Sherbrooke",50,29,27,19,1,0,5,131,188
24070,"Sherbrooke/Sherbrooke"," 404","Sherbrooke",44,44,67,49,2,0,1,207,390
24070,"Sherbrooke/Sherbrooke"," 405","Sherbrooke",62,37,80,21,1,2,4,207,245
24070,"Sherbrooke/Sherbrooke"," 406","Sherbrooke",20,10,18,9,0,0,1,58,79
24070,"Sherbrooke/Sherbrooke"," 407","Sherbrooke",33,15,19,9,2,0,0,78,94
24070,"Sherbrooke/Sherbrooke"," 408","Sherbrooke",25,18,36,18,0,0,0,97,116
24070,"Sherbrooke/Sherbrooke"," 409","Sherbrooke",37,23,48,40,0,2,2,152,188
24070,"Sherbrooke/Sherbrooke"," 410","Sherbrooke",Merged with No. 106/Fusionné avec le nº 106,,,,,,,,198
24070,"Sherbrooke/Sherbrooke"," 411","Sherbrooke",27,9,43,10,0,0,1,90,117
24070,"Sherbrooke/Sherbrooke"," 412","Sherbrooke",26,8,43,8,3,1,0,89,108
24070,"Sherbrooke/Sherbrooke"," 500","Mobile poll/Bureau itinérant",31,41,63,37,2,1,6,181,243
24070,"Sherbrooke/Sherbrooke"," 501","Mobile poll/Bureau itinérant",64,30,29,15,5,1,1,145,209
24070,"Sherbrooke/Sherbrooke"," 502","Mobile poll/Bureau itinérant",22,20,6,26,2,0,1,77,115
24070,"Sherbrooke/Sherbrooke"," 503","Mobile poll/Bureau itinérant",27,6,16,16,0,2,6,73,138
24070,"Sherbrooke/Sherbrooke"," 504","Mobile poll/Bureau itinérant",32,11,19,18,2,3,7,92,159
24070,"Sherbrooke/Sherbrooke"," 505","Mobile poll/Bureau itinérant",22,40,15,30,0,1,4,112,175
24070,"Sherbrooke/Sherbrooke"," 506","Mobile poll/Bureau itinérant",44,28,27,15,2,1,9,126,188
24070,"Sherbrooke/Sherbrooke"," 507","Mobile poll/Bureau itinérant",52,28,35,14,1,5,4,139,187
24070,"Sherbrooke/Sherbrooke"," 508","Mobile poll/Bureau itinérant",18,12,9,10,0,0,3,52,43
24070,"Sherbrooke/Sherbrooke"," 509","Mobile poll/Bureau itinérant",16,20,10,19,0,0,1,66,105
24070,"Sherbrooke/Sherbrooke"," 510","Mobile poll/Bureau itinérant",7,22,16,15,0,0,2,62,76
24070,"Sherbrooke/Sherbrooke"," 511","Mobile poll/Bureau itinérant",23,20,28,24,0,1,2,98,121
24070,"Sherbrooke/Sherbrooke"," 600","Brompton--Bromptonville",220,41,183,44,4,0,1,493,
24070,"Sherbrooke/Sherbrooke"," 601","Sherbrooke",240,93,300,77,7,0,4,721,
24070,"Sherbrooke/Sherbrooke"," 602","Sherbrooke",185,82,254,88,8,4,3,624,
24070,"Sherbrooke/Sherbrooke"," 603","Sherbrooke",237,112,258,115,6,5,2,735,
24070,"Sherbrooke/Sherbrooke"," 604","Fleurimont",314,48,274,67,13,1,2,719,
24070,"Sherbrooke/Sherbrooke"," 605","Fleurimont",257,46,247,56,8,1,4,619,
24070,"Sherbrooke/Sherbrooke"," 606","Sherbrooke",167,31,150,52,3,0,2,405,
24070,"Sherbrooke/Sherbrooke"," 607","Sherbrooke",142,60,118,41,7,0,3,371,
24070,"Sherbrooke/Sherbrooke"," 608","Sherbrooke",233,68,236,66,2,1,4,610,
24070,"Sherbrooke/Sherbrooke"," 609","Sherbrooke",219,66,230,67,6,2,5,595,
24070,"Sherbrooke/Sherbrooke"," 610","Sherbrooke",114,19,103,20,4,1,1,262,
24070,"Sherbrooke/Sherbrooke"," 611","Sherbrooke",207,67,188,25,3,2,5,497,
24070,"Sherbrooke/Sherbrooke"," 612","Sherbrooke",121,70,186,52,5,2,4,440,
24070,"Sherbrooke/Sherbrooke"," 613","Sherbrooke",170,53,151,31,5,1,3,414,
24070,"Sherbrooke/Sherbrooke"," 614","Sherbrooke",88,19,80,13,5,0,2,207,
24070,"Sherbrooke/Sherbrooke"," 615","Sherbrooke",144,37,93,28,11,3,1,317,
24070,"Sherbrooke/Sherbrooke"," 616","Sherbrooke",136,29,126,56,2,1,1,351,
24070,"Sherbrooke/Sherbrooke"," 617","Sherbrooke",95,32,78,26,1,1,3,236,
24070,"Sherbrooke/Sherbrooke",,Group 1/Groupe 1,43,23,27,71,5,1,8,178,318
24070,"Sherbrooke/Sherbrooke",,Group 2/Groupe 2,395,222,265,144,14,4,23,1067,
