Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Blaize Barnicoat,Grant Humes,Stephen Leahy,Andrew Moriarity,Bev Oda,Tammy Schoep,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35014,"Durham/Durham"," 27-1","Uxbridge",0,12,5,1,134,22,2,176,337
35014,"Durham/Durham"," 28","Uxbridge",3,46,9,0,161,45,0,264,404
35014,"Durham/Durham"," 29","Uxbridge",1,47,13,0,142,18,1,222,397
35014,"Durham/Durham"," 30","Uxbridge",1,64,20,0,122,18,1,226,443
35014,"Durham/Durham"," 31","Scugog",1,50,20,5,164,52,4,296,510
35014,"Durham/Durham"," 32","Scugog",1,41,13,3,153,43,1,255,465
35014,"Durham/Durham"," 33","Scugog",1,29,18,2,145,40,2,237,510
35014,"Durham/Durham"," 34","Scugog",2,44,21,1,177,46,2,293,467
35014,"Durham/Durham"," 35","Scugog",0,43,15,0,115,19,1,193,376
35014,"Durham/Durham"," 36","Scugog",1,44,13,3,130,34,0,225,420
35014,"Durham/Durham"," 37","Scugog",0,25,10,0,80,22,2,139,285
35014,"Durham/Durham"," 37-1","Scugog",0,44,10,1,130,41,1,227,385
35014,"Durham/Durham"," 38","Scugog",2,65,15,1,114,36,0,233,405
35014,"Durham/Durham"," 39","Scugog",0,36,15,0,106,32,0,189,392
35014,"Durham/Durham"," 40","Scugog",0,38,14,2,150,42,1,247,418
35014,"Durham/Durham"," 41","Scugog",0,45,8,2,89,35,0,179,307
35014,"Durham/Durham"," 41-1","Scugog",0,37,12,1,101,38,0,189,316
35014,"Durham/Durham"," 42","Scugog",0,35,13,0,137,46,2,233,438
35014,"Durham/Durham"," 42-1","Scugog",1,35,15,1,91,28,0,171,326
35014,"Durham/Durham"," 43","Scugog",2,58,15,5,118,75,3,276,457
35014,"Durham/Durham"," 44","Scugog",0,53,17,3,158,40,1,272,478
35014,"Durham/Durham"," 45","Scugog",0,33,13,4,119,32,0,201,437
35014,"Durham/Durham"," 46","Scugog",1,32,8,0,99,27,0,167,340
35014,"Durham/Durham"," 47","Scugog",1,47,8,2,105,33,0,196,364
35014,"Durham/Durham"," 48","Scugog",0,37,15,0,109,63,0,224,497
35014,"Durham/Durham"," 49","Scugog",0,105,7,1,193,21,1,328,447
35014,"Durham/Durham"," 50","Scugog",2,39,13,0,123,26,2,205,309
35014,"Durham/Durham"," 51","Scugog",0,47,15,0,90,43,2,197,335
35014,"Durham/Durham"," 52","Scugog",2,38,7,0,68,36,1,152,324
35014,"Durham/Durham"," 53","Scugog",0,22,11,1,55,34,0,123,295
35014,"Durham/Durham"," 54","Scugog",0,43,19,1,111,34,1,209,400
35014,"Durham/Durham"," 55","Scugog",0,19,4,0,77,24,0,124,265
35014,"Durham/Durham"," 56","Scugog",0,37,22,0,136,47,1,243,453
35014,"Durham/Durham"," 57","Scugog",1,45,10,0,120,39,0,215,459
35014,"Durham/Durham"," 58","Scugog",0,29,13,0,136,60,1,239,524
35014,"Durham/Durham"," 59","Scugog",0,42,18,0,154,44,0,258,502
35014,"Durham/Durham"," 60","Scugog",1,10,16,2,88,46,0,163,358
35014,"Durham/Durham"," 60-1","Scugog",0,26,9,0,103,45,0,183,348
35014,"Durham/Durham"," 61","Scugog",2,15,16,0,81,44,2,160,366
35014,"Durham/Durham"," 62","Scugog",1,46,17,3,141,59,0,267,502
35014,"Durham/Durham"," 63","Scugog",0,41,12,5,171,56,0,285,473
35014,"Durham/Durham"," 64","Scugog",0,19,19,5,160,66,0,269,467
35014,"Durham/Durham"," 65","Scugog",0,30,20,1,117,22,1,191,343
35014,"Durham/Durham"," 66","Scugog",0,30,10,2,151,40,1,234,406
35014,"Durham/Durham"," 67","Scugog",0,34,22,3,133,65,1,258,465
35014,"Durham/Durham"," 68","Clarington",1,43,17,6,178,62,3,310,488
35014,"Durham/Durham"," 69","Clarington",1,48,16,5,151,50,1,272,437
35014,"Durham/Durham"," 70","Clarington",2,28,17,1,122,41,3,214,367
35014,"Durham/Durham"," 71","Clarington",0,51,14,0,142,62,0,269,468
35014,"Durham/Durham"," 72","Clarington",0,41,8,0,181,63,0,293,498
35014,"Durham/Durham"," 73","Clarington",2,34,8,4,163,55,0,266,443
35014,"Durham/Durham"," 74","Clarington",0,30,17,1,160,62,3,273,407
35014,"Durham/Durham"," 75","Clarington",0,23,13,2,111,29,3,181,319
35014,"Durham/Durham"," 76","Clarington",2,30,10,8,161,64,6,281,435
35014,"Durham/Durham"," 77","Clarington",1,33,4,6,99,38,0,181,330
35014,"Durham/Durham"," 78","Clarington",1,44,13,7,133,40,0,238,439
35014,"Durham/Durham"," 79","Clarington",0,23,11,4,97,45,2,182,363
35014,"Durham/Durham"," 80","Clarington",0,19,6,6,58,37,0,126,281
35014,"Durham/Durham"," 81","Clarington",1,25,7,0,103,19,0,155,310
35014,"Durham/Durham"," 82","Clarington",1,32,23,2,156,59,2,275,458
35014,"Durham/Durham"," 83","Clarington",0,28,9,1,119,44,1,202,423
35014,"Durham/Durham"," 84","Clarington",0,40,10,3,122,98,2,275,557
35014,"Durham/Durham"," 85","Clarington",0,23,9,1,118,44,1,196,409
35014,"Durham/Durham"," 86","Clarington",1,46,15,1,135,65,1,264,446
35014,"Durham/Durham"," 87","Clarington",1,39,10,0,148,63,2,263,488
35014,"Durham/Durham"," 88","Clarington",0,54,14,2,144,62,0,276,495
35014,"Durham/Durham"," 89","Clarington",0,24,12,1,146,70,0,253,521
35014,"Durham/Durham"," 90","Clarington",0,18,8,1,119,67,0,213,466
35014,"Durham/Durham"," 91","Clarington",1,51,14,1,145,48,1,261,494
35014,"Durham/Durham"," 92","Clarington",1,26,13,1,108,53,3,205,424
35014,"Durham/Durham"," 92-1","Clarington",0,36,13,2,121,71,1,244,475
35014,"Durham/Durham"," 93","Clarington",0,26,4,0,77,39,3,149,395
35014,"Durham/Durham"," 94","Clarington",0,38,6,0,138,59,1,242,469
35014,"Durham/Durham"," 95","Clarington",0,38,12,1,111,94,0,256,557
35014,"Durham/Durham"," 96","Clarington",0,50,12,1,134,58,0,255,460
35014,"Durham/Durham"," 97","Clarington",2,41,9,0,96,59,1,208,380
35014,"Durham/Durham"," 98","Clarington",0,41,12,1,120,60,0,234,419
35014,"Durham/Durham"," 99","Clarington",1,29,13,1,105,56,0,205,398
35014,"Durham/Durham"," 100","Clarington",0,18,10,1,120,54,1,204,438
35014,"Durham/Durham"," 101","Clarington",2,17,6,3,90,54,1,173,367
35014,"Durham/Durham"," 102","Clarington",1,39,9,2,146,55,2,254,505
35014,"Durham/Durham"," 103","Clarington",2,35,12,2,145,80,1,277,486
35014,"Durham/Durham"," 104","Clarington",0,41,15,1,128,73,0,258,464
35014,"Durham/Durham"," 105","Clarington",0,29,11,0,109,63,0,212,476
35014,"Durham/Durham"," 106","Clarington",0,47,11,1,112,66,0,237,466
35014,"Durham/Durham"," 107","Clarington",2,32,19,2,106,76,2,239,475
35014,"Durham/Durham"," 108","Clarington",1,38,13,1,144,66,1,264,518
35014,"Durham/Durham"," 109","Clarington",1,39,6,2,179,86,2,315,528
35014,"Durham/Durham"," 110","Clarington",1,51,22,1,134,75,1,285,515
35014,"Durham/Durham"," 111","Clarington",3,58,11,3,187,59,3,324,495
35014,"Durham/Durham"," 112","Clarington",1,57,11,7,153,69,1,299,495
35014,"Durham/Durham"," 113","Clarington",4,21,7,1,93,70,2,198,456
35014,"Durham/Durham"," 114","Clarington",1,28,9,2,76,51,0,167,382
35014,"Durham/Durham"," 115","Clarington",1,33,5,0,168,49,0,256,569
35014,"Durham/Durham"," 115-1","Clarington",1,59,10,0,157,93,1,321,623
35014,"Durham/Durham"," 115-2","Clarington",0,36,9,5,151,70,2,273,508
35014,"Durham/Durham"," 116","Clarington",1,29,8,3,121,68,0,230,448
35014,"Durham/Durham"," 116-1","Clarington",1,38,8,1,124,62,6,240,385
35014,"Durham/Durham"," 116-2","Clarington",0,16,7,1,89,71,0,184,391
35014,"Durham/Durham"," 117","Clarington",2,40,7,4,145,66,0,264,500
35014,"Durham/Durham"," 118","Clarington",1,38,10,0,178,74,0,301,516
35014,"Durham/Durham"," 118-1","Clarington",0,48,6,4,128,57,1,244,484
35014,"Durham/Durham"," 118-2","Clarington",0,36,8,0,144,56,1,245,428
35014,"Durham/Durham"," 118-3","Clarington",0,29,9,1,118,47,0,204,326
35014,"Durham/Durham"," 119","Clarington",1,40,10,2,112,65,4,234,447
35014,"Durham/Durham"," 120","Clarington",0,45,18,1,165,66,0,295,526
35014,"Durham/Durham"," 121","Clarington",0,45,17,6,124,64,0,256,465
35014,"Durham/Durham"," 122","Clarington",0,47,8,5,119,60,2,241,479
35014,"Durham/Durham"," 123","Clarington",3,46,16,3,96,50,0,214,419
35014,"Durham/Durham"," 124","Clarington",Void/Supprimé,,,,,,,,
35014,"Durham/Durham"," 125","Clarington",0,26,12,3,94,56,4,195,367
35014,"Durham/Durham"," 126","Clarington",1,47,13,0,110,49,1,221,423
35014,"Durham/Durham"," 127","Clarington",0,34,8,3,134,62,0,241,472
35014,"Durham/Durham"," 127-1","Clarington",0,53,13,1,170,84,1,322,574
35014,"Durham/Durham"," 128","Clarington",0,22,13,4,92,64,0,195,442
35014,"Durham/Durham"," 128-1","Clarington",0,27,5,1,67,43,0,143,317
35014,"Durham/Durham"," 129","Clarington",0,22,11,2,119,61,3,218,424
35014,"Durham/Durham"," 129-1","Clarington",1,18,3,0,59,30,0,111,188
35014,"Durham/Durham"," 130","Clarington",0,41,9,1,94,76,0,221,426
35014,"Durham/Durham"," 131","Clarington",0,37,7,2,102,32,1,181,363
35014,"Durham/Durham"," 132","Clarington",0,41,15,1,128,74,2,261,539
35014,"Durham/Durham"," 133","Clarington",0,24,10,8,58,29,0,129,343
35014,"Durham/Durham"," 134","Clarington",0,25,4,7,106,47,0,189,395
35014,"Durham/Durham"," 135","Clarington",2,34,6,4,124,37,1,208,399
35014,"Durham/Durham"," 136","Clarington",1,23,9,3,97,69,2,204,421
35014,"Durham/Durham"," 137","Clarington",1,25,3,0,94,57,1,181,377
35014,"Durham/Durham"," 138","Clarington",1,32,12,3,106,68,0,222,435
35014,"Durham/Durham"," 139","Clarington",3,18,6,2,108,66,0,203,461
35014,"Durham/Durham"," 140","Clarington",0,21,13,2,122,72,0,230,430
35014,"Durham/Durham"," 140-1","Clarington",0,35,9,0,114,71,0,229,429
35014,"Durham/Durham"," 141","Clarington",0,23,9,0,104,46,3,185,387
35014,"Durham/Durham"," 141-1","Clarington",3,26,13,1,146,97,0,286,517
35014,"Durham/Durham"," 141-2","Clarington",1,21,8,0,118,62,2,212,450
35014,"Durham/Durham"," 142","Clarington",1,34,12,1,131,72,2,253,462
35014,"Durham/Durham"," 142-1","Clarington",1,40,19,3,125,61,2,251,487
35014,"Durham/Durham"," 143","Clarington",0,35,12,2,133,52,2,236,413
35014,"Durham/Durham"," 144","Clarington",0,33,9,1,134,60,2,239,451
35014,"Durham/Durham"," 145","Clarington",0,39,18,0,138,74,4,273,482
35014,"Durham/Durham"," 146","Clarington",0,23,11,6,119,75,1,235,486
35014,"Durham/Durham"," 147","Clarington",1,45,13,1,124,61,0,245,432
35014,"Durham/Durham"," 148","Clarington",3,53,9,0,130,60,3,258,494
35014,"Durham/Durham"," 149","Clarington",0,32,17,1,168,72,0,290,543
35014,"Durham/Durham"," 150","Clarington",0,28,13,4,98,84,1,228,488
35014,"Durham/Durham"," 151","Clarington",0,59,18,1,142,70,2,292,515
35014,"Durham/Durham"," 152","Clarington",2,62,16,1,112,57,1,251,445
35014,"Durham/Durham"," 153","Clarington",0,32,11,1,70,50,0,164,394
35014,"Durham/Durham"," 154","Clarington",1,22,8,3,153,66,0,253,546
35014,"Durham/Durham"," 155","Clarington",0,23,7,1,77,53,0,161,342
35014,"Durham/Durham"," 156","Clarington",0,20,7,0,80,53,0,160,356
35014,"Durham/Durham"," 157","Clarington",1,25,3,4,64,36,4,137,275
35014,"Durham/Durham"," 158","Clarington",0,37,12,0,98,57,0,204,377
35014,"Durham/Durham"," 159","Clarington",2,23,5,3,97,60,1,191,376
35014,"Durham/Durham"," 160","Clarington",1,20,6,0,131,75,0,233,463
35014,"Durham/Durham"," 161","Clarington",3,40,20,2,107,48,2,222,214
35014,"Durham/Durham"," 162","Clarington",Merged with No. 161/Fusionné avec le nº 161,,,,,,,,216
35014,"Durham/Durham"," 163","Clarington",1,48,5,2,141,43,0,240,343
35014,"Durham/Durham"," 163-1","Clarington",0,72,6,2,206,70,4,360,491
35014,"Durham/Durham"," 164","Clarington",0,32,4,0,152,45,2,235,325
35014,"Durham/Durham"," 165","Clarington",1,47,5,0,172,47,0,272,377
35014,"Durham/Durham"," 166","Clarington",3,18,7,9,89,31,2,159,332
35014,"Durham/Durham"," 167","Clarington",1,47,7,9,145,45,0,254,405
35014,"Durham/Durham"," 168","Clarington",1,46,14,1,162,49,0,273,469
35014,"Durham/Durham"," 169","Clarington",1,54,28,3,157,55,0,298,470
35014,"Durham/Durham"," 170","Clarington",0,37,23,5,213,68,2,348,537
35014,"Durham/Durham"," 171","Clarington",0,62,18,3,178,70,1,332,574
35014,"Durham/Durham"," 172","Clarington",6,28,22,4,111,53,1,225,408
35014,"Durham/Durham"," 173","Clarington",1,20,11,4,71,35,1,143,219
35014,"Durham/Durham"," 174","Clarington",0,37,10,5,80,56,0,188,335
35014,"Durham/Durham"," 175","Clarington",2,41,13,6,117,66,0,245,387
35014,"Durham/Durham"," 176","Clarington",2,24,15,12,153,54,1,261,453
35014,"Durham/Durham"," 177","Clarington",1,36,14,0,95,51,1,198,398
35014,"Durham/Durham"," 178","Clarington",2,30,12,1,134,36,2,217,372
35014,"Durham/Durham"," 179","Clarington",0,32,10,1,103,75,1,222,403
35014,"Durham/Durham"," 180","Clarington",1,35,16,11,128,60,5,256,452
35014,"Durham/Durham"," 181","Clarington",0,40,13,0,141,39,0,233,460
35014,"Durham/Durham"," 181-1","Clarington",1,72,10,0,107,61,2,253,475
35014,"Durham/Durham"," 181-2","Clarington",0,70,7,0,122,72,0,271,490
35014,"Durham/Durham"," 182","Clarington",0,33,9,1,87,51,0,181,331
35014,"Durham/Durham"," 183","Clarington",4,20,9,2,94,63,1,193,421
35014,"Durham/Durham"," 184","Clarington",0,20,8,2,82,59,1,172,307
35014,"Durham/Durham"," 185","Clarington",2,48,23,0,142,59,3,277,477
35014,"Durham/Durham"," 185-1","Clarington",0,44,8,0,120,41,0,213,386
35014,"Durham/Durham"," 186","Clarington",1,26,8,0,109,64,0,208,407
35014,"Durham/Durham"," 187","Clarington",0,28,12,2,87,40,0,169,429
35014,"Durham/Durham"," 188","Clarington",0,36,15,3,135,41,2,232,495
35014,"Durham/Durham"," 500","Mobile poll/Bureau itinérant",3,17,2,1,19,21,2,65,125
35014,"Durham/Durham"," 501","Mobile poll/Bureau itinérant",0,20,9,1,31,14,2,77,166
35014,"Durham/Durham"," 600","Uxbridge",3,106,41,4,297,53,2,506,
35014,"Durham/Durham"," 601","Uxbridge",2,193,43,2,424,70,1,735,
35014,"Durham/Durham"," 602","Uxbridge",2,186,40,4,373,57,4,666,
35014,"Durham/Durham"," 603","Scugog North",1,192,31,4,453,72,1,754,
35014,"Durham/Durham"," 604","Scugog South",0,217,49,1,441,80,6,794,
35014,"Durham/Durham"," 605","Blackstock",0,74,17,2,159,58,2,312,
35014,"Durham/Durham"," 606","Clarington North",1,115,19,5,310,70,1,521,
35014,"Durham/Durham"," 607","Courtice North",1,143,30,4,445,130,4,757,
35014,"Durham/Durham"," 608","Courtice South",3,120,25,3,340,117,4,612,
35014,"Durham/Durham"," 609","Bowmanville West",1,124,30,7,330,105,3,600,
35014,"Durham/Durham"," 610","Bowmanville North",1,105,21,4,256,68,1,456,
35014,"Durham/Durham"," 611","Bowmanville East",2,163,22,7,312,106,0,612,
35014,"Durham/Durham"," 612","Newcastle West",4,102,11,4,241,60,4,426,
35014,"Durham/Durham"," 613","Newcastle East",0,140,29,8,382,93,1,653,
35014,"Durham/Durham",,Group 1/Groupe 1,2,23,6,0,62,13,4,110,189
35014,"Durham/Durham",,Group 2/Groupe 2,1,121,20,4,247,46,7,446,
