Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eduardo Gonzalo Agurto Catalán,Marie-France Charbonneau,Alain Giguère,Charles Sicotte,Johanne Théorêt,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57A","Laval",43,38,105,1,23,2,212,322
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 57B","Laval",35,33,110,2,39,5,224,363
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 58","Laval",34,52,104,7,32,0,229,355
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 59","Laval",54,91,165,1,34,2,347,568
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 60","Laval",44,62,136,5,37,4,288,451
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 61","Laval",56,21,101,10,41,3,232,481
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 61-1","Laval",45,45,104,5,28,2,229,383
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 62","Laval",51,34,135,5,27,4,256,406
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 63","Laval",37,81,174,8,21,1,322,504
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 64","Laval",37,75,152,6,34,2,306,458
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 65","Laval",35,75,152,2,24,6,294,439
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 66","Laval",46,82,149,1,32,2,312,511
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 67","Laval",28,101,172,3,23,1,328,465
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 68","Laval",39,60,159,4,30,3,295,486
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 69","Laval",32,33,79,2,28,4,178,269
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 70A","Laval",27,44,78,3,17,1,170,303
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 70B","Laval",28,42,83,2,20,2,177,304
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 71","Laval",32,78,139,2,36,6,293,408
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 72","Laval",40,73,160,4,23,1,301,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 73","Laval",29,49,126,1,11,0,216,339
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 74","Laval",44,107,209,10,28,1,399,597
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 75","Laval",60,82,180,6,33,5,366,565
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 76","Laval",19,71,178,5,30,0,303,520
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 77","Laval",24,72,124,3,15,4,242,352
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 78","Laval",12,34,87,4,8,5,150,293
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 79","Laval",28,57,162,5,22,5,279,406
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 80","Laval",41,91,176,5,20,4,337,515
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 81","Laval",17,60,130,6,10,0,223,462
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 82","Laval",15,56,115,5,15,6,212,396
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 83","Laval",25,57,121,6,21,1,231,412
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 84","Laval",19,56,78,4,10,2,169,331
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 85","Laval",25,44,99,5,19,4,196,357
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 86","Laval",17,62,120,4,9,2,214,370
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 87","Laval",16,68,85,4,16,2,191,321
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 88","Laval",19,48,113,8,16,0,204,361
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 89","Laval",20,74,97,2,24,7,224,374
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 90","Laval",36,60,139,4,19,5,263,409
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 91","Laval",29,60,163,4,33,6,295,479
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 92","Laval",24,50,136,3,17,2,232,366
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 93","Laval",24,48,107,2,19,1,201,359
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 94","Laval",20,76,175,7,15,1,294,533
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 95","Laval",15,72,124,6,20,2,239,424
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 96","Laval",36,55,139,8,12,1,251,425
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 97","Laval",20,51,154,6,15,2,248,435
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 98","Laval",40,64,110,3,43,2,262,540
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99A","Laval",43,22,106,3,25,1,200,356
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99B","Laval",36,17,89,4,18,5,169,339
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99-1A","Laval",36,40,109,5,19,3,212,305
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 99-1B","Laval",32,35,91,5,17,1,181,311
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 100","Laval",17,64,134,5,20,7,247,391
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 101","Laval",26,103,141,6,29,5,310,471
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 102","Laval",16,57,140,5,19,0,237,445
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 103A","Laval",27,40,123,4,18,2,214,342
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 103B","Laval",24,41,99,5,32,2,203,354
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 104A","Laval",31,71,123,2,20,2,249,421
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 104B","Laval",36,48,139,2,20,2,247,420
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 105","Laval",39,59,162,1,32,3,296,530
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 106","Laval",43,93,158,3,18,6,321,560
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 107","Laval",20,81,146,6,19,3,275,610
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 108","Laval",15,101,161,7,12,5,301,505
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 109A","Laval",14,55,98,0,11,3,181,365
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 109B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,115
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 110","Laval",12,42,76,3,7,1,141,363
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 111","Laval",17,51,126,7,15,2,218,377
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 112","Laval",23,76,111,2,17,1,230,442
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 113","Laval",17,61,129,3,17,6,233,424
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 114","Rosemère",41,44,133,4,46,4,272,471
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 115","Rosemère",57,52,123,2,34,3,271,480
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 116","Rosemère",67,35,162,5,71,0,340,581
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 117","Rosemère",39,77,199,11,35,3,364,566
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 118","Rosemère",35,66,115,5,49,3,273,494
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 119","Rosemère",23,62,114,12,23,3,237,423
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 120","Rosemère",35,71,151,6,30,1,294,473
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 121","Rosemère",45,45,187,11,32,0,320,532
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 122","Rosemère",33,58,103,6,31,0,231,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 123","Rosemère",49,31,132,7,43,2,264,409
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 124","Rosemère",40,69,186,4,37,4,340,584
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 125","Rosemère",34,42,109,4,16,5,210,299
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 126","Rosemère",40,62,119,9,25,1,256,435
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 127","Rosemère",25,61,90,3,9,3,191,309
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 128","Rosemère",17,87,103,7,25,1,240,445
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 129","Rosemère",28,76,181,6,42,6,339,562
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 130","Rosemère",31,65,162,2,42,0,302,557
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 131","Rosemère",34,71,140,10,21,5,281,487
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 132","Rosemère",21,38,116,10,13,1,199,339
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 133","Rosemère",31,43,96,8,10,3,191,304
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 134","Rosemère",42,41,116,6,43,2,250,443
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 135","Rosemère",38,35,106,8,34,1,222,369
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 136","Rosemère",38,56,126,5,19,2,246,483
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 137","Rosemère",44,49,112,4,36,1,246,504
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 138","Sainte-Thérèse",11,43,99,7,19,1,180,367
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 139","Sainte-Thérèse",16,45,96,8,13,0,178,435
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 140","Sainte-Thérèse",23,65,88,6,29,0,211,418
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 141","Sainte-Thérèse",30,80,173,9,27,6,325,579
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142","Sainte-Thérèse",43,55,158,6,26,5,293,554
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142-1A","Sainte-Thérèse",24,39,99,3,21,4,190,337
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 142-1B","Sainte-Thérèse",19,32,108,2,21,4,186,349
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 143","Sainte-Thérèse",16,53,134,9,19,1,232,486
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 144","Sainte-Thérèse",10,57,123,5,15,6,216,460
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 145","Sainte-Thérèse",12,47,121,6,13,4,203,349
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 146","Sainte-Thérèse",10,58,125,2,16,0,211,434
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 147","Sainte-Thérèse",20,75,116,4,28,5,248,522
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 148","Sainte-Thérèse",17,55,115,6,7,2,202,394
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 149","Sainte-Thérèse",5,53,81,3,21,4,167,391
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 150","Sainte-Thérèse",14,58,98,3,13,9,195,306
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 151","Sainte-Thérèse",10,55,85,2,8,0,160,370
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 152","Sainte-Thérèse",5,51,70,5,10,6,147,385
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 153","Sainte-Thérèse",11,71,77,11,9,2,181,379
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 154","Sainte-Thérèse",21,56,130,6,18,5,236,446
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 155","Sainte-Thérèse",15,76,126,6,24,0,247,568
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 156","Sainte-Thérèse",13,63,108,8,19,4,215,551
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 157","Sainte-Thérèse",21,83,166,10,14,4,298,548
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 158A","Sainte-Thérèse",12,41,66,4,17,5,145,300
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 158B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,59
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 159","Sainte-Thérèse",11,58,101,13,12,3,198,400
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 160","Sainte-Thérèse",10,67,124,7,23,6,237,425
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 161","Sainte-Thérèse",11,41,63,1,12,0,128,395
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 162","Sainte-Thérèse",35,65,104,1,17,0,222,294
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 163","Sainte-Thérèse",38,110,194,7,45,3,397,573
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 164","Sainte-Thérèse",37,80,126,4,31,0,278,377
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 165","Sainte-Thérèse",31,78,149,4,27,4,293,421
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 166","Sainte-Thérèse",38,74,162,10,28,4,316,474
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 167","Sainte-Thérèse",42,81,164,7,14,5,313,471
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 168","Sainte-Thérèse",24,59,126,10,22,0,241,334
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 169","Sainte-Thérèse",13,54,77,7,13,1,165,300
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 170","Sainte-Thérèse",23,82,107,8,19,3,242,370
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 171","Sainte-Thérèse",23,59,93,7,30,2,214,408
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 172","Sainte-Thérèse",17,65,97,4,9,3,195,331
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 173","Sainte-Thérèse",12,34,56,3,13,1,119,268
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 174","Sainte-Thérèse",8,59,91,11,13,0,182,356
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 175","Sainte-Thérèse",14,40,95,5,17,5,176,399
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 176","Sainte-Thérèse",9,55,117,7,13,2,203,452
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 177","Sainte-Thérèse",Void/Supprimé,,,,,,,
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 178","Sainte-Thérèse",13,65,77,3,8,0,166,346
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 179","Sainte-Thérèse",4,55,92,4,3,8,166,330
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 180","Sainte-Thérèse",16,65,74,4,11,0,170,407
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 181","Sainte-Thérèse",9,76,141,4,8,3,241,471
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 182","Sainte-Thérèse",17,74,138,8,30,7,274,516
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 183","Sainte-Thérèse",11,55,97,5,15,11,194,475
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 184","Sainte-Thérèse",9,71,108,2,15,5,210,416
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 400","Laval",23,28,71,1,21,5,149,170
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 401","Sainte-Thérèse",35,41,42,4,37,10,169,242
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 402","Sainte-Thérèse",26,29,39,2,15,3,114,142
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 403","Sainte-Thérèse",26,32,47,1,19,2,127,150
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 404","Sainte-Thérèse",28,32,50,1,23,4,138,172
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 405","Laval",36,23,80,1,33,7,180,213
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 406","Laval",55,48,77,2,32,2,216,250
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 407","Sainte-Thérèse",9,30,57,1,12,3,112,216
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 408","Sainte-Thérèse",35,30,56,1,34,1,157,195
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 500","Mobile poll/Bureau itinérant",20,22,12,2,11,2,69,131
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 501","Mobile poll/Bureau itinérant",13,19,18,0,10,2,62,102
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 502","Mobile poll/Bureau itinérant",53,38,43,4,30,9,177,169
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 503","Mobile poll/Bureau itinérant",15,25,27,0,8,2,77,313
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 504","Mobile poll/Bureau itinérant",16,28,58,5,23,4,134,175
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 600","Bois-des-Filion",60,228,253,6,58,5,610,
24040,"Marc-Aurèle-Fortin/Marc-Aurèle-Fortin"," 601","Lorraine",161,231,346,18,101,6,863,
