Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brad Clark,Wendell Fields,David Hart Dyke,Gord Hill,Bob Green Innes,Bob Mann,Wayne Marston,Greg Pattinson,Michelle Stockwell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 189","Stoney Creek",109,0,9,1,0,2,95,1,40,0,257,445
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 190","Stoney Creek",85,0,6,3,0,1,86,1,62,0,244,359
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 191","Stoney Creek",101,1,4,4,0,0,53,2,43,0,208,358
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 192","Stoney Creek",77,1,4,1,1,1,70,1,51,3,210,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 193","Stoney Creek",81,0,4,0,0,0,69,0,42,1,197,409
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 194","Stoney Creek",126,0,10,2,0,0,54,2,56,1,251,440
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 195","Stoney Creek",103,1,9,1,0,1,62,1,53,2,233,422
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 196","Stoney Creek",131,1,4,2,0,0,99,2,30,0,269,466
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 197","Stoney Creek",43,0,4,3,0,2,57,2,15,1,127,309
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 198","Stoney Creek",107,1,4,3,1,0,65,3,70,3,257,462
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 199","Stoney Creek",107,2,7,3,0,0,100,2,73,1,295,539
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 200","Stoney Creek",93,0,10,1,0,0,55,0,46,2,207,422
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 201","Stoney Creek",95,0,15,5,2,0,68,2,40,1,228,496
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 202","Stoney Creek",52,0,3,2,0,1,60,0,14,0,132,330
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 203","Stoney Creek",133,0,9,2,0,0,77,0,21,1,243,531
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 204","Stoney Creek",141,0,6,4,1,0,68,0,33,1,254,533
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 205A","Stoney Creek",113,0,5,1,0,0,63,2,42,0,226,475
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 205B","Stoney Creek",83,1,4,1,0,0,59,2,33,0,183,411
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 206","Stoney Creek",97,0,13,1,0,1,73,2,23,1,211,357
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 206-1","Stoney Creek",62,0,7,3,0,0,44,0,20,1,137,346
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 207","Stoney Creek",164,1,3,1,0,0,86,0,36,1,292,521
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208","Stoney Creek",132,0,10,1,0,0,89,0,32,2,266,579
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-1A","Stoney Creek",83,0,6,3,0,0,68,1,23,0,184,383
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-1B","Stoney Creek",80,0,4,0,0,0,36,1,26,0,147,290
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-2A","Stoney Creek",115,0,2,1,0,0,51,1,23,3,196,373
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-2B","Stoney Creek",76,0,2,2,0,0,26,0,23,1,130,287
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 209","Stoney Creek",124,0,12,0,0,0,70,0,27,0,233,450
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 210","Stoney Creek",122,1,4,5,0,1,90,2,40,7,272,502
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 211","Stoney Creek",95,0,6,1,1,2,70,0,32,6,213,453
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 212","Stoney Creek",150,0,6,1,0,1,57,1,27,1,244,417
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 212-1","Stoney Creek",151,1,7,1,0,0,87,0,30,1,278,432
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 400","Hamilton ",36,1,6,1,1,0,115,1,11,0,172,387
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 401","Hamilton ",60,0,1,1,0,1,105,2,15,3,188,306
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 402","Hamilton ",61,1,4,2,2,0,124,2,22,7,225,325
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 403","Hamilton ",77,1,4,2,0,1,121,0,22,5,233,391
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 404","Hamilton ",38,0,1,1,0,3,99,5,14,5,166,405
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 405","Hamilton ",14,0,0,0,0,0,34,0,5,0,53,176
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 406","Hamilton ",30,0,4,2,0,1,89,1,18,1,146,258
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 407","Hamilton ",36,0,4,2,0,0,85,1,10,0,138,235
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 408","Hamilton ",47,1,9,2,0,1,95,0,18,1,174,290
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 409","Hamilton ",83,0,1,2,0,0,75,1,27,1,190,247
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 500","Mobile poll/Bureau itinérant",22,1,1,2,1,0,19,1,12,3,62,214
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 501","Mobile poll/Bureau itinérant",37,0,3,2,0,1,19,3,11,4,80,216
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 502","Mobile poll/Bureau itinérant",9,0,0,4,0,1,12,1,5,0,32,83
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 600","Hamilton ",62,0,4,7,0,2,144,1,23,0,243,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 601","Hamilton ",91,0,5,2,0,1,172,1,29,2,303,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 602","Hamilton ",120,2,20,3,1,0,281,3,39,2,471,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 603","Hamilton ",115,0,15,4,1,0,167,2,56,2,362,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 604","Hamilton ",96,0,2,8,0,0,121,0,42,2,271,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 605","Hamilton ",178,1,2,1,0,2,147,1,48,5,385,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 606","Hamilton ",141,0,6,3,0,0,193,2,58,0,403,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 607","Hamilton ",59,1,3,1,0,3,128,2,33,1,231,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 608","Stoney Creek",185,1,13,2,1,0,267,3,61,4,537,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 609","Stoney Creek",281,2,11,2,1,2,262,4,65,2,632,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 610","Stoney Creek",194,0,9,0,1,0,149,2,69,4,428,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 611","Stoney Creek",166,0,8,4,0,0,157,2,71,1,409,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 612","Stoney Creek",216,0,8,2,0,2,109,1,121,3,462,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 613","Stoney Creek",266,0,16,3,0,0,152,2,105,3,547,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 1/Groupe 1,43,0,3,1,0,1,20,6,47,1,122,198
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 2/Groupe 2,176,0,8,6,0,2,319,5,77,14,607,
