Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gerard Groenendijk,Omar Harb,Ellen Parker,Konrad Schellenberg,Kevin A Sorenson,John C. Turner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48010,"Crowfoot/Crowfoot"," 91","Trochu",0,2,18,5,137,0,1,163,261
48010,"Crowfoot/Crowfoot"," 92","Trochu",1,0,6,2,186,1,0,196,319
48010,"Crowfoot/Crowfoot"," 93","Sunnyslope",0,3,5,3,167,1,0,179,348
48010,"Crowfoot/Crowfoot"," 94","Three Hills",0,1,1,1,90,1,0,94,142
48010,"Crowfoot/Crowfoot"," 95","Three Hills",0,0,6,10,240,0,0,256,400
48010,"Crowfoot/Crowfoot"," 96","Three Hills",0,0,6,1,99,1,0,107,209
48010,"Crowfoot/Crowfoot"," 97","Three Hills",1,5,14,6,215,2,2,245,402
48010,"Crowfoot/Crowfoot"," 97-1","Three Hills",2,1,11,3,232,0,0,249,418
48010,"Crowfoot/Crowfoot"," 98","Three Hills",0,7,6,5,267,0,0,285,452
48010,"Crowfoot/Crowfoot"," 99","Three Hills--Ghost Pine Creek",1,1,18,8,327,2,0,357,629
48010,"Crowfoot/Crowfoot"," 100","Stirlingville",0,1,3,2,49,2,0,57,93
48010,"Crowfoot/Crowfoot"," 101","Linden",0,0,7,3,127,0,1,138,392
48010,"Crowfoot/Crowfoot"," 102","Linden",2,3,21,4,230,0,1,261,514
48010,"Crowfoot/Crowfoot"," 103","Wessex",0,2,5,1,55,1,0,64,216
48010,"Crowfoot/Crowfoot"," 104","Acme",1,5,17,8,231,8,0,270,495
48010,"Crowfoot/Crowfoot"," 105","Acme",1,1,12,2,122,0,0,138,235
48010,"Crowfoot/Crowfoot"," 106","Swalwell",2,0,18,3,175,3,0,201,395
48010,"Crowfoot/Crowfoot"," 107","Carbon",2,8,18,5,208,3,0,244,406
48010,"Crowfoot/Crowfoot"," 108","Carbon",0,1,12,4,172,0,0,189,317
48010,"Crowfoot/Crowfoot"," 109","Rowley",0,2,7,6,210,3,0,228,415
48010,"Crowfoot/Crowfoot"," 110","Delia",1,3,14,12,193,1,0,224,418
48010,"Crowfoot/Crowfoot"," 111","Morrin",4,0,16,3,187,3,1,214,331
48010,"Crowfoot/Crowfoot"," 112","Munson",0,2,19,3,188,4,1,217,316
48010,"Crowfoot/Crowfoot"," 113","Drumheller--Nacmine",0,8,16,6,216,3,0,249,459
48010,"Crowfoot/Crowfoot"," 114","Rosedale",1,4,20,10,227,3,1,266,494
48010,"Crowfoot/Crowfoot"," 115","Drumheller",1,6,21,13,152,2,0,195,343
48010,"Crowfoot/Crowfoot"," 116","Craigmyle",0,1,17,11,166,3,1,199,353
48010,"Crowfoot/Crowfoot"," 117","Drumheller",0,8,18,12,219,0,1,258,450
48010,"Crowfoot/Crowfoot"," 118","Drumheller",1,1,19,7,163,1,0,192,378
48010,"Crowfoot/Crowfoot"," 119","Drumheller",1,6,27,8,217,5,0,264,547
48010,"Crowfoot/Crowfoot"," 120","Drumheller",0,3,35,12,126,4,0,180,519
48010,"Crowfoot/Crowfoot"," 121","Drumheller",2,4,23,10,149,0,1,189,442
48010,"Crowfoot/Crowfoot"," 122","Drumheller",0,3,17,8,108,1,0,137,320
48010,"Crowfoot/Crowfoot"," 123","Drumheller",0,6,18,3,126,4,0,157,333
48010,"Crowfoot/Crowfoot"," 124","Drumheller",0,3,20,15,137,0,2,177,382
48010,"Crowfoot/Crowfoot"," 125","Drumheller",1,8,19,4,174,1,1,208,396
48010,"Crowfoot/Crowfoot"," 126","Drumheller",0,2,24,6,158,1,1,192,434
48010,"Crowfoot/Crowfoot"," 127","Drumheller",0,1,19,6,119,2,0,147,322
48010,"Crowfoot/Crowfoot"," 128","Hanna",1,5,22,10,333,6,1,378,654
48010,"Crowfoot/Crowfoot"," 129","Hanna",1,6,14,4,237,0,0,262,423
48010,"Crowfoot/Crowfoot"," 130","Hanna",1,5,11,5,201,4,1,228,378
48010,"Crowfoot/Crowfoot"," 131","Hanna",0,4,10,7,169,0,0,190,311
48010,"Crowfoot/Crowfoot"," 132","Hanna",2,5,16,5,156,0,0,184,325
48010,"Crowfoot/Crowfoot"," 133","Hanna",0,0,8,6,142,3,0,159,282
48010,"Crowfoot/Crowfoot"," 134","Hanna",0,0,10,2,118,4,0,134,203
48010,"Crowfoot/Crowfoot"," 135","Spondin",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 136","Youngstown",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 137","Beiseker",3,1,2,0,144,2,2,154,216
48010,"Crowfoot/Crowfoot"," 138","Beiseker",2,10,26,11,255,9,3,316,583
48010,"Crowfoot/Crowfoot"," 139","Irricana",1,2,31,16,161,4,0,215,425
48010,"Crowfoot/Crowfoot"," 140","Irricana",0,3,25,13,219,1,0,261,435
48010,"Crowfoot/Crowfoot"," 141","Irricana",1,1,13,16,161,3,1,196,449
48010,"Crowfoot/Crowfoot"," 142","Keoma",0,2,18,9,219,4,4,256,404
48010,"Crowfoot/Crowfoot"," 143","Conrich",1,18,13,6,179,0,0,217,346
48010,"Crowfoot/Crowfoot"," 144","Dalroy",0,3,10,5,192,3,0,213,327
48010,"Crowfoot/Crowfoot"," 145","Chestermere",5,21,22,7,278,4,0,337,540
48010,"Crowfoot/Crowfoot"," 145-1","Rocky View No. 44",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 145-2","Rocky View No. 44",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 145-3","Rocky View No. 44",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 145-4","Rocky View No. 44",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 145-5","Rocky View No. 44",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 146","Rocky View No. 44",2,11,11,8,98,0,0,130,314
48010,"Crowfoot/Crowfoot"," 147","Chestermere",1,11,20,4,156,0,0,192,424
48010,"Crowfoot/Crowfoot"," 148","Chestermere",1,10,19,5,131,3,0,169,430
48010,"Crowfoot/Crowfoot"," 149","Chestermere",1,13,24,14,260,1,0,313,739
48010,"Crowfoot/Crowfoot"," 150","Chestermere",2,1,17,5,171,0,2,198,562
48010,"Crowfoot/Crowfoot"," 151","Chestermere",0,21,23,14,261,0,0,319,739
48010,"Crowfoot/Crowfoot"," 152","Chestermere",0,8,12,5,142,4,0,171,419
48010,"Crowfoot/Crowfoot"," 153","Chestermere",3,11,17,9,199,2,0,241,542
48010,"Crowfoot/Crowfoot"," 154","Chestermere",1,10,12,5,152,0,1,181,414
48010,"Crowfoot/Crowfoot"," 155","Chestermere",2,17,23,10,173,1,0,226,606
48010,"Crowfoot/Crowfoot"," 156","Chestermere",1,3,3,3,163,0,1,174,409
48010,"Crowfoot/Crowfoot"," 157","Chestermere",0,11,20,8,157,2,0,198,449
48010,"Crowfoot/Crowfoot"," 158","Chestermere",1,28,23,6,171,1,3,233,670
48010,"Crowfoot/Crowfoot"," 159","Chestermere",0,8,9,3,150,0,3,173,437
48010,"Crowfoot/Crowfoot"," 160","Chestermere",1,7,19,10,165,1,0,203,467
48010,"Crowfoot/Crowfoot"," 161","Chestermere",0,6,12,6,130,3,0,157,394
48010,"Crowfoot/Crowfoot"," 162","Chestermere",0,1,9,2,131,0,0,143,290
48010,"Crowfoot/Crowfoot"," 163","Chestermere",2,14,40,10,233,1,0,300,634
48010,"Crowfoot/Crowfoot"," 164","Chestermere",1,9,10,8,54,0,0,82,282
48010,"Crowfoot/Crowfoot"," 164-1","Chestermere",2,7,14,6,134,1,0,164,322
48010,"Crowfoot/Crowfoot"," 165","Chestermere",2,3,10,4,165,0,0,184,370
48010,"Crowfoot/Crowfoot"," 166","Rocky View No. 44",2,9,21,5,168,1,0,206,419
48010,"Crowfoot/Crowfoot"," 167","Indus",0,8,18,10,195,1,0,232,549
48010,"Crowfoot/Crowfoot"," 168","Langdon",2,4,5,5,118,4,0,138,303
48010,"Crowfoot/Crowfoot"," 169A","Langdon",0,3,23,6,256,1,1,290,567
48010,"Crowfoot/Crowfoot"," 169B","Langdon",1,2,37,4,227,3,0,274,481
48010,"Crowfoot/Crowfoot"," 170","Langdon",0,1,6,3,32,0,0,42,53
48010,"Crowfoot/Crowfoot"," 171A","Langdon",1,4,28,5,248,2,0,288,509
48010,"Crowfoot/Crowfoot"," 171B","Langdon",1,11,15,8,208,0,2,245,443
48010,"Crowfoot/Crowfoot"," 172","Langdon",1,12,22,9,238,0,0,282,557
48010,"Crowfoot/Crowfoot"," 173","Langdon",1,7,7,2,135,2,0,154,270
48010,"Crowfoot/Crowfoot"," 174","Indus",2,0,7,3,80,0,0,92,168
48010,"Crowfoot/Crowfoot"," 175","Indus",2,2,10,7,212,2,2,237,353
48010,"Crowfoot/Crowfoot"," 176","Rockyford",0,3,3,5,59,0,0,70,203
48010,"Crowfoot/Crowfoot"," 177","Rockyford",2,3,21,11,208,2,0,247,407
48010,"Crowfoot/Crowfoot"," 178","Strathmore",0,9,7,8,273,0,0,297,717
48010,"Crowfoot/Crowfoot"," 179","Strathmore",1,2,11,12,282,2,0,310,611
48010,"Crowfoot/Crowfoot"," 180","Strathmore",1,6,30,6,196,5,0,244,500
48010,"Crowfoot/Crowfoot"," 180-1","Strathmore",2,6,26,13,228,2,0,277,530
48010,"Crowfoot/Crowfoot"," 181","Strathmore",1,2,14,6,116,0,0,139,369
48010,"Crowfoot/Crowfoot"," 182","Strathmore",Void/Supprimé,,,,,,,,
48010,"Crowfoot/Crowfoot"," 183","Strathmore",1,12,38,9,238,1,2,301,637
48010,"Crowfoot/Crowfoot"," 184","Strathmore",1,10,30,17,233,2,0,293,706
48010,"Crowfoot/Crowfoot"," 185","Strathmore",2,6,21,8,143,4,1,185,406
48010,"Crowfoot/Crowfoot"," 186","Strathmore",1,5,22,13,222,5,1,269,578
48010,"Crowfoot/Crowfoot"," 187","Strathmore",2,9,24,9,264,2,0,310,567
48010,"Crowfoot/Crowfoot"," 188","Strathmore",0,5,16,7,174,1,0,203,360
48010,"Crowfoot/Crowfoot"," 189","Strathmore",1,7,26,6,181,1,1,223,487
48010,"Crowfoot/Crowfoot"," 190","Strathmore",1,3,21,7,171,2,0,205,419
48010,"Crowfoot/Crowfoot"," 191","Strathmore",0,3,31,10,180,2,1,227,448
48010,"Crowfoot/Crowfoot"," 192","Strathmore",0,6,17,4,150,0,2,179,403
48010,"Crowfoot/Crowfoot"," 193","Youngstown",1,6,24,16,180,1,0,228,519
48010,"Crowfoot/Crowfoot"," 194","Strathmore",0,2,12,4,117,1,1,137,275
48010,"Crowfoot/Crowfoot"," 195","Strathmore",1,4,14,7,104,0,0,130,338
48010,"Crowfoot/Crowfoot"," 196","Strathmore",0,3,28,8,165,2,0,206,417
48010,"Crowfoot/Crowfoot"," 197","Strathmore",0,4,31,5,189,3,0,232,500
48010,"Crowfoot/Crowfoot"," 198","Strathmore",0,0,8,0,85,0,0,93,167
48010,"Crowfoot/Crowfoot"," 199","Strathmore",0,3,14,7,238,2,0,264,613
48010,"Crowfoot/Crowfoot"," 200","Standard",0,2,13,8,281,5,0,309,453
48010,"Crowfoot/Crowfoot"," 201","Langdon",1,3,5,1,94,1,0,105,176
48010,"Crowfoot/Crowfoot"," 202","Namaka",2,3,13,13,248,1,0,280,481
48010,"Crowfoot/Crowfoot"," 203","Carseland",0,2,12,11,148,5,0,178,278
48010,"Crowfoot/Crowfoot"," 204","Carseland",3,7,25,12,255,4,1,307,565
48010,"Crowfoot/Crowfoot"," 205","Gleichen",0,5,33,28,148,2,3,219,467
48010,"Crowfoot/Crowfoot"," 206","Dalum",1,2,1,3,69,1,1,78,114
48010,"Crowfoot/Crowfoot"," 207","Dalum",1,2,9,5,70,1,0,88,131
48010,"Crowfoot/Crowfoot"," 208","Chancellor",0,2,2,6,70,0,0,80,134
48010,"Crowfoot/Crowfoot"," 209","Hussar",0,2,4,3,120,2,0,131,203
48010,"Crowfoot/Crowfoot"," 210","Hussar",1,0,3,0,55,0,0,59,224
48010,"Crowfoot/Crowfoot"," 211","Hussar",0,1,4,0,95,0,0,100,284
48010,"Crowfoot/Crowfoot"," 212","Hussar",0,0,2,1,49,1,0,53,156
48010,"Crowfoot/Crowfoot"," 213","Sunnynook",1,1,1,1,97,0,0,101,173
48010,"Crowfoot/Crowfoot"," 214","Cessford",0,1,3,0,117,1,1,123,206
48010,"Crowfoot/Crowfoot"," 215","Youngstown",0,2,8,11,220,4,0,245,387
48010,"Crowfoot/Crowfoot"," 216","New Brigden",0,1,7,4,131,1,0,144,225
48010,"Crowfoot/Crowfoot"," 217","Cereal",0,0,10,0,130,2,0,142,242
48010,"Crowfoot/Crowfoot"," 218","Oyen",0,10,19,5,183,2,0,219,349
48010,"Crowfoot/Crowfoot"," 219","Oyen",0,4,9,6,176,5,1,201,321
48010,"Crowfoot/Crowfoot"," 220","Oyen",0,4,12,2,103,2,0,123,238
48010,"Crowfoot/Crowfoot"," 221","Cappon",1,2,1,4,70,0,0,78,125
48010,"Crowfoot/Crowfoot"," 222","Acadia",0,2,5,2,188,1,0,198,324
48010,"Crowfoot/Crowfoot"," 500","Mobile poll/Bureau itinérant",4,3,6,0,16,2,1,32,154
48010,"Crowfoot/Crowfoot"," 501","Mobile poll/Bureau itinérant",2,3,2,1,90,0,0,98,133
48010,"Crowfoot/Crowfoot"," 502","Mobile poll/Bureau itinérant",0,4,13,4,95,1,2,119,206
48010,"Crowfoot/Crowfoot"," 503","Mobile poll/Bureau itinérant",0,3,4,1,25,0,1,34,48
48010,"Crowfoot/Crowfoot"," 504","Mobile poll/Bureau itinérant",1,2,5,1,50,2,1,62,85
48010,"Crowfoot/Crowfoot"," 505","Mobile poll/Bureau itinérant",2,2,2,2,86,0,1,95,150
48010,"Crowfoot/Crowfoot"," 506","Mobile poll/Bureau itinérant",1,2,1,2,49,2,0,57,109
48010,"Crowfoot/Crowfoot"," 507","Mobile poll/Bureau itinérant",2,0,5,0,85,0,1,93,170
48010,"Crowfoot/Crowfoot"," 508","Mobile poll/Bureau itinérant",1,0,0,0,16,0,0,17,26
48010,"Crowfoot/Crowfoot"," 509","Mobile poll/Bureau itinérant",0,3,7,1,47,0,0,58,43
48010,"Crowfoot/Crowfoot"," 510","Mobile poll/Bureau itinérant",0,8,7,0,80,4,0,99,141
48010,"Crowfoot/Crowfoot"," 511","Mobile poll/Bureau itinérant",0,2,4,3,66,2,0,77,120
48010,"Crowfoot/Crowfoot"," 512","Mobile poll/Bureau itinérant",1,5,1,1,45,0,0,53,69
48010,"Crowfoot/Crowfoot"," 513","Mobile poll/Bureau itinérant",0,1,1,1,41,1,1,46,84
48010,"Crowfoot/Crowfoot"," 600","Camrose County No. 22",0,10,40,12,262,3,0,327,
48010,"Crowfoot/Crowfoot"," 601","Camrose",1,16,52,20,339,3,1,432,
48010,"Crowfoot/Crowfoot"," 602","Camrose",1,17,82,18,395,2,2,517,
48010,"Crowfoot/Crowfoot"," 603","Settler County No. 6",3,16,40,8,416,0,2,485,
48010,"Crowfoot/Crowfoot"," 604","Paintearth County No. 18",0,3,7,4,116,0,0,130,
48010,"Crowfoot/Crowfoot"," 605","Three Hills--Kneehill County",3,2,22,9,512,4,0,552,
48010,"Crowfoot/Crowfoot"," 606","Drumheller--Starland County",1,2,14,3,144,2,1,167,
48010,"Crowfoot/Crowfoot"," 607","Drumheller--Starland County",2,9,42,18,344,3,1,419,
48010,"Crowfoot/Crowfoot"," 608","Hanna",1,5,13,8,164,1,0,192,
48010,"Crowfoot/Crowfoot"," 609","Rocky View No. 44--Irricana",0,2,18,4,119,3,0,146,
48010,"Crowfoot/Crowfoot"," 610","Chestermere--Rocky View No. 44",2,29,35,10,467,2,3,548,
48010,"Crowfoot/Crowfoot"," 611","Strathmore--Wheatland County",0,20,61,16,384,2,1,484,
48010,"Crowfoot/Crowfoot"," 612","Hussar--Wheatland County",0,1,6,1,40,0,0,48,
48010,"Crowfoot/Crowfoot"," 613","Oyen--Acadia No. 34",0,3,5,3,87,5,0,103,
48010,"Crowfoot/Crowfoot"," 614","Strathmore",1,11,34,20,452,2,1,521,
48010,"Crowfoot/Crowfoot"," 615","Chestermere--Rocky View No. 44",3,17,22,10,406,2,0,460,
48010,"Crowfoot/Crowfoot",,Group 1/Groupe 1,0,22,10,5,37,0,2,76,124
48010,"Crowfoot/Crowfoot",,Group 2/Groupe 2,3,27,48,18,461,8,8,573,
