Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Linda Duncan,Andrew Fehr,Ryan Hastman,Kevan Hunter,Kyle Murphy,Matthew Sinclair,Christopher White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 80","Edmonton",95,9,124,0,1,4,0,0,233,364
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 81","Edmonton",59,3,111,0,2,7,0,0,182,329
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 82","Edmonton",72,4,121,0,0,4,0,0,201,412
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 83","Edmonton",100,4,96,0,0,7,0,0,207,355
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 84","Edmonton",76,6,88,0,0,5,0,0,175,268
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 85","Edmonton",91,5,103,1,0,0,0,0,200,329
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 86","Edmonton",81,6,96,0,1,4,0,0,188,317
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 87","Edmonton",66,4,100,0,0,6,0,3,179,295
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 88","Edmonton",56,1,66,0,1,6,1,0,131,344
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 89","Edmonton",74,2,138,0,1,1,1,0,217,359
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 90","Edmonton",108,6,145,0,2,7,0,0,268,406
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 91","Edmonton",95,6,119,0,2,8,1,1,232,388
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 92","Edmonton",79,9,115,0,2,4,0,2,211,386
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 93","Edmonton",37,1,94,0,1,2,1,0,136,209
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 94","Edmonton",83,7,103,1,1,4,0,1,200,316
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 95","Edmonton",78,6,80,1,0,5,2,1,173,313
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 96","Edmonton",90,3,77,1,1,4,1,1,178,323
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 97","Edmonton",84,4,95,0,2,10,0,0,195,403
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 98","Edmonton",64,3,65,0,0,4,3,0,139,301
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 99","Edmonton",132,10,60,0,0,7,1,1,211,374
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 100","Edmonton",108,8,65,1,0,8,0,1,191,407
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 101","Edmonton",127,4,71,2,1,18,0,0,223,368
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 102","Edmonton",107,2,69,1,1,4,0,0,184,312
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 103","Edmonton",149,3,108,0,4,5,0,0,269,446
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 104","Edmonton",218,12,89,1,0,18,1,1,340,563
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 104-1","Edmonton",102,2,56,0,0,10,1,1,172,333
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 105","Edmonton",122,5,131,0,1,11,0,0,270,476
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 106","Edmonton",153,4,124,0,0,8,0,0,289,465
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 107","Edmonton",132,2,69,0,0,8,1,0,212,423
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 108","Edmonton",131,6,74,1,0,2,0,0,214,468
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 109","Edmonton",184,16,87,1,2,8,1,2,301,593
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 110","Edmonton",135,9,48,1,1,5,0,1,200,340
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 111","Edmonton",122,3,80,0,2,8,0,1,216,381
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 112","Edmonton",91,5,79,0,0,5,1,0,181,275
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 113","Edmonton",99,5,61,0,1,2,1,0,169,295
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 114","Edmonton",130,7,94,0,1,3,0,0,235,371
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 115","Edmonton",117,6,89,2,5,2,0,0,221,386
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 116","Edmonton",120,11,82,0,2,3,0,0,218,370
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 117","Edmonton",149,7,119,0,2,5,0,0,282,481
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 118","Edmonton",111,5,113,0,0,4,0,1,234,399
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 119","Edmonton",66,4,79,0,1,4,0,0,154,276
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 120","Edmonton",100,6,96,1,0,5,1,0,209,317
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 121","Edmonton",89,3,88,1,0,6,1,0,188,347
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 122","Edmonton",125,11,81,1,1,3,1,1,224,425
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 123","Edmonton",88,2,62,0,0,3,0,0,155,317
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 124","Edmonton",136,4,51,0,1,3,0,1,196,317
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 125","Edmonton",184,6,58,2,0,11,0,1,262,517
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 126","Edmonton",106,2,39,0,0,3,0,0,150,288
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 127","Edmonton",110,2,83,0,1,9,1,2,208,374
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 128","Edmonton",136,1,43,0,0,11,1,0,192,338
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 129","Edmonton",128,5,60,0,1,7,2,1,204,357
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 130","Edmonton",133,6,65,1,2,9,0,0,216,347
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 131","Edmonton",135,8,48,0,2,1,0,1,195,328
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 132","Edmonton",90,6,68,0,0,4,0,1,169,306
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 133","Edmonton",116,5,68,0,0,1,1,1,192,341
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 134","Edmonton",84,8,45,0,0,4,0,0,141,261
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 135","Edmonton",145,4,84,0,0,5,0,1,239,470
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 136","Edmonton",196,4,85,3,7,8,0,0,303,442
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 137","Edmonton",189,5,84,0,0,9,0,0,287,429
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 138","Edmonton",104,6,49,0,0,1,1,0,161,273
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 139","Edmonton",104,3,46,0,0,3,1,0,157,246
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 140","Edmonton",147,5,61,0,5,3,1,1,223,333
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 141","Edmonton",93,8,46,0,2,4,0,0,153,310
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 142","Edmonton",110,1,35,0,0,2,0,0,148,220
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 143","Edmonton",140,4,56,1,0,7,0,0,208,349
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 144","Edmonton",144,8,53,2,0,9,0,3,219,372
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 145","Edmonton",110,6,38,0,2,2,0,0,158,293
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 146","Edmonton",144,0,81,0,1,4,0,0,230,399
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 147","Edmonton",146,3,56,0,0,8,0,0,213,334
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 148","Edmonton",166,4,46,2,1,6,0,0,225,342
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 149","Edmonton",133,3,42,0,3,9,0,0,190,257
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 150","Edmonton",265,6,96,1,0,11,0,0,379,554
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 151","Edmonton",124,1,104,0,1,4,0,0,234,397
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 152","Edmonton",113,6,118,0,4,12,0,0,253,394
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 153","Edmonton",99,3,64,0,2,2,0,0,170,309
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 154","Edmonton",125,2,106,0,2,7,0,0,242,371
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 155","Edmonton",86,4,55,0,2,4,0,0,151,262
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 156","Edmonton",75,2,41,0,0,0,1,1,120,242
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 157","Edmonton",110,5,104,1,0,5,0,1,226,370
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 158","Edmonton",71,4,57,0,0,6,1,0,139,273
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 159","Edmonton",110,1,56,1,0,6,1,0,175,289
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 160","Edmonton",63,2,71,0,2,6,0,0,144,296
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 161","Edmonton",139,7,104,0,1,8,0,0,259,418
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 162","Edmonton",109,4,78,0,1,6,0,1,199,331
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 163","Edmonton",98,5,80,0,1,5,0,0,189,320
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 164","Edmonton",105,12,126,0,2,8,0,0,253,413
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 165","Edmonton",113,4,74,0,2,6,0,0,199,307
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 166","Edmonton",97,7,94,0,1,6,0,1,206,300
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 167","Edmonton",75,3,59,0,0,3,0,1,141,339
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 168","Edmonton",91,4,91,1,0,3,0,1,191,332
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 169","Edmonton",69,3,52,1,0,6,0,0,131,260
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 170","Edmonton",92,5,47,1,0,8,0,0,153,290
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 171","Edmonton",105,2,59,0,0,8,1,0,175,401
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 172","Edmonton",99,5,53,1,1,11,1,0,171,385
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 173","Edmonton",80,4,70,0,0,5,0,0,159,414
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 174","Edmonton",102,6,67,0,1,9,0,1,186,294
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 175","Edmonton",89,7,83,3,1,5,1,2,191,387
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 175-1","Edmonton",75,5,69,0,0,7,0,0,156,417
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 176","Edmonton",70,3,60,0,0,7,0,0,140,314
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 177","Edmonton",156,6,57,0,2,4,0,0,225,375
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 178","Edmonton",112,2,72,0,0,12,0,0,198,361
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 179","Edmonton",115,4,94,0,0,3,1,0,217,357
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 180","Edmonton",124,2,80,0,0,3,0,1,210,376
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 181","Edmonton",116,7,96,0,3,4,0,1,227,383
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 182","Edmonton",93,9,70,0,0,9,0,2,183,369
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 183","Edmonton",71,3,53,0,3,4,0,1,135,321
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 184","Edmonton",90,9,121,0,4,2,0,0,226,351
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 185","Edmonton",124,2,102,1,5,3,2,0,239,366
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 186","Edmonton",151,9,130,0,4,9,0,0,303,483
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 187","Edmonton",107,7,102,1,3,5,2,0,227,353
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 188","Edmonton",101,3,101,0,1,3,0,0,209,302
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 189","Edmonton",118,8,143,0,3,1,0,0,273,457
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 190","Edmonton",91,3,137,0,2,2,1,1,237,373
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 191","Edmonton",72,8,91,0,0,3,2,0,176,447
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 192","Edmonton",70,4,192,1,3,3,1,1,275,514
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 193","Edmonton",42,5,99,0,1,4,0,0,151,292
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 194","Edmonton",50,6,102,0,0,4,1,0,163,321
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 195","Edmonton",44,1,122,0,2,6,0,0,175,332
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 400","Edmonton",Void/Supprimé,,,,,,,,,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 401","Edmonton",Void/Supprimé,,,,,,,,,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 402","Edmonton",Void/Supprimé,,,,,,,,,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 403","Edmonton",29,2,5,0,0,1,0,0,37,110
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 404","Edmonton",69,1,30,0,0,7,0,0,107,241
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 405","Edmonton",77,3,14,1,0,1,0,0,96,193
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 406","Edmonton",73,3,32,0,0,8,1,0,117,236
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 500","Mobile poll/Bureau itinérant",54,1,34,1,0,4,0,2,96,178
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 501","Mobile poll/Bureau itinérant",35,0,43,2,0,10,0,2,92,145
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 502","Mobile poll/Bureau itinérant",35,2,46,1,0,2,0,0,86,150
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 503","Mobile poll/Bureau itinérant",37,4,103,3,0,8,0,1,156,289
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 504","Mobile poll/Bureau itinérant",27,1,54,0,1,9,2,0,94,139
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 505","Mobile poll/Bureau itinérant",33,3,73,2,2,13,1,3,130,196
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 506","Mobile poll/Bureau itinérant",14,1,35,2,4,6,1,2,65,203
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 507","Mobile poll/Bureau itinérant",25,3,38,1,1,7,1,4,80,175
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 600","Edmonton",335,12,135,2,0,14,2,1,501,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 601","Edmonton",323,4,109,0,0,6,2,0,444,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 602","Edmonton",209,10,236,0,1,13,0,2,471,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 603","Edmonton",211,4,302,2,0,15,0,0,534,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 604","Edmonton",280,7,438,0,1,26,1,1,754,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 605","Edmonton",207,4,105,0,0,8,1,0,325,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 606","Edmonton",264,9,148,1,1,10,0,0,433,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 607","Edmonton",368,5,133,2,1,6,1,4,520,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 608","Edmonton",415,6,347,0,0,19,2,1,790,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 609","Edmonton",190,8,149,1,0,7,0,0,355,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 610","Edmonton",280,9,202,1,1,18,0,1,512,
48018,"Edmonton--Strathcona/Edmonton--Strathcona",,Group 1/Groupe 1,75,5,52,0,1,38,1,13,185,294
48018,"Edmonton--Strathcona/Edmonton--Strathcona",,Group 2/Groupe 2,651,20,311,2,1,36,0,8,1029,
