Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Trevor Bardens,Jim Flaherty,Rebecca Harrison,Josh Insang,Trish McAuliffe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35099,"Whitby--Oshawa/Whitby--Oshawa"," 23","Whitby",24,134,7,2,52,2,221,401
35099,"Whitby--Oshawa/Whitby--Oshawa"," 24","Whitby",18,164,7,0,43,0,232,408
35099,"Whitby--Oshawa/Whitby--Oshawa"," 25","Whitby",25,159,6,1,45,1,237,438
35099,"Whitby--Oshawa/Whitby--Oshawa"," 26","Whitby",23,126,11,0,43,0,203,403
35099,"Whitby--Oshawa/Whitby--Oshawa"," 27","Whitby",26,118,8,0,43,0,195,322
35099,"Whitby--Oshawa/Whitby--Oshawa"," 28","Whitby",22,166,12,0,49,2,251,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 29","Whitby",30,144,13,0,35,0,222,453
35099,"Whitby--Oshawa/Whitby--Oshawa"," 30","Whitby",26,135,13,3,44,2,223,518
35099,"Whitby--Oshawa/Whitby--Oshawa"," 31","Whitby",11,114,10,0,39,0,174,325
35099,"Whitby--Oshawa/Whitby--Oshawa"," 32","Whitby",29,114,4,0,54,2,203,388
35099,"Whitby--Oshawa/Whitby--Oshawa"," 33","Whitby",44,124,12,0,27,0,207,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 34","Whitby",44,104,6,1,60,0,215,445
35099,"Whitby--Oshawa/Whitby--Oshawa"," 35","Whitby",42,94,7,0,48,1,192,397
35099,"Whitby--Oshawa/Whitby--Oshawa"," 36","Whitby",29,96,12,0,37,0,174,384
35099,"Whitby--Oshawa/Whitby--Oshawa"," 37","Whitby",22,101,16,1,78,0,218,439
35099,"Whitby--Oshawa/Whitby--Oshawa"," 38","Whitby",30,124,9,0,43,0,206,456
35099,"Whitby--Oshawa/Whitby--Oshawa"," 39","Whitby",26,104,15,1,49,0,195,384
35099,"Whitby--Oshawa/Whitby--Oshawa"," 40","Whitby",41,126,8,0,41,0,216,494
35099,"Whitby--Oshawa/Whitby--Oshawa"," 41","Whitby",42,63,3,0,54,0,162,334
35099,"Whitby--Oshawa/Whitby--Oshawa"," 42","Whitby",32,79,4,0,50,1,166,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 43","Whitby",50,140,7,2,45,2,246,501
35099,"Whitby--Oshawa/Whitby--Oshawa"," 44","Whitby",28,117,7,0,51,1,204,405
35099,"Whitby--Oshawa/Whitby--Oshawa"," 45","Whitby",39,187,5,1,43,0,275,528
35099,"Whitby--Oshawa/Whitby--Oshawa"," 46","Whitby",42,116,10,2,48,3,221,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 47","Whitby",68,156,6,2,42,2,276,527
35099,"Whitby--Oshawa/Whitby--Oshawa"," 48","Whitby",62,161,3,2,76,1,305,591
35099,"Whitby--Oshawa/Whitby--Oshawa"," 49","Whitby",35,121,6,0,32,1,195,313
35099,"Whitby--Oshawa/Whitby--Oshawa"," 50","Whitby",25,136,16,0,54,0,231,488
35099,"Whitby--Oshawa/Whitby--Oshawa"," 51","Whitby",40,173,10,2,79,2,306,506
35099,"Whitby--Oshawa/Whitby--Oshawa"," 52","Whitby",34,106,15,1,73,2,231,454
35099,"Whitby--Oshawa/Whitby--Oshawa"," 53","Whitby",49,138,14,3,64,4,272,534
35099,"Whitby--Oshawa/Whitby--Oshawa"," 54","Whitby",24,171,8,2,49,2,256,409
35099,"Whitby--Oshawa/Whitby--Oshawa"," 55","Whitby",58,181,15,1,62,3,320,502
35099,"Whitby--Oshawa/Whitby--Oshawa"," 56","Whitby",29,117,10,0,43,0,199,414
35099,"Whitby--Oshawa/Whitby--Oshawa"," 57","Whitby",33,164,12,1,49,0,259,434
35099,"Whitby--Oshawa/Whitby--Oshawa"," 58","Whitby",32,172,16,0,67,6,293,494
35099,"Whitby--Oshawa/Whitby--Oshawa"," 59","Whitby",61,153,13,0,51,1,279,500
35099,"Whitby--Oshawa/Whitby--Oshawa"," 60","Whitby",62,198,8,1,76,1,346,536
35099,"Whitby--Oshawa/Whitby--Oshawa"," 61","Whitby",42,133,12,0,60,0,247,518
35099,"Whitby--Oshawa/Whitby--Oshawa"," 62A","Whitby",26,85,9,1,34,0,155,331
35099,"Whitby--Oshawa/Whitby--Oshawa"," 62B","Whitby",17,76,0,1,48,0,142,333
35099,"Whitby--Oshawa/Whitby--Oshawa"," 63","Whitby",51,204,19,5,69,1,349,634
35099,"Whitby--Oshawa/Whitby--Oshawa"," 64","Whitby",32,172,10,2,59,1,276,465
35099,"Whitby--Oshawa/Whitby--Oshawa"," 65","Whitby",17,84,9,0,51,0,161,379
35099,"Whitby--Oshawa/Whitby--Oshawa"," 66","Whitby",36,131,14,4,70,1,256,508
35099,"Whitby--Oshawa/Whitby--Oshawa"," 67","Whitby",41,157,15,1,56,1,271,522
35099,"Whitby--Oshawa/Whitby--Oshawa"," 68","Whitby",33,119,9,0,37,1,199,413
35099,"Whitby--Oshawa/Whitby--Oshawa"," 69","Whitby",29,108,13,0,78,0,228,498
35099,"Whitby--Oshawa/Whitby--Oshawa"," 70","Whitby",47,118,9,2,56,0,232,470
35099,"Whitby--Oshawa/Whitby--Oshawa"," 71","Whitby",25,140,11,0,57,1,234,443
35099,"Whitby--Oshawa/Whitby--Oshawa"," 72","Whitby",38,156,6,0,42,0,242,479
35099,"Whitby--Oshawa/Whitby--Oshawa"," 73A","Whitby",35,94,7,0,56,1,193,321
35099,"Whitby--Oshawa/Whitby--Oshawa"," 73B","Whitby",25,110,4,0,34,0,173,333
35099,"Whitby--Oshawa/Whitby--Oshawa"," 74","Whitby",37,83,3,1,60,0,184,448
35099,"Whitby--Oshawa/Whitby--Oshawa"," 75","Whitby",26,139,11,1,60,0,237,511
35099,"Whitby--Oshawa/Whitby--Oshawa"," 76","Whitby",48,133,8,1,49,3,242,462
35099,"Whitby--Oshawa/Whitby--Oshawa"," 77","Whitby",29,116,15,1,58,3,222,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 78","Whitby",30,183,15,0,51,0,279,470
35099,"Whitby--Oshawa/Whitby--Oshawa"," 79","Whitby",36,127,7,2,47,1,220,413
35099,"Whitby--Oshawa/Whitby--Oshawa"," 80","Whitby",41,192,15,1,59,0,308,564
35099,"Whitby--Oshawa/Whitby--Oshawa"," 81","Whitby",35,166,16,0,43,0,260,424
35099,"Whitby--Oshawa/Whitby--Oshawa"," 82","Whitby",52,187,20,1,64,0,324,516
35099,"Whitby--Oshawa/Whitby--Oshawa"," 83","Whitby",45,155,10,2,53,0,265,502
35099,"Whitby--Oshawa/Whitby--Oshawa"," 84","Whitby",36,193,14,0,37,0,280,483
35099,"Whitby--Oshawa/Whitby--Oshawa"," 85","Whitby",24,168,16,0,64,2,274,478
35099,"Whitby--Oshawa/Whitby--Oshawa"," 86A","Whitby",20,92,6,1,52,0,171,333
35099,"Whitby--Oshawa/Whitby--Oshawa"," 86B","Whitby",17,81,1,0,19,0,118,330
35099,"Whitby--Oshawa/Whitby--Oshawa"," 86C","Mobile poll/Bureau itinérant",Merged with No. 500B/Fusionné avec le nº 500B,,,,,,,57
35099,"Whitby--Oshawa/Whitby--Oshawa"," 87","Whitby",30,85,13,0,59,1,188,407
35099,"Whitby--Oshawa/Whitby--Oshawa"," 88","Whitby",37,127,15,0,63,0,242,396
35099,"Whitby--Oshawa/Whitby--Oshawa"," 89","Whitby",31,137,17,0,51,1,237,419
35099,"Whitby--Oshawa/Whitby--Oshawa"," 90","Whitby",24,83,9,1,56,0,173,401
35099,"Whitby--Oshawa/Whitby--Oshawa"," 91","Whitby",34,59,5,0,12,2,112,227
35099,"Whitby--Oshawa/Whitby--Oshawa"," 92","Whitby",19,119,8,0,29,0,175,284
35099,"Whitby--Oshawa/Whitby--Oshawa"," 93","Whitby",39,177,16,0,46,1,279,420
35099,"Whitby--Oshawa/Whitby--Oshawa"," 94","Whitby",47,171,22,1,53,0,294,557
35099,"Whitby--Oshawa/Whitby--Oshawa"," 95","Whitby",41,166,6,0,54,0,267,514
35099,"Whitby--Oshawa/Whitby--Oshawa"," 96","Whitby",32,118,6,0,37,0,193,315
35099,"Whitby--Oshawa/Whitby--Oshawa"," 97","Whitby",19,102,6,1,46,0,174,330
35099,"Whitby--Oshawa/Whitby--Oshawa"," 98","Whitby",29,130,13,1,53,2,228,428
35099,"Whitby--Oshawa/Whitby--Oshawa"," 99","Whitby",48,170,12,0,42,0,272,430
35099,"Whitby--Oshawa/Whitby--Oshawa"," 100","Whitby",30,145,9,1,35,1,221,362
35099,"Whitby--Oshawa/Whitby--Oshawa"," 101","Whitby",15,93,6,1,35,0,150,311
35099,"Whitby--Oshawa/Whitby--Oshawa"," 102","Whitby",37,154,18,1,65,3,278,475
35099,"Whitby--Oshawa/Whitby--Oshawa"," 103","Whitby",27,133,14,0,57,1,232,384
35099,"Whitby--Oshawa/Whitby--Oshawa"," 104","Whitby",33,123,10,1,48,1,216,417
35099,"Whitby--Oshawa/Whitby--Oshawa"," 105","Whitby",32,153,11,0,48,0,244,422
35099,"Whitby--Oshawa/Whitby--Oshawa"," 106","Whitby",20,158,16,1,66,0,261,457
35099,"Whitby--Oshawa/Whitby--Oshawa"," 107","Whitby",23,151,14,0,48,3,239,397
35099,"Whitby--Oshawa/Whitby--Oshawa"," 108","Whitby",28,136,14,2,54,1,235,421
35099,"Whitby--Oshawa/Whitby--Oshawa"," 109","Whitby",26,125,15,1,57,0,224,510
35099,"Whitby--Oshawa/Whitby--Oshawa"," 110","Whitby",22,95,7,0,57,0,181,450
35099,"Whitby--Oshawa/Whitby--Oshawa"," 111","Whitby",27,115,12,3,77,0,234,417
35099,"Whitby--Oshawa/Whitby--Oshawa"," 112","Whitby",35,145,10,0,57,3,250,400
35099,"Whitby--Oshawa/Whitby--Oshawa"," 113","Whitby",36,123,8,1,56,0,224,352
35099,"Whitby--Oshawa/Whitby--Oshawa"," 114","Whitby",12,171,16,2,51,4,256,492
35099,"Whitby--Oshawa/Whitby--Oshawa"," 115","Whitby",41,121,10,0,52,1,225,462
35099,"Whitby--Oshawa/Whitby--Oshawa"," 116","Whitby",36,117,13,0,39,0,205,341
35099,"Whitby--Oshawa/Whitby--Oshawa"," 117","Whitby",32,142,12,1,79,0,266,422
35099,"Whitby--Oshawa/Whitby--Oshawa"," 118","Whitby",25,120,12,1,62,0,220,423
35099,"Whitby--Oshawa/Whitby--Oshawa"," 119","Whitby",38,191,20,1,47,5,302,507
35099,"Whitby--Oshawa/Whitby--Oshawa"," 120","Whitby",53,163,13,2,58,0,289,486
35099,"Whitby--Oshawa/Whitby--Oshawa"," 121","Whitby",42,168,14,2,62,0,288,531
35099,"Whitby--Oshawa/Whitby--Oshawa"," 122","Whitby",22,156,9,3,53,1,244,454
35099,"Whitby--Oshawa/Whitby--Oshawa"," 123","Whitby",21,160,19,1,47,2,250,492
35099,"Whitby--Oshawa/Whitby--Oshawa"," 124","Whitby",23,138,11,0,63,0,235,444
35099,"Whitby--Oshawa/Whitby--Oshawa"," 125","Whitby",35,149,15,0,59,0,258,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 126","Whitby",32,195,8,1,62,1,299,501
35099,"Whitby--Oshawa/Whitby--Oshawa"," 127","Whitby",22,191,21,1,56,2,293,503
35099,"Whitby--Oshawa/Whitby--Oshawa"," 128","Whitby",51,150,19,1,75,2,298,491
35099,"Whitby--Oshawa/Whitby--Oshawa"," 129","Whitby",38,147,8,0,68,1,262,440
35099,"Whitby--Oshawa/Whitby--Oshawa"," 130","Whitby",20,80,10,0,38,2,150,309
35099,"Whitby--Oshawa/Whitby--Oshawa"," 131","Whitby",23,131,9,1,56,0,220,414
35099,"Whitby--Oshawa/Whitby--Oshawa"," 132","Whitby",12,86,8,0,38,0,144,337
35099,"Whitby--Oshawa/Whitby--Oshawa"," 133","Whitby",29,136,15,1,56,2,239,403
35099,"Whitby--Oshawa/Whitby--Oshawa"," 134","Whitby",47,166,9,0,44,0,266,445
35099,"Whitby--Oshawa/Whitby--Oshawa"," 135","Whitby",34,205,10,3,67,1,320,508
35099,"Whitby--Oshawa/Whitby--Oshawa"," 136","Whitby",31,114,11,2,63,0,221,392
35099,"Whitby--Oshawa/Whitby--Oshawa"," 137","Whitby",38,93,13,0,50,2,196,316
35099,"Whitby--Oshawa/Whitby--Oshawa"," 138","Whitby",16,79,8,2,43,1,149,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 139","Whitby",18,86,12,0,43,2,161,378
35099,"Whitby--Oshawa/Whitby--Oshawa"," 140","Whitby",16,75,11,1,43,0,146,394
35099,"Whitby--Oshawa/Whitby--Oshawa"," 141","Whitby",15,63,19,0,57,0,154,348
35099,"Whitby--Oshawa/Whitby--Oshawa"," 142","Whitby",22,118,20,2,53,0,215,383
35099,"Whitby--Oshawa/Whitby--Oshawa"," 143","Whitby",26,134,20,0,75,0,255,409
35099,"Whitby--Oshawa/Whitby--Oshawa"," 144","Whitby",18,101,13,0,50,2,184,313
35099,"Whitby--Oshawa/Whitby--Oshawa"," 145","Whitby",27,131,15,0,56,4,233,414
35099,"Whitby--Oshawa/Whitby--Oshawa"," 146","Whitby",41,137,16,0,56,0,250,419
35099,"Whitby--Oshawa/Whitby--Oshawa"," 147","Whitby",40,110,10,0,41,0,201,338
35099,"Whitby--Oshawa/Whitby--Oshawa"," 148","Whitby",34,171,15,1,54,0,275,480
35099,"Whitby--Oshawa/Whitby--Oshawa"," 149","Whitby",47,156,17,1,34,0,255,420
35099,"Whitby--Oshawa/Whitby--Oshawa"," 150","Whitby",42,143,12,0,42,1,240,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 151","Whitby",23,122,21,1,56,0,223,411
35099,"Whitby--Oshawa/Whitby--Oshawa"," 152","Whitby",27,82,9,3,76,1,198,432
35099,"Whitby--Oshawa/Whitby--Oshawa"," 153","Whitby",21,75,7,0,47,1,151,392
35099,"Whitby--Oshawa/Whitby--Oshawa"," 154","Whitby",17,108,10,2,54,2,193,346
35099,"Whitby--Oshawa/Whitby--Oshawa"," 155","Whitby",23,110,18,0,48,0,199,316
35099,"Whitby--Oshawa/Whitby--Oshawa"," 156","Whitby",13,68,16,0,35,0,132,297
35099,"Whitby--Oshawa/Whitby--Oshawa"," 157","Whitby",19,94,7,4,49,1,174,313
35099,"Whitby--Oshawa/Whitby--Oshawa"," 158","Whitby",30,102,18,2,70,0,222,368
35099,"Whitby--Oshawa/Whitby--Oshawa"," 159","Whitby",26,87,19,1,54,0,187,310
35099,"Whitby--Oshawa/Whitby--Oshawa"," 160","Whitby",26,85,11,1,71,0,194,431
35099,"Whitby--Oshawa/Whitby--Oshawa"," 161","Whitby",43,147,20,1,43,1,255,415
35099,"Whitby--Oshawa/Whitby--Oshawa"," 162","Whitby",35,133,11,1,55,0,235,362
35099,"Whitby--Oshawa/Whitby--Oshawa"," 163","Whitby",21,125,13,1,70,2,232,433
35099,"Whitby--Oshawa/Whitby--Oshawa"," 164","Whitby",11,70,4,0,41,1,127,374
35099,"Whitby--Oshawa/Whitby--Oshawa"," 165","Whitby",15,100,15,1,53,0,184,430
35099,"Whitby--Oshawa/Whitby--Oshawa"," 166","Whitby",14,63,3,1,21,0,102,288
35099,"Whitby--Oshawa/Whitby--Oshawa"," 166-1","Whitby",15,201,4,0,33,1,254,301
35099,"Whitby--Oshawa/Whitby--Oshawa"," 167","Whitby",22,58,3,1,41,0,125,251
35099,"Whitby--Oshawa/Whitby--Oshawa"," 168","Whitby",25,141,11,0,70,0,247,432
35099,"Whitby--Oshawa/Whitby--Oshawa"," 169","Whitby",33,125,7,1,45,0,211,367
35099,"Whitby--Oshawa/Whitby--Oshawa"," 170","Whitby",38,156,15,2,55,0,266,462
35099,"Whitby--Oshawa/Whitby--Oshawa"," 171","Whitby",40,170,10,2,51,1,274,445
35099,"Whitby--Oshawa/Whitby--Oshawa"," 172","Whitby",29,129,13,1,65,1,238,421
35099,"Whitby--Oshawa/Whitby--Oshawa"," 173","Whitby",51,128,11,1,97,3,291,520
35099,"Whitby--Oshawa/Whitby--Oshawa"," 174A","Whitby",22,76,5,1,56,2,162,325
35099,"Whitby--Oshawa/Whitby--Oshawa"," 174B","Whitby",16,74,17,0,54,1,162,340
35099,"Whitby--Oshawa/Whitby--Oshawa"," 175","Whitby",18,129,20,3,59,0,229,386
35099,"Whitby--Oshawa/Whitby--Oshawa"," 176","Whitby",36,181,6,1,56,0,280,445
35099,"Whitby--Oshawa/Whitby--Oshawa"," 177","Whitby",37,153,11,1,60,0,262,417
35099,"Whitby--Oshawa/Whitby--Oshawa"," 178","Whitby",15,86,15,0,30,0,146,336
35099,"Whitby--Oshawa/Whitby--Oshawa"," 179","Whitby",27,100,17,0,35,0,179,322
35099,"Whitby--Oshawa/Whitby--Oshawa"," 180","Whitby",13,108,8,1,49,1,180,351
35099,"Whitby--Oshawa/Whitby--Oshawa"," 181","Whitby",18,123,11,0,46,1,199,314
35099,"Whitby--Oshawa/Whitby--Oshawa"," 182","Whitby",38,146,15,0,60,0,259,437
35099,"Whitby--Oshawa/Whitby--Oshawa"," 183","Whitby",27,122,10,0,42,0,201,363
35099,"Whitby--Oshawa/Whitby--Oshawa"," 184","Whitby",34,153,20,0,49,1,257,480
35099,"Whitby--Oshawa/Whitby--Oshawa"," 185","Whitby",23,139,20,0,40,3,225,389
35099,"Whitby--Oshawa/Whitby--Oshawa"," 186","Whitby",33,126,16,0,39,1,215,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 187","Whitby",58,111,14,1,67,1,252,442
35099,"Whitby--Oshawa/Whitby--Oshawa"," 188","Whitby",27,101,18,1,45,1,193,322
35099,"Whitby--Oshawa/Whitby--Oshawa"," 189","Whitby",47,122,17,0,71,0,257,552
35099,"Whitby--Oshawa/Whitby--Oshawa"," 190","Whitby",25,95,5,0,34,0,159,334
35099,"Whitby--Oshawa/Whitby--Oshawa"," 191","Whitby",18,69,8,0,48,2,145,441
35099,"Whitby--Oshawa/Whitby--Oshawa"," 192","Whitby",29,107,17,0,59,2,214,471
35099,"Whitby--Oshawa/Whitby--Oshawa"," 193","Oshawa",27,135,7,1,37,0,207,380
35099,"Whitby--Oshawa/Whitby--Oshawa"," 194","Oshawa",33,142,15,0,40,1,231,393
35099,"Whitby--Oshawa/Whitby--Oshawa"," 195","Oshawa",25,157,8,0,34,1,225,395
35099,"Whitby--Oshawa/Whitby--Oshawa"," 196","Oshawa",15,75,2,1,28,1,122,247
35099,"Whitby--Oshawa/Whitby--Oshawa"," 196-1","Oshawa",Merged with No. 196/Fusionné avec le nº 196,,,,,,,125
35099,"Whitby--Oshawa/Whitby--Oshawa"," 197","Oshawa",21,127,7,0,52,1,208,421
35099,"Whitby--Oshawa/Whitby--Oshawa"," 198","Oshawa",18,101,10,1,68,2,200,385
35099,"Whitby--Oshawa/Whitby--Oshawa"," 199","Oshawa",24,143,15,0,49,2,233,404
35099,"Whitby--Oshawa/Whitby--Oshawa"," 200","Oshawa",18,143,13,1,58,3,236,483
35099,"Whitby--Oshawa/Whitby--Oshawa"," 201","Oshawa",20,181,11,1,60,0,273,490
35099,"Whitby--Oshawa/Whitby--Oshawa"," 202","Oshawa",18,148,7,1,44,4,222,448
35099,"Whitby--Oshawa/Whitby--Oshawa"," 203","Oshawa",12,79,8,2,52,0,153,372
35099,"Whitby--Oshawa/Whitby--Oshawa"," 204","Oshawa",25,107,10,0,68,1,211,408
35099,"Whitby--Oshawa/Whitby--Oshawa"," 205","Oshawa",22,96,8,0,47,2,175,270
35099,"Whitby--Oshawa/Whitby--Oshawa"," 206","Oshawa",20,114,7,0,58,1,200,371
35099,"Whitby--Oshawa/Whitby--Oshawa"," 207","Oshawa",12,100,13,0,57,1,183,382
35099,"Whitby--Oshawa/Whitby--Oshawa"," 208","Oshawa",15,117,8,0,46,1,187,332
35099,"Whitby--Oshawa/Whitby--Oshawa"," 209","Oshawa",41,109,10,0,46,1,207,359
35099,"Whitby--Oshawa/Whitby--Oshawa"," 210","Oshawa",32,144,5,0,46,1,228,354
35099,"Whitby--Oshawa/Whitby--Oshawa"," 211","Oshawa",43,139,9,2,61,1,255,386
35099,"Whitby--Oshawa/Whitby--Oshawa"," 212","Oshawa",32,145,10,1,47,0,235,447
35099,"Whitby--Oshawa/Whitby--Oshawa"," 213","Oshawa",33,95,9,0,55,3,195,326
35099,"Whitby--Oshawa/Whitby--Oshawa"," 214","Oshawa",43,137,17,1,67,0,265,427
35099,"Whitby--Oshawa/Whitby--Oshawa"," 215","Oshawa",39,141,15,0,52,0,247,395
35099,"Whitby--Oshawa/Whitby--Oshawa"," 216","Oshawa",34,147,8,1,74,2,266,415
35099,"Whitby--Oshawa/Whitby--Oshawa"," 217","Oshawa",14,137,13,2,52,1,219,421
35099,"Whitby--Oshawa/Whitby--Oshawa"," 218","Oshawa",32,147,12,1,47,0,239,397
35099,"Whitby--Oshawa/Whitby--Oshawa"," 219","Oshawa",16,89,10,1,88,0,204,386
35099,"Whitby--Oshawa/Whitby--Oshawa"," 220","Oshawa",14,126,9,0,57,0,206,371
35099,"Whitby--Oshawa/Whitby--Oshawa"," 221","Oshawa",17,116,3,0,57,2,195,357
35099,"Whitby--Oshawa/Whitby--Oshawa"," 222","Oshawa",26,127,13,1,70,1,238,389
35099,"Whitby--Oshawa/Whitby--Oshawa"," 223","Oshawa",33,117,10,1,60,5,226,375
35099,"Whitby--Oshawa/Whitby--Oshawa"," 224","Oshawa",28,109,3,0,47,0,187,319
35099,"Whitby--Oshawa/Whitby--Oshawa"," 225","Oshawa",20,114,6,0,55,0,195,377
35099,"Whitby--Oshawa/Whitby--Oshawa"," 226","Oshawa",30,130,12,1,74,0,247,433
35099,"Whitby--Oshawa/Whitby--Oshawa"," 227","Oshawa",37,135,12,0,64,4,252,439
35099,"Whitby--Oshawa/Whitby--Oshawa"," 228","Oshawa",29,101,12,1,53,1,197,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 229","Oshawa",26,149,6,0,73,1,255,410
35099,"Whitby--Oshawa/Whitby--Oshawa"," 230","Oshawa",57,144,11,1,69,0,282,506
35099,"Whitby--Oshawa/Whitby--Oshawa"," 231","Oshawa",12,95,12,0,58,0,177,353
35099,"Whitby--Oshawa/Whitby--Oshawa"," 232","Oshawa",19,116,12,1,57,0,205,395
35099,"Whitby--Oshawa/Whitby--Oshawa"," 233","Oshawa",52,106,6,1,43,2,210,388
35099,"Whitby--Oshawa/Whitby--Oshawa"," 234","Oshawa",11,90,11,0,62,0,174,360
35099,"Whitby--Oshawa/Whitby--Oshawa"," 235","Oshawa",23,104,11,1,86,0,225,461
35099,"Whitby--Oshawa/Whitby--Oshawa"," 236","Oshawa",8,60,5,0,61,0,134,380
35099,"Whitby--Oshawa/Whitby--Oshawa"," 237","Oshawa",8,46,9,0,71,0,134,402
35099,"Whitby--Oshawa/Whitby--Oshawa"," 238","Oshawa",6,74,7,0,57,0,144,332
35099,"Whitby--Oshawa/Whitby--Oshawa"," 239","Oshawa",9,65,9,2,59,0,144,397
35099,"Whitby--Oshawa/Whitby--Oshawa"," 240A","Oshawa",9,35,6,0,33,1,84,169
35099,"Whitby--Oshawa/Whitby--Oshawa"," 240B","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,119
35099,"Whitby--Oshawa/Whitby--Oshawa"," 400","Whitby",13,65,3,0,13,0,94,121
35099,"Whitby--Oshawa/Whitby--Oshawa"," 401","Whitby",14,53,5,0,16,0,88,142
35099,"Whitby--Oshawa/Whitby--Oshawa"," 402","Whitby",Merged with No. 403/Fusionné avec le nº 403,,,,,,,199
35099,"Whitby--Oshawa/Whitby--Oshawa"," 403","Whitby",41,199,13,2,57,1,313,251
35099,"Whitby--Oshawa/Whitby--Oshawa"," 500A","Mobile poll/Bureau itinérant",19,38,3,0,28,1,89,89
35099,"Whitby--Oshawa/Whitby--Oshawa"," 500B","Mobile poll/Bureau itinérant",17,53,3,1,11,3,88,129
35099,"Whitby--Oshawa/Whitby--Oshawa"," 600","Whitby",97,349,21,4,69,0,540,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 601","Whitby",103,478,28,1,85,1,696,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 602","Whitby",146,381,32,1,69,1,630,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 603","Whitby",133,321,24,2,79,2,561,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 604","Whitby",132,346,22,2,100,1,603,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 605","Whitby",112,375,22,1,73,0,583,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 606","Whitby",129,395,28,0,82,3,637,
35099,"Whitby--Oshawa/Whitby--Oshawa"," 607","Whitby",128,496,24,1,94,0,743,
