Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Louise Boutin,Kimball Cariou,Don Davies,Matt Kadioglu,Trang Nguyen,Donna Petersen,Wendy Yuan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59032,"Vancouver Kingsway/Vancouver Kingsway"," 35","Vancouver",12,1,148,1,63,0,24,0,249,416
59032,"Vancouver Kingsway/Vancouver Kingsway"," 36","Vancouver",7,1,159,2,66,0,39,0,274,529
59032,"Vancouver Kingsway/Vancouver Kingsway"," 37","Vancouver",29,0,164,1,52,0,38,6,290,490
59032,"Vancouver Kingsway/Vancouver Kingsway"," 38","Vancouver",9,2,120,0,29,0,22,1,183,333
59032,"Vancouver Kingsway/Vancouver Kingsway"," 39","Vancouver",9,1,86,0,40,0,16,3,155,334
59032,"Vancouver Kingsway/Vancouver Kingsway"," 40","Vancouver",11,3,123,0,35,1,31,1,205,339
59032,"Vancouver Kingsway/Vancouver Kingsway"," 41","Vancouver",9,1,97,3,52,1,54,5,222,453
59032,"Vancouver Kingsway/Vancouver Kingsway"," 42","Vancouver",11,0,66,1,82,0,60,0,220,527
59032,"Vancouver Kingsway/Vancouver Kingsway"," 43","Vancouver",8,0,77,2,100,1,59,1,248,428
59032,"Vancouver Kingsway/Vancouver Kingsway"," 44","Vancouver",15,0,164,1,56,0,68,2,306,514
59032,"Vancouver Kingsway/Vancouver Kingsway"," 45","Vancouver",13,0,102,0,18,0,34,2,169,291
59032,"Vancouver Kingsway/Vancouver Kingsway"," 46","Vancouver",22,0,137,0,52,0,51,3,265,455
59032,"Vancouver Kingsway/Vancouver Kingsway"," 47","Vancouver",15,2,131,1,53,0,37,2,241,412
59032,"Vancouver Kingsway/Vancouver Kingsway"," 48","Vancouver",11,2,151,4,53,2,37,4,264,486
59032,"Vancouver Kingsway/Vancouver Kingsway"," 49","Vancouver",13,1,129,3,36,0,27,2,211,354
59032,"Vancouver Kingsway/Vancouver Kingsway"," 50","Vancouver",13,0,149,0,64,0,51,2,279,480
59032,"Vancouver Kingsway/Vancouver Kingsway"," 50-1","Vancouver",17,0,120,1,45,0,32,1,216,424
59032,"Vancouver Kingsway/Vancouver Kingsway"," 51","Vancouver",5,2,48,1,74,0,27,0,157,412
59032,"Vancouver Kingsway/Vancouver Kingsway"," 52","Vancouver",6,0,42,3,90,0,49,1,191,494
59032,"Vancouver Kingsway/Vancouver Kingsway"," 53","Vancouver",11,0,92,0,71,0,55,1,230,422
59032,"Vancouver Kingsway/Vancouver Kingsway"," 54","Vancouver",2,1,48,0,27,0,6,0,84,217
59032,"Vancouver Kingsway/Vancouver Kingsway"," 55","Vancouver",11,1,134,0,59,0,28,1,234,426
59032,"Vancouver Kingsway/Vancouver Kingsway"," 56","Vancouver",13,1,160,2,58,0,23,1,258,468
59032,"Vancouver Kingsway/Vancouver Kingsway"," 57","Vancouver",7,0,96,1,59,0,27,0,190,308
59032,"Vancouver Kingsway/Vancouver Kingsway"," 58","Vancouver",4,0,142,4,74,0,43,0,267,517
59032,"Vancouver Kingsway/Vancouver Kingsway"," 59","Vancouver",12,1,147,1,62,0,41,1,265,518
59032,"Vancouver Kingsway/Vancouver Kingsway"," 60","Vancouver",11,1,173,1,71,0,29,3,289,504
59032,"Vancouver Kingsway/Vancouver Kingsway"," 61","Vancouver",8,1,133,0,47,0,43,0,232,458
59032,"Vancouver Kingsway/Vancouver Kingsway"," 62","Vancouver",1,2,87,1,74,2,46,0,213,413
59032,"Vancouver Kingsway/Vancouver Kingsway"," 63","Vancouver",16,0,135,0,49,0,42,5,247,445
59032,"Vancouver Kingsway/Vancouver Kingsway"," 64","Vancouver",14,1,87,0,30,0,26,0,158,303
59032,"Vancouver Kingsway/Vancouver Kingsway"," 65","Vancouver",10,3,151,1,79,0,25,1,270,471
59032,"Vancouver Kingsway/Vancouver Kingsway"," 65-1","Vancouver",5,0,123,0,38,0,26,2,194,386
59032,"Vancouver Kingsway/Vancouver Kingsway"," 66","Vancouver",10,0,162,2,55,0,31,2,262,501
59032,"Vancouver Kingsway/Vancouver Kingsway"," 67","Vancouver",12,1,106,1,82,2,54,2,260,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 68","Vancouver",6,3,104,3,53,0,35,2,206,422
59032,"Vancouver Kingsway/Vancouver Kingsway"," 68-1","Vancouver",8,0,109,2,80,0,40,2,241,454
59032,"Vancouver Kingsway/Vancouver Kingsway"," 69","Vancouver",15,1,151,2,72,0,48,3,292,545
59032,"Vancouver Kingsway/Vancouver Kingsway"," 70","Vancouver",5,2,156,1,60,0,37,0,261,430
59032,"Vancouver Kingsway/Vancouver Kingsway"," 71","Vancouver",5,1,154,3,57,0,51,1,272,438
59032,"Vancouver Kingsway/Vancouver Kingsway"," 72","Vancouver",17,4,150,3,79,0,35,2,290,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 73","Vancouver",2,1,106,2,51,2,33,1,198,410
59032,"Vancouver Kingsway/Vancouver Kingsway"," 73-1","Vancouver",1,1,64,1,64,0,35,1,167,392
59032,"Vancouver Kingsway/Vancouver Kingsway"," 74","Vancouver",7,0,85,2,54,0,38,1,187,376
59032,"Vancouver Kingsway/Vancouver Kingsway"," 75","Vancouver",6,0,143,1,73,0,47,0,270,533
59032,"Vancouver Kingsway/Vancouver Kingsway"," 76","Vancouver",5,0,73,0,47,0,40,3,168,351
59032,"Vancouver Kingsway/Vancouver Kingsway"," 77","Vancouver",2,0,73,1,49,0,23,1,149,438
59032,"Vancouver Kingsway/Vancouver Kingsway"," 78","Vancouver",11,1,106,0,82,0,49,0,249,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 79","Vancouver",3,1,112,0,93,2,47,1,259,497
59032,"Vancouver Kingsway/Vancouver Kingsway"," 80","Vancouver",11,0,106,0,111,0,33,3,264,475
59032,"Vancouver Kingsway/Vancouver Kingsway"," 81","Vancouver",6,1,81,2,75,0,41,0,206,428
59032,"Vancouver Kingsway/Vancouver Kingsway"," 82","Vancouver",7,2,86,2,74,0,50,0,221,513
59032,"Vancouver Kingsway/Vancouver Kingsway"," 83","Vancouver",9,0,83,1,61,0,28,1,183,369
59032,"Vancouver Kingsway/Vancouver Kingsway"," 84","Vancouver",1,1,84,2,22,0,35,0,145,321
59032,"Vancouver Kingsway/Vancouver Kingsway"," 85","Vancouver",7,3,110,3,97,1,54,3,278,566
59032,"Vancouver Kingsway/Vancouver Kingsway"," 86","Vancouver",7,1,144,0,36,0,22,0,210,431
59032,"Vancouver Kingsway/Vancouver Kingsway"," 87","Vancouver",12,0,105,0,54,0,30,0,201,445
59032,"Vancouver Kingsway/Vancouver Kingsway"," 88","Vancouver",16,3,173,0,32,4,28,1,257,477
59032,"Vancouver Kingsway/Vancouver Kingsway"," 88-1","Vancouver",21,1,133,1,56,0,43,0,255,496
59032,"Vancouver Kingsway/Vancouver Kingsway"," 89","Vancouver",10,0,132,1,24,0,18,1,186,388
59032,"Vancouver Kingsway/Vancouver Kingsway"," 90","Vancouver",14,1,124,0,67,2,27,4,239,479
59032,"Vancouver Kingsway/Vancouver Kingsway"," 91","Vancouver",8,0,148,1,56,1,21,0,235,446
59032,"Vancouver Kingsway/Vancouver Kingsway"," 92","Vancouver",7,1,144,2,81,0,56,4,295,596
59032,"Vancouver Kingsway/Vancouver Kingsway"," 93","Vancouver",5,2,98,1,49,1,37,2,195,431
59032,"Vancouver Kingsway/Vancouver Kingsway"," 94","Vancouver",3,3,152,0,52,1,42,2,255,512
59032,"Vancouver Kingsway/Vancouver Kingsway"," 94-1","Vancouver",10,0,112,1,19,0,17,0,159,248
59032,"Vancouver Kingsway/Vancouver Kingsway"," 95","Vancouver",9,0,125,0,41,0,25,1,201,476
59032,"Vancouver Kingsway/Vancouver Kingsway"," 96","Vancouver",11,0,108,0,52,0,35,2,208,483
59032,"Vancouver Kingsway/Vancouver Kingsway"," 96-1","Vancouver",10,1,136,2,80,1,36,2,268,575
59032,"Vancouver Kingsway/Vancouver Kingsway"," 97","Vancouver",6,1,71,1,37,0,22,3,141,340
59032,"Vancouver Kingsway/Vancouver Kingsway"," 98","Vancouver",7,1,109,0,57,0,20,1,195,442
59032,"Vancouver Kingsway/Vancouver Kingsway"," 99","Vancouver",7,3,88,0,34,0,37,2,171,328
59032,"Vancouver Kingsway/Vancouver Kingsway"," 100","Vancouver",9,2,108,2,66,0,50,3,240,521
59032,"Vancouver Kingsway/Vancouver Kingsway"," 101","Vancouver",14,1,97,2,36,1,27,0,178,383
59032,"Vancouver Kingsway/Vancouver Kingsway"," 101-1","Vancouver",5,0,84,6,39,0,24,1,159,406
59032,"Vancouver Kingsway/Vancouver Kingsway"," 102","Vancouver",13,0,108,4,49,0,46,1,221,455
59032,"Vancouver Kingsway/Vancouver Kingsway"," 103","Vancouver",3,1,82,1,70,2,53,0,212,495
59032,"Vancouver Kingsway/Vancouver Kingsway"," 104","Vancouver",10,0,104,1,54,1,18,1,189,362
59032,"Vancouver Kingsway/Vancouver Kingsway"," 105","Vancouver",7,0,164,0,31,1,16,2,221,388
59032,"Vancouver Kingsway/Vancouver Kingsway"," 106","Vancouver",6,2,85,0,77,0,41,2,213,471
59032,"Vancouver Kingsway/Vancouver Kingsway"," 107","Vancouver",5,1,146,2,76,1,47,2,280,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 108","Vancouver",7,0,66,2,56,0,17,2,150,352
59032,"Vancouver Kingsway/Vancouver Kingsway"," 109","Vancouver",6,0,86,0,83,1,28,0,204,460
59032,"Vancouver Kingsway/Vancouver Kingsway"," 110","Vancouver",5,2,69,1,64,0,23,2,166,386
59032,"Vancouver Kingsway/Vancouver Kingsway"," 111","Vancouver",6,1,75,1,58,0,39,0,180,388
59032,"Vancouver Kingsway/Vancouver Kingsway"," 111-1","Vancouver",4,1,93,1,72,0,30,2,203,406
59032,"Vancouver Kingsway/Vancouver Kingsway"," 112","Vancouver",9,0,82,1,67,0,30,2,191,445
59032,"Vancouver Kingsway/Vancouver Kingsway"," 113","Vancouver",6,1,88,3,66,0,23,0,187,494
59032,"Vancouver Kingsway/Vancouver Kingsway"," 114","Vancouver",5,1,96,1,77,1,30,0,211,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 115","Vancouver",2,1,71,1,63,1,34,1,174,423
59032,"Vancouver Kingsway/Vancouver Kingsway"," 116","Vancouver",1,1,94,0,90,0,40,0,226,434
59032,"Vancouver Kingsway/Vancouver Kingsway"," 117","Vancouver",6,0,99,2,91,0,41,4,243,558
59032,"Vancouver Kingsway/Vancouver Kingsway"," 118","Vancouver",4,0,75,1,73,0,36,1,190,452
59032,"Vancouver Kingsway/Vancouver Kingsway"," 119","Vancouver",7,1,118,1,88,0,50,2,267,478
59032,"Vancouver Kingsway/Vancouver Kingsway"," 120","Vancouver",3,0,81,2,46,1,37,0,170,393
59032,"Vancouver Kingsway/Vancouver Kingsway"," 121","Vancouver",4,0,101,1,53,0,39,1,199,403
59032,"Vancouver Kingsway/Vancouver Kingsway"," 122","Vancouver",12,0,115,1,43,0,34,1,206,385
59032,"Vancouver Kingsway/Vancouver Kingsway"," 123","Vancouver",4,2,94,1,61,0,36,1,199,461
59032,"Vancouver Kingsway/Vancouver Kingsway"," 124","Vancouver",5,2,114,1,58,0,33,2,215,466
59032,"Vancouver Kingsway/Vancouver Kingsway"," 125","Vancouver",3,3,90,0,62,0,31,3,192,410
59032,"Vancouver Kingsway/Vancouver Kingsway"," 126","Vancouver",2,4,92,1,76,0,22,0,197,437
59032,"Vancouver Kingsway/Vancouver Kingsway"," 127","Vancouver",7,1,90,1,88,1,38,6,232,486
59032,"Vancouver Kingsway/Vancouver Kingsway"," 128","Vancouver",7,1,76,1,71,1,23,2,182,366
59032,"Vancouver Kingsway/Vancouver Kingsway"," 129","Vancouver",5,0,123,0,83,3,40,0,254,580
59032,"Vancouver Kingsway/Vancouver Kingsway"," 130","Vancouver",9,0,112,1,62,0,33,1,218,472
59032,"Vancouver Kingsway/Vancouver Kingsway"," 131","Vancouver",8,0,98,1,70,0,37,1,215,444
59032,"Vancouver Kingsway/Vancouver Kingsway"," 132","Vancouver",7,0,98,0,75,2,38,2,222,463
59032,"Vancouver Kingsway/Vancouver Kingsway"," 133","Vancouver",7,1,117,2,69,0,40,2,238,529
59032,"Vancouver Kingsway/Vancouver Kingsway"," 134","Vancouver",8,2,102,2,90,0,40,0,244,481
59032,"Vancouver Kingsway/Vancouver Kingsway"," 135","Vancouver",5,1,125,1,93,5,54,1,285,505
59032,"Vancouver Kingsway/Vancouver Kingsway"," 136","Vancouver",10,0,124,1,42,2,27,3,209,383
59032,"Vancouver Kingsway/Vancouver Kingsway"," 136-1","Vancouver",8,0,95,0,74,0,25,0,202,402
59032,"Vancouver Kingsway/Vancouver Kingsway"," 137","Vancouver",3,1,129,3,74,0,22,4,236,505
59032,"Vancouver Kingsway/Vancouver Kingsway"," 138","Vancouver",7,1,103,2,55,0,32,1,201,447
59032,"Vancouver Kingsway/Vancouver Kingsway"," 138-1","Vancouver",3,2,101,1,70,0,47,0,224,520
59032,"Vancouver Kingsway/Vancouver Kingsway"," 139","Vancouver",4,1,97,1,68,0,48,0,219,470
59032,"Vancouver Kingsway/Vancouver Kingsway"," 140","Vancouver",7,5,83,1,80,0,31,2,209,427
59032,"Vancouver Kingsway/Vancouver Kingsway"," 140-1","Vancouver",3,0,83,1,75,0,54,3,219,409
59032,"Vancouver Kingsway/Vancouver Kingsway"," 141","Vancouver",3,3,89,2,84,0,50,1,232,520
59032,"Vancouver Kingsway/Vancouver Kingsway"," 142","Vancouver",4,0,120,1,63,0,32,1,221,456
59032,"Vancouver Kingsway/Vancouver Kingsway"," 143","Vancouver",5,2,111,1,69,1,25,2,216,433
59032,"Vancouver Kingsway/Vancouver Kingsway"," 144","Vancouver",8,1,88,0,42,0,21,1,161,450
59032,"Vancouver Kingsway/Vancouver Kingsway"," 145","Vancouver",8,1,108,1,83,0,18,0,219,514
59032,"Vancouver Kingsway/Vancouver Kingsway"," 146","Vancouver",8,0,95,0,62,0,33,2,200,493
59032,"Vancouver Kingsway/Vancouver Kingsway"," 147","Vancouver",3,2,114,0,61,0,23,1,204,500
59032,"Vancouver Kingsway/Vancouver Kingsway"," 148","Vancouver",3,1,109,1,93,0,44,1,252,541
59032,"Vancouver Kingsway/Vancouver Kingsway"," 149","Vancouver",2,3,175,0,60,0,29,3,272,502
59032,"Vancouver Kingsway/Vancouver Kingsway"," 150","Vancouver",1,1,134,3,75,0,20,2,236,546
59032,"Vancouver Kingsway/Vancouver Kingsway"," 151","Vancouver",9,2,107,1,58,0,30,5,212,490
59032,"Vancouver Kingsway/Vancouver Kingsway"," 152","Vancouver",4,0,35,2,23,0,26,0,90,345
59032,"Vancouver Kingsway/Vancouver Kingsway"," 153","Vancouver",1,0,91,1,51,0,21,4,169,473
59032,"Vancouver Kingsway/Vancouver Kingsway"," 154","Vancouver",2,3,117,1,45,0,30,2,200,463
59032,"Vancouver Kingsway/Vancouver Kingsway"," 155","Vancouver",4,1,147,0,56,0,22,2,232,518
59032,"Vancouver Kingsway/Vancouver Kingsway"," 156","Vancouver",8,1,112,1,71,0,37,0,230,511
59032,"Vancouver Kingsway/Vancouver Kingsway"," 156-1","Vancouver",9,2,71,0,42,0,19,1,144,343
59032,"Vancouver Kingsway/Vancouver Kingsway"," 157","Vancouver",6,0,95,0,28,0,22,0,151,351
59032,"Vancouver Kingsway/Vancouver Kingsway"," 158","Vancouver",7,0,108,3,50,1,25,3,197,425
59032,"Vancouver Kingsway/Vancouver Kingsway"," 159","Vancouver",14,4,179,1,45,0,14,4,261,533
59032,"Vancouver Kingsway/Vancouver Kingsway"," 159-1","Vancouver",4,1,100,0,71,0,32,1,209,557
59032,"Vancouver Kingsway/Vancouver Kingsway"," 160","Vancouver",7,1,49,0,18,0,15,0,90,258
59032,"Vancouver Kingsway/Vancouver Kingsway"," 160-1","Vancouver",3,0,52,1,45,0,17,3,121,268
59032,"Vancouver Kingsway/Vancouver Kingsway"," 160-2","Vancouver",4,2,77,1,40,0,31,0,155,382
59032,"Vancouver Kingsway/Vancouver Kingsway"," 161","Vancouver",6,1,130,2,45,0,28,0,212,472
59032,"Vancouver Kingsway/Vancouver Kingsway"," 162","Vancouver",2,0,116,0,35,0,22,1,176,463
59032,"Vancouver Kingsway/Vancouver Kingsway"," 163","Vancouver",2,3,72,2,74,0,33,0,186,425
59032,"Vancouver Kingsway/Vancouver Kingsway"," 164","Vancouver",7,2,128,2,61,1,24,2,227,464
59032,"Vancouver Kingsway/Vancouver Kingsway"," 165","Vancouver",6,4,118,2,85,0,36,6,257,622
59032,"Vancouver Kingsway/Vancouver Kingsway"," 166","Vancouver",2,4,89,0,101,0,64,2,262,523
59032,"Vancouver Kingsway/Vancouver Kingsway"," 167","Vancouver",3,1,107,1,102,0,28,4,246,485
59032,"Vancouver Kingsway/Vancouver Kingsway"," 168","Vancouver",4,1,130,1,59,1,19,0,215,421
59032,"Vancouver Kingsway/Vancouver Kingsway"," 400","Vancouver",1,0,58,4,33,0,23,0,119,248
59032,"Vancouver Kingsway/Vancouver Kingsway"," 401","Vancouver",2,0,12,1,5,1,10,3,34,81
59032,"Vancouver Kingsway/Vancouver Kingsway"," 402","Vancouver",0,0,41,2,23,0,14,0,80,209
59032,"Vancouver Kingsway/Vancouver Kingsway"," 500","Mobile poll/Bureau itinérant",6,2,67,1,22,3,10,2,113,189
59032,"Vancouver Kingsway/Vancouver Kingsway"," 501","Mobile poll/Bureau itinérant",10,2,42,7,39,3,13,3,119,171
59032,"Vancouver Kingsway/Vancouver Kingsway"," 502A","Mobile poll/Bureau itinérant",2,2,9,1,8,1,4,1,28,56
59032,"Vancouver Kingsway/Vancouver Kingsway"," 502B","Vancouver",0,2,5,0,6,1,6,1,21,48
59032,"Vancouver Kingsway/Vancouver Kingsway"," 503","Mobile poll/Bureau itinérant",3,1,59,0,19,0,7,8,97,161
59032,"Vancouver Kingsway/Vancouver Kingsway"," 600","Vancouver",27,0,248,5,178,0,127,0,585,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 601","Vancouver",38,2,302,8,139,0,115,1,605,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 602","Vancouver",8,1,197,2,82,0,61,1,352,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 603","Vancouver",33,1,330,6,199,0,111,2,682,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 604","Vancouver",14,0,164,0,98,2,71,1,350,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 605","Vancouver",9,0,124,2,122,1,96,1,355,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 606","Vancouver",25,3,296,6,137,2,120,6,595,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 607","Vancouver",9,3,224,3,222,1,101,2,565,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 608","Vancouver",3,0,192,2,152,0,86,5,440,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 609","Vancouver",6,3,97,1,97,1,58,2,265,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 610","Vancouver",17,5,300,3,144,1,85,7,562,
59032,"Vancouver Kingsway/Vancouver Kingsway"," 611","Vancouver",6,0,167,1,106,0,71,2,353,
59032,"Vancouver Kingsway/Vancouver Kingsway",,Group 1/Groupe 1,5,0,31,1,11,0,35,2,85,135
59032,"Vancouver Kingsway/Vancouver Kingsway",,Group 2/Groupe 2,17,0,245,1,141,1,196,6,607,
