Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peggy Askin,Heather MacIntosh,Stephen James Randall,Michelle Rempel,Paul Vargis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 79","Calgary",0,10,27,90,19,1,147,249
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 80","Calgary",0,16,20,128,20,1,185,289
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 81","Calgary",0,16,25,117,22,0,180,283
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 82","Calgary",2,18,45,130,29,0,224,330
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 83","Calgary",2,21,31,117,27,0,198,275
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 84","Calgary",0,14,18,81,24,0,137,231
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 85","Calgary",1,24,26,92,23,0,166,291
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 86","Calgary",1,15,28,119,21,0,184,312
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 87","Calgary",0,23,39,126,15,1,204,309
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 88","Calgary",0,9,33,94,20,0,156,238
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 89","Calgary",1,18,44,115,20,0,198,308
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 90","Calgary",1,26,42,137,31,0,237,363
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 91","Calgary",0,29,37,124,40,2,232,364
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 92","Calgary",1,17,20,68,21,0,127,251
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 93","Calgary",1,20,46,110,18,0,195,362
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 94","Calgary",0,27,46,121,19,0,213,347
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 95","Calgary",1,32,36,122,17,0,208,353
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 96","Calgary",1,24,28,130,29,0,212,363
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 97","Calgary",2,27,48,123,31,2,233,360
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 98","Calgary",1,11,29,87,26,0,154,236
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 99","Calgary",0,19,36,108,34,1,198,338
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 100","Calgary",1,42,38,142,29,0,252,360
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 101","Calgary",0,35,23,139,29,1,227,385
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 102","Calgary",1,29,39,179,27,0,275,455
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 103","Calgary",Void/Supprimé,,,,,,,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 104","Calgary",1,31,21,98,11,0,162,274
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 105","Calgary",2,23,28,53,26,1,133,254
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 106","Calgary",2,26,29,91,29,1,178,365
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 107","Calgary",0,24,26,75,29,0,154,327
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 108","Calgary",1,26,23,51,21,0,122,226
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 109","Calgary",1,36,44,177,50,0,308,526
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 110","Calgary",2,34,28,95,42,1,202,426
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 111","Calgary",1,32,37,147,29,0,246,386
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 112","Calgary",0,23,17,68,35,1,144,276
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 113","Calgary",1,22,32,166,27,2,250,391
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 114","Calgary",1,11,13,90,25,0,140,241
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 115","Calgary",0,6,3,34,16,0,59,206
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 116","Calgary",2,33,29,109,32,2,207,339
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 117","Calgary",0,24,13,107,17,2,163,317
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 118","Calgary",1,22,24,85,45,1,178,334
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 119","Calgary",0,29,30,102,20,0,181,323
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 120","Calgary",1,20,18,84,24,0,147,315
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 121","Calgary",0,26,18,65,31,0,140,235
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 122","Calgary",0,13,22,102,29,1,167,326
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 123","Calgary",1,29,18,139,14,0,201,316
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 124","Calgary",0,12,13,131,22,0,178,338
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 125","Calgary",0,11,14,124,15,0,164,307
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 126","Calgary",1,17,8,114,17,1,158,317
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 127","Calgary",0,20,16,93,14,1,144,276
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 128","Calgary",0,8,9,51,40,1,109,308
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 129","Calgary",1,18,26,125,40,1,211,495
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 130","Calgary",3,8,13,75,16,1,116,301
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 131","Calgary",0,11,14,99,13,0,137,355
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 132","Calgary",0,9,3,47,10,0,69,231
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 133","Calgary",0,11,19,51,19,0,100,237
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 134","Calgary",1,12,8,80,23,0,124,296
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 135","Calgary",0,25,14,91,28,0,158,369
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 136","Calgary",0,14,21,109,40,0,184,380
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 137","Calgary",1,21,7,63,26,0,118,319
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 138","Calgary",1,24,10,81,30,1,147,366
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 139","Calgary",3,33,18,84,28,3,169,399
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 140","Calgary",0,22,17,104,37,2,182,412
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 141","Calgary",1,23,28,149,34,0,235,425
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 142","Calgary",1,23,21,96,48,0,189,371
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 143","Calgary",1,18,28,97,49,1,194,470
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 144","Calgary",0,32,21,91,39,2,185,358
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 145","Calgary",1,20,17,85,23,0,146,373
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 146","Calgary",0,29,17,147,33,1,227,394
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 147","Calgary",1,40,13,119,24,0,197,375
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 148","Calgary",0,22,28,86,31,0,167,321
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 149","Calgary",1,34,34,99,38,1,207,339
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 150","Calgary",1,32,19,70,37,0,159,297
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 151","Calgary",2,35,46,109,53,0,245,408
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 152","Calgary",0,27,17,62,34,1,141,264
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 153","Calgary",1,35,41,87,31,1,196,373
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 154","Calgary",0,32,16,77,29,1,155,320
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 155","Calgary",1,40,48,202,28,3,322,537
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 156","Calgary",2,33,52,126,28,0,241,384
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 157","Calgary",0,29,36,120,24,2,211,315
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 158","Calgary",0,25,35,120,15,0,195,309
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 159","Calgary",0,42,52,108,36,0,238,438
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 160","Calgary",2,40,37,129,36,2,246,454
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 161","Calgary",3,41,57,115,33,1,250,426
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 162","Calgary",0,32,38,88,24,3,185,334
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 163","Calgary",1,34,39,119,39,1,233,443
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 164","Calgary",2,38,42,112,58,0,252,443
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 165","Calgary",1,40,51,129,50,1,272,444
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 166","Calgary",0,48,29,96,54,2,229,396
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 167","Calgary",0,20,32,61,23,0,136,248
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 168","Calgary",2,43,58,111,39,1,254,433
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 169","Calgary",1,14,26,80,28,0,149,252
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 170","Calgary",1,23,32,109,37,2,204,369
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 171","Calgary",2,45,60,119,48,4,278,481
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 172","Calgary",0,27,24,93,34,0,178,291
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 173","Calgary",1,46,34,111,38,2,232,450
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 174","Calgary",2,48,28,125,38,0,241,436
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 175","Calgary",0,42,30,102,44,1,219,400
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 176","Calgary",4,46,32,98,54,1,235,545
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 177","Calgary",0,22,18,66,31,1,138,324
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 178","Calgary",1,39,18,78,47,0,183,359
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 179","Calgary",0,25,15,40,26,1,107,252
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 180","Calgary",1,43,42,68,39,1,194,424
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 181","Calgary",0,31,58,160,35,1,285,435
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 182","Calgary",3,41,39,115,16,1,215,348
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 183","Calgary",0,43,34,161,23,0,261,422
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 184","Calgary",2,55,68,80,57,1,263,425
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 185","Calgary",1,55,36,65,51,1,209,343
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 186","Calgary",1,43,39,64,56,1,204,412
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 187","Calgary",1,43,70,71,42,0,227,395
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 188","Calgary",0,32,50,98,54,1,235,520
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 189","Calgary",1,33,37,88,40,0,199,337
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 190","Calgary",0,38,33,45,59,0,175,338
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 191","Calgary",0,52,18,54,44,3,171,347
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 192","Calgary",2,47,23,47,30,0,149,211
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 193","Calgary",2,56,29,45,49,0,181,298
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 194","Calgary",1,45,36,57,28,0,167,311
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 195","Calgary",3,70,40,76,54,0,243,437
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 196","Calgary",1,20,25,129,37,0,212,349
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 197","Calgary",1,62,43,137,104,1,348,406
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 198","Calgary",1,26,23,81,43,1,175,374
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 199","Calgary",2,22,16,106,21,0,167,322
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 200","Calgary",0,22,23,81,39,0,165,291
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 201","Calgary",0,27,28,114,49,2,220,428
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 202","Calgary",2,27,16,90,35,0,170,372
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 203","Calgary",Merged with No. 197/Fusionné avec le nº 197,,,,,,,361
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 204","Calgary",0,45,32,101,40,2,220,384
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 205","Calgary",0,19,26,64,34,0,143,301
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 206","Calgary",0,47,26,82,48,0,203,553
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 207","Calgary",0,31,42,100,37,2,212,447
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 208","Calgary",1,43,22,100,38,1,205,429
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 209","Calgary",0,38,23,75,31,0,167,376
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 210","Calgary",0,42,34,74,38,0,188,415
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 211","Calgary",0,19,17,61,30,1,128,296
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 212","Calgary",0,14,17,72,52,0,155,323
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 213","Calgary",0,13,10,36,20,1,80,227
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 214","Calgary",0,21,18,42,31,0,112,241
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 215","Calgary",1,27,27,96,44,2,197,501
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 216","Calgary",1,25,15,173,36,0,250,424
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 217A","Calgary",Merged with No. 216/Fusionné avec le nº 216,,,,,,,2
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 217B","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,89
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 217C","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,99
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 218","Calgary",0,5,6,79,21,0,111,256
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 219","Calgary",1,25,42,110,55,0,233,438
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 220","Calgary",2,35,28,93,55,0,213,415
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 221","Calgary",0,33,39,113,57,2,244,452
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 222","Calgary",0,28,15,112,36,1,192,344
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 223","Calgary",0,25,8,99,32,0,164,342
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 224","Calgary",0,13,15,106,22,0,156,273
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 225","Calgary",3,34,28,105,34,2,206,363
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 226","Calgary",3,50,29,116,55,0,253,481
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 227","Calgary",0,20,25,77,33,0,155,342
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 228","Calgary",0,20,31,68,30,1,150,320
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 229","Calgary",0,35,30,71,39,3,178,352
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 230","Calgary",0,30,31,103,53,1,218,504
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 231","Calgary",0,33,48,103,41,0,225,419
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 232","Calgary",0,33,36,93,38,1,201,396
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 233","Calgary",1,24,39,107,44,0,215,366
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 234","Calgary",0,19,14,112,39,1,185,372
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 235","Calgary",0,25,23,162,40,2,252,388
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 236","Calgary",0,34,23,96,39,1,193,502
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 237","Calgary",2,32,42,119,33,3,231,502
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 237-1","Calgary",0,9,14,49,22,0,94,303
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 400","Calgary",0,6,16,53,10,1,86,137
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 401","Calgary",Merged with No. 185/Fusionné avec le nº 185,,,,,,,0
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 500","Mobile poll/Bureau itinérant",1,7,20,163,16,0,207,261
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 501","Mobile poll/Bureau itinérant",0,8,25,111,24,0,168,220
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 502","Mobile poll/Bureau itinérant",2,4,11,55,10,0,82,118
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 503A","Mobile poll/Bureau itinérant",1,3,9,107,17,4,141,165
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 503B","Mobile poll/Bureau itinérant",1,8,20,104,24,1,158,95
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 504","Mobile poll/Bureau itinérant",3,5,22,150,14,1,195,267
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 600","Calgary",2,30,48,253,50,2,385,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 601","Calgary",2,40,44,330,49,2,467,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 602","Calgary",1,39,57,381,49,3,530,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 603","Calgary",0,45,40,242,36,2,365,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 604","Calgary",1,46,84,211,47,0,389,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 605","Calgary",2,73,98,276,47,1,497,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 606","Calgary",0,64,66,256,50,1,437,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 607","Calgary",0,44,42,202,46,0,334,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 608","Calgary",0,89,124,240,43,4,500,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 609","Calgary",1,101,154,255,72,1,584,
48003,"Calgary Centre-North/Calgary-Centre-Nord"," 610","Calgary",2,90,117,248,79,4,540,
