Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Fernand Deschamps,Stéphane Dion,William Fayad,Maria Ximena Florez,Tim Landry,Svetlana Litvin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 148","Saint-Laurent",2,54,21,48,4,33,0,162,316
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 149","Saint-Laurent",3,83,4,51,6,25,4,176,349
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 150","Montréal",2,104,5,52,4,16,2,185,469
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 151","Saint-Laurent",1,92,9,46,3,17,0,168,440
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 152","Saint-Laurent",1,75,8,34,6,25,1,150,351
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 153","Saint-Laurent",1,100,10,50,2,37,0,200,496
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 154","Saint-Laurent",2,97,5,35,4,24,1,168,369
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 155","Saint-Laurent",0,86,6,51,3,24,0,170,407
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 156","Montréal",2,69,5,55,2,20,2,155,337
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 157","Montréal",0,139,19,86,7,33,1,285,507
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 158","Montréal",0,105,20,21,5,55,3,209,365
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 159","Montréal",0,127,20,72,2,23,0,244,437
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 160","Saint-Laurent",2,85,18,75,2,25,2,209,373
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 161","Saint-Laurent",2,95,16,69,2,35,0,219,410
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 162","Saint-Laurent",0,120,20,39,4,23,4,210,378
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 163","Montréal",0,139,24,50,7,48,0,268,613
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 164","Montréal",1,131,25,64,7,26,8,262,331
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 165","Montréal",1,119,21,76,5,27,0,249,447
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 166","Saint-Laurent",1,106,17,58,3,17,3,205,482
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 167","Saint-Laurent",3,74,19,65,5,15,2,183,436
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 168","Saint-Laurent",1,75,2,46,1,13,0,138,307
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 169","Saint-Laurent",1,97,14,86,9,29,1,237,474
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 170","Saint-Laurent",0,111,10,46,8,27,3,205,511
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 171","Saint-Laurent",1,133,3,52,3,56,1,249,674
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 171-1","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 172","Saint-Laurent",1,78,2,32,3,35,1,152,360
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 173","Saint-Laurent",0,139,5,105,7,62,1,319,851
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 174","Saint-Laurent",0,108,3,101,3,57,0,272,653
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 175","Saint-Laurent",1,11,2,18,1,7,0,40,130
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 400","Saint-Laurent",1,68,9,49,7,44,2,180,392
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 401","Saint-Laurent",1,103,10,57,1,43,0,215,356
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 402","Saint-Laurent",0,65,11,58,3,21,0,158,310
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 403","Saint-Laurent",0,85,10,70,2,27,1,195,331
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 404","Saint-Laurent",4,97,10,47,3,28,4,193,252
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 405","Saint-Laurent",0,12,0,2,0,1,0,15,110
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 406","Montréal",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 407","Montréal",4,42,7,12,0,5,4,74,278
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 408","Saint-Laurent",1,86,14,20,0,13,2,136,205
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 500","Mobile poll/Bureau itinérant",0,94,8,23,0,19,0,144,351
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 501","Mobile poll/Bureau itinérant",0,16,3,6,0,3,0,28,212
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 502","Mobile poll/Bureau itinérant",3,88,25,28,2,22,1,169,233
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 503","Mobile poll/Bureau itinérant",1,92,13,27,3,41,6,183,255
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 600","Montréal",1,260,61,107,12,44,2,487,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 601","Montréal",0,93,26,52,5,14,0,190,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 602","Montréal",0,172,30,34,3,31,3,273,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 603","Montréal",0,91,15,34,3,32,2,177,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 604","Saint-Laurent",0,236,40,110,9,49,2,446,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 605","Saint-Laurent",1,156,38,88,6,34,2,325,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 606","Saint-Laurent",1,114,34,89,11,26,3,278,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 607","Saint-Laurent",2,371,46,141,9,81,6,656,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 608","Saint-Laurent",3,116,52,80,6,40,2,299,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 609","Saint-Laurent",0,101,9,53,2,103,1,269,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 610","Saint-Laurent",0,104,5,31,2,136,1,279,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 611","Saint-Laurent",3,256,15,110,4,272,4,664,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 612","Saint-Laurent",1,243,66,147,10,119,3,589,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 613","Saint-Laurent",0,138,27,74,6,68,1,314,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 614","Saint-Laurent",0,131,26,64,6,37,7,271,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 615","Saint-Laurent",1,119,16,32,3,41,0,212,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville",,Group 1/Groupe 1,0,31,3,11,4,10,2,61,105
