Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Victor Edward Elkins,Deborah Meredith,Joyce Murray,Laura-Leah Shaw,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59033,"Vancouver Quadra/Vancouver Quadra"," 81","Vancouver",63,41,111,17,0,232,485
59033,"Vancouver Quadra/Vancouver Quadra"," 82","Vancouver",68,40,107,16,0,231,425
59033,"Vancouver Quadra/Vancouver Quadra"," 83","Vancouver",56,64,103,19,1,243,440
59033,"Vancouver Quadra/Vancouver Quadra"," 84","Vancouver",57,56,104,20,0,237,496
59033,"Vancouver Quadra/Vancouver Quadra"," 85","Vancouver",54,47,101,27,2,231,454
59033,"Vancouver Quadra/Vancouver Quadra"," 86","Vancouver",70,57,93,27,2,249,477
59033,"Vancouver Quadra/Vancouver Quadra"," 87","Vancouver",56,81,77,12,0,226,451
59033,"Vancouver Quadra/Vancouver Quadra"," 88","Vancouver",23,83,98,11,0,215,428
59033,"Vancouver Quadra/Vancouver Quadra"," 88-1","Vancouver",37,82,106,25,1,251,482
59033,"Vancouver Quadra/Vancouver Quadra"," 89","Vancouver",37,64,97,8,0,206,386
59033,"Vancouver Quadra/Vancouver Quadra"," 90","Vancouver",58,99,125,14,1,297,489
59033,"Vancouver Quadra/Vancouver Quadra"," 91","Vancouver",46,93,120,17,0,276,459
59033,"Vancouver Quadra/Vancouver Quadra"," 92","Vancouver",49,60,110,13,0,232,465
59033,"Vancouver Quadra/Vancouver Quadra"," 93","Vancouver",46,79,118,20,0,263,489
59033,"Vancouver Quadra/Vancouver Quadra"," 94","Vancouver",37,82,107,15,0,241,450
59033,"Vancouver Quadra/Vancouver Quadra"," 95","Vancouver",34,77,108,14,0,233,422
59033,"Vancouver Quadra/Vancouver Quadra"," 96","Vancouver",47,119,137,16,1,320,532
59033,"Vancouver Quadra/Vancouver Quadra"," 97","Vancouver",52,78,111,19,0,260,380
59033,"Vancouver Quadra/Vancouver Quadra"," 98","Vancouver",43,83,132,13,1,272,433
59033,"Vancouver Quadra/Vancouver Quadra"," 99","Vancouver",22,62,96,14,1,195,357
59033,"Vancouver Quadra/Vancouver Quadra"," 100","Vancouver",40,35,98,5,0,178,332
59033,"Vancouver Quadra/Vancouver Quadra"," 101","Vancouver",22,48,59,9,0,138,308
59033,"Vancouver Quadra/Vancouver Quadra"," 102","Vancouver",32,49,108,12,0,201,379
59033,"Vancouver Quadra/Vancouver Quadra"," 103","Vancouver",35,69,83,6,1,194,385
59033,"Vancouver Quadra/Vancouver Quadra"," 104","Vancouver",27,79,119,13,0,238,437
59033,"Vancouver Quadra/Vancouver Quadra"," 105","Vancouver",41,79,153,8,0,281,424
59033,"Vancouver Quadra/Vancouver Quadra"," 106","Vancouver",24,108,114,9,0,255,422
59033,"Vancouver Quadra/Vancouver Quadra"," 107","Vancouver",14,95,88,1,1,199,399
59033,"Vancouver Quadra/Vancouver Quadra"," 108","Vancouver",31,65,86,16,0,198,417
59033,"Vancouver Quadra/Vancouver Quadra"," 109","Vancouver",28,74,96,13,2,213,419
59033,"Vancouver Quadra/Vancouver Quadra"," 110","Vancouver",21,104,99,13,0,237,435
59033,"Vancouver Quadra/Vancouver Quadra"," 111","Vancouver",21,86,99,19,0,225,371
59033,"Vancouver Quadra/Vancouver Quadra"," 112","Vancouver",29,111,125,12,1,278,493
59033,"Vancouver Quadra/Vancouver Quadra"," 113","Vancouver",24,107,126,13,1,271,438
59033,"Vancouver Quadra/Vancouver Quadra"," 114","Vancouver",17,107,104,11,0,239,426
59033,"Vancouver Quadra/Vancouver Quadra"," 115","Vancouver",14,163,99,7,0,283,486
59033,"Vancouver Quadra/Vancouver Quadra"," 116","Vancouver",12,115,115,9,1,252,446
59033,"Vancouver Quadra/Vancouver Quadra"," 117","Vancouver",9,105,93,12,0,219,375
59033,"Vancouver Quadra/Vancouver Quadra"," 118","Vancouver",18,127,107,8,0,260,412
59033,"Vancouver Quadra/Vancouver Quadra"," 119","Vancouver",19,95,89,7,0,210,421
59033,"Vancouver Quadra/Vancouver Quadra"," 120","Vancouver",20,88,61,5,0,174,335
59033,"Vancouver Quadra/Vancouver Quadra"," 121","Vancouver",31,114,86,11,0,242,452
59033,"Vancouver Quadra/Vancouver Quadra"," 122","Vancouver",24,105,95,9,0,233,475
59033,"Vancouver Quadra/Vancouver Quadra"," 123","Vancouver",25,90,73,13,0,201,474
59033,"Vancouver Quadra/Vancouver Quadra"," 124","Vancouver",9,96,60,3,1,169,433
59033,"Vancouver Quadra/Vancouver Quadra"," 125","Vancouver",20,117,56,6,1,200,426
59033,"Vancouver Quadra/Vancouver Quadra"," 126","Vancouver",27,86,89,7,1,210,364
59033,"Vancouver Quadra/Vancouver Quadra"," 127","Vancouver",17,79,73,14,1,184,434
59033,"Vancouver Quadra/Vancouver Quadra"," 128","Vancouver",27,100,88,11,1,227,463
59033,"Vancouver Quadra/Vancouver Quadra"," 129","Vancouver",21,130,77,10,1,239,474
59033,"Vancouver Quadra/Vancouver Quadra"," 130","Vancouver",28,125,92,14,2,261,513
59033,"Vancouver Quadra/Vancouver Quadra"," 131","Vancouver",14,92,72,3,0,181,345
59033,"Vancouver Quadra/Vancouver Quadra"," 132","Vancouver",11,106,80,11,0,208,380
59033,"Vancouver Quadra/Vancouver Quadra"," 133","Vancouver",30,101,85,8,0,224,463
59033,"Vancouver Quadra/Vancouver Quadra"," 134","Vancouver",19,105,94,7,0,225,443
59033,"Vancouver Quadra/Vancouver Quadra"," 135","Vancouver",9,95,65,7,2,178,366
59033,"Vancouver Quadra/Vancouver Quadra"," 136","Vancouver",20,114,89,12,0,235,421
59033,"Vancouver Quadra/Vancouver Quadra"," 137","Vancouver",9,100,81,3,0,193,400
59033,"Vancouver Quadra/Vancouver Quadra"," 138","Vancouver",23,126,110,7,1,267,516
59033,"Vancouver Quadra/Vancouver Quadra"," 139","Vancouver",23,116,94,13,2,248,448
59033,"Vancouver Quadra/Vancouver Quadra"," 140","Vancouver",24,89,92,12,1,218,444
59033,"Vancouver Quadra/Vancouver Quadra"," 141","Vancouver",31,86,84,6,0,207,440
59033,"Vancouver Quadra/Vancouver Quadra"," 142","Vancouver",25,92,60,10,1,188,437
59033,"Vancouver Quadra/Vancouver Quadra"," 143","Vancouver",12,52,59,15,0,138,279
59033,"Vancouver Quadra/Vancouver Quadra"," 144","Vancouver",9,130,65,5,1,210,373
59033,"Vancouver Quadra/Vancouver Quadra"," 145","Vancouver",20,90,48,7,0,165,381
59033,"Vancouver Quadra/Vancouver Quadra"," 146","Vancouver",67,51,98,25,0,241,479
59033,"Vancouver Quadra/Vancouver Quadra"," 147","Vancouver",24,116,77,7,1,225,396
59033,"Vancouver Quadra/Vancouver Quadra"," 148","Vancouver",17,98,53,13,0,181,385
59033,"Vancouver Quadra/Vancouver Quadra"," 149A","Vancouver",12,61,41,3,0,117,324
59033,"Vancouver Quadra/Vancouver Quadra"," 149B","Vancouver",7,43,39,2,0,91,267
59033,"Vancouver Quadra/Vancouver Quadra"," 150","Vancouver",9,96,94,10,1,210,359
59033,"Vancouver Quadra/Vancouver Quadra"," 151","Vancouver",12,104,48,3,0,167,319
59033,"Vancouver Quadra/Vancouver Quadra"," 152","Vancouver",25,116,55,5,1,202,435
59033,"Vancouver Quadra/Vancouver Quadra"," 153","Vancouver",30,98,82,11,0,221,494
59033,"Vancouver Quadra/Vancouver Quadra"," 154","Vancouver",6,114,73,6,2,201,410
59033,"Vancouver Quadra/Vancouver Quadra"," 155","Vancouver",20,115,72,4,0,211,448
59033,"Vancouver Quadra/Vancouver Quadra"," 156A","Vancouver",8,41,31,7,0,87,217
59033,"Vancouver Quadra/Vancouver Quadra"," 156B","Vancouver",10,42,28,3,1,84,188
59033,"Vancouver Quadra/Vancouver Quadra"," 157","Vancouver",22,61,47,5,0,135,291
59033,"Vancouver Quadra/Vancouver Quadra"," 158","Vancouver",26,79,63,4,0,172,367
59033,"Vancouver Quadra/Vancouver Quadra"," 159","Vancouver",27,67,80,8,1,183,427
59033,"Vancouver Quadra/Vancouver Quadra"," 160","Vancouver",22,69,59,9,0,159,367
59033,"Vancouver Quadra/Vancouver Quadra"," 161","Vancouver",24,57,57,6,0,144,408
59033,"Vancouver Quadra/Vancouver Quadra"," 162","Vancouver",5,115,85,6,0,211,400
59033,"Vancouver Quadra/Vancouver Quadra"," 163","Vancouver",5,102,60,9,3,179,392
59033,"Vancouver Quadra/Vancouver Quadra"," 164","Vancouver",2,103,68,4,0,177,433
59033,"Vancouver Quadra/Vancouver Quadra"," 165","Vancouver",16,107,64,4,0,191,443
59033,"Vancouver Quadra/Vancouver Quadra"," 166","Vancouver",9,70,39,3,0,121,309
59033,"Vancouver Quadra/Vancouver Quadra"," 167","Vancouver",23,59,24,3,0,109,316
59033,"Vancouver Quadra/Vancouver Quadra"," 168","Musqueam 2",37,106,63,9,1,216,433
59033,"Vancouver Quadra/Vancouver Quadra"," 169","Musqueam 2",33,66,65,9,0,173,323
59033,"Vancouver Quadra/Vancouver Quadra"," 170","Musqueam 2",41,12,37,5,0,95,338
59033,"Vancouver Quadra/Vancouver Quadra"," 171","Vancouver",19,91,92,10,1,213,428
59033,"Vancouver Quadra/Vancouver Quadra"," 172","Vancouver",10,146,76,15,0,247,408
59033,"Vancouver Quadra/Vancouver Quadra"," 173A","Vancouver",14,96,56,8,0,174,286
59033,"Vancouver Quadra/Vancouver Quadra"," 173B","Vancouver",11,76,65,4,0,156,265
59033,"Vancouver Quadra/Vancouver Quadra"," 174","Vancouver",9,128,74,4,0,215,342
59033,"Vancouver Quadra/Vancouver Quadra"," 175","Vancouver",11,128,74,7,0,220,386
59033,"Vancouver Quadra/Vancouver Quadra"," 176","Vancouver",22,111,102,10,0,245,449
59033,"Vancouver Quadra/Vancouver Quadra"," 177","Vancouver",10,160,77,11,0,258,514
59033,"Vancouver Quadra/Vancouver Quadra"," 178","Vancouver",20,98,83,8,0,209,470
59033,"Vancouver Quadra/Vancouver Quadra"," 179","Vancouver",24,63,82,7,0,176,518
59033,"Vancouver Quadra/Vancouver Quadra"," 180","Vancouver",25,53,52,9,1,140,358
59033,"Vancouver Quadra/Vancouver Quadra"," 181","Vancouver",33,64,50,5,0,152,401
59033,"Vancouver Quadra/Vancouver Quadra"," 182","Vancouver",24,29,65,11,1,130,456
59033,"Vancouver Quadra/Vancouver Quadra"," 183","Vancouver",23,48,63,12,0,146,400
59033,"Vancouver Quadra/Vancouver Quadra"," 184","Vancouver",23,113,128,7,1,272,534
59033,"Vancouver Quadra/Vancouver Quadra"," 185","Vancouver",7,114,58,16,0,195,362
59033,"Vancouver Quadra/Vancouver Quadra"," 186","Vancouver",9,138,50,8,0,205,421
59033,"Vancouver Quadra/Vancouver Quadra"," 187","Vancouver",11,172,96,8,0,287,496
59033,"Vancouver Quadra/Vancouver Quadra"," 188","Vancouver",17,153,93,9,1,273,532
59033,"Vancouver Quadra/Vancouver Quadra"," 189","Vancouver",21,111,77,6,0,215,412
59033,"Vancouver Quadra/Vancouver Quadra"," 190","Vancouver",8,84,31,6,0,129,291
59033,"Vancouver Quadra/Vancouver Quadra"," 191","Vancouver",50,108,79,12,1,250,518
59033,"Vancouver Quadra/Vancouver Quadra"," 192","Vancouver",25,122,73,11,0,231,458
59033,"Vancouver Quadra/Vancouver Quadra"," 193","Vancouver",1,116,46,4,0,167,353
59033,"Vancouver Quadra/Vancouver Quadra"," 194","Vancouver",21,117,84,11,0,233,476
59033,"Vancouver Quadra/Vancouver Quadra"," 195","Vancouver",13,141,64,9,0,227,501
59033,"Vancouver Quadra/Vancouver Quadra"," 196","Vancouver",13,127,64,5,1,210,412
59033,"Vancouver Quadra/Vancouver Quadra"," 197","Vancouver",10,93,56,3,0,162,394
59033,"Vancouver Quadra/Vancouver Quadra"," 198","Vancouver",19,98,75,12,0,204,447
59033,"Vancouver Quadra/Vancouver Quadra"," 199","Vancouver",17,152,100,6,1,276,509
59033,"Vancouver Quadra/Vancouver Quadra"," 200","Vancouver",26,128,61,6,0,221,447
59033,"Vancouver Quadra/Vancouver Quadra"," 201","Vancouver",36,112,75,10,1,234,500
59033,"Vancouver Quadra/Vancouver Quadra"," 202A","Vancouver",20,54,38,8,0,120,305
59033,"Vancouver Quadra/Vancouver Quadra"," 202B","Vancouver",32,43,23,4,0,102,247
59033,"Vancouver Quadra/Vancouver Quadra"," 203","Vancouver",80,95,65,20,1,261,516
59033,"Vancouver Quadra/Vancouver Quadra"," 500A","Mobile poll/Bureau itinérant",10,10,12,1,0,33,175
59033,"Vancouver Quadra/Vancouver Quadra"," 500B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,22
59033,"Vancouver Quadra/Vancouver Quadra"," 501","Mobile poll/Bureau itinérant",26,67,54,4,4,155,225
59033,"Vancouver Quadra/Vancouver Quadra"," 502","Mobile poll/Bureau itinérant",14,71,33,2,0,120,116
59033,"Vancouver Quadra/Vancouver Quadra"," 503","Mobile poll/Bureau itinérant",18,49,56,6,1,130,269
59033,"Vancouver Quadra/Vancouver Quadra"," 504","Mobile poll/Bureau itinérant",23,44,22,3,2,94,238
59033,"Vancouver Quadra/Vancouver Quadra"," 600","University Hill",64,274,305,30,2,675,
59033,"Vancouver Quadra/Vancouver Quadra"," 601","Vancouver--University Hill",59,280,469,39,1,848,
59033,"Vancouver Quadra/Vancouver Quadra"," 602","Vancouver",130,235,396,39,1,801,
59033,"Vancouver Quadra/Vancouver Quadra"," 603","Vancouver",74,173,351,40,0,638,
59033,"Vancouver Quadra/Vancouver Quadra"," 604","Vancouver",110,181,356,44,1,692,
59033,"Vancouver Quadra/Vancouver Quadra"," 605","Vancouver",87,154,341,45,2,629,
59033,"Vancouver Quadra/Vancouver Quadra"," 606","Vancouver",70,351,445,29,1,896,
59033,"Vancouver Quadra/Vancouver Quadra"," 607","Vancouver",57,413,350,23,1,844,
59033,"Vancouver Quadra/Vancouver Quadra"," 608","Vancouver",21,285,180,8,3,497,
59033,"Vancouver Quadra/Vancouver Quadra"," 609","Vancouver",28,342,286,21,0,677,
59033,"Vancouver Quadra/Vancouver Quadra"," 610","Vancouver",92,447,358,31,3,931,
59033,"Vancouver Quadra/Vancouver Quadra"," 611","Vancouver",20,312,210,10,0,552,
59033,"Vancouver Quadra/Vancouver Quadra"," 612","Vancouver",26,174,162,9,1,372,
59033,"Vancouver Quadra/Vancouver Quadra",,Group 1/Groupe 1,16,43,72,11,4,146,255
59033,"Vancouver Quadra/Vancouver Quadra",,Group 2/Groupe 2,119,761,638,55,22,1595,
