Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joe Cormier,Claude Gravelle,Christine Guillot-Proulx,Lynne Reynolds,Steve Rutchinski,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35056,"Nickel Belt/Nickel Belt"," 16","Onaping Falls",22,105,6,72,1,0,206,394
35056,"Nickel Belt/Nickel Belt"," 17","Onaping Falls",17,108,5,71,0,0,201,373
35056,"Nickel Belt/Nickel Belt"," 18","Onaping Falls",24,158,6,72,0,0,260,516
35056,"Nickel Belt/Nickel Belt"," 19","Onaping Falls",16,98,5,42,0,0,161,304
35056,"Nickel Belt/Nickel Belt"," 20","Rayside-Balfour",23,107,13,48,0,3,194,402
35056,"Nickel Belt/Nickel Belt"," 21","Rayside-Balfour",6,77,2,32,0,0,117,279
35056,"Nickel Belt/Nickel Belt"," 22","Rayside-Balfour",10,134,4,28,0,3,179,340
35056,"Nickel Belt/Nickel Belt"," 23","Rayside-Balfour",4,116,8,32,0,0,160,302
35056,"Nickel Belt/Nickel Belt"," 24","Rayside-Balfour",5,81,3,19,0,1,109,252
35056,"Nickel Belt/Nickel Belt"," 25","Rayside-Balfour",12,112,6,27,0,0,157,359
35056,"Nickel Belt/Nickel Belt"," 26","Rayside-Balfour",13,52,5,21,0,0,91,237
35056,"Nickel Belt/Nickel Belt"," 27","Rayside-Balfour",13,138,4,31,0,0,186,382
35056,"Nickel Belt/Nickel Belt"," 28","Rayside-Balfour",15,99,4,38,0,0,156,338
35056,"Nickel Belt/Nickel Belt"," 29","Rayside-Balfour",28,107,2,31,0,2,170,321
35056,"Nickel Belt/Nickel Belt"," 30","Rayside-Balfour",18,137,2,47,0,0,204,386
35056,"Nickel Belt/Nickel Belt"," 31","Rayside-Balfour",11,117,4,40,1,1,174,384
35056,"Nickel Belt/Nickel Belt"," 32","Rayside-Balfour",16,123,0,42,1,0,182,331
35056,"Nickel Belt/Nickel Belt"," 33","Rayside-Balfour",4,56,1,9,1,0,71,214
35056,"Nickel Belt/Nickel Belt"," 34","Rayside-Balfour",27,161,3,40,1,1,233,515
35056,"Nickel Belt/Nickel Belt"," 35","Rayside-Balfour",31,186,8,78,0,1,304,588
35056,"Nickel Belt/Nickel Belt"," 36","Rayside-Balfour",20,132,3,45,0,0,200,400
35056,"Nickel Belt/Nickel Belt"," 37","Rayside-Balfour",15,122,3,48,0,3,191,385
35056,"Nickel Belt/Nickel Belt"," 38","Rayside-Balfour",17,106,12,70,1,2,208,429
35056,"Nickel Belt/Nickel Belt"," 39","Rayside-Balfour",33,99,7,51,1,1,192,370
35056,"Nickel Belt/Nickel Belt"," 40","Rayside-Balfour",33,187,7,71,1,2,301,630
35056,"Nickel Belt/Nickel Belt"," 41","Rayside-Balfour",30,188,7,69,0,1,295,511
35056,"Nickel Belt/Nickel Belt"," 42","Rayside-Balfour",24,125,2,48,0,1,200,389
35056,"Nickel Belt/Nickel Belt"," 43","Rayside-Balfour",25,76,4,26,0,0,131,222
35056,"Nickel Belt/Nickel Belt"," 44","Rayside-Balfour",21,132,3,21,0,0,177,324
35056,"Nickel Belt/Nickel Belt"," 45","Rayside-Balfour",28,135,9,61,1,3,237,456
35056,"Nickel Belt/Nickel Belt"," 46","Rayside-Balfour",24,103,2,42,0,0,171,326
35056,"Nickel Belt/Nickel Belt"," 47","Rayside-Balfour",17,63,4,19,0,0,103,217
35056,"Nickel Belt/Nickel Belt"," 47-1","Rayside-Balfour",15,100,3,31,0,2,151,303
35056,"Nickel Belt/Nickel Belt"," 48","Rayside-Balfour",21,125,6,28,1,0,181,340
35056,"Nickel Belt/Nickel Belt"," 49","Rayside-Balfour",26,110,6,58,0,1,201,364
35056,"Nickel Belt/Nickel Belt"," 50","Rayside-Balfour",16,164,1,49,0,2,232,426
35056,"Nickel Belt/Nickel Belt"," 51","Valley East",26,129,9,41,0,0,205,396
35056,"Nickel Belt/Nickel Belt"," 52","Valley East",27,66,3,33,0,0,129,284
35056,"Nickel Belt/Nickel Belt"," 53","Valley East",22,108,4,41,0,0,175,318
35056,"Nickel Belt/Nickel Belt"," 54","Valley East",25,166,12,64,0,0,267,521
35056,"Nickel Belt/Nickel Belt"," 55","Valley East",25,144,3,60,0,0,232,451
35056,"Nickel Belt/Nickel Belt"," 56","Valley East",28,120,4,53,0,0,205,337
35056,"Nickel Belt/Nickel Belt"," 57","Valley East",4,27,0,19,0,0,50,212
35056,"Nickel Belt/Nickel Belt"," 57-1","Valley East",20,170,11,58,0,0,259,484
35056,"Nickel Belt/Nickel Belt"," 58","Valley East",20,90,6,54,0,0,170,327
35056,"Nickel Belt/Nickel Belt"," 59","Valley East",20,124,5,33,0,1,183,364
35056,"Nickel Belt/Nickel Belt"," 60","Valley East",15,83,3,24,0,0,125,257
35056,"Nickel Belt/Nickel Belt"," 61","Valley East",8,93,5,39,0,0,145,290
35056,"Nickel Belt/Nickel Belt"," 62","Valley East",28,88,6,44,1,1,168,370
35056,"Nickel Belt/Nickel Belt"," 63","Valley East",29,139,1,59,0,0,228,445
35056,"Nickel Belt/Nickel Belt"," 64","Valley East",34,129,8,40,1,0,212,395
35056,"Nickel Belt/Nickel Belt"," 65","Valley East",23,128,7,38,0,0,196,413
35056,"Nickel Belt/Nickel Belt"," 66","Valley East",19,120,3,37,0,1,180,416
35056,"Nickel Belt/Nickel Belt"," 67","Valley East",18,91,5,35,0,1,150,337
35056,"Nickel Belt/Nickel Belt"," 67-1","Valley East",13,87,6,40,0,0,146,228
35056,"Nickel Belt/Nickel Belt"," 68","Valley East",15,137,8,53,0,1,214,467
35056,"Nickel Belt/Nickel Belt"," 69","Valley East",31,123,7,47,0,0,208,413
35056,"Nickel Belt/Nickel Belt"," 70","Valley East",23,98,6,47,0,0,174,345
35056,"Nickel Belt/Nickel Belt"," 70-1","Valley East",28,92,1,54,0,0,175,342
35056,"Nickel Belt/Nickel Belt"," 71","Valley East",36,109,12,50,0,0,207,424
35056,"Nickel Belt/Nickel Belt"," 72","Valley East",32,153,4,46,0,1,236,478
35056,"Nickel Belt/Nickel Belt"," 73","Valley East",18,72,2,43,0,1,136,250
35056,"Nickel Belt/Nickel Belt"," 74","Valley East",31,126,6,52,0,1,216,422
35056,"Nickel Belt/Nickel Belt"," 75","Valley East",31,140,10,73,0,0,254,493
35056,"Nickel Belt/Nickel Belt"," 76","Valley East",12,98,6,45,0,0,161,369
35056,"Nickel Belt/Nickel Belt"," 77","Valley East",18,91,6,36,0,0,151,314
35056,"Nickel Belt/Nickel Belt"," 78","Valley East",24,116,4,41,0,1,186,373
35056,"Nickel Belt/Nickel Belt"," 79","Valley East",30,121,4,40,0,2,197,427
35056,"Nickel Belt/Nickel Belt"," 80","Valley East",33,127,5,39,0,0,204,401
35056,"Nickel Belt/Nickel Belt"," 81","Valley East",19,140,1,37,0,0,197,338
35056,"Nickel Belt/Nickel Belt"," 82","Valley East",13,115,3,33,0,0,164,361
35056,"Nickel Belt/Nickel Belt"," 83","Valley East",25,120,3,42,0,0,190,399
35056,"Nickel Belt/Nickel Belt"," 84","Valley East",22,111,2,35,0,0,170,387
35056,"Nickel Belt/Nickel Belt"," 85","Valley East",9,104,0,37,0,0,150,361
35056,"Nickel Belt/Nickel Belt"," 86","Valley East",16,158,1,39,0,1,215,411
35056,"Nickel Belt/Nickel Belt"," 87","Valley East",19,144,11,45,2,0,221,453
35056,"Nickel Belt/Nickel Belt"," 88","Valley East",33,129,5,50,0,0,217,415
35056,"Nickel Belt/Nickel Belt"," 89","Valley East",25,104,6,46,0,0,181,364
35056,"Nickel Belt/Nickel Belt"," 90","Valley East",21,84,7,37,0,0,149,301
35056,"Nickel Belt/Nickel Belt"," 91","Valley East",34,129,4,59,0,0,226,485
35056,"Nickel Belt/Nickel Belt"," 92","Valley East",25,122,8,35,0,0,190,397
35056,"Nickel Belt/Nickel Belt"," 93","Valley East",20,95,2,51,1,2,171,338
35056,"Nickel Belt/Nickel Belt"," 94","Valley East",15,103,8,25,1,2,154,331
35056,"Nickel Belt/Nickel Belt"," 95","Capreol",9,78,4,32,0,0,123,300
35056,"Nickel Belt/Nickel Belt"," 95-1","Wahnapitei 11",2,31,0,5,0,0,38,40
35056,"Nickel Belt/Nickel Belt"," 96","Capreol",12,85,2,58,2,0,159,337
35056,"Nickel Belt/Nickel Belt"," 97","Capreol",14,81,5,40,2,0,142,313
35056,"Nickel Belt/Nickel Belt"," 98","Capreol",5,60,0,21,0,0,86,238
35056,"Nickel Belt/Nickel Belt"," 99","Capreol",8,100,6,27,0,0,141,327
35056,"Nickel Belt/Nickel Belt"," 100","Capreol",16,86,1,34,0,0,137,331
35056,"Nickel Belt/Nickel Belt"," 101","Capreol",9,109,6,55,0,2,181,411
35056,"Nickel Belt/Nickel Belt"," 102","Capreol",21,109,2,95,0,0,227,411
35056,"Nickel Belt/Nickel Belt"," 103","Nickel Centre",22,83,7,50,0,1,163,314
35056,"Nickel Belt/Nickel Belt"," 103-1","Greater Sudbury / Grand Sudbury",21,89,3,66,0,0,179,296
35056,"Nickel Belt/Nickel Belt"," 104","Nickel Centre",23,107,7,40,0,1,178,297
35056,"Nickel Belt/Nickel Belt"," 105","Nickel Centre",9,79,5,39,0,2,134,236
35056,"Nickel Belt/Nickel Belt"," 106","Nickel Centre",16,101,3,81,1,2,204,436
35056,"Nickel Belt/Nickel Belt"," 107","Nickel Centre",19,84,2,52,0,0,157,316
35056,"Nickel Belt/Nickel Belt"," 107-1","Nickel Centre",25,77,4,62,0,0,168,333
35056,"Nickel Belt/Nickel Belt"," 108","Nickel Centre",10,77,4,41,0,0,132,286
35056,"Nickel Belt/Nickel Belt"," 109","Nickel Centre",14,95,9,42,1,1,162,349
35056,"Nickel Belt/Nickel Belt"," 110","Nickel Centre",5,73,0,18,0,0,96,231
35056,"Nickel Belt/Nickel Belt"," 111","Nickel Centre",14,96,6,53,1,0,170,361
35056,"Nickel Belt/Nickel Belt"," 112","Nickel Centre",33,134,5,120,0,1,293,474
35056,"Nickel Belt/Nickel Belt"," 113","Nickel Centre",21,91,4,36,0,1,153,279
35056,"Nickel Belt/Nickel Belt"," 114","Nickel Centre",16,138,6,55,0,0,215,403
35056,"Nickel Belt/Nickel Belt"," 115","Nickel Centre",21,133,6,40,0,0,200,400
35056,"Nickel Belt/Nickel Belt"," 116","Nickel Centre",22,56,3,39,0,0,120,281
35056,"Nickel Belt/Nickel Belt"," 117","Nickel Centre",26,105,4,79,0,0,214,418
35056,"Nickel Belt/Nickel Belt"," 118","Nickel Centre",5,77,4,18,0,0,104,329
35056,"Nickel Belt/Nickel Belt"," 119","Nickel Centre",23,110,5,63,0,1,202,403
35056,"Nickel Belt/Nickel Belt"," 120","Nickel Centre",31,174,5,82,0,0,292,534
35056,"Nickel Belt/Nickel Belt"," 121","Nickel Centre",23,136,5,39,0,0,203,357
35056,"Nickel Belt/Nickel Belt"," 122","Nickel Centre",29,135,6,52,1,0,223,422
35056,"Nickel Belt/Nickel Belt"," 123","Nickel Centre",26,115,3,47,1,0,192,336
35056,"Nickel Belt/Nickel Belt"," 124","Nickel Centre",39,142,5,64,0,0,250,394
35056,"Nickel Belt/Nickel Belt"," 125","Nickel Centre",22,109,4,32,0,0,167,306
35056,"Nickel Belt/Nickel Belt"," 126","Nickel Centre",8,88,5,32,0,0,133,315
35056,"Nickel Belt/Nickel Belt"," 127","Nickel Centre",20,108,3,41,0,0,172,316
35056,"Nickel Belt/Nickel Belt"," 128","Nickel Centre",15,123,4,48,1,0,191,401
35056,"Nickel Belt/Nickel Belt"," 129","Nickel Centre",10,116,6,33,0,0,165,348
35056,"Nickel Belt/Nickel Belt"," 130","Sudbury",38,91,10,127,0,1,267,480
35056,"Nickel Belt/Nickel Belt"," 131","Sudbury",41,88,20,87,0,0,236,403
35056,"Nickel Belt/Nickel Belt"," 132","Sudbury",36,91,15,101,0,0,243,446
35056,"Nickel Belt/Nickel Belt"," 133","Sudbury",39,86,13,113,1,1,253,425
35056,"Nickel Belt/Nickel Belt"," 134","Sudbury",26,141,15,113,1,2,298,513
35056,"Nickel Belt/Nickel Belt"," 135","Sudbury",32,79,8,86,0,3,208,348
35056,"Nickel Belt/Nickel Belt"," 136","Sudbury",48,101,6,101,0,0,256,491
35056,"Nickel Belt/Nickel Belt"," 137","Sudbury",61,63,9,65,0,2,200,412
35056,"Nickel Belt/Nickel Belt"," 137-1","Sudbury",35,76,9,49,0,2,171,326
35056,"Nickel Belt/Nickel Belt"," 138","Sudbury",57,123,15,136,0,2,333,593
35056,"Nickel Belt/Nickel Belt"," 139","Sudbury",36,74,5,71,0,0,186,302
35056,"Nickel Belt/Nickel Belt"," 140","Sudbury",20,73,9,30,0,0,132,297
35056,"Nickel Belt/Nickel Belt"," 141","Sudbury",28,38,9,71,0,1,147,273
35056,"Nickel Belt/Nickel Belt"," 142","Whitefish Lake 6",12,97,4,7,0,0,120,252
35056,"Nickel Belt/Nickel Belt"," 143","Killarney",31,64,5,57,1,1,159,290
35056,"Nickel Belt/Nickel Belt"," 144","Wanup",13,109,9,69,0,1,201,321
35056,"Nickel Belt/Nickel Belt"," 145","Wanup",15,66,7,32,0,0,120,207
35056,"Nickel Belt/Nickel Belt"," 145-1","Wanup",30,135,5,59,1,0,230,450
35056,"Nickel Belt/Nickel Belt"," 146","Estaire",36,156,20,110,0,1,323,545
35056,"Nickel Belt/Nickel Belt"," 147","St. Charles",28,122,8,59,1,0,218,359
35056,"Nickel Belt/Nickel Belt"," 147-1","St. Charles",40,152,7,75,0,2,276,503
35056,"Nickel Belt/Nickel Belt"," 148","Monetville",19,78,7,123,0,1,228,482
35056,"Nickel Belt/Nickel Belt"," 149","Wolseley Bay",38,101,6,83,0,1,229,370
35056,"Nickel Belt/Nickel Belt"," 150","Noëlville",13,60,3,58,0,0,134,263
35056,"Nickel Belt/Nickel Belt"," 151","Noëlville",26,104,4,56,0,2,192,360
35056,"Nickel Belt/Nickel Belt"," 152","Alban",47,155,11,86,0,1,300,474
35056,"Nickel Belt/Nickel Belt"," 153","Alban",14,95,4,64,0,0,177,307
35056,"Nickel Belt/Nickel Belt"," 154","Key Junction",12,40,1,74,0,1,128,201
35056,"Nickel Belt/Nickel Belt"," 155","James",Void/Supprimé,,,,,,,
35056,"Nickel Belt/Nickel Belt"," 156","Rivière Veuve",13,53,2,22,0,0,90,200
35056,"Nickel Belt/Nickel Belt"," 157","Stinson",30,113,5,85,0,0,233,408
35056,"Nickel Belt/Nickel Belt"," 158","Markstay",15,92,2,24,0,1,134,258
35056,"Nickel Belt/Nickel Belt"," 159","Markstay",17,116,3,72,0,3,211,352
35056,"Nickel Belt/Nickel Belt"," 160","Hagar",12,65,3,31,0,1,112,205
35056,"Nickel Belt/Nickel Belt"," 161","Warren",26,69,10,51,0,0,156,242
35056,"Nickel Belt/Nickel Belt"," 162","Warren",40,89,5,67,0,0,201,452
35056,"Nickel Belt/Nickel Belt"," 163","West Nipissing--Nipissing-Ouest",19,86,5,34,0,3,147,232
35056,"Nickel Belt/Nickel Belt"," 164","West Nipissing--Nipissing-Ouest",23,91,4,52,0,0,170,356
35056,"Nickel Belt/Nickel Belt"," 165","St. Charles",9,69,3,45,0,0,126,221
35056,"Nickel Belt/Nickel Belt"," 166","West Nipissing--Nipissing-Ouest",23,67,5,37,0,4,136,306
35056,"Nickel Belt/Nickel Belt"," 167","West Nipissing--Nipissing-Ouest",48,49,2,25,0,0,124,296
35056,"Nickel Belt/Nickel Belt"," 168","West Nipissing--Nipissing-Ouest",30,70,5,31,1,1,138,312
35056,"Nickel Belt/Nickel Belt"," 169","West Nipissing--Nipissing-Ouest",37,95,6,61,0,1,200,393
35056,"Nickel Belt/Nickel Belt"," 170","West Nipissing--Nipissing-Ouest",17,39,3,14,1,0,74,393
35056,"Nickel Belt/Nickel Belt"," 171","West Nipissing--Nipissing-Ouest",71,123,3,54,0,0,251,643
35056,"Nickel Belt/Nickel Belt"," 172","West Nipissing--Nipissing-Ouest",24,69,2,39,1,0,135,366
35056,"Nickel Belt/Nickel Belt"," 173","West Nipissing--Nipissing-Ouest",55,123,5,53,0,2,238,483
35056,"Nickel Belt/Nickel Belt"," 174","West Nipissing--Nipissing-Ouest",48,117,4,72,1,1,243,530
35056,"Nickel Belt/Nickel Belt"," 175","West Nipissing--Nipissing-Ouest",49,103,5,58,0,3,218,456
35056,"Nickel Belt/Nickel Belt"," 176","West Nipissing--Nipissing-Ouest",62,128,6,73,0,2,271,554
35056,"Nickel Belt/Nickel Belt"," 177","West Nipissing--Nipissing-Ouest",35,103,1,41,1,0,181,420
35056,"Nickel Belt/Nickel Belt"," 178","West Nipissing--Nipissing-Ouest",24,61,6,30,0,1,122,194
35056,"Nickel Belt/Nickel Belt"," 179","West Nipissing--Nipissing-Ouest",39,149,15,61,0,1,265,434
35056,"Nickel Belt/Nickel Belt"," 180","West Nipissing--Nipissing-Ouest",12,46,0,38,0,0,96,169
35056,"Nickel Belt/Nickel Belt"," 181","West Nipissing--Nipissing-Ouest",34,141,15,69,0,1,260,500
35056,"Nickel Belt/Nickel Belt"," 182","Garden Village",35,76,3,9,0,0,123,295
35056,"Nickel Belt/Nickel Belt"," 183","West Nipissing--Nipissing-Ouest",80,118,5,85,0,1,289,533
35056,"Nickel Belt/Nickel Belt"," 184","West Nipissing--Nipissing-Ouest",47,125,5,65,1,0,243,605
35056,"Nickel Belt/Nickel Belt"," 185","West Nipissing--Nipissing-Ouest",44,89,3,48,1,1,186,367
35056,"Nickel Belt/Nickel Belt"," 186","West Nipissing--Nipissing-Ouest",33,67,2,47,1,2,152,305
35056,"Nickel Belt/Nickel Belt"," 187","West Nipissing--Nipissing-Ouest",38,78,1,45,0,0,162,359
35056,"Nickel Belt/Nickel Belt"," 188","West Nipissing--Nipissing-Ouest",34,77,2,40,1,0,154,306
35056,"Nickel Belt/Nickel Belt"," 188-1","West Nipissing--Nipissing-Ouest",32,63,3,26,0,0,124,233
35056,"Nickel Belt/Nickel Belt"," 189","West Nipissing--Nipissing-Ouest",28,77,2,31,0,1,139,293
35056,"Nickel Belt/Nickel Belt"," 189-1","West Nipissing--Nipissing-Ouest",31,88,0,46,0,0,165,339
35056,"Nickel Belt/Nickel Belt"," 190","West Nipissing--Nipissing-Ouest",36,98,2,33,0,0,169,283
35056,"Nickel Belt/Nickel Belt"," 191","West Nipissing--Nipissing-Ouest",30,108,2,59,2,0,201,403
35056,"Nickel Belt/Nickel Belt"," 191-1","West Nipissing--Nipissing-Ouest",27,71,2,48,0,0,148,263
35056,"Nickel Belt/Nickel Belt"," 600","Foleyet",7,36,0,19,0,0,62,
35056,"Nickel Belt/Nickel Belt"," 601","Gogama",9,25,0,26,0,0,60,
35056,"Nickel Belt/Nickel Belt"," 602","Dowling",38,212,19,151,1,0,421,
35056,"Nickel Belt/Nickel Belt"," 603","Chelmsford",105,480,25,221,1,3,835,
35056,"Nickel Belt/Nickel Belt"," 604","Azilda",82,317,9,124,0,0,532,
35056,"Nickel Belt/Nickel Belt"," 605","Val Caron",111,341,10,182,1,1,646,
35056,"Nickel Belt/Nickel Belt"," 606","Val Therese",162,405,26,213,0,4,810,
35056,"Nickel Belt/Nickel Belt"," 607","Hanmer",80,272,16,104,2,0,474,
35056,"Nickel Belt/Nickel Belt"," 608","Capreol",46,204,6,144,2,0,402,
35056,"Nickel Belt/Nickel Belt"," 609","Garson",82,292,13,223,0,3,613,
35056,"Nickel Belt/Nickel Belt"," 610","Coniston",33,120,9,78,1,0,241,
35056,"Nickel Belt/Nickel Belt"," 611","Sudbury",138,189,27,244,0,3,601,
35056,"Nickel Belt/Nickel Belt"," 612","Wanup",18,89,8,47,0,0,162,
35056,"Nickel Belt/Nickel Belt"," 613","Noëlville",45,107,5,95,0,0,252,
35056,"Nickel Belt/Nickel Belt"," 614","Warren",34,54,7,63,1,0,159,
35056,"Nickel Belt/Nickel Belt"," 615","Verner",78,119,3,60,1,1,262,
35056,"Nickel Belt/Nickel Belt"," 616","Springer",137,196,7,159,1,3,503,
35056,"Nickel Belt/Nickel Belt"," 617","Sturgeon Falls",146,182,3,131,2,2,466,
35056,"Nickel Belt/Nickel Belt"," 618","Nipissing Reserve",14,14,0,11,0,0,39,
35056,"Nickel Belt/Nickel Belt",,Group 1/Groupe 1,24,22,4,56,0,13,119,263
35056,"Nickel Belt/Nickel Belt",,Group 2/Groupe 2,203,285,21,214,1,23,747,
