Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Elgersma,Anne Faulkner,Diane Finley,Ian Nichols,Bob Speller,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 36","Norfolk",0,11,76,13,27,0,127,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 37","Norfolk",3,2,89,22,13,0,129,242
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 38","Norfolk",0,5,131,44,33,0,213,405
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 39","Norfolk",2,1,95,18,18,0,134,271
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 40","Norfolk",0,2,92,33,24,2,153,315
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 41","Norfolk",4,4,109,39,31,0,187,309
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 42","Norfolk",1,6,183,54,96,1,341,568
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 43","Norfolk",1,7,85,29,33,0,155,275
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 44","Norfolk",0,19,149,46,35,1,250,521
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 45","Delhi",1,14,168,75,41,1,300,512
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 46","Delhi",1,7,111,53,32,1,205,383
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 47","Delhi",0,2,95,31,44,2,174,363
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 48","Delhi",0,8,159,69,60,2,298,536
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 48-1","Delhi",1,5,77,35,43,1,162,303
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 49","Delhi",1,15,161,63,81,1,322,607
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 50","Delhi",0,10,121,58,73,0,262,436
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 51","Nanticoke",2,10,85,43,74,1,215,426
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 52","Nanticoke",1,10,110,71,46,0,238,409
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 53","Nanticoke",0,8,86,37,60,0,191,350
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 54","Nanticoke",1,3,69,39,53,0,165,342
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 55","Nanticoke",3,3,58,46,31,0,141,277
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 56","Nanticoke",4,7,112,27,52,2,204,393
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 57","Nanticoke",1,9,196,56,90,2,354,617
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 58","Nanticoke",0,2,80,19,49,0,150,291
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 59","Nanticoke",0,5,78,39,75,1,198,387
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 60","Nanticoke",0,8,91,47,59,1,206,432
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 61","Nanticoke",0,7,65,34,44,0,150,301
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 62","Nanticoke",2,9,90,37,36,2,176,333
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 63","Nanticoke",2,6,62,31,30,0,131,266
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 64","Nanticoke",3,6,89,43,64,3,208,369
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 65","Nanticoke",2,13,148,71,89,3,326,580
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 66","Nanticoke",1,16,210,82,99,1,409,728
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 67","Nanticoke",2,4,110,58,48,1,223,454
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 68","Nanticoke",0,7,136,43,70,1,257,408
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 69","Simcoe",1,4,107,49,67,2,230,452
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 70","Delhi",0,13,129,48,54,1,245,509
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 71","Delhi",0,5,97,48,23,2,175,365
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 72","Simcoe",2,3,100,40,69,0,214,404
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 73","Simcoe",4,2,90,69,50,1,216,385
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 74","Simcoe",0,5,114,29,48,0,196,382
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 75","Simcoe",0,3,93,33,40,1,170,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 76","Simcoe",2,5,94,58,51,0,210,370
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 77","Simcoe",0,3,64,33,54,0,154,410
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 78","Simcoe",0,2,55,53,51,1,162,384
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 79","Simcoe",0,5,94,28,67,1,195,372
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 80","Simcoe",0,5,117,28,56,1,207,356
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 81","Simcoe",0,2,75,15,63,2,157,295
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 82","Simcoe",0,2,120,27,97,2,248,466
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 83","Simcoe",0,2,39,25,24,0,90,297
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 84","Simcoe",0,8,30,39,33,2,112,299
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 85","Simcoe",1,1,69,53,34,1,159,395
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 86","Simcoe",3,7,71,55,53,1,190,371
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 87","Simcoe",1,1,84,39,57,2,184,422
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 88","Simcoe",1,4,56,31,43,1,136,308
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 89","Simcoe",1,1,74,38,50,1,165,322
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 90","Simcoe",1,7,106,27,63,0,204,342
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 91","Simcoe",1,6,74,59,46,0,186,429
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 92","Simcoe",0,5,66,37,39,2,149,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 93","Simcoe",0,2,44,32,49,0,127,334
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 94","Simcoe",1,2,39,21,42,0,105,297
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 95","Simcoe",0,8,87,35,87,1,218,432
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 96","Simcoe",1,5,86,27,66,1,186,351
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 97","Simcoe",0,1,94,33,94,0,222,391
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 98","Simcoe",0,2,36,10,25,1,74,195
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 99","Simcoe",3,3,25,25,26,0,82,281
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 100","Simcoe",1,7,64,36,32,0,140,291
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 101","Simcoe",0,3,75,22,68,2,170,368
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 102","Simcoe",3,10,108,52,59,2,234,499
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 103","Nanticoke",1,3,61,35,52,0,152,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 104","Nanticoke",2,7,69,19,43,1,141,274
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 105","Nanticoke",1,6,116,27,38,0,188,310
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 106","Nanticoke",1,7,132,37,54,0,231,444
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 107","Nanticoke",2,5,115,37,68,0,227,470
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 108","Nanticoke",2,13,224,59,74,1,373,710
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 109","Nanticoke",0,5,113,62,50,0,230,469
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 110","Nanticoke",0,11,62,53,46,2,174,336
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 111","Nanticoke",0,12,92,40,68,4,216,383
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 112","Nanticoke",0,6,82,35,55,1,179,353
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 113","Nanticoke",3,7,50,26,35,0,121,277
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 114","Nanticoke",0,10,89,57,34,2,192,396
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 115","Nanticoke",0,10,114,37,77,3,241,453
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 116","Nanticoke",1,6,157,57,63,1,285,475
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 117","Nanticoke",0,10,143,59,59,0,271,450
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 118","Nanticoke",2,17,161,33,61,3,277,462
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 119","Nanticoke",2,5,98,31,23,1,160,316
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 120","Nanticoke",4,7,123,44,53,0,231,449
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 121","Nanticoke",8,7,160,41,57,0,273,420
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 122","Nanticoke",0,13,165,78,67,0,323,532
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 123","Nanticoke",1,1,100,52,32,2,188,340
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 124","Nanticoke",0,8,128,54,68,2,260,420
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 125","Nanticoke",3,6,111,57,49,3,229,401
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 126","Nanticoke",5,7,129,49,42,1,233,422
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 127","Nanticoke",0,11,125,87,72,2,297,511
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 128","Nanticoke",1,5,88,46,37,1,178,300
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 129","Nanticoke",4,2,105,38,43,1,193,336
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 130","Haldimand",0,3,62,39,88,0,192,340
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 131","Haldimand",3,6,159,68,112,0,348,639
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 132","Haldimand",0,7,74,66,55,0,202,380
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 133","Haldimand",3,7,68,41,66,0,185,341
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 134","Haldimand",1,2,63,31,33,1,131,357
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 135","Haldimand",2,9,84,31,51,0,177,327
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 136","Haldimand",3,11,146,44,64,0,268,471
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 137","Haldimand",1,4,97,42,72,0,216,392
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 138","Haldimand",3,16,118,44,65,0,246,445
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 139","Haldimand",2,12,136,48,77,1,276,486
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 140","Haldimand",1,6,104,60,69,0,240,443
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 141","Haldimand",0,3,71,60,42,0,176,337
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 142","Haldimand",1,15,122,47,50,1,236,457
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 143","Haldimand",3,5,105,70,31,1,215,381
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 144","Haldimand",4,11,142,87,57,0,301,549
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 145","Haldimand",2,7,91,68,42,0,210,347
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 146","Haldimand",1,4,77,63,43,1,189,357
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 147","Haldimand",4,15,108,63,60,1,251,452
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 148","Haldimand",0,6,42,45,31,0,124,266
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 149","Haldimand",3,8,92,54,87,0,244,437
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 150","Haldimand",0,10,84,73,71,1,239,425
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 151","Haldimand",4,11,96,53,70,1,235,440
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 152","Haldimand",1,7,39,30,39,0,116,282
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 153","Haldimand",5,9,62,55,33,0,164,379
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 154","Haldimand",2,6,86,63,64,0,221,402
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 155","Haldimand",1,5,94,56,55,1,212,456
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 156","Haldimand",6,10,106,52,49,4,227,473
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 157","Haldimand",1,4,89,55,54,1,204,376
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 158","Haldimand",4,7,86,27,43,1,168,284
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 159","Haldimand",2,10,162,85,40,1,300,515
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 160","Haldimand",1,4,114,46,46,1,212,381
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 161","Haldimand",8,9,106,43,55,0,221,431
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 162","Haldimand",0,4,89,36,44,1,174,324
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 163","Haldimand",4,8,112,40,57,2,223,417
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 164","Haldimand",0,8,83,62,56,1,210,415
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 165","Haldimand",1,12,155,66,65,2,301,509
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 166","Haldimand",0,13,117,50,56,1,237,420
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 167","Haldimand",1,5,86,28,25,1,146,289
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 168","Haldimand",2,5,80,41,20,2,150,292
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 169","Haldimand",0,10,114,37,47,0,208,377
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 170","Haldimand",1,4,125,59,61,1,251,467
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 171","Haldimand",6,9,112,51,54,2,234,332
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 172","Haldimand",1,16,132,54,47,2,252,355
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 173","Haldimand",0,12,106,54,32,0,204,365
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 173-1","Haldimand",1,6,46,34,36,1,124,229
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 174","Haldimand",3,8,150,98,75,0,334,537
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 175","Haldimand",4,8,131,46,42,0,231,442
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 176","Haldimand",7,7,142,82,47,1,286,544
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 177","Dunnville",4,3,143,63,45,2,260,432
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 178","Dunnville",1,9,95,45,43,1,194,391
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 179","Dunnville",7,7,132,55,37,2,240,409
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 180","Dunnville",4,6,138,43,22,0,213,402
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 181","Dunnville",22,6,168,34,34,1,265,398
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 182","Dunnville",2,3,102,34,21,2,164,293
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 183","Dunnville",11,3,135,41,11,1,202,468
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 184","Dunnville",20,4,137,40,26,0,227,350
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 185","Dunnville",9,5,101,42,31,1,189,351
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 186","Dunnville",5,6,157,40,31,0,239,477
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 187","Dunnville",0,18,211,71,36,1,337,603
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 187-1","Dunnville",3,3,62,23,14,0,105,257
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 188","Dunnville",5,2,91,20,23,0,141,404
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 189","Dunnville",1,5,88,53,27,2,176,352
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 190","Dunnville",4,11,162,63,31,2,273,561
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 191","Dunnville",4,7,104,44,43,0,202,386
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 192","Dunnville",0,4,87,43,31,0,165,315
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 193","Dunnville",11,6,135,58,48,0,258,435
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 194","Dunnville",0,2,50,26,28,0,106,308
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 195","Dunnville",8,10,62,38,29,0,147,299
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 196","Dunnville",0,0,66,19,22,2,109,221
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 197","Dunnville",5,5,73,50,37,3,173,367
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 198","Dunnville",4,4,92,45,33,0,178,383
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 199","Dunnville",2,3,42,28,25,0,100,331
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 400","Simcoe",1,1,33,6,10,2,53,183
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 401","Dunnville",0,0,13,7,10,7,37,107
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 500","Mobile poll/Bureau itinérant",0,2,36,2,30,8,78,175
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 501","Mobile poll/Bureau itinérant",0,2,25,3,18,3,51,85
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 502","Mobile poll/Bureau itinérant",0,0,31,9,33,1,74,154
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 503","Mobile poll/Bureau itinérant",1,4,16,8,22,1,52,96
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 504","Mobile poll/Bureau itinérant",0,2,19,8,10,0,39,98
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 505","Mobile poll/Bureau itinérant",2,4,86,5,38,2,137,239
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 506","Mobile poll/Bureau itinérant",1,0,25,5,32,0,63,126
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 507","Mobile poll/Bureau itinérant",0,0,17,2,15,0,34,82
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 600","Delhi",0,17,278,89,185,3,572,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 601","Delhi",2,14,235,38,121,4,414,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 602","Langton",1,6,253,36,72,1,369,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 603","Port Rowan",1,9,340,57,113,4,524,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 604","Port Dover",0,12,249,58,136,1,456,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 605","Port Dover",1,17,231,59,143,1,452,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 606","Simcoe",0,11,246,57,178,4,496,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 607","Simcoe",4,10,338,83,251,0,686,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 608","Simcoe",1,6,215,45,106,1,374,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 609","Waterford",3,28,304,80,169,2,586,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 610","Hagersville",1,19,296,100,167,1,584,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 611","Caledonia",3,22,236,71,161,1,494,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 612","Caledonia",4,17,177,84,158,0,440,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 613","Cayuga",3,26,332,92,158,2,613,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 614","Dunnville",5,22,356,99,90,2,574,
35028,"Haldimand--Norfolk/Haldimand--Norfolk"," 615","Dunnville",3,14,293,69,118,2,499,
35028,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 1/Groupe 1,1,5,50,12,29,7,104,215
35028,"Haldimand--Norfolk/Haldimand--Norfolk",,Group 2/Groupe 2,5,17,400,71,295,3,791,
