Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Anders,Janice Kinch,Shawna Knowles,André Vachon,Anna Lisa Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48009,"Calgary West/Calgary-Ouest"," 611","Calgary",372,109,36,0,49,1,567,
48009,"Calgary West/Calgary-Ouest"," 612","Calgary",330,71,21,1,53,2,478,
48009,"Calgary West/Calgary-Ouest"," 613","Calgary",310,73,15,0,26,3,427,
48009,"Calgary West/Calgary-Ouest"," 614","Calgary",480,192,40,1,99,4,816,
48009,"Calgary West/Calgary-Ouest"," 615","Calgary",436,110,31,3,41,2,623,
48009,"Calgary West/Calgary-Ouest"," 616","Calgary",387,102,27,1,33,4,554,
48009,"Calgary West/Calgary-Ouest"," 617","Calgary",216,43,19,1,18,0,297,
48009,"Calgary West/Calgary-Ouest"," 618","Calgary",403,121,39,0,29,3,595,
48009,"Calgary West/Calgary-Ouest",,Group 1/Groupe 1,50,34,2,2,13,3,104,191
48009,"Calgary West/Calgary-Ouest",,Group 2/Groupe 2,449,160,57,1,74,34,775,
