Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sukh Dhaliwal,Mani Fallon,Ravi S. Gill,Samuel Frank Hammond,Jinny Sims,Liz Walker,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59016,"Newton--North Delta/Newton--Delta-Nord"," 16","Delta",35,66,0,0,91,3,1,196,410
59016,"Newton--North Delta/Newton--Delta-Nord"," 17A","Delta",63,40,0,0,59,7,1,170,326
59016,"Newton--North Delta/Newton--Delta-Nord"," 17B","Delta",47,47,0,0,60,4,0,158,311
59016,"Newton--North Delta/Newton--Delta-Nord"," 18","Delta",16,39,0,0,52,3,0,110,305
59016,"Newton--North Delta/Newton--Delta-Nord"," 19","Delta",21,93,1,1,50,6,4,176,416
59016,"Newton--North Delta/Newton--Delta-Nord"," 20","Delta",24,76,0,0,54,9,1,164,287
59016,"Newton--North Delta/Newton--Delta-Nord"," 21","Delta",42,140,1,1,97,23,1,305,521
59016,"Newton--North Delta/Newton--Delta-Nord"," 22","Delta",33,73,1,0,49,5,0,161,313
59016,"Newton--North Delta/Newton--Delta-Nord"," 22-1A","Delta",30,92,0,0,54,4,1,181,330
59016,"Newton--North Delta/Newton--Delta-Nord"," 22-1B","Delta",24,98,0,1,46,5,2,176,364
59016,"Newton--North Delta/Newton--Delta-Nord"," 23","Delta",41,119,0,1,86,13,1,261,406
59016,"Newton--North Delta/Newton--Delta-Nord"," 24","Delta",26,70,1,2,69,16,2,186,342
59016,"Newton--North Delta/Newton--Delta-Nord"," 25","Delta",54,81,2,0,83,12,0,232,469
59016,"Newton--North Delta/Newton--Delta-Nord"," 26","Delta",31,76,2,0,75,15,0,199,419
59016,"Newton--North Delta/Newton--Delta-Nord"," 27","Delta",26,80,0,0,95,12,2,215,425
59016,"Newton--North Delta/Newton--Delta-Nord"," 28","Delta",35,65,0,1,52,6,1,160,348
59016,"Newton--North Delta/Newton--Delta-Nord"," 29A","Delta",17,51,0,0,45,11,0,124,260
59016,"Newton--North Delta/Newton--Delta-Nord"," 29B","Delta",38,43,0,1,52,9,0,143,283
59016,"Newton--North Delta/Newton--Delta-Nord"," 30","Delta",42,57,0,2,96,10,0,207,391
59016,"Newton--North Delta/Newton--Delta-Nord"," 31","Delta",28,55,0,0,95,12,0,190,378
59016,"Newton--North Delta/Newton--Delta-Nord"," 32","Delta",38,55,0,0,74,8,0,175,399
59016,"Newton--North Delta/Newton--Delta-Nord"," 33","Delta",76,67,2,0,93,12,1,251,465
59016,"Newton--North Delta/Newton--Delta-Nord"," 34","Delta",93,42,0,1,89,8,3,236,463
59016,"Newton--North Delta/Newton--Delta-Nord"," 35","Delta",79,47,1,0,107,6,1,241,442
59016,"Newton--North Delta/Newton--Delta-Nord"," 36","Delta",57,67,0,0,87,5,0,216,410
59016,"Newton--North Delta/Newton--Delta-Nord"," 37","Delta",71,77,1,1,88,7,5,250,466
59016,"Newton--North Delta/Newton--Delta-Nord"," 38","Delta",35,28,0,1,50,2,5,121,143
59016,"Newton--North Delta/Newton--Delta-Nord"," 39A","Delta",22,52,0,1,49,10,0,134,294
59016,"Newton--North Delta/Newton--Delta-Nord"," 39B","Delta",20,42,1,5,57,5,1,131,310
59016,"Newton--North Delta/Newton--Delta-Nord"," 40","Delta",38,114,0,1,110,20,0,283,455
59016,"Newton--North Delta/Newton--Delta-Nord"," 41","Delta",29,122,0,0,69,15,0,235,380
59016,"Newton--North Delta/Newton--Delta-Nord"," 42","Delta",41,107,0,0,101,5,1,255,473
59016,"Newton--North Delta/Newton--Delta-Nord"," 43","Delta",35,110,1,0,125,10,1,282,488
59016,"Newton--North Delta/Newton--Delta-Nord"," 44","Delta",42,95,1,1,98,14,0,251,466
59016,"Newton--North Delta/Newton--Delta-Nord"," 45","Delta",61,69,0,1,87,8,0,226,412
59016,"Newton--North Delta/Newton--Delta-Nord"," 46","Delta",64,87,0,0,113,8,3,275,515
59016,"Newton--North Delta/Newton--Delta-Nord"," 47","Delta",49,83,0,0,79,7,2,220,433
59016,"Newton--North Delta/Newton--Delta-Nord"," 48","Delta",Void/Supprimé,,,,,,,,
59016,"Newton--North Delta/Newton--Delta-Nord"," 49","Delta",25,127,1,1,50,9,0,213,342
59016,"Newton--North Delta/Newton--Delta-Nord"," 50A","Delta",23,86,0,0,73,11,0,193,331
59016,"Newton--North Delta/Newton--Delta-Nord"," 50B","Delta",29,104,0,0,44,7,1,185,324
59016,"Newton--North Delta/Newton--Delta-Nord"," 51","Delta",31,80,0,0,66,8,1,186,334
59016,"Newton--North Delta/Newton--Delta-Nord"," 52","Delta",32,68,0,0,76,6,0,182,360
59016,"Newton--North Delta/Newton--Delta-Nord"," 53A","Delta",27,58,0,1,62,8,1,157,287
59016,"Newton--North Delta/Newton--Delta-Nord"," 53B","Delta",40,38,0,0,77,9,0,164,271
59016,"Newton--North Delta/Newton--Delta-Nord"," 54","Delta",60,80,0,1,108,4,2,255,495
59016,"Newton--North Delta/Newton--Delta-Nord"," 55","Delta",51,38,0,0,66,4,2,161,416
59016,"Newton--North Delta/Newton--Delta-Nord"," 56","Delta",73,46,0,0,84,8,2,213,462
59016,"Newton--North Delta/Newton--Delta-Nord"," 57","Delta",49,44,1,0,74,4,0,172,429
59016,"Newton--North Delta/Newton--Delta-Nord"," 58","Delta",55,35,0,2,79,4,1,176,359
59016,"Newton--North Delta/Newton--Delta-Nord"," 59","Delta",55,59,2,0,68,5,0,189,399
59016,"Newton--North Delta/Newton--Delta-Nord"," 60","Delta",69,72,0,0,70,10,0,221,442
59016,"Newton--North Delta/Newton--Delta-Nord"," 61","Delta",36,67,0,0,68,6,0,177,308
59016,"Newton--North Delta/Newton--Delta-Nord"," 62","Delta",84,89,0,1,107,3,4,288,502
59016,"Newton--North Delta/Newton--Delta-Nord"," 63","Delta",35,115,0,0,64,11,0,225,412
59016,"Newton--North Delta/Newton--Delta-Nord"," 64","Delta",Void/Supprimé,,,,,,,,
59016,"Newton--North Delta/Newton--Delta-Nord"," 65","Delta",36,59,2,2,102,11,1,213,426
59016,"Newton--North Delta/Newton--Delta-Nord"," 66","Delta",29,56,1,0,66,8,0,160,374
59016,"Newton--North Delta/Newton--Delta-Nord"," 67","Delta",52,36,1,1,85,9,1,185,456
59016,"Newton--North Delta/Newton--Delta-Nord"," 68","Delta",50,64,0,0,77,5,0,196,442
59016,"Newton--North Delta/Newton--Delta-Nord"," 69","Delta",49,113,0,1,65,12,1,241,450
59016,"Newton--North Delta/Newton--Delta-Nord"," 70","Delta",47,126,0,0,31,8,0,212,342
59016,"Newton--North Delta/Newton--Delta-Nord"," 71","Delta",46,121,1,0,68,13,0,249,422
59016,"Newton--North Delta/Newton--Delta-Nord"," 72A","Delta",37,107,0,0,50,11,3,208,359
59016,"Newton--North Delta/Newton--Delta-Nord"," 72B","Delta",33,138,0,0,41,7,0,219,335
59016,"Newton--North Delta/Newton--Delta-Nord"," 73","Delta",42,83,1,0,58,10,1,195,306
59016,"Newton--North Delta/Newton--Delta-Nord"," 74","Delta",22,103,1,1,85,10,0,222,344
59016,"Newton--North Delta/Newton--Delta-Nord"," 75","Delta",32,107,0,0,53,7,1,200,331
59016,"Newton--North Delta/Newton--Delta-Nord"," 76","Delta",39,108,0,4,43,11,0,205,329
59016,"Newton--North Delta/Newton--Delta-Nord"," 77","Delta",38,122,2,1,54,14,0,231,453
59016,"Newton--North Delta/Newton--Delta-Nord"," 78","Delta",20,123,0,1,46,7,0,197,396
59016,"Newton--North Delta/Newton--Delta-Nord"," 79","Delta",32,115,1,0,61,10,1,220,402
59016,"Newton--North Delta/Newton--Delta-Nord"," 80","Delta",25,114,1,0,70,21,0,231,435
59016,"Newton--North Delta/Newton--Delta-Nord"," 81","Delta",42,108,1,0,76,10,0,237,454
59016,"Newton--North Delta/Newton--Delta-Nord"," 82","Delta",32,118,0,0,50,11,0,211,378
59016,"Newton--North Delta/Newton--Delta-Nord"," 83","Delta",39,156,2,2,60,9,0,268,506
59016,"Newton--North Delta/Newton--Delta-Nord"," 84","Delta",54,142,0,1,75,11,2,285,406
59016,"Newton--North Delta/Newton--Delta-Nord"," 85","Delta",30,95,0,0,58,12,2,197,311
59016,"Newton--North Delta/Newton--Delta-Nord"," 86","Surrey",111,53,1,0,93,6,1,265,491
59016,"Newton--North Delta/Newton--Delta-Nord"," 87","Surrey",38,52,1,0,75,4,1,171,291
59016,"Newton--North Delta/Newton--Delta-Nord"," 87-1","Surrey",75,62,1,0,113,8,2,261,462
59016,"Newton--North Delta/Newton--Delta-Nord"," 88","Surrey",35,75,0,1,63,9,0,183,390
59016,"Newton--North Delta/Newton--Delta-Nord"," 88-1","Surrey",28,69,1,0,92,7,1,198,422
59016,"Newton--North Delta/Newton--Delta-Nord"," 89","Surrey",39,59,1,0,60,7,0,166,326
59016,"Newton--North Delta/Newton--Delta-Nord"," 90","Surrey",105,12,1,0,60,2,3,183,329
59016,"Newton--North Delta/Newton--Delta-Nord"," 90-1","Surrey",91,11,0,1,52,0,2,157,312
59016,"Newton--North Delta/Newton--Delta-Nord"," 91","Surrey",92,13,0,0,47,6,2,160,275
59016,"Newton--North Delta/Newton--Delta-Nord"," 92A","Surrey",21,46,0,1,73,1,1,143,291
59016,"Newton--North Delta/Newton--Delta-Nord"," 92B","Surrey",28,52,0,0,60,5,2,147,295
59016,"Newton--North Delta/Newton--Delta-Nord"," 93","Surrey",54,51,1,0,73,7,0,186,404
59016,"Newton--North Delta/Newton--Delta-Nord"," 94","Surrey",83,8,0,0,29,1,6,127,241
59016,"Newton--North Delta/Newton--Delta-Nord"," 95","Surrey",69,8,0,1,60,1,1,140,267
59016,"Newton--North Delta/Newton--Delta-Nord"," 96","Surrey",130,36,0,0,93,2,2,263,490
59016,"Newton--North Delta/Newton--Delta-Nord"," 97","Surrey",70,52,0,1,78,6,0,207,376
59016,"Newton--North Delta/Newton--Delta-Nord"," 98","Surrey",100,9,0,1,69,0,2,181,384
59016,"Newton--North Delta/Newton--Delta-Nord"," 99","Surrey",89,9,1,1,92,1,1,194,336
59016,"Newton--North Delta/Newton--Delta-Nord"," 99-1","Surrey",68,10,0,0,34,3,2,117,228
59016,"Newton--North Delta/Newton--Delta-Nord"," 100A","Surrey",138,50,1,2,80,7,4,282,546
59016,"Newton--North Delta/Newton--Delta-Nord"," 100B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,8
59016,"Newton--North Delta/Newton--Delta-Nord"," 101","Surrey",50,69,0,0,99,8,3,229,527
59016,"Newton--North Delta/Newton--Delta-Nord"," 102","Surrey",102,26,0,0,97,3,1,229,526
59016,"Newton--North Delta/Newton--Delta-Nord"," 103A","Surrey",71,4,0,1,34,0,0,110,281
59016,"Newton--North Delta/Newton--Delta-Nord"," 103B","Surrey",85,7,0,0,48,1,1,142,299
59016,"Newton--North Delta/Newton--Delta-Nord"," 104","Surrey",75,12,0,0,68,3,1,159,321
59016,"Newton--North Delta/Newton--Delta-Nord"," 104-1","Surrey",77,51,1,1,88,0,0,218,516
59016,"Newton--North Delta/Newton--Delta-Nord"," 105","Surrey",83,18,2,0,77,2,0,182,378
59016,"Newton--North Delta/Newton--Delta-Nord"," 106","Surrey",106,25,3,1,56,2,0,193,435
59016,"Newton--North Delta/Newton--Delta-Nord"," 107","Surrey",81,14,0,1,44,1,4,145,369
59016,"Newton--North Delta/Newton--Delta-Nord"," 108A","Surrey",60,7,1,0,43,3,1,115,299
59016,"Newton--North Delta/Newton--Delta-Nord"," 108B","Surrey",58,9,1,0,30,3,0,101,249
59016,"Newton--North Delta/Newton--Delta-Nord"," 109","Surrey",33,44,0,1,61,10,0,149,304
59016,"Newton--North Delta/Newton--Delta-Nord"," 109-1","Surrey",48,29,0,0,70,8,0,155,295
59016,"Newton--North Delta/Newton--Delta-Nord"," 110","Surrey",27,94,0,0,54,9,6,190,349
59016,"Newton--North Delta/Newton--Delta-Nord"," 111","Surrey",26,98,0,1,82,17,3,227,470
59016,"Newton--North Delta/Newton--Delta-Nord"," 112A","Surrey",78,15,2,0,31,1,1,128,269
59016,"Newton--North Delta/Newton--Delta-Nord"," 112B","Surrey",53,15,0,0,53,0,2,123,269
59016,"Newton--North Delta/Newton--Delta-Nord"," 113","Surrey",160,34,0,1,71,1,3,270,523
59016,"Newton--North Delta/Newton--Delta-Nord"," 114A","Surrey",82,6,1,0,51,0,1,141,267
59016,"Newton--North Delta/Newton--Delta-Nord"," 114B","Surrey",68,8,0,2,46,1,3,128,281
59016,"Newton--North Delta/Newton--Delta-Nord"," 115","Surrey",111,6,1,0,53,0,4,175,405
59016,"Newton--North Delta/Newton--Delta-Nord"," 115-1","Surrey",110,14,0,0,36,0,0,160,420
59016,"Newton--North Delta/Newton--Delta-Nord"," 115-2","Surrey",138,5,0,0,72,1,3,219,461
59016,"Newton--North Delta/Newton--Delta-Nord"," 116A","Surrey",37,29,1,0,68,1,1,137,288
59016,"Newton--North Delta/Newton--Delta-Nord"," 116B","Surrey",49,25,1,0,50,6,1,132,274
59016,"Newton--North Delta/Newton--Delta-Nord"," 117","Surrey",95,26,3,1,70,6,2,203,374
59016,"Newton--North Delta/Newton--Delta-Nord"," 118","Surrey",94,26,0,2,85,5,2,214,427
59016,"Newton--North Delta/Newton--Delta-Nord"," 119","Surrey",33,41,2,1,58,5,2,142,288
59016,"Newton--North Delta/Newton--Delta-Nord"," 120","Surrey",21,66,0,1,84,11,1,184,322
59016,"Newton--North Delta/Newton--Delta-Nord"," 121","Surrey",111,46,4,3,76,2,5,247,511
59016,"Newton--North Delta/Newton--Delta-Nord"," 122","Surrey",52,50,2,2,81,9,3,199,502
59016,"Newton--North Delta/Newton--Delta-Nord"," 123A","Surrey",42,32,0,0,49,3,2,128,297
59016,"Newton--North Delta/Newton--Delta-Nord"," 123B","Surrey",39,23,0,1,34,4,2,103,340
59016,"Newton--North Delta/Newton--Delta-Nord"," 124A","Surrey",42,38,0,0,58,4,2,144,294
59016,"Newton--North Delta/Newton--Delta-Nord"," 124B","Surrey",35,39,0,0,57,5,0,136,343
59016,"Newton--North Delta/Newton--Delta-Nord"," 124-1","Surrey",83,70,0,1,64,9,2,229,460
59016,"Newton--North Delta/Newton--Delta-Nord"," 125A","Surrey",66,15,0,0,50,2,0,133,306
59016,"Newton--North Delta/Newton--Delta-Nord"," 125B","Surrey",57,7,0,0,49,3,0,116,273
59016,"Newton--North Delta/Newton--Delta-Nord"," 126","Surrey",90,12,0,0,45,0,0,147,343
59016,"Newton--North Delta/Newton--Delta-Nord"," 126-1","Surrey",91,17,0,0,74,0,0,182,516
59016,"Newton--North Delta/Newton--Delta-Nord"," 126-2","Surrey",111,29,2,1,78,2,4,227,489
59016,"Newton--North Delta/Newton--Delta-Nord"," 127","Surrey",81,17,0,0,84,0,0,182,407
59016,"Newton--North Delta/Newton--Delta-Nord"," 128","Surrey",116,14,0,0,70,3,1,204,476
59016,"Newton--North Delta/Newton--Delta-Nord"," 128-1A","Surrey",30,37,0,0,35,5,0,107,265
59016,"Newton--North Delta/Newton--Delta-Nord"," 128-1B","Surrey",20,42,0,1,47,7,1,118,266
59016,"Newton--North Delta/Newton--Delta-Nord"," 129","Surrey",80,88,0,0,68,8,2,246,411
59016,"Newton--North Delta/Newton--Delta-Nord"," 130A","Surrey",23,96,0,0,40,4,1,164,252
59016,"Newton--North Delta/Newton--Delta-Nord"," 130B","Surrey",20,104,0,0,50,2,0,176,297
59016,"Newton--North Delta/Newton--Delta-Nord"," 131","Surrey",31,174,0,0,76,12,1,294,445
59016,"Newton--North Delta/Newton--Delta-Nord"," 132","Surrey",Void/Supprimé,,,,,,,,
59016,"Newton--North Delta/Newton--Delta-Nord"," 133","Surrey",31,172,1,0,71,11,0,286,469
59016,"Newton--North Delta/Newton--Delta-Nord"," 134","Surrey",74,62,1,0,51,3,0,191,429
59016,"Newton--North Delta/Newton--Delta-Nord"," 135","Surrey",54,96,0,0,62,3,0,215,364
59016,"Newton--North Delta/Newton--Delta-Nord"," 136A","Surrey",88,12,0,0,35,2,1,138,306
59016,"Newton--North Delta/Newton--Delta-Nord"," 136B","Surrey",69,25,0,1,56,2,0,153,303
59016,"Newton--North Delta/Newton--Delta-Nord"," 136-1","Surrey",85,32,0,0,77,8,2,204,455
59016,"Newton--North Delta/Newton--Delta-Nord"," 137","Surrey",58,32,1,0,51,3,0,145,292
59016,"Newton--North Delta/Newton--Delta-Nord"," 138","Surrey",107,38,0,1,80,6,1,233,514
59016,"Newton--North Delta/Newton--Delta-Nord"," 139","Surrey",92,56,1,1,92,9,0,251,492
59016,"Newton--North Delta/Newton--Delta-Nord"," 140","Surrey",55,52,1,0,55,3,0,166,413
59016,"Newton--North Delta/Newton--Delta-Nord"," 141","Surrey",56,39,0,0,40,9,0,144,358
59016,"Newton--North Delta/Newton--Delta-Nord"," 142","Surrey",60,50,2,0,85,11,0,208,459
59016,"Newton--North Delta/Newton--Delta-Nord"," 143","Surrey",58,49,0,1,71,8,1,188,479
59016,"Newton--North Delta/Newton--Delta-Nord"," 144","Surrey",40,57,0,0,65,20,1,183,350
59016,"Newton--North Delta/Newton--Delta-Nord"," 145","Surrey",59,52,0,1,65,9,0,186,468
59016,"Newton--North Delta/Newton--Delta-Nord"," 146","Surrey",28,130,0,0,53,5,3,219,341
59016,"Newton--North Delta/Newton--Delta-Nord"," 146-1","Surrey",63,91,2,1,68,6,1,232,390
59016,"Newton--North Delta/Newton--Delta-Nord"," 147","Surrey",91,135,0,1,55,11,1,294,508
59016,"Newton--North Delta/Newton--Delta-Nord"," 148","Surrey",80,109,2,1,64,14,1,271,475
59016,"Newton--North Delta/Newton--Delta-Nord"," 149","Surrey",Void/Supprimé,,,,,,,,
59016,"Newton--North Delta/Newton--Delta-Nord"," 150","Surrey",84,24,2,0,55,5,1,171,364
59016,"Newton--North Delta/Newton--Delta-Nord"," 151A","Surrey",71,35,0,0,41,4,1,152,297
59016,"Newton--North Delta/Newton--Delta-Nord"," 151B","Surrey",59,35,0,2,34,5,0,135,285
59016,"Newton--North Delta/Newton--Delta-Nord"," 152","Surrey",33,62,1,0,72,6,0,174,314
59016,"Newton--North Delta/Newton--Delta-Nord"," 153","Surrey",46,90,0,1,89,10,0,236,405
59016,"Newton--North Delta/Newton--Delta-Nord"," 154","Surrey",60,24,0,0,62,0,0,146,330
59016,"Newton--North Delta/Newton--Delta-Nord"," 154-1","Surrey",64,81,1,1,82,12,2,243,462
59016,"Newton--North Delta/Newton--Delta-Nord"," 155","Surrey",84,88,0,0,76,11,0,259,473
59016,"Newton--North Delta/Newton--Delta-Nord"," 156A","Surrey",44,42,1,0,54,0,0,141,276
59016,"Newton--North Delta/Newton--Delta-Nord"," 156B","Surrey",42,48,1,0,71,4,2,168,278
59016,"Newton--North Delta/Newton--Delta-Nord"," 157","Surrey",43,44,1,0,68,2,2,160,361
59016,"Newton--North Delta/Newton--Delta-Nord"," 158","Surrey",87,24,3,1,67,8,3,193,400
59016,"Newton--North Delta/Newton--Delta-Nord"," 158-1","Surrey",44,34,1,0,62,6,1,148,374
59016,"Newton--North Delta/Newton--Delta-Nord"," 159A","Surrey",54,39,1,0,43,11,1,149,291
59016,"Newton--North Delta/Newton--Delta-Nord"," 159B","Surrey",44,49,0,0,43,3,1,140,315
59016,"Newton--North Delta/Newton--Delta-Nord"," 160","Surrey",88,108,0,0,51,12,1,260,413
59016,"Newton--North Delta/Newton--Delta-Nord"," 161","Surrey",59,108,0,1,39,8,0,215,352
59016,"Newton--North Delta/Newton--Delta-Nord"," 162","Surrey",27,55,0,0,33,3,0,118,249
59016,"Newton--North Delta/Newton--Delta-Nord"," 162-1","Surrey",45,81,0,1,62,9,3,201,361
59016,"Newton--North Delta/Newton--Delta-Nord"," 500","Mobile poll/Bureau itinérant",21,9,4,4,70,2,4,114,189
59016,"Newton--North Delta/Newton--Delta-Nord"," 600","Delta",158,198,1,0,155,22,3,537,
59016,"Newton--North Delta/Newton--Delta-Nord"," 601","Delta",191,212,3,2,234,25,3,670,
59016,"Newton--North Delta/Newton--Delta-Nord"," 602","Delta",242,287,1,0,216,17,1,764,
59016,"Newton--North Delta/Newton--Delta-Nord"," 603","Delta",206,192,3,1,164,17,2,585,
59016,"Newton--North Delta/Newton--Delta-Nord"," 604","Delta",98,279,2,0,128,13,3,523,
59016,"Newton--North Delta/Newton--Delta-Nord"," 605","Surrey",202,41,0,0,91,5,7,346,
59016,"Newton--North Delta/Newton--Delta-Nord"," 606","Surrey",262,65,0,1,165,2,8,503,
59016,"Newton--North Delta/Newton--Delta-Nord"," 607","Surrey",439,71,1,0,169,5,8,693,
59016,"Newton--North Delta/Newton--Delta-Nord"," 608","Surrey",420,145,0,0,159,15,9,748,
59016,"Newton--North Delta/Newton--Delta-Nord"," 609","Surrey",329,173,2,0,184,19,0,707,
59016,"Newton--North Delta/Newton--Delta-Nord"," 610","Surrey",201,134,3,0,140,9,3,490,
59016,"Newton--North Delta/Newton--Delta-Nord",,Group 1/Groupe 1,30,29,0,2,8,4,5,78,126
59016,"Newton--North Delta/Newton--Delta-Nord",,Group 2/Groupe 2,862,171,3,2,107,13,25,1183,
