Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Frank Chilelli,Bal Gosal,Gurbax S. Malhi,John R.A. Moulton,Jagmeet Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 96B","Brampton",0,20,24,6,56,0,106,326
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 97","Brampton",0,24,35,0,28,0,87,302
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 98","Brampton",5,59,57,2,79,0,202,490
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 99","Brampton",0,61,38,7,26,1,133,327
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 100","Brampton",1,111,49,16,44,0,221,429
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 101","Brampton",2,87,55,4,58,3,209,398
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 102","Brampton",1,67,37,6,45,0,156,357
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 103","Brampton",2,88,44,9,47,2,192,352
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 104","Brampton",5,74,54,8,41,0,182,353
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 105","Brampton",2,81,39,13,57,1,193,401
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 106","Brampton",0,93,38,14,34,2,181,364
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 107","Brampton",0,63,38,5,56,1,163,367
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 108","Brampton",3,69,27,4,32,2,137,292
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 109","Brampton",2,56,33,11,67,1,170,390
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 110","Brampton",1,92,32,11,46,3,185,452
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 111","Brampton",2,94,42,10,71,3,222,409
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 112","Brampton",1,120,50,10,44,0,225,464
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 113","Brampton",1,94,25,8,36,3,167,337
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 114","Brampton",1,46,61,7,39,2,156,375
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 115","Brampton",2,79,33,8,60,1,183,427
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 116","Brampton",1,58,27,10,64,2,162,376
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 117","Brampton",1,78,37,8,60,1,185,405
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 118","Brampton",1,82,38,9,48,3,181,436
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 119","Brampton",2,72,59,17,31,0,181,334
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 120","Brampton",1,91,41,8,60,0,201,443
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 121","Brampton",1,112,40,4,48,0,205,369
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 122","Brampton",2,134,47,12,42,3,240,468
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 123","Brampton",0,76,49,13,55,1,194,443
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 124","Brampton",5,58,52,7,83,2,207,478
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 125","Brampton",2,118,46,10,61,0,237,451
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 126","Brampton",3,83,43,6,54,1,190,383
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 127","Brampton",1,88,42,4,33,0,168,367
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 128","Brampton",2,62,27,3,44,0,138,303
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 129","Brampton",0,106,39,14,39,2,200,312
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 130","Brampton",2,60,22,10,50,0,144,313
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 131","Brampton",0,88,26,6,32,0,152,346
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 132","Brampton",0,94,25,4,32,1,156,379
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 133","Brampton",1,61,30,5,66,1,164,405
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 134","Brampton",0,81,27,11,38,1,158,343
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 135","Brampton",0,128,39,8,33,1,209,392
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 136","Brampton",3,96,25,12,60,0,196,385
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 137","Brampton",2,123,29,12,34,1,201,328
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 138","Brampton",0,93,37,6,41,0,177,302
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 139","Brampton",2,63,30,14,65,2,176,426
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 140","Brampton",2,56,26,9,41,1,135,274
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 141","Brampton",1,62,29,5,46,1,144,327
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 142","Brampton",1,76,24,16,53,0,170,393
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 143","Brampton",1,71,45,6,48,0,171,357
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 144","Brampton",3,76,24,15,69,0,187,401
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 145","Brampton",0,116,39,12,68,0,235,449
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 146","Brampton",1,73,31,7,36,1,149,336
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 147","Brampton",0,92,41,13,32,3,181,340
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 148","Brampton",2,73,32,12,54,0,173,355
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 148-1","Mississauga",Void/Supprimé,,,,,,,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 149","Brampton",1,77,20,7,29,2,136,307
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 150","Brampton",0,69,23,11,33,1,137,278
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 151","Brampton",2,86,32,7,50,0,177,365
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 152","Brampton",0,90,36,8,50,2,186,389
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 153","Brampton",2,69,18,8,39,0,136,317
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 154","Brampton",1,130,41,18,32,1,223,368
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 155","Brampton",1,67,34,7,41,0,150,408
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 156","Brampton",1,88,34,9,56,1,189,391
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 157","Brampton",1,82,41,6,45,0,175,382
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 158","Brampton",2,48,19,4,29,1,103,209
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 159","Brampton",3,110,43,12,57,0,225,414
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 160","Brampton",0,86,38,16,64,2,206,555
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 161","Brampton",1,39,47,4,42,1,134,342
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 162","Brampton",4,44,30,5,24,1,108,291
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 163","Brampton",0,72,48,6,33,3,162,368
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 164","Brampton",0,63,65,2,57,4,191,487
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 165","Brampton",0,25,45,3,36,3,112,273
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 166","Brampton",0,17,26,4,27,1,75,268
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 167","Brampton",0,38,40,5,45,0,128,359
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 168","Brampton",0,26,42,5,14,2,89,259
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 169","Brampton",2,64,46,9,37,1,159,410
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 170","Brampton",1,55,24,7,27,0,114,238
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 171","Brampton",1,81,27,7,22,0,138,231
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 172","Brampton",1,101,35,15,40,2,194,350
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 173","Brampton",0,73,34,7,37,1,152,394
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 174","Brampton",1,100,42,9,42,3,197,409
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 175","Brampton",0,96,30,11,27,1,165,324
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 176","Brampton",0,68,29,2,35,1,135,319
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 177","Brampton",1,92,34,7,34,1,169,407
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 178","Brampton",1,101,43,14,52,0,211,375
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 179","Brampton",0,97,36,7,49,0,189,364
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 180","Brampton",3,85,33,12,50,0,183,369
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 181","Brampton",0,84,39,17,49,0,189,353
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 182","Brampton",2,79,56,10,38,3,188,426
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 183","Brampton",5,91,42,16,39,2,195,428
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 184","Brampton",2,45,51,6,53,1,158,374
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 185","Brampton",0,104,46,11,49,2,212,388
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 186","Brampton",2,93,36,8,38,2,179,369
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 187","Brampton",1,50,16,6,29,0,102,237
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 188","Brampton",4,62,42,8,58,4,178,480
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 189","Brampton",2,23,11,6,25,0,67,176
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 190","Brampton",2,86,31,12,42,2,175,338
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 191","Brampton",1,84,44,10,41,2,182,318
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 192","Brampton",1,52,35,8,65,1,162,324
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 193","Brampton",2,126,44,6,59,1,238,374
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 194","Brampton",1,114,35,11,40,0,201,364
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 195","Brampton",0,86,62,10,52,1,211,454
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 196","Brampton",2,80,48,11,43,1,185,371
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 197","Brampton",1,77,37,6,33,1,155,365
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 198","Brampton",4,107,45,12,62,0,230,449
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 199","Brampton",3,127,44,6,53,2,235,411
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 200","Brampton",0,42,38,7,51,0,138,384
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 201","Mississauga",0,57,97,5,101,4,264,518
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 202","Mississauga",3,60,64,5,83,0,215,482
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 203","Mississauga",3,61,74,7,61,1,207,464
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 204","Mississauga",1,64,45,8,78,2,198,464
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 205","Mississauga",3,40,75,9,78,0,205,449
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 206","Mississauga",0,77,29,2,60,6,174,372
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 207","Mississauga",1,49,66,4,54,2,176,439
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 208","Mississauga",2,59,61,8,58,1,189,379
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 209","Mississauga",2,65,69,3,67,1,207,464
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 210","Mississauga",2,36,42,5,52,0,137,279
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 211","Mississauga",0,37,36,2,50,3,128,505
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 212","Mississauga",1,32,53,2,58,1,147,367
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 213","Mississauga",1,42,53,2,61,0,159,424
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 214","Mississauga",0,46,47,2,109,0,204,574
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 215","Mississauga",2,41,16,8,46,0,113,332
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 216","Mississauga",0,36,73,1,49,2,161,418
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 217","Mississauga",2,34,66,2,93,1,198,445
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 218A","Mississauga",0,34,44,4,34,2,118,361
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 218B","Mississauga",0,21,33,0,28,0,82,335
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 219","Mississauga",2,46,80,3,41,2,174,408
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 220A","Mississauga",1,50,77,4,91,8,231,567
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 220B","Mississauga",0,32,36,1,28,1,98,253
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 220C","Mississauga",0,11,13,2,4,0,30,129
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 221","Mississauga",3,50,66,5,67,0,191,425
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 222","Mississauga",0,51,45,3,54,2,155,374
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 223","Mississauga",1,43,52,4,59,0,159,387
