Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Biley,Myron Jespersen,James Lunney,Zenaida Maartman,Renée Amber Miller,Jesse Schroeder,Frank Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 42","Port Alberni",0,13,30,96,7,2,0,0,148,355
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 43","Port Alberni",1,19,84,102,6,2,0,0,214,367
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 44","Port Alberni",0,10,42,49,8,0,0,0,109,254
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 44-1","Port Alberni",0,4,76,62,12,0,0,1,155,287
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 45","Port Alberni",0,9,29,96,3,1,0,0,138,385
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 46","Port Alberni",2,13,34,88,7,1,0,0,145,257
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 46-1","Port Alberni",0,10,44,60,7,1,2,0,124,283
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 47","Port Alberni",1,7,25,52,8,1,0,1,95,203
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 47-1","Port Alberni",0,6,71,59,10,1,0,1,148,257
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 48","Port Alberni",0,23,52,76,8,4,0,0,163,392
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 49","Port Alberni",0,20,59,74,11,2,0,0,166,348
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 50","Port Alberni",1,10,68,102,11,2,0,0,194,341
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 51","Port Alberni",0,8,54,93,7,0,1,0,163,348
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 52","Port Alberni",1,19,55,77,5,0,1,0,158,360
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 53","Port Alberni",0,18,68,104,5,2,0,0,197,406
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 54","Port Alberni",1,17,73,106,9,1,0,0,207,445
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 55","Port Alberni",0,21,80,116,9,1,0,0,227,418
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 56","Port Alberni",0,7,77,106,15,0,0,0,205,364
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 57","Port Alberni",0,13,82,146,10,1,0,0,252,470
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 58","Deep Bay",1,27,154,110,22,1,1,0,316,505
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 59","Bowser",0,30,80,86,11,2,0,0,209,400
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 60","Bowser",0,13,59,59,3,1,0,2,137,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 61","Qualicum Bay",0,9,24,39,2,0,0,0,74,237
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 61-1","Qualicum Bay",0,5,49,59,6,2,0,0,121,304
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 62","Qualicum",0,23,98,117,16,1,1,1,257,411
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 63","Qualicum",0,29,102,112,20,6,1,0,270,466
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 64","Dashwood",1,32,78,102,7,2,0,2,224,431
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 65","Dashwood",0,10,62,57,10,1,0,0,140,270
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 66","Qualicum Heights",0,27,146,139,4,2,0,0,318,584
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 66-1","Qualicum Heights",1,12,76,43,3,1,0,0,136,270
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 67","Whisky Creek",2,25,51,64,10,1,0,0,153,296
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 68","Dashwood",0,18,62,93,14,3,1,1,192,314
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 68-1","Dashwood",0,14,67,52,8,0,0,1,142,239
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 69","Qualicum Beach",0,21,126,90,31,0,0,1,269,437
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 70","Qualicum Beach",0,6,99,68,16,0,0,0,189,317
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 71","Qualicum Beach",0,17,119,90,32,1,2,2,263,427
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 72","Qualicum Beach",0,17,106,57,12,0,0,1,193,329
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 72-1","Qualicum Beach",0,7,60,36,11,1,1,1,117,206
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 73","Qualicum Beach",0,11,114,84,30,1,2,0,242,393
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 74","Qualicum Beach",0,21,72,68,23,0,0,0,184,359
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 74-1","Qualicum Beach",0,10,48,34,14,0,0,1,107,193
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 75","Qualicum Beach",0,17,140,103,39,1,0,2,302,488
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 76","Qualicum Beach",0,11,58,48,17,2,0,0,136,291
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 77","Qualicum Beach",0,8,62,80,10,0,0,1,161,276
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 78","Qualicum Beach",0,26,122,94,18,2,0,0,262,493
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 79","Qualicum Beach",0,21,109,82,18,1,0,0,231,405
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 80","Qualicum Beach",0,20,127,116,25,1,1,0,290,472
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 81","Qualicum Beach",0,19,154,108,18,1,0,0,300,489
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 82","Qualicum Beach",0,6,108,45,17,0,0,2,178,255
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 82-1","Qualicum",0,12,103,36,19,3,0,0,173,288
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 83","Qualicum Beach",0,10,122,57,18,2,0,0,209,320
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 84","Qualicum Beach",0,7,149,52,24,0,0,0,232,381
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 85","Qualicum Beach",1,7,231,87,27,2,1,0,356,520
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 86","Qualicum Beach",0,10,188,57,25,0,3,1,284,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 87","Qualicum Beach",0,13,139,62,15,2,0,0,231,371
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 88","Qualicum Beach",0,12,161,47,27,2,0,1,250,383
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 89","Qualicum",0,16,103,69,13,1,0,1,203,351
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 89-1","French Creek",1,7,79,24,9,0,0,0,120,178
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 90","French Creek",0,12,69,71,11,2,0,0,165,282
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 91","French Creek",0,5,89,39,10,0,0,1,144,241
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 91-1","Nanaimo G",0,7,121,37,15,0,0,2,182,300
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 92","French Creek",0,13,173,63,18,1,1,0,269,423
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 92-1","Nanaimo G",0,18,159,67,16,1,1,0,262,436
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 93","French Creek",0,9,72,61,12,0,0,0,154,272
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 93-1","Nanaimo G",0,12,70,58,13,2,1,0,156,282
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 94","Parksville",0,13,119,72,13,2,0,0,219,379
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 95","Parksville",0,6,84,52,9,0,0,1,152,288
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 96","Parksville",0,12,100,105,22,2,1,0,242,457
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 97","Parksville",0,8,114,57,12,1,0,0,192,341
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 97-1","Parksville",0,5,91,45,9,0,0,0,150,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 98","Parksville",0,10,45,48,6,2,0,0,111,198
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 99","Parksville",0,16,93,78,13,0,0,0,200,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 99-1","Parksville",0,14,90,63,10,3,0,0,180,281
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 100","Parksville",1,11,94,80,15,0,0,2,203,401
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 101","Parksville",0,22,86,63,24,3,0,0,198,377
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 102","Parksville",0,20,119,104,17,2,0,1,263,479
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 103","Parksville",0,9,84,77,21,0,0,0,191,319
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 103-1","Parksville",0,11,104,58,10,3,0,0,186,299
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 104","Parksville",0,17,99,95,15,0,1,0,227,441
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 105","Parksville",0,14,104,100,28,4,1,0,251,451
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 106","Parksville",0,19,126,83,20,0,0,0,248,397
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 107","Parksville",1,22,95,92,14,4,0,0,228,440
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 108","Parksville",1,13,60,88,8,1,1,0,172,334
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 109","Parksville",0,11,46,54,5,0,0,0,116,232
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 109-1","Parksville",0,9,84,60,9,0,0,0,162,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 110","Parksville",0,8,76,103,22,3,0,0,212,387
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 111A","Parksville",0,7,54,56,5,1,0,0,123,244
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 111B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,,77
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 111-1","Parksville",0,2,51,36,5,0,0,0,94,151
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 112","Parksville",1,26,131,69,11,0,0,0,238,391
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 112-1","Parksville",1,15,64,48,8,1,1,0,138,216
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 113","Parksville",0,25,113,63,10,0,0,2,213,383
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 114","False Bay",2,30,17,173,10,2,0,1,235,296
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 115","Parksville",0,20,76,78,15,0,0,1,190,326
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 116","Parksville",0,25,66,64,19,4,1,1,180,339
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117","Parksville",0,6,94,45,12,0,0,1,158,376
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117-1","Nanaimo E",0,8,84,27,14,1,0,0,134,223
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117-2","Nanaimo E",0,6,136,46,21,1,0,0,210,350
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 118","Nanoose Bay",0,33,120,87,21,0,0,0,261,445
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 119","Nanoose Bay",0,19,150,79,18,2,0,0,268,409
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 120","Nanoose Bay",0,17,135,66,26,2,0,0,246,391
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 121","Dolphin Beach",0,15,116,36,23,0,0,1,191,297
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 121-1","Nanaimo E",0,21,147,87,21,3,1,1,281,419
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 122","Nanoose",0,12,149,49,38,2,0,1,251,377
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 122-1","Nanaimo C",0,10,212,44,50,0,0,0,316,456
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 123","Coombs",0,19,130,104,11,4,0,0,268,467
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 124","Coombs",0,38,113,126,14,7,0,1,299,514
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 125","Coombs",0,18,62,78,11,1,0,2,172,294
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 125-1","Nanaimo F",0,21,57,56,10,6,0,1,151,300
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 126","Errington",0,18,55,78,7,1,0,0,159,388
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 126-1","Nanaimo F",0,18,102,84,8,3,0,1,216,388
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 127","Errington",0,15,63,56,8,6,0,0,148,293
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 127-1","Errington",0,14,88,63,13,1,0,1,180,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 128","Errington",0,21,38,62,5,2,0,0,128,231
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 128-1","Nanaimo F",0,21,70,82,11,2,1,0,187,358
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 129","Little Mountain",0,22,51,57,6,0,1,2,139,255
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 129-1","Nanaimo F",0,27,88,118,6,3,2,2,246,439
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 130","Nanoose",1,23,183,100,8,1,0,1,317,507
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 130-1","Nanoose",0,10,138,54,14,0,0,1,217,356
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 131","Nanoose Bay",1,28,118,89,6,3,1,2,248,382
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 131-1","Nanaimo E",0,16,32,17,10,0,0,0,75,135
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 132","Nanoose Bay",0,19,149,102,33,4,1,1,309,478
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 133","Lantzville",0,8,47,30,5,0,1,0,91,173
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 133-1","Lantzville",0,4,71,72,12,0,0,0,159,300
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 134","Lantzville",0,13,69,96,10,3,0,0,191,399
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 135","Lantzville",0,36,118,111,19,4,0,0,288,424
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 136","Lantzville",0,4,89,93,16,1,0,1,204,355
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 137","Lantzville",1,16,86,116,12,0,0,0,231,385
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 138","Lantzville",0,14,76,69,19,0,0,0,178,272
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 139","Lantzville",0,14,107,82,11,0,0,0,214,347
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 140","Lantzville",0,18,60,59,12,1,0,0,150,255
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 140-1","Lantzville",0,12,100,64,7,1,0,1,185,333
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 141","Nanoose Bay",0,11,116,63,10,1,0,0,201,355
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142","Nanaimo",0,8,80,58,18,5,0,0,169,286
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142-1","Nanaimo",0,6,111,52,28,0,1,0,198,375
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142-2","Nanaimo",0,7,114,53,21,1,4,0,200,349
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 143","Nanaimo",0,15,112,70,26,0,0,0,223,436
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 144","Nanaimo",0,23,125,107,23,0,2,0,280,497
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 145","Nanaimo",0,8,110,53,19,0,0,0,190,347
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 146","Nanaimo",0,3,88,51,17,1,0,1,161,280
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 146-1","Nanaimo",0,10,68,51,15,0,0,0,144,232
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 147","Nanaimo",0,10,99,64,25,0,0,0,198,365
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 148","Nanaimo",0,9,65,53,19,1,0,1,148,238
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 149","Nanaimo",0,15,155,82,25,2,0,1,280,467
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 150","Nanaimo",0,5,88,47,20,0,0,0,160,281
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 151","Nanaimo",0,20,138,79,26,1,1,0,265,441
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 152","Nanaimo",0,9,169,51,23,1,0,0,253,400
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 152-1","Nanaimo",0,7,69,50,17,1,0,0,144,228
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 153","Nanaimo",0,16,94,63,19,0,3,0,195,392
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 153-1","Nanaimo",0,14,70,77,19,0,0,0,180,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 154","Nanaimo",0,8,128,56,17,0,0,0,209,350
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 154-1","Nanaimo",0,12,97,32,21,1,0,0,163,273
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 155","Nanaimo",0,26,99,101,19,2,1,0,248,380
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 156","Nanaimo",0,11,90,87,15,2,1,1,207,410
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 157","Nanaimo",0,4,81,66,16,0,0,0,167,322
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 157-1","Nanaimo",0,12,90,49,16,2,0,0,169,330
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 158","Nanaimo",0,6,123,98,15,1,1,0,244,433
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 159","Nanaimo",0,8,93,57,18,0,0,0,176,358
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 160","Nanaimo",0,8,80,57,13,1,0,0,159,297
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 160-1","Nanaimo",0,4,73,52,13,1,0,0,143,267
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161A","Nanaimo",0,8,84,41,23,0,0,0,156,343
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,,106
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161-1","Nanaimo",0,8,87,57,12,0,0,0,164,271
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 162","Nanaimo",0,10,94,89,19,0,0,0,212,432
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 162-1","Nanaimo",0,7,79,53,22,0,0,0,161,359
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 163","Nanaimo",1,13,132,106,18,3,0,1,274,497
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 164","Nanaimo",0,12,127,101,23,0,1,2,266,451
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 165","Nanaimo",0,10,76,58,18,0,1,0,163,312
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 165-1","Nanaimo",0,12,68,47,10,0,0,0,137,264
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 166","Nanaimo",0,16,117,105,23,3,0,1,265,437
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 167","Nanaimo",1,7,108,73,21,0,1,2,213,398
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 168","Nanaimo",1,15,147,86,23,1,0,1,274,473
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 169","Nanaimo",0,20,131,115,26,0,1,0,293,567
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 170","Nanaimo",0,5,67,57,10,2,0,1,142,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 171","Nanaimo",0,10,92,64,4,0,0,0,170,276
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 171-1","Nanaimo",2,8,111,66,23,4,0,1,215,355
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 172","Nanaimo",0,28,100,95,21,0,0,1,245,416
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 173","Nanaimo",0,17,156,101,19,0,0,1,294,446
