Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Manuel Couto,Susan Galvao,Gary Goodyear,Jacques Malette,Bryan May,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35011,"Cambridge/Cambridge"," 87","Cambridge",1,63,80,7,18,1,170,385
35011,"Cambridge/Cambridge"," 88","Cambridge",1,61,77,5,25,0,169,430
35011,"Cambridge/Cambridge"," 89","Cambridge",1,49,49,10,17,0,126,281
35011,"Cambridge/Cambridge"," 90","Cambridge",1,56,99,6,19,1,182,382
35011,"Cambridge/Cambridge"," 91","Cambridge",0,69,95,2,47,1,214,518
35011,"Cambridge/Cambridge"," 92","Cambridge",0,54,144,9,27,3,237,452
35011,"Cambridge/Cambridge"," 93","Cambridge",0,60,95,3,12,0,170,326
35011,"Cambridge/Cambridge"," 94","Cambridge",1,59,93,7,15,0,175,338
35011,"Cambridge/Cambridge"," 95","Cambridge",0,41,89,5,17,0,152,274
35011,"Cambridge/Cambridge"," 96","Cambridge",0,58,110,8,28,0,204,371
35011,"Cambridge/Cambridge"," 97","Cambridge",0,40,158,9,39,0,246,412
35011,"Cambridge/Cambridge"," 98","Cambridge",1,28,55,2,13,0,99,210
35011,"Cambridge/Cambridge"," 98-1","Cambridge",1,55,97,9,32,1,195,416
35011,"Cambridge/Cambridge"," 99A","Cambridge",0,35,49,1,33,0,118,286
35011,"Cambridge/Cambridge"," 99B","Cambridge",0,35,54,7,13,0,109,273
35011,"Cambridge/Cambridge"," 99-1A","Cambridge",0,24,66,5,30,2,127,289
35011,"Cambridge/Cambridge"," 99-1B","Cambridge",0,42,80,7,32,2,163,322
35011,"Cambridge/Cambridge"," 99-2","Cambridge",1,73,53,5,41,1,174,411
35011,"Cambridge/Cambridge"," 99-3","Cambridge",0,35,55,2,16,2,110,298
35011,"Cambridge/Cambridge"," 100","Cambridge",Void/Supprimé,,,,,,,
35011,"Cambridge/Cambridge"," 101","Cambridge",0,45,101,2,23,0,171,404
35011,"Cambridge/Cambridge"," 102","Cambridge",0,67,139,5,49,1,261,506
35011,"Cambridge/Cambridge"," 103","Cambridge",0,89,90,5,49,0,233,547
35011,"Cambridge/Cambridge"," 103-1","Cambridge",0,31,81,3,24,1,140,235
35011,"Cambridge/Cambridge"," 104","Cambridge",0,55,68,8,33,1,165,387
35011,"Cambridge/Cambridge"," 104-1","Cambridge",0,44,76,7,36,1,164,333
35011,"Cambridge/Cambridge"," 105","Cambridge",1,48,140,2,33,1,225,443
35011,"Cambridge/Cambridge"," 106","Cambridge",1,40,89,4,27,0,161,268
35011,"Cambridge/Cambridge"," 107","Cambridge",0,40,110,6,28,0,184,353
35011,"Cambridge/Cambridge"," 108","Cambridge",0,11,86,6,25,0,128,255
35011,"Cambridge/Cambridge"," 109","Cambridge",1,57,158,3,45,1,265,486
35011,"Cambridge/Cambridge"," 110","Cambridge",1,59,195,6,52,1,314,585
35011,"Cambridge/Cambridge"," 111","Cambridge",0,34,131,11,38,2,216,392
35011,"Cambridge/Cambridge"," 112","Cambridge",1,59,65,7,21,0,153,391
35011,"Cambridge/Cambridge"," 113","Cambridge",0,45,114,10,35,0,204,393
35011,"Cambridge/Cambridge"," 114A","Cambridge",1,43,62,5,39,0,150,280
35011,"Cambridge/Cambridge"," 114B","Cambridge",2,46,89,6,41,1,185,305
35011,"Cambridge/Cambridge"," 115","Cambridge",0,68,106,7,56,1,238,426
35011,"Cambridge/Cambridge"," 116","Cambridge",0,61,126,10,39,0,236,500
35011,"Cambridge/Cambridge"," 117","Cambridge",0,54,106,4,38,2,204,405
35011,"Cambridge/Cambridge"," 118","Cambridge",0,29,59,9,28,2,127,230
35011,"Cambridge/Cambridge"," 119","Cambridge",0,29,116,5,21,1,172,347
35011,"Cambridge/Cambridge"," 120","Cambridge",0,58,101,9,36,0,204,356
35011,"Cambridge/Cambridge"," 121","Cambridge",1,36,141,6,42,1,227,344
35011,"Cambridge/Cambridge"," 122","Cambridge",1,61,147,11,43,3,266,479
35011,"Cambridge/Cambridge"," 123","Cambridge",0,45,110,3,34,0,192,318
35011,"Cambridge/Cambridge"," 123-1","Cambridge",0,44,86,7,13,1,151,247
35011,"Cambridge/Cambridge"," 124","Cambridge",2,72,117,12,22,0,225,412
35011,"Cambridge/Cambridge"," 125","Cambridge",1,54,144,9,33,0,241,377
35011,"Cambridge/Cambridge"," 126","Cambridge",0,47,99,7,35,0,188,329
35011,"Cambridge/Cambridge"," 127","Cambridge",0,64,62,2,25,2,155,324
35011,"Cambridge/Cambridge"," 128","Cambridge",0,86,73,7,19,0,185,451
35011,"Cambridge/Cambridge"," 129","Cambridge",2,75,84,8,25,1,195,456
35011,"Cambridge/Cambridge"," 130","Cambridge",1,58,94,11,14,0,178,362
35011,"Cambridge/Cambridge"," 131","Cambridge",1,96,77,3,44,6,227,486
35011,"Cambridge/Cambridge"," 132","Cambridge",2,53,64,7,30,1,157,412
35011,"Cambridge/Cambridge"," 133","Cambridge",2,67,84,10,67,1,231,531
35011,"Cambridge/Cambridge"," 134","Cambridge",0,63,82,2,12,0,159,411
35011,"Cambridge/Cambridge"," 135","Cambridge",1,50,78,9,28,1,167,447
35011,"Cambridge/Cambridge"," 136","Cambridge",0,44,78,7,22,4,155,406
35011,"Cambridge/Cambridge"," 137","Cambridge",1,64,61,2,22,0,150,410
35011,"Cambridge/Cambridge"," 138","Cambridge",2,54,73,4,15,1,149,363
35011,"Cambridge/Cambridge"," 139","Cambridge",0,67,55,4,15,0,141,409
35011,"Cambridge/Cambridge"," 140","Cambridge",0,94,76,10,23,1,204,422
35011,"Cambridge/Cambridge"," 141","Cambridge",0,67,90,4,20,0,181,433
35011,"Cambridge/Cambridge"," 142","Cambridge",0,67,80,6,32,0,185,413
35011,"Cambridge/Cambridge"," 143A","Cambridge",0,50,47,8,8,1,114,285
35011,"Cambridge/Cambridge"," 143B","Cambridge",0,51,40,6,16,1,114,322
35011,"Cambridge/Cambridge"," 144","Cambridge",1,55,69,17,29,2,173,338
35011,"Cambridge/Cambridge"," 144-1","Cambridge",0,41,60,7,22,0,130,284
35011,"Cambridge/Cambridge"," 145","Cambridge",0,78,96,13,20,0,207,471
35011,"Cambridge/Cambridge"," 146","Cambridge",1,63,93,5,19,2,183,375
35011,"Cambridge/Cambridge"," 147","Cambridge",1,70,99,10,19,0,199,394
35011,"Cambridge/Cambridge"," 148","Cambridge",0,66,162,14,53,0,295,561
35011,"Cambridge/Cambridge"," 149","Cambridge",0,44,100,9,43,0,196,384
35011,"Cambridge/Cambridge"," 150","Cambridge",0,43,72,6,15,0,136,270
35011,"Cambridge/Cambridge"," 151","Cambridge",0,60,88,7,37,0,192,303
35011,"Cambridge/Cambridge"," 152","Cambridge",1,62,108,14,25,0,210,469
35011,"Cambridge/Cambridge"," 153","Cambridge",0,41,66,21,40,2,170,303
35011,"Cambridge/Cambridge"," 154","Cambridge",0,39,122,19,73,0,253,444
35011,"Cambridge/Cambridge"," 155","Cambridge",0,80,54,15,28,1,178,409
35011,"Cambridge/Cambridge"," 156","Cambridge",0,60,57,10,24,1,152,345
35011,"Cambridge/Cambridge"," 157","Cambridge",2,83,107,7,28,2,229,384
35011,"Cambridge/Cambridge"," 158","Cambridge",1,65,80,10,12,1,169,336
35011,"Cambridge/Cambridge"," 159","Cambridge",0,84,67,3,15,2,171,364
35011,"Cambridge/Cambridge"," 160","Cambridge",0,88,77,13,21,3,202,515
35011,"Cambridge/Cambridge"," 161","Cambridge",1,55,38,10,12,4,120,432
35011,"Cambridge/Cambridge"," 162","Cambridge",0,75,122,14,43,0,254,450
35011,"Cambridge/Cambridge"," 163","Cambridge",1,77,141,4,58,1,282,480
35011,"Cambridge/Cambridge"," 164","Cambridge",0,63,105,8,31,0,207,416
35011,"Cambridge/Cambridge"," 165","Cambridge",0,104,130,10,35,1,280,484
35011,"Cambridge/Cambridge"," 166","Cambridge",1,30,29,3,6,0,69,237
35011,"Cambridge/Cambridge"," 167","Cambridge",0,70,104,3,21,1,199,351
35011,"Cambridge/Cambridge"," 168","Cambridge",1,54,71,7,14,1,148,379
35011,"Cambridge/Cambridge"," 169","Cambridge",Void/Supprimé,,,,,,,
35011,"Cambridge/Cambridge"," 170","Cambridge",1,69,127,10,41,1,249,480
35011,"Cambridge/Cambridge"," 171","Cambridge",0,83,155,14,55,2,309,516
35011,"Cambridge/Cambridge"," 172","Cambridge",0,74,136,8,39,0,257,535
35011,"Cambridge/Cambridge"," 173","Cambridge",1,33,85,9,35,0,163,360
35011,"Cambridge/Cambridge"," 174","Cambridge",0,50,144,11,31,1,237,349
35011,"Cambridge/Cambridge"," 175","Cambridge",0,66,81,7,29,1,184,483
35011,"Cambridge/Cambridge"," 176","Cambridge",0,52,61,9,12,0,134,317
35011,"Cambridge/Cambridge"," 177","Cambridge",0,69,105,7,28,1,210,416
35011,"Cambridge/Cambridge"," 178","Cambridge",1,89,80,9,20,3,202,386
35011,"Cambridge/Cambridge"," 179","Cambridge",0,84,116,10,26,1,237,412
35011,"Cambridge/Cambridge"," 180","Cambridge",2,40,89,3,24,0,158,322
35011,"Cambridge/Cambridge"," 181","Cambridge",4,76,70,2,27,2,181,419
35011,"Cambridge/Cambridge"," 182","Cambridge",2,57,113,6,23,3,204,465
35011,"Cambridge/Cambridge"," 183","Cambridge",3,69,95,5,26,0,198,427
35011,"Cambridge/Cambridge"," 184","Cambridge",1,65,129,7,43,7,252,484
35011,"Cambridge/Cambridge"," 184-1","Cambridge",0,37,32,5,12,1,87,210
35011,"Cambridge/Cambridge"," 185","Cambridge",0,71,79,2,16,2,170,317
35011,"Cambridge/Cambridge"," 186","Cambridge",4,34,78,3,21,0,140,274
35011,"Cambridge/Cambridge"," 187","Cambridge",4,73,90,3,18,2,190,454
35011,"Cambridge/Cambridge"," 188","Cambridge",2,50,101,4,23,3,183,407
35011,"Cambridge/Cambridge"," 189","Cambridge",0,38,103,2,21,2,166,316
35011,"Cambridge/Cambridge"," 190","Cambridge",0,38,87,6,11,3,145,278
35011,"Cambridge/Cambridge"," 191","Cambridge",0,55,75,6,12,0,148,474
35011,"Cambridge/Cambridge"," 192","Cambridge",0,78,82,7,10,0,177,355
35011,"Cambridge/Cambridge"," 193","Cambridge",0,28,32,1,11,1,73,259
35011,"Cambridge/Cambridge"," 194","Cambridge",2,38,69,7,13,1,130,276
35011,"Cambridge/Cambridge"," 195","Cambridge",1,66,100,12,23,5,207,358
35011,"Cambridge/Cambridge"," 196","Cambridge",0,46,99,6,15,2,168,369
35011,"Cambridge/Cambridge"," 197","Cambridge",1,72,134,4,22,1,234,537
35011,"Cambridge/Cambridge"," 198","Cambridge",0,26,63,2,6,4,101,265
35011,"Cambridge/Cambridge"," 199","Cambridge",1,61,106,9,29,0,206,427
35011,"Cambridge/Cambridge"," 200","Cambridge",0,46,81,2,21,0,150,329
35011,"Cambridge/Cambridge"," 201","Cambridge",1,86,119,10,34,0,250,519
35011,"Cambridge/Cambridge"," 201-1A","Cambridge",0,45,72,4,17,2,140,313
35011,"Cambridge/Cambridge"," 201-1B","Cambridge",1,40,72,3,22,0,138,313
35011,"Cambridge/Cambridge"," 202","Cambridge",0,63,148,9,43,1,264,536
35011,"Cambridge/Cambridge"," 203","Cambridge",0,50,122,8,26,1,207,384
35011,"Cambridge/Cambridge"," 203-1","Cambridge",0,31,86,4,19,0,140,295
35011,"Cambridge/Cambridge"," 204A","Cambridge",0,30,75,2,15,0,122,282
35011,"Cambridge/Cambridge"," 204B","Cambridge",0,40,91,0,15,0,146,314
35011,"Cambridge/Cambridge"," 205","Cambridge",1,44,90,5,26,0,166,451
35011,"Cambridge/Cambridge"," 206","Cambridge",0,57,145,8,22,3,235,477
35011,"Cambridge/Cambridge"," 207","North Dumfries",0,77,193,11,39,1,321,475
35011,"Cambridge/Cambridge"," 208","North Dumfries",1,42,117,3,25,1,189,291
35011,"Cambridge/Cambridge"," 209","North Dumfries",0,54,123,17,44,3,241,374
35011,"Cambridge/Cambridge"," 210A","North Dumfries",0,45,105,7,22,0,179,282
35011,"Cambridge/Cambridge"," 210B","North Dumfries",0,37,96,7,30,1,171,302
35011,"Cambridge/Cambridge"," 211","North Dumfries",0,34,82,8,22,0,146,262
35011,"Cambridge/Cambridge"," 212A","North Dumfries",1,25,81,4,28,0,139,281
35011,"Cambridge/Cambridge"," 212B","North Dumfries",0,45,95,6,20,0,166,291
35011,"Cambridge/Cambridge"," 213","North Dumfries",Void/Supprimé,,,,,,,
35011,"Cambridge/Cambridge"," 214","North Dumfries",1,30,142,6,39,0,218,376
35011,"Cambridge/Cambridge"," 215","North Dumfries",1,48,107,8,19,1,184,335
35011,"Cambridge/Cambridge"," 216","North Dumfries",0,78,139,14,36,0,267,437
35011,"Cambridge/Cambridge"," 217","North Dumfries",0,62,228,13,39,1,343,573
35011,"Cambridge/Cambridge"," 218","North Dumfries",0,29,167,14,22,0,232,368
35011,"Cambridge/Cambridge"," 219","North Dumfries",0,47,142,3,45,0,237,383
35011,"Cambridge/Cambridge"," 220","North Dumfries",1,52,107,2,20,0,182,335
35011,"Cambridge/Cambridge"," 221","North Dumfries",0,48,162,9,17,0,236,425
35011,"Cambridge/Cambridge"," 222","North Dumfries",0,41,122,8,24,1,196,348
35011,"Cambridge/Cambridge"," 223","North Dumfries",0,67,228,8,26,1,330,558
35011,"Cambridge/Cambridge"," 500","Mobile poll/Bureau itinérant",2,19,57,0,19,8,105,137
35011,"Cambridge/Cambridge"," 501","Mobile poll/Bureau itinérant",1,16,53,1,25,0,96,164
35011,"Cambridge/Cambridge"," 502","Mobile poll/Bureau itinérant",4,20,29,3,22,2,80,132
35011,"Cambridge/Cambridge"," 600","Cambridge",3,124,458,29,141,2,757,
35011,"Cambridge/Cambridge"," 601","Cambridge",1,72,227,15,75,5,395,
35011,"Cambridge/Cambridge"," 602","Cambridge",0,48,159,4,48,0,259,
35011,"Cambridge/Cambridge"," 603","Cambridge",0,59,199,10,77,2,347,
35011,"Cambridge/Cambridge"," 604","Cambridge",0,77,359,15,158,0,609,
35011,"Cambridge/Cambridge"," 605","Cambridge",0,124,337,28,137,1,627,
35011,"Cambridge/Cambridge"," 606","Cambridge",0,62,182,9,63,0,316,
35011,"Cambridge/Cambridge"," 607","North Dumfries",0,84,290,17,117,1,509,
35011,"Cambridge/Cambridge"," 608","North Dumfries",0,9,102,8,15,0,134,
35011,"Cambridge/Cambridge"," 609","Cambridge",2,150,523,24,134,1,834,
35011,"Cambridge/Cambridge"," 610","Cambridge",3,142,327,20,117,2,611,
35011,"Cambridge/Cambridge"," 611","Cambridge",2,106,243,20,90,3,464,
35011,"Cambridge/Cambridge"," 612","Cambridge",2,93,345,16,107,3,566,
35011,"Cambridge/Cambridge"," 613","Cambridge",1,79,315,9,85,1,490,
35011,"Cambridge/Cambridge"," 614","Cambridge",0,47,161,7,56,0,271,
35011,"Cambridge/Cambridge"," 615","Cambridge",1,93,323,6,109,2,534,
35011,"Cambridge/Cambridge"," 616","Cambridge",1,40,172,8,77,2,300,
35011,"Cambridge/Cambridge",,Group 1/Groupe 1,0,8,81,4,44,3,140,249
35011,"Cambridge/Cambridge",,Group 2/Groupe 2,0,99,389,19,139,6,652,
