Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pat Davidson,Christopher Desormeaux-Malm,Tim Fugard,Tim van Bodegom,Brian White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35078,"Sarnia--Lambton/Sarnia--Lambton"," 16","Sarnia",103,5,38,8,74,0,228,334
35078,"Sarnia--Lambton/Sarnia--Lambton"," 17","Sarnia",74,0,32,3,43,2,154,258
35078,"Sarnia--Lambton/Sarnia--Lambton"," 18","Sarnia",123,0,59,4,38,0,224,352
35078,"Sarnia--Lambton/Sarnia--Lambton"," 19","Sarnia",136,4,69,7,60,0,276,496
35078,"Sarnia--Lambton/Sarnia--Lambton"," 20","Sarnia",138,0,42,6,68,3,257,479
35078,"Sarnia--Lambton/Sarnia--Lambton"," 21","Sarnia",100,0,42,7,90,2,241,443
35078,"Sarnia--Lambton/Sarnia--Lambton"," 22","Sarnia",98,1,28,5,63,0,195,360
35078,"Sarnia--Lambton/Sarnia--Lambton"," 23","Sarnia",102,0,39,2,57,0,200,356
35078,"Sarnia--Lambton/Sarnia--Lambton"," 24","Sarnia",137,2,33,4,95,1,272,430
35078,"Sarnia--Lambton/Sarnia--Lambton"," 25","Sarnia",125,3,38,12,54,1,233,347
35078,"Sarnia--Lambton/Sarnia--Lambton"," 26","Sarnia",81,1,22,5,70,1,180,332
35078,"Sarnia--Lambton/Sarnia--Lambton"," 27","Point Edward",108,1,24,6,80,2,221,328
35078,"Sarnia--Lambton/Sarnia--Lambton"," 28","Point Edward",108,2,31,9,49,1,200,382
35078,"Sarnia--Lambton/Sarnia--Lambton"," 29","Point Edward",171,1,44,11,89,2,318,518
35078,"Sarnia--Lambton/Sarnia--Lambton"," 30","Point Edward",113,1,30,6,82,0,232,385
35078,"Sarnia--Lambton/Sarnia--Lambton"," 31","Sarnia",71,1,25,8,57,0,162,304
35078,"Sarnia--Lambton/Sarnia--Lambton"," 32","Sarnia",74,0,19,0,45,0,138,267
35078,"Sarnia--Lambton/Sarnia--Lambton"," 33","Sarnia",37,0,10,0,45,0,92,272
35078,"Sarnia--Lambton/Sarnia--Lambton"," 34","Sarnia",93,0,24,4,61,1,183,339
35078,"Sarnia--Lambton/Sarnia--Lambton"," 35","Sarnia",78,0,15,4,81,0,178,310
35078,"Sarnia--Lambton/Sarnia--Lambton"," 36","Sarnia",62,1,10,5,71,0,149,318
35078,"Sarnia--Lambton/Sarnia--Lambton"," 37","Sarnia",126,2,26,6,92,1,253,377
35078,"Sarnia--Lambton/Sarnia--Lambton"," 38","Sarnia",130,4,21,3,55,0,213,373
35078,"Sarnia--Lambton/Sarnia--Lambton"," 39","Sarnia",114,0,30,3,64,0,211,336
35078,"Sarnia--Lambton/Sarnia--Lambton"," 40","Sarnia",86,0,29,2,70,0,187,334
35078,"Sarnia--Lambton/Sarnia--Lambton"," 41","Sarnia",93,1,45,8,78,3,228,373
35078,"Sarnia--Lambton/Sarnia--Lambton"," 42","Sarnia",133,1,39,4,75,0,252,441
35078,"Sarnia--Lambton/Sarnia--Lambton"," 43","Sarnia",94,1,47,5,66,1,214,362
35078,"Sarnia--Lambton/Sarnia--Lambton"," 44","Sarnia",107,1,44,1,63,2,218,360
35078,"Sarnia--Lambton/Sarnia--Lambton"," 45","Sarnia",103,3,42,8,84,1,241,480
35078,"Sarnia--Lambton/Sarnia--Lambton"," 46","Sarnia",112,0,58,1,70,1,242,466
35078,"Sarnia--Lambton/Sarnia--Lambton"," 46-1","Sarnia",177,2,68,2,72,1,322,541
35078,"Sarnia--Lambton/Sarnia--Lambton"," 47","Sarnia",85,0,15,8,119,1,228,486
35078,"Sarnia--Lambton/Sarnia--Lambton"," 48","Sarnia",53,1,10,4,62,1,131,286
35078,"Sarnia--Lambton/Sarnia--Lambton"," 49","Sarnia",133,0,22,5,55,0,215,365
35078,"Sarnia--Lambton/Sarnia--Lambton"," 50","Sarnia",74,4,19,3,61,1,162,307
35078,"Sarnia--Lambton/Sarnia--Lambton"," 51","Sarnia",50,0,18,2,56,0,126,320
35078,"Sarnia--Lambton/Sarnia--Lambton"," 52","Sarnia",98,2,18,4,78,0,200,461
35078,"Sarnia--Lambton/Sarnia--Lambton"," 53","Sarnia",85,3,33,2,47,3,173,334
35078,"Sarnia--Lambton/Sarnia--Lambton"," 54","Sarnia",66,3,14,2,72,2,159,323
35078,"Sarnia--Lambton/Sarnia--Lambton"," 55","Sarnia",66,2,15,5,74,0,162,369
35078,"Sarnia--Lambton/Sarnia--Lambton"," 56A","Sarnia",157,0,46,1,96,0,300,598
35078,"Sarnia--Lambton/Sarnia--Lambton"," 56B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,1
35078,"Sarnia--Lambton/Sarnia--Lambton"," 57","Sarnia",64,1,22,8,73,2,170,427
35078,"Sarnia--Lambton/Sarnia--Lambton"," 58","Sarnia",70,0,16,5,73,0,164,349
35078,"Sarnia--Lambton/Sarnia--Lambton"," 59","Sarnia",79,0,44,8,76,0,207,359
35078,"Sarnia--Lambton/Sarnia--Lambton"," 60","Sarnia",70,1,31,8,70,0,180,405
35078,"Sarnia--Lambton/Sarnia--Lambton"," 61","Sarnia",61,1,13,3,89,3,170,483
35078,"Sarnia--Lambton/Sarnia--Lambton"," 62","Sarnia",80,4,23,5,82,0,194,395
35078,"Sarnia--Lambton/Sarnia--Lambton"," 63","Sarnia",77,4,16,7,64,0,168,323
35078,"Sarnia--Lambton/Sarnia--Lambton"," 64","Sarnia",77,8,18,6,36,2,147,245
35078,"Sarnia--Lambton/Sarnia--Lambton"," 65","Sarnia",85,13,21,3,51,1,174,314
35078,"Sarnia--Lambton/Sarnia--Lambton"," 66","Sarnia",66,13,40,6,48,0,173,326
35078,"Sarnia--Lambton/Sarnia--Lambton"," 67","Sarnia",69,0,11,3,92,0,175,450
35078,"Sarnia--Lambton/Sarnia--Lambton"," 68","Sarnia",113,1,25,6,91,0,236,449
35078,"Sarnia--Lambton/Sarnia--Lambton"," 69","Sarnia",99,3,19,3,80,0,204,408
35078,"Sarnia--Lambton/Sarnia--Lambton"," 70","Sarnia",124,5,23,7,83,0,242,571
35078,"Sarnia--Lambton/Sarnia--Lambton"," 71","Sarnia",120,1,25,3,59,0,208,429
35078,"Sarnia--Lambton/Sarnia--Lambton"," 71-1","Sarnia",84,0,12,2,40,0,138,267
35078,"Sarnia--Lambton/Sarnia--Lambton"," 72","Sarnia",159,0,34,6,97,2,298,603
35078,"Sarnia--Lambton/Sarnia--Lambton"," 73","Sarnia",106,0,11,4,88,1,210,405
35078,"Sarnia--Lambton/Sarnia--Lambton"," 74","Sarnia",63,2,24,1,60,0,150,331
35078,"Sarnia--Lambton/Sarnia--Lambton"," 75","Sarnia",87,0,24,3,67,3,184,381
35078,"Sarnia--Lambton/Sarnia--Lambton"," 76","Sarnia",61,3,12,4,95,0,175,348
35078,"Sarnia--Lambton/Sarnia--Lambton"," 77","Sarnia",59,1,6,6,97,0,169,424
35078,"Sarnia--Lambton/Sarnia--Lambton"," 78","Sarnia",86,0,17,1,53,0,157,300
35078,"Sarnia--Lambton/Sarnia--Lambton"," 79","Sarnia",60,0,16,1,68,2,147,302
35078,"Sarnia--Lambton/Sarnia--Lambton"," 80","Sarnia",96,1,16,4,72,1,190,382
35078,"Sarnia--Lambton/Sarnia--Lambton"," 81","Sarnia",74,1,15,1,74,0,165,366
35078,"Sarnia--Lambton/Sarnia--Lambton"," 82","Sarnia",75,1,18,6,51,1,152,330
35078,"Sarnia--Lambton/Sarnia--Lambton"," 83","Sarnia",86,2,36,2,52,0,178,339
35078,"Sarnia--Lambton/Sarnia--Lambton"," 84","Sarnia",98,6,18,7,90,0,219,490
35078,"Sarnia--Lambton/Sarnia--Lambton"," 85","Sarnia",73,0,19,9,70,0,171,343
35078,"Sarnia--Lambton/Sarnia--Lambton"," 86","Sarnia",114,0,46,9,58,0,227,399
35078,"Sarnia--Lambton/Sarnia--Lambton"," 87","Sarnia",69,4,28,4,78,0,183,375
35078,"Sarnia--Lambton/Sarnia--Lambton"," 88","Sarnia",93,2,14,4,84,0,197,430
35078,"Sarnia--Lambton/Sarnia--Lambton"," 89","Sarnia",51,0,15,3,71,1,141,305
35078,"Sarnia--Lambton/Sarnia--Lambton"," 90","Sarnia",58,0,33,6,54,0,151,314
35078,"Sarnia--Lambton/Sarnia--Lambton"," 91","Sarnia",54,1,23,1,65,0,144,300
35078,"Sarnia--Lambton/Sarnia--Lambton"," 92","Sarnia",105,2,16,9,75,0,207,355
35078,"Sarnia--Lambton/Sarnia--Lambton"," 93","Sarnia",69,1,24,2,64,1,161,302
35078,"Sarnia--Lambton/Sarnia--Lambton"," 94","Sarnia",88,3,23,1,63,0,178,356
35078,"Sarnia--Lambton/Sarnia--Lambton"," 95","Sarnia",65,0,14,2,57,1,139,287
35078,"Sarnia--Lambton/Sarnia--Lambton"," 96","Sarnia",47,0,8,2,55,0,112,337
35078,"Sarnia--Lambton/Sarnia--Lambton"," 97","Sarnia",43,1,16,4,48,0,112,334
35078,"Sarnia--Lambton/Sarnia--Lambton"," 98","Sarnia",63,1,8,8,68,1,149,331
35078,"Sarnia--Lambton/Sarnia--Lambton"," 99","Sarnia",85,2,27,7,89,1,211,461
35078,"Sarnia--Lambton/Sarnia--Lambton"," 100","Sarnia",51,1,6,8,69,4,139,304
35078,"Sarnia--Lambton/Sarnia--Lambton"," 101","Sarnia",51,0,22,4,76,0,153,371
35078,"Sarnia--Lambton/Sarnia--Lambton"," 102","Sarnia",56,4,15,4,81,0,160,460
35078,"Sarnia--Lambton/Sarnia--Lambton"," 103","Sarnia",69,6,30,0,53,0,158,451
35078,"Sarnia--Lambton/Sarnia--Lambton"," 104","Sarnia",70,0,15,3,52,0,140,295
35078,"Sarnia--Lambton/Sarnia--Lambton"," 105","Sarnia",36,2,11,1,50,1,101,314
35078,"Sarnia--Lambton/Sarnia--Lambton"," 106","Sarnia",26,2,9,6,56,0,99,348
35078,"Sarnia--Lambton/Sarnia--Lambton"," 107A","Sarnia",60,0,14,11,73,0,158,330
35078,"Sarnia--Lambton/Sarnia--Lambton"," 107B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,108
35078,"Sarnia--Lambton/Sarnia--Lambton"," 108","Sarnia",86,4,8,6,87,2,193,390
35078,"Sarnia--Lambton/Sarnia--Lambton"," 109","Sarnia",85,1,30,3,91,0,210,408
35078,"Sarnia--Lambton/Sarnia--Lambton"," 110","Sarnia",87,1,20,5,75,0,188,380
35078,"Sarnia--Lambton/Sarnia--Lambton"," 111","Sarnia",69,3,20,5,59,1,157,361
35078,"Sarnia--Lambton/Sarnia--Lambton"," 112","Sarnia",37,1,10,4,72,0,124,481
35078,"Sarnia--Lambton/Sarnia--Lambton"," 113","Sarnia",64,1,7,6,50,0,128,307
35078,"Sarnia--Lambton/Sarnia--Lambton"," 114","Sarnia",42,0,11,2,72,1,128,317
35078,"Sarnia--Lambton/Sarnia--Lambton"," 115","Sarnia",53,1,17,8,74,2,155,366
35078,"Sarnia--Lambton/Sarnia--Lambton"," 116","Sarnia",50,0,11,4,70,0,135,375
35078,"Sarnia--Lambton/Sarnia--Lambton"," 117","Sarnia",70,3,12,14,86,0,185,399
35078,"Sarnia--Lambton/Sarnia--Lambton"," 118","Sarnia",41,0,13,5,62,1,122,320
35078,"Sarnia--Lambton/Sarnia--Lambton"," 119","Sarnia",29,1,8,2,65,0,105,329
35078,"Sarnia--Lambton/Sarnia--Lambton"," 120","Sarnia 45",35,1,19,3,129,0,187,543
35078,"Sarnia--Lambton/Sarnia--Lambton"," 121","Sarnia",124,0,36,3,56,0,219,357
35078,"Sarnia--Lambton/Sarnia--Lambton"," 122","Sarnia",178,1,55,7,60,0,301,457
35078,"Sarnia--Lambton/Sarnia--Lambton"," 123","Sarnia",152,2,47,3,72,0,276,463
35078,"Sarnia--Lambton/Sarnia--Lambton"," 124","Sarnia",142,2,58,10,86,2,300,461
35078,"Sarnia--Lambton/Sarnia--Lambton"," 125","Sarnia",122,0,36,11,50,1,220,318
35078,"Sarnia--Lambton/Sarnia--Lambton"," 126","Sarnia",102,3,49,7,46,0,207,316
35078,"Sarnia--Lambton/Sarnia--Lambton"," 127","Sarnia",163,2,52,17,82,0,316,533
35078,"Sarnia--Lambton/Sarnia--Lambton"," 128","Sarnia",138,0,40,5,89,0,272,452
35078,"Sarnia--Lambton/Sarnia--Lambton"," 129","Sarnia",100,0,41,11,96,1,249,457
35078,"Sarnia--Lambton/Sarnia--Lambton"," 130","Sarnia",116,0,38,4,38,0,196,351
35078,"Sarnia--Lambton/Sarnia--Lambton"," 130-1","Sarnia",124,1,42,3,37,0,207,322
35078,"Sarnia--Lambton/Sarnia--Lambton"," 131","Sarnia",180,3,76,8,88,3,358,606
35078,"Sarnia--Lambton/Sarnia--Lambton"," 132","Sarnia",118,1,33,4,42,1,199,358
35078,"Sarnia--Lambton/Sarnia--Lambton"," 133","Sarnia",117,7,28,5,49,1,207,341
35078,"Sarnia--Lambton/Sarnia--Lambton"," 134","Sarnia",150,5,20,6,78,0,259,408
35078,"Sarnia--Lambton/Sarnia--Lambton"," 135","Sarnia",183,3,21,2,84,1,294,556
35078,"Sarnia--Lambton/Sarnia--Lambton"," 135-1","Sarnia",86,2,9,1,36,0,134,249
35078,"Sarnia--Lambton/Sarnia--Lambton"," 136","Sarnia",94,9,18,2,38,0,161,246
35078,"Sarnia--Lambton/Sarnia--Lambton"," 137","Sarnia",109,12,21,5,27,0,174,293
35078,"Sarnia--Lambton/Sarnia--Lambton"," 138","Sarnia",115,5,14,8,28,1,171,345
35078,"Sarnia--Lambton/Sarnia--Lambton"," 139","Plympton",113,7,45,7,51,0,223,317
35078,"Sarnia--Lambton/Sarnia--Lambton"," 140","Plympton",95,1,28,2,45,2,173,272
35078,"Sarnia--Lambton/Sarnia--Lambton"," 141","Plympton",173,4,68,5,85,1,336,507
35078,"Sarnia--Lambton/Sarnia--Lambton"," 142","Plympton",192,1,46,7,73,0,319,467
35078,"Sarnia--Lambton/Sarnia--Lambton"," 143","Plympton",227,3,47,19,116,0,412,664
35078,"Sarnia--Lambton/Sarnia--Lambton"," 144","Plympton",214,12,36,5,87,0,354,562
35078,"Sarnia--Lambton/Sarnia--Lambton"," 145","Plympton",131,7,26,7,30,0,201,341
35078,"Sarnia--Lambton/Sarnia--Lambton"," 146","Plympton",97,15,12,8,35,0,167,310
35078,"Sarnia--Lambton/Sarnia--Lambton"," 147","Plympton",101,12,20,4,26,0,163,251
35078,"Sarnia--Lambton/Sarnia--Lambton"," 148","Wyoming",194,14,42,7,54,2,313,460
35078,"Sarnia--Lambton/Sarnia--Lambton"," 149","Wyoming",138,13,19,4,26,1,201,356
35078,"Sarnia--Lambton/Sarnia--Lambton"," 150","Wyoming",183,13,20,4,47,2,269,430
35078,"Sarnia--Lambton/Sarnia--Lambton"," 151","Wyoming",148,12,19,8,49,0,236,452
35078,"Sarnia--Lambton/Sarnia--Lambton"," 152","Plympton",150,18,28,5,40,0,241,405
35078,"Sarnia--Lambton/Sarnia--Lambton"," 153","Enniskillen",142,2,23,5,59,1,232,397
35078,"Sarnia--Lambton/Sarnia--Lambton"," 154","Petrolia",101,2,12,0,80,1,196,377
35078,"Sarnia--Lambton/Sarnia--Lambton"," 155","Petrolia",210,2,43,13,73,0,341,568
35078,"Sarnia--Lambton/Sarnia--Lambton"," 156","Enniskillen",117,1,26,3,47,1,195,345
35078,"Sarnia--Lambton/Sarnia--Lambton"," 156-1","Enniskillen",133,1,33,5,77,0,249,432
35078,"Sarnia--Lambton/Sarnia--Lambton"," 157","Petrolia",135,1,28,3,56,0,223,394
35078,"Sarnia--Lambton/Sarnia--Lambton"," 158","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 159","Petrolia",136,0,41,7,70,1,255,479
35078,"Sarnia--Lambton/Sarnia--Lambton"," 160","Petrolia",115,0,25,4,49,6,199,378
35078,"Sarnia--Lambton/Sarnia--Lambton"," 161","Petrolia",90,4,23,5,38,1,161,358
35078,"Sarnia--Lambton/Sarnia--Lambton"," 162","Petrolia",101,0,26,5,39,0,171,285
35078,"Sarnia--Lambton/Sarnia--Lambton"," 162-1","Petrolia",67,1,24,4,40,1,137,310
35078,"Sarnia--Lambton/Sarnia--Lambton"," 163","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 164","Petrolia",152,2,21,4,90,2,271,520
35078,"Sarnia--Lambton/Sarnia--Lambton"," 165","Petrolia",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 166","Enniskillen",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 167","Enniskillen",144,2,40,6,52,0,244,403
35078,"Sarnia--Lambton/Sarnia--Lambton"," 168","Enniskillen",121,0,12,9,52,0,194,332
35078,"Sarnia--Lambton/Sarnia--Lambton"," 169","Enniskillen",201,0,27,9,54,0,291,518
35078,"Sarnia--Lambton/Sarnia--Lambton"," 170","Oil Springs",111,1,8,2,36,1,159,276
35078,"Sarnia--Lambton/Sarnia--Lambton"," 171","Oil Springs",123,0,13,1,32,0,169,250
35078,"Sarnia--Lambton/Sarnia--Lambton"," 172","Enniskillen",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 173","Moore",74,0,15,6,67,0,162,319
35078,"Sarnia--Lambton/Sarnia--Lambton"," 174","Moore",154,2,22,11,98,3,290,554
35078,"Sarnia--Lambton/Sarnia--Lambton"," 175","Moore",Void/Supprimé,,,,,,,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 176","Moore",141,1,43,12,96,0,293,566
35078,"Sarnia--Lambton/Sarnia--Lambton"," 177","Moore",97,2,20,5,58,1,183,367
35078,"Sarnia--Lambton/Sarnia--Lambton"," 178","Moore",123,1,23,7,85,1,240,448
35078,"Sarnia--Lambton/Sarnia--Lambton"," 179","Moore",137,3,27,11,111,1,290,583
35078,"Sarnia--Lambton/Sarnia--Lambton"," 180","Moore",146,3,30,5,73,1,258,452
35078,"Sarnia--Lambton/Sarnia--Lambton"," 181","Moore",92,0,15,7,54,0,168,328
35078,"Sarnia--Lambton/Sarnia--Lambton"," 181-1","Moore",77,4,5,2,54,1,143,245
35078,"Sarnia--Lambton/Sarnia--Lambton"," 182","Corunna",144,0,27,3,66,0,240,467
35078,"Sarnia--Lambton/Sarnia--Lambton"," 182-1","Corunna",95,0,39,1,33,0,168,350
35078,"Sarnia--Lambton/Sarnia--Lambton"," 183","Mooretown",104,0,28,6,44,0,182,348
35078,"Sarnia--Lambton/Sarnia--Lambton"," 184","Courtright",101,1,21,3,59,1,186,356
35078,"Sarnia--Lambton/Sarnia--Lambton"," 185","Courtright",112,3,16,2,71,1,205,367
35078,"Sarnia--Lambton/Sarnia--Lambton"," 186","Corunna",168,1,11,8,67,1,256,491
35078,"Sarnia--Lambton/Sarnia--Lambton"," 187","Moore",125,5,39,9,51,0,229,444
35078,"Sarnia--Lambton/Sarnia--Lambton"," 188","Courtright",85,1,19,3,44,0,152,265
35078,"Sarnia--Lambton/Sarnia--Lambton"," 189","Brigden",166,3,20,7,63,0,259,388
35078,"Sarnia--Lambton/Sarnia--Lambton"," 190","Brigden",142,0,16,5,62,0,225,391
35078,"Sarnia--Lambton/Sarnia--Lambton"," 191","Bradshaw",130,2,21,3,41,2,199,329
35078,"Sarnia--Lambton/Sarnia--Lambton"," 192","Wilkesport",119,0,10,4,44,1,178,346
35078,"Sarnia--Lambton/Sarnia--Lambton"," 193","Sombra",190,0,38,3,83,4,318,505
35078,"Sarnia--Lambton/Sarnia--Lambton"," 194","Sombra",53,1,4,5,35,0,98,154
35078,"Sarnia--Lambton/Sarnia--Lambton"," 195","Port Lambton",135,2,32,3,53,2,227,368
35078,"Sarnia--Lambton/Sarnia--Lambton"," 196","Port Lambton",153,0,34,5,73,1,266,427
35078,"Sarnia--Lambton/Sarnia--Lambton"," 197","Babys Point",201,0,40,11,79,2,333,480
35078,"Sarnia--Lambton/Sarnia--Lambton"," 198","Becher",117,2,22,7,44,1,193,327
35078,"Sarnia--Lambton/Sarnia--Lambton"," 400","Sarnia",243,2,42,5,86,1,379,485
35078,"Sarnia--Lambton/Sarnia--Lambton"," 500","Mobile poll/Bureau itinérant",57,1,22,1,25,5,111,295
35078,"Sarnia--Lambton/Sarnia--Lambton"," 501","Mobile poll/Bureau itinérant",52,1,13,2,16,0,84,148
35078,"Sarnia--Lambton/Sarnia--Lambton"," 502","Mobile poll/Bureau itinérant",80,0,14,3,15,6,118,200
35078,"Sarnia--Lambton/Sarnia--Lambton"," 503","Mobile poll/Bureau itinérant",67,3,14,2,32,1,119,111
35078,"Sarnia--Lambton/Sarnia--Lambton"," 504","Mobile poll/Bureau itinérant",92,1,27,2,34,4,160,159
35078,"Sarnia--Lambton/Sarnia--Lambton"," 505","Mobile poll/Bureau itinérant",33,3,11,0,8,2,57,122
35078,"Sarnia--Lambton/Sarnia--Lambton"," 506","Mobile poll/Bureau itinérant",89,2,13,0,10,3,117,215
35078,"Sarnia--Lambton/Sarnia--Lambton"," 507A","Mobile poll/Bureau itinérant",94,2,23,0,14,7,140,163
35078,"Sarnia--Lambton/Sarnia--Lambton"," 507B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,64
35078,"Sarnia--Lambton/Sarnia--Lambton"," 600","Sarnia",327,1,127,14,120,0,589,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 601","Sarnia",314,3,117,15,103,1,553,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 602","Sarnia",383,4,147,11,98,2,645,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 603","Sarnia",194,0,78,17,117,5,411,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 604","Sarnia",239,5,75,7,109,0,435,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 605","Sarnia",146,5,47,10,93,3,304,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 606","Sarnia",179,2,45,14,107,2,349,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 607","Sarnia",139,6,38,5,126,1,315,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 608","Sarnia",209,1,60,10,70,0,350,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 609","Sarnia",144,5,68,12,44,0,273,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 610","Plympton-Wyoming",346,7,81,8,64,0,506,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 611","Petrolia",481,5,90,23,123,6,728,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 612","St. Clair",421,4,64,8,103,4,604,
35078,"Sarnia--Lambton/Sarnia--Lambton"," 613","St. Clair",110,1,28,1,27,1,168,
35078,"Sarnia--Lambton/Sarnia--Lambton",,Group 1/Groupe 1,81,1,47,10,25,1,165,261
35078,"Sarnia--Lambton/Sarnia--Lambton",,Group 2/Groupe 2,390,6,166,27,157,8,754,
