Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rona Ambrose,Chris Austin,Catherine Chaulk-Stokes,Joshua Lund,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 12B","Stony Plain",122,17,17,11,0,167,392
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 12C","Stony Plain",154,11,19,3,0,187,381
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 12-1A","Stony Plain",110,3,18,4,0,135,292
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 12-1B","Stony Plain",108,1,9,15,0,133,302
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 12-2","Stony Plain",92,3,28,8,0,131,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 13","Stony Plain",26,6,12,2,0,46,113
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 14","Stony Plain",84,4,14,5,0,107,354
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 15A","Stony Plain",105,12,12,3,0,132,323
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 15B","Stony Plain",93,10,15,6,0,124,342
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 16","Stony Plain",168,13,23,4,1,209,385
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 17","Stony Plain",149,14,32,5,0,200,373
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 18","Stony Plain",131,13,17,3,1,165,313
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 19","Stony Plain",152,11,30,8,0,201,544
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 20","Stony Plain",193,13,38,13,0,257,562
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 21","Stony Plain",181,9,21,8,0,219,343
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 22","Stony Plain",202,10,37,13,3,265,533
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 23","Stony Plain",164,11,38,7,1,221,409
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 24A","Stony Plain",161,7,16,4,0,188,393
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 24B","Stony Plain",147,14,18,7,0,186,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 24-1","Stony Plain",111,6,26,3,0,146,305
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 25","Stony Plain",232,6,17,6,3,264,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 25-1A","Stony Plain",120,8,18,7,0,153,322
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 25-1B","Stony Plain",99,3,13,8,0,123,287
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 25-2A","Stony Plain",151,16,28,6,0,201,354
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 25-2B","Stony Plain",165,3,11,4,0,183,352
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 26","Stony Plain",144,13,31,15,0,203,396
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 27A","Stony Plain",133,3,10,5,0,151,337
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 27B","Stony Plain",99,9,13,3,0,124,273
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 28","Spruce Grove",204,9,21,6,0,240,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 28-1A","Spruce Grove",139,1,15,7,0,162,348
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 28-1B","Spruce Grove",148,9,20,3,0,180,352
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 29","Spruce Grove",124,7,6,3,0,140,302
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 29-1","Spruce Grove",210,11,31,7,0,259,560
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 30","Spruce Grove",203,22,27,3,0,255,462
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 30-1","Spruce Grove",170,13,18,8,1,210,349
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 30-2","Spruce Grove",129,9,14,6,0,158,272
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 31","Spruce Grove",59,3,17,4,0,83,283
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 31-1A","Spruce Grove",139,10,31,4,0,184,350
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 31-1B","Spruce Grove",137,6,13,5,0,161,338
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 32A","Spruce Grove",154,15,22,6,0,197,432
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 32B","Spruce Grove",142,11,26,6,1,186,409
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 32-1","Spruce Grove",192,29,48,10,0,279,557
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 33","Spruce Grove",197,15,33,9,0,254,583
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 33-1","Spruce Grove",197,14,22,6,0,239,476
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 34","Spruce Grove",119,21,28,6,0,174,340
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 35","Spruce Grove",166,15,33,5,0,219,440
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 36","Spruce Grove",138,9,17,7,0,171,399
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 37","Spruce Grove",98,9,29,3,0,139,327
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 38","Spruce Grove",189,10,30,9,0,238,445
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 39","Spruce Grove",177,12,33,7,1,230,443
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 40","Spruce Grove",181,15,36,14,0,246,464
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41","Spruce Grove",187,12,26,2,0,227,460
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-1","Spruce Grove",128,10,27,1,0,166,410
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-2A","Spruce Grove",122,14,13,4,0,153,409
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-2B","Spruce Grove",115,6,10,7,0,138,381
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-3","Spruce Grove",147,9,23,5,0,184,471
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 42","Spruce Grove",106,12,21,4,0,143,308
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 43","Spruce Grove",193,14,21,4,1,233,445
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 44","Spruce Grove",168,8,13,5,0,194,391
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 45","Spruce Grove",115,7,25,6,0,153,323
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 46","Spruce Grove",139,7,23,6,0,175,368
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 47","Spruce Grove",245,17,38,14,0,314,571
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 48","Spruce Grove",160,14,41,7,0,222,401
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 49","Spruce Grove",160,13,38,12,1,224,456
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 50","Spruce Grove",160,12,37,8,0,217,506
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 51","Spruce Grove",113,10,31,11,0,165,489
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 52","Spruce Grove",123,13,24,8,2,170,387
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 53","Spruce Grove",123,13,29,10,3,178,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 54A","Spruce Grove",118,11,15,4,0,148,442
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 54B","Spruce Grove",111,8,22,12,0,153,395
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 55","Spruce Grove",193,11,25,6,0,235,500
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 56","Spring Lake",77,5,16,8,0,106,182
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 56-1","Spring Lake",187,9,47,16,0,259,505
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 57","Stony Plain",126,2,15,9,0,152,367
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 57-1","Stony Plain",119,6,14,3,0,142,240
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 58","Stony Plain",177,15,23,3,0,218,408
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 59","Golden Spike",73,1,7,2,0,83,130
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 59-1","Parkland County",141,6,6,0,1,154,351
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 60","Holborn",280,19,24,13,0,336,490
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 61","Golden Spike",249,12,45,16,0,322,587
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 61-1","Parkland County",122,6,12,8,1,149,265
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 62","Parkland County",156,5,18,10,0,189,327
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 62-1","Spruce Grove",170,13,20,9,1,213,390
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 63","Spruce Grove",267,14,19,5,0,305,549
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 64","Spruce Grove",293,14,37,8,1,353,631
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 65A","Spruce Grove",183,12,36,13,0,244,567
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 65B","Spruce Grove",169,5,46,2,0,222,610
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 66","Spruce Grove",Merged with No. 65A/Fusionné avec le nº 65A,,,,,,61
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 67","Acheson",242,11,31,11,0,295,561
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 68A","Acheson",141,8,18,3,0,170,326
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 68B","Acheson",117,10,15,3,0,145,321
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 68-1","Acheson",Merged with No. 68A/Fusionné avec le nº 68A,,,,,,13
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 69","Spruce Grove",231,7,34,4,0,276,502
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 70","Golden Spike",110,10,19,6,0,145,253
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 71A","Stony Plain 135",21,20,42,5,1,89,292
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 71B","Stony Plain 135",13,25,60,1,1,100,393
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 71-1","Stony Plain 135",Merged with No. 71A/Fusionné avec le nº 71A,,,,,,80
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 72","Woodbend",244,26,28,18,0,316,503
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 73","Stony Plain 135",140,5,16,4,0,165,267
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 73-1","Parkland County",131,8,19,10,0,168,277
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 74","Golden Spike",228,12,36,10,1,287,453
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 75","Woodbend",161,19,21,18,0,219,340
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 76","Graminia",134,6,14,3,0,157,263
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 77","Woodbend",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 78","Woodbend",242,20,53,22,0,337,531
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 79","Woodbend",247,6,21,12,0,286,447
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 79-1","Parkland County",163,13,26,9,0,211,354
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 80","Edmonton",135,10,55,12,0,212,516
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 81","Edmonton",114,8,41,10,0,173,347
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 82","Edmonton",108,14,41,4,0,167,329
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 83","Edmonton",114,7,36,6,0,163,386
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 84","Edmonton",112,13,36,4,0,165,324
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 85","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 86A","Edmonton",109,13,23,6,1,152,308
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 86B","Edmonton",93,14,27,8,0,142,281
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 87","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88","Edmonton",131,19,59,10,0,219,499
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-1","Edmonton",158,19,33,4,1,215,469
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-2","Edmonton",167,22,37,9,0,235,545
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-3","Edmonton",86,9,24,2,0,121,275
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-4","Edmonton",141,11,16,7,1,176,392
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-5A","Edmonton",141,19,44,13,0,217,471
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-5B","Edmonton",157,9,33,10,0,209,450
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-5C","Edmonton",164,17,42,13,1,237,520
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 89","Edmonton",140,20,18,5,1,184,340
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 90","Edmonton",139,34,37,4,0,214,483
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 91","Edmonton",99,12,19,11,0,141,271
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 92","Edmonton",138,16,32,3,0,189,451
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 93","Edmonton",131,23,42,10,0,206,426
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 94","Edmonton",158,26,40,8,0,232,534
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 95","Edmonton",147,15,45,3,0,210,382
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 96","Edmonton",142,16,21,6,0,185,338
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 97","Edmonton",94,18,48,6,1,167,417
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 98","Edmonton",70,16,57,9,0,152,390
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 99","Edmonton",123,18,45,6,1,193,413
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 100","Edmonton",63,12,38,11,0,124,371
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 101","Edmonton",172,32,42,5,0,251,449
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 102","Edmonton",207,27,59,7,2,302,541
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 103","Edmonton",97,26,29,8,0,160,449
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 104","Edmonton",38,9,28,5,0,80,199
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 104-1","Edmonton",98,14,29,2,0,143,346
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 105","Edmonton",61,4,24,5,0,94,356
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 106","Edmonton",95,18,30,4,0,147,437
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 107","Edmonton",86,20,21,3,0,130,299
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 108","Edmonton",53,12,34,3,0,102,298
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 109","Edmonton",76,10,16,1,0,103,230
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 110","Edmonton",152,40,42,10,0,244,469
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 111","Edmonton",146,39,54,3,3,245,471
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 112","Edmonton",140,28,54,8,1,231,483
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 113","Edmonton",72,13,51,5,1,142,405
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 114","Edmonton",113,18,43,6,1,181,438
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 115","Edmonton",127,24,47,3,0,201,438
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 116","Edmonton",119,24,35,3,0,181,381
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 117","Edmonton",127,30,38,4,0,199,393
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 118","Edmonton",41,10,44,3,1,99,408
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 119","Edmonton",89,14,41,7,0,151,345
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 120","Edmonton",102,36,30,6,2,176,393
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 121","Edmonton",92,16,29,3,0,140,284
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 122","Edmonton",113,27,62,14,1,217,487
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 123","Edmonton",68,20,45,9,1,143,445
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 124","Edmonton",88,13,41,8,1,151,406
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 125","Edmonton",35,5,12,5,0,57,189
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 126","Edmonton",107,27,35,7,0,176,409
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 127","Edmonton",159,18,41,3,0,221,408
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 128","Edmonton",124,23,36,10,0,193,408
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 129","Edmonton",170,18,43,16,0,247,452
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130","Edmonton",89,6,16,2,0,113,300
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-1","Edmonton",70,4,9,3,2,88,227
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-2A","Edmonton",77,10,35,4,0,126,354
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-2B","Edmonton",78,10,38,3,0,129,326
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-3","Edmonton",107,15,19,5,0,146,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 131","Edmonton",130,29,40,11,0,210,422
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 132","Edmonton",106,15,39,6,0,166,332
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 133","Edmonton",129,19,50,10,0,208,459
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 134","Edmonton",176,24,57,15,0,272,518
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 135","Edmonton",127,35,36,13,1,212,369
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 135-1","Edmonton",151,33,43,4,0,231,502
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 136","Edmonton",138,18,41,7,1,205,404
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 137","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 138","Edmonton",180,46,55,7,0,288,505
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 139","Edmonton",141,30,42,5,0,218,381
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 140","Edmonton",113,19,22,7,1,162,338
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141","Edmonton",158,28,46,12,2,246,468
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-1A","Edmonton",187,24,37,9,2,259,521
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-1B","Mobile poll/Bureau itinérant",Merged with No. 154B/Fusionné avec le nº 154B,,,,,,90
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-2A","Edmonton",142,16,23,5,0,186,432
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-2B","Edmonton",148,10,33,3,0,194,398
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-3A","Edmonton",136,19,57,3,0,215,456
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-3B","Edmonton",103,25,29,7,2,166,413
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-3C","Edmonton",131,24,42,12,0,209,469
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-4A","Edmonton",86,5,23,5,0,119,356
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-4B","Edmonton",85,12,24,13,1,135,363
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-5","Edmonton",166,22,37,3,2,230,581
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-6A","Edmonton",137,20,29,2,0,188,411
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-6B","Edmonton",106,19,27,5,1,158,379
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-6C","Edmonton",126,18,20,5,1,170,397
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-7","Edmonton",147,19,43,5,0,214,433
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-8","Edmonton",150,23,48,19,0,240,433
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 142A","Edmonton",174,23,43,10,2,252,508
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 142B","Edmonton",152,17,47,4,1,221,455
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 143","Edmonton",123,9,27,5,0,164,292
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 144","Edmonton",88,13,40,9,0,150,341
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 145","Edmonton",52,17,42,6,2,119,321
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 146","Edmonton",69,18,34,10,0,131,352
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 147","Edmonton",169,32,41,9,0,251,448
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 148","Edmonton",189,36,41,8,1,275,504
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 149","Edmonton",149,40,65,14,1,269,484
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 150","Edmonton",157,13,55,10,0,235,430
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 151","Edmonton",140,34,60,6,0,240,430
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 152","Edmonton",207,50,46,12,3,318,522
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 153","Edmonton",121,34,23,6,0,184,317
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 153-1","Edmonton",107,31,28,4,1,171,308
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 154A","Edmonton",108,24,36,2,1,171,380
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 154B","Mobile poll/Bureau itinérant",151,28,27,2,2,210,191
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 154-1","Edmonton",146,28,26,14,1,215,451
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 155","Edmonton",194,31,40,6,0,271,465
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 156","Edmonton",180,35,45,11,1,272,463
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 157","Edmonton",132,20,40,11,0,203,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 157-1","Edmonton",116,16,42,4,0,178,396
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 158","Edmonton",186,21,43,3,1,254,494
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 159","Edmonton",125,26,46,3,0,200,405
